,Concept_ID,ar,br
101,Sumpf::N,مستنقع,gwern
102,Moor::N,مستنقع,taouarc'heg
103,Wiese::N,مرج,prad
104,Wald::N,غابة,koad
105,Hügel::N,تل,torgenn
106,Anhöhe::N,تل,run
107,Berg::N,جبل,menez
108,Gipfel::N,قمة,barr
109,Höhle::N,كهف,kav
110,Abhang::N,منحدر,naou
111,Quelle::N,منبع,feunteun
112,Bach::N,مجرى,gwazh
113,Fluss::N,نهر,stêr
114,Ufer::N,ضفة,ribl
115,Küste::N,ساحل,aod
116,Festland::N,بر,douar
117,Meer::N,بحر,mor
118,Bucht::N,خليج,mor-bihan
119,Insel::N,جزيرة,enez
120,Blume::N,زهرة,bleunienn
121,Gras::N,حشيش,geot
122,Wurzel::N,أصل,gwrizienn
123,Baum::N,شجرة,gwezenn
124,Stamm::N,جذع,kef
125,Rinde::N,قشرة,rusk
126,Ast::N,فرع,barr
127,Zweig::N,غصن,bod
128,Blatt::N,ورقة,delienn
129,Birke::N,قضبان,bezvenn
130,Kiefer[Baum]::N,صنوبرة,pinenn
131,Weide[Baum]::N,صفصاف,halegenn
132,Tanne::N,شوح,sapenn
133,Tanne::N,تبوب,sapenn
134,Horn::N,قرن,korn
135,Feder::N,ريشة,pluñv
136,Fell::N,فرو,kreoñ
137,Flügel::N,جناح,askell
138,Klaue::N,مخلب,skilf
139,Kralle::N,مخلب,skilf
140,Schwanz::N,ذيل,lost
141,Ei::N,بيض,vi
142,Nest::N,عش,neizh
143,Bau::N,جحر,douarenn
144,Tier::N,حيوان,loen
145,Herde::N,قطيع,tropell
146,Kuh::N,بقرة,buoc'h
147,Bulle::N,ثور,tarv
148,Pferd::N,خيل,marc'h
149,Schaf::N,شاة,dañvad
150,Schwein::N,خنزير,pemoc'h
151,Hund::N,كلب,ki
152,Katze::N,قطة,kazh
153,Bär::N,دب,arzh
154,Eichhörnchen::N,سنجاب,gwiñver
155,Elch::N,موظ,karv-dour
156,Fuchs::N,ثعلب,louarn
157,Hase::N,أرنب,gad
158,Maus::N,فأرة,logodenn
159,Wolf::N,ذئب,bleiz
160,Vogel::N,طير,labous
161,Schwarm::N,سرب,nijad
162,Huhn::N,دجاجة,yar
163,Hahn::N,ديك,kilhog
164,Gans::N,وزة,gwazenn
165,Adler::N,نسر,erer
166,Ente::N,بطة,houad
167,Eule::N,بوم,toud
168,Kranich::N,كركي,garan
169,Krähe::N,غراب,bran
170,Kuckuck::N,وقواق,koukoug
171,Schwan::N,إوز عراقي,alarc'h
172,Fisch::N,سمك,pesk
173,Barsch::N,فرخ أوربي,brell
174,Hecht::N,سمك الكراكي,beked
175,Schlange[Tier]::N,حية,naer
176,Schlange[Tier]::N,ثعبان,naer
177,Wurm::N,دودة,preñv
178,Spinne::N,عنكبوت,kevnidenn
179,Ameise::N,نملة,merion
180,Laus::N,قملة,laouenn
181,Mücke::N,ناموسة,moustik
182,Fliege::N,ذبابة,kelienenn
183,Schmetterling::N,فراشة,balafenn
184,Beere::N,حبة,hog
185,Apfel::N,تفاح,aval
186,Pilz::N,فطر,kabell-touseg
187,Zwiebel::N,بصل,ognonenn
188,Saat::N,زرع,had
189,Korn::N,حبة,ed
190,Heu::N,دريس,foenn
191,Schale::N,قشرة,peliadur
192,Grube::N,نقرة,
193,Falle::N,فخ,pech
194,Falle::N,مصيدة,pech
195,Schlinge::N,عروة,krouglas
196,Spur::N,أثر,
197,Asche::N,رماد,ludu
198,Dreck::N,قذر,fank
199,Eisen::N,حديد,houarn
200,Gold::N,ذهب,aour
201,Silber::N,فضة,arc'hant
202,Kohle::N,فحم,glaou
203,Glas::N,زجاج,gwer
204,Lehm::N,طين,
205,Sand::N,رمل,traezh
206,Mensch::N,إنسان,den
207,Mann::N,رجل,den
208,Frau::N,امرأة,maouez
209,Kind::N,طفل,bugel
210,Junge::N,ولد,paotr
211,Mädchen::N,بنت,plac'h
212,Familie::N,عائلة,familh
213,Großvater::N,جد,tad-kozh
214,Großmutter::N,جدة,mamm-gozh
215,Eltern::N,أبوان,kerent
216,Eltern::N,والدان,kerent
217,Vater::N,أب,tad
218,Mutter::N,أم,mamm
219,Sohn::N,إبن,mab
220,Tochter::N,بنت,merc'h
221,Tochter::N,إبنة,merc'h
222,Bruder::N,أخ,breur
223,Bruder::N,شقيق,breur
224,Schwester::N,أخت,c'hoar
225,Onkel::N,عم,eontr
226,Tante::N,عمة,moereb
227,Ehemann::N,زوج,gwaz
228,Ehefrau::N,زوجة,gwreg
229,Freude::N,فرح,levenez
230,Freude::N,سرور,levenez
231,Gelächter::N,قهقهة,c'hoarzherezh
232,Glück::N,سعادة,chañs
233,Kummer::N,غم,doan
234,Wunsch::N,منية,c'hoant
235,Lust::N,شهوة,c'hoant
236,Geist::N,روح,spered
237,Gedanke::N,فكرة,soñj
238,Gedächtnis::N,ذاكرة,eñvor
239,Verstand::N,عقل,skiant
240,Sinn::N,معنى,ster
241,Grund::N,سبب,kaoz
242,Wahrheit::N,حقيقة,gwirionez
243,Gespräch::N,محادثة,kaozeadenn
244,Märchen::N,خرافة,kaoz korriganez
245,Erzählung::N,قصة,kontadenn
246,Erzählung::N,حكاية,kontadenn
247,Nachricht::N,خبر,keloù
248,Neuigkeit::N,خبر جديد,kelaouenn
249,Name::N,اسم,anv
250,Rätsel::N,لغز,divinatez
251,Rede::N,خطبة,diskour
252,Sprache::N,لغة,yezh
253,Stimme::N,صوت,mouezh
254,Wort::N,كلمة,ger
255,Zeichen::N,رمز,sin
256,Zeichen::N,إشارة,sin
257,Ruf::N,نداء,galv
258,Lärm::N,صخب,trouz
259,Lärm::N,ضجة,trouz
260,Laut::N,صوت,
261,Ton::N,نغمة,ton
262,Lied::N,أغنية,kanaouenn
263,Ruhe::N,هدوء,sioulded
264,Leute::N,ناس,tud
265,Volk::N,شعب,pobl
266,Arbeit::N,عمل,labour
267,Gast::N,ضيف,kouviad
268,Geschenk::N,هدية,prof
269,Spiel::N,لعب,c'hoari
270,Gesellschaft::N,صحبة,kompagnunezh
271,Gesellschaft::N,صحبة,kavandad
272,Hilfe::N,عون,sikour
273,Hilfe::N,مساعدة,sikour
274,Freund::N,صديق,mignon
275,Kamerad::N,زميل,kamarad
276,Angelegenheit::N,أمر,afer
277,Angelegenheit::N,شأن,afer
278,Anzahl::N,عدد,niver
279,Art::N,نوع,sort
280,Stück::N,قطعة,tamm
281,Teil::N,قسم,pezh
282,Hälfte::N,نصف,hanterenn
283,Kreis::N,دائرة,kelc'h
284,Kreuz::N,صليب,kroaz
285,Linie::N,خط,linenn
286,Strich::N,شرطة,tenn
287,Abstand::N,مسافة,distok
288,Entfernung::N,بعد,keid
289,Entfernung::N,بعد,kehid
290,Gegend::N,ناحية,korn-bro
291,Platz::N,فراغ,plasenn
292,Ort::N,مكان,lec'h
293,Seite::N,جانب,tu
294,Mitte::N,وسط,kreiz
295,Gegenstand::N,موضوع,tra
296,Sache::N,شيء,tra
297,Rand::N,حافة,kantenn
298,Kante::N,حافة,kantenn
299,Ecke::N,ركن,korn
300,Spitze::N,سن,begell
301,Ende::N,طرف,dibenn
302,Loch::N,ثقب,toull
303,Winkel::N,زاوية,
304,Muster::N,عينة,tresadenn
305,Größe::N,حجم,ment
306,Länge::N,طول,hirder
307,Höhe::N,علو,uhelder
308,Höhe::N,ارتفاع,uhelder
309,Gewicht::N,وزن,pouez
310,Menge::N,كمية,bern
311,Haufen::N,كوم,bern
312,Reihe::N,صف,steud
313,Boot::N,قارب,bag
314,Boot::N,زورق,bag
315,Ruder::N,مجذاف,roeñv
316,Schlitten::N,مزلقة,trainell
317,Ski::N,زلاجة,ski
318,Lagerfeuer::N,نار المخيم,
319,Last::N,حمل,karg
320,Gang::N,مشية,kerzh
321,Schritt::N,خطوة,paz
322,Norden::N,شمال,norzh
323,Norden::N,شمال,hanternoz
324,Süden::N,جنوب,su
325,Süden::N,جنوب,kreisteiz
326,Westen::N,غرب,kuzh-heol
327,Osten::N,شرق,reter
328,Osten::N,شرق,sav-heol
329,Holz::N,خشب,koad
330,Brett::N,لوح,plankenn
331,Platte::N,صفيحة,plakenn
332,Stütze::N,سند,harp
333,Stütze::N,دعامة,harp
334,Stange::N,عود,sparl
335,Stock::N,عصا,bazh
336,Stab::N,قضيب,bazh
337,Rohr::N,أنبوبة,tub
338,Rohr::N,أنبوبة,korz
339,Haus::N,دار,ti
340,Haus::N,بيت,ti
341,Heim::N,بيت,kêr
342,Heim::N,مسكن,kêr
343,Ofen::N,مدفأة,forn
344,Fußboden::N,أرضية,plañchod
345,Tisch::N,مائدة,taol
346,Stuhl::N,كرسي,kador
347,Wiege::N,مهد,kavell
348,Bett::N,سرير,gwele
349,Regal::N,رف,estajerenn
350,Kiste::N,صندوق,kased
351,Fenster::N,شباك,prenestr
352,Fenster::N,نافذة,prenestr
353,Tür::N,باب,dor
354,Tor::N,بوابة,portal
355,Zaun::N,سياج,sklotur
356,Dach::N,سطح,toenn
357,Leiter::N,سلم,skeul
358,Besen::N,مكنسة,skubell
359,Spaten::N,مسحاة,pal
360,Schaufel::N,مجرفة,pal
361,Gabel::N,شوكة,fourchetez
362,Löffel::N,ملعقة,loa
363,Messer::N,سكين,kontell
364,Nagel::N,مسمار,tach
365,Netz::N,شبكة,roued
366,Haken::N,خطاف,krog
367,Haken::N,صنارة,krog
368,Griff::N,قبضة,kemer
369,Schloss::N,قفل,potenn
370,Bild::N,صورة,skeudenn
371,Figur::N,تمثال,skeud
372,Figur::N,تمثال,figur
373,Puppe::N,دمية,merc'hodenn
374,Beutel::N,كيس,sac'h
375,Bündel::N,ربطة,feskenn
376,Tasche::N,شنطة,sac'h
377,Tasche::N,محفظة,sac'h
378,Eimer::N,سطل,sailh
379,Eimer::N,جردل,sailh
380,Deckel::N,سداد,pallenn
381,Geschirr::N,أوان,listriaj
382,Sack::N,زكيبة,sac'h
383,Tasse::N,فنجان,tas
384,Topf::N,قدر,pod
385,Topf::N,طنجرة,pod
386,Kessel::N,قدر,chaodouron
387,Kessel::N,غلاية,chaodouron
388,Essen::N,طعام,pred
389,Nahrung::N,غذاء,boued
390,Speise::N,أكل,meuz
391,Fleisch::N,لحم,kig
392,Getreide::N,حبوب,ed
393,Brei::N,عصيدة,yod
394,Brot::N,خبز,bara
395,Scheibe::N,شريحة,tailhenn
396,Fett::N,سمن,lard
397,Butter::N,زبدة,amann
398,Öl::N,زيت,eoul
399,Salz::N,ملح,holen
400,Suppe::N,حساء,soubenn
401,Suppe::N,شربة,soubenn
402,Honig::N,عسل,mel
403,Milch::N,حليب,laezh
404,Tee::N,شاي,te
405,Leder::N,جلد,lêr
406,Wolle::N,صوف,gloan
407,Stoff::N,قماش,danvez
408,Nadel::N,إبرة,nadoz
409,Faden::N,خيط,neudenn
410,Knopf::N,زر,bouton
411,Knoten::N,عقدة,skoulm
412,Farbe::N,صبغة,liv
413,Kleidung::N,ملابس,dilhad
414,Hemd::N,قميص,roc'hed
415,Kragen::N,ياقة,gouzoug
416,Ärmel::N,كم,milgin
417,Hose::N,سروال,bragoù
418,Hose::N,بنطلون,bragoù
419,Gürtel::N,حزام,gouriz
420,Mütze::N,طاقية,boned
421,Schuh::N,حذاء,botez
422,Stiefel::N,جزمة,botez
423,Stiefel::N,حذاء طويل,botez
424,Ring::N,حلقة,gwalenn
425,Band::N,شريط,bagad
426,Kamm::N,مشط,krib
427,Spiegel::N,مرآة,melezour
428,Riemen::N,سير,lerenn
429,Schnur::N,حبل,kordenn
430,Schnur::N,دوبارة,kordenn
431,Leine::N,قيد,roll
432,Decke::N,بطانية,golo
433,Kissen::N,وسادة,goubenner
434,Tuch::N,منديل,mezher
435,Handtuch::N,فوطة,toailhon
436,Handtuch::N,منشفة,toailhon
437,Kraft::N,قدرة,nerzh
438,Stärke::N,قوة,nerzhder
439,Gesundheit::N,صحة,yec'hed
440,Krankheit::N,مرض,klañved
441,Schmerz::N,ألم,poan
442,Schmerz::N,ألم,droug
443,Schmerz::N,وجع,poan
444,Schmerz::N,وجع,droug
445,Wunde::N,جرح,gloazadenn
446,Fieber::N,حمى,terzhienn
447,Arznei::N,دواء,louzoù
448,Brücke::N,جسر,pont
449,Brunnen::N,بئر,puñs
450,Weide::N,مرعى,prad
451,Pfad::N,درب,gwenodenn
452,Weg::N,سكة,hent
453,Straße::N,طريق,ru
454,Straße::N,طريق,hent
455,Dorf::N,قرية,kêr
456,Dorf::N,قرية,kêriadenn
457,Stadt::N,مدينة,kêr
458,Brief::N,خطاب,lizher
459,Brief::N,مكتوب,lizher
460,Buch::N,كتاب,levr
461,Buchstabe::N,حرف,lizherenn
462,Zeitung::N,جريدة,kazetenn
463,Leben::N,عيش,buhez
464,Leben::N,حياة,buhez
465,Tod::N,موت,marv
466,Tod::N,وفاة,marv
467,Grab::N,قبر,bez
468,Kirche::N,كنيسة,iliz
469,Sünde::N,خطيئة,pec'hed
470,Gott::N,إله,doue
471,Arbeiter::N,عامل,labourer
472,Arbeiter::N,عامل,micherour
473,Chef::N,رئيس,penn
474,Meister::N,أسطى,mestr
475,Arzt::N,طبيب,mezeg
476,Arzt::N,طبيب,medisin
477,Lehrer::N,مدرس,skolaer
478,Lehrer::N,مدرس,kelenner
479,Geld::N,نقود,arc'hant
480,Geschäft::N,صفقة,stal
481,Laden::N,دكان,stal
482,Preis::N,سعر,priz
483,Ware::N,بضاعة,marc'hadourezh
484,Nutzen::N,فائدة,gounidegezh
485,Nutzen::N,فائدة,lañs
486,Nutzen::N,فائدة,profit
487,Nutzen::N,فائدة,spleit
488,Reichtum::N,غنى,pinvidigezh
489,Reichtum::N,ثروة,pinvidigezh
490,Welt::N,عالم,douar
491,Welt::N,دنيا,douar
492,Land::N,بلد,bro
493,Staat::N,دولة,stad
494,König::N,ملك,roue
495,Macht::N,سلطة,galloud
496,Grenze::N,حدود,harzoù
497,Krieg::N,حرب,brezel
498,Feind::N,عدو,eneber
499,Gewalt::N,عنف,tâerder
500,Kampf::N,قتال,kann
501,Bogen[Waffe]::N,قوس,gwareg
502,Pfeil::N,سهم,saezh
503,Gewehr::N,بندقية,fuzuilh
504,Fehler::N,خطأ,fazi
505,Lüge::N,كذب,gaou
506,Schaden::N,تلف,gwall
507,Unglück::N,نحس,gwalleur
508,Schuld::N,ذنب,kablusted
509,Schuld::N,ذنب,pec'hedigezh
510,Alter::N,سن,oad
511,Alter::N,عمر,oad
512,Schluss::N,ختام,diwezh
513,Schluss::N,نهاية,diwezh
514,Zeit::N,وقت,amzer
515,Tag::N,يوم,deizh
516,Morgen::N,صباح,beure
517,Morgen::N,صباح,mintin
518,Mittag::N,ظهر,kreisteiz
519,Abend::N,مساء,abardaez
520,Nacht::N,ليلة,noz
521,Woche::N,أسبوع,sizhun
522,Monat::N,شهر,miz
523,Jahr::N,عام,bloaz
524,Jahr::N,سنة,bloaz
525,Frühling::N,ربيع,nevezamzer
526,Sommer::N,صيف,hañv
527,Herbst::N,خريف,diskaramzer
528,Winter::N,شتاء,goañv
529,Januar::N,يناير,Genver
530,Januar::N,كانون الثاني,Genver
531,Februar::N,شباط,C'hwevrer
532,Februar::N,فبراير,C'hwevrer
533,März::N,آذار,Meurzh
534,März::N,مارس,Meurzh
535,April::N,نيسان,Ebrel
536,Mai::N,مايو,Mae
537,Juni::N,يونيو,Mezheven
538,Juni::N,حزيران,Mezheven
539,Juli::N,تموز,Gouhere
540,Juli::N,يوليو,Gouhere
541,August::N,آب,Eost
542,August::N,أغسطس,Eost
543,September::N,أيلول,Gwengolo
544,September::N,سبتمبر,Gwengolo
545,Oktober::N,أكتوبر,Here
546,Oktober::N,تشرين الأول,Here
547,November::N,نوفمبر,Du
548,November::N,تشرين الثاني,Du
549,Dezember::N,ديسمبر,Kerzu
550,Dezember::N,كانون الأول,Kerzu
551,Montag::N,يوم الاثنين,Lun
552,Dienstag::N,يوم الثلاثاء,Meurzh
553,Mittwoch::N,يوم الأربعاء,Merc'her
554,Donnerstag::N,يوم الخميس,Yaou
555,Freitag::N,يوم الجمعة,Gwener
556,Samstag::N,يوم السبت,Sadorn
557,Sonntag::N,يوم الأحد,Sul
558,groß::A,كبير,bras
559,klein::A,صغير,bihan
560,lang::A,طويل,hir
561,kurz::A,قصير,berr
562,breit::A,واسع,ledan
563,schmal::A,ضيق,strizh
564,dicht::A,كث,stank
565,dicht::A,كثيف,stank
566,dick[Gegenstand]::A,غليظ,tev
567,dünn::A,رفيع,moan
568,fein::A,رقيق,munut
569,fest::A,متين,start
570,flach::A,سهل,plaen
571,flach::A,منبسط,plaen
572,glatt::A,ناعم,lintr
573,glatt::A,ناعم,levn
574,hart::A,صلب,kalet
575,hart::A,جامد,kalet
576,weich::A,لين,blot
577,rund::A,مستدير,ront
578,spitz::A,مدبب,poentet
579,scharf::A,حاد,dremm
580,stumpf::A,ثالم,talsoc'h
581,schwer::A,ثقيل,pounner
582,schön::A,جميل,kaer
583,heiß::A,حار,tomm
584,heiß::A,ساخن,tomm
585,warm::A,دافئ,tomm
586,kalt::A,بارد,yen
587,kühl::A,قر,yen
588,frisch::A,طازج,fresk
589,feucht::A,رطب,gleb
590,nass::A,مبلول,gleb
591,trocken::A,جاف,sec'h
592,voll::A,ملء,leun
593,leer::A,خال,goullo
594,leer::A,فارغ,goullo
595,offen::A,مفتوح,digor
596,geschlossen::A,مغلق,serr
597,sauber::A,نظيف,naet
598,schmutzig::A,قذر,lous
599,roh::A,نيء,kriz
600,reif::A,ناضج,darev
601,lecker::A,لذيذ,lipous
602,lecker::A,لذيذ,saourus
603,süß::A,حلو,dous
604,bitter::A,مر,c'hwerv
605,sauer::A,حامض,trenk
606,hell::A,نير,sklaer
607,dunkel::A,مظلم,teñval
608,schwarz::A,أسود,du
609,weiß::A,أبيض,gwenn
610,rot::A,أحمر,ruz
611,gelb::A,أصفر,melen
612,blau::A,أزرق,glas
613,grün::A,أخضر,gwer
614,grau::A,رمادي,louet
615,bunt::A,ملوب,liesliv
616,billig::A,رخيص,marc'had-mat
617,teuer::A,غال,ker
618,wertvoll::A,ثمين,prizius
619,blind::A,أعمى,dall
620,taub::A,أصم,bouzar
621,taub::A,أطرش,bouzar
622,kräftig::A,قوي,start
623,stark::A,قوي,kreñv
624,schwach::A,ضعيف,gwan
625,fett::A,سمين,lard
626,schlank::A,أهيف,sinkl
627,hübsch::A,جميل,koant
628,böse::A,رديء,gwall
629,dumm::A,أبله,glep
630,dumm::A,أحمق,glep
631,faul::A,كسلان,lezirek
632,fleißig::A,مجتهد,studius
633,geizig::A,بخيل,tost
634,klug::A,ذكي,speredek
635,klug::A,عاقل,speredek
636,geschickt::A,ماهر,dornet
637,lieb::A,عزيز,koant
638,lustig::A,مرح,laouen
639,sanft::A,حليم,flour
640,hungrig::A,جائع,marnaon
641,krank::A,مريض,klañv
642,nackt::A,عار,noazh
643,traurig::A,حزين,trist
644,lebendig::A,حي,bev
645,gut::A,جيد,mad
646,schlecht::A,سيء,fall
647,schlecht::A,سيء,gwall
648,richtig::A,صحيح,reizh
649,schlimm::A,خبيث,gwall
650,wahr::A,حق,gwir
651,alt::A,قديم,kozh
652,neu::A,جديد,nevez
653,ehemalig::A,سابق,kozh
654,alt[Lebewesen]::A,مسن,kozh
655,jung::A,شاب,yaouank
656,jung::A,صغير,yaouank
657,arm::A,فقير,paour
658,reich::A,غني,pinvidik
659,bekannt::A,معلوم,anavezet
660,berühmt::A,مشهور,brudet
661,fremd::A,أجنبي,dizanav
662,verschieden::A,مختلف,disheñel
663,nah::A,قريب,nes
664,fern::A,بعيد,diabell
665,linker::A,يسار,kleiz
666,rechter::A,يمين,dehoù
667,anderer::A,آخر,all
668,erster::A,أول,kentañ
669,zweiter::A,ثان,eil
670,dritter::A,ثالث,trede
671,letzter::A,أخير,diwezhañ
672,allein::ADV,وحده,e-unan
673,auf einmal::ADV,بالمرة,ar un dro
674,zusammen::ADV,معا,asambles
675,lange::ADV,مدة طويلة,pell
676,plötzlich::ADV,فجأة,en un taol
677,sofort::ADV,حالا,diouzhtu
678,sofort::ADV,فورا,diouzhtu
679,später::ADV,فيما بعد,diwezhatoc'h
680,jetzt::ADV,الآن,bremañ
681,jetzt::ADV,حاليا,bremañ
682,heute::ADV,اليوم,hiziv
683,morgen::ADV,غدا,arc'hoazh
684,bald::ADV,قريبا,hepdale
685,dann::ADV,ثم,a-c'houde
686,gestern::ADV,أمس,dec'h
687,gestern::ADV,البارحة,dec'h
688,einst::ADV,قديما,gwechall
689,damals::ADV,حينئذ,neuze
690,danach::ADV,ثم,goude
691,danach::ADV,بعد ذلك,goude
692,vorher::ADV,من قبل,diagent
693,vorher::ADV,قبل ذلك,diagent
694,zuerst::ADV,أولا,da gentañ
695,einmal::ADV,مرة,ur wech
696,manchmal::ADV,أحيانا,a-wechoù
697,oft::ADV,كثيرا,alies
698,immer::ADV,دائما,atav
699,immer::ADV,دائما,bepred
700,niemals::ADV,لا أبدا,gwech ebet
701,hier::ADV,هنا,amañ
702,hierhin::ADV,إلى هنا,dre amañ
703,von hier::ADV,من هنا,alemañ
704,dort::ADV,هناك,aze
705,dort::ADV,هناك,ahont
706,dorthin::ADV,إلى هناك,di
707,dorthin::ADV,إلى هناك,aze
708,dorthin::ADV,إلى هناك,ahont
709,geradeaus::ADV,إلى الأمام,war-eeun
710,vorwärts::ADV,إلى الأمام,war-raok
711,rückwärts::ADV,إلى الوراء,war-lerc'h
712,zurück::ADV,عودا,war-dreñv
713,zurück::ADV,إلى الخلف,war-dreñv
714,unten::ADV,تحت,en traoñ
715,unten::ADV,في الأسفل,en traoñ
716,hinab::ADV,إلى تحت,a-izel
717,oben::ADV,فوق,en nec'h
718,oben::ADV,في الأعلى,en nec'h
719,hinauf::ADV,إلى فوق,e-krec'h
720,hinauf::ADV,إلى الأعلى,e-krec'h
721,überall::ADV,في كل مكان,dre-holl
722,nicht::ADV,لا,ne ... ket
723,nicht::ADV,لم,ne ... ket
724,ein wenig::ADV,قليلا,un tammig
725,kaum::ADV,كاد لا,a-boan
726,sehr::ADV,جدا,-tre
727,sehr::ADV,جدا,-kenañ
728,sehr::ADV,كثيرا,-tre
729,sehr::ADV,كثيرا,-kenañ
730,so::ADV,كذا,evel-se
731,so::ADV,كذلك,evel-se
732,noch::ADV,ما زال,c'hoazh
733,nur::ADV,فقط,hepken
734,schon::ADV,قد,dija
735,wieder::ADV,من جديد,adarre
736,wieder::ADV,مرة أخرى,adarre
737,vergebens::ADV,عبثا,
738,vor::PRP,أمام,dirak
739,hinter::PRP,خلف,a-drek
740,hinter::PRP,خلف,a-dreñv
741,hinter::PRP,وراء,a-drek
742,hinter::PRP,وراء,a-dreñv
743,unter::PRP,تحت,dindan
744,durch::PRP,عبر,dre
745,durch::PRP,خلال,dre
746,neben::PRP,جنب,e-kichen
747,neben::PRP,بجانب,e-kichen
748,zwischen::PRP,بين,etre
749,wegen::PRP,بسبب,abalamour da
750,dies::PRN,هذا,hemañ
751,das::PRN,ذلك,se
752,das::PRN,ذلك,hennezh
753,alles::PRN,الكل,pep tra
754,ich::PRN,أنا,me
755,du::PRN,أنت,te
756,er::PRN,هو,eñ
757,wir::PRN,نحن,ni
758,ihr::PRN,أنتم,c'hwi
759,ihr::PRN,أنتن,c'hwi
760,sie::PRN,هم,int
761,sie::PRN,هن,int
762,was::FPRN,ما,petra
763,wer::FPRN,من,piv
764,wo::FADV,أين,pelec'h
765,wohin::FADV,إلى أين,da belec'h
766,wie::FADV,كيف,penaos
767,warum::FADV,لماذا,perak
768,wieviel::FNUM,كم,pet
769,eins::NUM,واحد,unan
770,zwei::NUM,اثنين,daou
771,drei::NUM,ثلاثة,tri
772,vier::NUM,أربعة,pevar
773,fünf::NUM,خمسة,pemp
774,sechs::NUM,ستة,c'hwec'h
775,sieben::NUM,سبعة,seizh
776,acht::NUM,ثمانية,eizh
777,neun::NUM,تسعة,nav
778,zehn::NUM,عشرة,dek
779,elf::NUM,أحد عشر,unnek
780,zwölf::NUM,اثنا عشر,daouzek
781,zwanzig::NUM,عشرون,ugent
782,dreißig::NUM,ثلاثون,tregont
783,vierzig::NUM,أربعون,daou-ugent
784,fünfzig::NUM,خمسون,hanter-kant
785,sechzig::NUM,ستون,tri-ugent
786,siebzig::NUM,سبعون,dek ha tri-ugent
787,achtzig::NUM,ثمانون,pevar-ugent
