,Concept_ID,lbe,mdf
119,Küste::N,зуманицӏалу,ляйтърва́
120,Festland::N,кьири,мода
121,Meer::N,хьхьири,моря
122,Insel::N,жазира,цёнга
123,Blume::N,тӏутӏи,панчф
124,Gras::N,уртту,тише
125,Wurzel::N,мархха,юр
126,Wurzel::N,мархха,ункс
127,Baum::N,мурхь,шуфта
128,Stamm::N,ттарцӏ,ро́нга
129,Rinde::N,ккамара,кер
130,Ast::N,матӏи,морга
131,Zweig::N,къяртта,тарад
132,Blatt::N,чӏапӏи,лопа
133,Birke::N,кӏялахӏи,ке́лу
134,Birke::N,кӏялахӏилул мурхь,ке́лу
135,Kiefer[Baum]::N,ттар,пиче
136,Kiefer[Baum]::N,ттарлил мурхь,пиче
137,Weide[Baum]::N,щавщи,каль
138,Tanne::N,ттарлил мурхь,куз
139,Horn::N,хъи,сюра
140,Feder::N,лелуххул тӏиму,толга
141,Fell::N,бурчу,кедь
142,Flügel::N,хъа,паця
143,Flügel::N,ххурупӏайрал тӏиму,паця
144,Klaue::N,михь,кенже
145,Kralle::N,ххяппа,кенже
146,Schwanz::N,магъ,пула
147,Ei::N,ккунук,ал
148,Nest::N,кюру,пиза
149,Bau::N,цукъуккутӏ,пиза
150,Tier::N,хӏайван,жува́та
151,Herde::N,газу,нал
152,Herde::N,газу,стада
153,Kuh::N,оьл,скал
154,Kuh::N,оьл,тракс
155,Bulle::N,ниц,бука
156,Pferd::N,чу,лишме
157,Schaf::N,тта,уча́
158,Schwein::N,дунгъуз,тува
159,Hund::N,ккаччи,пине
160,Katze::N,ччиту,катоня
161,Katze::N,ччиту,аваката
162,Bär::N,цуша,офта
163,Eichhörnchen::N,бюрхттукку,ур
164,Elch::N,ниц-бюрин,ся́рда
165,Fuchs::N,цулчӏа,келазь
166,Fuchs::N,куча цулчӏа,келазь
167,Hase::N,бюрх,ну́мол
168,Maus::N,кӏулу,шеер
169,Wolf::N,барцӏ,върьгаз
170,Vogel::N,лелуххи,нармонь
171,Schwarm::N,гьухъала,ко́вол
172,Schwarm::N,гьухъала,ме́швеле
173,Huhn::N,аьнакӏи,сараз
174,Hahn::N,ажари,а́тякш
175,Gans::N,къаз,маци
176,Adler::N,барзу,куцькан
177,Ente::N,урдак,яксярга
178,Eule::N,ису,ко́рож
179,Eule::N,ччиккумяв,ко́рож
180,Kranich::N,кьурукь,ка́рга
181,Krähe::N,хъатӏу,ва́рси
182,Kuckuck::N,ччикку,ку́ку
183,Schwan::N,урттил къаз,ло́ксти
184,Fisch::N,чавахъ,кал
185,Schlange[Tier]::N,шатта,куй
186,Wurm::N,кьюнукьай шатта,сукс
187,Spinne::N,ххялцу,унжа́
188,Ameise::N,митӏикьукьу,панжам
189,Mücke::N,мичӏак,ся́ське
190,Fliege::N,зимиз,кару
191,Schmetterling::N,чӏимучӏали,ме́лав
192,Beere::N,хӏаллил ахъулсса,и́мож
193,Apfel::N,гьивч,марь
194,Pilz::N,ттуккул иис,панга
195,Zwiebel::N,лаччул чсмусул бакӏ,шурьхкя́
196,Saat::N,гьанна,видьмот
197,Korn::N,къама,сёра
198,Heu::N,ххулув,тише
199,Schale::N,ккиртту,кедь
200,Grube::N,кӏаланг,лотка
201,Falle::N,къатӏа,туфкс
202,Falle::N,къатӏа,кунда́ма
203,Schlinge::N,хӏатӏ,килькш
204,Spur::N,ша,пильгоки́
205,Asche::N,лах,кулу
206,Dreck::N,кьяркьи,ърда́з
207,Dreck::N,венп,ърда́з
208,Eisen::N,мах,кшни
209,Gold::N,муси,ока
210,Gold::N,муси,золота
211,Silber::N,арцу,сия́
212,Kohle::N,кӏалаш,седь
213,Kohle::N,кӏалаш,седьвальмя
214,Kohle::N,хъуручӏ,седь
215,Kohle::N,хъуручӏ,седьвальмя
216,Glas::N,пюрун,кля́нцек
217,Lehm::N,сина аьрщи,сёвонь
218,Sand::N,къун,шува́р
219,Mensch::N,инсан,ломань
220,Mann::N,чув,аля
221,Mann::N,чув,цёраломань
222,Mann::N,адимина,аля
223,Mann::N,адимина,цёраломань
224,Frau::N,щарсса,ава
225,Frau::N,хъамитайпа,ава
226,Kind::N,чӏиви оьрчӏ,идь
227,Kind::N,чӏиви оьрчӏ,шаба
228,Junge::N,оьрчӏ,цёраня
229,Junge::N,бурхьин оьрчӏ,цёраня
230,Mädchen::N,душ,стирня́
231,Familie::N,кулпат,тнал
232,Familie::N,кулпат,семья
233,Großvater::N,ттатта,атя
234,Großvater::N,ттатта,щя́тя
235,Großvater::N,ниттил ппу,атя
236,Großvater::N,ниттил ппу,щя́тя
237,Großmutter::N,буттал нину,баба
238,Eltern::N,нину-ппу,тя́дят-а́лят
239,Vater::N,ппу,аля
240,Mutter::N,нину,ава
241,Mutter::N,нину,тядя
242,Sohn::N,арс,цёра
243,Tochter::N,душ,стирь
244,Bruder::N,уссу,дуган
245,Bruder::N,уссу,пяльне
246,Schwester::N,ссу,ака
247,Schwester::N,ссу,сазор
248,Onkel::N,буттауссу,оця
249,Onkel::N,буттауссу,патя
250,Onkel::N,буттауссу,щеня́
251,Tante::N,буттал ссу,ака
252,Tante::N,буттал ссу,щака
253,Ehemann::N,лас,мирде
254,Ehefrau::N,щар,ърьвя́
255,Ehefrau::N,щарсса,ърьвя́
256,Freude::N,шадшиву,ке́нярдема
257,Freude::N,ххаришиву,ке́нярдема
258,Gelächter::N,хъяхъаву,рахсема
259,Glück::N,талихӏ,паваз
260,Kummer::N,дард,ризф
261,Kummer::N,дард,пичефкс
262,Wunsch::N,мурад,мяль
263,Wunsch::N,мурад,таколдома
264,Lust::N,гьавас,таколдома
265,Lust::N,ччаву,таколдома
266,Geist::N,рухӏ,вайме
267,Gedanke::N,пикри,мяль
268,Gedächtnis::N,дакӏний личӏаву,прявий
269,Verstand::N,аькьлу,прявий
270,Sinn::N,мяъна,ён
271,Grund::N,багьана,туфта́л
272,Wahrheit::N,тӏайламур,ви́де
273,Wahrheit::N,тӏайламур,видеши́
274,Wahrheit::N,хӏакьмур,ви́де
275,Wahrheit::N,хӏакьмур,видеши́
276,Gespräch::N,ихтилат,корхтама
277,Märchen::N,магьа,ёфкс
278,Erzählung::N,хавар,азкс
279,Nachricht::N,хавар,куля́
280,Neuigkeit::N,хавар,куля́
281,Name::N,цӏа,лем
282,Rätsel::N,ссигьа,со́дама ёфкс
283,Rede::N,гъалгъа,вал
284,Rede::N,гъалгъа,корхтама
285,Sprache::N,маз,кяль
286,Stimme::N,чӏу,вайгяль
287,Stimme::N,чӏукӏа,вайгяль
288,Wort::N,махъ,вал
289,Zeichen::N,лишан,тя́ште
290,Zeichen::N,лишан,тя́штькс
291,Lärm::N,чӏу,гайф
292,Lärm::N,чӏу,жалакодома
293,Laut::N,чӏу,вайгяль
294,Ton::N,чӏу,вайгяль
295,Lied::N,балай,мора
296,Ruhe::N,дигьалагру,сетьме
297,Leute::N,инсантал,ломатть
298,Volk::N,ил,наро́д
299,Volk::N,халкь,наро́д
300,Arbeit::N,заву,тев
301,Gast::N,хъамаличу,и́нжи
302,Gast::N,хъамаличу,ко́нак
303,Geschenk::N,бухчакарши,казне
304,Geschenk::N,лажинккакку,казне
305,Spiel::N,тӏуркӏу,налхкома
306,Spiel::N,тӏуркӏу,налхксема
307,Gesellschaft::N,жямат,кружок
308,Gesellschaft::N,ккуран,кружок
309,Hilfe::N,кумаг,лездома
310,Freund::N,дус,я́лга
311,Kamerad::N,хӏаласу,я́лга
312,Angelegenheit::N,иш,тев
313,Anzahl::N,аьдад,лувкс
314,Art::N,жинс,вид
315,Stück::N,касак,пакш
316,Teil::N,бутӏа,часть
317,Teil::N,бутӏа,пялькс
318,Hälfte::N,дачӏи,пяле
319,Kreis::N,кюрщан,шаркс
320,Kreuz::N,ххач,крёз
321,Linie::N,щва,межа
322,Linie::N,щва,китькс
323,Strich::N,щва,межа
324,Abstand::N,манзил,ётка
325,Entfernung::N,манзил,ётка
326,Gegend::N,кӏану,ва́ста
327,Gegend::N,кӏану,перьфпя́ль
328,Ort::N,кӏану,ва́ста
329,Seite::N,чул,пяле
330,Seite::N,чулухалу,пяле
331,Mitte::N,дя,кучка́
332,Gegenstand::N,зат,веща
333,Sache::N,зат,тев
334,Sache::N,зат,веща
335,Rand::N,зума,пе
336,Ecke::N,мурцӏу,ужа
337,Spitze::N,мицӏ,пря
338,Ende::N,зума,пе
339,Loch::N,ккутӏ,варя
340,Winkel::N,мурцӏу,ужа
341,Muster::N,накьич,сёрма
342,Länge::N,лахъишиву,кува́лма
343,Höhe::N,лахъшиву,серь
344,Gewicht::N,дуццин,сталма
345,Gewicht::N,кӏушиву,сталма
346,Haufen::N,бакӏу,мар
347,Reihe::N,кьюкьа,ряд
348,Boot::N,луткка,венеж
349,Ruder::N,весло,миле
350,Ruder::N,чӏатӏа,миле
351,Schlitten::N,чана,ну́рда
352,Schlitten::N,санкка,ну́рда
353,Ski::N,лижарду,сокс
354,Lagerfeuer::N,къавтӏн,то́лмар
355,Last::N,гьиву,канкс
356,Last::N,гьиву,сталма
357,Gang::N,нанаву,молема
358,Schritt::N,ша,аськолкс
359,Norden::N,ухссав,якшама шире
360,Norden::N,ухссавнил чулухалу,якшама шире
361,Süden::N,кьилва,ля́мбе ши́ре
362,Westen::N,баргълагавал,ши валгома шире
363,Westen::N,баргълагавал чул,ши валгома шире
364,Osten::N,баргъбуккай чулухалу,шинь стяма шире
365,Holz::N,тӏама,вирь
366,Holz::N,тӏама,шуфта
367,Brett::N,тахта,лавця
368,Platte::N,гъуни,плита́
369,Stütze::N,гьалакӏу,неже
370,Stange::N,къазихъ,олга
371,Stock::N,ттархь,байдек
372,Stab::N,ччантӏакъу,олгоня
373,Rohr::N,бургъу,турама
374,Haus::N,къатта,куд
375,Heim::N,къатта,куд
376,Ofen::N,пач,пянакуд
377,Fußboden::N,чӏанкъатта,кия́кс
378,Tisch::N,усттул,шра
379,Tisch::N,усттул,моркш
380,Stuhl::N,кӏану,стул
381,Wiege::N,оьрчӏал кӏану,нюря́м
382,Bett::N,тах,ацам
383,Regal::N,чӏаму,лавцяланга
384,Kiste::N,яшикӏ,парга
385,Kiste::N,къурши,парга
386,Fenster::N,чӏавахьулу,валмья
387,Tür::N,нуз,кенкш
388,Tür::N,нузкьун,кенкш
389,Tor::N,къапу,ортат
390,Tor::N,дарваза,ортат
391,Zaun::N,дайгьузанну,перяфкс
392,Dach::N,магъи,кудпря
393,Dach::N,цӏиялу,кудпря
394,Leiter::N,чуртту,куцема
395,Besen::N,чӏатлу,тяльме
396,Spaten::N,бил,ка́йме
397,Schaufel::N,чӏатӏа,ко́поня
398,Schaufel::N,чӏатӏа,ця́рдом
399,Gabel::N,гьиссилу,ця́нгоня
400,Löffel::N,къуса,куцю
401,Messer::N,чӏила,пеель
402,Nagel::N,мяр,эска
403,Netz::N,къери,
404,Haken::N,къича,кя́чказ
405,Griff::N,куяму,недь
406,Griff::N,куяму,кунда́мка
407,Schloss::N,кьункьула,замо́к
408,Bild::N,сурат,карти́на
409,Puppe::N,ссихьу,ня́ка
410,Beutel::N,чантай,кяскав
411,Bündel::N,гьи,кярьме
412,Bündel::N,къар,кярьме
413,Eimer::N,бадра,ве́дарка
414,Deckel::N,къапаза,тавадкс
415,Deckel::N,къапаза,вельхкс
416,Geschirr::N,пюрунчӏул,кядьге
417,Geschirr::N,тӏахӏникӏичӏу,кядьге
418,Sack::N,къап,кяскав
419,Sack::N,дарваг,кяскав
420,Tasse::N,пижан,ша́ваня
421,Tasse::N,пинжан,ша́ваня
422,Tasse::N,инкираччатӏи,ша́ваня
423,Tasse::N,цинцилттал бушкъап,ша́ваня
424,Topf::N,кӏункӏур,кавозь
425,Kessel::N,чаг,сргавозь
426,Kessel::N,кӏункӏур,сргавозь
427,Essen::N,дукия,ярхцама
428,Essen::N,дукин,ярхцама
429,Nahrung::N,дукра,ярхцампяль
430,Speise::N,дукра,ярхцама
431,Fleisch::N,дикӏ,пал
432,Fleisch::N,дикӏ,сиволь
433,Getreide::N,къама,сёра
434,Brei::N,ккурч,ям
435,Brot::N,ччатӏ,кши
436,Scheibe::N,парча,кочам
437,Fett::N,аьгъушиву,куя́
438,Butter::N,нагь,вай
439,Butter::N,лагаву,вай
440,Salz::N,цӏву,сал
441,Suppe::N,накь,шонгарям
442,Suppe::N,накь,коршампяль
443,Honig::N,ницӏ,медь
444,Milch::N,накӏ,лофца
445,Tee::N,чяй,чай
446,Leder::N,бурчу,кедь
447,Wolle::N,ппал,пона
448,Stoff::N,янна,котф
449,Nadel::N,ххалаххи,салмокс
450,Faden::N,ххал,сюре
451,Knopf::N,банд,пуня
452,Knoten::N,къурхъ,сюлма
453,Farbe::N,сир,архтомбяль
454,Kleidung::N,янна,щам
455,Kleidung::N,лаххия,щам
456,Hemd::N,гьухъа,па́нар
457,Kragen::N,дарвач,сиве
458,Ärmel::N,кахха,ожа
459,Hose::N,хӏажак,понкст
460,Gürtel::N,мухӏлу,каркс
461,Mütze::N,кьяпа,вазь
462,Stiefel::N,чакма,кя́ме
463,Ring::N,кӏисса,суркс
464,Band::N,линт,керькс
465,Band::N,линт,лента
466,Kamm::N,ттарал,сюрьхцем
467,Spiegel::N,дагьани,ванома
468,Riemen::N,эн,шнань каркс
469,Schnur::N,хьхьа,пикс
470,Schnur::N,хьхьа,карькскя
471,Decke::N,виргъан,вельхкс
472,Kissen::N,кӏаралу,тоду
473,Tuch::N,карщи,руця́
474,Handtuch::N,калихьу,на́рдама
475,Handtuch::N,лажинлихьу,на́рдама
476,Kraft::N,эллаж,вий
477,Stärke::N,гуж,вииши
478,Gesundheit::N,цӏуллу-сагъшиву,шумбраши́
479,Krankheit::N,къашайшиву,урма́
480,Krankheit::N,къашайшиву,сярядема
481,Schmerz::N,къюву,маряма
482,Wunde::N,щаву,керф
483,Fieber::N,кӏиришиву,маштыкс
484,Arznei::N,дару,надо́бья
485,Arznei::N,дару,пъчка́фтома
486,Brücke::N,ламу,седь
487,Brunnen::N,къуй,эши
488,Weide::N,бизантту,ванома васта
489,Pfad::N,жегъир ххуллу,ян
490,Pfad::N,жегъир ххуллу,киня́
491,Weg::N,ххуллу,ки
492,Straße::N,ххуллу,ки
493,Dorf::N,щар,веле
494,Dorf::N,шяравалу,веле
495,Stadt::N,шагьру,ош
496,Brief::N,чагъар,сёрма
497,Buch::N,лу,книга
498,Buchstabe::N,хӏарп,бу́ква
499,Zeitung::N,кказит,газе́та
500,Leben::N,оьрму,эряф
501,Leben::N,оьрму,эряма
502,Tod::N,ажал,кулома́
503,Tod::N,бивкӏу,кулома́
504,Tod::N,ивчӏаву,кулома́
505,Grab::N,гьав,калма
506,Kirche::N,килиса,це́рькав
507,Sünde::N,бунагъ,пежеть
508,Sünde::N,бунагъ,муворкс
509,Gott::N,зал,шкай
510,Arbeiter::N,зузала,трудендай
511,Arbeiter::N,зузала,работник
512,Chef::N,ялувма,азор
513,Chef::N,ялувма,оцюня
514,Meister::N,усттар,мастяр
515,Arzt::N,хӏакин,врач
516,Arzt::N,хӏакин,доктор
517,Lehrer::N,учитель,учи́тель
518,Geld::N,арцу,ярмакт
519,Geschäft::N,даву,ладяфкс
520,Geschäft::N,даву,ладяф тев
521,Laden::N,ттучан,ла́вка
522,Preis::N,багъа,питне
523,Ware::N,хъус,миф
524,Ware::N,хъус,ра́маф
525,Nutzen::N,хайр,пара
526,Nutzen::N,хайр,лезкс
527,Nutzen::N,мюнпат,пара
528,Nutzen::N,мюнпат,лезкс
529,Reichtum::N,давлат,ко́зяши
530,Reichtum::N,аваданшиву,ко́зяши
531,Welt::N,дуниял,свет
532,Land::N,билаят,мастор
533,Staat::N,паччахӏлугъ,государства
534,Macht::N,власть,азорондама
535,Macht::N,власть,азорксши
536,Grenze::N,дазу,ёткаян
537,Krieg::N,дяъви,война́
538,Feind::N,душман,душман
539,Feind::N,душман,каршек тюри
540,Gewalt::N,къия,наругама
541,Kampf::N,лачӏуи уккаву,тюрема́
542,Bogen[Waffe]::N,ккуртта,нал
543,Pfeil::N,чӏатӏаракӏ,нал
544,Gewehr::N,ттупанг,винто́вка
545,Fehler::N,гъалатӏ,эльбядькс
546,Lüge::N,щялмахъ,васькафнема
547,Schaden::N,зарал,зия́н
548,Unglück::N,бала,зия́н
549,Schuld::N,тахсир,муворши
550,Alter::N,оьрму,эряф кизот
551,Alter::N,оьрму,эряфонь пинге
552,Schluss::N,ахир,пе
553,Zeit::N,чӏун,пинге
554,Tag::N,кьини,ши
555,Morgen::N,кӏюрх,шобдава
556,Mittag::N,ахттайн,шикучка
557,Mittag::N,дяахттайн,шикучка
558,Mittag::N,ахттайн чӏун,шикучка
559,Abend::N,маркӏачӏан,иля́дь
560,Nacht::N,хьхьу,ве
561,Woche::N,нюжмар,недя́ля
562,Monat::N,барз,ков
563,Jahr::N,шин,киза
564,Frühling::N,инт,тунда́
565,Sommer::N,гъи,киза
566,Herbst::N,ссут,сёксе
567,Winter::N,кӏи,тяла
568,Januar::N,цалчинмур барз,кельмеков
569,Februar::N,кӏилчинмур барз,уфайков
570,März::N,шамилчинмур барз,марайков
571,April::N,апрель,шудиков
572,April::N,мукьилчинмур барз,шудиков
573,Mai::N,май,панжиков
574,Mai::N,ххюлчинмур барз,панжиков
575,Juni::N,июнь,лямбеков
576,Juni::N,ряххилчинмур барз,лямбеков
577,Juli::N,июль,псиков
578,Juli::N,Арулчинмур барз,псиков
579,August::N,мяйлчинмур барз,сёроньков
580,September::N,урчӏилчинмур барз,тюжягов
581,Oktober::N,ацӏилчинмур барз,кельмазаков
582,November::N,ацӏния цалчинмур барз,эйндамков
583,Dezember::N,ацӏния кӏилчинмур барз,кучкаков
584,Montag::N,итин,одговши
585,Montag::N,итин кьини,одговши
586,Dienstag::N,тталат,ша́вши
587,Dienstag::N,тталат кьини,ша́вши
588,Mittwoch::N,арвахӏ,вержи
589,Donnerstag::N,хамис,шува́ланя
590,Freitag::N,нюжмар,пя́денця
591,Freitag::N,нюжмар кьини,пя́денця
592,Samstag::N,ххуллун,ёткши
593,Samstag::N,ххуллун кьини,ёткши
594,Sonntag::N,алхӏат,таргоши
595,Sonntag::N,алхӏат кьини,таргоши
596,groß::A,бугъарасса,оцю
597,klein::A,чӏивисса,ёмла
598,lang::A,лахъисса,кува́ка
599,kurz::A,кутӏасса,нюрьхкя́ня
600,breit::A,уттасса,кели
601,schmal::A,уттакӏюласса,тяйня
602,dicht::A,ццунсса,сиде
603,dicht::A,ццунсса,туста
604,dick[Gegenstand]::A,ганзсса,эчке
605,dünn::A,кӏюласса,шува́ня
606,fest::A,цӏакьсса,кеме
607,fest::A,кьянкьасса,кеме
608,flach::A,баягъисса,лапш
609,flach::A,цӏубакъасса,лапш
610,flach::A,куртӏ дакъасса,лапш
611,glatt::A,дюрчӏусса,вадяв
612,glatt::A,дюрчӏусса,такор
613,hart::A,кьянкьасса,калгода
614,weich::A,кӏукӏлусса,ляпе
615,rund::A,ккурккисса,кру́глай
616,spitz::A,ярксса,ботаз
617,spitz::A,ярксса,оржа
618,spitz::A,дайлсса,ботаз
619,spitz::A,дайлсса,оржа
620,spitz::A,мицӏ бусса,ботаз
621,spitz::A,мицӏ бусса,оржа
622,scharf::A,ярксса,оржа
623,scharf::A,дайлсса,оржа
624,scharf::A,мицӏ бусса,оржа
625,stumpf::A,къуркъасса,ношка
626,schwer::A,кӏусса,стака
627,schön::A,аьнтӏикӏасса,мазы
628,heiß::A,кӏирисса,пси
629,warm::A,гъелисса,лямбе
630,kalt::A,дяркъусса,кельме
631,kühl::A,дюхлулсса,эше
632,frisch::A,цӏусса,свежай
633,feucht::A,атилсса,летьке
634,feucht::A,хъавтусса,летьке
635,nass::A,атилсса,начка
636,nass::A,хъавтусса,начка
637,trocken::A,кьавкьсса,коське
638,trocken::A,кьакьан бувсса,коське
639,voll::A,бувцӏусса,пяшксе
640,leer::A,бачӏвасса,шава
641,offen::A,тӏивтӏусса,панжада
642,offen::A,тӏивтӏусса,виде
643,geschlossen::A,лавкьусса,пякстаф
644,geschlossen::A,лавкьусса,сёлгф
645,sauber::A,марцӏсса,ару
646,schmutzig::A,чапалсса,рда́зу
647,schmutzig::A,чапалсса,пя́ндра
648,roh::A,шакъавхьсса,верок
649,reif::A,дирсса,ке́нерьф
650,lecker::A,нахӏусса,танцти
651,lecker::A,тӏааьнсса,танцти
652,süß::A,нацӏусса,ламбама
653,bitter::A,кьурчӏисса,сяпи
654,sauer::A,туршсса,шапама
655,hell::A,чаннасса,валда
656,dunkel::A,цӏансса,шобда
657,schwarz::A,лухӏисса,равжа
658,weiß::A,кӏяласса,акша
659,rot::A,ятӏулсса,якстерь
660,gelb::A,хъахъисса,тюжя́
661,blau::A,някӏсса,сенем
662,grün::A,щюлисса,пиже
663,grün::A,щюлисса,сянгяря
664,grau::A,оьрусса,уле
665,bunt::A,оьрчӏикӏурисса,сёрмав
666,billig::A,кьювкьусса,у́цез
667,billig::A,кьювкьусса,аф пи́тни
668,teuer::A,ххирасса,пи́тни
669,wertvoll::A,багьасса,питни
670,blind::A,мурчӏисса,сокор
671,taub::A,къюкӏсса,пярав
672,kräftig::A,гужсса,пяк вии
673,stark::A,кьянкьасса,вии
674,schwach::A,заэвсса,лафча
675,fett::A,бучсса,куя́
676,schlank::A,бювхъусса,виде ронга
677,hübsch::A,янусса,мазы
678,böse::A,оьсса,кяжи
679,dumm::A,ахӏмакьсса,аф ёню
680,dumm::A,ахӏмакьсса,шава пря
681,faul::A,танмалсса,нола
682,faul::A,курчӏилсса,нола
683,fleißig::A,хӏарачат бусса,ку́лхцонды
684,geizig::A,янттарцӏансса,кирьжя
685,geizig::A,янттарцӏансса,жаднай
686,klug::A,аькьлу бусса,ёню
687,klug::A,аькьлу бусса,пря́ви
688,geschickt::A,паргалсса,маштозь тиф
689,lieb::A,аьзизсса,цебярь
690,lustig::A,тяхъасса,ра́хси
691,sanft::A,иминсса,сетьме
692,hungrig::A,ккашилсса,вача
693,hungrig::A,ккашилсса,вачеда
694,krank::A,къашавайсса,сяряди
695,nackt::A,кӏачӏасса,штада
696,nackt::A,кӏачӏасса,кърхтапа
697,traurig::A,пашмансса,ла́жнай
698,lebendig::A,уттавасса,эряй
699,gut::A,ххуйсса,пара
700,gut::A,ххуйсса,цебярь
701,schlecht::A,оьккисса,кальдяв
702,richtig::A,саргъунсса,виде
703,schlimm::A,оьккисса,кальдяв
704,wahr::A,хӏакьсса,афкуксонь
705,alt::A,кугьнасса,ташта
706,neu::A,цӏусса,од
707,ehemalig::A,хъхъичӏвасса,и́нгольдень
708,alt[Lebewesen]::A,агьилсса,сире
709,jung::A,чӏавасса,од
710,jung::A,жагьилсса,од
711,arm::A,мискинсса,а́шу
712,reich::A,авадансса,козя
713,bekannt::A,дусъсса,содаф
714,berühmt::A,машгьурсса,содавикс
715,fremd::A,чил,лия
716,fremd::A,чил,аф содаф
717,verschieden::A,личӏи-личӏисса,аф фкя ла́цонь
718,nah::A,гъансса,мала
719,nah::A,гъансса,аф ичкоздень
720,fern::A,архсса,и́чкоздень
721,fern::A,архсса,куна́рдонь
722,linker::A,кияхсса,кержи
723,linker::A,кюччахсса,кержи
724,rechter::A,урчӏахсса,види
725,anderer::A,цамур,лия
726,erster::A,цалчинмур,васенце
