,Concept_ID,kn,sl
115,Küste::N,ದಂಡೆ,obála
116,Küste::N,ದಂಡೆ,obréžje
117,Festland::N,ಭೂಮಿ,celína
118,Festland::N,ಭೂಮಿ,kopnína
119,Meer::N,ಕಡಲು,mórje
120,Bucht::N,ಖಾರಿ,zalív
121,Insel::N,ದ್ವೀಪ,ôtok
122,Blume::N,ಸುಮ,cvetlíca
123,Gras::N,ಹುಲ್ಲು,tráva
124,Wurzel::N,ಬೇರು,korenína
125,Baum::N,ಮರ,drevó
126,Stamm::N,ಕಾಂಡ,dêblo
127,Rinde::N,ತೂಗಟಿ,lúbje
128,Rinde::N,ತೂಗಟಿ,skórja
129,Ast::N,ಶಾಖೆ,véja
130,Zweig::N,ರೆಂಬೆ,véja
131,Blatt::N,ಎಲೆ,líst
132,Birke::N,ಬರ್ಚ್ ಮರ,bréza
133,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,bòr
134,Weide[Baum]::N,ವಿಲೋಮರ,vŕba
135,Tanne::N,ಭದ್ರದಾರು,hója
136,Horn::N,ಕೊಂಬು,róg
137,Feder::N,ಪುಕ್ಕ,peró
138,Fell::N,ರೋಮ,kŕzno
139,Flügel::N,ರೆಕ್ಕೆ,krílo
140,Klaue::N,ಪಂಜ,párkelj
141,Kralle::N,ಉಗುರು,krémpelj
142,Schwanz::N,ಬಾಲ,rèp
143,Ei::N,ಮೊಟ್ಟೆ,jájce
144,Nest::N,ಗೂಡು,gnézdo
145,Bau::N,ಅಡಗುದಾಣ,brlòg
146,Tier::N,ಪ್ರಾಣಿ,živál
147,Herde::N,ಗುಂಪು,čréda
148,Kuh::N,ಹಸು,kráva
149,Bulle::N,ಗೂಳಿ,bìk
150,Pferd::N,ಕುದುರೆ,kònj
151,Schaf::N,ಕುರಿ,ôvca
152,Schwein::N,ಹಂದಿ,svínja
153,Hund::N,ನಾಯಿ,pès
154,Katze::N,ಬೆಕ್ಕು,máčka
155,Bär::N,ಕರಡಿ,mêdved
156,Eichhörnchen::N,ಉಡುತೆ,véverica
157,Elch::N,ಕಡವೆ,lós
158,Fuchs::N,ನರಿ,lisíca
159,Hase::N,ಮೊಲ,zájec
160,Maus::N,ಇಲಿ,mìš
161,Wolf::N,ತೋಳ,vólk
162,Vogel::N,ಪಕ್ಷಿ,ptìč
163,Vogel::N,ಪಕ್ಷಿ,ptíca
164,Schwarm::N,ಗುಂಪು,játa
165,Huhn::N,ಚಿಕ್,kokóš
166,Hahn::N,ಹುಂಜ,petêlin
167,Gans::N,ವರಟೆ,gós
168,Adler::N,ಗರುಡ,ôrel
169,Ente::N,ಬಾತು,ráca
170,Eule::N,ಗೂಬೆ,sôva
171,Kranich::N,ಕೊಕ್ಕರ,žerjàv
172,Krähe::N,ಕಾಗೆ,vrána
173,Kuckuck::N,ಕೋಗಿಲೆ,kúkavica
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,labód
175,Fisch::N,ಮೀನು,ríba
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,ostríž
177,Hecht::N,ಪೈಕ್ ಮೀನು,ščúka
178,Schlange[Tier]::N,ಹಾವು,káča
179,Wurm::N,ಹುಳು,čr̀v
180,Wurm::N,ಹುಳು,glísta
181,Spinne::N,ಊರ್ಣನಾಭ,pájek
182,Ameise::N,ಇರುವೆ,mrávlja
183,Laus::N,ಹೇನು,úš
184,Mücke::N,ಸೊಳ್ಳೆ,komár
185,Fliege::N,ನೊಣ,múha
186,Schmetterling::N,ಪತಂಗ,metúlj
187,Beere::N,ನಯವಣ್ಣು,jágoda
188,Apfel::N,ಸೇಬು,jábolko
189,Pilz::N,ಅಣಬೆ,góba
190,Zwiebel::N,ನೀರುಳ್ಳಿ,čebúla
191,Saat::N,ಬಿತ್ತ,séme
192,Korn::N,ಬೀಜ,zŕno
193,Heu::N,ಕರಡ,senó
194,Schale::N,ಹೊಟ್ಟು,lupína
195,Grube::N,ಗುಂಡಿ,jáma
196,Falle::N,ಬೋನು,pást
197,Schlinge::N,ಉರುಲು,zánka
198,Schlinge::N,ಉರುಲು,pêtlja
199,Spur::N,ಜಾಡು,sléd
200,Asche::N,ಬೂದಿ,pepél
201,Dreck::N,ಹೊಲಸು,bláto
202,Eisen::N,ಕಬ್ಬಿಣ,želézo
203,Gold::N,ಚಿನ್ನ,zlató
204,Silber::N,ಬೆಳ್ಳಿ,srebró
205,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ógel
206,Glas::N,ಗಾಜು,stêklo
207,Lehm::N,ಜೇಡಿಮಣ್ಣು,ílo
208,Sand::N,ಮರಳು,pések
209,Mensch::N,ಪುರುಷ,člôvek
210,Mann::N,ಆಳು,móž
211,Mann::N,ಆಳು,môški
212,Frau::N,ಹೆಣ್ಣು,gospá
213,Frau::N,ಹೆಣ್ಣು,žénska
214,Kind::N,ಮಗು,déte
215,Kind::N,ಮಗು,otròk
216,Junge::N,ಹುಡುಗ,fànt
217,Junge::N,ಹುಡುಗ,déček
218,Mädchen::N,ಹುಡುಗಿ,deklè
219,Mädchen::N,ಹುಡುಗಿ,déklica
220,Familie::N,ಕುಟುಂಬ,družína
221,Großvater::N,ಅಜ್ಜ,dèd
222,Großvater::N,ಅಜ್ಜ,dédek
223,Großmutter::N,ಅಮ್ಮ,bábica
224,Eltern::N,ಹೆತ್ತವರು,stárši
225,Vater::N,ತಂದೆ,ôče
226,Mutter::N,ಅಮ್ಮ,máma
227,Sohn::N,ಮಗ ,sín
228,Tochter::N,ಮಗಳು,hčí
229,Tochter::N,ಮಗಳು,hčérka
230,Bruder::N,ತಮ್ಮ,bràt
231,Schwester::N,ತಂಗಿ,sêstra
232,Onkel::N,ಸೋದರಮಾವ,újec
233,Onkel::N,ಸೋದರಮಾವ,stríc
234,Onkel::N,ದೊಡ್ಡಪ್ಪ,újec
235,Onkel::N,ದೊಡ್ಡಪ್ಪ,stríc
236,Tante::N,ಚಿಕ್ಕಮ್ಮ,têta
237,Tante::N,ಚಿಕ್ಕಮ್ಮ,strína
238,Ehemann::N,ಗಂಡ,móž
239,Ehemann::N,ಗಂಡ,sopróg
240,Ehefrau::N,ಹೆಂಡತಿ,žêna
241,Ehefrau::N,ಹೆಂಡತಿ,sopróga
242,Freude::N,ನಲಿವು,rádost
243,Freude::N,ನಲಿವು,vesêlje
244,Gelächter::N,ನಗೆ,sméh
245,Gelächter::N,ನಗೆ,grohòt
246,Glück::N,ಆನಂದ,sréča
247,Kummer::N,ದುಃಖ,gorjé
248,Wunsch::N,ಬಯಕೆ,žêlja
249,Lust::N,ಇಷ್ಟ,poželênje
250,Geist::N,ಆತ್ಮ,dúša
251,Gedanke::N,ಯೋಚನೆ,mísel
252,Gedächtnis::N,ಸ್ಮರಣೆ,pámet
253,Verstand::N,ಮನಸ್ಸು,
254,Sinn::N,ಅರ್ಥ,pomèn
255,Sinn::N,ಅರ್ಥ,smísel
256,Grund::N,ಕಾರಣ,vzròk
257,Wahrheit::N,ಸತ್ಯ,resníca
258,Gespräch::N,ಸಂಭಾಷಣೆ,pogóvor
259,Märchen::N,ಸುಳ್ಳು ಕಥೆ,právljica
260,Erzählung::N,ಕಥೆ,povést
261,Nachricht::N,ಸಂದೇಶ,sporočílo
262,Neuigkeit::N,ಸುದ್ದಿ,novóst
263,Name::N,ಹೆಸರು,imé
264,Rätsel::N,ಒಗಟು,ugánka
265,Rede::N,ಮಾತು,góvor
266,Sprache::N,ಭಾಷೆ,jêzik
267,Stimme::N,ಧ್ವನಿ,glás
268,Wort::N,ಮಾತು,beséda
269,Zeichen::N,ಗುರುತು,znák
270,Ruf::N,ಕೂಗು,klíc
271,Lärm::N,ಸದ್ದು,hrúp
272,Lärm::N,ಸದ್ದು,trúšč
273,Laut::N,ಶಬ್ದ,glás
274,Ton::N,ನಾದ,tón
275,Lied::N,ಗಾನ,pésem
276,Ruhe::N,ಶಾಂತಿ,pokòj
277,Leute::N,ಮಂದಿ,ljudjé
278,Volk::N,ಜನಾಂಗ,národ
279,Arbeit::N,ಕೆಲಸ,délo
280,Gast::N,ಅತಿಥಿ,gòst
281,Geschenk::N,ಕಾಣಿಕೆ,darílo
282,Spiel::N,ಆಟ,ígra
283,Gesellschaft::N,ಸಂಗ,drúžba
284,Hilfe::N,ಸಹಾಯ,pomóč
285,Freund::N,ಸ್ನೇಹಿತ,prijátelj
286,Kamerad::N,ಜೊತೆಗಾರ,továriš
287,Angelegenheit::N,ವಿಚಾರ,zadéva
288,Anzahl::N,ಎಣಿಕೆ,števílo
289,Art::N,ತರ,vŕsta
290,Stück::N,ತುಂಡು,kós
291,Teil::N,ಭಾಗ,dél
292,Hälfte::N,ಅರ್ಧ,polovíca
293,Kreis::N,ವೃತ್ತ,króg
294,Kreis::N,ವೃತ್ತ,kolobár
295,Kreuz::N,ಶಿಲುಬೆ,kríž
296,Linie::N,ರೀಖೆ,próga
297,Strich::N,ಗೀಟು,čŕta
298,Abstand::N,ಅಂತರ,preslédek
299,Entfernung::N,ದೂರ,oddáljenost
300,Gegend::N,ವಿಸ್ತೀರ್ಣ,kràj
301,Gegend::N,ವಿಸ್ತೀರ್ಣ,dežêla
302,Platz::N,ಅಂತರ,prôstor
303,Ort::N,ಸ್ಥಳ,mésto
304,Seite::N,ಪಕ್ಷ,bòk
305,Seite::N,ಪಕ್ಷ,strán
306,Mitte::N,ನಡು,sredína
307,Gegenstand::N,ವಸ್ತು,prédmet
308,Sache::N,ವಸ್ತು,réč
309,Sache::N,ವಸ್ತು,stvár
310,Rand::N,ಅಂಚು,kràj
311,Kante::N,ಅಂಚು,rób
312,Ecke::N,ಮೂಲೆ,vogál
313,Spitze::N,ತುದಿ,óst
314,Ende::N,ಕೊನೆ,kônec
315,Loch::N,ತೂತು,lúknja
316,Winkel::N,ಕೋನ,kót
317,Muster::N,ನಮೂನೆ,vzórec
318,Größe::N,ಪ್ರಮಾಣ,veličína
319,Länge::N,ಉದ್ದ,dolžína
320,Höhe::N,ಎತ್ತರ,vršína
321,Gewicht::N,ತೂಕ,téža
322,Menge::N,ಮೊತ್ತ,količína
323,Haufen::N,ರಾಶಿ,kùp
324,Haufen::N,ರಾಶಿ,kopíca
325,Reihe::N,ಸಾಲು,níz
326,Reihe::N,ಸಾಲು,vŕsta
327,Boot::N,ದೋಣಿ,čóln
328,Ruder::N,ಹುಟ್ಟು,vêslo
329,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,saní
330,Ski::N,ಜಾರುಪಟ್ಟಿ,smučí
331,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,táborni ôgenj
332,Last::N,ಹೊರೆ,tôvor
333,Gang::N,ತಿರುಗಾಟ,hòd
334,Schritt::N,ಹೆಜ್ಜೆ,korák
335,Norden::N,ಉತ್ತರ,séver
336,Süden::N,ದಕ್ಷಿಣ,júg
337,Westen::N,ಪಶ್ಚಿಮ,zapàd
338,Osten::N,ಮೂಡಲು,vzhòd
339,Holz::N,ಚೌಬೀನೆ,lés
340,Brett::N,ಹಲಗೆ,deskà
341,Platte::N,ಹಲಗೆ,plôča
342,Stütze::N,ಆಸರೆ,opóra
343,Stütze::N,ಆಸರೆ,zaslómba
344,Stange::N,ಕಂಬ,gréd
345,Stock::N,ಕೋಲು,pálica
346,Stab::N,ದೊಣ್ಣೆ,pálica
347,Rohr::N,ನಳಿಕೆ,cév
348,Haus::N,ಮನೆ,híša
349,Heim::N,ಗೃಹ,dóm
350,Ofen::N,ಒಲೆ,péč
351,Fußboden::N,ನೆಲ,pòd
352,Tisch::N,ಮೇಜು,míza
353,Stuhl::N,ಕುರ್ಚಿ,stòl
354,Wiege::N,ತೊಟ್ಟಿಲು,zíbel
355,Bett::N,ಹಾಸಿಗೆ,póstelja
356,Regal::N,ಬೀರು,políca
357,Kiste::N,ಪಟ್ಟಿಗೆ,zabòj
358,Fenster::N,ಕಿಟಕಿ,ôkno
359,Tür::N,ಬಾಗಿಲು,vráta
360,Tor::N,ಹೆಬ್ಬಾಗಿಲು,velíka vráta
361,Zaun::N,ಬೇಲಿ,ográja
362,Dach::N,ಮಾಳಿಗೆ,stréha
363,Leiter::N,ಏಣಿ,léstev
364,Besen::N,ಪೊರಕೆ,mêtla
365,Spaten::N,ಗುದ್ದಲಿ,lopáta
366,Schaufel::N,ಸನಿಕೆ,lopáta
367,Gabel::N,ಕವಲು,vílice
368,Löffel::N,ಚಮಚ,žlíca
369,Messer::N,ಚಾಕು,nòž
370,Nagel::N,ಆಣಿ,žebèlj
371,Netz::N,ಬಲೆ,mréža
372,Haken::N,ಕೊಂಡಿ,kljúka
373,Griff::N,ಹಿಡಿ,ročáj
374,Griff::N,ಹಿಡಿ,oprijèm
375,Schloss::N,ವೀಗ,ključávnica
376,Bild::N,ಚಿತ್ರ,slíka
377,Figur::N,ಆಕಾರ,figúra
378,Figur::N,ಆಕಾರ,postáva
379,Puppe::N,ಗೊಂಬೆ,lútka
380,Beutel::N,ಸಂಚಿ,môšnja
381,Bündel::N,ಕಟ್ಟು,cúla
382,Bündel::N,ಕಟ್ಟು,svéženj
383,Tasche::N,ಚೀಲ,tórba
384,Tasche::N,ಚೀಲ,tobôlec
385,Eimer::N,ಬಾನೆ,vêdro
386,Deckel::N,ಮುಚ್ಚಳ,pokròv
387,Deckel::N,ಮುಚ್ಚಳ,poklópec
388,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,posóda
389,Sack::N,ಮೂಟೆ,vréča
390,Tasse::N,ಬಟ್ಟಲು,skodélica
391,Topf::N,ಮಡಕೆ,lônec
392,Kessel::N,ಕೆಟಲ್,kôtel
393,Essen::N,ಊಟ,hrána
394,Nahrung::N,ಆಹಾರ,živílo
395,Speise::N,ಊಟ,jéd
396,Fleisch::N,ಮಾಂಸ,mesó
397,Getreide::N,ಧಾನ್ಯ,žíto
398,Brei::N,ಗಂಜಿ,káša
399,Brot::N,ರೊಟ್ಟಿ,krùh
400,Scheibe::N,ಹೋಳು,réženj
401,Fett::N,ಕೊಬ್ಬು,mást
402,Fett::N,ಕೊಬ್ಬು,maščôba
403,Butter::N,ಬೆಣ್ಣೆ,máslo
404,Öl::N,ಎಣ್ಣೆ,ólje
405,Salz::N,ಉಪ್ಪು,sól
406,Suppe::N,ಎಸರು,júha
407,Honig::N,ಮಧು,méd
408,Milch::N,ಹಾಲು,mléko
409,Tee::N,ಚಹ,čáj
410,Leder::N,ಚಕ್ಕಳ,úsnje
411,Wolle::N,ಉಣ್ಣೆ,vólna
412,Stoff::N,ಬಟ್ಟೆ,blagó
413,Nadel::N,ಸೂಜಿ,ígla
414,Faden::N,ದಾರ,nít
415,Knopf::N,ಗುಂಡು,gúmb
416,Knoten::N,ಗಂಟು,vôzel
417,Farbe::N,ಬಣ್ಣ,bárva
418,Kleidung::N,ಅರಿವೆ,obléka
419,Hemd::N,ಅಂಗಿ,srájca
420,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,ovrátnik
421,Ärmel::N,ತೋಳು,rokáv
422,Hose::N,ಇಜಾರ,hláče
423,Gürtel::N,ಬೆಲ್ಟು,pás
424,Mütze::N,ಟೋಪಿ,kápa
425,Mütze::N,ಟೋಪಿ,čépica
426,Schuh::N,ಪಾದರಕ್ಷೆ,čévelj
427,Stiefel::N,ಬೂಟು,škórenj
428,Ring::N,ಉಂಗುರ,pŕstan
429,Band::N,ರಿಬ್ಬನ್,trák
430,Kamm::N,ಹಣಿಗೆ,glavník
431,Spiegel::N,ಕನ್ನಡಿ,zrcálo
432,Spiegel::N,ಕನ್ನಡಿ,ogledálo
433,Riemen::N,ಬಾರು,jêrmen
434,Schnur::N,ಹುರಿ,vŕvca
435,Leine::N,ಹಗ್ಗ,konôpec
436,Decke::N,ಕಂಬಳಿ,odéja
437,Kissen::N,ದಿಂಬು,blazína
438,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,pŕt
439,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,rúta
440,Handtuch::N,ಚೌಕ,brisáča
441,Kraft::N,ಬಲ,síla
442,Stärke::N,ಶಕ್ತಿ,jákost
443,Gesundheit::N,ಆರೋಗ್ಯ,zdrávje
444,Krankheit::N,ರೋಗ,bolézen
445,Schmerz::N,ನೋವು,ból
446,Schmerz::N,ನೋವು,bolečína
447,Wunde::N,ಗಾಯ,rána
448,Fieber::N,ಜ್ವರ,vročína
449,Arznei::N,ಔಷಧ,lék
450,Arznei::N,ಔಷಧ,zdravílo
451,Brücke::N,ಸೇತುವೆ,móst
452,Brunnen::N,ಬಾವಿ,vodnják
453,Weide::N,ಗೋಮಾಳ,páša
454,Pfad::N,ದಾರಿ,stezà
455,Weg::N,ಹಾದಿ,pót
456,Straße::N,ರಸ್ತೆ,césta
457,Dorf::N,ಹಳ್ಳಿ,vás
458,Stadt::N,ಪಟ್ಟಣ,mésto
459,Brief::N,ಕಾಗದ,písmo
460,Buch::N,ಪುಸ್ತಕ,knjíga
461,Buchstabe::N,ಅಕ್ಷರ,čŕka
462,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,čásnik
463,Leben::N,ಜೀವನ,življênje
464,Tod::N,ಮರಣ,smŕt
465,Grab::N,ಗೋರಿ,gròb
466,Kirche::N,ಚರ್ಚು,cérkev
467,Sünde::N,ಪಾಪ,gréh
468,Gott::N,ದೇವರು,bóg
469,Arbeiter::N,ಕೆಲಸಗಾರ,délavec
470,Chef::N,ದಣಿ,šéf
471,Meister::N,ಶಿಕ್ಷಕ,mójster
472,Arzt::N,ವೈದ್ಯ,zdravník
473,Lehrer::N,ಉಪಾಧ್ಯಾಯ,učítelj
474,Geld::N,ಹಣ,denár
475,Geschäft::N,ವಾಣಿಜ್ಯ,kupčíja
476,Laden::N,ಅಂಗಡಿ,trgovína
477,Preis::N,ಬೆಲೆ,céna
478,Ware::N,ಸರಕು,róba
479,Nutzen::N,ಲಾಭ,príd
480,Reichtum::N,ಸಂಪತ್ತು,bogástvo
481,Welt::N,ಭೂಲೋಕ,svét
482,Land::N,ದೇಶ,dežêla
483,Staat::N,ರಾಜ್ಯ,držáva
484,König::N,ರಾಜ,králj
485,Macht::N,ಅಧಿಕಾರ,oblást
486,Grenze::N,ಗಡಿ,mêja
487,Krieg::N,ಯುದ್ಧ,vôjna
488,Feind::N,ಶತ್ರು,sovrážnik
489,Gewalt::N,ಹಿಂಸೆ,nasílje
490,Kampf::N,ಹೋರಾಟ,bòj
491,Kampf::N,ಹೋರಾಟ,bórba
492,Bogen[Waffe]::N,ಬಿಲ್ಲು,lók
493,Pfeil::N,ಅಂಬು,puščíca
494,Gewehr::N,ಬಂದೂಕು,púška
495,Fehler::N,ತಪ್ಪು,zmóta
496,Lüge::N,ಸುಳ್ಳು,láž
497,Schaden::N,ಹಾನಿ,okvára
498,Unglück::N,ಅಪಾಯ,nesréča
499,Schuld::N,ದೋಷ,krívda
500,Alter::N,ಮುಪ್ಪು,dôba
501,Schluss::N,ಮುಕ್ತಾಯ,kônec
502,Zeit::N,ಕಾಲ,čàs
503,Tag::N,ದಿನ,dán
504,Morgen::N,ಮುಂಜಾನೆ,jútro
505,Mittag::N,ನಡುಹಗಲು,póldan
506,Abend::N,ಸಂಜೆ,večér
507,Nacht::N,ರಾತ್ರಿ,nóč
508,Woche::N,ವಾರ,téden
509,Monat::N,ತಿಂಗಳು,mésec
510,Jahr::N,ಸಂವತ್ಸರ,léto
511,Frühling::N,ವಸಂತ,pomlád
512,Sommer::N,ಬಿಸಿಲುಕಾಲ,polétje
513,Herbst::N,ಶರತ್ಕಾಲ,jesén
514,Winter::N,ಚಳಿಗಾಲ,zíma
515,Januar::N,ನಾಲ್ಚಳಿ,jánuar
516,Februar::N,ಅಯ್ಚಳಿ,fébruar
517,März::N,ಮೊಬ್ಬೇಸಿಗೆ,márec
518,April::N,ಇಬ್ಬೇಸಿಗೆ,apríl
519,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,máj
520,Juni::N,ಮೊಮ್ಮಳೆ,júnij
521,Juli::N,ಇಮ್ಮಳೆ,júlij
522,August::N,ಮುಮ್ಮಳೆ,avgúst
523,September::N,ನಾಲ್ಮಳೆ,septêmber
524,Oktober::N,ಮೊಚ್ಚಳಿ,október
525,November::N,ಇಚ್ಚಳಿ,novêmber
526,Dezember::N,ಮುಚ್ಚಳಿ,decémber
527,Montag::N,ಸೋಮುವಾರ,ponedéljek
528,Dienstag::N,ಮಂಗಳವಾರ,tôrek
529,Mittwoch::N,ಬುಧವಾರ,sréda
530,Donnerstag::N,ಗುರುವಾರ,četŕtek
531,Freitag::N,ಶುಕ್ರವಾರ,pétek
532,Samstag::N,ಶನಿವಾರ,sobóta
533,Sonntag::N,ಭಾನುವಾರ,nedélja
534,groß::A,ದೊಡ್ಡ,vêlik
535,klein::A,ಪುಟ್ಟ,májhen
536,lang::A,ದೀರ್ಘ,dólg
537,kurz::A,ಚಕ್ಕ,krátek
538,breit::A,ಅಗಲವಾದ,širòk
539,schmal::A,ಇಕ್ಕಟ್ಟಾದ,ózek
540,dicht::A,ದಟ್ಟ,góst
541,dick[Gegenstand]::A,ದಟ್ಟ,dêbel
542,dünn::A,ತೆಳು,tánek
543,fein::A,ಕೋಮಲ,drôben
544,fest::A,ಘನ,tŕden
545,flach::A,ಚಪ್ಪಟೆ,plán
546,flach::A,ಚಪ್ಪಟೆ,plòsk
547,glatt::A,ನಯ,gládek
548,hart::A,ಗಟ್ಟಿ,tŕd
549,weich::A,ಮೃದುವಾದ,mehák
550,rund::A,ವರ್ತುಳ,okrógel
551,spitz::A,ಮೊನಚಾದ,šílast
552,scharf::A,ತೀಕ್ಷ್ಣ,óster
553,stumpf::A,ಮೊಂಡು,tóp
554,stumpf::A,ಮೊಂಡು,skŕhan
555,schwer::A,ಭಾರಿ,têžek
556,schön::A,ಸುಂದರ,lép
557,schön::A,ಸುಂದರ,krásen
558,heiß::A,ಬಿಸಿ,vròč
559,warm::A,ಬಿಸಿ,tôpel
560,kalt::A,ತಣ್ಣನೆಯ,mŕzel
561,kalt::A,ತಣ್ಣನೆಯ,hláden
562,kühl::A,ತಂಪಾದ,hláden
563,frisch::A,ನಿರ್ಮಲ,svéž
564,feucht::A,ಒದ್ದೆಯಾದ,vlážen
