,Concept_ID,kn,sl
1096,wissen::V,ಅರಿ,védeti
1097,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,spómniti se
1098,vergessen::V,ಮರೆತುವಿಡು,pozábiti
1099,messen::V,ಅಳೆ,mériti
1100,zählen::V,ಗಣಿಸು,štéti
1101,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,račúnati
1102,lesen::V,ಓದು,bráti
1103,lesen::V,ಓದು,čítati
1104,malen::V,ಬಿಡಿಸು,slíkati
1105,zeichnen::V,ಬಿಡಿಸು,rísati
1106,schreiben::V,ಬರೆ,písati
1107,besitzen::V,ಒಡೆಯನಾಗಿರು,iméti
1108,kaufen::V,ಕೊಳ್ಳು,kupíti
1109,verkaufen::V,ಕೊಡು,prodáti
1110,bezahlen::V,ಬೆಲೆತೆರು,pláčati
1111,zahlen::V,ಹಣವನ್ನುಕೊಡು,plačeváti
1112,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,obvládati
1113,ertragen::V,ಸಹಿಸು,prenêsti
