,Concept_ID,fa,uk
94,Hitze::N,گرما,жар
95,Hitze::N,حرارت,жар
96,Raureif::N,برف ریزه,іній
97,Regenbogen::N,رنگین‌کمان,райдуга
98,Donner::N,رعد,грім
99,Strömung::N,جریان,струмина
100,Tropfen::N,قطره,крапля
101,Schaum::N,کف,піна
102,Schmutz::N,گل,бруд
103,Schmutz::N,کثافت,бруд
104,See::N,دریاچه,озеро
105,Sumpf::N,مرداب,драговина
106,Sumpf::N,باتلاق,драговина
107,Moor::N,باتلاق,болото
108,Wiese::N,چمن,луг
109,Wiese::N,چمن,лука
110,Wald::N,جنگل,ліс
111,Hügel::N,تل,горб
112,Hügel::N,تپه,горб
113,Anhöhe::N,بلندی,височина
114,Berg::N,کوه,гора
115,Gipfel::N,قله,вершина
116,Höhle::N,غار,печера
117,Abhang::N,سرازیری,схил
118,Quelle::N,چشمه,джерело
119,Bach::N,نهر,струмок
120,Fluss::N,رود,річка
121,Ufer::N,ساحل,берег
122,Ufer::N,کرانه,берег
123,Küste::N,ساحل,узбережжя
124,Festland::N,خشکی,суша
125,Meer::N,دریا,море
126,Bucht::N,خلیج,бухта
127,Bucht::N,خلیج,затока
128,Insel::N,جزیره,острів
129,Blume::N,گل,квітка
130,Gras::N,علف,трава
131,Wurzel::N,ریشه,корінь
132,Baum::N,درخت,дерево
133,Stamm::N,تنه,стовбур
134,Rinde::N,توژ,кора
135,Rinde::N,پوست,кора
136,Ast::N,شاخه,гілка
137,Zweig::N,شاخه,галузь
138,Blatt::N,برگ,лист
139,Birke::N,غان,береза
140,Kiefer[Baum]::N,کاج,сосна
141,Weide[Baum]::N,بید,верба
142,Tanne::N,صنوبر,ялиця
143,Horn::N,شاخ,ріг
144,Feder::N,پر,перо
145,Fell::N,خز,хутро
146,Flügel::N,پر,крило
147,Flügel::N,بال,крило
148,Klaue::N,چنگ,кіготь
149,Klaue::N,پنجه,кіготь
150,Kralle::N,پنجه,лапа
151,Schwanz::N,دم,хвіст
152,Ei::N,تخم,яйце
153,Nest::N,لانه,гніздо
154,Bau::N,بنا,лігво
155,Bau::N,ساختمان,лігво
156,Tier::N,هیوان,тварина
157,Herde::N,رمه,стадо
158,Kuh::N,گاو,корова
159,Bulle::N,گاو نر,бик
160,Bulle::N,گاو نر,бугай
161,Pferd::N,اسب,кінь
162,Schaf::N,گوسفند,вівця
163,Schwein::N,خوک,свиня
164,Hund::N,سگ,собака
165,Katze::N,گربه,кішка
166,Bär::N,خرس,ведмідь
167,Eichhörnchen::N,سنجاب,білка
168,Elch::N,گوزن شمالی,лось
169,Fuchs::N,روباه,лисиця
170,Hase::N,خرگوش,заєць
171,Maus::N,موش,миша
172,Wolf::N,گرگ,вовк
173,Vogel::N,پرنده,птах
174,Schwarm::N,دسته,зграя
175,Huhn::N,مرغ,курка
176,Hahn::N,خروس,півень
177,Gans::N,غاز,гуска
178,Adler::N,عقاب,орел
179,Ente::N,اردک,качка
180,Ente::N,مرغابی,качка
181,Eule::N,جغد,сова
182,Kranich::N,درنا,журавель
183,Krähe::N,زاغ,ворона
184,Krähe::N,کلاغ,ворона
185,Kuckuck::N,فاخته,зозуля
186,Schwan::N,قو,лебідь
187,Fisch::N,ماهی,риба
188,Barsch::N,ماهی خاردار,окунь
189,Hecht::N,اردک ماهی,щука
190,Schlange[Tier]::N,مار,змія
191,Wurm::N,کرم,черв’як
192,Spinne::N,عنکبوت,павук
193,Ameise::N,مورچه,мурашка
194,Laus::N,شپش,воша
195,Mücke::N,پشه,комар
196,Fliege::N,مگس,муха
197,Schmetterling::N,پروانه,метелик
198,Beere::N,گیله,ягода
199,Apfel::N,سیب,яблуко
200,Pilz::N,قارچ,гриб
201,Zwiebel::N,پیاز,цибуля
202,Saat::N,بذر,сім’я
203,Korn::N,تخم,зерно
204,Korn::N,دانه,зерно
205,Heu::N,علف خشک,сіно
206,Schale::N,پوست,шкірка
207,Grube::N,گودال,яма
208,Falle::N,دام,пастка
209,Schlinge::N,حلقه,петля
210,Spur::N,رد,слід
211,Asche::N,خاکستر,зола
212,Asche::N,خاکستر,попіл
213,Dreck::N,کثافت,бруд
214,Eisen::N,آهن,залізо
215,Gold::N,زر,золото
216,Gold::N,طلا,золото
217,Silber::N,نقره,срібло
218,Kohle::N,زغال,вугілля
219,Glas::N,شیشه,скло
220,Lehm::N,گل,глина
221,Sand::N,شن,пісок
222,Sand::N,ماسه,пісок
223,Mensch::N,آدم,людина
224,Mensch::N,انسان,людина
225,Mann::N,مرد,чоловік
226,Frau::N,زن,жінка
227,Kind::N,بچه,дитина
228,Kind::N,کودک,дитина
229,Junge::N,پسر,хлопець
230,Mädchen::N,دختر,дівчина
231,Familie::N,فامیل,сім’я
232,Familie::N,فامیل,родина
233,Familie::N,خانواده,сім’я
234,Familie::N,خانواده,родина
235,Großvater::N,پدربزرگ,дідусь
236,Großmutter::N,مادر‌بزرگ,бабуся
237,Eltern::N,والدین,батьки
238,Eltern::N,پدر‌و‌مادر,батьки
239,Vater::N,پدر,батько
240,Mutter::N,مادر,мати
241,Sohn::N,پسر,син
242,Tochter::N,دختر,дочка
243,Bruder::N,برادر,брат
244,Schwester::N,خواهر,сестра
245,Onkel::N,عمو,дядько
246,Onkel::N,دایی,дядько
247,Tante::N,عمه,тітка
248,Tante::N,خاله,тітка
249,Ehemann::N,همسر,чоловік
250,Ehefrau::N,همسر,жінка
251,Ehefrau::N,همسر,дружина
252,Freude::N,شادی,радощі
253,Gelächter::N,خنده,сміх
254,Gelächter::N,قاه‌قاه,сміх
255,Glück::N,اقبال,щастя
256,Kummer::N,غم,горе
257,Kummer::N,غصه,горе
258,Wunsch::N,آرزو,бажання
259,Lust::N,هوس,бажання
260,Geist::N,روح,дух
261,Gedanke::N,فکر,думка
262,Gedächtnis::N,حافظه,пам’ять
263,Verstand::N,هوش,розум
264,Sinn::N,معنا,зміст
265,Sinn::N,معنا,значення
266,Sinn::N,مفهوم,зміст
267,Sinn::N,مفهوم,значення
268,Grund::N,سبب,причина
269,Grund::N,دلیل,причина
270,Wahrheit::N,حقیقت,правда
271,Gespräch::N,صحبت,розмова
272,Gespräch::N,گفتگو,розмова
273,Märchen::N,قصه,байка
274,Märchen::N,افسانه,байка
275,Erzählung::N,داستان,повість
276,Erzählung::N,داستان,оповідання
277,Nachricht::N,خبر,повідомлення
278,Neuigkeit::N,خبر تازه,новина
279,Name::N,اسم,ім’я
280,Rätsel::N,معما,загадка
281,Rede::N,سخن,промова
282,Sprache::N,زبان,мова
283,Stimme::N,صدا,голос
284,Wort::N,کلمه,слово
285,Zeichen::N,نشان,знак
286,Zeichen::N,علامت,знак
287,Ruf::N,صدا,оклик
288,Lärm::N,هیاهو,шум
289,Laut::N,صدا,звук
290,Ton::N,آهنگ,тон
291,Lied::N,آواز,пісня
292,Lied::N,ترانه,пісня
293,Ruhe::N,آرامش,спокій
294,Leute::N,مردم,люди
295,Volk::N,خلق,народ
296,Arbeit::N,کار,робота
297,Gast::N,مهمان,гість
298,Geschenk::N,هدیه,подарунок
299,Spiel::N,بازی,гра
300,Gesellschaft::N,جمعیت,товариство
301,Hilfe::N,کمک,допомога
302,Freund::N,دوست,друг
303,Freund::N,دوست,приятель
304,Kamerad::N,رفیق,товариш
305,Angelegenheit::N,امر,справа
306,Angelegenheit::N,قضیه,справа
307,Anzahl::N,عده,число
308,Anzahl::N,شمار,число
309,Art::N,نوع,рід
310,Stück::N,تکه,кусок
311,Stück::N,قطعه,кусок
312,Teil::N,بخش,частина
313,Teil::N,قسمت,частина
314,Hälfte::N,نیم,половина
315,Kreis::N,حلقه,круг
316,Kreis::N,حلقه,коло
317,Kreis::N,دایره,круг
318,Kreis::N,دایره,коло
319,Kreuz::N,صلیب,хрест
320,Linie::N,خط,лінія
321,Linie::N,سطر,лінія
322,Strich::N,خط,штрих
323,Abstand::N,فاصله,проміжок
324,Entfernung::N,مسافت,відстань
325,Gegend::N,منطقه,місцевість
326,Platz::N,گنجایش,площа
327,Ort::N,جا,місце
328,Ort::N,محل,місце
329,Ort::N,مکان,місце
330,Seite::N,طرف,сторона
331,Mitte::N,وسط,середина
332,Mitte::N,میان,середина
333,Gegenstand::N,چیز,предмет
334,Sache::N,چیز,річ
335,Rand::N,کنار,край
336,Rand::N,حاشیه,край
337,Kante::N,لبه,ребро
338,Ecke::N,گوشه,ріг
339,Spitze::N,سر,кінчик
340,Spitze::N,نوک,кінчик
341,Ende::N,ته,кінець
342,Ende::N,آخر,кінець
343,Loch::N,سوراخ,діра
344,Winkel::N,کنج,куток
345,Muster::N,نقش,узор
346,Größe::N,قد,розмір
347,Größe::N,بزرگی,розмір
348,Länge::N,طول,довжина
349,Höhe::N,بلندی,висота
350,Gewicht::N,وزن,вага
351,Menge::N,مقدار,кількість
352,Menge::N,اندازه,кількість
353,Haufen::N,توده,купа
354,Reihe::N,ردیف,ряд
355,Boot::N,قایق,човен
356,Ruder::N,پارو,весло
357,Schlitten::N,سورتمه,сани
358,Ski::N,اسکی,лижа
359,Lagerfeuer::N,آتش,вогнище
360,Last::N,بار,тягар
361,Last::N,بار,вантаж
362,Last::N,سنگینی,тягар
363,Last::N,سنگینی,вантаж
364,Gang::N,راه رفتن,хід
365,Schritt::N,قدم,крок
366,Norden::N,شمال,північ
367,Süden::N,جنوب,південь
368,Westen::N,غرب,захід
369,Osten::N,شرق,схід
370,Holz::N,چوب,дрова
371,Brett::N,تخته,дошка
372,Platte::N,صفحه,плита
373,Stütze::N,تکیه,підпірка
374,Stange::N,میله,жердина
375,Stock::N,چوب,палиця
376,Stab::N,عصا,палиця
377,Rohr::N,لوله,труба
378,Haus::N,منزل,дім
379,Haus::N,منزل,хата
380,Heim::N,خانه,житло
381,Heim::N,کاشانه,житло
382,Ofen::N,بخاری,піч
383,Fußboden::N,کف اتاق,підлога
384,Tisch::N,میز,стіл
385,Stuhl::N,صندلی,стілець
386,Wiege::N,گهواره,колиска
387,Bett::N,تختخواب,ліжко
388,Bett::N,تختخواب,постіль
389,Regal::N,قفسه,полиця
390,Kiste::N,صندوق,ящик
391,Fenster::N,پنجره,вікно
392,Tür::N,در,двері
393,Tür::N,درب,двері
394,Tor::N,دروازه,ворота
395,Zaun::N,حصار,паркан
396,Zaun::N,حصار,огорожа
397,Dach::N,بام,дах
398,Leiter::N,نردبان,драбина
399,Besen::N,جارو,мітла
400,Spaten::N,بیل,заступ
401,Schaufel::N,بیل,совок
402,Schaufel::N,بیل,лопата
403,Schaufel::N,پارو,совок
404,Schaufel::N,پارو,лопата
405,Gabel::N,چنگال,виделка
406,Löffel::N,قاشق,ложка
407,Messer::N,کارد,ніж
408,Nagel::N,میخ,цвях
409,Netz::N,تور,сіть
410,Netz::N,شبکه,сіть
411,Haken::N,قلاب,крюк
412,Griff::N,دسته,ручка
413,Griff::N,دسته,держак
414,Schloss::N,قفل,замок
415,Bild::N,عکس,картина
416,Bild::N,تصویر,картина
417,Figur::N,تندیس,фігура
418,Puppe::N,عروسک,лялька
419,Beutel::N,کیسه,мішечок
420,Beutel::N,کیسه,торбинка
421,Bündel::N,بسته,в’язка
422,Tasche::N,کیف,сумка
423,Eimer::N,سطل,відро
424,Deckel::N,در,кришка
425,Geschirr::N,ظرف,посуд
426,Sack::N,گونی,мішок
427,Tasse::N,فنجان,чашка
428,Topf::N,دیگ,горщик
429,Topf::N,قابلمه,горщик
430,Kessel::N,دیگ,котел
431,Essen::N,خوراک,їжа
432,Nahrung::N,غذا,харч
433,Speise::N,خوراک,страва
434,Fleisch::N,گوشت,м’ясо
435,Getreide::N,غله,хліб
436,Getreide::N,غله,збіжжя
437,Brei::N,فرنی,каша
438,Brei::N,حریره,каша
439,Brot::N,نان,хліб
440,Scheibe::N,قاچ,скибочка
441,Scheibe::N,لزگه,скибочка
442,Fett::N,چربی,жир
443,Butter::N,کره,масло
444,Öl::N,روغن,олія
445,Salz::N,نمک,сіль
446,Suppe::N,آش,суп
447,Suppe::N,سوپ,суп
448,Honig::N,عسل,мед
449,Milch::N,شیر,молоко
450,Tee::N,چای,чай
451,Leder::N,چرم,шкіра
452,Wolle::N,پشم,шерсть
453,Stoff::N,پارچه,тканина
454,Nadel::N,سوزن,голка
455,Faden::N,نخ,нитка
456,Knopf::N,دکمه,ґудзик
457,Knoten::N,گره,вузол
458,Farbe::N,رنگ,фарба
459,Kleidung::N,لباس,одяг
460,Kleidung::N,لباس,убрання
461,Kleidung::N,پوشاک,одяг
462,Kleidung::N,پوشاک,убрання
463,Hemd::N,پیراهن,сорочка
464,Kragen::N,یقه,комір
465,Ärmel::N,آستین,рукав
466,Hose::N,شلوار,брюки
467,Gürtel::N,کمر‌بند,пояс
468,Mütze::N,کلاه,шапка
469,Schuh::N,کفش,ботинок
470,Stiefel::N,چکمه,чобіт
471,Ring::N,حلقه,кільце
472,Ring::N,انگشتر,кільце
473,Band::N,نوار,стрічка
474,Band::N,روبان,стрічка
475,Kamm::N,شانه,гребінець
476,Spiegel::N,آینه,дзеркало
477,Riemen::N,تسمه,ремінь
478,Schnur::N,ریسمان,вірьовка
479,Leine::N,قلاده,шворка
480,Decke::N,پتو,ковдра
481,Kissen::N,بالش,подушка
482,Tuch::N,شال,хустка
483,Handtuch::N,حوله,рушник
484,Kraft::N,نیرو,сила
485,Stärke::N,زور,сила
486,Gesundheit::N,سلامتی,здоров’я
487,Gesundheit::N,تندرستی,здоров’я
488,Krankheit::N,بیماری,хвороба
489,Schmerz::N,درد,біль
490,Wunde::N,زخم,рана
491,Fieber::N,تب,гарячка
492,Arznei::N,دارو,ліки
493,Brücke::N,پل,міст
494,Brunnen::N,چاه,колодязь
495,Weide::N,چراگاه,пасовище
496,Pfad::N,راه,стежка
497,Weg::N,راه,шлях
498,Weg::N,راه,дорога
499,Weg::N,طریق,шлях
500,Weg::N,طریق,дорога
501,Straße::N,راه,вулиця
502,Straße::N,جاده,вулиця
503,Dorf::N,ده,село
504,Dorf::N,روستا,село
505,Stadt::N,شهر,місто
506,Brief::N,نامه,лист
507,Buch::N,کتاب,книга
508,Buch::N,کتاب,книжка
509,Buchstabe::N,حرف,буква
510,Buchstabe::N,حرف,літера
511,Zeitung::N,روزنامه,газета
512,Leben::N,عمر,життя
513,Leben::N,زندگی,життя
514,Tod::N,مرگ,смерть
515,Grab::N,گور,могила
516,Grab::N,مزار,могила
517,Kirche::N,کلیسا,церква
518,Sünde::N,بزه,гріх
519,Sünde::N,گناه,гріх
520,Gott::N,خدا,бог
521,Arbeiter::N,کارگر,робітник
522,Chef::N,رئیس,хазяїн
523,Meister::N,استاد,умілець
524,Arzt::N,پزشک,лікар
525,Lehrer::N,معلم,вчитель
526,Lehrer::N,آموزگار,вчитель
527,Geld::N,پول,гроші
528,Geschäft::N,کار,заняття
529,Geschäft::N,بیزنس,заняття
530,Laden::N,دکان,магазин
531,Laden::N,دکان,крамниця
532,Laden::N,مغازه,магазин
533,Laden::N,مغازه,крамниця
534,Preis::N,بها,ціна
535,Preis::N,قیمت,ціна
536,Ware::N,جنس,товар
537,Ware::N,کالا,товар
538,Nutzen::N,مزیت,вигода
539,Nutzen::N,مزیت,користь
540,Nutzen::N,امتیاز,вигода
541,Nutzen::N,امتیاز,користь
542,Reichtum::N,مال,багатство
543,Reichtum::N,ثروت,багатство
544,Welt::N,دنیا,світ
545,Land::N,کشور,країна
546,Land::N,مملکت,країна
547,Staat::N,دولت,держава
548,König::N,شاه,король
549,König::N,پادشاه,король
550,Macht::N,قدرت,влада
551,Macht::N,اختیار,влада
552,Grenze::N,مرز,кордон
553,Krieg::N,جنگ,війна
554,Feind::N,دشمن,ворог
555,Gewalt::N,زور,насильство
556,Gewalt::N,خشونت,насильство
557,Kampf::N,نبرد,бій
558,Kampf::N,نبرد,боротьба
559,Kampf::N,مبارزه,бій
560,Kampf::N,مبارزه,боротьба
561,Bogen[Waffe]::N,کمان,лук
562,Pfeil::N,تیر,стріла
563,Gewehr::N,تفنگ,рушниця
564,Gewehr::N,تفنگ,гвинтівка
565,Fehler::N,غلط,помилка
566,Fehler::N,اشتباه,помилка
567,Lüge::N,دروغ,брехня
568,Schaden::N,آسیب,шкода
569,Schaden::N,آسیب,збиток
570,Schaden::N,خسارت,шкода
571,Schaden::N,خسارت,збиток
572,Unglück::N,بلا,нещастя
573,Schuld::N,گناه,провина
574,Schuld::N,تقصیر,провина
575,Alter::N,سن,вік
576,Alter::N,سن,літа
577,Alter::N,عمر,вік
578,Alter::N,عمر,літа
579,Schluss::N,انتها,кінець
580,Zeit::N,وقت,час
581,Zeit::N,زمان,час
582,Tag::N,روز,день
583,Morgen::N,صبح,ранок
584,Mittag::N,ظهر,південь
585,Abend::N,شب,вечір
586,Abend::N,عصر,вечір
587,Nacht::N,شب,ніч
588,Woche::N,هفته,тиждень
589,Monat::N,ماه,місяць
590,Jahr::N,سال,рік
591,Frühling::N,بهار,весна
592,Sommer::N,تابستان,літо
593,Herbst::N,پاییز,осінь
594,Winter::N,زمستان,зима
595,Januar::N,ژانویه,січень
596,Februar::N,فوریه,лютий
597,März::N,مارس,березень
598,April::N,آوریل,квітень
599,Mai::N,مه,травень
600,Juni::N,ژوئن,червень
601,Juli::N,ژویه,липень
602,August::N,اوت,серпень
603,September::N,سپتامبر,вересень
604,Oktober::N,اکتبر,жовтень
605,November::N,نوامبر,листопад
606,Dezember::N,دسامبر,грудень
607,Montag::N,دو‌شنبه,понеділок
608,Dienstag::N,سه‌شنبه,вівторок
609,Mittwoch::N,چهار‌شنبه,середа
610,Donnerstag::N,پنج شنبه,четвер
611,Freitag::N,جمعه,п’ятниця
612,Samstag::N,شنبه,субота
613,Sonntag::N,یکشنبه,неділя
614,groß::A,بزرگ,великий
615,klein::A,کوچک,малий
616,klein::A,کوچک,маленький
617,lang::A,بلند,довгий
618,kurz::A,کوتاه,короткий
619,breit::A,پهن,широкий
620,schmal::A,تنگ,вузький
621,schmal::A,نازک,вузький
622,dicht::A,چگال,густий
623,dicht::A,انبوه,густий
624,dick[Gegenstand]::A,ضخیم,товстий
625,dünn::A,نازک,тонкий
626,fein::A,ریز,дрібний
627,fein::A,باریک,дрібний
628,fest::A,محکم,міцний
629,flach::A,صاف,плоский
630,flach::A,مسطح,плоский
631,glatt::A,لیز,рівний
632,glatt::A,لیز,гладенький
633,hart::A,سفت,твердий
634,weich::A,نرم,м’який
635,weich::A,ملایم,м’який
636,rund::A,گرد,круглий
637,spitz::A,تیز,гострокінцевий
638,spitz::A,نوک‌تیز,гострокінцевий
639,scharf::A,تیز,гострий
640,scharf::A,برنده,гострий
641,stumpf::A,کند,тупий
642,schwer::A,سنگین,важкий
643,schön::A,زیبا,вродливий
644,heiß::A,داغ,жаркий
645,heiß::A,داغ,гарячий
646,warm::A,گرم,теплий
647,kalt::A,سرد,холодний
648,kühl::A,خنک,прохолодний
649,frisch::A,تازه,свіжий
650,feucht::A,مرطوب,вогкий
651,nass::A,تر,мокрий
652,nass::A,خیش,мокрий
653,trocken::A,خشک,сухий
654,voll::A,پر,повний
655,leer::A,خالی,пустий
656,offen::A,باز,відкритий
657,geschlossen::A,بسته,закритий
658,geschlossen::A,بسته,зачинений
659,sauber::A,پاک,чистий
660,sauber::A,پاک,охайний
661,sauber::A,تمیز,чистий
662,sauber::A,تمیز,охайний
663,schmutzig::A,کثیف,брудний
664,schmutzig::A,آلوده,брудний
665,roh::A,خام,сирий
666,reif::A,رسیده,зрілий
667,lecker::A,لذیذ,смачний
668,lecker::A,خوشمزه,смачний
669,süß::A,شیرین,солодкий
670,bitter::A,تلخ,гіркий
671,sauer::A,ترش,кислий
672,hell::A,روشن,світлий
673,dunkel::A,تاریک,темний
674,schwarz::A,سیاه,чорний
675,weiß::A,سفید,сивий
676,rot::A,سرخ,червоний
677,rot::A,قرمز,червоний
678,gelb::A,زرد,жовтий
679,blau::A,آبی,синій
680,grün::A,سبز,зелений
681,grau::A,طوسی,сірий
682,grau::A,خاکستری,сірий
683,bunt::A,رنگارنگ,барвистий
684,billig::A,ارزان,дешевий
685,teuer::A,گران,дорогий
686,wertvoll::A,قیمتی,цінний
687,wertvoll::A,گرانبها,цінний
688,blind::A,کور,сліпий
689,blind::A,نابینا,сліпий
690,taub::A,کر,глухий
691,taub::A,ناشنوا,глухий
692,kräftig::A,قوی,могутній
693,stark::A,قوی,сильний
694,stark::A,نیرومند,сильний
695,schwach::A,ضعیف,слабкий
696,fett::A,چرب,жирний
697,fett::A,چرب,товстий
698,schlank::A,باریک‌اندام,тонкий
699,schlank::A,باریک‌اندام,стрункий
700,hübsch::A,قشنگ,чарівний
701,hübsch::A,خوشگل,чарівний
702,böse::A,بد,злий
703,böse::A,بد,лихий
704,dumm::A,احمق,дурний
705,faul::A,لش,ледачий
706,faul::A,تنبل,ледачий
707,fleißig::A,زرنگ,старанний
708,geizig::A,خسیس,скупий
709,klug::A,عاقل,мудрий
710,klug::A,عاقل,розумний
711,klug::A,باهوش,мудрий
712,klug::A,باهوش,розумний
713,geschickt::A,ماهر,умілий
714,lieb::A,عزیز,милий
715,lustig::A,شاد,веселий
716,lustig::A,خوشحال,веселий
717,sanft::A,لطیف,лагідний
718,hungrig::A,گرسنه,голодний
719,krank::A,مریض,слабий
720,krank::A,بیمار,слабий
721,nackt::A,لخت,голий
722,nackt::A,برهنه,голий
723,traurig::A,غمگین,сумний
724,lebendig::A,زنده,живий
725,gut::A,خوب,добрий
726,schlecht::A,بد,поганий
727,schlecht::A,بد,кепський
728,richtig::A,درست,правильний
729,schlimm::A,وخيم,бридкий
730,wahr::A,درست,справжній
731,wahr::A,حقیقی,справжній
732,alt::A,کهنه,старий
733,neu::A,نو,новий
734,ehemalig::A,قبلی,колишній
735,alt[Lebewesen]::A,پیر,старий
736,jung::A,جوان,молодий
737,arm::A,فقیر,бідний
738,reich::A,پولدار,багатий
739,reich::A,ثروتمند,багатий
740,bekannt::A,آشنا,знайомий
741,bekannt::A,معلوم,знайомий
742,berühmt::A,مشهور,славетний
743,fremd::A,خارجی,чужий
744,fremd::A,بیگانه,чужий
745,verschieden::A,مختلف,різний
746,verschieden::A,متفاوت,різний
747,nah::A,نزدیک,близький
748,fern::A,دور,далекий
749,linker::A,چپ,лівий
750,rechter::A,راست,правий
751,anderer::A,دیگر,інакший
752,erster::A,اول,перший
753,zweiter::A,دوم,другий
754,dritter::A,سوم,третій
755,letzter::A,آخر,останній
756,allein::ADV,تنها,сам
757,allein::ADV,تنها,один
758,auf einmal::ADV,همزمان,відразу
759,zusammen::ADV,باهم,разом
760,zusammen::ADV,باهم,спільно
761,lange::ADV,مدت‌ها,довго
762,lange::ADV,مدت زیادی,довго
763,plötzlich::ADV,ناگهان,раптом
764,sofort::ADV,فوراً,зараз
765,später::ADV,بعدها,пізніше
766,jetzt::ADV,حالا,тепер
767,jetzt::ADV,اکنون,тепер
768,heute::ADV,امروز,сьогодні
769,morgen::ADV,فردا,завтра
770,bald::ADV,زود,незабаром
771,bald::ADV,بزودی,незабаром
772,dann::ADV,سپس,потім
773,dann::ADV,آنوقت,потім
774,gestern::ADV,دیروز,вчора
775,einst::ADV,وقتی,колись
776,einst::ADV,زمانی,колись
777,damals::ADV,آنوقت,тоді
778,damals::ADV,آنزمان,тоді
779,danach::ADV,بعد,згодом
780,vorher::ADV,قبلاً,раніше
781,zuerst::ADV,اول,спершу
782,zuerst::ADV,اول,спочатку
783,zuerst::ADV,ابتداء,спершу
784,zuerst::ADV,ابتداء,спочатку
785,einmal::ADV,یکدفعه,один раз
786,manchmal::ADV,گاهی,іноді
787,manchmal::ADV,گاهی,інколи
788,manchmal::ADV,بعضی اوقات,іноді
789,manchmal::ADV,بعضی اوقات,інколи
790,oft::ADV,اغلب,часто
791,immer::ADV,همیشه,завжди
792,niemals::ADV,هرگز,ніколи
793,hier::ADV,اینجا,тут
794,hierhin::ADV,به اینجا,сюди
795,von hier::ADV,از اینجا,звідси
796,dort::ADV,آنجا,там
797,dorthin::ADV,به آنجا,туди
798,geradeaus::ADV,راست,прямо
799,vorwärts::ADV,جلو,вперед
800,vorwärts::ADV,به پیش,вперед
801,rückwärts::ADV,عقب,назад
802,zurück::ADV,پس,назад
803,zurück::ADV,عقب,назад
804,zurück::ADV,بالعکس,назад
805,unten::ADV,زیر,внизу
806,unten::ADV,پایین,внизу
807,hinab::ADV,به پایین,вниз
808,oben::ADV,بالا,вгорі
809,hinauf::ADV,به بالا,вгору
810,überall::ADV,همه‌جا,скрізь
811,nicht::ADV,نه,не
812,ein wenig::ADV,کمی,трохи
813,ein wenig::ADV,کمی,небагато
814,kaum::ADV,به سختی,ледве
