,Concept_ID,mhr,av
133,Wurzel::N,вож,кьибил
134,Baum::N,пуше́ҥге,гъветӏ
135,Stamm::N,йы́тыр,рохти
136,Rinde::N,шӱм,макъар
137,Ast::N,укш,ноцӏ
138,Zweig::N,торма́к,гӏаркьел
139,Blatt::N,лышта́ш,тӏамах
140,Birke::N,куэ́,мах
141,Birke::N,куэ́,махигъветӏ
142,Kiefer[Baum]::N,пӱ́нчӧ,накӏкӏигъветӏ
143,Weide[Baum]::N,уа́,рицӏцӏ
144,Weide[Baum]::N,уа́,рицӏцӏигъветӏ
145,Tanne::N,кож,ёлка
146,Horn::N,шур,лълъар
147,Feder::N,пы́стыл,хӏули
148,Fell::N,кова́ште,тӏом
149,Fell::N,кова́ште,цӏоко
150,Flügel::N,шу́лдыр,кваркьи
151,Klaue::N,кӱч,галъ
152,Kralle::N,ла́па,квачӏ
153,Kralle::N,ла́па,катиквачӏ
154,Kralle::N,копа́,квачӏ
155,Kralle::N,копа́,катиквачӏ
156,Schwanz::N,поч,рачӏ
157,Ei::N,му́но,хоно
158,Nest::N,пыжа́ш,бусен
159,Bau::N,пыжа́ш,каратӏ
160,Tier::N,я́нлык,хӏайван
161,Tier::N,живо́тный,хӏайван
162,Herde::N,кӱ́тӱ,рехъен
163,Herde::N,кӱ́тӱ,рехъед
164,Herde::N,тӱшка́,рехъен
165,Herde::N,тӱшка́,рехъед
166,Kuh::N,ушка́л,гӏака
167,Bulle::N,ӱ́шкыж,оц
168,Pferd::N,и́мне,чу
169,Schaf::N,шо́рык,чахъу
170,Schwein::N,сӧсна́,болъон
171,Hund::N,пий,гьой
172,Katze::N,пы́рыс,кету
173,Bär::N,маска́,ци
174,Eichhörnchen::N,ур,гвангва
175,Elch::N,шо́рдо,
176,Fuchs::N,ры́выж,цер
177,Hase::N,мера́ҥ,гӏанкӏ
178,Maus::N,коля́,гӏункӏкӏ
179,Wolf::N,пи́ре,бацӏ
180,Vogel::N,ка́йык,хӏинчӏ
181,Schwarm::N,каша́к,тӏел
182,Huhn::N,чы́ве,гӏанкӏу
183,Hahn::N,агыта́н,хӏелеко
184,Gans::N,ко́мбо,хъаз
185,Adler::N,карагу́ш,цӏум
186,Ente::N,лу́до,ордек
187,Eule::N,тумна́,беццаруз
188,Kranich::N,турня́,къункъра
189,Krähe::N,кора́к,гъеду
190,Kuckuck::N,куку́,гагу
191,Schwan::N,йӱ́ксӧ,хӏанкъва
192,Fisch::N,кол,ччугӏа
193,Barsch::N,ола́ҥге,окунь
194,Hecht::N,нуж,щука
195,Hecht::N,чорта́н,щука
196,Schlange[Tier]::N,ки́шке,борохь
197,Wurm::N,шукш,хӏапара
198,Spinne::N,эҥыре́мыш,хъанхъра
199,Ameise::N,ку́тко,цӏунцӏра
200,Laus::N,тий,нацӏ
201,Mücke::N,шыҥа́,кӏкӏара
202,Fliege::N,ка́рме,тӏутӏ
203,Schmetterling::N,лы́ве,кӏалкӏучӏ
204,Beere::N,мӧр,
205,Apfel::N,олма́,гӏеч
206,Pilz::N,по́ҥго,гӏурдахӏан
207,Zwiebel::N,шога́н,кӏочӏопер
208,Saat::N,нӧ́шмӧ,хьон
209,Saat::N,туш,хьон
210,Korn::N,шу́рно,мугь
211,Heu::N,шу́до,хер
212,Schale::N,шӱм,хъал
213,Grube::N,выне́м,гвенд
214,Falle::N,лӧ́дӧ,къор
215,Falle::N,лӧ́дӧ,къотен
216,Schlinge::N,о́птыш,кӏичӏ
217,Schlinge::N,шӧрга́лтыш,кӏичӏ
218,Spur::N,кыша́,лъалкӏ
219,Asche::N,ло́мыж,рахъу
220,Dreck::N,лавыра́,гъиз
221,Dreck::N,лавыра́,хӏарщ
222,Eisen::N,кӱ́ртньӧ,махх
223,Gold::N,шӧ́ртньӧ,месед
224,Silber::N,ший,гӏарац
225,Kohle::N,мландышӱ́й,тӏурччи
226,Glas::N,янда́,цӏер
227,Lehm::N,шун,хӏатӏ
228,Sand::N,ошма́,сали
229,Mensch::N,еҥ,чи
230,Mensch::N,айде́ме,чи
231,Mann::N,пӧръе́ҥ,бихьинчи
232,Frau::N,ӱдырама́ш,гӏадан
233,Kind::N,аза́,лъимер
234,Junge::N,рве́зе,вас
235,Mädchen::N,ӱдыра́ш,яс
236,Familie::N,еш,хъизан
237,Großvater::N,коча́,кӏудада
238,Großmutter::N,кова́,кӏодо
239,Eltern::N,ача́-ава́,эбел-эмен
240,Vater::N,ача́,эмен
241,Mutter::N,ава́,эбел
242,Sohn::N,э́рге,вас
243,Tochter::N,ӱ́дыр,яс
244,Bruder::N,иза́,вац
245,Bruder::N,шо́льо,вац
246,Schwester::N,ака́,яц
247,Onkel::N,иза́,даци
248,Tante::N,кока́,ада
249,Ehemann::N,мари́й,рос
250,Ehefrau::N,ва́те,чӏужу
251,Freude::N,куа́н,ракӏбохи
252,Freude::N,куаныма́ш,ракӏбохи
253,Gelächter::N,во́штылтыш,релъи
254,Glück::N,пиа́л,талихӏ
255,Glück::N,пиа́л,талихӏ-рохел
256,Kummer::N,о́йго,хӏалкъай
257,Wunsch::N,ку́мыл,къасд
258,Lust::N,ку́мыл,гъира
259,Geist::N,ӧрт,чӏанкӏ
260,Geist::N,ӧрт,рухӏ-жан
261,Geist::N,чон,чӏанкӏ
262,Geist::N,чон,рухӏ-жан
263,Gedanke::N,ой,пикру
264,Gedanke::N,шоныма́ш,пикру
265,Gedächtnis::N,шарныма́ш,
266,Verstand::N,уш,лумалъи
267,Verstand::N,уш,цӏодорлъи
268,Sinn::N,смысл,магӏна
269,Grund::N,ама́л,багьана
270,Wahrheit::N,чын,ритӏухълъи
271,Gespräch::N,мутланыма́ш,накъит
272,Märchen::N,йома́к,маргьа
273,Erzählung::N,ойлыма́ш,къиса
274,Nachricht::N,увертарыма́ш,хабар
275,Neuigkeit::N,уве́р,хабар-гӏазаб
276,Name::N,лӱм,цӏар
277,Rätsel::N,ту́што,бицанкӏо
278,Rede::N,ойлыма́ш,речь
279,Rede::N,ойлыма́ш,калам
280,Sprache::N,йы́лме,мацӏ
281,Stimme::N,йӱк,гьаракь
282,Wort::N,ой,рагӏи
283,Wort::N,мут,рагӏи
284,Zeichen::N,ти́ште,ишара
285,Zeichen::N,ти́ште,гӏаламат
286,Zeichen::N,знак,ишара
287,Zeichen::N,знак,гӏаламат
288,Ruf::N,ӱжма́ш,ахӏи
289,Lärm::N,лӱшкыма́ш,хъуй
290,Lärm::N,лӱшкыма́ш,хъуди
291,Lärm::N,йӱк-йӱа́н,хъуй
292,Lärm::N,йӱк-йӱа́н,хъуди
293,Laut::N,йӱк,гьаракь
294,Laut::N,йӱк,сас
295,Ton::N,йӱксе́м,
296,Lied::N,му́ро,кечӏ
297,Ruhe::N,ты́мык,рахӏат
298,Leute::N,еҥ-влак,гӏадамал
299,Volk::N,ка́лык,халкъ
300,Arbeit::N,паша́,хӏалтӏи
301,Gast::N,уна́,гьобол
302,Geschenk::N,пӧле́к,сайигъат
303,Spiel::N,мо́дыш,хӏай
304,Spiel::N,мо́дыш,расанди
305,Spiel::N,модма́ш,хӏай
306,Spiel::N,модма́ш,расанди
307,Gesellschaft::N,тӱшка́,жамагӏат
308,Hilfe::N,по́лыш,кумек
309,Freund::N,таҥ,гьудул
310,Freund::N,йолта́ш,гьудул
311,Kamerad::N,таҥ,гьалмагъ
312,Angelegenheit::N,паша́,къваригӏел
313,Anzahl::N,чот,рикӏкӏен
314,Art::N,вид,жинс
315,Stück::N,ка́тыш,кесек
316,Stück::N,ла́стык,кесек
317,Teil::N,ужа́ш,пай
318,Hälfte::N,пел,бащдаб
319,Hälfte::N,пе́ле,бащдаб
320,Kreis::N,ты́ртыш,гор
321,Kreuz::N,ыре́с,хъанч
322,Linie::N,ли́ний,мухъ
323,Strich::N,коре́ш,хӏучч
324,Abstand::N,кокла́,манзил
325,Entfernung::N,тора́,манзил
326,Entfernung::N,ку́жыт,манзил
327,Gegend::N,кунде́м,рахъ
328,Platz::N,ку́мдык,бакӏ
329,Ort::N,вер,бакӏ
330,Ort::N,о́лмо,бакӏ
331,Seite::N,ӧ́рдыж,рахъ
332,Mitte::N,покше́л,бакьулъбакӏ
333,Gegenstand::N,наста́,жо
334,Sache::N,наста́,жо
335,Rand::N,тӱр,мицӏир
336,Kante::N,тӱр,рагӏал
337,Kante::N,тӱр,рагӏа-ракьан
338,Ecke::N,лук,цили
339,Spitze::N,вуй,тӏогь
340,Ende::N,муча́ш,кӏал
341,Loch::N,рож,каратӏ
342,Winkel::N,лук,
343,Muster::N,пеза́к,накъиш
344,Muster::N,узо́р,накъиш
345,Muster::N,ӱ́лгӧ,накъиш
346,Größe::N,кӱ́кшыт,кӏодо́лъи
347,Länge::N,ку́тыш,халалъи
348,Höhe::N,кӱ́кшыт,борхалъи
349,Gewicht::N,не́лыт,бакӏлъи
350,Menge::N,чот,
351,Haufen::N,кы́шыл,гъуни
352,Reihe::N,рада́м,ирга́
353,Boot::N,пуш,раса
354,Ruder::N,эшка́к,раххан
355,Schlitten::N,тер,чанагъ
356,Schlitten::N,изде́р,чанагъ
357,Ski::N,е́че,лыжаби
358,Lagerfeuer::N,туло́то,цӏа
359,Last::N,нӧ́лтыш,бакӏлъи
360,Gang::N,ошкылма́ш,хьвади
361,Gang::N,ошкылма́ш,хьвада-чӏвади
362,Schritt::N,о́шкыл,гали
363,Norden::N,йӱдйыма́л,шимал
364,Süden::N,кечывалве́л,юг
365,Süden::N,кечывалве́л,къибла
366,Westen::N,касве́л,гъарб
367,Westen::N,касве́л,магъриб
368,Osten::N,эрве́л,шаркъ
369,Osten::N,эрве́л,машрикъ
370,Holz::N,пу,цӏул
371,Brett::N,оҥа́,хъарщи
372,Platte::N,аста́р,къоно
373,Stütze::N,чара́к,
374,Stange::N,лома́ш,гӏер
375,Stock::N,тоя́,тӏил
376,Stab::N,вара́,гӏер
377,Stab::N,кашта́,гӏер
378,Rohr::N,пуч,турба
379,Haus::N,пӧрт,ригь
380,Haus::N,пӧрт,рукъзал
381,Heim::N,мӧ́ҥгӧ,рукъ
382,Ofen::N,комака́,печь
383,Fußboden::N,кӱва́р,чӏабар
384,Tisch::N,ӱсте́л,стол
385,Stuhl::N,пӱке́н,бакӏу
386,Wiege::N,шепка́,кини
387,Bett::N,ва́кшыш,кровать
388,Regal::N,шӧ́рлык,хъарщи
389,Kiste::N,шо́ндык,ящик
390,Kiste::N,шо́ндык,тӏалагъуд
391,Kiste::N,я́шлык,ящик
392,Kiste::N,я́шлык,тӏалагъуд
393,Fenster::N,окна́,гордо
394,Tür::N,омса́,нуцӏа
395,Tor::N,капка́,каву
396,Zaun::N,сава́р,раци
397,Dach::N,леве́дыш,тӏох
398,Leiter::N,тошка́лтыш,мали
399,Besen::N,ӱштерво́штыр,жул
400,Spaten::N,ко́льмо,бел
401,Schaufel::N,сово́к,раххан
402,Schaufel::N,су́ско,раххан
403,Gabel::N,ви́лке,гӏучӏ
404,Löffel::N,па́не,гъуд
405,Löffel::N,совла́,гъуд
406,Messer::N,кӱ́зӧ,нус
407,Nagel::N,пуда́,магӏ
408,Netz::N,вапш,гьин
409,Haken::N,са́гыле,гъанцӏа
410,Griff::N,кыл,гӏоркь
411,Schloss::N,кӧгӧ́н,кӏулал
412,Bild::N,сӱре́т,сурат
413,Figur::N,фигу́р,
414,Puppe::N,курча́к,нани
415,Beutel::N,меша́к,таргьа
416,Bündel::N,арша́ш,къай
417,Tasche::N,сумка́,сумка
418,Tasche::N,сумка́,къвачӏа
419,Eimer::N,ведра́,ведро
420,Deckel::N,ко́мдыш,тӏалъел
421,Deckel::N,ко́мдыш,дадитӏалъел
422,Geschirr::N,а́те,цӏарагӏ
423,Sack::N,куль,хъап
424,Sack::N,куль,къандалъо
425,Sack::N,меша́к,хъап
426,Sack::N,меша́к,къандалъо
427,Tasse::N,чу́кыр,чашка
428,Tasse::N,чашка́,чашка
429,Topf::N,ми́ске,хьаг
430,Kessel::N,под,хьаг
431,Kessel::N,под,гереги
432,Essen::N,ко́чкыш,тӏагӏам
433,Nahrung::N,ку́рго,квен
434,Speise::N,ко́чкыш,квен
435,Fleisch::N,шыл,гьан
436,Getreide::N,шу́рно,бугӏа-ролъ
437,Getreide::N,шу́рно,могьолабл_культураби
438,Brei::N,пу́чымыш,карщ
439,Brot::N,ки́нде,чед
440,Scheibe::N,ка́тыш,мочӏу
441,Fett::N,коя́,беэнлъи
442,Butter::N,ӱй,нах
443,Öl::N,ӱй,нах
444,Salz::N,шинча́л,цӏам
445,Suppe::N,шӱр,чурпа
446,Honig::N,мӱй,гьоцӏо
447,Milch::N,шӧр,рахь
448,Tee::N,чай,чай
449,Leder::N,сура́н,тӏом
450,Leder::N,шӱ́штӧ,тӏом
451,Wolle::N,пун,квас
452,Stoff::N,куэ́м,ххам
453,Stoff::N,посто́,ххам
454,Nadel::N,и́ме,рокӏкӏен
455,Faden::N,шӱ́ртӧ,кун
456,Knopf::N,по́лдыш,маргъал
457,Knoten::N,пышке́м,гарацӏ
458,Farbe::N,чия́,релъен
459,Kleidung::N,чие́м,ретӏел
460,Kleidung::N,вурге́м,ретӏел
461,Hemd::N,ту́выр,гурде
462,Kragen::N,сога́,габур
463,Ärmel::N,шокш,къвал
464,Hose::N,йола́ш,тӏажу
465,Gürtel::N,ӱ́штӧ,рачел
466,Mütze::N,упш,тӏагъур
467,Schuh::N,боти́нке,
468,Stiefel::N,кем,этек
469,Stiefel::N,кем,чакма
470,Ring::N,шерга́ш,баргъич
471,Band::N,тасма́,лента
472,Band::N,ле́нте,лента
473,Kamm::N,шерге́,гьоркьо
474,Spiegel::N,вошто́нчыш,матӏу
475,Riemen::N,кӱзанӱ́штӧ,рижу
476,Schnur::N,кере́м,
477,Schnur::N,кандыра́,
478,Leine::N,вӱра́ҥ,
479,Decke::N,леве́дыш,одея́ло
480,Decke::N,одея́л,одея́ло
481,Kissen::N,кӱ́пчык,къандалъо
482,Tuch::N,шо́выч,квархьи
483,Handtuch::N,со́лык,беркӏалрацӏцӏ
484,Kraft::N,вий,гуч
485,Kraft::N,вий,къуват
486,Kraft::N,куа́т,гуч
487,Kraft::N,куа́т,къуват
488,Stärke::N,куа́т,хӏалкӏвей
489,Stärke::N,карма́н,хӏалкӏвей
490,Gesundheit::N,таза́лык,сахлъи́
491,Krankheit::N,чер,унти
492,Krankheit::N,чер,щокълъи
493,Schmerz::N,ко́рштыш,унти
494,Wunde::N,су́сыр,ругъун
495,Fieber::N,йӱштыму́ж,цӏа-кан
496,Fieber::N,лихора́дке,цӏа-кан
497,Arznei::N,эм,дару
498,Brücke::N,кӱва́р,кьо
499,Brunnen::N,вӱдвыне́м,гъуй
500,Weide::N,нурше́р,рицӏцӏ
501,Weide::N,нурше́р,лъичӏирма
502,Weide::N,нурше́р,гӏурдаллъи
503,Weide::N,нурше́р,ри́цӏигъветӏ
504,Weide::N,нурше́р,рицӏцӏигъветӏ
505,Pfad::N,йолго́рно,сухъмахъ
506,Pfad::N,сокма́к,сухъмахъ
507,Weg::N,ко́рно,нух
508,Straße::N,ко́рно,нух
509,Dorf::N,ял,росу
510,Stadt::N,ола́,шагьар
511,Brief::N,се́рыш,кагъат
512,Brief::N,се́рыш,рисалат
513,Buch::N,книга́,тӏехь
514,Buchstabe::N,буква́,хӏарп
515,Zeitung::N,газе́т,газет
516,Leben::N,и́лыш,яшав
517,Tod::N,колыма́ш,хвел
518,Grab::N,шӱга́р,хоб
519,Kirche::N,че́рке,килиса
520,Sünde::N,су́лык,хӏакъ
521,Sünde::N,су́лык,мунагь
522,Gott::N,ю́мо,бичас
523,Gott::N,ю́мо,аллагь
524,Arbeiter::N,паша́зе,хӏалтӏухъан
525,Chef::N,тӧра́,хӏаким
526,Chef::N,тӧра́,начальник
527,Meister::N,маста́р,устар
528,Meister::N,маста́р,мастер
529,Meister::N,маста́р,махщалилав
530,Arzt::N,врач,жайрахӏ
531,Lehrer::N,ту́ныктышо,мугӏалим
532,Geld::N,окса́,гӏарац
533,Geschäft::N,сатулыма́ш,
534,Laden::N,ке́выт,тукен
535,Preis::N,ак,багьа
536,Ware::N,сату́,къайи
537,Nutzen::N,пайда́,мунпагӏат
538,Reichtum::N,поя́нлык,бечелъи
539,Welt::N,тӱня́,дуниял
540,Land::N,эл,улка
541,Land::N,эл,икълим
542,Staat::N,кугыжа́ныш,пачалихъ
543,König::N,кугыжа́,пача
544,König::N,кугыжа́,малик
545,König::N,кугыжа́,къирал
546,König::N,кугыжа́,падишагь
547,Macht::N,власть,кверщел
548,Grenze::N,грани́ца,гӏорхъи
549,Krieg::N,сар,рагъ
550,Feind::N,тушма́н,тушман
551,Gewalt::N,виешлыма́ш,зулму
552,Kampf::N,кредалма́ш,къеркьей
553,Bogen[Waffe]::N,юҥе́ж,газаргъо
554,Pfeil::N,пикш,чӏор
555,Gewehr::N,пыча́л,туманкӏ
556,Fehler::N,йо́ҥылыш,гъалатӏ
557,Lüge::N,шоя́к,гьереси
558,Schaden::N,зия́н,зиян
559,Schaden::N,зия́н,зарал
560,Unglück::N,эҥге́к,балагь
561,Schuld::N,тита́к,гӏайиб
562,Schuld::N,йола́,гӏайиб
563,Alter::N,ийго́т,гӏумру
564,Schluss::N,муча́ш,ахир
565,Zeit::N,жап,заман
566,Zeit::N,па́гыт,заман
567,Tag::N,ке́че,къо
568,Morgen::N,эр,радалмех
569,Mittag::N,кечыва́л,къадемех
570,Abend::N,кас,релъедамех
571,Nacht::N,йӱд,сордо
572,Woche::N,арня́,анкь
573,Monat::N,ты́лзе,моцӏ
574,Jahr::N,ий,сон
575,Jahr::N,ий,лъагӏел
576,Frühling::N,шо́шо,их
577,Sommer::N,кеҥе́ж,рии
578,Herbst::N,шы́же,хасалихълъи
579,Winter::N,те́ле,кьин
580,Januar::N,шоркыйол,январь
581,Januar::N,идалыкву́й,январь
582,Januar::N,янва́рь,январь
583,Februar::N,пургыж,февра́ль
584,Februar::N,февра́ль,февра́ль
585,März::N,ӱярня,март
586,März::N,март,март
587,April::N,апре́ль,апрель
588,Mai::N,ага,май
589,Mai::N,май,май
590,Juni::N,пеледыш,июнь
591,Juni::N,ию́нь,июнь
592,Juli::N,сӱрем,июль
593,Juli::N,ию́ль,июль
594,August::N,сорла,август
595,August::N,агарма́н,август
596,August::N,а́вгуст,август
597,September::N,идым,сентябрь
598,September::N,сентя́брь,сентябрь
599,Oktober::N,шыжа,октябрь
600,Oktober::N,октя́брь,октябрь
601,November::N,кылме тылзе,ноябрь
602,November::N,ноя́брь,ноябрь
603,Dezember::N,дека́брь,декабрь
604,Montag::N,шо́чмо,итни
605,Dienstag::N,ку́шкыжмо,талат
606,Mittwoch::N,вӱрге́че,арбагӏ
607,Donnerstag::N,изарня́,хамиз
608,Freitag::N,кугарня́,рузман
609,Samstag::N,шуматке́че,щамат
610,Sonntag::N,рушарня́,гьатӏан
611,groß::A,кугу́,кӏудияб
612,klein::A,изи́,гьитӏинаб
613,lang::A,кужу́,халатаб
614,kurz::A,кӱ́чык,къокъаб
615,breit::A,кумда́,гӏебаб
616,schmal::A,а́ҥысыр,къваридаб
617,dicht::A,ну́гыдо,ризаб
618,dick[Gegenstand]::A,кӱ́жгӧ,бицатаб
619,dünn::A,ви́чкыж,тӏеренаб
620,fein::A,ты́гыде,тӏеренаб
621,fest::A,чо́ткыдо,къвакӏараб
622,flach::A,лапка́,чӏепараб
623,glatt::A,яклака́,цӏвакараб
624,hart::A,пе́ҥгыде,кьварараб
625,weich::A,пу́шкыдо,тамахаб
626,rund::A,йырге́шке,гургинаб
627,spitz::A,коша́р,бегӏераб
628,scharf::A,пӱ́сӧ,рекӏараб
629,stumpf::A,токма́к,тӏехӏараб
630,stumpf::A,токма́к,рекӏинчӏеб
631,schwer::A,не́ле,бакӏаб
632,schön::A,сы́лне,берцинаб
633,heiß::A,шо́кшо,лагьараб
634,warm::A,ле́ве,хинаб
635,kalt::A,йӱ́штӧ,квачараб
636,kühl::A,юа́лге,квачараб
637,kühl::A,южгата́,квачараб
638,frisch::A,свежа́,цӏияб
639,feucht::A,вӱ́дыжгӧ,рагьараб
640,nass::A,нӧ́рӧ,би́ччараб
641,trocken::A,ку́кшо,бакъвараб
642,voll::A,тич,
643,leer::A,яра́,чӏобогояб
644,offen::A,виш,рагьараб
645,geschlossen::A,пе́тырыме,рахараб-къараб
646,geschlossen::A,тӱ́чмӧ,рахараб-къараб
647,sauber::A,ару́,бацӏцӏадаб
648,sauber::A,янда́р,бацӏцӏадаб
649,schmutzig::A,лавыра́н,гъизараб
650,schmutzig::A,ла́выргыше,гъизараб
651,roh::A,кӱ́чымӧ,хамаб
652,roh::A,кӱ́чымӧ,гӏатӏгояб
653,reif::A,лӧза́,барщараб
654,lecker::A,ту́тло,тӏагӏамаб
655,süß::A,ше́ре,гьуинаб
656,bitter::A,ко́чо,кьогӏаб
657,sauer::A,шо́по,цӏекӏаб
658,hell::A,во́лгыдо,канаб
659,dunkel::A,пычке́мыш,бецӏаб
660,schwarz::A,шола́,чӏегӏераб
661,weiß::A,ош,хъахӏаб
662,rot::A,йошка́р,багӏараб
663,gelb::A,сар,гӏобилаб
664,gelb::A,сар,тӏогьилаб
665,blau::A,ка́нде,хъахӏилаб
666,grün::A,ужа́р,гӏурччинаб
667,grau::A,сур,накӏкӏуяб
668,bunt::A,олача́,къвекӏаб
669,bunt::A,олача́,чара-гъараб
670,billig::A,шу́лдо,учузаб
671,teuer::A,ше́рге,хири́яб
672,wertvoll::A,шергака́н,къиматаб
673,blind::A,со́кыр,беццаб
674,taub::A,соҥгыра́,гъугъаб
675,kräftig::A,куа́тле,гучаб
676,stark::A,вия́н,къуватаб
677,schwach::A,а́лдыме,гӏажизаб
678,fett::A,коя́,кьарияб
679,schlank::A,йоштката́,чергесаб
680,schlank::A,яжу́,чергесаб
681,hübsch::A,чеве́р,гьайбатаб
682,böse::A,шы́де,ракӏквешаб
683,dumm::A,аҥыра́,гьагаб
684,dumm::A,аҥыра́,гӏантаб
685,faul::A,його,кӏохӏалаб
686,faul::A,його,кӏухӏа́лаб
687,fleißig::A,ты́ршыше,хӏаракатаб
688,geizig::A,чаҥга́,къарумаб
689,klug::A,уша́н,лумияб
690,geschickt::A,уста́,махщел бугев
691,lieb::A,ала́л,гӏазизаб
692,lustig::A,весела́,кепаб
693,sanft::A,ны́жылге,хӏалимаб
