,Concept_ID,eu,kl
153,Insel::N,uharte,qeqertaq
154,Blume::N,lili,naasoq
155,Gras::N,belar,ivigaq
156,Wurzel::N,zuztar,niulutaq
157,Wurzel::N,sustrai,niulutaq
158,Baum::N,zuhaitz,orpik
159,Stamm::N,enbor,kanaartaq
160,Rinde::N,azal,ameraq
161,Ast::N,adar,avalequt
162,Zweig::N,abar,avalequt
163,Blatt::N,hosto,pilutaq
164,Birke::N,urki,patitsit
165,Kiefer[Baum]::N,ler,
166,Weide[Baum]::N,zume,palleq
167,Weide[Baum]::N,sahats,palleq
168,Tanne::N,izei,orsuerneq
169,Horn::N,adar,nassuk
170,Feder::N,luma,suluk
171,Feder::N,hegaki,suluk
172,Fell::N,ile,ameq
173,Fell::N,larru,ameq
174,Flügel::N,hego,suluk
175,Flügel::N,hego,isaroq
176,Klaue::N,atzapar,kukik
177,Kralle::N,erpe,kukik
178,Kralle::N,atzapar,kukik
179,Schwanz::N,isats,pamioq
180,Schwanz::N,isats,paperuusaq
181,Schwanz::N,buztan,pamioq
182,Schwanz::N,buztan,paperuusaq
183,Ei::N,arrautza,mannik
184,Nest::N,habia,ullut
185,Bau::N,ohantze,ini
186,Tier::N,abere,uumasoq
187,Tier::N,piztia,uumasoq
188,Herde::N,saldo,unguukkat
189,Herde::N,abere talde,unguukkat
190,Kuh::N,behi,ussik
191,Bulle::N,zezen,angukulak
192,Bulle::N,zezen,anguteralak
193,Bulle::N,zezen,angutikulooq
194,Pferd::N,zaldi,
195,Schaf::N,ardi,sava
196,Schwein::N,urde,puuluki
197,Schwein::N,txerri,puuluki
198,Hund::N,txakur,qimmeq
199,Katze::N,katu,puisaaq
200,Bär::N,hartz,allaq
201,Eichhörnchen::N,urtxintxa,sissinnguaq
202,Elch::N,altze,
203,Fuchs::N,azeri,terianniaq
204,Hase::N,erbi,ukaleq
205,Maus::N,sagu,teriannguaq
206,Wolf::N,otso,amaroq
207,Vogel::N,txori,timmiaq
208,Vogel::N,hegazti,timmiaq
209,Schwarm::N,aldra,
210,Huhn::N,oilo,kukkukooq
211,Huhn::N,oilo,marloraaqaaq
212,Hahn::N,oilar,kiasiusaq
213,Gans::N,antzara,nerleq
214,Adler::N,arrano,nattoralik
215,Ente::N,ahate,
216,Eule::N,hontza,uppik
217,Kranich::N,kurrilo,qorlorfik
218,Krähe::N,bele,tuluatsiaq
219,Kuckuck::N,kuku,kukkooq
220,Schwan::N,beltxarga,qussuk
221,Fisch::N,arrain,aalisagaq
222,Barsch::N,perka,
223,Hecht::N,lutxo,
224,Schlange[Tier]::N,suge,pulateriarsuk
225,Schlange[Tier]::N,suge,pulateriaarsuk
226,Wurm::N,har,
227,Spinne::N,armiarma,aasiaq
228,Spinne::N,armiarma,nissavaarsuk
229,Ameise::N,inurri,uniaaluk
230,Laus::N,zorri,kumak
231,Mücke::N,eltxo,ippernaq
232,Fliege::N,euli,ippernaq
233,Schmetterling::N,pinpirin,paluaq
234,Schmetterling::N,pinpirin,pakkaluaq
235,Schmetterling::N,pinpirin,utsuppaluaq
236,Schmetterling::N,pinpirin,taqaleqisaaq
237,Schmetterling::N,tximeleta,paluaq
238,Schmetterling::N,tximeleta,pakkaluaq
239,Schmetterling::N,tximeleta,utsuppaluaq
240,Schmetterling::N,tximeleta,taqaleqisaaq
241,Beere::N,baia,paarmaq
242,Beere::N,baia,paarngaq
243,Apfel::N,sagar,iipili
244,Pilz::N,onddo,anngiusaq
245,Pilz::N,perretxiko,anngiusaq
246,Zwiebel::N,tipula,uanitsoq
247,Saat::N,haziak,naatsiiassaq
248,Korn::N,ale,maannineq
249,Korn::N,pikor,maannineq
250,Heu::N,belar ondu,
251,Schale::N,azal,niutsivik
252,Schale::N,azal,ilulissaq qaartussaq
253,Grube::N,hobi,itersaq
254,Falle::N,harrapagailu,pualavoq
255,Schlinge::N,bilur,orseq
256,Schlinge::N,bilur,norloq
257,Schlinge::N,xedera,orseq
258,Schlinge::N,xedera,norloq
259,Spur::N,lorratz,tumaa
260,Asche::N,errauts,arsat
261,Dreck::N,satsukeria,minguk
262,Eisen::N,burdina,savimineq
263,Eisen::N,burdina,saffiugassaq
264,Gold::N,urre,kuulti
265,Gold::N,urregorri,kuulti
266,Silber::N,zilar,siilviuvoq
267,Silber::N,urrezuri,siilviuvoq
268,Kohle::N,ikatz,aamarsuit aamaruutissat
269,Glas::N,beira,igalaaq
270,Glas::N,beira,imertarfik
271,Glas::N,beira,igalaamineq
272,Lehm::N,buztin,marraq
273,Sand::N,harea,sioqqat
274,Sand::N,hondar,sioqqat
275,Mensch::N,gizaki,inuk
276,Mensch::N,gizaki,silamiu
277,Mann::N,gizon,angut
278,Frau::N,andere,arnaq
279,Frau::N,emakume,arnaq
280,Kind::N,haur,meeraq
281,Junge::N,mutil,nukappiaraq
282,Mädchen::N,neska,arnannguaq
283,Familie::N,sendi,ilaqutakka
284,Familie::N,sendi,ilaqutariit
285,Familie::N,familia,ilaqutakka
286,Familie::N,familia,ilaqutariit
287,Großvater::N,aitona,aatak
288,Großvater::N,aitatxi,aatak
289,Großmutter::N,amona,aanaq
290,Großmutter::N,amatxi,aanaq
291,Eltern::N,gurasoak,angajoqqaat
292,Vater::N,aita,ataata
293,Vater::N,aita,ataataq
294,Mutter::N,ama,anaana
295,Sohn::N,seme,erneq
296,Tochter::N,alaba,panik
297,Bruder::N,neba,ani
298,Bruder::N,neba,aqqaluk
299,Bruder::N,neba,qatanngut
300,Bruder::N,anaia,ani
301,Bruder::N,anaia,aqqaluk
302,Bruder::N,anaia,qatanngut
303,Schwester::N,ahizpa,naja
304,Schwester::N,ahizpa,aleqa
305,Schwester::N,ahizpa,qatanngut
306,Onkel::N,osaba,akkak
307,Tante::N,izeba,aja
308,Tante::N,izeba,ajak
309,Tante::N,izeba,atsak
310,Ehemann::N,senar,ui
311,Ehefrau::N,emazte,nuliaq
312,Freude::N,poz,tipaatsussuseq
313,Freude::N,pozkari,tipaatsussuseq
314,Gelächter::N,barre,illaq
315,Gelächter::N,karkara,illaq
316,Glück::N,zori,usornaat
317,Glück::N,zori,usornarsuseq
318,Kummer::N,xangrin,
319,Kummer::N,atsekabe,
320,Wunsch::N,nahi,kissaat
321,Wunsch::N,nahikunde,kissaat
322,Lust::N,gogo,illigussuseq
323,Lust::N,gogo,piummaseq
324,Geist::N,gogo,anerneq
325,Geist::N,gogo,toornaq
326,Gedanke::N,gogoeta,isumassaq
327,Gedächtnis::N,oroimen,eqqaamannissuseq
328,Gedächtnis::N,gogoramen,eqqaamannissuseq
329,Verstand::N,adimen,isuma
330,Verstand::N,adimen,sianissut
331,Verstand::N,adimen,misigissut
332,Verstand::N,adimen,sianissuseq
333,Verstand::N,adimen,silaqassuseq
334,Verstand::N,ulermen,isuma
335,Verstand::N,ulermen,sianissut
336,Verstand::N,ulermen,misigissut
337,Verstand::N,ulermen,sianissuseq
338,Verstand::N,ulermen,silaqassuseq
339,Sinn::N,zentzu,isuma
340,Grund::N,zergati,patsit
341,Wahrheit::N,egia,sallusuissut
342,Gespräch::N,hizketa,
343,Gespräch::N,elkarrizketa,
344,Märchen::N,ipuin,oqalualaarut
345,Märchen::N,ipuin,oqaluasaaq
346,Erzählung::N,edesti,oqaluttuaq
347,Erzählung::N,kontakizun,oqaluttuaq
348,Nachricht::N,albiste,oqaassut
349,Nachricht::N,albiste,oqqersuut
350,Neuigkeit::N,berri,tusarnartaq
351,Name::N,izen,ateq
352,Rätsel::N,asmakizun,nalorsitsaarut
353,Rede::N,hitzaldi,oqaluuseq
354,Rede::N,mintzaldi,oqaluuseq
355,Sprache::N,hizkuntza,oqaatsit
356,Stimme::N,ahots,erinaq
357,Stimme::N,ahots,qarluuseq
358,Wort::N,hitz,oqaasii
359,Zeichen::N,agerbide,nalunaaqqut
360,Zeichen::N,agergarri,nalunaaqqut
361,Ruf::N,dei,qaaqqussut
362,Lärm::N,zarata,perpaluk
363,Lärm::N,harrabots,perpaluk
364,Laut::N,hots,torsukattak
365,Ton::N,tonu,erinaq
366,Ton::N,soinu,erinaq
367,Lied::N,abesti,taalliaq
368,Lied::N,abesti,erinarsuut
369,Ruhe::N,nasaitasun,qatsunganeq
370,Leute::N,jende,inuiak
371,Leute::N,jende,inuiaqatigiit
372,Volk::N,herri,inuiaat
373,Volk::N,populu,inuiaat
374,Arbeit::N,lan,suliaq
375,Gast::N,arrotz,qaaqqusaq
376,Gast::N,apopilo,qaaqqusaq
377,Geschenk::N,opari,pajugut
378,Spiel::N,jolas,
379,Gesellschaft::N,gizarte,
380,Hilfe::N,helpide,annertoqqut
381,Hilfe::N,laguntza,annertoqqut
382,Freund::N,lagun,tiliaq
383,Freund::N,lagun,ikinngut
384,Kamerad::N,adiskide,tiliaq
385,Kamerad::N,adiskide,ikinngut
386,Kamerad::N,lagunkide,tiliaq
387,Kamerad::N,lagunkide,ikinngut
388,Angelegenheit::N,afera,
389,Anzahl::N,kopuru,
390,Art::N,mota,ileqquuseq
391,Stück::N,puska,nakkaalaniku
392,Teil::N,atal,tassiaasat
393,Hälfte::N,erdi,affaq
394,Kreis::N,biribilki,kaajaluinneq or kaajaluitsoq
395,Kreuz::N,gurutze,sanningasulik
396,Linie::N,linea,tittaq
397,Linie::N,linea,titarneq
398,Strich::N,marra,
399,Abstand::N,tarte,aku
400,Abstand::N,tarte,ikiaq
401,Entfernung::N,urrunera,asi
402,Gegend::N,alderdi,nuna
403,Gegend::N,eskualde,nuna
404,Platz::N,leku,ini
405,Platz::N,leku,inissaq
406,Ort::N,toki,sumiiffik
407,Seite::N,albo,saneraq
408,Mitte::N,erdi,qiteq
409,Gegenstand::N,gauzaki,
410,Sache::N,gauza,pigisaq
411,Rand::N,ertz,sini
412,Rand::N,ertz,akerfineq
413,Kante::N,ertz,akerfineq
414,Ecke::N,kantoi,teqeqqoq
415,Ecke::N,kantoi,tikeqqoq
416,Spitze::N,punta,inngik
417,Ende::N,buru,isu
418,Ende::N,mutur,isu
419,Loch::N,zulo,putu
420,Winkel::N,zoko,teqeqqorissaat
421,Winkel::N,bazter,teqeqqorissaat
422,Muster::N,eredu,ilisserut
423,Muster::N,marrazki,ilisserut
424,Größe::N,kaizu,angissuseq
425,Größe::N,tamaina,angissuseq
426,Länge::N,luzera,takissuseq
427,Höhe::N,goiera,
428,Höhe::N,garaiera,
429,Gewicht::N,hazta,oqimaalutaq
430,Menge::N,kopuru,amerlassuseq
431,Haufen::N,pila,eqimattat
432,Haufen::N,mendoi,eqimattat
433,Reihe::N,ilara,allunaasaq
434,Reihe::N,errenkada,allunaasaq
435,Boot::N,potin,qajaq
436,Boot::N,potin,angallat
437,Boot::N,potin,umiatsiaq
438,Boot::N,txalupa,qajaq
439,Boot::N,txalupa,angallat
440,Boot::N,txalupa,umiatsiaq
441,Ruder::N,arraun,iput
442,Schlitten::N,lera,qamutit
443,Schlitten::N,lera,qimusseq
444,Schlitten::N,narra,qamutit
445,Schlitten::N,narra,qimusseq
446,Ski::N,eski,ataarut
447,Lagerfeuer::N,su,
448,Last::N,zama,nammagaq
449,Last::N,karga,nammagaq
450,Gang::N,ibilera,
451,Schritt::N,pauso,allorneq
452,Schritt::N,urrats,allorneq
453,Norden::N,ipar,avannaq
454,Norden::N,iparralde,avannaq
455,Süden::N,hego,qava
456,Süden::N,hego,kujat
457,Süden::N,hego,kujataa
458,Süden::N,hegoalde,qava
459,Süden::N,hegoalde,kujat
460,Süden::N,hegoalde,kujataa
461,Westen::N,sartalde,kitaa
462,Westen::N,mendebalde,kitaa
463,Osten::N,ekialde,kangi
464,Osten::N,sortalde,kangi
465,Holz::N,zur,qisuk
466,Brett::N,ohol,salliligaq
467,Platte::N,lauza,qaateq
468,Stütze::N,irozgarri,ajagutaq
469,Stütze::N,irozgarri,ajaagutaq
470,Stütze::N,bermagailu,ajagutaq
471,Stütze::N,bermagailu,ajaagutaq
472,Stange::N,haga,kaaviffik
473,Stock::N,makila,ajaappissat
474,Stab::N,makila,ajaappissat
475,Rohr::N,hodi,sullulik
476,Haus::N,etxe,illu
477,Heim::N,etxe,
478,Heim::N,etxaleku,
479,Ofen::N,berogailu,kissarsuut
480,Fußboden::N,zoru,nateq
481,Tisch::N,mahai,allattarfik
482,Stuhl::N,aulki,issiavik
483,Stuhl::N,aulki,issiaffik
484,Wiege::N,kuma,uaasoq
485,Wiege::N,sehaska,uaasoq
486,Bett::N,ohe,nallavik
487,Bett::N,ohatze,nallavik
488,Regal::N,apalategi,ilisivik
489,Kiste::N,kutxa,sakissat
490,Kiste::N,kutxa,illerfiusaq
491,Fenster::N,leiho,aki
492,Fenster::N,leiho,igalaaq
493,Tür::N,ate,matu
494,Tor::N,atari,isaaffik
495,Zaun::N,hesi,saputit
496,Dach::N,teilatu,qaliaq
497,Leiter::N,zurubi,tummeqqat
498,Leiter::N,zurubi,majuartarfiit
499,Besen::N,erratz,saligutit
500,Spaten::N,burdinpala,nivaataq
501,Schaufel::N,pala,nivaataq
502,Gabel::N,sardexka,qilluaq
503,Gabel::N,sardexka,ajassaatit
504,Löffel::N,koilara,alussaat
505,Messer::N,aizto,savik
506,Nagel::N,iltze,kukik
507,Netz::N,sare,anguffaseq
508,Haken::N,mako,nissik
509,Haken::N,mako,qarsorsaq
510,Haken::N,mako,qarsorsartoq
511,Griff::N,eskutoki,ipi
512,Schloss::N,sarraila,illussaarsuaq
513,Bild::N,irudi,assiliaq
514,Figur::N,figura,kisitsit
515,Puppe::N,panpina,inuusaq
516,Puppe::N,andrakila,inuusaq
517,Beutel::N,zorro,
518,Bündel::N,azao,qilertaq
519,Bündel::N,espal,qilertaq
520,Tasche::N,poltsa,pooqattaq
521,Eimer::N,treska,
522,Deckel::N,tapa,matu
523,Deckel::N,estalki,matu
524,Geschirr::N,baxera,anut
525,Geschirr::N,ontziteria,anut
526,Sack::N,zaku,
527,Tasse::N,kikara,tiitorfik
528,Tasse::N,kikara,tiitorfiup ilorlia
529,Topf::N,ontzi,qoqqoq
530,Topf::N,lapiko,qoqqoq
531,Kessel::N,pazia,uunnaavik
532,Essen::N,janaldi,igaaq
533,Nahrung::N,jan,neqissaq
534,Speise::N,jaki,nerisassat
535,Fleisch::N,okela,neqi
536,Fleisch::N,haragi,neqi
537,Getreide::N,labore,maannineq
538,Brei::N,ahi,
539,Brei::N,pure,
540,Brot::N,ogi,iffit
541,Brot::N,ogi,iffiaq
542,Scheibe::N,xerra,igalaassiaq
543,Scheibe::N,pirripita,igalaassiaq
544,Fett::N,urin,tarnutissaq
545,Fett::N,urin,tarnutissiaq
546,Fett::N,koipe,tarnutissaq
547,Fett::N,koipe,tarnutissiaq
548,Butter::N,gurin,punneq
549,Öl::N,olio,uulia
550,Salz::N,gatz,taratsut
551,Suppe::N,zopa,qajoq
552,Suppe::N,salda,qajoq
553,Honig::N,ezti,tungusunnitsuut
554,Milch::N,esne,immuk
555,Tee::N,te,tii
556,Tee::N,te,teeq
557,Leder::N,larru,
558,Wolle::N,artile,nuersagassiaq
559,Stoff::N,ehun,milliaq
560,Stoff::N,ehun,qarlissiaq
561,Nadel::N,orratz,meqqut
562,Nadel::N,jostorratz,meqqut
563,Faden::N,hari,ujalussiaq
564,Knopf::N,botoi,attat
565,Knoten::N,korapilo,akeroq
566,Knoten::N,korapilo,qilerneq
567,Farbe::N,pintura,qalipaat
568,Kleidung::N,arropa,atisat
569,Kleidung::N,arropa,annoraaq
570,Kleidung::N,jantziak,atisat
571,Kleidung::N,jantziak,annoraaq
572,Hemd::N,atorra,ilupaaq
573,Hemd::N,alkandora,ilupaaq
574,Kragen::N,idun,qungasiinnaq
575,Ärmel::N,mahuka,aaq
576,Hose::N,prakak,qarliit
577,Hose::N,galtzak,qarliit
578,Gürtel::N,gerriko,qiterut
579,Gürtel::N,gerriko,unngersaq
580,Mütze::N,txano,nasaq
581,Mütze::N,txapel,nasaq
582,Schuh::N,oski,skuu
583,Schuh::N,oski,ikernuk
584,Schuh::N,oski,ateraasaq
585,Schuh::N,oinetako,skuu
586,Schuh::N,oinetako,ikernuk
587,Schuh::N,oinetako,ateraasaq
588,Stiefel::N,bota,kamik
589,Ring::N,uztai,assammiu
590,Band::N,zinta,qilerutissiaq
591,Band::N,xingola,qilerutissiaq
592,Kamm::N,orrazi,illaagutit
593,Kamm::N,orrazi,illaajaatit pl.
594,Spiegel::N,mirail,tarrarsuut
595,Riemen::N,uhal,allunaaq
596,Schnur::N,lokailu,kujaaq
597,Schnur::N,lokailu,allunaasaq
598,Leine::N,lotura,aleq
599,Decke::N,burusi,qipik
600,Kissen::N,kuxin,akit
601,Tuch::N,zapi,qarlissiaq
602,Tuch::N,oihal,qarlissiaq
603,Handtuch::N,eskuzapi,allarut
604,Handtuch::N,eskuzapi,allarterut
605,Handtuch::N,eskuoihal,allarut
606,Handtuch::N,eskuoihal,allarterut
607,Kraft::N,indar,pissak
608,Stärke::N,indar,qerattarsaat
609,Gesundheit::N,osasun,peqqisusseq
610,Krankheit::N,eritasun,nappaat
611,Krankheit::N,gaixotasun,nappaat
612,Schmerz::N,min,anniaat
613,Wunde::N,zauri,iki
614,Fieber::N,sukar,nappaat qanimanartoq
615,Arznei::N,osagai,imigassaq
616,Arznei::N,sendagai,imigassaq
617,Brücke::N,zubi,ikaartarfik
618,Brunnen::N,putzu,tissaluttuliaq
619,Weide::N,alha,masarsuk
620,Weide::N,bazkaleku,masarsuk
621,Pfad::N,zidor,aqqut
622,Pfad::N,bidexka,aqqut
623,Weg::N,bide,aggerfik
624,Straße::N,errepide,aqqusineq
625,Dorf::N,herri,nunaqarfik
626,Stadt::N,hiri,illorpaat
627,Stadt::N,hiri,illorpalik
628,Brief::N,gutun,allagarsiaq
629,Brief::N,eskutitz,allagarsiaq
630,Buch::N,liburu,atuakkat
631,Buch::N,liburu,mappersagaq
632,Buchstabe::N,hizki,naqinneq
633,Zeitung::N,egunkari,aviisi
634,Leben::N,bizi,inuussuseq
635,Leben::N,bizitza,inuussuseq
636,Tod::N,herio,toqu
637,Tod::N,herio,toquneq
638,Tod::N,heriotza,toqu
639,Tod::N,heriotza,toquneq
640,Grab::N,hobi,iliveq
641,Grab::N,hobi,illissat
642,Grab::N,hilobi,iliveq
643,Grab::N,hilobi,illissat
644,Kirche::N,eliza,oqaluffik
645,Sünde::N,hoben,ajorti
646,Sünde::N,bekatu,ajorti
647,Gott::N,jainko,
648,Arbeiter::N,langile,sulisoq
649,Arbeiter::N,behargin,sulisoq
650,Chef::N,nagusi,ittoqut
651,Meister::N,maisu,naalagaq
652,Arzt::N,osagile,katsorsaasoq
653,Arzt::N,sendagile,katsorsaasoq
654,Lehrer::N,irakasle,ilinniartitsisoq
655,Geld::N,diru,aningaasat
656,Geschäft::N,negozio,niuertarfik
657,Laden::N,denda,niuertarfik
658,Laden::N,saltegi,niuertarfik
659,Preis::N,prezio,aki
660,Preis::N,salneurri,aki
661,Ware::N,salgai,qaliata pii
662,Ware::N,salgai,nioqqutissaq
663,Nutzen::N,onura,iluaqut
664,Nutzen::N,probetxu,iluaqut
665,Reichtum::N,aberastasun,
666,Welt::N,ludi,nunarsuaq
667,Welt::N,mundu,nunarsuaq
668,Land::N,herrialde,nuna
669,Staat::N,estatu,
670,König::N,errege,kunngi
671,Macht::N,botere,pissaassuseq
672,Grenze::N,muga,killik
673,Krieg::N,guda,sorsunneq
674,Feind::N,etsai,akeraq
675,Feind::N,etsai,akerartorti
676,Feind::N,etsai,qinngarsuisoq
677,Feind::N,arerio,akeraq
678,Feind::N,arerio,akerartorti
679,Feind::N,arerio,qinngarsuisoq
680,Gewalt::N,bortxa,
681,Gewalt::N,bortizkeria,
682,Kampf::N,gudu,sorsunneq
683,Kampf::N,auska,sorsunneq
684,Bogen[Waffe]::N,arku,
685,Pfeil::N,gezi,qalugiusaq
686,Gewehr::N,fusil,aallaat
687,Fehler::N,huts,kukkuneq
688,Fehler::N,huts,paarlaappaa
689,Fehler::N,hutsegin,kukkuneq
690,Fehler::N,hutsegin,paarlaappaa
691,Lüge::N,gezur,
692,Schaden::N,kalte,
693,Unglück::N,zoritxar,perluut
694,Unglück::N,zorigaitz,perluut
695,Schuld::N,erru,akiitsugaq
696,Schuld::N,erru,akiligassaq
697,Alter::N,adin,utoqqaq
698,Schluss::N,bukaera,isu
699,Zeit::N,aldi,ulloq
700,Zeit::N,aldi,akuttoqatigiinneq
701,Zeit::N,denbora,ulloq
702,Zeit::N,denbora,akuttoqatigiinneq
703,Tag::N,egun,ulloq
704,Morgen::N,goiz,ullaaq
705,Mittag::N,eguerdi,ulloqeqqa
706,Abend::N,arrats,unnuk
707,Nacht::N,gau,unnuaq
708,Woche::N,aste,sapaatip akunnera
709,Monat::N,hil,qaammat
710,Jahr::N,urte,ukioq
711,Frühling::N,udalehen,upernaaq
712,Sommer::N,uda,aasaq
713,Herbst::N,udazken,ukiaq
714,Herbst::N,neguantz,ukiaq
715,Winter::N,negu,ukioq
716,Januar::N,urtarril,siulleeq
717,Januar::N,urtarril,qaammaliaq
718,Februar::N,otsail,aarlaat
719,März::N,martxo,marsi
720,März::N,martxo,martsi
721,April::N,apiril,
722,Mai::N,maiatz,maaji
723,Juni::N,ekain,juuni
724,Juli::N,uztail,juuli
725,August::N,abuztu,aggusti
726,September::N,irail,septembari
727,Oktober::N,urri,oktobari
728,November::N,azaro,novembari
729,Dezember::N,abendu,detsembari
730,Montag::N,astelehen,ataasinngortoq
731,Dienstag::N,astearte,marlunngorneq
732,Mittwoch::N,asteazken,pingasunngorneq
733,Donnerstag::N,ostegun,sisamanngorneq
734,Freitag::N,ostiral,tallimanngorneq
735,Samstag::N,larunbat,arfininngorneq
736,Sonntag::N,igande,sapaat
737,Sonntag::N,igande,sapaati
738,groß::A,handi,angivoq
739,klein::A,txiki,mikivoq
740,lang::A,luze,takisooq
741,kurz::A,labur,naatsoq
742,breit::A,zabal,silippoq
743,schmal::A,mehar,amitsoq
744,dicht::A,sarri,torsusooq
745,dicht::A,trinko,torsusooq
746,dick[Gegenstand]::A,lodi,issuvoq
747,dick[Gegenstand]::A,lodi,issusooq
748,dünn::A,mehe,amitsoq
749,fein::A,fin,mamarpoq
750,fest::A,tinko,tangeqarpoq
751,flach::A,lau,nalimmappoq
752,flach::A,ordoki,nalimmappoq
753,glatt::A,leun,quasak
754,hart::A,gogor,mattusooq
