,Concept_ID,,hy
901,zu sehen sein::V,,երեւալ
902,vernehmen::V,,իմանալ 
903,frieren::V,,մրսել
904,tun::V,,անել
905,können::V,,կարողանալ
906,wollen::V,,ուզել
907,wollen::V,,ցանկանալ
908,anfangen::V,,սկսել
909,beenden::V,,վերջացնել
910,aufhören::V,,դադարել
911,gelingen::V,,հաջողվել
912,gelingen::V,,գլուխ գալ
913,geraten::V,,ստացվել
914,öffnen::V,,բաց անել
915,schließen::V,,փակել 
916,stellen::V,,դնել
917,setzen::V,,նստեցնել
918,legen::V,,դնել
919,berühren::V,,դիպչել
920,berühren::V,,շոշափել
921,verbinden::V,,շաղկապել
922,bedecken::V,,ծածկել
923,aufhängen::V,,կախել
924,anzünden::V,,վառել
925,aufheben::V,,վերցնել
926,zurücklassen::V,,թողնել
927,verlieren::V,,կորցնել
928,fallen lassen::V,,գցել
929,machen::V,,անել
930,herstellen::V,,արտադրել
931,bauen::V,,կառուցել
932,reparieren::V,,նորոգել
933,verbessern::V,,բարելավել
934,ändern::V,,փոխել
935,graben::V,,փորել
936,beugen::V,,ծռել
937,biegen::V,,թեքել
938,drehen::V,,ոլորել
939,wenden::V,,պտտել
940,umdrehen::V,,շրջել
941,heben::V,,բարձրացնել
942,hochheben::V,,բարձրացնել
943,ergreifen::V,,վարակվել
944,halten::V,,բռնել
945,drücken::V,,ճնշել
946,schieben::V,,հրել
947,kratzen::V,,քերել
948,lecken::V,,լիզել
949,beißen::V,,կծել
950,abreißen::V,,պոկել
951,abschneiden::V,,կտրել 
952,binden::V,,կապել
953,stecken::V,,խրել
954,brechen::V,,կոտրել 
955,klopfen::V,,թակել
956,hauen::V,,ծեծել
957,kleben::V,,կպցնել
958,reiben::V,,շփել
959,streichen::V,,վրան քսել
960,schleifen::V,,սրել 
961,schneiden::V,,կտրել
962,rütteln::V,,ցնցել
963,schütteln::V,,թափահարել
964,schwenken::V,,ճոճել
965,schütten::V,,լցնել
966,füllen::V,,լիքը լցնել
967,einwickeln::V,,փաթաթել
968,tragen::V,,կրել
969,tragen::V,,տանել
970,schleppen::V,,քաշել
971,ziehen::V,,ձգել
972,ziehen::V,,քաշել
973,aufbewahren::V,,պահել 
974,werfen::V,,նետել
975,packen::V,,հափշտակել
976,verstecken::V,,ծածկել
977,teilen::V,,բաժանել
978,schicken::V,,ուղարկել
979,bringen::V,,բերել
980,hinzufügen::V,,ավելացնել
981,bekommen::V,,հայթայթել
982,erhalten::V,,ստանալ
983,nehmen::V,,վերցնել
984,wählen::V,,ընտրել
985,auswählen::V,,գերադասել
986,bewahren::V,,պահպանել
987,behindern::V,,խոչընդոտել
988,verderben::V,,փչացնել
989,beschädigen::V,,վնասել
990,zerbrechen::V,,ջարդել
991,zerbrechen::V,,կոտրել
992,zerreißen::V,,պատռել
993,zerstören::V,,քանդել
994,verbrennen::V,,այրել
995,geben::V,,տալ
996,reichen::V,,հանձնել
997,schenken::V,,նվիրել
998,versprechen::V,,խոստանալ
999,wünschen::V,,մաղթել
1000,loben::V,,գովել
1001,küssen::V,,համբուրել
1002,wiegen::V,,օրորել
1003,zudecken::V,,վրան գցել
1004,wecken::V,,զարթնեցնել
1005,zeigen::V,,ցույց տալ
1006,führen::V,,ուղեկցել
1007,lehren::V,,սովորեցնել
1008,unterrichten::V,,ավանդել
1009,aufziehen::V,,դաստիարակել
1010,leiten::V,,ղեկավարել
1011,leiten::V,,կառավարել
1012,antreiben::V,,շտապեցնել
1013,lassen::V,,ստիպել
1014,einladen::V,,հրավիրել
1015,vereinigen::V,,միացնել
1016,besuchen::V,,այցելել
1017,treffen::V,,հանդիպել
1018,sich versammeln::V,,հավաքվել
1019,spielen::V,,խաղալ
1020,singen::V,,երգել
1021,tanzen::V,,պարել
1022,sich trennen::V,,ցրվել
1023,verlassen::V,,լքել
1024,retten::V,,փրկել
1025,bewachen::V,,պահել
1026,schützen::V,,պաշտպանել
1027,verteidigen::V,,պաշտպանել
1028,sich schlagen::V,,կռվել
1029,schießen::V,,կրակել
1030,siegen::V,,հաղթել
1031,ärgern::V,,ձանձրացնել
1032,schlagen::V,,խփել
1033,treten::V,,քացի տալ
1034,stechen::V,,խայթել
1035,stoßen::V,,մղել
1036,stehlen::V,,գողանալ
1037,stören::V,,խանգարել
1038,belästigen::V,,անհանգստացնել
1039,verbergen::V,,թաքցնել
1040,täuschen::V,,խաբել
1041,betrügen::V,,խաբել
1042,töten::V,,սպանել 
1043,wohnen::V,,բնակվել
1044,arbeiten::V,,աշխատել
1045,sammeln::V,,հավաքել
1046,pflücken::V,,քաղել
1047,jagen::V,,որս անել
1048,fischen::V,,ձուկ բռնել
1049,fassen::V,,բռնել
1050,hüten::V,,արածեցնել
1051,treiben::V,,հովուել
1052,anbinden::V,,չուանել
1053,füttern::V,,կերակրել
1054,melken::V,,կթել
1055,hacken::V,,կոտորել
1056,gießen::V,,ջրել
1057,reifen::V,,հասունանալ 
1058,zubereiten::V,,պատրաստել
1059,kochen::V,,եփել
1060,backen::V,,թխել
1061,braten::V,,տապակել
1062,umrühren::V,,խառնել
1063,stricken::V,,գործել
1064,nähen::V,,կարել
1065,färben::V,,ներկել
1066,reinigen::V,,մաքրել
1067,waschen::V,,լվանալ
1068,abwischen::V,,սրբել
1069,spülen::V,,ողողել
1070,spülen::V,,պարզաջրել
1071,fegen::V,,ավլել
1072,kehren::V,,ավլել
1073,baden::V,,լողանալ
1074,sich waschen::V,,լվացվել
1075,ausziehen::V,,հանել
1076,anziehen::V,,հագնել
1077,sich anziehen::V,,հագնվել
1078,kämmen::V,,սանրել
1079,schmücken::V,,զարդարել
1080,sagen::V,,ասել
1081,sprechen::V,,խոսել
1082,reden::V,,զրուցել
1083,sich unterhalten::V,,խոսակցել
1084,fragen::V,,հարցնել
1085,bitten::V,,խնդրել
1086,erzählen::V,,պատմել
1087,mitteilen::V,,հաղորդել
1088,nennen::V,,անվանել
1089,rufen::V,,կանչել
1090,prahlen::V,,պարծենալ
1091,übersetzen::V,,թարգմանել
1092,denken::V,,մտածել
1093,glauben::V,,հավատալ
1094,bemerken::V,,նկատել
1095,erkennen::V,,ճանաչել
1096,begreifen::V,,հասկանալ
1097,verstehen::V,,ըմբռնել
1098,lernen::V,,սովորել
1099,wissen::V,,իմանալ
1100,sich erinnern an::V,,հիշել
1101,sich erinnern an::V,,մտաբերել
1102,vergessen::V,,մոռանալ
1103,messen::V,,չափել
1104,zählen::V,,թվել
1105,zählen::V,,հաշվել
1106,rechnen::V,,հաշվել
1107,rechnen::V,,հաշվարկել
1108,lesen::V,,կարդալ
1109,malen::V,,նկարել
1110,zeichnen::V,,գծել
1111,schreiben::V,,գրել
1112,besitzen::V,,ունենալ
1113,besitzen::V,,տեր լինել
1114,kaufen::V,,գնել
1115,verkaufen::V,,վաճառել
1116,bezahlen::V,,վճարել
1117,zahlen::V,,վճարել
1118,beherrschen::V,,ղեկավարել
1119,ertragen::V,,դիմանալ
