,Concept_ID,zh,hy
271,Gast::N,客人,հյուր
272,Geschenk::N,礼物,նվեր
273,Spiel::N,游戏,խաղ
274,Gesellschaft::N,陪同,ընկերություն
275,Hilfe::N,帮助,օգնությթուն
276,Freund::N,朋友,ընկեր
277,Freund::N,朋友,բարեկամ
278,Kamerad::N,同志,ուղեկից
279,Angelegenheit::N,事情,բան
280,Angelegenheit::N,事情,գործ
281,Anzahl::N,数目,քանակ
282,Anzahl::N,数目,գումար
283,Art::N,种类,տեսակ
284,Stück::N,块,կտոր
285,Teil::N,部分,մաս
286,Hälfte::N,一半,կես
287,Kreis::N,圆,շիջանակ
288,Kreuz::N,十字架,խաչ
289,Linie::N,线条,գիծ
290,Strich::N,划,գիծ
291,Abstand::N,距离,անջրպետ
292,Entfernung::N,距离,հեռավորություն
293,Gegend::N,地区,շրջան
294,Platz::N,场所,տարածություն
295,Ort::N,地点,տեղ
296,Ort::N,地点,վայր
297,Seite::N,面,կողմ
298,Mitte::N,中间,մեջտեղ
299,Gegenstand::N,物品,առարկա
300,Sache::N,物,բան
301,Rand::N,边,վերջք
302,Kante::N,棱,եզր
303,Ecke::N,角,անկյուն
304,Spitze::N,尖,ծայր
305,Ende::N,结尾,ծայր
306,Loch::N,洞,անցք
307,Winkel::N,角度,անկյուն
308,Muster::N,模型,օրինակ
309,Größe::N,大小,մեծություն
310,Länge::N,长度,երկարություն
311,Höhe::N,高度,բարձրություն
312,Gewicht::N,重量,կշիռ
313,Menge::N,数量,քանակ
314,Haufen::N,堆,դեզ
315,Haufen::N,堆,կույտ
316,Reihe::N,行,շարք
317,Reihe::N,行,կարգ
318,Boot::N,小船,նավակ
319,Ruder::N,奖,թի
320,Ruder::N,奖,թիակ
321,Schlitten::N,雪橇,բալխիր
322,Ski::N,雪板,դահուկ
323,Lagerfeuer::N,营火,բացօդեայ կրակ
324,Last::N,负担,բեռ
325,Gang::N,行走,զբոսանք
326,Schritt::N,步伐,քայլ
327,Norden::N,北,հյուսիս
328,Süden::N,南,հարավ
329,Westen::N,西,արեւմուտք
330,Osten::N,东,արեւելք
331,Holz::N,木材,փայտ
332,Brett::N,木板,տախտակ
333,Platte::N,平板,թիթեղ
334,Stütze::N,支架,նեցուկ
335,Stange::N,杆,ձող
336,Stock::N,棒,փայտ
337,Stab::N,棍,ցուպ
338,Stab::N,棍,գավազան
339,Rohr::N,管子,խողովակ
340,Haus::N,房屋,տուն
341,Heim::N,家,տուն
342,Ofen::N,炉子,վառարան
343,Fußboden::N,地板,հատակ
344,Tisch::N,桌子,սեղան
345,Stuhl::N,椅子,աթոռ
346,Wiege::N,摇蓝,օրորոց
347,Bett::N,床,անկողին
348,Regal::N,架子,դարակ
349,Kiste::N,箱子,տուփ
350,Fenster::N,窗户,պատուհան
351,Tür::N,门,դուռ
352,Tor::N,大门,դարպաս
353,Zaun::N,篱笆,ցանկապատ
354,Dach::N,屋顶,տանիք
355,Dach::N,屋顶,կտուր
356,Leiter::N,梯子,սանդուղք
357,Besen::N,扫帚,ավել
358,Spaten::N,铁锹,բահ
359,Schaufel::N,铁锹,թի
360,Gabel::N,叉,պատառաքաղ
361,Löffel::N,食匙,գդալ
362,Messer::N,刀,դանակ
363,Nagel::N,钉子,մեխ
364,Netz::N,网,ցանց
365,Haken::N,钩子,կարթ
366,Griff::N,把柄,կոթ
367,Griff::N,把柄,բռնակ
368,Schloss::N,锁,կողպեք
369,Bild::N,图画,նկար
370,Bild::N,图画,պատկեր
371,Figur::N,人像,քանդակ
372,Figur::N,人像,պատկեր
373,Puppe::N,娃娃,տիկնիկ
374,Beutel::N,袋子,տոպրակ
375,Bündel::N,捆,կապոց
376,Tasche::N,手提包,պայուսակ
377,Eimer::N,桶,դույլ
378,Deckel::N,盖子,կափարիչ
379,Geschirr::N,餐具,ամանեղեն
380,Sack::N,袋子,պարկ
381,Sack::N,袋子,տոպրակ
382,Tasse::N,杯子,թաս
383,Tasse::N,杯子,գավաթ
384,Topf::N,锅,անոթ
385,Kessel::N,水壶,կաթսա
386,Essen::N,进餐,կերակուր
387,Nahrung::N,食物,ուտելիք
388,Speise::N,菜肴,խորտիկ
389,Speise::N,菜肴,կերակուր
390,Fleisch::N,肉,միս
391,Getreide::N,谷物,հացահատիկ
392,Brei::N,粥,լանդակ
393,Brot::N,面包,հաց
394,Scheibe::N,片,կտոր
395,Scheibe::N,片,պատառ
396,Fett::N,脂肪,ճարպ
397,Butter::N,黄油,կարագ
398,Öl::N,油,ձեթ
399,Salz::N,盐,աղ
400,Suppe::N,汤,սուպ
401,Suppe::N,汤,ապուր
402,Honig::N,蜂蜜,մեղր
403,Milch::N,奶,կաթ
404,Tee::N,茶,թեյ
405,Leder::N,皮革,կաշի
406,Wolle::N,毛线,բուրդ
407,Stoff::N,织物,գործվածք
408,Nadel::N,针,ասեղ
409,Faden::N,线,թել
410,Knopf::N,纽扣,կոճակ
411,Knoten::N,结,հանգույց
412,Farbe::N,颜色,ներկ
413,Kleidung::N,衣服,հագուստ
414,Hemd::N,衬衫,վերնաշապիկ
415,Kragen::N,领子,օձիք
416,Ärmel::N,袖子,թեւք
417,Hose::N,裤子,շալվար
418,Gürtel::N,腰带,գոտի
419,Mütze::N,帽子,կեպի
420,Schuh::N,鞋,կոշիկ
421,Stiefel::N,靴子,երկարաճիթ կոշիկ
422,Ring::N,戒指,զնգալ
423,Band::N,带子,ժապավեն
424,Kamm::N,梳子,սանր
425,Spiegel::N,镜子,հայելի
426,Riemen::N,皮带,փոկ
427,Schnur::N,绳子,լար
428,Leine::N,皮带,փոկ
429,Decke::N,被子,վերմակ
430,Kissen::N,软垫,բարձ
431,Tuch::N,巾,թաշկինակ
432,Handtuch::N,手巾,սրբիչ
433,Kraft::N,力,ուժ
434,Stärke::N,力量,պնդություն
435,Stärke::N,力量,ամրություն
436,Gesundheit::N,健康,առողջություն
437,Krankheit::N,病,ախտ
438,Krankheit::N,病,հիվանդություն
439,Schmerz::N,痛,ցավ
440,Schmerz::N,痛,տանջանք
441,Wunde::N,伤口,վերք
442,Fieber::N,发烧,տենդ
443,Arznei::N,药,դեղ
444,Brücke::N,桥,կամուրջ
445,Brunnen::N,井,հոր
446,Brunnen::N,井,ջրհոր
447,Weide::N,牧场,արոտավայր
448,Pfad::N,小路,արահետ
449,Weg::N,路,ուղի
450,Straße::N,街,ճանապարհ
451,Dorf::N,村庄,գյուղ
452,Stadt::N,城市,քաղաք
453,Brief::N,信,նամակ
454,Buch::N,书,գիրք
455,Buchstabe::N,字母,տառ
456,Buchstabe::N,字母,գիր
457,Zeitung::N,报纸,լրագիր
458,Leben::N,生命,կյանք
459,Tod::N,死亡,մահ
460,Grab::N,坟墓,գերեզման
461,Kirche::N,教堂,եկեղեցի
462,Sünde::N,罪,մեղք
463,Gott::N,上帝,աստված
464,Arbeiter::N,工人,բանվոր
465,Arbeiter::N,工人,աշխատող
466,Chef::N,上司,տեր
467,Meister::N,师傅,վարպետ
468,Arzt::N,医生,բժիշկ
469,Lehrer::N,教师,ուսուցիչ
470,Geld::N,钱,փող
471,Geschäft::N,交易,գործ
472,Geschäft::N,交易,աշխատանք
473,Laden::N,商店,կրպակ
474,Laden::N,商店,խանութ
475,Preis::N,价格,գին
476,Ware::N,商品,ապրանք
477,Nutzen::N,好处,օգուտ
478,Reichtum::N,财富,հարստություն
479,Welt::N,世界,աշխարհ
480,Land::N,国家,երկիր
481,Staat::N,国家,պետություն
482,König::N,国王,արքա
483,König::N,国王,թագավոր
484,Macht::N,权力,իշխանություն
485,Grenze::N,边界,սահման
486,Krieg::N,战争,պատերազմ
487,Feind::N,敌人,թշնամի
488,Gewalt::N,暴力,բռնություն
489,Gewalt::N,暴力,սաստկություն
490,Kampf::N,战斗,մարտ
491,Bogen[Waffe]::N,弓,աղեղ
492,Pfeil::N,箭,նետ
493,Gewehr::N,枪,հրացան
494,Fehler::N,错误,սխալ
495,Lüge::N,谎话,սուտ
496,Schaden::N,损失,վնաս
497,Unglück::N,不幸,դժբախտություն
498,Schuld::N,过错,պակասություն
499,Alter::N,年龄,հասակ
500,Schluss::N,结束,վերջ
501,Schluss::N,结束,վախճան
502,Zeit::N,时间,ժամանակ
503,Tag::N,天,օր
504,Morgen::N,早晨,առավոտ
505,Mittag::N,中午,կեսօր
506,Abend::N,晚上,երեկո
507,Nacht::N,夜,գիշեր
508,Woche::N,星期,շաբաթ
509,Monat::N,月,ամիս
510,Jahr::N,年,տարի
511,Frühling::N,春天,գարուն
512,Sommer::N,夏天,ամառ
513,Herbst::N,秋天,աշուն
514,Winter::N,冬天,ձմեռ
515,Januar::N,一月,հունվար
516,Februar::N,二月,փետրվար
517,März::N,三月,մարտ
518,April::N,四月,ապրիլ
519,Mai::N,五月,մայիս
520,Juni::N,六月,հունիս
521,Juli::N,七月,հուլիս
522,August::N,八月,օգոստոս
523,September::N,九月,սեպտեմբեր
524,Oktober::N,十月,հոկտեմբեր
525,November::N,十一月,նոյեմբեր
526,Dezember::N,十二月,դեկտեմբեր
527,Montag::N,星期一,երկուշաբթի
528,Dienstag::N,星期二,երեքշաբթի
529,Mittwoch::N,星期三,չորեքշաբթի
530,Donnerstag::N,星期四,հինգշաբթի
531,Freitag::N,星期五,ուրբաթ
532,Samstag::N,星期六,շաբաթ
533,Sonntag::N,星期日,կիրակի
534,groß::A,大,մեծ
535,groß::A,大,խոշոր
536,klein::A,小,պստիկ
537,klein::A,小,փոքրիկ
538,lang::A,长,երկար
539,kurz::A,短,կարճ
540,breit::A,宽,լայն
541,schmal::A,细长的,նեղ
542,dicht::A,密,խիտ
543,dick[Gegenstand]::A,厚,հաստ
544,dünn::A,薄,բարակ
545,fein::A,细小,նուրբ
546,fest::A,固体,ամուր
547,fest::A,固体,պինդ
548,flach::A,平坦,տափակ
549,glatt::A,光滑,հարթ
550,hart::A,硬,կարծր
551,weich::A,软,մեղմ
552,weich::A,软,փափուկ
553,rund::A,圆,կլոր
554,spitz::A,尖,սրածայր
555,scharf::A,锋利,սուր
556,stumpf::A,钝,գուլ
557,schwer::A,重,ծանր
558,schön::A,美丽,սիրուն
559,schön::A,美丽,գեղեցիկ
560,heiß::A,烫,թեժ
561,warm::A,暖和,տաք
562,warm::A,暖和,ջերմ
563,kalt::A,冷,ցուրտ
564,kühl::A,凉,զով
565,frisch::A,新鲜,թարմ
566,feucht::A,潮湿,ղոնավ
567,nass::A,湿,թաց
568,trocken::A,干,ցամաք
569,voll::A,满,լի
570,voll::A,满,լիքը
571,leer::A,空,դատարկ
572,offen::A,敞开,բաց
573,geschlossen::A,关闭,գոց
574,sauber::A,干净,մաքուր
575,schmutzig::A,肮脏,կեղտոտ
576,roh::A,生,հում
577,reif::A,成熟,հասած
578,reif::A,成熟,հասուն
579,lecker::A,好吃,համեղ
580,süß::A,甜,անուշ
581,bitter::A,苦,կծու
582,sauer::A,酸,թթու
583,sauer::A,酸,թթված
584,hell::A,亮,պայծառ
585,hell::A,亮,խելամիտ
586,dunkel::A,阴暗,մութ
587,schwarz::A,黑,սեւ
588,weiß::A,白,սպիտակ
589,rot::A,红,կարմիր
590,gelb::A,黄,դեղին
591,blau::A,蓝,կապույտ
592,grün::A,绿,կանաչ
593,grau::A,灰色,գորշ
594,bunt::A,五彩,գոյնզգոյն
595,billig::A,便宜,էժան
596,teuer::A,贵,թանկ
597,wertvoll::A,贵重,թանկարժեք
598,blind::A,瞎,կույր
599,taub::A,聋,խուլ
600,kräftig::A,强壮,հզոր
601,stark::A,强壮,ուժեղ
602,schwach::A,弱,տկար
603,schwach::A,弱,թույլ
604,fett::A,胖,գեր
605,schlank::A,苗条,նիհար
606,hübsch::A,漂亮,գրավիչ
607,hübsch::A,漂亮,սիրունիկ
608,böse::A,邪恶,չար
609,dumm::A,笨,հիմար
610,faul::A,懒惰,ծույլ
611,fleißig::A,勤奋,ջանասեր
612,fleißig::A,勤奋,փութաջան
613,geizig::A,吝啬,ագահ
614,geizig::A,吝啬,կծծի
615,klug::A,聪明,խելոք
616,klug::A,聪明,ընդունակ
617,geschickt::A,灵巧,ճարտար
618,lieb::A,可爱,սիրելի
619,lustig::A,快乐,զվարթ
620,sanft::A,柔和,հեզ
621,hungrig::A,饥饿,քաղցած
622,krank::A,患病,հիվանդ
623,nackt::A,裸体,մերկ
624,traurig::A,悲哀,տխուր
625,lebendig::A,活,կենդանի
626,gut::A,好,լավ
627,schlecht::A,坏,վատ
628,richtig::A,正确,ձիշտ
629,schlimm::A,糟糕,լղրճուկ
630,wahr::A,真,ճիշտ
631,wahr::A,真,իրական
632,alt::A,旧,հին
633,neu::A,新,նոր
634,ehemalig::A,以前,նախկին
635,alt[Lebewesen]::A,老,ծեր
636,alt[Lebewesen]::A,老,պառավ
637,jung::A,年轻,մատաղ
638,arm::A,贫穷,աղքատ
639,reich::A,富裕,հարուստ
640,bekannt::A,出名,ծանոթ
641,berühmt::A,著名,հայտնի
642,berühmt::A,著名,հռչակավոր
643,fremd::A,陌生,օտար
644,verschieden::A,不同,տարբեր
645,nah::A,近,մոտ
646,nah::A,近,մերձ
647,fern::A,遥远,հեռավոր
648,linker::A,左,ձախ
649,rechter::A,右,աջ
650,anderer::A,别的,այլ
651,anderer::A,别的,ուրիշ
652,erster::A,第一,առաջին
653,zweiter::A,第二,երկրորդ
654,dritter::A,第三,երրորդ
655,letzter::A,最后,վերջին
656,allein::ADV,单独,միայնակ
657,auf einmal::ADV,同时,միասնաբար
658,zusammen::ADV,一起,միասին
659,zusammen::ADV,一起,իրար հետ
660,lange::ADV,许久,երկար ժամանակ
661,plötzlich::ADV,忽然,հանկարծ
662,sofort::ADV,立刻,իսկույն
663,später::ADV,以后,ավելի ուշ
664,später::ADV,以后,հետո
665,jetzt::ADV,现在,այժմ
666,heute::ADV,今天,այսօր
667,morgen::ADV,明天,վաղը
668,bald::ADV,即将,շուտով
669,dann::ADV,然后,ապա
670,dann::ADV,然后,հետո
671,gestern::ADV,昨天,երեկ
672,einst::ADV,曾经,հին ատեն
673,damals::ADV,当时,ատէնին
674,danach::ADV,随后,ապա
675,danach::ADV,随后,այն ժամանակ
676,vorher::ADV,事先,առաջ
677,zuerst::ADV,首先,նախ
678,einmal::ADV,一次,մի անգամ
679,manchmal::ADV,有时,երբեմն
680,oft::ADV,时常,հաճախ
681,immer::ADV,总是,միշտ
682,niemals::ADV,从未,երբեք
683,hier::ADV,这里,այստեղ
684,hierhin::ADV,到这里,այստեղ
685,von hier::ADV,由此,այդտեղից
686,dort::ADV,那里,այնտեղ
687,dorthin::ADV,到那里,այնտեղ
688,geradeaus::ADV,一直往前,ուղիղ
689,vorwärts::ADV,向前,առաջ
690,rückwärts::ADV,向后,դեպի ետ
691,zurück::ADV,退后,ետ
692,unten::ADV,下面,ներքեւում
693,hinab::ADV,向下,ներքեւ
694,oben::ADV,上面,վերեւում
695,hinauf::ADV,向上,վերեւ
696,überall::ADV,到处,ամենուր
697,nicht::ADV,不,չէ
698,ein wenig::ADV,一点儿,մի քիչ
699,kaum::ADV,几乎不,հազիվ
700,sehr::ADV,很,շատ
701,so::ADV,如此,այդպես
702,noch::ADV,还,դեռ
703,nur::ADV,只,միայն
704,schon::ADV,已经,արդեն
705,wieder::ADV,又,նորից
706,wieder::ADV,又,դարձյալ
707,vor::PRP,在...面前,դիմացը
708,hinter::PRP,在...背后,ետեւը
709,unter::PRP,在...下面,տակ
710,durch::PRP,穿过,միջով
711,neben::PRP,在...旁,քովը
712,zwischen::PRP,在...之间,միջեւ
713,wegen::PRP,由于,պատճառով
714,wegen::PRP,由于,շնորհից
715,dies::PRN,这,սա
716,dies::PRN,这,այս
717,das::PRN,那,դա
718,das::PRN,那,այդ
719,alles::PRN,一切,ամեն ինչ
720,ich::PRN,我,ես
721,du::PRN,你,դու
722,er::PRN,他,նա
723,wir::PRN,我们,մենք
724,ihr::PRN,你们,դուք
725,sie::PRN,她,նրանք
726,was::FPRN,什么,ինչ
727,wer::FPRN,谁,ով
728,wo::FADV,哪里,ուր
729,wo::FADV,哪里,որտեղ
730,wohin::FADV,去哪里,դեպի ուր
731,wie::FADV,怎么,ինչպես
732,warum::FADV,为什么,ինչու
733,wieviel::FNUM,多少,որչափ
734,eins::NUM,一,մեկ
735,zwei::NUM,二,երկու
736,drei::NUM,三,երեք
737,vier::NUM,四,չորս
738,fünf::NUM,五,հինգ
739,sechs::NUM,六,վեց
740,sieben::NUM,七,յոթ
741,acht::NUM,八,ութ
742,neun::NUM,九,ինը
743,zehn::NUM,十,տասը
744,elf::NUM,十一,տասնմեկ
745,zwölf::NUM,十二,տասներկու
746,zwanzig::NUM,二十,քսան
747,dreißig::NUM,三十,երեսուն
748,vierzig::NUM,四十,քառասուն
749,fünfzig::NUM,五十,հիսուն
750,sechzig::NUM,六十,վաթսուն
751,siebzig::NUM,七十,յոթանասուն
752,achtzig::NUM,八十,ութսուն
753,neunzig::NUM,九十,իննսուն
754,hundert::NUM,百,հարյուր
755,tausend::NUM,千,հազար
756,und::CNJ,和,ու
757,oder::CNJ,或者,կամ
758,stehen::V,站,կանգնել
759,sitzen::V,坐,նստել
760,liegen::V,躺着,ստել
761,hängen::V,挂着,կախվել
762,werden::V,成为,դառնալ
763,passieren::V,发生,պատահել
764,beginnen::V,开始,սկսվել
765,enden::V,终止,վերջանալ
766,wechseln::V,变迁,փոխվել
767,aufgehen[Sonne]::V,升起,բարձրանալ
768,aufgehen[Sonne]::V,升起,ելնել 
769,untergehen[Sonne]::V,下落,մտնել
770,scheinen[Sonne]::V,照射,շողալ
771,scheinen[Sonne]::V,照射,փայլել
772,donnern::V,打雷,որոտալ
773,wehen::V,飘扬,փչել
774,strömen::V,流,հոսել
775,fließen::V,流动,հոսել
776,sich drehen::V,转动,պտտվել
777,schwanken::V,摇摆,տատանվել
778,schwingen::V,摇,ճոճվել
779,fallen::V,坠落,ընկնել
780,brennen::V,燃烧,այրվել
781,rauchen::V,冒烟,ծխել
