,Concept_ID,ba,mdf
209,Dreck::N,батҡаҡ,ърда́з
210,Eisen::N,тимер,кшни
211,Gold::N,алтын,ока
212,Gold::N,алтын,золота
213,Silber::N,көмөш,сия́
214,Kohle::N,күмер,седь
215,Kohle::N,күмер,седьвальмя
216,Glas::N,быяла,кля́нцек
217,Lehm::N,балсыҡ,сёвонь
218,Sand::N,ҡом,шува́р
219,Mensch::N,кеше,ломань
220,Mann::N,ир,аля
221,Mann::N,ир,цёраломань
222,Frau::N,ҡатын,ава
223,Kind::N,бала,идь
224,Kind::N,бала,шаба
225,Junge::N,малай,цёраня
226,Mädchen::N,ҡыҙ,стирня́
227,Mädchen::N,ҡыҙыҡай,стирня́
228,Familie::N,ғаилә,тнал
229,Familie::N,ғаилә,семья
230,Großvater::N,олатай,атя
231,Großvater::N,олатай,щя́тя
232,Großmutter::N,әбәй,баба
233,Eltern::N,ата-әсә,тя́дят-а́лят
234,Vater::N,атай,аля
235,Mutter::N,әсә,ава
236,Mutter::N,әсә,тядя
237,Sohn::N,ул,цёра
238,Tochter::N,ҡыҙ,стирь
239,Bruder::N,агай,дуган
240,Bruder::N,агай,пяльне
241,Schwester::N,алай,ака
242,Schwester::N,алай,сазор
243,Schwester::N,һеңле,ака
244,Schwester::N,һеңле,сазор
245,Onkel::N,ағай,оця
246,Onkel::N,ағай,патя
247,Onkel::N,ағай,щеня́
248,Tante::N,апай,ака
249,Tante::N,апай,щака
250,Ehemann::N,ир,мирде
251,Ehefrau::N,ҡатын,ърьвя́
252,Freude::N,шатлыҡ,ке́нярдема
253,Freude::N,ҡыуаныс,ке́нярдема
254,Gelächter::N,көлөү,рахсема
255,Glück::N,бәхет,паваз
256,Kummer::N,ҡайғы,ризф
257,Kummer::N,ҡайғы,пичефкс
258,Wunsch::N,теләк,мяль
259,Wunsch::N,теләк,таколдома
260,Lust::N,әүәҫлек,таколдома
261,Geist::N,аң,вайме
262,Geist::N,рух,вайме
263,Gedanke::N,уй,мяль
264,Gedanke::N,фекер,мяль
265,Gedächtnis::N,хәтер,прявий
266,Verstand::N,аҡыл,прявий
267,Sinn::N,мәғәня,ён
268,Grund::N,сәбәп,туфта́л
269,Wahrheit::N,дөрөҫлөк,ви́де
270,Wahrheit::N,дөрөҫлөк,видеши́
271,Gespräch::N,әңгәмә,корхтама
272,Märchen::N,әкиәт,ёфкс
273,Erzählung::N,хикәйә,азкс
274,Nachricht::N,хәбәр,куля́
275,Neuigkeit::N,яңылыҡ,куля́
276,Name::N,исем,лем
277,Rätsel::N,йомаҡ,со́дама ёфкс
278,Rede::N,телмәр,вал
279,Rede::N,телмәр,корхтама
280,Sprache::N,тел,кяль
281,Sprache::N,телмәр,кяль
282,Stimme::N,тауыш,вайгяль
283,Wort::N,һүҙ,вал
284,Zeichen::N,билдә,тя́ште
285,Zeichen::N,билдә,тя́штькс
286,Ruf::N,саҡырыу,тердема
287,Lärm::N,шаулау,гайф
288,Lärm::N,шаулау,жалакодома
289,Laut::N,тауыш,вайгяль
290,Ton::N,яңғырау,вайгяль
291,Lied::N,йыр,мора
292,Ruhe::N,ял,сетьме
293,Ruhe::N,тыныслыҡ,сетьме
294,Leute::N,кешеләр,ломатть
295,Volk::N,халҡ,наро́д
296,Arbeit::N,эш,тев
297,Gast::N,ҡунаҡ,и́нжи
298,Gast::N,ҡунаҡ,ко́нак
299,Geschenk::N,бүләк,казне
300,Spiel::N,уйын,налхкома
301,Spiel::N,уйын,налхксема
302,Gesellschaft::N,йәмғиәт,кружок
303,Hilfe::N,ярҙам,лездома
304,Freund::N,дуҫ,я́лга
305,Kamerad::N,иптәш,я́лга
306,Angelegenheit::N,әш,тев
307,Anzahl::N,һан,лувкс
308,Art::N,төр,вид
309,Stück::N,киҫәк,пакш
310,Teil::N,өлөш,часть
311,Teil::N,өлөш,пялькс
312,Hälfte::N,ярты,пяле
313,Kreis::N,түңәрәк,шаркс
314,Kreuz::N,тәре,крёз
315,Linie::N,һыҙыҡ,межа
316,Linie::N,һыҙыҡ,китькс
317,Strich::N,һыҙат,межа
318,Abstand::N,ара,ётка
319,Entfernung::N,алыҫлыҡ,ётка
320,Gegend::N,урын,ва́ста
321,Gegend::N,урын,перьфпя́ль
322,Platz::N,арауыҡ,ва́ста
323,Ort::N,ерҙәр,ва́ста
324,Ort::N,урындар,ва́ста
325,Ort::N,эш урыны,ва́ста
326,Seite::N,яҡ,пяле
327,Mitte::N,урталыҡ,кучка́
328,Gegenstand::N,нәмә,веща
329,Sache::N,нәмә,тев
330,Sache::N,нәмә,веща
331,Sache::N,әйбер,тев
332,Sache::N,әйбер,веща
333,Rand::N,сит,пе
334,Kante::N,ҡабырға,и́рдез
335,Kante::N,ян,и́рдез
336,Ecke::N,мөйөш,ужа
337,Spitze::N,ос,пря
338,Ende::N,аҙаҡ,пе
339,Loch::N,тишек,варя
340,Winkel::N,мөйөш,ужа
341,Muster::N,биҙәк,сёрма
342,Größe::N,ҙурлыҡ,серь
343,Länge::N,оҙонлоҡ,кува́лма
344,Höhe::N,бейеклек,серь
345,Gewicht::N,үлсәү,сталма
346,Menge::N,һан,лувкс
347,Haufen::N,өйөм,мар
348,Reihe::N,рәт,ряд
349,Boot::N,кәмә,венеж
350,Ruder::N,ишкәк,миле
351,Schlitten::N,сана,ну́рда
352,Ski::N,саңгы,сокс
353,Lagerfeuer::N,костер,то́лмар
354,Last::N,ауырлыҡ,канкс
355,Last::N,ауырлыҡ,сталма
356,Gang::N,барыу,молема
357,Schritt::N,аҙым,аськолкс
358,Norden::N,төньяҡ,якшама шире
359,Süden::N,көньяҡ,ля́мбе ши́ре
360,Westen::N,көнбайыш,ши валгома шире
361,Osten::N,көнсығыш,шинь стяма шире
362,Holz::N,үағас,вирь
363,Holz::N,үағас,шуфта
364,Brett::N,таҡта,лавця
365,Platte::N,плита,плита́
366,Stütze::N,терәк,неже
367,Stange::N,кәртә,олга
368,Stock::N,таяҡ,байдек
369,Stab::N,ҡолға,олгоня
370,Rohr::N,торба,турама
371,Haus::N,өй,куд
372,Haus::N,йорт,куд
373,Heim::N,өй,куд
374,Ofen::N,мейес,пянакуд
375,Fußboden::N,енес,кия́кс
376,Tisch::N,өҫтәл,шра
377,Tisch::N,өҫтәл,моркш
378,Stuhl::N,ултырғыс,стул
379,Wiege::N,бишек,нюря́м
380,Bett::N,карауат,ацам
381,Regal::N,кәштә,лавцяланга
382,Kiste::N,йәшинк,парга
383,Fenster::N,тәҙрә,валмья
384,Tür::N,ишек,кенкш
385,Tor::N,ҡапҡа,ортат
386,Zaun::N,ҡойма,перяфкс
387,Dach::N,түбә,кудпря
388,Dach::N,ҡыйыҡ,кудпря
389,Leiter::N,баҫҡыс,куцема
390,Besen::N,һепертке,тяльме
391,Spaten::N,көрәк,ка́йме
392,Schaufel::N,көрәк,ко́поня
393,Schaufel::N,көрәк,ця́рдом
394,Gabel::N,сәнске,ця́нгоня
395,Löffel::N,ҡалаҡ,куцю
396,Messer::N,бысаҡ,пеель
397,Nagel::N,сөй,эска
398,Netz::N,ау,
399,Haken::N,ыргаҡ,кя́чказ
400,Griff::N,тотҡа,недь
401,Griff::N,тотҡа,кунда́мка
402,Schloss::N,йоҙаҡ,замо́к
403,Bild::N,картина,карти́на
404,Figur::N,һын,ронга-понда
405,Puppe::N,ҡурсаҡ,ня́ка
406,Beutel::N,тоҡ,кяскав
407,Bündel::N,төргәк,кярьме
408,Tasche::N,сумка,кошяльня
409,Eimer::N,биҙрә,ве́дарка
410,Deckel::N,ҡапҡас,тавадкс
411,Deckel::N,ҡапҡас,вельхкс
412,Geschirr::N,һауыт-һаба,кядьге
413,Sack::N,тоҡ,кяскав
414,Tasse::N,сынаяҡ,ша́ваня
415,Topf::N,кәстрүл,кавозь
416,Kessel::N,ҡаҙан,сргавозь
417,Essen::N,ашау,ярхцама
418,Nahrung::N,аҙыҡ,ярхцампяль
419,Speise::N,аш,ярхцама
420,Fleisch::N,ит,пал
421,Fleisch::N,ит,сиволь
422,Getreide::N,иген,сёра
423,Getreide::N,ашлыҡ,сёра
424,Brei::N,бутҡа,ям
425,Brot::N,икмәк,кши
426,Scheibe::N,телем,кочам
427,Fett::N,май,куя́
428,Butter::N,май,вай
429,Öl::N,май буяуы,вай
430,Salz::N,тоҙ,сал
431,Suppe::N,һурпа,шонгарям
432,Suppe::N,һурпа,коршампяль
433,Honig::N,бал,медь
434,Milch::N,һөт,лофца
435,Tee::N,сәй,чай
436,Leder::N,күн,кедь
437,Wolle::N,йөн,пона
438,Stoff::N,туҡыма,котф
439,Nadel::N,энә,салмокс
440,Faden::N,еп,сюре
441,Knopf::N,төймә,пуня
442,Knoten::N,төйөн,сюлма
443,Farbe::N,буяу,архтомбяль
444,Kleidung::N,кейем,щам
445,Hemd::N,күлдәк,па́нар
446,Kragen::N,яға,сиве
447,Ärmel::N,ең,ожа
448,Hose::N,салбар,понкст
449,Gürtel::N,ҡайыш,каркс
450,Mütze::N,бүрк,вазь
451,Schuh::N,туфли,башма́к
452,Stiefel::N,итек,кя́ме
453,Ring::N,йөҙөк,суркс
454,Ring::N,балдаҡ,суркс
455,Band::N,таҫма,керькс
456,Band::N,таҫма,лента
457,Kamm::N,тараҡ,сюрьхцем
458,Spiegel::N,көзгө,ванома
459,Riemen::N,ҡайыш,шнань каркс
460,Schnur::N,бау,пикс
461,Schnur::N,бау,карькскя
462,Leine::N,бау,вядьме
463,Decke::N,одеяд,вельхкс
464,Kissen::N,мендәр,тоду
465,Tuch::N,яулыҡ,руця́
466,Handtuch::N,таҫтамал,на́рдама
467,Kraft::N,көс,вий
468,Stärke::N,көс,вииши
469,Gesundheit::N,һаулыҡ,шумбраши́
470,Krankheit::N,сир,урма́
471,Krankheit::N,сир,сярядема
472,Krankheit::N,ауырыу,урма́
473,Krankheit::N,ауырыу,сярядема
474,Schmerz::N,һыҙлау,маряма
475,Schmerz::N,әрнеү,маряма
476,Wunde::N,йәрәхәт,керф
477,Fieber::N,тапма,маштыкс
478,Fieber::N,биҙгәк,маштыкс
479,Arznei::N,дарыу,надо́бья
480,Arznei::N,дарыу,пъчка́фтома
481,Brücke::N,күпер,седь
482,Brunnen::N,ҡоҙоҡ,эши
483,Weide::N,көтөүлек,ванома васта
484,Pfad::N,һуҡмаҡ,ян
485,Pfad::N,һуҡмаҡ,киня́
486,Weg::N,юл,ки
487,Straße::N,урам,ки
488,Dorf::N,ауыл,веле
489,Stadt::N,ҡала,ош
490,Brief::N,хат,сёрма
491,Buch::N,китап,книга
492,Buch::N,кенәгә,книга
493,Buchstabe::N,хәреф,бу́ква
494,Zeitung::N,гәзит,газе́та
495,Leben::N,йәшәү,эряф
496,Leben::N,йәшәү,эряма
497,Tod::N,үлем,кулома́
498,Grab::N,ҡәбер,калма
499,Kirche::N,сиркәү,це́рькав
500,Sünde::N,гөнаһ,пежеть
501,Sünde::N,гөнаһ,муворкс
502,Gott::N,алла,шкай
503,Gott::N,хоҙай,шкай
504,Arbeiter::N,эшсе,трудендай
505,Arbeiter::N,эшсе,работник
506,Chef::N,башлыҡ,азор
507,Chef::N,башлыҡ,оцюня
508,Meister::N,оҫта,мастяр
509,Arzt::N,врач,врач
510,Arzt::N,врач,доктор
511,Lehrer::N,уҡытыусы,учи́тель
512,Geld::N,аҡса,ярмакт
513,Geschäft::N,эш,ладяфкс
514,Geschäft::N,эш,ладяф тев
515,Laden::N,магазин,ла́вка
516,Preis::N,хаҡ,питне
517,Ware::N,тауар,миф
518,Ware::N,тауар,ра́маф
519,Nutzen::N,файҙа,пара
520,Nutzen::N,файҙа,лезкс
521,Reichtum::N,байлыҡ,ко́зяши
522,Welt::N,донъя,свет
523,Land::N,ил,мастор
524,Staat::N,дәүләт,государства
525,König::N,король,король
526,Macht::N,власть,азорондама
527,Macht::N,власть,азорксши
528,Grenze::N,сик,ёткаян
529,Krieg::N,һуғыш,война́
530,Feind::N,йылан,душман
531,Feind::N,йылан,каршек тюри
532,Gewalt::N,көслөк,наругама
533,Kampf::N,көрәш,тюрема́
534,Bogen[Waffe]::N,йәйә,нал
535,Pfeil::N,уҡ,нал
536,Gewehr::N,мылтыҡ,винто́вка
537,Fehler::N,хата,эльбядькс
538,Lüge::N,ялған,васькафнема
539,Schaden::N,зыян,зия́н
540,Schaden::N,зарар,зия́н
541,Unglück::N,ҡаза,зия́н
542,Schuld::N,ғәйеп,муворши
543,Alter::N,йәш,эряф кизот
544,Alter::N,йәш,эряфонь пинге
545,Schluss::N,һуң,пе
546,Schluss::N,аҙаҡ,пе
547,Zeit::N,мәл,пинге
548,Zeit::N,заман,пинге
549,Tag::N,көн,ши
550,Morgen::N,иртә,шобдава
551,Morgen::N,иртәнсәк,шобдава
552,Mittag::N,төш,шикучка
553,Abend::N,кис,иля́дь
554,Nacht::N,төн,ве
555,Woche::N,аҙна,недя́ля
556,Monat::N,ай,ков
557,Jahr::N,йыл,киза
558,Frühling::N,яҙ,тунда́
559,Sommer::N,йәй,киза
560,Herbst::N,көз,сёксе
561,Winter::N,ҡыш,тяла
562,Januar::N,ғинуар,кельмеков
563,Februar::N,февраль,уфайков
564,März::N,март,марайков
565,April::N,апрель,шудиков
566,Mai::N,май,панжиков
567,Juni::N,июнь,лямбеков
568,Juli::N,июль,псиков
569,August::N,август,сёроньков
570,September::N,сентябрь,тюжягов
571,Oktober::N,октябрь,кельмазаков
572,November::N,ноябрь,эйндамков
573,Dezember::N,декабрь,кучкаков
574,Montag::N,дүшәмбе,одговши
575,Dienstag::N,шишәмбе,ша́вши
576,Mittwoch::N,шаршамбы,вержи
577,Donnerstag::N,кесаҙна,шува́ланя
578,Freitag::N,йома,пя́денця
579,Samstag::N,шәмбе,ёткши
580,Sonntag::N,йәкшәмбе,таргоши
581,groß::A,ҙур,оцю
582,klein::A,бәләкәс,ёмла
583,lang::A,оҙон,кува́ка
584,kurz::A,ҡыҫҡа,нюрьхкя́ня
585,breit::A,киң,кели
586,schmal::A,тар,тяйня
587,dicht::A,йыш,сиде
588,dicht::A,йыш,туста
589,dicht::A,ҡуйы,сиде
590,dicht::A,ҡуйы,туста
591,dick[Gegenstand]::A,ҡалын,эчке
592,dünn::A,йоҡа,шува́ня
593,dünn::A,нәҙек,шува́ня
594,fein::A,нескә,шува́ня
595,fest::A,ныҡ,кеме
596,flach::A,яҫы,лапш
597,flach::A,ялпаҡ,лапш
598,glatt::A,шыма,вадяв
599,glatt::A,шыма,такор
600,hart::A,ҡаты,калгода
601,weich::A,йомшаҡ,ляпе
602,rund::A,түңәрәк,кру́глай
603,spitz::A,осло түбәле,ботаз
604,spitz::A,осло түбәле,оржа
605,scharf::A,үткер,оржа
606,stumpf::A,утмәҫ,ношка
607,schwer::A,ауыр,стака
608,schön::A,матур,мазы
609,heiß::A,эҫе,пси
610,warm::A,йылы,лямбе
611,kalt::A,һыуыҡ,кельме
612,kühl::A,һалҡынса,эше
613,frisch::A,һалҡынса,свежай
614,feucht::A,еүеш,летьке
615,feucht::A,дымлы,летьке
616,nass::A,еүеш,начка
617,trocken::A,кипкән,коське
618,voll::A,тулы,пяшксе
619,leer::A,буш,шава
620,offen::A,асыҡ,панжада
621,offen::A,асыҡ,виде
622,geschlossen::A,ябыҡ,пякстаф
623,geschlossen::A,ябыҡ,сёлгф
624,sauber::A,таҙа,ару
625,schmutzig::A,бысраҡ,рда́зу
626,schmutzig::A,бысраҡ,пя́ндра
627,roh::A,сей,верок
628,reif::A,өлгөрғән,ке́нерьф
629,lecker::A,тәмле,танцти
630,süß::A,тямле,ламбама
631,süß::A,тәм-том,ламбама
632,bitter::A,әсе,сяпи
633,sauer::A,әсе,шапама
634,hell::A,яҡты,валда
635,dunkel::A,ҡараңғы,шобда
636,schwarz::A,ҡара,равжа
637,weiß::A,аҡ,акша
638,rot::A,матур,якстерь
639,rot::A,һылыу,якстерь
640,rot::A,сибәр,якстерь
641,gelb::A,һары,тюжя́
642,blau::A,күк,сенем
643,grün::A,йәшел,пиже
644,grün::A,йәшел,сянгяря
645,grau::A,буҙ,уле
646,bunt::A,сыбар,сёрмав
647,bunt::A,ала-ҡола,сёрмав
648,billig::A,арзан,у́цез
649,billig::A,арзан,аф пи́тни
650,teuer::A,ҡыйбатлы,пи́тни
651,wertvoll::A,ҡиммәтле,питни
652,blind::A,һуҡыр,сокор
653,taub::A,һаңғырау,пярав
654,kräftig::A,көслө,пяк вии
655,kräftig::A,ҡеүәтле,пяк вии
656,stark::A,көслө,вии
657,stark::A,ҡеүәтле,вии
658,schwach::A,көсһөҙ,лафча
659,fett::A,һимеҙ,куя́
660,schlank::A,зифа,виде ронга
661,hübsch::A,матур,мазы
662,böse::A,асыулы,кяжи
663,dumm::A,иҫәр,аф ёню
664,dumm::A,иҫәр,шава пря
665,faul::A,иренсәк,нола
666,fleißig::A,тырыш,ку́лхцонды
667,geizig::A,һаран,кирьжя
668,geizig::A,һаран,жаднай
669,klug::A,аҡыллы,ёню
670,klug::A,аҡыллы,пря́ви
671,geschickt::A,оҫта,маштозь тиф
672,lieb::A,яғымлы,цебярь
673,lustig::A,күңелле,ра́хси
674,sanft::A,йыуаш,сетьме
675,hungrig::A,ас,вача
676,hungrig::A,ас,вачеда
677,krank::A,сирле,сяряди
678,krank::A,ауырыу,сяряди
679,nackt::A,яланғас,штада
680,nackt::A,яланғас,кърхтапа
681,traurig::A,яманһыу,ла́жнай
682,lebendig::A,тере,эряй
683,lebendig::A,йәнле,эряй
684,gut::A,яҡшы,пара
685,gut::A,яҡшы,цебярь
686,schlecht::A,хөрт,кальдяв
687,schlecht::A,алама,кальдяв
688,richtig::A,дөрөҫ,виде
689,schlimm::A,хөрт,кальдяв
690,schlimm::A,алама,кальдяв
691,wahr::A,дөрөҫ,афкуксонь
692,alt::A,иҫке,ташта
693,alt::A,боронғо,ташта
694,neu::A,яңы,од
695,ehemalig::A,элекке,и́нгольдень
696,alt[Lebewesen]::A,ҡарт,сире
697,jung::A,йәш,од
698,arm::A,фәҡир,а́шу
699,reich::A,бай,козя
700,bekannt::A,таныш,содаф
701,berühmt::A,атаҡлы,содавикс
702,berühmt::A,данлыҡлы,содавикс
703,fremd::A,ят,лия
704,fremd::A,ят,аф содаф
705,fremd::A,сит,лия
706,fremd::A,сит,аф содаф
707,verschieden::A,төрлө,аф фкя ла́цонь
708,nah::A,яҡын,мала
709,nah::A,яҡын,аф ичкоздень
710,fern::A,алыҫ,и́чкоздень
711,fern::A,алыҫ,куна́рдонь
712,fern::A,йыраҡ,и́чкоздень
713,fern::A,йыраҡ,куна́рдонь
714,linker::A,һул,кержи
715,rechter::A,уң,види
716,anderer::A,бутән,лия
717,erster::A,тәүге,васенце
718,zweiter::A,икенсе,омбоце
719,dritter::A,өсөнсө,колмоце
720,letzter::A,һуңғы,ме́кольце
721,allein::ADV,бер үҙе,ськамонза
722,allein::ADV,яңғыҙ,ськамонза
723,auf einmal::ADV,бер юлы,вихцок
724,zusammen::ADV,бергә,марс
725,zusammen::ADV,бергә,ма́рса
726,lange::ADV,оҙаҡ,кува́тьс
727,plötzlich::ADV,ҡапыл,а́пак учт
728,sofort::ADV,шунда уҡ,тяникиге
729,später::ADV,һуңыраҡ,ме́ле
730,jetzt::ADV,хәҙер,тяни
731,heute::ADV,бөгөн,тячи
732,morgen::ADV,иртәгә,ва́нды
733,bald::ADV,тиҙҙән,курок
734,dann::ADV,һуңынан,меле
735,dann::ADV,һуңынан,сяда меле
736,gestern::ADV,кисә,ися́к
737,einst::ADV,ҡасандыр,весть
738,einst::ADV,ҡасандыр,мзя́рда-бди
739,einst::ADV,бер баҡыт,весть
740,einst::ADV,бер баҡыт,мзя́рда-бди
741,damals::ADV,ул саҡта,эста
742,danach::ADV,һуңынан,меле
743,vorher::ADV,элек,инголи
744,zuerst::ADV,башта,ва́сенда
745,einmal::ADV,бер,весть
746,manchmal::ADV,ҡайһы берҙә,лия́ста
