,Concept_ID,udm,av
331,Ort::N,инты,бакӏ
332,Ort::N,места,бакӏ
333,Seite::N,пал,рахъ
334,Mitte::N,шор,бакьулъбакӏ
335,Gegenstand::N,арбери,жо
336,Sache::N,котыр,жо
337,Rand::N,дур,мицӏир
338,Rand::N,шаер,мицӏир
339,Kante::N,дур,рагӏал
340,Kante::N,дур,рагӏа-ракьан
341,Ecke::N,сэрег,цили
342,Spitze::N,йыл,тӏогь
343,Ende::N,пум,кӏал
344,Loch::N,пась,каратӏ
345,Winkel::N,сэрег,
346,Muster::N,пужы,накъиш
347,Größe::N,быдӟала,кӏодо́лъи
348,Länge::N,кузьдала,халалъи
349,Höhe::N,ӝуждала,борхалъи
350,Gewicht::N,сектала,бакӏлъи
351,Gewicht::N,секытлык,бакӏлъи
352,Menge::N,лыд,
353,Menge::N,лыдпус,
354,Haufen::N,люк,гъуни
355,Reihe::N,чур,ирга́
356,Boot::N,пыж,раса
357,Boot::N,лодка,раса
358,Ruder::N,полыс,раххан
359,Schlitten::N,додьы,чанагъ
360,Ski::N,куас,лыжаби
361,Lagerfeuer::N,тылскем,цӏа
362,Last::N,секыт,бакӏлъи
363,Gang::N,ветлон,хьвади
364,Gang::N,ветлон,хьвада-чӏвади
365,Schritt::N,вамыш,гали
366,Norden::N,уйпал,шимал
367,Süden::N,лымшор,юг
368,Süden::N,лымшор,къибла
369,Westen::N,шунды пуксён,гъарб
370,Westen::N,шунды пуксён,магъриб
371,Osten::N,шунды ӝужан,шаркъ
372,Osten::N,шунды ӝужан,машрикъ
373,Holz::N,пу,цӏул
374,Brett::N,пул,хъарщи
375,Platte::N,плита,къоно
376,Stütze::N,пыкет,
377,Stange::N,пуӵ,гӏер
378,Stock::N,боды,тӏил
379,Stab::N,пуӵ,гӏер
380,Stab::N,боды,гӏер
381,Rohr::N,труба,турба
382,Haus::N,юрт,ригь
383,Haus::N,юрт,рукъзал
384,Heim::N,корка,рукъ
385,Ofen::N,гур,печь
386,Fußboden::N,выж,чӏабар
387,Tisch::N,ӝӧк,стол
388,Stuhl::N,пукон,бакӏу
389,Wiege::N,кӧкы,кини
390,Wiege::N,зыбка,кини
391,Bett::N,валес,кровать
392,Regal::N,ӝажы,хъарщи
393,Kiste::N,ящик,ящик
394,Kiste::N,ящик,тӏалагъуд
395,Fenster::N,укно,гордо
396,Fenster::N,косяк,гордо
397,Tür::N,ӧс,нуцӏа
398,Tor::N,ӟезьы,каву
399,Zaun::N,забор,раци
400,Dach::N,липет,тӏох
401,Leiter::N,падӟа,мали
402,Besen::N,ӵужон,жул
403,Besen::N,исьнер,жул
404,Spaten::N,лопатка,бел
405,Schaufel::N,ютырон,раххан
406,Gabel::N,тэчы,гӏучӏ
407,Gabel::N,вилка,гӏучӏ
408,Löffel::N,пуньы,гъуд
409,Messer::N,пурт,нус
410,Nagel::N,кортӵог,магӏ
411,Netz::N,сеть,гьин
412,Haken::N,курик,гъанцӏа
413,Griff::N,ныд,гӏоркь
414,Schloss::N,тунгон,кӏулал
415,Bild::N,суред,сурат
416,Figur::N,фигура,
417,Puppe::N,мунё,нани
418,Beutel::N,пуйы,таргьа
419,Bündel::N,керттэт,къай
420,Tasche::N,пуйы,сумка
421,Tasche::N,пуйы,къвачӏа
422,Tasche::N,сумка,сумка
423,Tasche::N,сумка,къвачӏа
424,Eimer::N,ведра,ведро
425,Deckel::N,ӵоксэт,тӏалъел
426,Deckel::N,ӵоксэт,дадитӏалъел
427,Geschirr::N,тусьты-пуньы,цӏарагӏ
428,Sack::N,пуйы,хъап
429,Sack::N,пуйы,къандалъо
430,Tasse::N,ӵаша,чашка
431,Topf::N,миска,хьаг
432,Kessel::N,пурты,хьаг
433,Kessel::N,пурты,гереги
434,Essen::N,сиськон,тӏагӏам
435,Nahrung::N,сион,квен
436,Speise::N,сиён,квен
437,Fleisch::N,сӥль,гьан
438,Getreide::N,ю тысь,бугӏа-ролъ
439,Getreide::N,ю тысь,могьолабл_культураби
440,Brei::N,ӝук,карщ
441,Brot::N,нянь,чед
442,Scheibe::N,шорем,мочӏу
443,Fett::N,кӧй,беэнлъи
444,Butter::N,вӧй,нах
445,Öl::N,вӧй,нах
446,Salz::N,сылал,цӏам
447,Suppe::N,шыд,чурпа
448,Honig::N,чечы,гьоцӏо
449,Milch::N,йӧл,рахь
450,Tee::N,чай,чай
451,Leder::N,сурон,тӏом
452,Wolle::N,гон,квас
453,Wolle::N,ыжгон,квас
454,Stoff::N,куэм,ххам
455,Nadel::N,вень,рокӏкӏен
456,Faden::N,сӥньыс,кун
457,Knopf::N,бирды,маргъал
458,Knoten::N,герд,гарацӏ
459,Farbe::N,буёл,релъен
460,Kleidung::N,дӥсь,ретӏел
461,Hemd::N,дэрем,гурде
462,Kragen::N,сирес,габур
463,Ärmel::N,саес,къвал
464,Hose::N,брюки,тӏажу
465,Hose::N,штань,тӏажу
466,Gürtel::N,кускерттон,рачел
467,Mütze::N,ызьы,тӏагъур
468,Schuh::N,ботинка,
469,Stiefel::N,сапег,этек
470,Stiefel::N,сапег,чакма
471,Ring::N,зундэс,баргъич
472,Band::N,лента,лента
473,Kamm::N,сын,гьоркьо
474,Spiegel::N,синучкон,матӏу
475,Riemen::N,е,рижу
476,Schnur::N,гозы,
477,Leine::N,думет,
478,Decke::N,шобрет,одея́ло
479,Kissen::N,миндэр,къандалъо
480,Tuch::N,кышет,квархьи
481,Handtuch::N,ӵушкон,беркӏалрацӏцӏ
482,Kraft::N,кать,гуч
483,Kraft::N,кать,къуват
484,Kraft::N,ӟигар,гуч
485,Kraft::N,ӟигар,къуват
486,Stärke::N,юнлык,хӏалкӏвей
487,Gesundheit::N,тазалык,сахлъи́
488,Krankheit::N,висён,унти
489,Krankheit::N,висён,щокълъи
490,Schmerz::N,висён,унти
491,Wunde::N,яра,ругъун
492,Fieber::N,кезег,цӏа-кан
493,Arznei::N,эмъюм,дару
494,Brücke::N,выж,кьо
495,Brunnen::N,колдэч,гъуй
496,Weide::N,возь,рицӏцӏ
497,Weide::N,возь,лъичӏирма
498,Weide::N,возь,гӏурдаллъи
499,Weide::N,возь,ри́цӏигъветӏ
500,Weide::N,возь,рицӏцӏигъветӏ
501,Pfad::N,сюрес,сухъмахъ
502,Weg::N,сюрес,нух
503,Straße::N,сюрес,нух
504,Dorf::N,гурт,росу
505,Stadt::N,кар,шагьар
506,Stadt::N,город,шагьар
507,Brief::N,гожтэт,кагъат
508,Brief::N,гожтэт,рисалат
509,Buch::N,книга,тӏехь
510,Buchstabe::N,буква,хӏарп
511,Zeitung::N,газет,газет
512,Leben::N,улон,яшав
513,Tod::N,кулон,хвел
514,Grab::N,шайгу,хоб
515,Kirche::N,черк,килиса
516,Sünde::N,сьӧлык,хӏакъ
517,Sünde::N,сьӧлык,мунагь
518,Gott::N,ӥнмар,бичас
519,Gott::N,ӥнмар,аллагь
520,Arbeiter::N,рабочий,хӏалтӏухъан
521,Chef::N,начальник,хӏаким
522,Chef::N,начальник,начальник
523,Meister::N,кибашлы,устар
524,Meister::N,кибашлы,мастер
525,Meister::N,кибашлы,махщалилав
526,Arzt::N,врач,жайрахӏ
527,Lehrer::N,дышетӥсь,мугӏалим
528,Geld::N,уксё,гӏарац
529,Geld::N,коньдон,гӏарац
530,Geschäft::N,уж,
531,Laden::N,магазин,тукен
532,Preis::N,дун,багьа
533,Ware::N,вуз,къайи
534,Nutzen::N,пайда,мунпагӏат
535,Reichtum::N,узырлык,бечелъи
536,Welt::N,дунне,дуниял
537,Land::N,шаер,улка
538,Land::N,шаер,икълим
539,Staat::N,кун,пачалихъ
540,König::N,эксэй,пача
541,König::N,эксэй,малик
542,König::N,эксэй,къирал
543,König::N,эксэй,падишагь
544,Macht::N,власть,кверщел
545,Grenze::N,кунгож,гӏорхъи
546,Krieg::N,ож,рагъ
547,Feind::N,тушмон,тушман
548,Gewalt::N,эриктэман,зулму
549,Kampf::N,нюръяськон,къеркьей
550,Bogen[Waffe]::N,пукыӵ,газаргъо
551,Pfeil::N,пукыӵ вень,чӏор
552,Gewehr::N,пыӵал,туманкӏ
553,Fehler::N,янгыш,гъалатӏ
554,Lüge::N,пӧян,гьереси
555,Lüge::N,алдан,гьереси
556,Lüge::N,ӧрекчан,гьереси
557,Schaden::N,изъян,зиян
558,Schaden::N,изъян,зарал
559,Unglück::N,куректон,балагь
560,Unglück::N,шудтэме усён,балагь
561,Schuld::N,янгыш,гӏайиб
562,Alter::N,арлыд,гӏумру
563,Schluss::N,пум,ахир
564,Zeit::N,дыр,заман
565,Tag::N,нунал,къо
566,Morgen::N,ӵукна,радалмех
567,Mittag::N,лымшор,къадемех
568,Abend::N,ӝыт,релъедамех
569,Abend::N,акшан,релъедамех
570,Nacht::N,уй,сордо
571,Woche::N,арня,анкь
572,Monat::N,толэзь,моцӏ
573,Jahr::N,ар,сон
574,Jahr::N,ар,лъагӏел
575,Frühling::N,тулыс,их
576,Sommer::N,гужем,рии
577,Herbst::N,сӥзьыл,хасалихълъи
578,Winter::N,тол,кьин
579,Januar::N,выльартолэзь,январь
580,Februar::N,тулыспал,февра́ль
581,März::N,южтолэзь,март
582,April::N,оштолэзь,апрель
583,Mai::N,куартолэзь,май
584,Juni::N,вожотолэзь,июнь
585,Juli::N,пӧсьтолэзь,июль
586,August::N,гудырикошкон,август
587,September::N,куарусён,сентябрь
588,Oktober::N,выльӝуктолэзь,октябрь
589,November::N,шуркынмон,ноябрь
590,Dezember::N,толсур,декабрь
591,Montag::N,вордӥськон,итни
592,Dienstag::N,вторник,талат
593,Mittwoch::N,вирнунал,арбагӏ
594,Donnerstag::N,покчиарня,хамиз
595,Freitag::N,удмуртарня,рузман
596,Samstag::N,кӧснунал,щамат
597,Sonntag::N,арня,гьатӏан
598,groß::A,бадӟым,кӏудияб
599,klein::A,пичи,гьитӏинаб
600,lang::A,кузь,халатаб
601,kurz::A,вакчи,къокъаб
602,breit::A,паськыт,гӏебаб
603,schmal::A,сюлэг,къваридаб
604,dicht::A,ӵем,ризаб
605,dick[Gegenstand]::A,зӧк,бицатаб
606,dünn::A,векчи,тӏеренаб
607,fein::A,векчи,тӏеренаб
608,fest::A,юн,къвакӏараб
609,fest::A,чурыт,къвакӏараб
610,flach::A,ӵошкыт,чӏепараб
611,glatt::A,гылыт,цӏвакараб
612,glatt::A,вольыт,цӏвакараб
613,hart::A,чурыт,кьварараб
614,weich::A,небыт,тамахаб
615,rund::A,котырес,гургинаб
616,spitz::A,йылсо,бегӏераб
617,scharf::A,лэчыт,рекӏараб
618,stumpf::A,ныж,тӏехӏараб
619,stumpf::A,ныж,рекӏинчӏеб
620,schwer::A,секыт,бакӏаб
621,schön::A,чебер,берцинаб
622,heiß::A,пӧсь,лагьараб
623,warm::A,шуныт,хинаб
624,kalt::A,кезьыт,квачараб
625,kühl::A,юзмыт,квачараб
626,kühl::A,салкым,квачараб
627,frisch::A,выль,цӏияб
628,feucht::A,мускыт,рагьараб
629,nass::A,котмем,би́ччараб
630,trocken::A,кӧс,бакъвараб
631,voll::A,тыр,
632,leer::A,буш,чӏобогояб
633,leer::A,тырттэм,чӏобогояб
634,offen::A,усьтэм,рагьараб
635,geschlossen::A,ӵогам,рахараб-къараб
636,geschlossen::A,пунням,рахараб-къараб
637,sauber::A,ӝикыт,бацӏцӏадаб
638,sauber::A,чылкыт,бацӏцӏадаб
639,schmutzig::A,нӧд,гъизараб
640,roh::A,ыль,хамаб
641,roh::A,ыль,гӏатӏгояб
642,reif::A,вуэм,барщараб
643,lecker::A,ческыт,тӏагӏамаб
644,süß::A,ческыт,гьуинаб
645,bitter::A,курыт,кьогӏаб
646,sauer::A,чырс,цӏекӏаб
647,hell::A,югыт,канаб
648,dunkel::A,пеймыт,бецӏаб
649,schwarz::A,сьӧд,чӏегӏераб
650,weiß::A,тӧдьы,хъахӏаб
651,rot::A,горд,багӏараб
652,gelb::A,ӵуж,гӏобилаб
653,gelb::A,ӵуж,тӏогьилаб
654,blau::A,лыз,хъахӏилаб
655,grün::A,вож,гӏурччинаб
656,grau::A,пурысь,накӏкӏуяб
657,bunt::A,куӵо,къвекӏаб
658,bunt::A,куӵо,чара-гъараб
659,billig::A,дунтэм,учузаб
660,teuer::A,дуно,хири́яб
661,wertvoll::A,дуно,къиматаб
662,blind::A,сукыр,беццаб
663,blind::A,синтэм,беццаб
664,taub::A,пельтэм,гъугъаб
665,kräftig::A,кужмо,гучаб
666,stark::A,юн,къуватаб
667,stark::A,кужмо,къуватаб
668,schwach::A,ляб,гӏажизаб
669,schwach::A,начар,гӏажизаб
670,fett::A,кӧй,кьарияб
671,schlank::A,веськыт,чергесаб
672,schlank::A,веськрес,чергесаб
673,hübsch::A,чебер,гьайбатаб
674,hübsch::A,синмаськымон,гьайбатаб
675,böse::A,лек,ракӏквешаб
676,dumm::A,шузи,гьагаб
677,dumm::A,шузи,гӏантаб
678,dumm::A,визьтэм,гьагаб
679,dumm::A,визьтэм,гӏантаб
680,faul::A,азьтэм,кӏохӏалаб
681,faul::A,азьтэм,кӏухӏа́лаб
682,fleißig::A,сюлмо,хӏаракатаб
683,geizig::A,сук,къарумаб
684,klug::A,визьмо,лумияб
685,geschickt::A,усто,махщел бугев
686,geschickt::A,быгатӥсь,махщел бугев
687,lieb::A,мусо,гӏазизаб
688,lustig::A,шулдыр,кепаб
689,sanft::A,мусо,хӏалимаб
690,sanft::A,мусо,хӏере́наб
691,sanft::A,эрке,хӏалимаб
692,sanft::A,эрке,хӏере́наб
693,hungrig::A,сютэм,бакъараб
694,krank::A,висись,щокъаб
695,krank::A,висись,унтараб
696,nackt::A,гольык,гӏицӏаб
697,nackt::A,гольык,чӏанкӏараб
698,traurig::A,мӧзмыт,пашманаб
699,lebendig::A,улэп,чӏагояб
700,gut::A,ӟеч,лъикӏаб
701,gut::A,умой,лъикӏаб
702,schlecht::A,урод,къадараб
703,schlecht::A,алама,къадараб
704,richtig::A,шонер,битӏараб
705,schlimm::A,алама,нажасаб
706,schlimm::A,алама,къабихӏаб
707,wahr::A,зэмос,хӏакъаб
708,wahr::A,зэмос,битӏараб
709,alt::A,вуж,басрияб
710,neu::A,выль,цӏияб
711,ehemalig::A,азьвылэз,цебе́госеб
712,alt[Lebewesen]::A,пересь,хераб
713,jung::A,егит,тӏинчӏаб
714,jung::A,егит,гӏолохъанаб
715,jung::A,пинал,тӏинчӏаб
716,jung::A,пинал,гӏолохъанаб
717,arm::A,начар,пакъираб
718,arm::A,куанер,пакъираб
719,reich::A,узыр,бечедаб
720,bekannt::A,тодмо,лъалеб
721,berühmt::A,дано,машгьураб
722,fremd::A,ят,чияр
723,verschieden::A,пӧртэм,батӏи-батӏияб
724,nah::A,матысь,гӏагарда бугеб
725,fern::A,кыдёкысь,рикӏкӏадаб
726,linker::A,паллян,квегӏаб
727,rechter::A,бур,кваранаб
728,rechter::A,бурпал,кваранаб
729,anderer::A,мукет,батӏияб
730,erster::A,нырысетӥез,тӏоцебесеб
731,zweiter::A,кыктэтӥез,кӏиабилеб
732,dritter::A,кунньметӥез,лъабабилеб
733,letzter::A,берло,ахирисеб
734,letzter::A,берпум,ахирисеб
735,allein::ADV,огназ,ялгъузго
736,auf einmal::ADV,огдыре,цихӏинтӏаго
737,zusammen::ADV,ӵош,цойида
738,zusammen::ADV,валче,цойида
739,lange::ADV,кема,
740,plötzlich::ADV,мапламтэ шорысь,цойидасанго
741,sofort::ADV,али ик,гьебсагӏат
