,Concept_ID,en,mdf
92,Frost::N,frost,ке́льме
93,Kälte::N,chill,якшама
94,Hitze::N,heat,пси
95,Raureif::N,hoarfrost,леш
96,Regenbogen::N,rainbow,а́тямъёнга
97,Donner::N,thunder,атям
98,Strömung::N,current,шудема́
99,Tropfen::N,drop,путькс
100,Tropfen::N,drop,пътняфкс
101,Schaum::N,foam,шов
102,Schmutz::N,dirt,ърда́з
103,See::N,lake,эрьхке
104,Sumpf::N,swamp,шяй
105,Moor::N,moor,шяй
106,Wiese::N,meadow,луга
107,Wald::N,forest,вирь
108,Hügel::N,hill,губо́р
109,Hügel::N,hill,пандоня
110,Anhöhe::N,elevation,губо́р
111,Berg::N,mountain,панда
112,Gipfel::N,summit,пря
113,Höhle::N,cave,у́нда
114,Abhang::N,slope,па́нда ша́ма
115,Quelle::N,source,эшиня
116,Bach::N,brook,шудерькс
117,Fluss::N,river,ляй
118,Ufer::N,shore,търва́
119,Küste::N,coast,ляйтърва́
120,Festland::N,land,мода
121,Meer::N,sea,моря
122,Bucht::N,cove,ведьуське
123,Insel::N,island,цёнга
124,Blume::N,flower,панчф
125,Gras::N,grass,тише
126,Wurzel::N,root,юр
127,Wurzel::N,root,ункс
128,Baum::N,tree,шуфта
129,Stamm::N,trunk,ро́нга
130,Rinde::N,bark,кер
131,Ast::N,limb,морга
132,Zweig::N,branch,тарад
133,Blatt::N,leaf,лопа
134,Birke::N,birch,ке́лу
135,Kiefer[Baum]::N,pine,пиче
136,Weide[Baum]::N,willow,каль
137,Tanne::N,fir,куз
138,Horn::N,horn,сюра
139,Feder::N,feather,толга
140,Fell::N,fur,кедь
141,Flügel::N,wing,паця
142,Klaue::N,claw,кенже
143,Kralle::N,claw,кенже
144,Schwanz::N,tail,пула
145,Ei::N,egg,ал
146,Nest::N,nest,пиза
147,Bau::N,lair,пиза
148,Tier::N,animal,жува́та
149,Herde::N,flock,нал
150,Herde::N,flock,стада
151,Kuh::N,cow,скал
152,Kuh::N,cow,тракс
153,Bulle::N,bull,бука
154,Pferd::N,horse,лишме
155,Schaf::N,sheep,уча́
156,Schwein::N,pig,тува
157,Hund::N,dog,пине
158,Katze::N,cat,катоня
159,Katze::N,cat,аваката
160,Bär::N,bear,офта
161,Eichhörnchen::N,squirrel,ур
162,Elch::N,elk,ся́рда
163,Fuchs::N,fox,келазь
164,Hase::N,hare,ну́мол
165,Maus::N,mouse,шеер
166,Wolf::N,wolf,върьгаз
167,Vogel::N,bird,нармонь
168,Schwarm::N,swarm,ко́вол
169,Schwarm::N,swarm,ме́швеле
170,Huhn::N,chicken,сараз
171,Hahn::N,cock,а́тякш
172,Gans::N,goose,маци
173,Adler::N,eagle,куцькан
174,Ente::N,duck,яксярга
175,Eule::N,owl,ко́рож
176,Kranich::N,crane,ка́рга
177,Krähe::N,crow,ва́рси
178,Kuckuck::N,cuckoo,ку́ку
179,Schwan::N,swan,ло́ксти
180,Fisch::N,fish,кал
181,Barsch::N,perch,о́кунь
182,Hecht::N,pike,щу́ка
183,Schlange[Tier]::N,snake,куй
184,Wurm::N,worm,сукс
185,Spinne::N,spider,унжа́
186,Ameise::N,ant,панжам
187,Laus::N,louse,си
188,Mücke::N,midge,ся́ське
189,Fliege::N,fly,кару
190,Schmetterling::N,butterfly,ме́лав
191,Beere::N,berry,и́мож
192,Apfel::N,apple,марь
193,Pilz::N,mushroom,панга
194,Zwiebel::N,onion,шурьхкя́
195,Saat::N,seed,видьмот
196,Korn::N,grain,сёра
197,Heu::N,hay,тише
198,Schale::N,husk,кедь
199,Grube::N,pit,лотка
200,Falle::N,trap,туфкс
201,Falle::N,trap,кунда́ма
202,Schlinge::N,noose,килькш
203,Spur::N,track,пильгоки́
204,Asche::N,ashes,кулу
205,Dreck::N,filth,ърда́з
206,Eisen::N,iron,кшни
207,Gold::N,gold,ока
208,Gold::N,gold,золота
209,Silber::N,silver,сия́
210,Kohle::N,coal,седь
211,Kohle::N,coal,седьвальмя
212,Glas::N,glass,кля́нцек
213,Lehm::N,clay,сёвонь
214,Sand::N,sand,шува́р
215,Mensch::N,human,ломань
216,Mann::N,man,аля
217,Mann::N,man,цёраломань
218,Frau::N,woman,ава
219,Kind::N,child,идь
220,Kind::N,child,шаба
221,Junge::N,boy,цёраня
222,Mädchen::N,girl,стирня́
223,Familie::N,family,тнал
224,Familie::N,family,семья
225,Großvater::N,grandfather,атя
226,Großvater::N,grandfather,щя́тя
227,Großmutter::N,grandmother,баба
228,Eltern::N,parents,тя́дят-а́лят
229,Vater::N,father,аля
230,Mutter::N,mother,ава
231,Mutter::N,mother,тядя
232,Sohn::N,son,цёра
233,Tochter::N,daughter,стирь
234,Bruder::N,brother,дуган
235,Bruder::N,brother,пяльне
236,Schwester::N,sister,ака
237,Schwester::N,sister,сазор
238,Onkel::N,uncle,оця
239,Onkel::N,uncle,патя
240,Onkel::N,uncle,щеня́
241,Tante::N,aunt,ака
242,Tante::N,aunt,щака
243,Ehemann::N,husband,мирде
244,Ehefrau::N,wife,ърьвя́
245,Freude::N,joy,ке́нярдема
246,Gelächter::N,laughter,рахсема
247,Glück::N,happiness,паваз
248,Kummer::N,grief,ризф
249,Kummer::N,grief,пичефкс
250,Wunsch::N,wish,мяль
251,Wunsch::N,wish,таколдома
252,Lust::N,desire,таколдома
253,Geist::N,spirit,вайме
254,Gedanke::N,thought,мяль
255,Gedächtnis::N,memory,прявий
256,Verstand::N,mind,прявий
257,Sinn::N,meaning,ён
258,Grund::N,reason,туфта́л
259,Wahrheit::N,truth,ви́де
260,Wahrheit::N,truth,видеши́
261,Gespräch::N,talk,корхтама
262,Märchen::N,fairy tale,ёфкс
263,Erzählung::N,story,азкс
264,Nachricht::N,message,куля́
265,Neuigkeit::N,news,куля́
266,Name::N,name,лем
267,Rätsel::N,puzzle,со́дама ёфкс
268,Rede::N,speech,вал
269,Rede::N,speech,корхтама
270,Sprache::N,language,кяль
271,Stimme::N,voice,вайгяль
272,Wort::N,word,вал
273,Zeichen::N,sign,тя́ште
274,Zeichen::N,sign,тя́штькс
275,Ruf::N,call,тердема
276,Lärm::N,noise,гайф
277,Lärm::N,noise,жалакодома
278,Laut::N,sound,вайгяль
279,Ton::N,tone,вайгяль
280,Lied::N,song,мора
281,Ruhe::N,calm,сетьме
282,Leute::N,people,ломатть
283,Volk::N,nation,наро́д
284,Arbeit::N,work,тев
285,Gast::N,guest,и́нжи
286,Gast::N,guest,ко́нак
287,Geschenk::N,gift,казне
288,Spiel::N,game,налхкома
289,Spiel::N,game,налхксема
290,Gesellschaft::N,company,кружок
291,Hilfe::N,help,лездома
292,Freund::N,friend,я́лга
293,Kamerad::N,companion,я́лга
294,Angelegenheit::N,matter,тев
295,Anzahl::N,count,лувкс
296,Art::N,sort,вид
297,Stück::N,piece,пакш
298,Teil::N,part,часть
299,Teil::N,part,пялькс
300,Hälfte::N,half,пяле
301,Kreis::N,circle,шаркс
302,Kreuz::N,cross,крёз
303,Linie::N,line,межа
304,Linie::N,line,китькс
305,Strich::N,stroke,межа
306,Abstand::N,gap,ётка
307,Entfernung::N,distance,ётка
308,Gegend::N,area,ва́ста
309,Gegend::N,area,перьфпя́ль
310,Platz::N,space,ва́ста
311,Ort::N,place,ва́ста
312,Seite::N,side,пяле
313,Mitte::N,middle,кучка́
314,Gegenstand::N,item,веща
315,Sache::N,thing,тев
316,Sache::N,thing,веща
317,Rand::N,fringe,пе
318,Kante::N,edge,и́рдез
319,Ecke::N,corner,ужа
320,Spitze::N,tip,пря
321,Ende::N,end,пе
322,Loch::N,hole,варя
323,Winkel::N,angle,ужа
324,Muster::N,pattern,сёрма
325,Größe::N,size,серь
326,Länge::N,length,кува́лма
327,Höhe::N,height,серь
328,Gewicht::N,weight,сталма
329,Menge::N,amount,лувкс
330,Haufen::N,heap,мар
331,Reihe::N,row,ряд
332,Boot::N,boat,венеж
333,Ruder::N,oar,миле
334,Schlitten::N,sleigh,ну́рда
335,Ski::N,ski,сокс
336,Lagerfeuer::N,campfire,то́лмар
337,Last::N,load,канкс
338,Last::N,load,сталма
339,Gang::N,walk,молема
340,Schritt::N,step,аськолкс
341,Norden::N,north,якшама шире
342,Süden::N,south,ля́мбе ши́ре
343,Westen::N,west,ши валгома шире
344,Osten::N,east,шинь стяма шире
345,Holz::N,wood,вирь
346,Holz::N,wood,шуфта
347,Brett::N,board,лавця
348,Platte::N,slab,плита́
349,Stütze::N,bracket,неже
350,Stange::N,pole,олга
351,Stock::N,stick,байдек
352,Stab::N,staff,олгоня
353,Rohr::N,pipe,турама
354,Haus::N,house,куд
355,Heim::N,home,куд
356,Ofen::N,stove,пянакуд
357,Fußboden::N,floor,кия́кс
358,Tisch::N,table,шра
359,Tisch::N,table,моркш
360,Stuhl::N,chair,стул
361,Wiege::N,cradle,нюря́м
362,Bett::N,bed,ацам
363,Regal::N,shelf,лавцяланга
364,Kiste::N,box,парга
365,Fenster::N,window,валмья
366,Tür::N,door,кенкш
367,Tor::N,gate,ортат
368,Zaun::N,fence,перяфкс
369,Dach::N,roof,кудпря
370,Leiter::N,ladder,куцема
371,Besen::N,broom,тяльме
372,Spaten::N,spade,ка́йме
373,Schaufel::N,shovel,ко́поня
374,Schaufel::N,shovel,ця́рдом
375,Gabel::N,fork,ця́нгоня
376,Löffel::N,spoon,куцю
377,Messer::N,knife,пеель
378,Nagel::N,nail,эска
379,Netz::N,net,
380,Haken::N,hook,кя́чказ
381,Griff::N,handle,недь
382,Griff::N,handle,кунда́мка
383,Schloss::N,lock,замо́к
384,Bild::N,picture,карти́на
385,Figur::N,figure,ронга-понда
386,Puppe::N,doll,ня́ка
387,Beutel::N,pouch,кяскав
388,Bündel::N,bundle,кярьме
389,Tasche::N,bag,кошяльня
390,Eimer::N,bucket,ве́дарка
391,Deckel::N,cover,тавадкс
392,Deckel::N,cover,вельхкс
393,Geschirr::N,dishes,кядьге
394,Sack::N,sack,кяскав
395,Tasse::N,cup,ша́ваня
396,Topf::N,pot,кавозь
397,Kessel::N,kettle,сргавозь
398,Essen::N,meal,ярхцама
399,Nahrung::N,food,ярхцампяль
400,Speise::N,dish,ярхцама
401,Fleisch::N,meat,пал
402,Fleisch::N,meat,сиволь
403,Getreide::N,corn,сёра
404,Brei::N,mush,ям
405,Brot::N,bread,кши
406,Scheibe::N,slice,кочам
407,Fett::N,fat,куя́
408,Butter::N,butter,вай
409,Öl::N,oil,вай
410,Salz::N,salt,сал
411,Suppe::N,soup,шонгарям
412,Suppe::N,soup,коршампяль
413,Honig::N,honey,медь
414,Milch::N,milk,лофца
415,Tee::N,tea,чай
416,Leder::N,leather,кедь
417,Wolle::N,wool,пона
418,Stoff::N,cloth,котф
419,Nadel::N,needle,салмокс
420,Faden::N,thread,сюре
421,Knopf::N,button,пуня
422,Knoten::N,knot,сюлма
423,Farbe::N,paint,архтомбяль
424,Kleidung::N,clothes,щам
425,Hemd::N,shirt,па́нар
426,Kragen::N,collar,сиве
427,Ärmel::N,sleeve,ожа
428,Hose::N,trousers,понкст
429,Gürtel::N,belt,каркс
430,Mütze::N,cap,вазь
431,Schuh::N,shoe,башма́к
432,Stiefel::N,boot,кя́ме
433,Ring::N,ring,суркс
434,Band::N,ribbon,керькс
435,Band::N,ribbon,лента
436,Kamm::N,comb,сюрьхцем
437,Spiegel::N,mirror,ванома
438,Riemen::N,strap,шнань каркс
439,Schnur::N,string,пикс
440,Schnur::N,string,карькскя
441,Leine::N,leash,вядьме
442,Decke::N,blanket,вельхкс
443,Kissen::N,pillow,тоду
444,Tuch::N,scarf,руця́
445,Handtuch::N,towel,на́рдама
446,Kraft::N,force,вий
447,Stärke::N,strength,вииши
448,Gesundheit::N,health,шумбраши́
449,Krankheit::N,illness,урма́
450,Krankheit::N,illness,сярядема
451,Schmerz::N,pain,маряма
452,Wunde::N,wound,керф
453,Fieber::N,fever,маштыкс
454,Arznei::N,medicine,надо́бья
455,Arznei::N,medicine,пъчка́фтома
456,Brücke::N,bridge,седь
457,Brunnen::N,well,эши
458,Weide::N,pasture,ванома васта
459,Pfad::N,path,ян
460,Pfad::N,path,киня́
461,Weg::N,way,ки
462,Straße::N,road,ки
463,Dorf::N,village,веле
464,Stadt::N,town,ош
465,Brief::N,letter,сёрма
466,Buch::N,book,книга
467,Buchstabe::N,character,бу́ква
468,Zeitung::N,newspaper,газе́та
469,Leben::N,life,эряф
470,Leben::N,life,эряма
471,Tod::N,death,кулома́
472,Grab::N,grave,калма
473,Kirche::N,church,це́рькав
474,Sünde::N,sin,пежеть
475,Sünde::N,sin,муворкс
476,Gott::N,god,шкай
477,Arbeiter::N,worker,трудендай
478,Arbeiter::N,worker,работник
479,Chef::N,boss,азор
480,Chef::N,boss,оцюня
481,Meister::N,master,мастяр
482,Arzt::N,doctor,врач
483,Arzt::N,doctor,доктор
484,Lehrer::N,teacher,учи́тель
485,Geld::N,money,ярмакт
486,Geschäft::N,business,ладяфкс
487,Geschäft::N,business,ладяф тев
488,Laden::N,shop,ла́вка
489,Preis::N,price,питне
490,Ware::N,ware,миф
491,Ware::N,ware,ра́маф
492,Nutzen::N,profit,пара
493,Nutzen::N,profit,лезкс
494,Reichtum::N,wealth,ко́зяши
495,Welt::N,world,свет
496,Land::N,country,мастор
497,Staat::N,state,государства
498,König::N,king,король
499,Macht::N,power,азорондама
500,Macht::N,power,азорксши
501,Grenze::N,border,ёткаян
502,Krieg::N,war,война́
503,Feind::N,enemy,душман
504,Feind::N,enemy,каршек тюри
505,Gewalt::N,violence,наругама
506,Kampf::N,fight,тюрема́
507,Bogen[Waffe]::N,bow,нал
508,Pfeil::N,arrow,нал
509,Gewehr::N,gun,винто́вка
510,Fehler::N,mistake,эльбядькс
511,Lüge::N,lie,васькафнема
512,Schaden::N,damage,зия́н
513,Unglück::N,misfortune,зия́н
514,Schuld::N,fault,муворши
515,Alter::N,age,эряф кизот
516,Alter::N,age,эряфонь пинге
517,Schluss::N,conclusion,пе
518,Zeit::N,time,пинге
519,Tag::N,day,ши
520,Morgen::N,morning,шобдава
521,Mittag::N,noon,шикучка
522,Abend::N,evening,иля́дь
523,Nacht::N,night,ве
524,Woche::N,week,недя́ля
525,Monat::N,month,ков
526,Jahr::N,year,киза
527,Frühling::N,spring,тунда́
528,Sommer::N,summer,киза
529,Herbst::N,autumn,сёксе
530,Winter::N,winter,тяла
531,Januar::N,January,кельмеков
532,Februar::N,February,уфайков
533,März::N,March,марайков
534,April::N,April,шудиков
535,Mai::N,May,панжиков
536,Juni::N,June,лямбеков
537,Juli::N,July,псиков
538,August::N,August,сёроньков
539,September::N,September,тюжягов
540,Oktober::N,October,кельмазаков
541,November::N,November,эйндамков
542,Dezember::N,December,кучкаков
543,Montag::N,Monday,одговши
544,Dienstag::N,Tuesday,ша́вши
545,Mittwoch::N,Wednesday,вержи
546,Donnerstag::N,Thursday,шува́ланя
547,Freitag::N,Friday,пя́денця
548,Samstag::N,Saturday,ёткши
549,Sonntag::N,Sunday,таргоши
550,groß::A,big,оцю
551,klein::A,little,ёмла
552,lang::A,long,кува́ка
553,kurz::A,short,нюрьхкя́ня
554,breit::A,wide,кели
555,schmal::A,narrow,тяйня
556,dicht::A,dense,сиде
557,dicht::A,dense,туста
558,dick[Gegenstand]::A,thick,эчке
559,dünn::A,thin,шува́ня
560,fein::A,delicate,шува́ня
561,fest::A,firm,кеме
562,flach::A,flat,лапш
563,glatt::A,smooth,вадяв
564,glatt::A,smooth,такор
565,hart::A,hard,калгода
566,weich::A,soft,ляпе
567,rund::A,round,кру́глай
568,spitz::A,pointed,ботаз
569,spitz::A,pointed,оржа
570,scharf::A,sharp,оржа
571,stumpf::A,blunt,ношка
572,schwer::A,heavy,стака
573,schön::A,beautiful,мазы
574,heiß::A,hot,пси
575,warm::A,warm,лямбе
576,kalt::A,cold,кельме
577,kühl::A,cool,эше
578,frisch::A,fresh,свежай
579,feucht::A,damp,летьке
580,nass::A,wet,начка
581,trocken::A,dry,коське
582,voll::A,full,пяшксе
583,leer::A,empty,шава
584,offen::A,open,панжада
585,offen::A,open,виде
586,geschlossen::A,closed,пякстаф
587,geschlossen::A,closed,сёлгф
588,sauber::A,clean,ару
589,schmutzig::A,dirty,рда́зу
590,schmutzig::A,dirty,пя́ндра
591,roh::A,raw,верок
592,reif::A,ripe,ке́нерьф
593,lecker::A,delicious,танцти
594,süß::A,sweet,ламбама
595,bitter::A,bitter,сяпи
596,sauer::A,sour,шапама
597,hell::A,bright,валда
598,dunkel::A,dark,шобда
599,schwarz::A,black,равжа
600,weiß::A,white,акша
601,rot::A,red,якстерь
602,gelb::A,yellow,тюжя́
603,blau::A,blue,сенем
604,grün::A,green,пиже
605,grün::A,green,сянгяря
606,grau::A,grey,уле
607,bunt::A,colourful,сёрмав
608,bunt::A,colorful,сёрмав
609,billig::A,cheap,у́цез
610,billig::A,cheap,аф пи́тни
611,teuer::A,dear,пи́тни
612,wertvoll::A,precious,питни
613,blind::A,blind,сокор
614,taub::A,deaf,пярав
615,kräftig::A,powerful,пяк вии
616,stark::A,strong,вии
617,schwach::A,weak,лафча
618,fett::A,fat,куя́
619,schlank::A,slim,виде ронга
620,hübsch::A,pretty,мазы
621,böse::A,evil,кяжи
622,dumm::A,stupid,аф ёню
623,dumm::A,stupid,шава пря
624,faul::A,lazy,нола
625,fleißig::A,diligent,ку́лхцонды
626,geizig::A,stingy,кирьжя
627,geizig::A,stingy,жаднай
628,klug::A,clever,ёню
629,klug::A,clever,пря́ви
630,geschickt::A,skilful,маштозь тиф
631,geschickt::A,skillful,маштозь тиф
632,lieb::A,dear,цебярь
633,lustig::A,merry,ра́хси
634,sanft::A,gentle,сетьме
635,hungrig::A,hungry,вача
636,hungrig::A,hungry,вачеда
637,krank::A,sick,сяряди
638,nackt::A,naked,штада
639,nackt::A,naked,кърхтапа
640,traurig::A,sad,ла́жнай
641,lebendig::A,living,эряй
642,gut::A,good,пара
643,gut::A,good,цебярь
644,schlecht::A,bad,кальдяв
645,richtig::A,correct,виде
646,schlimm::A,nasty,кальдяв
647,wahr::A,true,афкуксонь
648,alt::A,old,ташта
649,neu::A,new,од
650,ehemalig::A,former,и́нгольдень
651,alt[Lebewesen]::A,aged,сире
652,jung::A,young,од
653,arm::A,poor,а́шу
654,reich::A,rich,козя
655,bekannt::A,familiar,содаф
656,berühmt::A,famous,содавикс
657,fremd::A,foreign,лия
658,fremd::A,foreign,аф содаф
659,verschieden::A,different,аф фкя ла́цонь
660,nah::A,near,мала
661,nah::A,near,аф ичкоздень
662,fern::A,far,и́чкоздень
663,fern::A,far,куна́рдонь
664,linker::A,left,кержи
665,rechter::A,right,види
666,anderer::A,other,лия
667,erster::A,first,васенце
668,zweiter::A,second,омбоце
669,dritter::A,third,колмоце
670,letzter::A,last,ме́кольце
671,allein::ADV,alone,ськамонза
672,auf einmal::ADV,at once,вихцок
673,zusammen::ADV,together,марс
674,zusammen::ADV,together,ма́рса
675,lange::ADV,long,кува́тьс
676,plötzlich::ADV,suddenly,а́пак учт
677,sofort::ADV,instantly,тяникиге
678,später::ADV,later,ме́ле
679,jetzt::ADV,now,тяни
680,heute::ADV,today,тячи
681,morgen::ADV,tomorrow,ва́нды
682,bald::ADV,soon,курок
683,dann::ADV,then,меле
684,dann::ADV,then,сяда меле
685,gestern::ADV,yesterday,ися́к
686,einst::ADV,once,весть
687,einst::ADV,once,мзя́рда-бди
688,damals::ADV,at that time,эста
689,danach::ADV,afterwards,меле
690,vorher::ADV,before,инголи
691,zuerst::ADV,at first,ва́сенда
692,einmal::ADV,once,весть
693,manchmal::ADV,sometimes,лия́ста
694,manchmal::ADV,sometimes,ко́ста-ко́ста
695,oft::ADV,often,си́деста
696,immer::ADV,always,фалу
697,immer::ADV,always,най
698,niemals::ADV,never,аф мзя́рдонга
699,hier::ADV,here,тяса
700,hierhin::ADV,hither,сей
701,hierhin::ADV,hither,тяза
702,hierhin::ADV,to here,сей
703,hierhin::ADV,to here,тяза
704,hierhin::ADV,here,сей
705,hierhin::ADV,here,тяза
706,von hier::ADV,hence,тя́ста
707,dort::ADV,there,тоса
708,dorthin::ADV,thither,тов
709,dorthin::ADV,thither,тоза
710,dorthin::ADV,there,тов
711,dorthin::ADV,there,тоза
712,dorthin::ADV,to there,тов
713,dorthin::ADV,to there,тоза
714,geradeaus::ADV,ahead,ви́деста
715,vorwärts::ADV,forward,и́нголи
716,rückwärts::ADV,backward,ме́ки
717,zurück::ADV,back,ме́ки
718,unten::ADV,below,ала
719,hinab::ADV,down,алу
720,oben::ADV,above,вяре
721,hinauf::ADV,up,вяри
722,überall::ADV,everywhere,се́мбе ва́стова
723,nicht::ADV,not,аф
724,ein wenig::ADV,a little,аф лама
725,kaum::ADV,hardly,а́ньцек
726,sehr::ADV,very,пяк
727,so::ADV,so,ста́не
728,noch::ADV,still,нинге
729,nur::ADV,only,аньцек
730,schon::ADV,already,ни
731,wieder::ADV,again,та́га
732,vergebens::ADV,in vain,стак
733,vor::PRP,in front of,инголе
734,hinter::PRP,behind,фтала
735,hinter::PRP,behind,мельге
736,unter::PRP,under,ала
737,durch::PRP,through,пачк
738,neben::PRP,next to,ваксса
739,zwischen::PRP,between,ёткса
740,wegen::PRP,because of,сюнеда
741,dies::PRN,this,тя
742,das::PRN,that,ся
743,das::PRN,that,тона
744,alles::PRN,everything,сембе
745,ich::PRN,I,мон
746,du::PRN,you,тон
747,du::PRN,thou,тон
748,er::PRN,he,сон
749,wir::PRN,we,минь
750,ihr::PRN,you,тинь
751,sie::PRN,they,синь
752,was::FPRN,what,мезе
753,wer::FPRN,who,кие
754,wo::FADV,where,коса
755,wohin::FADV,where ... to,ков
756,wohin::FADV,where ... to,коза
757,wohin::FADV,where to,ков
758,wohin::FADV,where to,коза
759,wohin::FADV,where,ков
760,wohin::FADV,where,коза
761,wie::FADV,how,ко́да
762,warum::FADV,why,мес
763,wieviel::FNUM,how much,мзя́ра
764,eins::NUM,one,фкя
765,zwei::NUM,two,кафта
766,drei::NUM,three,колма
767,vier::NUM,four,ниле
768,fünf::NUM,five,вете
769,sechs::NUM,six,кота
770,sieben::NUM,seven,сисем
771,acht::NUM,eight,кафкса
772,neun::NUM,nine,ве́йхкса
773,zehn::NUM,ten,кемонь
774,elf::NUM,eleven,кефкие
775,zwölf::NUM,twelve,кемгафтува
776,zwanzig::NUM,twenty,комсь
777,dreißig::NUM,thirty,колмогемонь
778,vierzig::NUM,forty,нильге́монь
779,fünfzig::NUM,fifty,ве́дьгемонь
780,sechzig::NUM,sixty,ко́дгемонь
781,siebzig::NUM,seventy,сизьге́монь
782,achtzig::NUM,eighty,ка́фксогемонь
783,neunzig::NUM,ninety,ве́йхксогемонь
784,hundert::NUM,a hundred,сяда
785,tausend::NUM,a thousand,тёжянь
786,und::CNJ,and,и
787,und::CNJ,and,дъ
788,oder::CNJ,or,или
789,oder::CNJ,or,али
790,stehen::V,stand,а́щемс стя́да
791,sitzen::V,sit,ащемс озада
792,liegen::V,lie,ма́дозь а́щемс
793,hängen::V,hang,нюрьгомс
794,werden::V,become,арамс
795,werden::V,become,тиевомс
796,passieren::V,happen,лисэмс
797,passieren::V,happen,эвондамс
798,beginnen::V,begin,ушедомс
799,enden::V,end,лоткамс
800,wechseln::V,change,по́лафнемс
801,aufgehen[Sonne]::V,rise,стямс
802,aufgehen[Sonne]::V,rise,лисемс
803,untergehen[Sonne]::V,set,валгомс
804,scheinen[Sonne]::V,shine,ва́лдоптомс
805,donnern::V,thunder,торамс
806,wehen::V,blow,уфа́мс
807,strömen::V,stream,шудемс
808,fließen::V,flow,шудемс
809,sich drehen::V,revolve,шаромс
810,schwanken::V,sway,якамс
811,schwingen::V,swing,люксемс
812,schwingen::V,swing,нюрьсемс
813,fallen::V,fall,прамс
814,fallen::V,fall,прашендомс
815,brennen::V,burn,паломс
816,rauchen::V,smoke,качадомс
817,regnen::V,rain,пиземс
818,gefrieren::V,freeze,эйндамс
819,gefrieren::V,freeze,кельмомс
820,tauen::V,thaw,соламс
821,schmelzen::V,melt,соламс
822,trocknen::V,dry,коськомс
823,sieden::V,boil,лакамс
824,faulen::V,rot,наксадомс
825,verfaulen::V,decay,наксадомс
826,reißen::V,snap,сязевомс
827,versinken::V,sink,ваямс
828,vergehen::V,pass,ётамс
829,erscheinen::V,appear,эвондамс
830,verschwinden::V,disappear,юма́мс
831,sinken::V,drop,валгомс
832,abnehmen::V,decrease,киремс
833,zunehmen::V,increase,ламокстомс
834,zunehmen::V,increase,рашнемс
835,steigen::V,rise,кеподемс
836,wachsen::V,grow,касомс
837,glänzen::V,shine,цинзелдомс
838,glänzen::V,shine,цифордомс
839,funkeln::V,sparkle,ци́фтордомс
840,lärmen::V,be noisy,жалнамс
841,läuten::V,chime,гайфтемс
