,Concept_ID,ce,la
92,Strömung::N,дӏаэхар,fluctus
93,Strömung::N,дӏасалелар,fluctus
94,Tropfen::N,тӏадам,gutta
95,Schaum::N,чопа,spuma
96,Schmutz::N,хатт,sordes
97,Schmutz::N,хатт,squalor
98,See::N,ӏам,lacus
99,Sumpf::N,уьшал,palus
100,Moor::N,уьшал,palus
101,Wiese::N,бай,pratum
102,Wald::N,хьун,silva
103,Hügel::N,гу,collis
104,Hügel::N,шу,collis
105,Hügel::N,барз,collis
106,Anhöhe::N,акъари,specula
107,Berg::N,лам,mons
108,Gipfel::N,бохь,vertex
109,Höhle::N,хьех,caverna
110,Höhle::N,хьех,spelunca
111,Abhang::N,басе,declivum
112,Quelle::N,шовда,fons
113,Bach::N,татол,rivus
114,Fluss::N,хи,flumen
115,Ufer::N,хийист,ripa
116,Küste::N,йист,litus
117,Festland::N,латта,continens
118,Meer::N,xӏорд,mare
119,Bucht::N,чож,sinus
120,Insel::N,гӏайре,insula
121,Blume::N,зезаг,flos
122,Gras::N,буц,herba
123,Gras::N,буц,gramen
124,Wurzel::N,орам,radix
125,Baum::N,дитт,arbor
126,Stamm::N,гӏад,truncus
127,Stamm::N,тайпа,truncus
128,Rinde::N,кевстиг,cortex
129,Ast::N,га,ramus
130,Zweig::N,га,ramus
131,Blatt::N,гӏа,folium
132,Birke::N,дакх,betulla
133,Kiefer[Baum]::N,бага,pinus
134,Weide[Baum]::N,дак,salix
135,Tanne::N,база,abies
136,Horn::N,маӏа,cornu
137,Feder::N,пелаг,penna
138,Fell::N,цӏока,pellis
139,Flügel::N,тӏам,ala
140,Klaue::N,мӏара,unguis
141,Kralle::N,тlод,unguis
142,Schwanz::N,цӏога,cauda
143,Ei::N,xӏoa,ovum
144,Nest::N,бен,nidus
145,Bau::N,lуьрг,cavum
146,Bau::N,lуьрг,latibulum
147,Tier::N,дийнат,bestia
148,Herde::N,жа,grex
149,Kuh::N,етт,vacca
150,Bulle::N,сту,taurus
151,Pferd::N,говр,equus
152,Schaf::N,жий,ovis
153,Schaf::N,уьстагӏ,ovis
154,Schwein::N,хьакха,sus
155,Schwein::N,хьакха,porcus
156,Hund::N,жӏаьла,canis
157,Katze::N,цициг,felis
158,Bär::N,ча,ursus
159,Eichhörnchen::N,тарсал,sciurus
160,Elch::N,сай,alces
161,Fuchs::N,цхьогал,vulpes
162,Hase::N,пхьагал,lepus
163,Maus::N,дахка,mus
164,Wolf::N,борз,lupus
165,Vogel::N,олхазар,avis
166,Huhn::N,котам,gallina
167,Hahn::N,нӏаьна,gallus
168,Hahn::N,боргӏал,gallus
169,Gans::N,гӏаз,anser
170,Adler::N,aьрзу,aquila
171,Ente::N,бад,anas
172,Eule::N,бухӏа,ulula
173,Eule::N,бухӏа,noctua
174,Kranich::N,гӏаргӏули,grus
175,Krähe::N,къиг,cornix
176,Kuckuck::N,aттйокх,cuculus
177,Schwan::N,гӏургӏаз,olor
178,Schwan::N,гӏургӏаз,cycnus
179,Fisch::N,чӏара,piscis
180,Barsch::N,окунь,perca
181,Hecht::N,гӏазкхийн чӏара,esox
182,Schlange[Tier]::N,лаьхьа,serpens
183,Wurm::N,нӏаьна,vermis
184,Spinne::N,гезг,aranea
185,Ameise::N,зингат,formica
186,Laus::N,меза,pediculus
187,Laus::N,гӏениг,pediculus
188,Mücke::N,чуьрк,culex
189,Fliege::N,моза,musca
190,Schmetterling::N,полла,papilio
191,Beere::N,цӏазам,baca
192,Apfel::N,ӏаж,malum
193,Pilz::N,жӏаьлин нускал,fungus
194,Zwiebel::N,xох,cepa
195,Saat::N,чlу,seges
196,Korn::N,буьртиг,granum
197,Heu::N,йол,faenum
198,Schale::N,пардо,putamen
199,Grube::N,ор,fovea
200,Falle::N,кӏело,pedica
201,Spur::N,лар,vestigium
202,Asche::N,чим,cinis
203,Dreck::N,мода,lutum
204,Eisen::N,эчиг,ferrum
205,Gold::N,деши,aurum
206,Silber::N,дети,argentum
207,Kohle::N,кӏора,carbo
208,Glas::N,aнгали,vitrum
209,Lehm::N,поппар,lutum
210,Sand::N,гӏум,arena
211,Mensch::N,адам,homo
212,Mann::N,майра,vir
213,Frau::N,зуда,mulier
214,Kind::N,бер,puer
215,Kind::N,бер,infans
216,Junge::N,жимха,puer
217,Mädchen::N,жима йоӏ,puella
218,Familie::N,доьзал,familia
219,Großvater::N,ненада,avus
220,Großmutter::N,денана,avia
221,Eltern::N,да-нана,parentes
222,Vater::N,да,pater
223,Mutter::N,нана,mater
224,Sohn::N,кӏант,filius
225,Tochter::N,йоӏ,filia
226,Bruder::N,ваша,frater
227,Schwester::N,йиша,soror
228,Onkel::N,деваша,patruus
229,Onkel::N,деваша,avunculus
230,Tante::N,дейиша,amita
231,Ehemann::N,майра,maritus
232,Ehefrau::N,зуда,uxor
233,Freude::N,самукъа,gaudium
234,Freude::N,самукъа,laetitia
235,Freude::N,хазахетар,gaudium
236,Freude::N,хазахетар,laetitia
237,Gelächter::N,белам,risus
238,Glück::N,ирс,felicitas
239,Kummer::N,бала,aegritudo
240,Wunsch::N,лаам,voluntas
241,Wunsch::N,лаам,desiderium
242,Lust::N,лаам,libido
243,Lust::N,лаам,voluptas
244,Geist::N,са,mens
245,Geist::N,са,animus
246,Gedanke::N,ойла,sententia
247,Gedächtnis::N,диццадалар,memoria
248,Verstand::N,хьекъал,ratio
249,Verstand::N,хьекъал,ingenium
250,Sinn::N,маьӏна,sensus
251,Grund::N,бахьана,causa
252,Wahrheit::N,бакъдерг,veritas
253,Gespräch::N,къамел,sermo
254,Märchen::N,туьйра,fabula
255,Erzählung::N,дийцар,fabula
256,Erzählung::N,дийцар,narratio
257,Nachricht::N,хаам,nuntius
258,Neuigkeit::N,керланиг,novitas
259,Name::N,цӏе,nomen
260,Rätsel::N,хӏетал-метал,aenigma
261,Rede::N,къамел,oratio
262,Sprache::N,мотт,lingua
263,Stimme::N,aз,vox
264,Wort::N,дош,verbum
265,Wort::N,дош,vocabulum
266,Zeichen::N,билгало,signum
267,Ruf::N,кхайкхар,clamor
268,Lärm::N,гӏовгӏа,strepitus
269,Laut::N,аз,sonus
270,Ton::N,aз,sonus
271,Lied::N,илли,carmen
272,Ruhe::N,тийналла,quies
273,Leute::N,нах,homines
274,Volk::N,халкъ,populus
275,Arbeit::N,болх,labor
276,Gast::N,хьаша,hospes
277,Gast::N,хьаша,conviva
278,Geschenk::N,совгӏат,munus
279,Spiel::N,ловзар,ludus
280,Gesellschaft::N,юкъаралла,societas
281,Hilfe::N,гӏо,auxilium
282,Hilfe::N,гӏо,subsidium
283,Freund::N,доттагl,amicus
284,Kamerad::N,накъост,socius
285,Angelegenheit::N,гӏуллакх,res
286,Anzahl::N,терахь,numerus
287,Stück::N,юьхк,frustum
288,Stück::N,юьхк,fragmentum
289,Teil::N,дакъа,pars
290,Hälfte::N,ах,dimidium
291,Kreis::N,го,orbis
292,Kreis::N,го,circus
293,Kreuz::N,жӏара,crux
294,Linie::N,сиз,linea
295,Strich::N,сиз,lineamentum
296,Abstand::N,юкъ,intervallum
297,Gegend::N,мeттиг,loca
298,Gegend::N,мeттиг,regio
299,Platz::N,майда,locus
300,Ort::N,меттиг,locus
301,Seite::N,aгӏo,latus
302,Mitte::N,юкъ,medium
303,Gegenstand::N,хӏума,res
304,Sache::N,хӏума,res
305,Rand::N,йист,margo
306,Kante::N,йист,angulus
307,Ecke::N,са,angulus
308,Spitze::N,ралла,cacumen
309,Ende::N,юьхьиг,caput
310,Loch::N,ӏуьрг,foramen
311,Winkel::N,са,angulus
312,Muster::N,дагар,exemplum
313,Muster::N,тӏамар,exemplum
314,Größe::N,барам,magnitudo
315,Länge::N,йохалла,longitudo
316,Höhe::N,локхалла,altitudo
317,Gewicht::N,йозалла,pondus
318,Menge::N,дукхалла,copia
319,Haufen::N,сал,acervus
320,Haufen::N,оьла,acervus
321,Reihe::N,рагӏ,ordo
322,Reihe::N,могӏа,ordo
323,Boot::N,кема,navicula
324,Ruder::N,пийсиг,remus
325,Schlitten::N,салаз,sclodia
326,Ski::N,когсалаз,narta
327,Lagerfeuer::N,цӏе,ignis
328,Last::N,дукъ,onus
329,Gang::N,лелар,cursus
330,Schritt::N,гӏулч,gradus
331,Norden::N,къилбаседе,septentriones
332,Süden::N,къилбе,meridies
333,Westen::N,малхбузе,occidens
334,Osten::N,малхбале,oriens
335,Holz::N,дечиг,lignum
336,Brett::N,у,tabula
337,Platte::N,у,lamina
338,Stütze::N,гӏopтоp,adminiculum
339,Stange::N,гӏуркх,pertica
340,Stock::N,ӏаса,baculum
341,Stab::N,гӏаж,scipio
342,Rohr::N,биргӏа,tubus
343,Haus::N,цӏа,aedes
344,Heim::N,кхерч,domicilium
345,Ofen::N,кхерч,fornax
346,Fußboden::N,цӏенкъа,solum
347,Tisch::N,шун,mensa
348,Stuhl::N,гӏант,sella
349,Wiege::N,ага,cunae
350,Bett::N,маьнга,lectus
351,Regal::N,терхи,foruli
352,Kiste::N,яьшка,cista
353,Fenster::N,кор,fenestra
354,Tür::N,неӏ,ianua
355,Tor::N,ков,porta
356,Zaun::N,керт,saepes
357,Dach::N,тхов,tectum
358,Leiter::N,лами,scalae
359,Besen::N,нуй,scopae
360,Spaten::N,бел,pala
361,Schaufel::N,аьшкал,pala
362,Gabel::N,мӏара,fuscinula
363,Löffel::N,ӏайг,coclear
364,Messer::N,урс,culter
365,Nagel::N,хьостам,clavus
366,Netz::N,бой,rete
367,Haken::N,мӏара,hamus
368,Schloss::N,чӏега,claustra
369,Bild::N,сурт,tabula
370,Bild::N,сурт,pictura
371,Puppe::N,тайниг,pupa
372,Beutel::N,гали,sacculus
373,Bündel::N,кочар,fascis
374,Tasche::N,тӏоьрмиг,sacculus
375,Eimer::N,чийлик,situla
376,Deckel::N,негӏар,operculum
377,Geschirr::N,пхьегӏа,vasa
378,Sack::N,гали,saccus
379,Tasse::N,кад,pocillum
380,Topf::N,яй,olla
381,Kessel::N,яй,aenum
382,Essen::N,юург,cena
383,Nahrung::N,кхача,cibus
384,Nahrung::N,кхача,alimenta
385,Speise::N,юург,cibus
386,Fleisch::N,жижиг,caro
387,Getreide::N,буьртиг,frumentum
388,Brei::N,xудар,puls
389,Brot::N,бепиг,panis
390,Brot::N,кхаллар,panis
391,Scheibe::N,цастар,frustum
392,Fett::N,мохь,pingue
393,Butter::N,налха,butȳrum
394,Öl::N,даьтта,oleum
395,Salz::N,туьха,sal
396,Suppe::N,чорпа,ius
397,Honig::N,моз,mel
398,Milch::N,шура,lac
399,Tee::N,чай,thea
400,Leder::N,цӏока,corium
401,Wolle::N,тӏapгӏa,lana
402,Stoff::N,кӏади,textum
403,Nadel::N,маха,acus
404,Faden::N,тай,filum
405,Knopf::N,нуьйда,bulla
406,Knoten::N,шад,nodus
407,Farbe::N,сир,pigmentum
408,Farbe::N,басар,pigmentum
409,Kleidung::N,бедар,vestimenta
410,Hemd::N,коч,tunica
411,Kragen::N,кач,collare
412,Ärmel::N,пхьош,manica
413,Hose::N,хеча,bracae
414,Gürtel::N,доьхка,cingulum
415,Mütze::N,куй,pilleus
416,Schuh::N,мача,calceus
417,Stiefel::N,этка,pero
418,Stiefel::N,этка,caliga
419,Ring::N,чӏуг,anulus
420,Band::N,лента,redimiculum
421,Kamm::N,ехк,pecten
422,Spiegel::N,куьзга,speculum
423,Riemen::N,доьхка,lorum
424,Schnur::N,муш,linum
425,Leine::N,кочатосу доьхка,retinaculum
426,Decke::N,юргӏа,lodix
427,Kissen::N,гIайба,pulvinus
428,Tuch::N,исхар,velum
429,Handtuch::N,гата,mantele
430,Kraft::N,гӏора,vis
431,Stärke::N,гӏап,robur
432,Gesundheit::N,могашалла,valetudo
433,Krankheit::N,цамгар,morbus
434,Schmerz::N,лазар,dolor
435,Wunde::N,чов,vulnus
436,Fieber::N,xорша,febris
437,Arznei::N,молха,remedium
438,Brücke::N,тӏай,pons
439,Brunnen::N,гӏу,puteus
440,Weide::N,дак,pascua
441,Pfad::N,тача,semita
442,Weg::N,некъ,iter
443,Straße::N,урам,via
444,Dorf::N,юрт,vicus
445,Stadt::N,гӏала,urbs
446,Stadt::N,гӏала,oppidum
447,Brief::N,кехат,epistula
448,Buch::N,жайна,liber
449,Buchstabe::N,элп,littera
450,Zeitung::N,газет,diurnum
451,Leben::N,дахар,vita
452,Tod::N,далар,mors
453,Tod::N,ӏожалла,mors
454,Grab::N,каш,sepulcrum
455,Kirche::N,килс,ecclesia
456,Sünde::N,къа,peccatum
457,Gott::N,дела,deus
458,Arbeiter::N,белхало,operarius
459,Chef::N,хьаькам,praefectus
460,Meister::N,говзанча,magister
461,Arzt::N,лор,medicus
462,Lehrer::N,хьехархо,magister
463,Geld::N,aхча,aes
464,Geld::N,aхча,pecunia
465,Geschäft::N,туька,negotium
466,Laden::N,туька,taberna
467,Preis::N,мах,pretium
468,Ware::N,хlума,merx
469,Nutzen::N,пайда,utilitas
470,Reichtum::N,хьал,opes
471,Reichtum::N,хьал,divitiae
472,Welt::N,дуьне,mundus
473,Land::N,мохк,terra
474,Staat::N,пачхьалкх,res publica
475,König::N,паччахь,rex
476,Macht::N,ӏедал,potestas
477,Grenze::N,доза,limes
478,Krieg::N,тӏом,bellum
479,Feind::N,мостагӏ,inimicus
480,Gewalt::N,гӏело,vis
481,Kampf::N,къийсам,pugna
482,Pfeil::N,пха,sagitta
483,Gewehr::N,топ,sclopetum
484,Fehler::N,гӏалат,error
485,Lüge::N,аьшпаш,mendacium
486,Schaden::N,зен,damnum
487,Schaden::N,зен,detrimentum
488,Unglück::N,бала,miseria
489,Unglück::N,бала,calamitas
490,Schuld::N,бехк,culpa
491,Alter::N,хан,aetas
492,Schluss::N,чакхе,finis
493,Zeit::N,хан,tempus
494,Tag::N,де,dies
495,Morgen::N,ӏуьйре,mane
496,Mittag::N,делкъе,meridies
497,Abend::N,суьйре,vesper
498,Nacht::N,буьйса,nox
499,Woche::N,кӏира,septimana
500,Monat::N,бутт,mensis
501,Jahr::N,шо,annus
502,Frühling::N,бӏаьсте,ver
503,Sommer::N,аьхке,aestas
504,Herbst::N,гуьйре,autumnus
505,Winter::N,ӏа,hiems
506,Januar::N,январь,Ianuarius
507,Februar::N,февраль,Februarius
508,März::N,март,Martius
509,April::N,апрель,Aprilis
510,Mai::N,май,Maius
511,Juni::N,июнь,Iunius
512,Juli::N,июль,Iulius
513,August::N,август,Augustus
514,September::N,сентябрь,September
515,Oktober::N,октябрь,Octobris
516,November::N,ноябрь,Novembris
517,Dezember::N,декабрь,December
518,Montag::N,оршот,dies lunae
519,Dienstag::N,шинара,dies Martis 
520,Mittwoch::N,кхаара,dies Mercurii
521,Donnerstag::N,еара,dies Iovis
522,Freitag::N,пӏераска,dies Veneris
523,Samstag::N,шот,dies Saturni
524,Sonntag::N,кӏиранде,dominicus
525,Sonntag::N,кӏиранде,dies solis
526,groß::A,доккха,magnus
527,klein::A,кегий,parvus
528,lang::A,еха,longus
529,kurz::A,доца,brevis
530,breit::A,шуьйра,latus
531,schmal::A,готта,angustus
532,dicht::A,луьста,densus
533,dick[Gegenstand]::A,стомма,crassus
534,dünn::A,дуткъа,tenuis
535,fein::A,ховха,subtilis
536,fest::A,чӏогӏа,solidus
537,fest::A,чӏогӏа,stabilis
538,flach::A,чӏапа,planus
539,glatt::A,шера,levis
540,hart::A,чӏогӏa,durus
541,weich::A,кӏеда,mollis
542,rund::A,горга,rotundus
543,spitz::A,ира,acutus
544,scharf::A,ира,acer
545,stumpf::A,аьртa,hebes
546,schwer::A,деза,gravis
547,schön::A,хаза,pulcher
548,schön::A,хаза,formosus
549,heiß::A,довха,fervidus
550,warm::A,довха,calidus
551,kalt::A,шийла,frigidus
552,kühl::A,шийла,frigidus
553,frisch::A,керла,recens
554,feucht::A,тӏуьна,umidus
555,nass::A,тӏеда,madidus
556,trocken::A,eкъа,aridus
557,voll::A,дуьзна,plenus
558,leer::A,яьсса,vacuus
559,offen::A,диллина,apertus
560,geschlossen::A,дӏакъевлина,clausus
561,geschlossen::A,дӏачӏагӏдина,clausus
562,sauber::A,цӏена,lautus
563,schmutzig::A,боьха,sordidus
564,roh::A,буьйда,crudus
565,reif::A,хилла,maturus
566,lecker::A,чоме,delicatus
567,süß::A,мерза,dulcis
568,bitter::A,къаьхьа,amarus
569,bitter::A,къаьхьа,acerbus
570,sauer::A,муьста,acidus
571,hell::A,сирла,clarus
572,dunkel::A,бодане,obscurus
573,schwarz::A,ӏаьржа,niger
574,weiß::A,кӏайн,albus
575,rot::A,цӏен,ruber
576,gelb::A,можа,flavus
577,blau::A,сийна,caeruleus
578,grün::A,баьццара,viridis
579,grau::A,cира,canus
580,grau::A,мокха,canus
581,bunt::A,къорза,varius
582,billig::A,дораха,vilis
583,teuer::A,деза,carus
584,wertvoll::A,мехала,pretiosus
585,blind::A,бӏаьрзе,caecus
586,taub::A,къора,surdus
587,kräftig::A,нуьцкъала,robustus
588,stark::A,зоьртала,firmus
589,stark::A,зоьртала,validus
590,stark::A,нуьцкъала,firmus
591,stark::A,нуьцкъала,validus
592,schwach::A,гӏорасиза,debilis
593,schwach::A,гӏорасиза,infirmus
594,fett::A,дерстана,crassus
595,schlank::A,куц долу,procerus
596,hübsch::A,хаза,pulcher
597,böse::A,вон,improbus
598,dumm::A,сонта,stultus
599,dumm::A,сонта,stupidus
600,faul::A,мало ен,piger
601,fleißig::A,тӏера,sedulus
602,geizig::A,пис,avarus
603,geizig::A,сутара,avarus
604,klug::A,хьекъале,prudens
605,geschickt::A,тӏахъаьлла,sollers
606,lieb::A,хьоме,carus
607,lustig::A,самукъане,iocosus
608,sanft::A,кlеда,clemens
609,hungrig::A,меца,impastus
610,krank::A,цомгуш долу,aeger
611,nackt::A,дерзана,nudus
612,traurig::A,самукъане воцу,maestus
613,lebendig::A,дийна,vivus
614,gut::A,дика,bonus
615,schlecht::A,вон,malus
616,richtig::A,нийса,rectus
617,schlimm::A,вон,malus
618,wahr::A,бакъдолу,verus
619,alt::A,къена,antiquus
620,neu::A,керла,novus
621,ehemalig::A,хилла,pristinus
622,alt[Lebewesen]::A,къена,vetus
623,jung::A,къона,iuvenis
624,arm::A,къен,pauper
625,reich::A,хьоле,dives
626,bekannt::A,девзаш долу,notus
627,berühmt::A,цӏеяхана,celeber
628,berühmt::A,цӏеяхана,illustris
629,fremd::A,нехан,peregrinus
630,verschieden::A,тайп-тайпанара,varius
631,nah::A,гергара,propinquus
632,fern::A,гена,longinquus
633,fern::A,генара,longinquus
634,linker::A,аьрру,sinister
635,rechter::A,аьтту,dexter
636,anderer::A,кхин,alius
637,erster::A,хьалхара,primus
638,zweiter::A,шолгIа,secundus
639,dritter::A,кхоалгӏа,tertius
640,letzter::A,тӏаьххьара,ultimus
641,allein::ADV,цхьаъ,solum
642,auf einmal::ADV,цу сохьтта,simul
643,zusammen::ADV,цхьана,una
644,lange::ADV,дукха,diu
645,plötzlich::ADV,цIеххьана,subito
646,plötzlich::ADV,цIеххьана,repente
647,sofort::ADV,цу сохьтта,statim
648,später::ADV,тӏаьхьо,postea
649,jetzt::ADV,хӏинца,nunc
650,heute::ADV,тахана,hodie
651,morgen::ADV,кхана,cras
652,bald::ADV,кеста,mox
653,dann::ADV,тӏаккха,deinde
654,gestern::ADV,селхана,heri
655,einst::ADV,цкъа,olim
656,damals::ADV,хӏетахьь,tum
657,danach::ADV,тӏаккха,postea
658,vorher::ADV,хьалхa,antea
659,zuerst::ADV,хьалха,primo
660,einmal::ADV,цкъа,semel
661,manchmal::ADV,цкъаццкъа,interdum
662,oft::ADV,кест-кеста,saepe
663,immer::ADV,даим,semper
664,niemals::ADV,цкъа а,numquam
665,hier::ADV,кхузахь,hic
666,hierhin::ADV,кхуза,huc
667,von hier::ADV,кхузара,hinc
668,dort::ADV,цигахь,ibi
669,dorthin::ADV,цига,eo
670,geradeaus::ADV,нийса дӏа,recte
671,vorwärts::ADV,хьалха,porro
672,rückwärts::ADV,юха,retro
673,zurück::ADV,юха,retro
674,unten::ADV,лахахь,infra
675,hinab::ADV,охьа,pessum
676,oben::ADV,лакхахь,supra
677,hinauf::ADV,хьала,sursum
678,überall::ADV,массанхьа,ubique
679,nicht::ADV,ца,non
680,ein wenig::ADV,кӏеззиг,paulum
681,kaum::ADV,халла,vix
682,kaum::ADV,халла,aegre
683,sehr::ADV,вуно,valde
684,sehr::ADV,вуно,magnopere
685,noch::ADV,кхин,etiam
686,nur::ADV,бен ...ца,solum
687,nur::ADV,бен ...ца,tantum
688,schon::ADV,хӏинцале,iam
689,wieder::ADV,юха а,rursus
690,vergebens::ADV,эрна,frustra
691,vor::PRP,хьалха,ante
692,hinter::PRP,тӏехьа,post
693,unter::PRP,кIелахь,sub
694,durch::PRP,чекх,per
695,neben::PRP,юххе,iuxta
696,zwischen::PRP,юккъехь,inter
697,wegen::PRP,дуьхьа,propter
698,dies::PRN,и,hoc
699,dies::PRN,иза,hoc
700,das::PRN,и,id
701,das::PRN,иза,id
702,alles::PRN,дерриг,omnia
703,ich::PRN,cо,ego
704,du::PRN,хьо,tu
705,er::PRN,и,is
706,er::PRN,и,ille
707,er::PRN,иза,is
708,er::PRN,иза,ille
709,wir::PRN,тхо,nos
710,wir::PRN,вай,nos
711,ihr::PRN,шу,vos
712,sie::PRN,уьш,ii
713,sie::PRN,уьш,illi
714,was::FPRN,хӏун,quid
715,wer::FPRN,мила,quis
716,wo::FADV,мичaхь,ubi
717,wohin::FADV,мича,quo
718,wie::FADV,муха,quomodo
719,warum::FADV,хӏунда,cur
720,wieviel::FNUM,мел,quantum
721,wieviel::FNUM,маса,quantum
722,eins::NUM,цхьаъ,unus
723,zwei::NUM,шиъ,duo
724,drei::NUM,кхоъ,tres
725,vier::NUM,диъ,quattuor
726,fünf::NUM,пхиъ,quinque
727,sechs::NUM,ялх,sex
728,sieben::NUM,ворхӏ,septem
729,acht::NUM,бархӏ,octo
730,neun::NUM,исс,novem
731,zehn::NUM,итт,decem
732,elf::NUM,цхьайтта,undecim
733,zwölf::NUM,шийтта,duodecim
734,zwanzig::NUM,ткъа,viginti
735,dreißig::NUM,ткъе итт,triginta
736,vierzig::NUM,шовзткъа,quadraginta
737,fünfzig::NUM,шовзткъе итт,quinquaginta
738,sechzig::NUM,кхузткъа,sexaginta
739,siebzig::NUM,кхузткъе итт,septuaginta
740,achtzig::NUM,дезткъа,octoginta
741,neunzig::NUM,дезткъе итт,nonaginta
742,hundert::NUM,бӏе,centum
743,tausend::NUM,эзар,mille
744,und::CNJ,a,et
745,und::CNJ,a,-que
746,oder::CNJ,я,vel
747,stehen::V,латта,stare
748,sitzen::V,хиъна ӏан,sedere
749,liegen::V,ӏилла,iacere
750,hängen::V,кхаза,pendere
751,werden::V,хила,fieri
752,passieren::V,хила,accidere
753,beginnen::V,доло,incipere
754,enden::V,дӏадерза,finem habere
755,wechseln::V,хийца,mutari
756,aufgehen[Sonne]::V,кхета,oriri
757,untergehen[Sonne]::V,чубуза,occidere
758,scheinen[Sonne]::V,серло яла,lucere
759,donnern::V,къекъа,tonare
760,wehen::V,хьекха,flare
761,strömen::V,эха,fluere
762,fließen::V,охьаэха,manare
763,sich drehen::V,хьийза,torqueri
764,schwanken::V,леста,vacillare
765,schwingen::V,лесто,vibrare
766,fallen::V,охьакхета,cadere
767,brennen::V,дага,ardere
768,rauchen::V,оза,fumare
769,regnen::V,догlа догlу,pluere
770,gefrieren::V,гӏоро,congelari
771,tauen::V,даша,rorare
772,schmelzen::V,лала,liquescere
773,trocknen::V,дакъо,arescere
774,sieden::V,кхехка,fervere
775,faulen::V,дахкадала,putescere
776,verfaulen::V,дахкадала,putescere
777,reißen::V,хеда,scindi
778,versinken::V,хичудаха,mergi
779,vergehen::V,дlаэха,praeterire
780,erscheinen::V,схьадала,apparere
781,erscheinen::V,ӏоттадала,apparere
782,verschwinden::V,къайладала,discedere
783,sinken::V,лахдала,labi
784,zunehmen::V,лакхадала,augeri
785,steigen::V,хьаладала,augescere
786,wachsen::V,кхиа,crescere
787,glänzen::V,лепа,splendere
788,funkeln::V,къега,micare
789,lärmen::V,гӏовгӏаян,strepere
790,läuten::V,детта,sonare
791,klingeln::V,дека,tinnire
792,klirren::V,дека,crepare
793,brausen::V,хьаьдда даха,saevire
794,rauschen::V,леста,crepare
795,klingen::V,дека,sonare
796,bellen::V,лета,latrare
797,heulen::V,угӏа,ululare
798,blasen::V,хӏуп баха,flare
799,pfeifen::V,шок етта,sibilare
800,schreien::V,мохь бетта,clamare
801,stöhnen::V,узарш дан,gemere
