,Concept_ID,hu,kk
151,Blatt::N,levél,жапырақ
152,Birke::N,nyír,қайың
153,Kiefer[Baum]::N,fenyő,қарағай
154,Weide[Baum]::N,fűz,тал
155,Tanne::N,fenyő,шырша
156,Horn::N,szarv,мүйіз
157,Feder::N,toll,қаламұш
158,Fell::N,szőr,тері
159,Fell::N,bunda,тері
160,Flügel::N,szárny,қанат
161,Klaue::N,köröm,тырнақ
162,Kralle::N,karom,аяқ
163,Schwanz::N,farok,құйрық
164,Ei::N,tojás,жұмыртқа
165,Nest::N,fészek,ұя
166,Bau::N,odú,жатақ
167,Tier::N,állat,айуан
168,Tier::N,állat,жануар
169,Herde::N,nyáj,пада
170,Herde::N,csorda,пада
171,Kuh::N,tehén,сиыр
172,Bulle::N,bika,өгіз
173,Pferd::N,ló,жылқы
174,Schaf::N,juh,қой
175,Schaf::N,birka,қой
176,Schwein::N,sertés,шошқа
177,Hund::N,eb,ит
178,Hund::N,kutya,ит
179,Katze::N,macska,мысық
180,Bär::N,medve,аю
181,Eichhörnchen::N,mókus,тиін
182,Elch::N,jávorszarvas,бұғы
183,Fuchs::N,róka,түлкі
184,Hase::N,nyúl,қоян
185,Maus::N,egér,қаптесер
186,Wolf::N,farkas,бөрі
187,Wolf::N,farkas,қасқыр
188,Vogel::N,madár,құс
189,Schwarm::N,raj,топ
190,Schwarm::N,raj,үйір
191,Huhn::N,tyúk,тауық
192,Huhn::N,tyúk,мекиен
193,Hahn::N,kakas,әтеш
194,Hahn::N,kakas,қораз
195,Gans::N,lúd,қаз
196,Gans::N,liba,қаз
197,Adler::N,sas,бүркіт
198,Ente::N,kacsa,үйрек
199,Eule::N,bagoly,жапалақ
200,Kranich::N,daru,тырна
201,Krähe::N,varjú,қарға
202,Kuckuck::N,kakukk,көкек
203,Schwan::N,hattyú,аққу
204,Fisch::N,hal,балық
205,Barsch::N,sügér,алабұға
206,Hecht::N,csuka,шортан
207,Schlange[Tier]::N,kígyó,жылан
208,Wurm::N,kukac,шұбалшаң
209,Spinne::N,pók,өрмекші
210,Ameise::N,hangya,қүмырска
211,Laus::N,tetű,бит
212,Mücke::N,szúnyog,маса
213,Fliege::N,légy,шыбын
214,Schmetterling::N,lepke,көбелек
215,Schmetterling::N,pillangó,көбелек
216,Beere::N,bogyó,жидек
217,Apfel::N,alma,алма
218,Pilz::N,gomba,қозықұйрық
219,Pilz::N,gomba,саңыраукулақ
220,Zwiebel::N,hagyma,жуа
221,Saat::N,vetőmag,тұқым
222,Korn::N,mag,дән
223,Korn::N,szem,дән
224,Heu::N,széna,шөп
225,Schale::N,héj,қабық
226,Schale::N,héj,қабығы
227,Grube::N,verem,ор
228,Falle::N,csapda,дұзақ
229,Falle::N,csapda,қақпан
230,Schlinge::N,tőr,ілмек
231,Spur::N,nyom,із
232,Asche::N,hamu,күл
233,Dreck::N,sár,былғаныш
234,Dreck::N,piszok,былғаныш
235,Eisen::N,vas,темір
236,Gold::N,arany,алтын
237,Silber::N,ezüst,күміс
238,Kohle::N,szén,көмір
239,Glas::N,üveg,шыны
240,Lehm::N,agyag,балшық
241,Lehm::N,vályog,балшық
242,Sand::N,homok,құм
243,Mensch::N,ember,адам
244,Mann::N,úr,еркек
245,Mann::N,úr,ер адам
246,Mann::N,férfi,еркек
247,Mann::N,férfi,ер адам
248,Frau::N,nő,бике
249,Frau::N,nő,қатын
250,Frau::N,asszony,бике
251,Frau::N,asszony,қатын
252,Kind::N,gyerek,бала
253,Kind::N,gyerek,перзент
254,Kind::N,gyermek,бала
255,Kind::N,gyermek,перзент
256,Junge::N,fiú,бала
257,Junge::N,fiú,ер бала
258,Mädchen::N,lány,қыз
259,Familie::N,család,жанұя
260,Großvater::N,nagyapa,ата
261,Großmutter::N,nagyanya,әже
262,Großmutter::N,nagyanya,әжей
263,Eltern::N,szülők,ата-аналар
264,Vater::N,apa,әке
265,Vater::N,atya,әке
266,Mutter::N,anya,ана
267,Sohn::N,fiú,ұл
268,Tochter::N,lány,қызым
269,Bruder::N,fivér,бауырым
270,Bruder::N,testvér,бауырым
271,Schwester::N,nővér,әпке
272,Schwester::N,lánytestvér,әпке
273,Onkel::N,nagybácsi,көке
274,Tante::N,nagynéni,тәте
275,Ehemann::N,férj,ер
276,Ehefrau::N,feleség,зайып
277,Freude::N,öröm,қуаныш
278,Freude::N,öröm,сүйініш
279,Freude::N,öröm,шат-думан
280,Freude::N,öröm,қуаныштылық
281,Gelächter::N,nevetés,күлу
282,Gelächter::N,hahotázás,күлу
283,Glück::N,boldogság,бақыт
284,Glück::N,boldogság,бақыттылық
285,Kummer::N,bánat,аза
286,Kummer::N,bánat,қайғы
287,Kummer::N,bánat,қасырет
288,Wunsch::N,óhaj,мүдде
289,Lust::N,kedv,тәбет
290,Lust::N,kedv,ынтызар
291,Lust::N,kedv,құштарлық
292,Geist::N,elme,рух
293,Geist::N,szellem,рух
294,Gedanke::N,gondolat,ой
295,Gedächtnis::N,emlékezet,ес
296,Gedächtnis::N,emlékezet,жады
297,Gedächtnis::N,emlékezet,ақыл-ес
298,Verstand::N,ész,ақыл
299,Verstand::N,ész,парасат
300,Verstand::N,értelem,ақыл
301,Verstand::N,értelem,парасат
302,Sinn::N,értelem,мән
303,Sinn::N,értelem,маныз
304,Sinn::N,értelem,мағына
305,Sinn::N,értelem,мән-мағына
306,Grund::N,ok,себеп
307,Grund::N,alap,себеп
308,Wahrheit::N,igaz,рас
309,Wahrheit::N,igazság,рас
310,Gespräch::N,beszélgetés,әңгіме
311,Märchen::N,mese,ертеп
312,Märchen::N,mese,ертек
313,Erzählung::N,elbeszélés,әңгіме
314,Nachricht::N,hír,хабар
315,Nachricht::N,híradás,хабар
316,Neuigkeit::N,újság,жаңалық
317,Name::N,név,ат
318,Name::N,név,атау
319,Rätsel::N,rejtvény,жұмбақ
320,Rede::N,beszéd,сөз
321,Rede::N,szónoklat,сөз
322,Sprache::N,nyelv,тіл
323,Stimme::N,hang,үн
324,Stimme::N,hang,әуен
325,Stimme::N,hang,дауыс
326,Wort::N,szó,сөз
327,Zeichen::N,jel,ишара
328,Ruf::N,kiáltás,айғай
329,Lärm::N,zaj,айғай-шу
330,Lärm::N,zaj,айғай-ұйғай
331,Laut::N,hang,дыбыс
332,Laut::N,hang,дауыс
333,Ton::N,hang,әуен
334,Lied::N,dal,ән
335,Lied::N,dal,жыр
336,Lied::N,dal,ән-жыр
337,Lied::N,ének,ән
338,Lied::N,ének,жыр
339,Lied::N,ének,ән-жыр
340,Ruhe::N,csend,тыныштық
341,Ruhe::N,nyugalom,тыныштық
342,Leute::N,emberek,кісілер
343,Volk::N,nép,халық
344,Arbeit::N,dolog,еңбек
345,Gast::N,vendég,қонақ
346,Gast::N,vendég,мейман
347,Geschenk::N,ajándék,қадия
348,Spiel::N,játék,ойын
349,Gesellschaft::N,társaság,қауым
350,Gesellschaft::N,társaság,жұртшылық
351,Hilfe::N,segítség,жэрдем
352,Freund::N,barát,дос
353,Kamerad::N,társ,дос-жар
354,Angelegenheit::N,ügy,жұмыс
355,Anzahl::N,szám,сан
356,Anzahl::N,szám,саны
357,Art::N,faj,түр
358,Art::N,fajta,түр
359,Stück::N,darab,тілім
360,Teil::N,rész,үлес
361,Teil::N,rész,бөлшек
362,Hälfte::N,fél,жарты
363,Kreis::N,kör,шеңбер
364,Kreuz::N,kereszt,крест
365,Linie::N,vonal,сызық
366,Strich::N,vonás,сызық
367,Abstand::N,köz,ара
368,Abstand::N,köz,аралық
369,Entfernung::N,távolság,аралық
370,Gegend::N,táj,өңір
371,Gegend::N,vidék,өңір
372,Platz::N,hely,орны
373,Ort::N,hely,орын
374,Seite::N,fél,жақ
375,Seite::N,fél,бүйір
376,Seite::N,oldal,жақ
377,Seite::N,oldal,бүйір
378,Mitte::N,közép,ортасы
379,Gegenstand::N,tárgy,зат
380,Gegenstand::N,tárgy,нәрсе
381,Sache::N,dolog,бұйым
382,Rand::N,szél,шет
383,Rand::N,szél,шеті
384,Rand::N,perem,шет
385,Rand::N,perem,шеті
386,Rand::N,szegély,шет
387,Rand::N,szegély,шеті
388,Kante::N,él,қыр
389,Kante::N,él,қыры
390,Ecke::N,sarok,қыры
391,Ecke::N,sarok,бұрыш
392,Ecke::N,szöglet,қыры
393,Ecke::N,szöglet,бұрыш
394,Spitze::N,csúcs,ұшы
395,Ende::N,vég,аяқ
396,Ende::N,vég,соңы
397,Loch::N,lyuk,тесік
398,Winkel::N,szög,мүйіс
399,Muster::N,minta,мәнер
400,Größe::N,nagyság,ауқым
401,Größe::N,nagyság,көлемдік
402,Länge::N,hossz,бой
403,Länge::N,hossz,ұзындық
404,Länge::N,hosszúság,бой
405,Länge::N,hosszúság,ұзындық
406,Höhe::N,magasság,жоғарылық
407,Höhe::N,magasság,биіктік
408,Gewicht::N,súly,салмақ
409,Menge::N,sokaság,мөлшер
410,Menge::N,mennyiség,мөлшер
411,Haufen::N,halom,үйме
412,Haufen::N,halom,үйінді
413,Reihe::N,sor,сап
414,Boot::N,csónak,қайық
415,Ruder::N,evező,ескек
416,Schlitten::N,szánkó,шана
417,Ski::N,sí,шаңғы
418,Lagerfeuer::N,tábortűz,алау
419,Last::N,teher,ауырлық
420,Last::N,teher,ауыр зат
421,Gang::N,járás,жүріс
422,Schritt::N,lépés,адым
423,Norden::N,észak,солтүстік
424,Norden::N,észak,терістік
425,Süden::N,dél,оңтүстік
426,Westen::N,nyugat,батыс
427,Osten::N,kelet,күншығыс
428,Holz::N,fa,ағаш
429,Holz::N,fa,сүрек
430,Brett::N,deszka,тақта
431,Platte::N,lap,тақта
432,Platte::N,lemez,тақта
433,Stütze::N,támasz,тіреу
434,Stütze::N,támaszték,тіреу
435,Stange::N,rúd,қада
436,Stange::N,pózna,қада
437,Stock::N,pálca,сойыл
438,Stab::N,bot,сырық
439,Rohr::N,cső,құбыр
440,Haus::N,ház,үй
441,Heim::N,otthon,үйлі
442,Heim::N,otthon,шаңырақ
443,Ofen::N,kályha,ошақ
444,Ofen::N,kályha,пеш
445,Fußboden::N,padló,еден
446,Tisch::N,asztal,үстел
447,Stuhl::N,szék,орындық
448,Wiege::N,bölcső,бесік
449,Bett::N,ágy,кереует
450,Regal::N,polc,сөре
451,Regal::N,állvány,сөре
452,Kiste::N,láda,жәшік
453,Fenster::N,ablak,терезе
454,Tür::N,ajtó,есік
455,Tor::N,kapu,дарбаза
456,Zaun::N,kerítés,дуал
457,Dach::N,tető,шатыр
458,Leiter::N,létra,саты
459,Leiter::N,létra,басқыш
460,Besen::N,seprű,сыпырғыш
461,Spaten::N,ásó,күрек
462,Schaufel::N,lapát,қалақ
463,Gabel::N,villa,аша
464,Gabel::N,villa,шанышқы
465,Löffel::N,kanál,қасық
466,Messer::N,kés,пышақ
467,Nagel::N,szeg,мық
468,Nagel::N,szeg,шеге
469,Netz::N,háló,керегекөз
470,Haken::N,kampó,ілмек
471,Griff::N,nyél,сап
472,Griff::N,nyél,тұтқа
473,Griff::N,fogantyú,сап
474,Griff::N,fogantyú,тұтқа
475,Schloss::N,zár,құлып
476,Schloss::N,zár,бекіткіш
477,Bild::N,kép,сурет
478,Figur::N,alak,тұлға
479,Puppe::N,bábu,қуыршақ
480,Beutel::N,zacskó,қапшық
481,Bündel::N,köteg,байлам
482,Tasche::N,táska,дорба
483,Eimer::N,vödör,шелек
484,Deckel::N,fedő,жапқыш
485,Deckel::N,fedél,жапқыш
486,Geschirr::N,edény,ыдыс
487,Sack::N,zsák,қап
488,Tasse::N,csésze,шыныаяқ
489,Topf::N,fazék,кәстрөл
490,Kessel::N,üst,қазан
491,Kessel::N,bogrács,қазан
492,Essen::N,evés,ас
493,Essen::N,étkezés,ас
494,Nahrung::N,ennivaló,ас
495,Nahrung::N,ennivaló,тамақ
496,Speise::N,étel,тағам
497,Fleisch::N,hús,ет
498,Getreide::N,gabona,дәнді
499,Brei::N,pép,ботқа
500,Brei::N,kása,ботқа
501,Brot::N,kenyér,күлше
502,Scheibe::N,szelet,тілім
503,Fett::N,háj,май
504,Fett::N,zsír,май
505,Butter::N,vaj,май
506,Öl::N,olaj,май
507,Salz::N,só,тұз
508,Suppe::N,leves,көже
509,Honig::N,méz,бал
510,Milch::N,tej,сүт
511,Tee::N,tea,шай
512,Leder::N,bőr,көн
513,Wolle::N,gyapjú,жүн
514,Stoff::N,szövet,мата
515,Stoff::N,szövet,кездеме
516,Nadel::N,tű,ине
517,Faden::N,fonál,жіп
518,Knopf::N,gomb,түйме
519,Knoten::N,csomó,түйін
520,Farbe::N,szín,рең
521,Farbe::N,festék,рең
522,Kleidung::N,ruha,киім
523,Kleidung::N,ruházat,киім
524,Hemd::N,ing,жейде
525,Kragen::N,gallér,жаға
526,Ärmel::N,ujj,жең
527,Hose::N,gatya,шалбар
528,Hose::N,nadrág,шалбар
529,Gürtel::N,öv,белбеу
530,Mütze::N,sapka,қалпақ
531,Schuh::N,cipő,кебіс
532,Stiefel::N,csizma,етік
533,Ring::N,gyűrű,жүзік
534,Band::N,szalag,таспа
535,Kamm::N,fésű,тарақ
536,Spiegel::N,tükör,айна
537,Riemen::N,szíj,қайыс
538,Schnur::N,zsinór,жіп
539,Leine::N,póráz,тізгін
540,Decke::N,takaró,көрпе
541,Kissen::N,párna,жастық
542,Tuch::N,kendő,орамал
543,Handtuch::N,törülköző,сүлгі
544,Kraft::N,erő,қуат
545,Kraft::N,erő,қарқын
546,Kraft::N,erő,әл-шама
547,Kraft::N,erő,әл-дәрмен
548,Stärke::N,erő,әл
549,Stärke::N,erő,күш
550,Stärke::N,erősség,әл
551,Stärke::N,erősség,күш
552,Gesundheit::N,egészség,денсаулык
553,Krankheit::N,kór,ауру
554,Krankheit::N,betegség,ауру
555,Schmerz::N,fájdalom,ауру
556,Wunde::N,seb,зақым
557,Wunde::N,seb,жарақат
558,Fieber::N,láz,безгек
559,Fieber::N,láz,қалтырау
560,Fieber::N,láz,қызу көтерілуі
561,Arznei::N,orvosság,дәрі
562,Arznei::N,orvosság,дәрі-дәрмек
563,Arznei::N,gyógyszer,дәрі
564,Arznei::N,gyógyszer,дәрі-дәрмек
565,Brücke::N,híd,көпір
566,Brunnen::N,kút,құдық
567,Weide::N,legelő,өріс
568,Weide::N,legelő,жайылым
569,Pfad::N,ösvény,жол
570,Weg::N,út,жол
571,Straße::N,út,жол
572,Dorf::N,falu,ауыл
573,Stadt::N,város,қала
574,Stadt::N,város,шаһар
575,Brief::N,levél,хат
576,Brief::N,levél,жазу
577,Buch::N,könyv,кітап
578,Buchstabe::N,betű,әріп
579,Buchstabe::N,betű,қаріп
580,Zeitung::N,újság,газет
581,Zeitung::N,hírlap,газет
582,Leben::N,élet,өмір
583,Leben::N,élet,тіршілік
584,Tod::N,halál,опат
585,Grab::N,sír,мола
586,Grab::N,sír,мазар
587,Kirche::N,templom,шіркеу
588,Sünde::N,bűn,күнә
589,Sünde::N,vétek,күнә
590,Gott::N,isten,алла
591,Gott::N,isten,құдай
592,Gott::N,isten,тәңірі
593,Gott::N,isten,пәруардігер
594,Gott::N,isten,жаратқан тәңірі
595,Arbeiter::N,munkás,жүмысшы
596,Chef::N,főnök,басшы
597,Chef::N,főnök,жұмыс басқарушысы
598,Meister::N,mester,шебер
599,Meister::N,mester,өнерпаз
600,Arzt::N,orvos,дәрігер
601,Lehrer::N,tanár,мұғалім
602,Lehrer::N,tanító,мұғалім
603,Geld::N,pénz,пұл
604,Geschäft::N,üzlet,бизнес
605,Laden::N,bolt,дүкен
606,Preis::N,ár,ақы
607,Preis::N,ár,құны
608,Preis::N,ár,нарық
609,Ware::N,áru,тауар
610,Nutzen::N,haszon,пайда
611,Reichtum::N,gazdagság,бақ-дәулет
612,Welt::N,világ,әлем
613,Welt::N,világ,жиһан
614,Land::N,ország,аймақ
615,Staat::N,állam,мемлекет
616,König::N,király,патша
617,Macht::N,hatalom,өкімет
618,Macht::N,hatalom,қожалық
619,Grenze::N,határ,шек
620,Krieg::N,háború,соғыс
621,Feind::N,ellenség,жау
622,Feind::N,ellenség,дұшпан
623,Gewalt::N,erőszak,зорлык
624,Gewalt::N,erőszak,зорлық-зомбылык
625,Kampf::N,harc,күрес
626,Kampf::N,harc,алыспақ
627,Bogen[Waffe]::N,íj,саржа
628,Pfeil::N,nyíl,жебе
629,Gewehr::N,puska,қару
630,Gewehr::N,fegyver,қару
631,Fehler::N,hiba,әбес
632,Fehler::N,hiba,қаталық
633,Lüge::N,hazugság,өтірік
634,Schaden::N,kár,зиян
635,Schaden::N,kár,зарар
636,Unglück::N,csapás,пәле
637,Unglück::N,csapás,қасырет
638,Unglück::N,csapás,ауыртпалық
639,Unglück::N,balszerencse,пәле
640,Unglück::N,balszerencse,қасырет
641,Unglück::N,balszerencse,ауыртпалық
642,Schuld::N,bűn,айыптылық
643,Alter::N,kor,жас
644,Alter::N,kor,жас шамасы
645,Schluss::N,vég,ада
646,Schluss::N,vég,бітуі
647,Schluss::N,befejezés,ада
648,Schluss::N,befejezés,бітуі
649,Zeit::N,idő,уақыт
650,Tag::N,nap,күн
651,Morgen::N,reggel,таң
652,Morgen::N,reggel,таңертең
653,Mittag::N,dél,талтүс
654,Abend::N,este,кеш
655,Nacht::N,éj,түн
656,Nacht::N,éjszaka,түн
657,Woche::N,hét,апта
658,Monat::N,hó,ай
659,Monat::N,hónap,ай
660,Jahr::N,év,жыл
661,Frühling::N,tavasz,көктем
662,Sommer::N,nyár,жаз
663,Herbst::N,ősz,күз
664,Winter::N,tél,қыс
665,Januar::N,január,каңтар
666,Februar::N,február,ақпан
667,März::N,március,наурыз
668,April::N,április,сәуір
669,Mai::N,május,мамыр
670,Juni::N,június,маусым
671,Juli::N,július,шілде
672,August::N,augusztus,сүмбіле
673,August::N,augusztus,тамыз
674,September::N,szeptember,қыркүйек
675,Oktober::N,október,ақырап
676,November::N,november,қараша
677,Dezember::N,december,желтоқсан
678,Montag::N,hétfő,дүйсенбі
679,Dienstag::N,kedd,сейсенбі
680,Mittwoch::N,szerda,сәрсенбі
681,Donnerstag::N,csütörtök,бейсенбі
682,Freitag::N,péntek,жұма
683,Samstag::N,szombat,сенбі
684,Sonntag::N,vasárnap,жексембі
685,groß::A,nagy,алпамсадай
686,klein::A,pici,кішкене
687,klein::A,pici,қарғадай
688,klein::A,kicsi,кішкене
689,klein::A,kicsi,қарғадай
690,lang::A,hosszú,сопақ
691,lang::A,hosszú,сорайған
692,kurz::A,rövid,кеспелтек
693,breit::A,széles,айдынды
694,schmal::A,keskeny,қысық
695,dicht::A,sűrű,жиі
696,dick[Gegenstand]::A,vastag,шомбал
697,dünn::A,vékony,жұқа
698,dünn::A,vékony,жіңішке
699,fein::A,vékony,қаңылтақ
700,fest::A,szilárd,берік
701,fest::A,szilárd,мызғымас
702,flach::A,sík,жалпак
703,flach::A,lapos,жалпак
704,glatt::A,sima,типыл
705,hart::A,kemény,қатты
706,weich::A,puha,жұмсақ
707,rund::A,kerek,домалақ
708,spitz::A,hegyes,үшкір
709,scharf::A,éles,сүйрік
710,stumpf::A,tompa,доғал
711,stumpf::A,tompa,өтпейтін
712,stumpf::A,életlen,доғал
713,stumpf::A,életlen,өтпейтін
714,schwer::A,nehéz,салмақты
715,schwer::A,súlyos,салмақты
716,schön::A,szép,сұлу
717,heiß::A,forró,ыссы
718,warm::A,meleg,жылы
719,kalt::A,hideg,аязды
720,kühl::A,hűs,салқын
721,kühl::A,hűvös,салқын
722,frisch::A,üde,таза
723,frisch::A,üde,жаңа
724,frisch::A,friss,таза
725,frisch::A,friss,жаңа
726,feucht::A,nedves,нам
727,feucht::A,nedves,дымқылды
728,nass::A,vizes,сулы
729,trocken::A,száraz,құрғақ
730,voll::A,telt,толы
731,leer::A,üres,бос
732,offen::A,nyílt,ашып қойылған
733,offen::A,nyitott,ашып қойылған
734,geschlossen::A,zárt,жабулы
735,geschlossen::A,csukott,жабулы
736,sauber::A,tiszta,дақсыз
737,sauber::A,tiszta,мұнтаздай
738,schmutzig::A,piszkos,айғыз
739,schmutzig::A,piszkos,сатпақ
740,schmutzig::A,piszkos,сатал-сатал
741,schmutzig::A,szennyes,айғыз
742,schmutzig::A,szennyes,сатпақ
743,schmutzig::A,szennyes,сатал-сатал
744,roh::A,nyers,шикі
745,reif::A,érett,піскен
746,lecker::A,finom,дәмді
747,süß::A,édes,тәтті
748,bitter::A,keserű,ащы
749,sauer::A,savanyú,қышқыл
750,hell::A,világos,жарық
751,hell::A,világos,жарқын
752,dunkel::A,sötét,қараңғы
753,schwarz::A,fekete,қара
754,weiß::A,fehér,ақ
755,rot::A,vörös,қызыл
756,gelb::A,sárga,сары
757,blau::A,kék,көк
758,grün::A,zöld,жасыл
759,grau::A,ősz,бозамық
760,grau::A,szürke,бозамық
761,bunt::A,tarka,алабажак
762,bunt::A,színes,алабажак
763,billig::A,olcsó,арзан
764,teuer::A,drága,бағалы
765,wertvoll::A,értékes,құнды
766,wertvoll::A,értékes,қымбат
767,blind::A,vak,көзсіз
768,blind::A,vak,көр
769,blind::A,vak,көр_соқыр
770,taub::A,süket,керең
771,taub::A,süket,саңырау
772,kräftig::A,erős,қуатты
773,kräftig::A,erős,қарымды
774,stark::A,erős,білекті
775,schwach::A,gyenge,әлсіз
776,schwach::A,gyenge,күшсіз
777,schwach::A,gyenge,қайратсыз
778,schwach::A,erőtlen,әлсіз
779,schwach::A,erőtlen,күшсіз
780,schwach::A,erőtlen,қайратсыз
781,fett::A,hájas,семіз
782,schlank::A,karcsú,ашаң
783,hübsch::A,csinos,ажарлы
784,hübsch::A,csinos,шырайлы
785,böse::A,rossz,өш
786,böse::A,rossz,сұм
787,böse::A,rossz,жауыз
788,böse::A,gonosz,өш
789,böse::A,gonosz,сұм
790,böse::A,gonosz,жауыз
791,dumm::A,buta,көкми
792,dumm::A,buta,ақымақ
793,dumm::A,buta,миы жоқ
794,dumm::A,ostoba,көкми
795,dumm::A,ostoba,ақымақ
796,dumm::A,ostoba,миы жоқ
797,faul::A,lusta,жалқау
798,faul::A,lusta,еріншек
799,fleißig::A,szorgalmas,ұқыпты
800,geizig::A,fukar,сараң
801,geizig::A,fösvény,сараң
802,klug::A,okos,жетік
803,klug::A,okos,ақылды
804,klug::A,eszes,жетік
805,klug::A,eszes,ақылды
806,geschickt::A,ügyes,шебер
807,lieb::A,drága,абзал
808,lieb::A,drága,айналайын
809,lieb::A,kedves,абзал
810,lieb::A,kedves,айналайын
811,lustig::A,víg,көңілді
812,lustig::A,vidám,көңілді
813,sanft::A,enyhe,жуас
814,hungrig::A,éhes,аш
815,krank::A,beteg,кеселді
