,Concept_ID,en,ga
245,Mädchen::N,girl,cailín
246,Familie::N,family,teaghlach
247,Familie::N,family,comhluadar
248,Großvater::N,grandfather,seanathair
249,Großmutter::N,grandmother,seanmháthair
250,Eltern::N,parents,tuismitheoirí
251,Vater::N,father,athair
252,Mutter::N,mother,máthair
253,Sohn::N,son,mac
254,Tochter::N,daughter,iníon
255,Bruder::N,brother,deartháir
256,Schwester::N,sister,deirfiúr
257,Onkel::N,uncle,uncail
258,Tante::N,aunt,aintín
259,Ehemann::N,husband,fear céile
260,Ehefrau::N,wife,bean chéile
261,Freude::N,joy,áthas
262,Gelächter::N,laughter,gáire
263,Glück::N,happiness,séan
264,Glück::N,happiness,sonas
265,Kummer::N,grief,brón
266,Kummer::N,grief,buairt
267,Wunsch::N,wish,guí
268,Wunsch::N,wish,achainí
269,Lust::N,desire,fonn
270,Geist::N,spirit,meon
271,Geist::N,spirit,spiorad
272,Gedanke::N,thought,smaoineamh
273,Gedächtnis::N,memory,cuimhne
274,Verstand::N,mind,ciall
275,Verstand::N,mind,intinn
276,Sinn::N,meaning,brí
277,Sinn::N,meaning,ciall
278,Grund::N,reason,fáth
279,Wahrheit::N,truth,fírinne
280,Gespräch::N,talk,comhrá
281,Märchen::N,fairy tale,scéal
282,Erzählung::N,story,scéal
283,Nachricht::N,message,teachtaireacht
284,Neuigkeit::N,news,scéala
285,Name::N,name,ainm
286,Rätsel::N,puzzle,tomhas
287,Rede::N,speech,óráid
288,Rede::N,speech,aitheasc
289,Sprache::N,language,teanga
290,Stimme::N,voice,guth
291,Wort::N,word,focal
292,Zeichen::N,sign,comhartha
293,Ruf::N,call,glaoch
294,Lärm::N,noise,torann
295,Laut::N,sound,fuaim
296,Ton::N,tone,ton
297,Lied::N,song,amhrán
298,Ruhe::N,calm,suaimhneas
299,Leute::N,people,muintir
300,Volk::N,nation,pobal
301,Arbeit::N,work,obair
302,Gast::N,guest,aoi
303,Geschenk::N,gift,féirín
304,Geschenk::N,gift,bronntanas
305,Spiel::N,game,cluiche
306,Gesellschaft::N,company,comhluadar
307,Hilfe::N,help,cúnamh
308,Hilfe::N,help,cabhair
309,Freund::N,friend,cara
310,Kamerad::N,companion,comrádaí
311,Angelegenheit::N,matter,ábhar
312,Anzahl::N,count,líon
313,Art::N,sort,sórt
314,Art::N,sort,saghas
315,Stück::N,piece,píosa
316,Teil::N,part,cuid
317,Teil::N,part,páirt
318,Hälfte::N,half,leath
319,Kreis::N,circle,ciorcal
320,Kreuz::N,cross,cros
321,Linie::N,line,líne
322,Strich::N,stroke,stríoc
323,Abstand::N,gap,achar
324,Entfernung::N,distance,fad
325,Gegend::N,area,ceantar
326,Platz::N,space,áit
327,Platz::N,space,spás
328,Ort::N,place,áit
329,Seite::N,side,taobh
330,Mitte::N,middle,lár
331,Gegenstand::N,item,ball
332,Gegenstand::N,item,ábhar
333,Sache::N,thing,ní
334,Sache::N,thing,rud
335,Rand::N,fringe,imeall
336,Rand::N,fringe,ciumhais
337,Kante::N,edge,corr
338,Kante::N,edge,colbha
339,Ecke::N,corner,coirnéal
340,Spitze::N,tip,gob
341,Spitze::N,tip,barr
342,Ende::N,end,ceann
343,Ende::N,end,foirceann
344,Loch::N,hole,poll
345,Winkel::N,angle,cúinne
346,Winkel::N,angle,uillinn
347,Muster::N,pattern,patrún
348,Größe::N,size,méid
349,Größe::N,size,toise
350,Länge::N,length,fad
351,Höhe::N,height,airde
352,Gewicht::N,weight,meáchan
353,Menge::N,amount,méid
354,Haufen::N,heap,cnap
355,Reihe::N,row,líne
356,Reihe::N,row,sraith
357,Boot::N,boat,bád
358,Ruder::N,oar,rámh
359,Ruder::N,oar,maide rámha
360,Schlitten::N,sleigh,carr sleamhnáin
361,Ski::N,ski,scí
362,Lagerfeuer::N,campfire,tine champa
363,Last::N,load,ualach
364,Gang::N,walk,siúlóid
365,Schritt::N,step,céim
366,Schritt::N,step,coiscéim
367,Norden::N,north,tuaisceart
368,Süden::N,south,deisceart
369,Westen::N,west,iarthar
370,Osten::N,east,oirthear
371,Holz::N,wood,adhmad
372,Brett::N,board,clár
373,Platte::N,slab,leac
374,Stütze::N,bracket,taca
375,Stange::N,pole,polla
376,Stange::N,pole,cuaille
377,Stock::N,stick,bata
378,Stock::N,stick,maide
379,Stab::N,staff,maide
380,Stab::N,staff,bachall
381,Rohr::N,pipe,píopa
382,Haus::N,house,teach
383,Heim::N,home,baile
384,Ofen::N,stove,sornóg
385,Fußboden::N,floor,urlár
386,Tisch::N,table,bord
387,Tisch::N,table,tábla
388,Stuhl::N,chair,cathaoir
389,Wiege::N,cradle,cliabhán
390,Bett::N,bed,leaba
391,Regal::N,shelf,seilf
392,Kiste::N,box,bosca
393,Fenster::N,window,fuinneoig
394,Tür::N,door,doras
395,Tor::N,gate,geata
396,Zaun::N,fence,fál
397,Zaun::N,fence,claí
398,Dach::N,roof,díon
399,Leiter::N,ladder,dréimire
400,Besen::N,broom,scuab
401,Spaten::N,spade,spád
402,Spaten::N,spade,rámhainn
403,Schaufel::N,shovel,sluasaid
404,Gabel::N,fork,forc
405,Gabel::N,fork,gabhlóg
406,Löffel::N,spoon,spúnóg
407,Messer::N,knife,scian
408,Nagel::N,nail,tairne
409,Netz::N,net,líon
410,Netz::N,net,eangach
411,Haken::N,hook,croch
412,Griff::N,handle,cos
413,Griff::N,handle,hanla
414,Schloss::N,lock,glas
415,Bild::N,picture,pictiúr
416,Figur::N,figure,fíor
417,Puppe::N,doll,bábóg
418,Beutel::N,pouch,mála
419,Beutel::N,pouch,mealbhóg
420,Bündel::N,bundle,beart
421,Tasche::N,bag,mála
422,Eimer::N,bucket,buicéad
423,Deckel::N,cover,clár
424,Deckel::N,cover,claibín
425,Geschirr::N,dishes,soithí
426,Geschirr::N,dishes,gréithe
427,Sack::N,sack,sac
428,Sack::N,sack,mála
429,Tasse::N,cup,cupán
430,Topf::N,pot,pota
431,Kessel::N,kettle,citeal
432,Essen::N,meal,béile
433,Nahrung::N,food,bia
434,Speise::N,dish,mias
435,Fleisch::N,meat,feoil
436,Getreide::N,corn,grán
437,Getreide::N,corn,arbhar
438,Brei::N,mush,brúitín
439,Brot::N,bread,arán
440,Scheibe::N,slice,píosa
441,Scheibe::N,slice,slisne
442,Fett::N,fat,saill
443,Fett::N,fat,méathras
444,Butter::N,butter,im
445,Öl::N,oil,ola
446,Salz::N,salt,salann
447,Suppe::N,soup,sú
448,Suppe::N,soup,anraith
449,Honig::N,honey,mil
450,Milch::N,milk,bainne
451,Tee::N,tea,tae
452,Leder::N,leather,leathar
453,Wolle::N,wool,olann
454,Stoff::N,cloth,éadach
455,Nadel::N,needle,snáthaid
456,Faden::N,thread,snáth
457,Knopf::N,button,cnaipe
458,Knoten::N,knot,snaidhm
459,Farbe::N,paint,péint
460,Kleidung::N,clothes,éadaí
461,Hemd::N,shirt,léine
462,Kragen::N,collar,bóna
463,Ärmel::N,sleeve,muinchille
464,Hose::N,trousers,bríste
465,Hose::N,trousers,treabhsar
466,Gürtel::N,belt,crios
467,Mütze::N,cap,caipín
468,Schuh::N,shoe,bróg
469,Stiefel::N,boot,buatais
470,Ring::N,ring,fáinne
471,Band::N,ribbon,ribín
472,Kamm::N,comb,cíor
473,Spiegel::N,mirror,scáthán
474,Riemen::N,strap,iall
475,Riemen::N,strap,strapa
476,Schnur::N,string,téad
477,Schnur::N,string,sreangán
478,Leine::N,leash,iall
479,Decke::N,blanket,pluid
480,Decke::N,blanket,blaincéad
481,Kissen::N,pillow,piliúr
482,Kissen::N,pillow,adhartán
483,Tuch::N,scarf,scaif
484,Handtuch::N,towel,tuáille
485,Kraft::N,force,fórsa
486,Stärke::N,strength,neart
487,Gesundheit::N,health,sláinte
488,Krankheit::N,illness,tinneas
489,Krankheit::N,illness,breoiteacht
490,Schmerz::N,pain,pian
491,Wunde::N,wound,goin
492,Fieber::N,fever,fiabhras
493,Arznei::N,medicine,cógas
494,Brücke::N,bridge,droichead
495,Brunnen::N,well,tobar
496,Weide::N,pasture,féarach
497,Pfad::N,path,cosán
498,Pfad::N,path,conair
499,Weg::N,way,slí
500,Weg::N,way,bealach
501,Straße::N,road,bóthar
502,Dorf::N,village,sráidbhaile
503,Stadt::N,town,baile
504,Stadt::N,town,cathair
505,Brief::N,letter,litir
506,Buch::N,book,cín
507,Buch::N,book,leabhar
508,Buchstabe::N,character,litir
509,Zeitung::N,newspaper,nuachtán
510,Leben::N,life,saol
511,Leben::N,life,beatha
512,Tod::N,death,bás
513,Grab::N,grave,uaigh
514,Kirche::N,church,eaglais
515,Sünde::N,sin,peaca
516,Gott::N,god,dia
517,Arbeiter::N,worker,oibrí
518,Chef::N,boss,saoiste
519,Chef::N,boss,ceannasaí
520,Meister::N,master,máistir
521,Arzt::N,doctor,lia
522,Arzt::N,doctor,dochtúir
523,Lehrer::N,teacher,oide
524,Lehrer::N,teacher,múinteoir
525,Geld::N,money,airgead
526,Geschäft::N,business,gnó
527,Laden::N,shop,siopa
528,Preis::N,price,praghas
529,Ware::N,ware,earra
530,Nutzen::N,profit,tairbhe
531,Reichtum::N,wealth,rachmas
532,Reichtum::N,wealth,saibhreas
533,Welt::N,world,domhan
534,Land::N,country,tír
535,Staat::N,state,stát
536,König::N,king,rí
537,Macht::N,power,cumhacht
538,Grenze::N,border,críoch
539,Grenze::N,border,teorainn
540,Krieg::N,war,cogadh
541,Feind::N,enemy,namhaid
542,Gewalt::N,violence,foréigean
543,Kampf::N,fight,troid
544,Bogen[Waffe]::N,bow,bogha
545,Pfeil::N,arrow,saighead
546,Gewehr::N,gun,gunna
547,Fehler::N,mistake,botún
548,Fehler::N,mistake,meancóg
549,Lüge::N,lie,bréag
550,Lüge::N,lie,éitheach
551,Schaden::N,damage,dochar
552,Schaden::N,damage,damáiste
553,Unglück::N,misfortune,drochrath
554,Schuld::N,fault,locht
555,Schuld::N,fault,milleán
556,Alter::N,age,aois
557,Schluss::N,conclusion,deireadh
558,Zeit::N,time,am
559,Zeit::N,time,aimsir
560,Tag::N,day,lá
561,Morgen::N,morning,maidin
562,Mittag::N,noon,nóin
563,Abend::N,evening,tráthnóna
564,Nacht::N,night,oíche
565,Woche::N,week,seachtain
566,Monat::N,month,mí
567,Jahr::N,year,bliain
568,Frühling::N,spring,earrach
569,Sommer::N,summer,samhradh
570,Herbst::N,autumn,fómhar
571,Winter::N,winter,geimhreadh
572,Januar::N,January,Eanáir
573,Februar::N,February,Feabhra
574,März::N,March,Márta
575,April::N,April,Aibreán
576,Mai::N,May,Bealtaine
577,Juni::N,June,Meitheamh
578,Juli::N,July,Iúil
579,August::N,August,Lúnasa
580,September::N,September,Meán Fómhair
581,Oktober::N,October,Deireadh Fómhair
582,November::N,November,Samhain
583,November::N,November,Mí na Samhna
584,Dezember::N,December,Mí na Nollag
585,Montag::N,Monday,Luan
586,Montag::N,Monday,Dé Luain
587,Dienstag::N,Tuesday,Máirt
588,Dienstag::N,Tuesday,Dé Máirt
589,Mittwoch::N,Wednesday,Céadaoin
590,Mittwoch::N,Wednesday,Dé Céadaoin
591,Donnerstag::N,Thursday,Déardaoin
592,Freitag::N,Friday,Aoine
593,Freitag::N,Friday,Dé hAoine
594,Samstag::N,Saturday,Satharn
595,Samstag::N,Saturday,Dé Sathairn
596,Sonntag::N,Sunday,Domhnach
597,Sonntag::N,Sunday,Dé Domhnaigh
598,groß::A,big,mór
599,klein::A,little,beag
600,lang::A,long,fada
601,kurz::A,short,gearr
602,kurz::A,short,gairid
603,breit::A,wide,leathan
604,breit::A,wide,fairsing
605,schmal::A,narrow,cúng
606,dicht::A,dense,dlúth
607,dick[Gegenstand]::A,thick,tiubh
608,dünn::A,thin,caol
609,dünn::A,thin,tanaí
610,fein::A,delicate,scáinte
611,fein::A,delicate,fíneálta
612,fest::A,firm,daingean
613,flach::A,flat,cothrom
614,glatt::A,smooth,mín
615,glatt::A,smooth,sleamhain
616,hart::A,hard,crua
617,weich::A,soft,bog
618,rund::A,round,cruinn
619,spitz::A,pointed,gobach
620,spitz::A,pointed,biorach
621,scharf::A,sharp,géar
622,scharf::A,sharp,faobhrach
623,stumpf::A,blunt,maol
624,schwer::A,heavy,trom
625,schön::A,beautiful,álainn
626,heiß::A,hot,te
627,warm::A,warm,te
628,kalt::A,cold,fuar
629,kühl::A,cool,fionnuar
630,frisch::A,fresh,úr
631,frisch::A,fresh,friseáilte
632,feucht::A,damp,tais
633,nass::A,wet,fliuch
634,trocken::A,dry,tirim
635,voll::A,full,lán
636,leer::A,empty,folamh
637,offen::A,open,oscailte
638,geschlossen::A,closed,dúnta
639,geschlossen::A,closed,druidte
640,sauber::A,clean,glan
641,schmutzig::A,dirty,salach
642,roh::A,raw,amh
643,reif::A,ripe,aibí
644,lecker::A,delicious,blasta
645,süß::A,sweet,milis
646,bitter::A,bitter,searbh
647,sauer::A,sour,géar
648,sauer::A,sour,searbh
649,hell::A,bright,geal
650,hell::A,bright,soilseach
651,dunkel::A,dark,dorcha
652,schwarz::A,black,dubh
653,weiß::A,white,bán
654,rot::A,red,dearg
655,gelb::A,yellow,buí
656,blau::A,blue,gorm
657,grün::A,green,glas
658,grün::A,green,uaine
659,grau::A,grey,liath
660,bunt::A,colourful,ildathach
661,bunt::A,colourful,dathannach
662,bunt::A,colorful,ildathach
663,bunt::A,colorful,dathannach
664,billig::A,cheap,saor
665,teuer::A,dear,daor
666,teuer::A,dear,costasach
667,wertvoll::A,precious,luachmhar
668,blind::A,blind,dall
669,blind::A,blind,caoch
670,taub::A,deaf,bodhar
671,kräftig::A,powerful,cumhachtach
672,stark::A,strong,tréan
673,stark::A,strong,láidir
674,schwach::A,weak,lag
675,schwach::A,weak,fann
676,fett::A,fat,ramhar
677,schlank::A,slim,caol
678,schlank::A,slim,seang
679,hübsch::A,pretty,álainn
680,hübsch::A,pretty,dathúil
681,böse::A,evil,olc
682,dumm::A,stupid,dúr
683,dumm::A,stupid,amaideach
684,faul::A,lazy,falsa
685,faul::A,lazy,leisciúil
686,fleißig::A,diligent,dícheallach
687,geizig::A,stingy,barainneach
688,geizig::A,stingy,sprionlaithe
689,klug::A,clever,cliste
690,geschickt::A,skilful,oilte
691,geschickt::A,skilful,ealaíonta
692,geschickt::A,skillful,oilte
693,geschickt::A,skillful,ealaíonta
694,lieb::A,dear,dil
695,lieb::A,dear,dílis
696,lustig::A,merry,aerach
697,lustig::A,merry,meidhreach
698,sanft::A,gentle,bog
699,sanft::A,gentle,séimh
700,hungrig::A,hungry,ocrach
701,krank::A,sick,tinn
702,krank::A,sick,breoite
703,nackt::A,naked,nocht
704,traurig::A,sad,brónach
705,lebendig::A,living,beo
706,gut::A,good,maith
707,schlecht::A,bad,dona
708,schlecht::A,bad,droch-
709,richtig::A,correct,ceart
710,schlimm::A,nasty,gránna
711,schlimm::A,nasty,tubaisteach
712,wahr::A,true,fíor
713,alt::A,old,sean
714,neu::A,new,úr
715,neu::A,new,nua
716,ehemalig::A,former,iar-
717,ehemalig::A,former,sean-
718,alt[Lebewesen]::A,aged,sean
719,alt[Lebewesen]::A,aged,aosta
720,jung::A,young,óg
721,arm::A,poor,bocht
722,reich::A,rich,saibhir
723,reich::A,rich,rachmasach
724,bekannt::A,familiar,atá eolas air
725,berühmt::A,famous,cailiúil
726,berühmt::A,famous,clúiteach
727,fremd::A,foreign,coimhthíoch
728,verschieden::A,different,éagsúil
729,verschieden::A,different,difriúil
730,nah::A,near,gar
731,nah::A,near,deas
732,fern::A,far,i bhfad uainn
733,fern::A,far,i bhfad i gcéin
734,linker::A,left,clé
735,rechter::A,right,deas
736,anderer::A,other,eile
737,erster::A,first,céad
738,zweiter::A,second,dóú
739,zweiter::A,second,dara
740,dritter::A,third,tríú
741,dritter::A,third,treas
742,letzter::A,last,déanach
743,letzter::A,last,deireanach
744,allein::ADV,alone,i d'aonar
745,auf einmal::ADV,at once,ag an am céanna
746,zusammen::ADV,together,le chéile
747,zusammen::ADV,together,in eineacht
748,lange::ADV,long,fada
749,plötzlich::ADV,suddenly,go tobann
750,plötzlich::ADV,suddenly,i dtobainne
751,sofort::ADV,instantly,ar an toirt
752,sofort::ADV,instantly,ar an bpointe
753,später::ADV,later,níos déanaí
754,jetzt::ADV,now,anois
755,heute::ADV,today,inniu
756,morgen::ADV,tomorrow,amárach
757,bald::ADV,soon,go luath
758,bald::ADV,soon,gan mhoill
759,dann::ADV,then,ansin
760,gestern::ADV,yesterday,inné
761,einst::ADV,once,tráth
762,einst::ADV,once,uair amháin
763,damals::ADV,at that time,ag an am
764,damals::ADV,at that time,an t-am sin
765,danach::ADV,afterwards,ina dhiaidh sin
766,vorher::ADV,before,cheana
767,vorher::ADV,before,roimhe sin
768,zuerst::ADV,at first,ar dtús
769,einmal::ADV,once,uair amháin
770,manchmal::ADV,sometimes,uaireanta
771,oft::ADV,often,minic
772,immer::ADV,always,i gcónaí
773,niemals::ADV,never,riamh
774,hier::ADV,here,anseo
775,hierhin::ADV,hither,anseo
776,hierhin::ADV,to here,anseo
777,hierhin::ADV,here,anseo
778,von hier::ADV,hence,an áit seo
779,dort::ADV,there,ann
780,dort::ADV,there,ansin
781,dorthin::ADV,thither,ann
782,dorthin::ADV,thither,ansin
783,dorthin::ADV,there,ann
784,dorthin::ADV,there,ansin
785,dorthin::ADV,to there,ann
786,dorthin::ADV,to there,ansin
787,geradeaus::ADV,ahead,ar aghaidh
788,vorwärts::ADV,forward,
789,rückwärts::ADV,backward,siar
790,zurück::ADV,back,ar ais
791,unten::ADV,below,thíos
792,hinab::ADV,down,síos
793,oben::ADV,above,thuas
794,hinauf::ADV,up,suas
795,überall::ADV,everywhere,i ngach áit
796,überall::ADV,everywhere,ar fud na háite
797,nicht::ADV,not,ní
798,nicht::ADV,not,cha
799,ein wenig::ADV,a little,beagán
800,kaum::ADV,hardly,ar éigean
801,sehr::ADV,very,an-
802,so::ADV,so,chomh
803,so::ADV,so,mar sin
804,noch::ADV,still,fós
805,noch::ADV,still,go fóill
806,nur::ADV,only,amháin
807,nur::ADV,only,níl ach
808,schon::ADV,already,cheana
809,schon::ADV,already,cheana féin
810,wieder::ADV,again,arís
811,wieder::ADV,again,athuair
812,vergebens::ADV,in vain,amú
813,vergebens::ADV,in vain,in aisce
814,vor::PRP,in front of,ar thosach
815,hinter::PRP,behind,laistiar de
816,hinter::PRP,behind,taobh thiar de
817,unter::PRP,under,faoi
818,durch::PRP,through,trí
819,neben::PRP,next to,taobh le
820,neben::PRP,next to,in aice le
821,zwischen::PRP,between,idir
822,wegen::PRP,because of,de bharr
823,wegen::PRP,because of,mar gheall ar
824,dies::PRN,this,seo
825,das::PRN,that,sin
826,alles::PRN,everything,gach rud
827,ich::PRN,I,mé
828,ich::PRN,I,mise
829,du::PRN,you,tú
830,du::PRN,you,tusa
831,du::PRN,thou,tú
832,du::PRN,thou,tusa
833,er::PRN,he,sé
834,er::PRN,he,seisean
835,wir::PRN,we,sinn
836,ihr::PRN,you,sibh
837,ihr::PRN,you,sibhse
838,sie::PRN,they,siad
839,sie::PRN,they,siadsan
840,was::FPRN,what,cad
841,was::FPRN,what,céard
842,wer::FPRN,who,cé
843,wo::FADV,where,cá
844,wo::FADV,where,cén áit
845,wohin::FADV,where ... to,cá
846,wohin::FADV,where ... to,cén áit
847,wohin::FADV,where to,cá
848,wohin::FADV,where to,cén áit
849,wohin::FADV,where,cá
850,wohin::FADV,where,cén áit
851,wie::FADV,how,conas
852,wie::FADV,how,cén chaoi
853,warum::FADV,why,cén fáth
854,warum::FADV,why,cad chuige
855,wieviel::FNUM,how much,cá mhéad
856,eins::NUM,one,aon
857,zwei::NUM,two,dhá
858,drei::NUM,three,trí
859,vier::NUM,four,ceathair
860,fünf::NUM,five,cúig
861,sechs::NUM,six,sé
862,sieben::NUM,seven,seacht
863,acht::NUM,eight,ocht
864,neun::NUM,nine,naoi
865,zehn::NUM,ten,deich
866,elf::NUM,eleven,aon déag
