,Concept_ID,te,fr
150,Tier::N,జంతువు,animal
151,Herde::N,మంద,troupeau
152,Kuh::N,ఆవు,vache
153,Bulle::N,గిత్త,taureau
154,Pferd::N,గుఱ్ఱము,cheval
155,Schaf::N,గొఱ్ఱె,mouton
156,Schwein::N,పంది,porc
157,Schwein::N,పంది,cochon
158,Hund::N,కుక్క,chien
159,Katze::N,పిల్లి,chat
160,Bär::N,ఎలుగుబంటి,ours
161,Eichhörnchen::N,ఉడుత,écureuil
162,Elch::N,కణంజు,élan
163,Fuchs::N,గుంటనక్క,renard
164,Hase::N,కుందేలు,lièvre
165,Maus::N,చిట్టెలుక,souris
166,Wolf::N,తోడేలు,loup
167,Vogel::N,పక్షి,oiseau
168,Schwarm::N,గుంపు,nuée
169,Schwarm::N,గుంపు,volée
170,Huhn::N,కోడిపిల్ల,poule
171,Hahn::N,కోడివుంజు,coq
172,Gans::N,ఆడుబాతు,oie
173,Adler::N,గ్రద్ద,aigle
174,Ente::N,పాట్టిబాతు,canard
175,Eule::N,గ్రుడ్లగూబ,hibou
176,Kranich::N,కొంగ,grue
177,Krähe::N,కాకి,corneille
178,Kuckuck::N,కోయల,coucou
179,Schwan::N,హంస,cygne
180,Fisch::N,చేప,poisson
181,Barsch::N,ఒకచేఁప,perche
182,Hecht::N,గండుమీను,brochet
183,Schlange[Tier]::N,పాము,serpent
184,Wurm::N,పురుగు,ver
185,Spinne::N,సాలె పురుగు,araignée
186,Ameise::N,చీమ,fourmi
187,Laus::N,పేను,pou
188,Mücke::N,చీకటీగ,moucheron
189,Fliege::N,ఈగ,mouche
190,Schmetterling::N,సీతాకోకచిలుక,papillon
191,Beere::N,కాయ,baie
192,Apfel::N,ఆపిల్ పండు,pomme
193,Pilz::N,కుక్కగొడుగు,champignon
194,Zwiebel::N,నీరుల్లి,oignon
195,Saat::N,విత్తనము,semence
196,Korn::N,గింజ,grain
197,Heu::N,ఎండుగడ్డి,foin
198,Schale::N,పొట్టు,pelure
199,Grube::N,గొయ్యి,fosse
200,Falle::N,బోను,piège
201,Schlinge::N,ఉరి,lacs
202,Spur::N,జాడ,trace
203,Asche::N,బూడిద,cendre
204,Dreck::N,ముఱికి,crotte
205,Eisen::N,ఇనుము,fer
206,Gold::N,బంగారము,or
207,Silber::N,వెండి,argent
208,Kohle::N,నేలబొగ్గు,charbon
209,Glas::N,గాజు,verre
210,Lehm::N,బంకమన్ను,glaise
211,Sand::N,ఇసుక,sable
212,Mensch::N,నరుడు,homme
213,Mann::N,పురుమడు,homme
214,Frau::N,ఆడుది,femme
215,Kind::N,బిడ్డ,enfant
216,Junge::N,బాలుడు,garçon
217,Mädchen::N,బాలిక,fille
218,Mädchen::N,బాలిక,jeune fille
219,Familie::N,కుటుంబము,famille
220,Großvater::N,తాత,grand-père
221,Großmutter::N,అయ్యమ్మ,grand-mère
222,Eltern::N,తల్లితండ్రులు,parents
223,Vater::N,తండ్రి,père
224,Mutter::N,తల్లి,mère
225,Sohn::N,కొడుకు,fils
226,Tochter::N,కూతురు,fille
227,Bruder::N,పోదరుడు,frère
228,Schwester::N,సోదరి,sœur
229,Onkel::N,మేనమామ,oncle
230,Tante::N,మేనత్త,tante
231,Tante::N,పినతల్లి,tante
232,Ehemann::N,భర్త,mari
233,Ehemann::N,భర్త,époux
234,Ehefrau::N,భార్య,femme
235,Ehefrau::N,భార్య,épouse
236,Freude::N,సంతోషము,joie
237,Freude::N,సంతోషము,plaisir
238,Gelächter::N,నవ్వు,rires
239,Glück::N,సంతోషము,bonheur
240,Kummer::N,దుఃఖము,peine
241,Kummer::N,దుఃఖము,chagrin
242,Wunsch::N,కోరిక,désir
243,Lust::N,కోరిక,envie
244,Geist::N,ఆత్మ,esprit
245,Gedanke::N,ఆలోచన,idée
246,Gedanke::N,ఆలోచన,pensée
247,Gedächtnis::N,జ్ఞాపకము,mémoire
248,Verstand::N,మనస్సు,raison
249,Sinn::N,అర్థము,sens
250,Grund::N,కారణము,cause
251,Grund::N,కారణము,raison
252,Wahrheit::N,సత్యము,vérité
253,Gespräch::N,పంభాషణ,conversation
254,Märchen::N,అద్భుతకథ,conte
255,Märchen::N,అద్భుతకథ,conte de fées
256,Erzählung::N,కథ,conte
257,Erzählung::N,కథ,narration
258,Nachricht::N,వార్త,message
259,Neuigkeit::N,వార్త,nouvelle
260,Name::N,పేరు,nom
261,Rätsel::N,చిక్కు,énigme
262,Rätsel::N,చిక్కు,devinette
263,Rede::N,ఉపన్యాసము,parole
264,Rede::N,ఉపన్యాసము,discours
265,Sprache::N,భాష,langue
266,Sprache::N,భాష,langage
267,Stimme::N,కంరథ్సని,voix
268,Wort::N,మాట,mot
269,Zeichen::N,గుర్తు,signe
270,Ruf::N,పిలువు,cri
271,Ruf::N,పిలువు,appel
272,Lärm::N,సందడి,bruit
273,Laut::N,ధ్వని,son
274,Ton::N,స్వరము,ton
275,Lied::N,పాట,chant
276,Lied::N,పాట,chanson
277,Ruhe::N,గాలిలేమి,calme
278,Ruhe::N,గాలిలేమి,tranquillité
279,Leute::N,జనులు,gens
280,Volk::N,జాతి,peuple
281,Arbeit::N,పని,travail
282,Gast::N,అతిధి,hôte
283,Gast::N,అతిధి,invité
284,Geschenk::N,దానము,cadeau
285,Geschenk::N,దానము,présent
286,Spiel::N,ఆట,jeu
287,Gesellschaft::N,జట్టు,compagnie
288,Hilfe::N,సాహాయ్యము,aide
289,Hilfe::N,సాహాయ్యము,secours
290,Freund::N,స్నేహితుడు,ami
291,Kamerad::N,చెలికాడు,copain
292,Kamerad::N,చెలికాడు,camarade
293,Angelegenheit::N,విషయము,affaire
294,Anzahl::N,లెక్క,nombre
295,Art::N,జాతి,sorte
296,Art::N,జాతి,espèce
297,Stück::N,తునుక,morceau
298,Teil::N,భాగము,part
299,Teil::N,భాగము,partie
300,Hälfte::N,సగము,moitié
301,Kreis::N,వృత్తము,cercle
302,Kreuz::N,సిలువ,croix
303,Linie::N,గీత,ligne
304,Strich::N,గీత,trait
305,Abstand::N,సందు,écart
306,Entfernung::N,దూరము,distance
307,Gegend::N,విస్తీర్ణము,région
308,Gegend::N,విస్తీర్ణము,contrée
309,Platz::N,ఎడము,place
310,Ort::N,స్థలము,lieu
311,Ort::N,స్థలము,endroit
312,Seite::N,ప్రక్క,côté
313,Mitte::N,నడిమి,milieu
314,Gegenstand::N,పద్దు,objet
315,Sache::N,వస్తువు,chose
316,Rand::N,అంచు,bord
317,Kante::N,అంచు,arête
318,Ecke::N,మూల,coin
319,Ecke::N,మూల,tournant
320,Spitze::N,మొన,cime
321,Spitze::N,మొన,pointe
322,Ende::N,కొన,bout
323,Loch::N,రంధ్రము,trou
324,Winkel::N,కోణము,coin
325,Winkel::N,కోణము,réduit
326,Muster::N,మాదిరి,dessin
327,Größe::N,పరిమాణము,grandeur
328,Länge::N,పొడుగు,longueur
329,Höhe::N,పొడుగు,hauteur
330,Höhe::N,పొడుగు,altitude
331,Gewicht::N,భారము,poids
332,Menge::N,మొత్తము,quantité
333,Haufen::N,రాశి,tas
334,Reihe::N,వరుస,file
335,Reihe::N,వరుస,rangée
336,Boot::N,పడవ,canot
337,Boot::N,పడవ,bateau
338,Ruder::N,అడక,rame
339,Ruder::N,అడక,aviron
340,Schlitten::N,సరవండ్లు,traîneau
341,Ski::N,స్కీ,ski
342,Lagerfeuer::N,నెగడు,feu de camp
343,Last::N,బరువు,charge
344,Last::N,బరువు,fardeau
345,Gang::N,నడక,tour
346,Gang::N,నడక,marche
347,Schritt::N,అడుగు,pas
348,Norden::N,ఉత్తరదిక్కు,nord
349,Süden::N,దక్షిణము,sud
350,Westen::N,పడమర,ouest
351,Westen::N,పడమర,occident
352,Osten::N,తూర్పు,est
353,Osten::N,తూర్పు,orient
354,Holz::N,కొయ్య,bois
355,Brett::N,పలక,planche
356,Platte::N,పలక,plaque
357,Stütze::N,వాల్సేడ్లు,appui
358,Stütze::N,వాల్సేడ్లు,soutien
359,Stange::N,స్తంభము,barre
360,Stange::N,స్తంభము,perche
361,Stock::N,కఱ్ఱ,canne
362,Stab::N,కఱ్ఱ,bâton
363,Rohr::N,గొట్టము,tube
364,Rohr::N,గొట్టము,tuyau
365,Haus::N,ఇల్లు,maison
366,Heim::N,స్వగృహము,maison
367,Ofen::N,పొయ్యి,poêle
368,Fußboden::N,నేల,plancher
369,Tisch::N,మేజా,table
370,Stuhl::N,కుర్చీ,chaise
371,Wiege::N,ఉయ్యాల,berceau
372,Bett::N,పడక,lit
373,Bett::N,మంచం,lit
374,Regal::N,అటక,étagère
375,Kiste::N,వెట్టె,caisse
376,Fenster::N,కిటికి,fenêtre
377,Tür::N,ద్వారము,porte
378,Tor::N,ద్వారము,porte
379,Tor::N,ద్వారము,portail
380,Zaun::N,కంచె,clôture
381,Dach::N,ఇంటివైకప్పు,toit
382,Leiter::N,నిచ్చెన,échelle
383,Besen::N,చీపురుకట్ట,balai
384,Spaten::N,పాఱ,bêche
385,Schaufel::N,పాఱ,pelle
386,Gabel::N,ముండ్లగరిటె,fourchette
387,Löffel::N,గరిటె,cuiller
388,Messer::N,కత్తి,couteau
389,Nagel::N,మేకు,clou
390,Netz::N,వల,filet
391,Haken::N,కొక్కెము,croc
392,Haken::N,కొక్కెము,crochet
393,Griff::N,పిడి,prise
394,Griff::N,పిడి,manche
395,Schloss::N,తాళము,serrure
396,Bild::N,చిత్రము,image
397,Bild::N,చిత్రము,tableau
398,Figur::N,రూపము,figure
399,Puppe::N,బొమ్మ,poupée
400,Beutel::N,సంచి,sac
401,Beutel::N,సంచి,petit sac
402,Bündel::N,మూట,paquet
403,Bündel::N,మూట,faisceau
404,Tasche::N,సంచి,sac
405,Eimer::N,చేద,seau
406,Deckel::N,మూత,couvercle
407,Geschirr::N,వంటకాలు,vaisselle
408,Sack::N,గోనెసంచి,sac
409,Tasse::N,గిన్నె,tasse
410,Topf::N,కుండ,pot
411,Topf::N,కుండ,marmite
412,Kessel::N,నీరుకాచుపాత్ర,chaudron
413,Essen::N,ఆహారము,repas
414,Essen::N,ఆహారము,manger
415,Nahrung::N,ఆహారము,nourriture
416,Speise::N,ఆహారము,plat
417,Fleisch::N,మాంసము,viande
418,Getreide::N,ధాన్యము,blé
419,Getreide::N,ధాన్యము,céréales
420,Brei::N,గుజ్జు,purée
421,Brei::N,గుజ్జు,bouillie
422,Brot::N,రొట్టె,pain
423,Scheibe::N,బద్ద,tranche
424,Fett::N,క్రొవ్వు,graisse
425,Butter::N,వెన్న,beurre
426,Öl::N,నూనె,huile
427,Salz::N,ఉప్పు,sel
428,Suppe::N,చారు,soupe
429,Suppe::N,చారు,potage
430,Honig::N,తెనె,miel
431,Milch::N,పాలు,lait
432,Tee::N,తేనీరు,thé
433,Leder::N,బాగుచేసివతోలు,cuir
434,Wolle::N,ఉన్ని,laine
435,Stoff::N,బట్ట,tissu
436,Stoff::N,బట్ట,étoffe
437,Nadel::N,సూది,aiguille
438,Faden::N,దారము,fil
439,Knopf::N,బొత్తాము,bouton
440,Knoten::N,ముడి,nœud
441,Farbe::N,రంగు,peinture
442,Kleidung::N,బట్టలు,vêtements
443,Kleidung::N,బట్టలు,habillement
444,Hemd::N,చొక్కాయ,chemise
445,Kragen::N,మాల,col
446,Ärmel::N,చొక్కాయచెయ్యి,manche
447,Hose::N,ఇజారు,pantalon
448,Gürtel::N,పటకా,ceinture
449,Mütze::N,టోపి,bonnet
450,Mütze::N,టోపి,casquette
451,Schuh::N,పాదరక్ష,soulier
452,Schuh::N,పాదరక్ష,chaussure
453,Stiefel::N,బూటు,botte
454,Ring::N,ఉంగరము,bague
455,Band::N,నాడా,ruban
456,Kamm::N,దువ్వెన,peigne
457,Spiegel::N,అద్దము,glace
458,Spiegel::N,అద్దము,miroir
459,Riemen::N,వాడా,lanière
460,Riemen::N,వాడా,courroie
461,Schnur::N,దారము,corde
462,Schnur::N,దారము,ficelle
463,Leine::N,వారు,laisse
464,Decke::N,కంబళి,couverture
465,Kissen::N,తలగడ,oreiller
466,Tuch::N,బట్ట,drap
467,Tuch::N,బట్ట,fichu
468,Handtuch::N,తువాలు,serviette
469,Handtuch::N,తువాలు,essuie-mains
470,Kraft::N,బలము,force
471,Stärke::N,శక్తి,vigueur
472,Gesundheit::N,ఆరోగ్యము,santé
473,Krankheit::N,రోగము,maladie
474,Schmerz::N,నొప్పి,douleur
475,Wunde::N,గాయము,plaie
476,Wunde::N,గాయము,blessure
477,Fieber::N,జ్వరము,fièvre
478,Arznei::N,మందు,remède
479,Arznei::N,మందు,médecine
480,Brücke::N,వంతెన,pont
481,Brunnen::N,బావి,puits
482,Brunnen::N,కూపము,puits
483,Brunnen::N,నుయ్యి,puits
484,Weide::N,పచ్చికబయలు,pâturage
485,Pfad::N,కాలిత్రోవ,sentier
486,Weg::N,మార్గము,voie
487,Weg::N,మార్గము,chemin
488,Straße::N,బాట,route
489,Dorf::N,గ్రామము,village
490,Stadt::N,పట్టణము,cité
491,Stadt::N,పట్టణము,ville
492,Brief::N,జాబు,lettre
493,Buch::N,పుస్తకము,livre
494,Buchstabe::N,అక్షరము,lettre
495,Buchstabe::N,అక్షరము,caractère
496,Zeitung::N,వార్తాపత్రిక,journal
497,Leben::N,ప్రాణము,vie
498,Tod::N,మరణము,mort
499,Grab::N,సమాధి,tombe
500,Kirche::N,క్రెస్తవులగుడి,église
501,Sünde::N,పాపము,péché
502,Gott::N,దేవుడు,dieu
503,Arbeiter::N,పనిపాటుచేశేవాడు,ouvrier
504,Arbeiter::N,పనిపాటుచేశేవాడు,travailleur
505,Chef::N,యజమానుడు,chef
506,Chef::N,యజమానుడు,patron
507,Meister::N,కళాకారుడు,maître
508,Arzt::N,వైద్యుడు,médecin
509,Lehrer::N,ఉపాధ్యాయుడు,professeur
510,Lehrer::N,ఉపాధ్యాయుడు,instituteur
511,Geld::N,ద్రవ్యము,argent
512,Geschäft::N,వ్యాపారము,affaire
513,Geschäft::N,వ్యాపారము,commerce
514,Laden::N,అంగడి,magasin
515,Laden::N,అంగడి,boutique
516,Preis::N,వెల,prix
517,Ware::N,సరకులు,marchandise
518,Nutzen::N,ప్రయోజనము,profit
519,Reichtum::N,ధనము,richesse
520,Welt::N,ప్రపంచము,monde
521,Land::N,దేశము,pays
522,Staat::N,రాజ్యము,État
523,König::N,రాజు,roi
524,Macht::N,అధికారము,pouvoir
525,Macht::N,అధికారము,puissance
526,Grenze::N,సరిహద్దు,frontière
527,Krieg::N,యుద్ధము,guerre
528,Feind::N,శత్రువు,ennemi
529,Gewalt::N,దౌర్జన్యము,violence
530,Kampf::N,పోట్లాట,lutte
531,Kampf::N,పోట్లాట,combat
532,Bogen[Waffe]::N,విల్లు,arc
533,Pfeil::N,బాణము,flèche
534,Gewehr::N,తుపాకి,fusil
535,Fehler::N,తప్ప,faute
536,Fehler::N,తప్ప,erreur
537,Lüge::N,అసత్యము,mensonge
538,Schaden::N,నష్టము,dégât
539,Schaden::N,నష్టము,dommage
540,Unglück::N,దురదృష్టము,malheur
541,Schuld::N,తప్పు,faute
542,Schuld::N,తప్పు,culpabilité
543,Alter::N,వయస్సు,âge
544,Schluss::N,ముగింపు,fin
545,Zeit::N,కాలము,temps
546,Tag::N,దినము,jour
547,Tag::N,దినము,journée
548,Morgen::N,ఉదయము,matin
549,Morgen::N,ఉదయము,matinée
550,Mittag::N,మధ్యాహ్నము,midi
551,Abend::N,సాయంకాలము,soir
552,Abend::N,సాయంకాలము,soirée
553,Nacht::N,రత్రి,nuit
554,Woche::N,వారము,semaine
555,Monat::N,నెల,mois
556,Jahr::N,సంవత్సరము,an
557,Jahr::N,సంవత్సరము,année
558,Frühling::N,వసంతకాలము,printemps
559,Sommer::N,వేసవికాము,été
560,Herbst::N,ఆకురాలుకాలము,automne
561,Winter::N,శీతకాలము,hiver
562,Januar::N,జనవరి,janvier
563,Februar::N,ఫిబ్రవరి,février
564,März::N,మార్చి,mars
565,April::N,ఏప్రిలు,avril
566,Mai::N,మే,mai
567,Juni::N,జూన్,juin
568,Juli::N,జూలై,juillet
569,August::N,ఆగస్టు,août
570,September::N,సెప్ఠెంబరు,septembre
571,Oktober::N,అక్టోబరు,octobre
572,November::N,నవంబరు,novembre
573,Dezember::N,డిసెంబర్,décembre
574,Montag::N,సోమవారము,lundi
575,Dienstag::N,మంగళవారము,mardi
576,Mittwoch::N,బుధవారము,mercredi
577,Donnerstag::N,గురువారము,jeudi
578,Freitag::N,శుక్రవారము,vendredi
579,Samstag::N,శనివారము,samedi
580,Sonntag::N,ఆదివారము,dimanche
581,groß::A,గొప్పైన,grand
582,klein::A,చిన్న,petit
583,lang::A,పొడుగాటి,long
584,kurz::A,పొట్టి,court
585,breit::A,వెడల్పైన,large
586,schmal::A,ఇఱుకైన,étroit
587,dicht::A,దట్టమైన,dense
588,dick[Gegenstand]::A,దట్టమైన,épais
589,dünn::A,పలుచని,mince
590,fein::A,నాజాకైన,fin
591,fein::A,నాజాకైన,menu
592,fest::A,దృడమైవ,ferme
593,fest::A,దృడమైవ,solide
594,flach::A,చదువైన,plat
595,glatt::A,నున్నని,poli
596,glatt::A,నున్నని,lisse
597,hart::A,కఠినమైన,dur
598,weich::A,మృదువైన,mou
599,rund::A,గుండ్రని,rond
600,spitz::A,మొనగల,aigu
601,spitz::A,మొనగల,pointu
602,scharf::A,పదనైన,tranchant
603,stumpf::A,వాడిలేని,mousse
604,stumpf::A,వాడిలేని,émoussé
605,schwer::A,బరువ్తెన,lourd
606,schwer::A,బరువ్తెన,pesant
607,schön::A,సుందరమైన,beau
608,heiß::A,వేడియైన,chaud
609,heiß::A,వేడియైన,très chaud
610,warm::A,వెచ్చని,chaud
611,kalt::A,చల్లని,froid
612,kühl::A,చల్లని,frais
613,frisch::A,తాజాయైన,frais
614,feucht::A,చెమ్మగానున్న,humide
615,nass::A,తడిగామన్న,mouillé
616,trocken::A,ఎండిన,sec
617,voll::A,నిండు,plein
618,voll::A,నిండు,rempli
619,leer::A,శూన్యమైన,vide
620,offen::A,తెఱచియున్న,ouvert
621,geschlossen::A,మూసిన,clos
622,geschlossen::A,మూసిన,fermé
623,sauber::A,పరిశుద్ధమైన,net
624,sauber::A,పరిశుద్ధమైన,propre
625,schmutzig::A,ముఱికియైన,sale
626,schmutzig::A,ముఱికియైన,crasseux
627,roh::A,పచ్చి,cru
628,roh::A,పచ్చి,brut
629,reif::A,పండివ,mûr
630,lecker::A,రుచి గల,délicieux
631,lecker::A,రుచి గల,appétissant
632,süß::A,తియ్యని,doux
633,bitter::A,చేదైన,amer
634,sauer::A,పుల్లని,aigre
635,hell::A,కాంతిగల,clair
636,dunkel::A,చీకటియైన,sombre
637,schwarz::A,నల్లని,noir
638,weiß::A,తెలుపు,blanc
639,rot::A,ఎఱ్ఱని,rouge
640,gelb::A,పసుపు పచ్చ,jaune
641,blau::A,నీలవర్ణము,bleu
642,grün::A,ఆకుపచ్చని,vert
643,grau::A,నెరిసిన,gris
644,bunt::A,రంగేలీ,multicolore
645,billig::A,చౌకయైన,bon marché
646,teuer::A,వెలపొడుగైన,cher
647,wertvoll::A,విలుప్తెన,précieux
648,blind::A,గ్రుడ్డి,aveugle
649,taub::A,చెవిటి,sourd
650,kräftig::A,శక్తి గల,fort
651,kräftig::A,శక్తి గల,vigoureux
652,stark::A,బలమైన,fort
653,stark::A,బలమైన,puissant
654,schwach::A,బలహీనమైన,faible
655,fett::A,క్రొవ్విన,gras
656,schlank::A,సన్నని,svelte
657,hübsch::A,సాగప్తెన,joli
658,böse::A,చెడ్డ,mauvais
659,dumm::A,తెలివిలేని,sot
660,dumm::A,తెలివిలేని,bête
661,faul::A,సోమరియైన,fainéant
662,faul::A,సోమరియైన,paresseux
663,fleißig::A,శ్రద్దగల,appliqué
664,geizig::A,పిసినారియైన,avare
665,klug::A,తెలివిగల,intelligent
666,geschickt::A,నిపుణతగల,habile
667,lieb::A,ప్రియమైన,cher
668,lieb::A,ప్రియమైన,gentil
669,lustig::A,ఉల్లాసము గల,gai
670,lustig::A,ఉల్లాసము గల,joyeux
671,sanft::A,సాధువైన,doux
672,hungrig::A,ఆకలిగొనిన,affamé
673,krank::A,వ్యాధిగల,malade
674,nackt::A,దిగంబరమైన,nu
675,traurig::A,విచారముగల,triste
676,lebendig::A,ప్రాణముతో నున్న,vivant
677,gut::A,మంచి,bon
678,schlecht::A,చెడ్డ,mauvais
679,richtig::A,సరియైన,juste
680,richtig::A,సరియైన,correct
681,schlimm::A,అసహ్యమైన,grave
682,schlimm::A,అసహ్యమైన,mauvais
683,wahr::A,నిజమైన,vrai
684,wahr::A,నిజమైన,véritable
685,alt::A,ముసలి,vieux
686,neu::A,క్రొత్త,neuf
687,neu::A,క్రొత్త,nouveau
688,ehemalig::A,పూర్వపు,ancien
689,alt[Lebewesen]::A,ముసలి,âgé
690,alt[Lebewesen]::A,ముసలి,vieux
691,jung::A,పసి,jeune
692,arm::A,బీద,pauvre
693,reich::A,ధనవంతుడైన,riche
694,bekannt::A,తెలిసిన,connu
695,berühmt::A,ప్రపిద్దికెక్కివ,fameux
696,berühmt::A,ప్రపిద్దికెక్కివ,célèbre
697,fremd::A,అన్యమైన,étranger
698,verschieden::A,భేదమైన,différent
699,nah::A,దగ్గఱనున్న,lié
700,nah::A,దగ్గఱనున్న,proche
701,fern::A,దూరమందున్న,éloigné
702,fern::A,దూరమందున్న,lointain
703,linker::A,ఎడమప్రక్కగ,gauche
704,rechter::A,కుడి,droit
705,anderer::A,వేఱ్తెన,autre
706,erster::A,మొదటి,premier
707,zweiter::A,రెండన,second
708,zweiter::A,రెండన,deuxième
709,dritter::A,మూడో,troisième
710,letzter::A,కడపటి,dernier
711,allein::ADV,ఒంటిగా,seul
712,auf einmal::ADV,హరాత్తుగ,à la fois
713,zusammen::ADV,కలిసి,ensemble
714,lange::ADV,బహుకాలము,longtemps
715,plötzlich::ADV,హరాత్తుగ,tout à coup
