,Concept_ID,kv,ko
163,Adler::N,куч,수리
164,Adler::N,кутш,수리
165,Ente::N,утка,오리
166,Eule::N,тупка,부엉이
167,Kranich::N,тури,두루미
168,Krähe::N,рака,까마귀
169,Kuckuck::N,кӧк,뻐꾸기
170,Schwan::N,юсь,배조
171,Fisch::N,чери,물고기
172,Barsch::N,ёкыш,농어
173,Hecht::N,сирпинь,에속스
174,Schlange[Tier]::N,змей,뱀
175,Wurm::N,номыр,벌레
176,Spinne::N,черань,거미
177,Ameise::N,кӧдзывкар,개미
178,Laus::N,ляпа той,이
179,Mücke::N,ном,모기
180,Fliege::N,гут,날기
181,Schmetterling::N,бабыв,나비
182,Beere::N,ягӧд,장과
183,Apfel::N,яблоко,사과
184,Pilz::N,тшак,고방이
185,Zwiebel::N,грез,양파
186,Saat::N,кӧдзыс,씨
187,Korn::N,сю,알맹이
188,Heu::N,турун,건초
189,Schale::N,кыш,피상
190,Schale::N,киль,피상
191,Grube::N,яма,
192,Falle::N,нальк,함정
193,Falle::N,кляпча,함정
194,Schlinge::N,лӧч,올가미
195,Schlinge::N,лӧч,멜빵붕대
196,Spur::N,туй,발지국
197,Asche::N,пӧим,재
198,Dreck::N,нять,똥
199,Dreck::N,нять,오물
200,Eisen::N,кӧрт,쇠
201,Eisen::N,кӧрт,철
202,Gold::N,зарни,항금
203,Silber::N,язісь,은
204,Kohle::N,шом,슻
205,Kohle::N,уголь,슻
206,Glas::N,стекло,유리
207,Lehm::N,сёй,찰흙
208,Sand::N,лыа,모래
209,Mensch::N,морт,사람
210,Mann::N,мужик,남자
211,Frau::N,инька,여자
212,Kind::N,кага,아이
213,Junge::N,зонка,소녁
214,Mädchen::N,нывкаок,소녀
215,Familie::N,семья,가족
216,Großvater::N,дед,할아버지
217,Großmutter::N,баб,할머니
218,Eltern::N,ай-мам,어버오
219,Vater::N,ай,아버지
220,Mutter::N,мам,어머니
221,Sohn::N,зон,아들
222,Tochter::N,ныв,딸기
223,Bruder::N,вон,형제
224,Schwester::N,сой,누이
225,Onkel::N,дядь,백부
226,Tante::N,айӧлӧн сой,아주머니
227,Tante::N,ичинь,아주머니
228,Ehemann::N,жӧник,남편
229,Ehefrau::N,инь,아내
230,Freude::N,гаж,기쁨
231,Freude::N,радъялӧм,기쁨
232,Gelächter::N,сералӧм,웃음
233,Glück::N,мичлун,즐거움
234,Kummer::N,шог,슬픔
235,Wunsch::N,мӧдӧм,소망
236,Wunsch::N,охотитӧм,소망
237,Lust::N,охота,
238,Geist::N,лов,할기
239,Gedanke::N,дума,상념
240,Gedächtnis::N,тӧдвыв,기억
241,Verstand::N,вежӧр,분별
242,Verstand::N,вежӧр,지능
243,Sinn::N,ылӧс,센스
244,Grund::N,мог,까닭
245,Wahrheit::N,правда,참
246,Wahrheit::N,правда,진실
247,Gespräch::N,сёрни,대화
248,Märchen::N,сказка,동화
249,Erzählung::N,висьт,이야기
250,Nachricht::N,юӧр,
251,Nachricht::N,висьталӧм,
252,Neuigkeit::N,новость,뉴스
253,Name::N,ним,이름
254,Rätsel::N,загадка,수수께끼
255,Rede::N,сёрни,연설
256,Sprache::N,кыв,말
257,Stimme::N,голос,목소리
258,Wort::N,кыв,낱말
259,Zeichen::N,пас,신호
260,Ruf::N,чуксӧм,부름
261,Ruf::N,чукӧстӧм,부름
262,Lärm::N,шум,소동
263,Laut::N,шы,음성
264,Ton::N,гор,목소리
265,Lied::N,сьыланкыв,노래
266,Ruhe::N,спокой,쉼
267,Leute::N,йӧз,사람들
268,Volk::N,йӧз,국중
269,Volk::N,народ,국중
270,Arbeit::N,удж,근로
271,Arbeit::N,удж,너무
272,Gast::N,гӧсь,손님
273,Geschenk::N,гӧснеч,행하
274,Geschenk::N,подарок,행하
275,Spiel::N,орсӧм,무리
276,Gesellschaft::N,компания,교제
277,Hilfe::N,отсӧт,거들음
278,Hilfe::N,отсӧт,보좌
279,Freund::N,модз,친구
280,Freund::N,дружок,친구
281,Kamerad::N,тӧдса,동실자
282,Angelegenheit::N,дело,용무
283,Anzahl::N,лыд,어떤
284,Anzahl::N,лыд,수
285,Art::N,пӧлӧс,정류
286,Stück::N,тор,일부분
287,Teil::N,юкӧм,몱
288,Teil::N,юкӧм,구훠
289,Hälfte::N,джын,2분의
290,Kreis::N,круг,고리
291,Kreuz::N,перна,열십자
292,Linie::N,визь,선
293,Strich::N,кырӧв,스침
294,Abstand::N,колас,거리
295,Entfernung::N,ылына,거리
296,Gegend::N,места,곳
297,Gegend::N,места,부금
298,Platz::N,места,장소
299,Ort::N,места,장소
300,Seite::N,ладор,옆면
301,Mitte::N,шӧр,궁간
302,Gegenstand::N,тор,항목
303,Sache::N,тор,뭉에
304,Rand::N,дор,가
305,Kante::N,ордлы,귀퉁
306,Ecke::N,пельӧс,구석
307,Spitze::N,йыв,끝
308,Spitze::N,йыв,참단
309,Ende::N,йыв,말당
310,Loch::N,осьта,빙옷
311,Winkel::N,пельӧс,각도
312,Muster::N,сер,본
313,Muster::N,сер,견복
314,Größe::N,ыжда,신장
315,Länge::N,кузя,길이긺
316,Höhe::N,сувда,높이
317,Höhe::N,вылына,높이
318,Gewicht::N,сьӧкта,추
319,Haufen::N,куча,퇴적
320,Reihe::N,лёдз,열
321,Boot::N,пыж,보트
322,Ruder::N,пелыс,노
323,Schlitten::N,додь,썰매
324,Ski::N,лямпа,스키
325,Lagerfeuer::N,бипур,캠프의 모닥불
326,Last::N,тягота,무거운짐
327,Gang::N,мунӧм,걸음
328,Schritt::N,вожмӧв,보조
329,Norden::N,ой,북쪽 
330,Süden::N,лун,남쪽
331,Westen::N,рытвыв,서쪽
332,Osten::N,асыв,동쪽
333,Holz::N,пу,목재
334,Brett::N,пӧв,마루널
335,Platte::N,плита,탤
336,Platte::N,плита,금속판
337,Stütze::N,пика,버팀목
338,Stange::N,зор,장대
339,Stange::N,потш,장대
340,Stock::N,бедь,막대기
341,Stab::N,шест,작대기
342,Rohr::N,труба,갈대
343,Haus::N,керку,집
344,Heim::N,керку,집
345,Ofen::N,пӧжавны,아궁이
346,Fußboden::N,джодж,마루
347,Tisch::N,пызан,탁자
348,Stuhl::N,стул,의자
349,Wiege::N,зыбка,발상지
350,Bett::N,кровать,침대
351,Regal::N,джадж,서가
352,Kiste::N,ящик,짐궤
353,Fenster::N,ӧшын,눔
354,Tür::N,ыбӧс,문
355,Tor::N,ворота,대문
356,Zaun::N,забор,담장
357,Dach::N,крыша,지붕
358,Leiter::N,лиснич,사닥다리
359,Besen::N,рос,비
360,Spaten::N,зыр,가래
361,Schaufel::N,зыр,삽
362,Gabel::N,вила,갈래
363,Löffel::N,пань,숟가락
364,Messer::N,пурт,나이프
365,Nagel::N,кӧрттув,발툽
366,Netz::N,кыйӧт,그물
367,Haken::N,ем,갈고리
368,Griff::N,пу,움켜쥠
369,Schloss::N,замок,자물쇠
370,Bild::N,картина,그림
371,Figur::N,мыгӧр,몸메
372,Puppe::N,акань,인형
373,Beutel::N,мешӧк,클
374,Bündel::N,нин,자근다발
375,Tasche::N,сумка,가방
376,Eimer::N,ведра,동이
377,Deckel::N,вевт,뚜껑
378,Geschirr::N,доз,식시
379,Geschirr::N,бекӧрпань,식시
380,Sack::N,мешӧк,조갑
381,Tasse::N,бекӧр,차잔
382,Topf::N,кастрюля,단지
383,Kessel::N,пӧрт,주전자
384,Essen::N,сёйӧм,먹기
385,Nahrung::N,вердан,식료
386,Speise::N,сёян,음식물
387,Fleisch::N,яй,고기
388,Getreide::N,сю,곡물
389,Brei::N,каша,젤리
390,Brot::N,нянь,빵
391,Scheibe::N,шӧрӧм,원반
392,Fett::N,гос,기름
393,Butter::N,ви,버터
394,Öl::N,ви,올리브유
395,Salz::N,сов,소금
396,Suppe::N,шыд,국
397,Suppe::N,шыд,수프
398,Honig::N,ма,감미
399,Milch::N,йӧв,유즙
400,Tee::N,чай,차
401,Leder::N,кучик,가죽
402,Wolle::N,гӧн,양털
403,Stoff::N,дӧра,패료
404,Nadel::N,ем,바늘
405,Faden::N,сунис,콘실
406,Knopf::N,кизь,단추
407,Knoten::N,узӧв,곁절
408,Knoten::N,гӧрӧд,곁절
409,Farbe::N,краска,색
410,Kleidung::N,паськӧм,옷입기
411,Hemd::N,йӧрнӧс,속옷
412,Kragen::N,воротник,깃
413,Ärmel::N,сос,소매
414,Hose::N,вешьян,바지
415,Gürtel::N,йи,밴드
416,Mütze::N,шапка,모자
417,Schuh::N,ботинки,구두
418,Stiefel::N,сапог,장화
419,Ring::N,чунькытш,고리
420,Band::N,ленточка,리본
421,Kamm::N,сынан,빗
422,Spiegel::N,зеркало,거울
423,Riemen::N,ремень,가죽끈
424,Schnur::N,гез,밧줄
425,Leine::N,повод,고삐줄
426,Decke::N,одеяло,이부자리
427,Kissen::N,подушка,깔개
428,Tuch::N,чышьян,천
429,Handtuch::N,чышкӧт,수건
430,Kraft::N,прак,세력
431,Stärke::N,вын,힘
432,Gesundheit::N,здоровье,위생
433,Krankheit::N,шог,병
434,Schmerz::N,зубыт,아픔고통
435,Wunde::N,рана,상처
436,Fieber::N,лёк тресся,열별
437,Fieber::N,кынтан шогӧт,열별
438,Arznei::N,лекарство,약
439,Brücke::N,пос,교량
440,Brunnen::N,колодец ,원천
441,Weide::N,пода йирсян,목장
442,Pfad::N,туй,좁은길
443,Weg::N,туй,길
444,Straße::N,туй,길
445,Dorf::N,деревня,촌
446,Dorf::N,деревня,촌락
447,Stadt::N,город,도시
448,Brief::N,гижӧт,서한
449,Buch::N,книга,책
450,Buchstabe::N,буква,문자
451,Zeitung::N,газета,신문
452,Leben::N,олан,삶
453,Tod::N,кулӧм,죽음
454,Grab::N,гу,무덤
455,Kirche::N,вичку,교회
456,Sünde::N,грек,부정
457,Gott::N,ен,하느님
458,Arbeiter::N,уджалiсь,일하는사람
459,Chef::N,начальник,사장
460,Meister::N,мастер,명인
461,Meister::N,мастер,대가
462,Arzt::N,врач,의사
463,Lehrer::N,велӧтісь,교사
464,Geld::N,деньга,돈
465,Geschäft::N,удж,일
466,Laden::N,магазин,가게
467,Preis::N,дон,가격
468,Ware::N,товар,상품
469,Nutzen::N,путь,이익
470,Reichtum::N,богатство,많음
471,Welt::N,му,세상
472,Land::N,страна,지방
473,Staat::N,государство,국가
474,König::N,кан,국왕
475,Macht::N,власть,힘
476,Grenze::N,граница,국경
477,Krieg::N,война,전쟁
478,Feind::N,враг,적
479,Kampf::N,нярасьӧм,전투
480,Kampf::N,вермасьӧм,전투
481,Bogen[Waffe]::N,лук,활
482,Pfeil::N,ньӧв,화살
483,Gewehr::N,ружьё,무기
484,Fehler::N,ошибка,오류
485,Lüge::N,ылӧтӧм,거짓말
486,Lüge::N,пӧрьялӧм,거짓말
487,Schaden::N,лёк,손상
488,Unglück::N,пик,불행
489,Unglück::N,оказзё,불행
490,Schuld::N,вина,부채
491,Schluss::N,ком,마감
492,Zeit::N,кад,때
493,Zeit::N,кад,시간
494,Tag::N,лун,하루
495,Morgen::N,асыв,이침
496,Mittag::N,луншӧр кад,대낮
497,Abend::N,рыт,저녁
498,Nacht::N,ой,밤
499,Woche::N,неделя,근무일
500,Monat::N,тӧлicь,달
501,Jahr::N,год,해
502,Frühling::N,тулыс,봄
503,Sommer::N,гожум,여름
504,Herbst::N,ар,가을
505,Winter::N,тӧв,겨울
506,Januar::N,январ,일월
507,Februar::N,февраль,이월
508,März::N,март,삼월
509,April::N,апрель,사월
510,Mai::N,май,오월
511,Juni::N,юнь,유월
512,Juli::N,юль,칠월
513,August::N,август,팔월
514,September::N,сентяб,구월
515,Oktober::N,октяб,시월
516,November::N,нояб,십일월
517,Dezember::N,декаб,십이월
518,Montag::N,вильлун,월요일
519,Dienstag::N,мӧдӧдзлун,화요일
520,Mittwoch::N,шӧрлун,수요일
521,Donnerstag::N,нёльӧдзлун,모교일
522,Freitag::N,витӧдзлун,그묘일
523,Samstag::N,пывсянлун,토요일
524,Sonntag::N,кресення,일요일
525,groß::A,ыджыт,큰
526,klein::A,учӧтик,자근
527,lang::A,кузь,긴
528,kurz::A,дженыт,짧은
529,breit::A,ота,넓은
530,schmal::A,векнит,좁은
531,dicht::A,тшӧк,농밀한
532,dick[Gegenstand]::A,кыз,두꺼운
533,dünn::A,вӧснит,얇은
534,fein::A,вӧснит,미세한
535,fest::A,крепыт,굳은
536,flach::A,лапкӧса,얕은
537,glatt::A,волькыт,반들반들한
538,hart::A,чӧрыт,굳은
539,weich::A,небыт,연한
540,rund::A,гӧгрӧса,둥근
541,spitz::A,ёся,뾰족한
542,scharf::A,лэчыт,날카로운
543,stumpf::A,ныж,무딘
544,schwer::A,сьӧкыт,무거운
545,schön::A,басӧк,멋진
546,heiß::A,жар,뜨거운
547,warm::A,шоныт,따뜻한
548,kalt::A,кӧдзыт,찬
549,kühl::A,сайкыт,서늘한
550,frisch::A,виль,신선한
551,feucht::A,вакодь,축축한
552,nass::A,ва,젖은
553,trocken::A,кӧс,마른
554,voll::A,тыра,완전한
555,leer::A,тыртӧм,빈
556,offen::A,оссьӧм,열린
557,geschlossen::A,игана,닫힌
558,geschlossen::A,пӧдана,닫힌
559,sauber::A,сӧдз,깨끗한
560,sauber::A,сӧстӧм,깨끗한
561,schmutzig::A,нятьӧсь,더러운
562,roh::A,путӧм,날게잇의
563,reif::A,кисьмалӧм,이근
564,lecker::A,кӧра ,맛있는
565,süß::A,чӧскыт,단
566,bitter::A,курыт,찌르는듯한
567,sauer::A,шӧма ,산성의
568,hell::A,югыт,밝은
569,dunkel::A,пемыт,어두운
570,schwarz::A,сьӧд,검은
571,weiß::A,чочком,하얀
572,rot::A,гӧрд,붉은
573,gelb::A,веж,황색
574,blau::A,лӧз,푸른
575,grün::A,веж,녹색의
576,grau::A,руд,회색의
577,grau::A,бусӧй,회색의
578,bunt::A,быдрӧма,알록달록한
579,billig::A,донтӧм,싼
580,teuer::A,дона,값비산
581,wertvoll::A,дона,가치가많은
582,blind::A,синтӧм,눈먼
583,taub::A,пельтӧм,무감간한
584,kräftig::A,вына,강장한
585,stark::A,вына,강한
586,schwach::A,некодя,약한
587,fett::A,госа,실찐
588,schlank::A,статя,호리호리한
589,hübsch::A,басӧк,예쁜
590,böse::A,лёк,나쁜
591,dumm::A,бӧбӧв,어리석은
592,dumm::A,вежӧртӧм,어리석은
593,faul::A,дыш,너덜너덜한
594,fleißig::A,уджалicь,근면한
595,geizig::A,жикмӧра,인색한
596,geizig::A,горшаліcь,인색한
597,klug::A,авья,
598,klug::A,вежӧра,
599,geschickt::A,кипода,교묘한
600,lieb::A,муса,친애하는
601,lieb::A,дзулиньӧй,친애하는
602,lustig::A,гажа,유쾌한
603,sanft::A,лебезнӧй,온화한
604,hungrig::A,тшыг,배고픈
605,krank::A,шогалiсь,병든
606,nackt::A,куш,벌거벗은
607,traurig::A,жугыль,슬픈
608,lebendig::A,ловья,살아있는
609,gut::A,бур,좋은
610,schlecht::A,умӧль,나쁜
611,schlimm::A,нештӧм,못된
612,alt::A,важ,늙은
613,neu::A,виль,새
614,ehemalig::A,вӧвлӧм,전의
615,alt[Lebewesen]::A,года,낡은
616,alt[Lebewesen]::A,годдэза,낡은
617,jung::A,том,젊은
618,arm::A,гов,가난한
619,arm::A,беднӧй,가난한
620,reich::A,эма,풍부한
621,bekannt::A,тӧдса,저명한
622,fremd::A,чужӧй,타처이
623,verschieden::A,быдкодь,따른
624,nah::A,матiсь,가까운
625,fern::A,ылicь,먼
626,linker::A,шульга,왼쭉의
627,rechter::A,веськытланись,오른쪽의
628,anderer::A,мукӧд,다른
629,erster::A,медодзза,첫째
630,zweiter::A,кыкӧт,둘째
631,dritter::A,куимӧт,셋째
632,dritter::A,куимӧдз,셋째
633,letzter::A,бӧрья,의후자의
634,letzter::A,мёдбӧрья,의후자의
635,auf einmal::ADV,тшӧтш,갑자기
636,zusammen::ADV,ӧтлаын,모아서
637,lange::ADV,дыр,오래
638,plötzlich::ADV,друг,둘연한
639,sofort::ADV,тшӧтш,즉시
640,später::ADV,медбӧрын,보다늦은
641,jetzt::ADV,ӧні,목하
642,heute::ADV,талун,오늘
643,morgen::ADV,ашын,내일
644,bald::ADV,чожа,곱
645,dann::ADV,сыбӧрын,그경우에
646,gestern::ADV,тӧн,어제
647,einst::ADV,ӧтпыр,옛날에
648,damals::ADV,сэк,그때에
649,damals::ADV,сэки,그때에
650,danach::ADV,сэсся,그 뒤에
651,vorher::ADV,одзжык,미리
652,zuerst::ADV,наперво,최초로
653,einmal::ADV,ӧтпыр,한번
654,manchmal::ADV,мукӧдпыр,땓대로
655,oft::ADV,-лы-,땓대로
656,immer::ADV,быдпыр,늘
657,immer::ADV,быдпырся,늘
658,niemals::ADV,некӧр,결코...(하지)않다
659,hier::ADV,татӧн,여기
660,hierhin::ADV,татчӧ,여기로
661,von hier::ADV,тасянь,
662,dort::ADV,сэтӧн,거기
663,dorthin::ADV,сэтчин,저기예
664,geradeaus::ADV,веськыта,곧장
665,vorwärts::ADV,одзӧ,앞으로
666,rückwärts::ADV,бӧр,뒤로
667,zurück::ADV,бӧр,제자리로
668,unten::ADV,увтын,아래에
669,hinab::ADV,увтас,아래쪽으로
670,oben::ADV,вевдӧрас,위에
671,hinauf::ADV,вывлань,위쪽으로
672,hinauf::ADV,вывланьӧ,위쪽으로
673,überall::ADV,быдлан,도처에
674,nicht::ADV,ог,안
675,ein wenig::ADV,-ышт,적음
676,ein wenig::ADV,невна,적음
677,kaum::ADV,ӧдва,가의
678,sehr::ADV,вывтi,자주
679,so::ADV,сiдз,그와같이
680,noch::ADV,эшӧ,아직
681,nur::ADV,только,다만
682,schon::ADV,ни,이미
683,wieder::ADV,бӧра,다시
684,vergebens::ADV,весись,헛되이
685,vor::PRP,одзас,앞에
686,hinter::PRP,бӧрӧ,뒤에
687,unter::PRP,увтын,잍에
688,durch::PRP,пыр,통고하여
689,neben::PRP,бокам,와나란히
690,neben::PRP,боксиным,와나란히
691,zwischen::PRP,коласас,의사이로
692,wegen::PRP,понда,때문에
693,dies::PRN,эта,이
694,das::PRN,сiя,저
695,alles::PRN,быдӧс,모든것
696,ich::PRN,ме,나
697,du::PRN,тэ,너
698,er::PRN,сiя,그
699,wir::PRN,мийӧ,우리
700,ihr::PRN,ті,너희들
701,sie::PRN,нія,그들
702,was::FPRN,мый,뭣
703,wer::FPRN,кин,누구
704,wo::FADV,кытӧн,어디
705,wohin::FADV,кытчӧ,어디로
706,wie::FADV,дзик,어떻게
707,warum::FADV,мыля,왜
708,warum::FADV,мыйсянь,왜
709,wieviel::FNUM,мымда,얼마만큰
710,eins::NUM,ӧт,하나
711,zwei::NUM,кык,둘
712,drei::NUM,куим,셋
713,vier::NUM,нёль,넷
714,fünf::NUM,вит,다섯
715,sechs::NUM,квать,여섯
716,sieben::NUM,сизим,일곱
717,acht::NUM,кыкьямыс,여덟
718,neun::NUM,ӧкмыс,아홉
719,zehn::NUM,дас,열
720,elf::NUM,дасотік,열하나
721,zwölf::NUM,даскык,열둘
722,zwanzig::NUM,кыкдас,스물
723,dreißig::NUM,куимдас,서름
724,vierzig::NUM,нёльдас,마흔
725,fünfzig::NUM,витдас,숸
726,sechzig::NUM,кватьдас,에순
727,siebzig::NUM,сизимдас,일흔
728,achtzig::NUM,кыкьямысдас,여든
729,neunzig::NUM,ӧкмысдас,아흔
730,hundert::NUM,сто,백
731,tausend::NUM,тысяча,천
732,und::CNJ,и,와
733,und::CNJ,да,와
734,oder::CNJ,или,아니면
735,stehen::V,сулавны,서다
736,sitzen::V,пукавны,앉다
737,liegen::V,куйлыны,눕다
738,hängen::V,ӧшавны,달다
739,werden::V,лоны,되다
740,passieren::V,аркмыны,지장옶다
741,beginnen::V,петны,시작되다
742,enden::V,-сь,큳내다
743,enden::V,бырны,큳내다
744,wechseln::V,вежсьыны,병경하다
745,aufgehen[Sonne]::V,петавны,뜨다
746,untergehen[Sonne]::V,пуксьыны,지다
747,scheinen[Sonne]::V,югьявны,빛나다
748,donnern::V,гымавны,천둥치다
749,wehen::V,пӧлявны,풀다
750,strömen::V,киссьыны,흐르다
751,fließen::V,визывтны,흐르다
752,sich drehen::V,бергавны,돌다
753,schwanken::V,кӧвьясьны,동요하다
754,schwingen::V,дюттясьны,흔들다
755,fallen::V,усьны,떨어지다
756,brennen::V,сотчыны,타다
757,rauchen::V,тшынасьны,김이나다
758,regnen::V,зэрны,비가오다
759,gefrieren::V,гегдыны,얼다
760,tauen::V,сывны,녹다
761,schmelzen::V,сывны,녹다
762,trocknen::V,косьмыны,홈치다
763,sieden::V,пизьны,끓다
764,faulen::V,нёльзьыны,부패하다
765,verfaulen::V,тӧрмыны,썩다
766,verfaulen::V,сiсьмыны,썩다
767,reißen::V,косясьны,지바찢다
768,versinken::V,вӧйны,가라앉다
769,vergehen::V,мунны,지나가다
770,erscheinen::V,мыччисьны,나타나다
771,verschwinden::V,ӧшны,사라지다
772,sinken::V,ямны,가라앉다
773,abnehmen::V,ямны,떼어내다
774,zunehmen::V,паськавны,증가하다
775,steigen::V,лэбтiсьны,상승하다
776,wachsen::V,быдмыны,생기하다
777,glänzen::V,свиттявны,뛰오나다
778,funkeln::V,югйовтлыны,불티가잍어나다
779,funkeln::V,югйӧв-керны,불티가잍어나다
780,lärmen::V,чавзыны,떠들다
781,läuten::V,диньгыны,울시다
782,klingeln::V,силькӧтны,초닌총을울리다
783,klirren::V,жольӧтны,탁탁울리다
784,brausen::V,гуасьны,쏴쏴소리내다
785,rauschen::V,кышӧтны,솨솨
786,klingen::V,горавны,반향하다
787,bellen::V,увтны,짖다
788,bellen::V,вувтны,짖다
789,heulen::V,уннявны,포효하다
790,blasen::V,пӧлявны,불다
791,pfeifen::V,пиксыны,피리를불다
792,schreien::V,айзыны,절규하다
793,stöhnen::V,ойзыны,신음하다
794,stöhnen::V,ружтыны,신음하다
795,zittern::V,легьявны,저뉼하다
796,leben::V,овны,살다
797,geboren werden::V,шогмыны,태어난
798,atmen::V,лолавны,숨쉬다
799,trinken::V,юны,마시다
800,essen::V,сёйны,먹다
801,schlucken::V,ньылавны,들이켜다
802,müde werden::V,мыдзны,
803,einschlafen::V,ланьтны,잠들다
804,schlafen::V,узьны,자다
805,aufwachen::V,саймыны,눈트다
806,aufwachen::V,пальмыны,눈트다
807,aufstehen::V,сувтны,서다
808,sich erholen::V,шоччисьлыны,회복하다
