,Concept_ID,sl,ja
149,Kuh::N,kráva,牛
150,Bulle::N,bìk,雄牛
151,Pferd::N,kònj,馬
152,Schaf::N,ôvca,羊
153,Schwein::N,svínja,豚
154,Hund::N,pès,犬
155,Katze::N,máčka,猫
156,Bär::N,mêdved,熊
157,Eichhörnchen::N,véverica,栗鼠
158,Elch::N,lós,ヘラジカ
159,Fuchs::N,lisíca,狐
160,Hase::N,zájec,兎
161,Maus::N,mìš,鼠
162,Wolf::N,vólk,狼
163,Vogel::N,ptìč,鳥
164,Vogel::N,ptíca,鳥
165,Schwarm::N,játa,群れ
166,Huhn::N,kokóš,鶏
167,Hahn::N,petêlin,雄鶏
168,Gans::N,gós,ガチョウ
169,Adler::N,ôrel,鷲
170,Ente::N,ráca,鴨
171,Eule::N,sôva,フクロウ
172,Kranich::N,žerjàv,鶴
173,Krähe::N,vrána,烏
174,Kuckuck::N,kúkavica,郭公
175,Schwan::N,labód,白鳥
176,Fisch::N,ríba,魚
177,Barsch::N,ostríž,鱸
178,Hecht::N,ščúka,川魳
179,Schlange[Tier]::N,káča,蛇
180,Wurm::N,čr̀v,虫
181,Wurm::N,glísta,虫
182,Spinne::N,pájek,蜘蛛
183,Ameise::N,mrávlja,蟻
184,Laus::N,úš,虱
185,Mücke::N,komár,蚊
186,Fliege::N,múha,蝿
187,Schmetterling::N,metúlj,蝶
188,Beere::N,jágoda,漿果
189,Apfel::N,jábolko,林檎
190,Pilz::N,góba,茸
191,Zwiebel::N,čebúla,玉葱
192,Saat::N,séme,種
193,Korn::N,zŕno,粒
194,Heu::N,senó,干し草
195,Schale::N,lupína,皮
196,Grube::N,jáma,穴
197,Falle::N,pást,わな
198,Schlinge::N,zánka,輪
199,Schlinge::N,pêtlja,輪
200,Spur::N,sléd,跡
201,Asche::N,pepél,灰
202,Dreck::N,bláto,泥
203,Eisen::N,želézo,鉄
204,Gold::N,zlató,金
205,Silber::N,srebró,銀
206,Kohle::N,ógel,炭
207,Glas::N,stêklo,ガラス
208,Lehm::N,ílo,ローム
209,Sand::N,pések,砂
210,Mensch::N,člôvek,人
211,Mann::N,móž,男
212,Mann::N,móž,男性
213,Mann::N,môški,男
214,Mann::N,môški,男性
215,Frau::N,gospá,女
216,Frau::N,gospá,女性
217,Frau::N,žénska,女
218,Frau::N,žénska,女性
219,Kind::N,déte,子
220,Kind::N,déte,子供
221,Kind::N,otròk,子
222,Kind::N,otròk,子供
223,Junge::N,fànt,男の子
224,Junge::N,déček,男の子
225,Mädchen::N,deklè,女の子
226,Mädchen::N,déklica,女の子
227,Familie::N,družína,家族
228,Großvater::N,dèd,祖父
229,Großvater::N,dèd,おじいさん
230,Großvater::N,dédek,祖父
231,Großvater::N,dédek,おじいさん
232,Großmutter::N,bábica,祖母
233,Großmutter::N,bábica,おばあさん
234,Eltern::N,stárši,親
235,Eltern::N,stárši,両親
236,Vater::N,ôče,父
237,Vater::N,ôče,お父さん
238,Mutter::N,máma,母
239,Mutter::N,máma,お母さん
240,Sohn::N,sín,息子
241,Sohn::N,sín,息子さん
242,Tochter::N,hčí,娘
243,Tochter::N,hčí,お嬢さん
244,Tochter::N,hčérka,娘
245,Tochter::N,hčérka,お嬢さん
246,Bruder::N,bràt,弟
247,Schwester::N,sêstra,妹
248,Onkel::N,újec,伯父
249,Onkel::N,újec,伯父さん
250,Onkel::N,stríc,伯父
251,Onkel::N,stríc,伯父さん
252,Tante::N,têta,叔母
253,Tante::N,têta,叔母さん
254,Tante::N,strína,叔母
255,Tante::N,strína,叔母さん
256,Ehemann::N,móž,夫
257,Ehemann::N,móž,主人
258,Ehemann::N,sopróg,夫
259,Ehemann::N,sopróg,主人
260,Ehefrau::N,žêna,妻
261,Ehefrau::N,žêna,奥さん
262,Ehefrau::N,sopróga,妻
263,Ehefrau::N,sopróga,奥さん
264,Freude::N,rádost,喜び
265,Freude::N,vesêlje,喜び
266,Gelächter::N,sméh,笑い
267,Gelächter::N,grohòt,笑い
268,Glück::N,sréča,幸せ
269,Kummer::N,gorjé,悩み
270,Wunsch::N,žêlja,希望
271,Lust::N,poželênje,気
272,Geist::N,dúša,精神
273,Gedanke::N,mísel,考え
274,Gedächtnis::N,pámet,記憶
275,Sinn::N,pomèn,意味
276,Sinn::N,smísel,意味
277,Grund::N,vzròk,理由
278,Wahrheit::N,resníca,真実
279,Gespräch::N,pogóvor,会話
280,Märchen::N,právljica,童話
281,Erzählung::N,povést,物語
282,Nachricht::N,sporočílo,報告
283,Neuigkeit::N,novóst,ニュース
284,Name::N,imé,名前
285,Rätsel::N,ugánka,謎
286,Rede::N,góvor,演説
287,Sprache::N,jêzik,言語
288,Stimme::N,glás,声
289,Wort::N,beséda,言葉
290,Zeichen::N,znák,記号
291,Ruf::N,klíc,呼び声
292,Lärm::N,hrúp,騒音
293,Lärm::N,trúšč,騒音
294,Laut::N,glás,音
295,Ton::N,tón,音
296,Lied::N,pésem,歌
297,Ruhe::N,pokòj,静けさ
298,Leute::N,ljudjé,人々
299,Volk::N,národ,民族
300,Arbeit::N,délo,仕事
301,Gast::N,gòst,客
302,Geschenk::N,darílo,贈り物
303,Spiel::N,ígra,遊び
304,Gesellschaft::N,drúžba,社会
305,Hilfe::N,pomóč,援助
306,Freund::N,prijátelj,友達
307,Kamerad::N,továriš,同志
308,Angelegenheit::N,zadéva,件
309,Anzahl::N,števílo,数
310,Art::N,vŕsta,種類
311,Stück::N,kós,部分
312,Teil::N,dél,部分
313,Hälfte::N,polovíca,半分
314,Kreis::N,króg,円
315,Kreis::N,kolobár,円
316,Kreuz::N,kríž,十字
317,Linie::N,próga,線
318,Strich::N,čŕta,線
319,Abstand::N,preslédek,距離
320,Entfernung::N,oddáljenost,距離
321,Gegend::N,kràj,辺
322,Gegend::N,kràj,地域
323,Gegend::N,dežêla,辺
324,Gegend::N,dežêla,地域
325,Platz::N,prôstor,ゆとり
326,Ort::N,mésto,所
327,Ort::N,mésto,場所
328,Seite::N,bòk,横
329,Seite::N,strán,横
330,Mitte::N,sredína,真ん中
331,Gegenstand::N,prédmet,物件
332,Sache::N,réč,物
333,Sache::N,stvár,物
334,Rand::N,kràj,端
335,Kante::N,rób,縁
336,Ecke::N,vogál,角
337,Spitze::N,óst,先頭
338,Ende::N,kônec,端
339,Loch::N,lúknja,穴
340,Winkel::N,kót,片隅
341,Muster::N,vzórec,模様
342,Größe::N,veličína,大きさ
343,Länge::N,dolžína,長さ
344,Höhe::N,vršína,高さ
345,Gewicht::N,téža,重さ
346,Menge::N,količína,量
347,Haufen::N,kùp,堆積
348,Haufen::N,kopíca,堆積
349,Reihe::N,níz,並び
350,Reihe::N,vŕsta,並び
351,Boot::N,čóln,ボート
352,Ruder::N,vêslo,オール
353,Schlitten::N,saní,そり
354,Ski::N,smučí,スキー
355,Lagerfeuer::N,táborni ôgenj,篝火
356,Last::N,tôvor,荷物
357,Gang::N,hòd,歩み
358,Schritt::N,korák,歩
359,Norden::N,séver,北
360,Süden::N,júg,南
361,Westen::N,zapàd,西
362,Osten::N,vzhòd,東
363,Holz::N,lés,木
364,Holz::N,lés,木材
365,Brett::N,deskà,板
366,Platte::N,plôča,盤
367,Stütze::N,opóra,支柱
368,Stütze::N,zaslómba,支柱
369,Stange::N,gréd,棒
370,Stock::N,pálica,杖
371,Stab::N,pálica,棒
372,Rohr::N,cév,管
373,Haus::N,híša,家
374,Heim::N,dóm,家
375,Ofen::N,péč,ストーブ
376,Fußboden::N,pòd,床
377,Tisch::N,míza,机
378,Stuhl::N,stòl,椅子
379,Wiege::N,zíbel,揺籃
380,Bett::N,póstelja,ベッド
381,Regal::N,políca,棚
382,Kiste::N,zabòj,箱
383,Fenster::N,ôkno,窓
384,Tür::N,vráta,戸
385,Tür::N,vráta,ドア
386,Tor::N,velíka vráta,門
387,Zaun::N,ográja,垣根
388,Dach::N,stréha,屋根
389,Leiter::N,léstev,梯子
390,Besen::N,mêtla,ほうき
391,Spaten::N,lopáta,スコップ
392,Schaufel::N,lopáta,シャベル
393,Gabel::N,vílice,フォーク
394,Löffel::N,žlíca,スプーン
395,Messer::N,nòž,ナイフ
396,Nagel::N,žebèlj,釘
397,Netz::N,mréža,網
398,Haken::N,kljúka,鉤
399,Haken::N,kljúka,フック
400,Griff::N,ročáj,取っ手
401,Griff::N,oprijèm,取っ手
402,Schloss::N,ključávnica,錠
403,Bild::N,slíka,絵
404,Figur::N,figúra,像
405,Figur::N,postáva,像
406,Puppe::N,lútka,人形
407,Beutel::N,môšnja,袋
408,Bündel::N,cúla,束
409,Bündel::N,cúla,包み
410,Bündel::N,svéženj,束
411,Bündel::N,svéženj,包み
412,Tasche::N,tórba,かばん
413,Tasche::N,tobôlec,かばん
414,Eimer::N,vêdro,バケツ
415,Deckel::N,pokròv,蓋
416,Deckel::N,poklópec,蓋
417,Geschirr::N,posóda,食器
418,Sack::N,vréča,袋
419,Tasse::N,skodélica,カップ
420,Topf::N,lônec,鍋
421,Kessel::N,kôtel,釜
422,Essen::N,hrána,食事
423,Nahrung::N,živílo,食物
424,Speise::N,jéd,料理
425,Fleisch::N,mesó,肉
426,Getreide::N,žíto,麦
427,Getreide::N,žíto,穀物
428,Brei::N,káša,粥
429,Brot::N,krùh,パン
430,Scheibe::N,réženj,枚
431,Scheibe::N,réženj,切れ
432,Fett::N,mást,脂肪
433,Fett::N,maščôba,脂肪
434,Butter::N,máslo,バター
435,Öl::N,ólje,油
436,Salz::N,sól,塩
437,Suppe::N,júha,スープ
438,Honig::N,méd,蜂蜜
439,Milch::N,mléko,牛乳
440,Tee::N,čáj,茶
441,Tee::N,čáj,お茶
442,Leder::N,úsnje,革
443,Wolle::N,vólna,毛糸
444,Stoff::N,blagó,布
445,Nadel::N,ígla,針
446,Faden::N,nít,糸
447,Knopf::N,gúmb,ボタン
448,Knoten::N,vôzel,結び目
449,Farbe::N,bárva,ペンキ
450,Kleidung::N,obléka,衣服
451,Hemd::N,srájca,シャツ
452,Kragen::N,ovrátnik,襟
453,Ärmel::N,rokáv,袖
454,Hose::N,hláče,ズボン
455,Gürtel::N,pás,帯
456,Gürtel::N,pás,ベルト
457,Mütze::N,kápa,帽子
458,Mütze::N,čépica,帽子
459,Schuh::N,čévelj,靴
460,Stiefel::N,škórenj,ブーツ
461,Ring::N,pŕstan,輪
462,Band::N,trák,リボン
463,Kamm::N,glavník,櫛
464,Spiegel::N,zrcálo,鏡
465,Spiegel::N,ogledálo,鏡
466,Riemen::N,jêrmen,緒
467,Schnur::N,vŕvca,紐
468,Leine::N,konôpec,綱
469,Decke::N,odéja,掛け布団
470,Kissen::N,blazína,枕
471,Tuch::N,pŕt,スカーフ
472,Tuch::N,rúta,スカーフ
473,Handtuch::N,brisáča,タオル
474,Kraft::N,síla,力
475,Stärke::N,jákost,強さ
476,Gesundheit::N,zdrávje,健康
477,Krankheit::N,bolézen,病気
478,Schmerz::N,ból,痛み
479,Schmerz::N,bolečína,痛み
480,Wunde::N,rána,傷
481,Fieber::N,vročína,熱
482,Arznei::N,lék,薬
483,Arznei::N,zdravílo,薬
484,Brücke::N,móst,橋
485,Brunnen::N,vodnják,井戸
486,Weide::N,páša,牧場
487,Pfad::N,stezà,小路
488,Weg::N,pót,道
489,Straße::N,césta,街道
490,Dorf::N,vás,村
491,Stadt::N,mésto,町
492,Stadt::N,mésto,都市
493,Brief::N,písmo,手紙
494,Buch::N,knjíga,本
495,Buchstabe::N,čŕka,文字
496,Zeitung::N,čásnik,新聞
497,Leben::N,življênje,生活
498,Tod::N,smŕt,死
499,Grab::N,gròb,墓
500,Kirche::N,cérkev,教会
501,Sünde::N,gréh,罪
502,Gott::N,bóg,神
503,Arbeiter::N,délavec,労働者
504,Chef::N,šéf,上司
505,Meister::N,mójster,達人
506,Meister::N,mójster,マイスター
507,Arzt::N,zdravník,医者
508,Lehrer::N,učítelj,先生
509,Geld::N,denár,金
510,Geschäft::N,kupčíja,取り引き
511,Laden::N,trgovína,店
512,Preis::N,céna,値段
513,Ware::N,róba,商品
514,Nutzen::N,príd,利益
515,Reichtum::N,bogástvo,豊かさ
516,Welt::N,svét,世界
517,Land::N,dežêla,国
518,Staat::N,držáva,国家
519,König::N,králj,国王
520,Macht::N,oblást,権力
521,Grenze::N,mêja,国境
522,Krieg::N,vôjna,戦争
523,Feind::N,sovrážnik,敵
524,Gewalt::N,nasílje,暴力
525,Kampf::N,bòj,戦い
526,Kampf::N,bórba,戦い
527,Bogen[Waffe]::N,lók,弓
528,Pfeil::N,puščíca,矢
529,Gewehr::N,púška,銃
530,Fehler::N,zmóta,間違い
531,Lüge::N,láž,嘘
532,Schaden::N,okvára,損害
533,Unglück::N,nesréča,不幸
534,Schuld::N,krívda,罪
535,Alter::N,dôba,年
536,Alter::N,dôba,年齢
537,Schluss::N,kônec,終わり
538,Zeit::N,čàs,時
539,Zeit::N,čàs,時間
540,Tag::N,dán,日
541,Morgen::N,jútro,朝
542,Mittag::N,póldan,昼
543,Abend::N,večér,晩
544,Abend::N,večér,夕方
545,Nacht::N,nóč,夜
546,Woche::N,téden,週
547,Monat::N,mésec,月
548,Jahr::N,léto,年
549,Frühling::N,pomlád,春
550,Sommer::N,polétje,夏
551,Herbst::N,jesén,秋
552,Winter::N,zíma,冬
553,Januar::N,jánuar,一月
554,Februar::N,fébruar,二月
555,März::N,márec,三月
556,April::N,apríl,四月
557,Mai::N,máj,五月
558,Juni::N,júnij,六月
559,Juli::N,júlij,七月
560,August::N,avgúst,八月
561,September::N,septêmber,九月
562,Oktober::N,október,十月
563,November::N,novêmber,十一月
564,Dezember::N,decémber,十二月
565,Montag::N,ponedéljek,月曜日
566,Dienstag::N,tôrek,火曜日
567,Mittwoch::N,sréda,水曜日
568,Donnerstag::N,četŕtek,木曜日
569,Freitag::N,pétek,金曜日
570,Samstag::N,sobóta,土曜日
571,Sonntag::N,nedélja,日曜日
572,groß::A,vêlik,大きい
573,klein::A,májhen,小さい
574,lang::A,dólg,長い
575,kurz::A,krátek,短い
576,breit::A,širòk,広い
577,schmal::A,ózek,狭い
578,dicht::A,góst,密な
579,dick[Gegenstand]::A,dêbel,厚い
580,dünn::A,tánek,薄い
581,fein::A,drôben,細い
582,fest::A,tŕden,硬い
583,flach::A,plán,平らな
584,flach::A,plòsk,平らな
585,glatt::A,gládek,滑らかな
586,hart::A,tŕd,堅い
587,weich::A,mehák,柔らかい
588,rund::A,okrógel,丸い
589,spitz::A,šílast,尖った
590,scharf::A,óster,鋭い
591,stumpf::A,tóp,鈍い
592,stumpf::A,skŕhan,鈍い
593,schwer::A,têžek,重い
594,schön::A,lép,綺麗な
595,schön::A,krásen,綺麗な
596,heiß::A,vròč,熱い
597,warm::A,tôpel,温かい
598,kalt::A,mŕzel,寒い
599,kalt::A,mŕzel,冷たい
600,kalt::A,hláden,寒い
601,kalt::A,hláden,冷たい
602,kühl::A,hláden,涼しい
603,frisch::A,svéž,ひんやりした
604,feucht::A,vlážen,湿った
605,nass::A,móker,濡れた
606,trocken::A,súh,乾いた
607,voll::A,póln,いっぱいの
608,leer::A,prázen,空の
609,offen::A,odpŕt,開いた
610,geschlossen::A,zapŕt,閉まった
611,sauber::A,číst,清潔な
612,sauber::A,líčen,清潔な
613,schmutzig::A,umázan,汚い
614,roh::A,suròv,生の
615,reif::A,zrèl,熟した
616,lecker::A,okúsen,美味しい
617,süß::A,sládek,甘い
618,bitter::A,grenák,苦い
619,sauer::A,kísel,酸っぱい
620,hell::A,svetèl,明るい
621,dunkel::A,temèn,暗い
622,schwarz::A,čŕn,黒い
623,weiß::A,bél,白い
624,rot::A,rdèč,赤い
625,gelb::A,žólt,黄色い
626,gelb::A,rumèn,黄色い
627,blau::A,móder,青い
628,grün::A,zelèn,緑の
629,grau::A,sív,灰色の
630,bunt::A,písan,色取り取りの
631,billig::A,pocéni,安い
632,teuer::A,drág,高い
633,wertvoll::A,dragocén,貴重な
634,blind::A,slép,盲目の
635,taub::A,glúh,耳が聞こえない
636,kräftig::A,močán,強力な
637,stark::A,ják,強い
638,schwach::A,šíbek,弱い
639,fett::A,dêbel,太った
640,schlank::A,vítek,ほっそりした
641,hübsch::A,lép,素敵な
642,böse::A,zèl,悪い
643,böse::A,hudôben,悪い
644,dumm::A,glúp,馬鹿な
645,dumm::A,bédast,馬鹿な
646,faul::A,lén,怠惰な
647,fleißig::A,marljív,勤勉な
648,geizig::A,škŕt,けちな
649,klug::A,pámeten,賢い
650,klug::A,pámeten,頭のいい
651,geschickt::A,spréten,器用な
652,lieb::A,míl,愛らしい
653,lieb::A,ljúb,愛らしい
654,lustig::A,vesél,楽しい
655,sanft::A,láhek,温和な
656,hungrig::A,láčen,空腹の
657,krank::A,bolán,病気の
658,nackt::A,nág,裸の
659,traurig::A,túžen,悲しい
660,lebendig::A,žív,生きた
661,gut::A,dóber,良い
662,schlecht::A,malopríden,悪い
663,schlecht::A,malopríden,駄目な
664,richtig::A,pravílen,正しい
665,schlimm::A,húd,ひどい
666,wahr::A,resníčen,本当の
667,alt::A,stàr,古い
668,neu::A,nòv,新しい
669,ehemalig::A,nekdánji,以前の
670,alt[Lebewesen]::A,stàr,年を取った
671,jung::A,mlád,若い
672,arm::A,ubóg,貧乏な
673,arm::A,réven,貧乏な
674,reich::A,bogàt,裕福な
675,bekannt::A,znán,有名な
676,berühmt::A,sláven,有名な
677,berühmt::A,znamenít,有名な
678,fremd::A,túj,見知らぬ
679,verschieden::A,razlíčen,色々な
680,nah::A,blížnji,近い
681,fern::A,dáleč,遠い
682,linker::A,lévi,左の
683,rechter::A,désni,右の
684,anderer::A,drúgi,別の
685,erster::A,pŕvi,一番目
686,zweiter::A,drúgi,二番目
687,dritter::A,trétji,三番目
688,letzter::A,poslédnji,最後の
689,allein::ADV,sám,一人で
690,auf einmal::ADV,obênem,同時に
691,zusammen::ADV,skúpaj,一緒に
692,lange::ADV,dólgo,長い間
693,plötzlich::ADV,náglo,急に
694,plötzlich::ADV,nenádoma,急に
695,sofort::ADV,prècej,すぐに
696,später::ADV,poznêje,後で
697,jetzt::ADV,zdàj,今
698,heute::ADV,dánes,今日
699,morgen::ADV,jútri,明日
700,bald::ADV,kmálu,間もなく
701,dann::ADV,nató,それから
702,gestern::ADV,včéraj,昨日
703,einst::ADV,nékdaj,過去に
704,damals::ADV,tedàj,あの時
705,damals::ADV,takràt,あの時
706,danach::ADV,potèm,その後で
707,vorher::ADV,poprèj,以前に
708,zuerst::ADV,spŕva,まず
709,zuerst::ADV,spŕva,最初に
710,einmal::ADV,ênkrat,一回
711,manchmal::ADV,včásih,時々
712,oft::ADV,pogósto,よく
713,immer::ADV,védno,いつも
714,immer::ADV,zméraj,いつも
715,niemals::ADV,nikdàr,一度も...ない
716,hier::ADV,tù,こちら
717,hier::ADV,túkaj,こちら
718,hierhin::ADV,sèmkaj,ここへ
719,hierhin::ADV,sèmkaj,こちらへ
720,von hier::ADV,od tú,ここから
721,dort::ADV,tàm,そちら
722,dorthin::ADV,tjà,そこへ
723,dorthin::ADV,tjà,そちらへ
724,geradeaus::ADV,rávno napréj,真っ直ぐに
725,vorwärts::ADV,napréj,前へ
726,rückwärts::ADV,zádaj,後ろへ
727,zurück::ADV,nazáj,後ろへ
728,unten::ADV,dôli,下に
729,unten::ADV,spôdaj,下に
730,hinab::ADV,dôl,下へ
731,oben::ADV,gôri,上に
732,oben::ADV,zgôraj,上に
733,hinauf::ADV,gôr,上へ
734,überall::ADV,povsód,どこでも
735,nicht::ADV,ne,ない
736,ein wenig::ADV,málo,少し
737,ein wenig::ADV,málo,ちょっと
738,kaum::ADV,kómaj,ほとんど～ない
739,sehr::ADV,zeló,とても
740,so::ADV,takó,こう
741,noch::ADV,še,まだ
742,nur::ADV,samó,～だけ
743,schon::ADV,žè,もう
744,wieder::ADV,spét,再び
745,vergebens::ADV,zamàn,無駄に
746,vergebens::ADV,zastónj,無駄に
747,vor::PRP,pred,前に
748,hinter::PRP,za,後ろに
749,unter::PRP,pod,下に
750,durch::PRP,skózi,通して
751,neben::PRP,kràj,横に
752,neben::PRP,póleg,横に
753,zwischen::PRP,med,間に
754,zwischen::PRP,izmed,間に
755,wegen::PRP,zarádi,為に
756,wegen::PRP,zarádi,せいで
757,dies::PRN,tó,これ
758,das::PRN,tó,それ
759,alles::PRN,vsè,全部
760,ich::PRN,jàz,私
761,du::PRN,tí,あなた
762,er::PRN,òn,彼
763,wir::PRN,mí,私達
764,ihr::PRN,ví,あなた達
765,sie::PRN,ôni,彼ら
766,was::FPRN,káj,何
767,wer::FPRN,kdó,誰
768,wer::FPRN,kdó,どなた
769,wo::FADV,kjé,どこ
770,wo::FADV,kjé,どこに
771,wohin::FADV,kám,どこへ
772,wie::FADV,kakó,どう
773,warum::FADV,zakáj,何故
774,warum::FADV,zakáj,どうして
775,wieviel::FNUM,kóliko,どのくらい
776,eins::NUM,êden,一
777,zwei::NUM,dvá,二
778,zwei::NUM,dvá,二つ
779,drei::NUM,trí,三
780,drei::NUM,trí,三つ
781,vier::NUM,štíri,四
782,vier::NUM,štíri,四つ
783,fünf::NUM,pét,五
784,fünf::NUM,pét,五つ
785,sechs::NUM,šést,六
786,sechs::NUM,šést,六つ
787,sieben::NUM,sédem,七
788,sieben::NUM,sédem,七つ
789,acht::NUM,ósem,八
790,acht::NUM,ósem,八つ
791,neun::NUM,devét,九
792,neun::NUM,devét,九つ
793,zehn::NUM,desét,十
794,elf::NUM,enájst,十一
795,zwölf::NUM,dvánajst,十二
796,zwanzig::NUM,dvájset,二十
797,dreißig::NUM,trídeset,三十
798,vierzig::NUM,štírideset,四十
799,fünfzig::NUM,pétdeset,五十
800,sechzig::NUM,šéstdeset,六十
801,siebzig::NUM,sédemdeset,七十
802,achtzig::NUM,ósemdeset,八十
803,neunzig::NUM,devétdeset,九十
804,hundert::NUM,stó,百
805,tausend::NUM,tísoč,千
806,und::CNJ,in,-と
807,und::CNJ,in,そして
808,oder::CNJ,áli,或いは
809,stehen::V,státi,立っている
810,sitzen::V,sedéti,座っている
811,liegen::V,ležáti,横になっている
812,hängen::V,viséti,掛かっている
813,werden::V,postáti,なる
814,passieren::V,zgodíti se,起こる
815,beginnen::V,začéti se,始まる
816,enden::V,končáti se,終わる
817,wechseln::V,ménjati se,変わる
818,aufgehen[Sonne]::V,vzíti,出る
819,untergehen[Sonne]::V,zaíti,沈む
820,scheinen[Sonne]::V,sijáti,輝く
821,donnern::V,grméti,雷が鳴る
822,wehen::V,píhati,吹く
823,strömen::V,líti,流れる
824,fließen::V,têči,流れる
825,sich drehen::V,vrtéti se,回転する
826,schwanken::V,kolébati,揺れる
827,schwingen::V,níhati,振動する
828,fallen::V,pádati,落ちる
829,brennen::V,goréti,燃える
830,rauchen::V,kadíti se,煙を出す
831,regnen::V,deževáti,雨が降る
832,gefrieren::V,zmŕzniti,凍る
833,tauen::V,tájati,溶ける
834,schmelzen::V,kopnéti,溶ける
835,trocknen::V,sušíti se,乾く
