,Concept_ID,,ar
976,streichen::V,,نشر
977,schleifen::V,,سن
978,schneiden::V,,قطع
979,rütteln::V,,رج
980,schütteln::V,,هز
981,schwenken::V,,لوح
982,schütten::V,,صب
983,füllen::V,,ملأ
984,einwickeln::V,,لف
985,tragen::V,,حمل
986,schleppen::V,,سحب
987,ziehen::V,,سحب
988,aufbewahren::V,,حفظ
989,werfen::V,,رمى
990,werfen::V,,ألقى
991,fangen::V,,التقط
992,packen::V,,مسك
993,verstecken::V,,خبأ
994,teilen::V,,قسم
995,schicken::V,,بعث
996,schicken::V,,أرسل
997,bringen::V,,جلب
998,hinzufügen::V,,أضاف
999,bekommen::V,,حصل
1000,erhalten::V,,استلم
1001,nehmen::V,,أخذ
1002,wählen::V,,اختار
1003,auswählen::V,,انتقى
1004,bewahren::V,,حافظ
1005,behindern::V,,عاق
1006,verderben::V,,أفسد
1007,beschädigen::V,,أضر
1008,zerbrechen::V,,كسر
1009,zerreißen::V,,مزق
1010,zerstören::V,,دمر
1011,verbrennen::V,,حرق
1012,geben::V,,أعطى
1013,reichen::V,,ناول
1014,schenken::V,,وهب
1015,versprechen::V,,وعد
1016,wünschen::V,,تمنى
1017,loben::V,,مدح
1018,küssen::V,,قبل
1019,wiegen::V,,هدهد
1020,zudecken::V,,غطى
1021,wecken::V,,أيقظ
1022,zeigen::V,,أرى
1023,führen::V,,دل
1024,lehren::V,,علم
1025,unterrichten::V,,علم
1026,aufziehen::V,,ربى
1027,leiten::V,,دل
1028,leiten::V,,أدار
1029,antreiben::V,,حث
1030,lassen::V,,حدا
1031,einladen::V,,دعا
1032,vereinigen::V,,وحد
1033,besuchen::V,,زار
1034,treffen::V,,قابل
1035,sich versammeln::V,,اجتمع
1036,spielen::V,,لعب
1037,singen::V,,غنى
1038,tanzen::V,,رقص
1039,sich trennen::V,,افترق
1040,verlassen::V,,ترك
1041,retten::V,,نجى
1042,retten::V,,أنقذ
1043,bewachen::V,,حرس
1044,schützen::V,,حمى
1045,verteidigen::V,,دافع
1046,sich schlagen::V,,تضارب
1047,schießen::V,,أطلق
1048,siegen::V,,انتصر
1049,ärgern::V,,أزعل
1050,schlagen::V,,ضرب
1051,treten::V,,رفس
1052,stechen::V,,شك
1053,stoßen::V,,دفع
1054,stehlen::V,,سرق
1055,stören::V,,ضايق
1056,belästigen::V,,أزعج
1057,verbergen::V,,كتم
1058,täuschen::V,,خدع
1059,betrügen::V,,غش
1060,töten::V,,قتل
1061,wohnen::V,,سكن
1062,arbeiten::V,,عمل
1063,arbeiten::V,,اشتغل
1064,sammeln::V,,جمع
1065,pflücken::V,,جنى
1066,pflücken::V,,قطف
1067,jagen::V,,صاد
1068,fischen::V,,اصطاد
1069,fassen::V,,قبض
1070,hüten::V,,رعى
1071,treiben::V,,ساق
1072,anbinden::V,,ربط
1073,füttern::V,,علف
1074,melken::V,,حلب
1075,hacken::V,,فرم
1076,gießen::V,,سقى
1077,reifen::V,,نضج
1078,zubereiten::V,,حضر
1079,kochen::V,,طبخ
1080,backen::V,,خبز
1081,braten::V,,قلى
1082,braten::V,,حمر
1083,umrühren::V,,قلب
1084,stricken::V,,حاك
1085,nähen::V,,خاط
1086,färben::V,,صبغ
1087,färben::V,,لون
1088,reinigen::V,,نظف
1089,waschen::V,,غسل
1090,abwischen::V,,مسح
1091,spülen::V,,شطف
1092,fegen::V,,كنس
1093,kehren::V,,كنس
1094,baden::V,,استحم
1095,sich waschen::V,,اغتسل
1096,ausziehen::V,,خلع
1097,anziehen::V,,لبس
1098,sich anziehen::V,,اكتسى
1099,kämmen::V,,مشط
1100,schmücken::V,,زين
1101,sagen::V,,قال
1102,sprechen::V,,تكلم
1103,reden::V,,تكلم
1104,sich unterhalten::V,,تحادث
1105,fragen::V,,سأل
1106,bitten::V,,رجا
1107,erzählen::V,,حكي
1108,mitteilen::V,,بلغ
1109,nennen::V,,سمى
1110,rufen::V,,نادى
1111,prahlen::V,,فشر
1112,prahlen::V,,تفاخر
1113,übersetzen::V,,ترجم
1114,denken::V,,فكر
1115,glauben::V,,اعتقد
1116,bemerken::V,,لاحظ
1117,erkennen::V,,عرف
1118,begreifen::V,,فهم
1119,begreifen::V,,أدرك
1120,verstehen::V,,فهم
1121,lernen::V,,درس
1122,wissen::V,,علم
1123,sich erinnern an::V,,تذكر
1124,vergessen::V,,نسي
1125,messen::V,,قاس
1126,zählen::V,,عد
1127,zählen::V,,أحصى
1128,rechnen::V,,حسب
1129,lesen::V,,قرأ
1130,malen::V,,صور
1131,zeichnen::V,,رسم
1132,schreiben::V,,كتب
1133,besitzen::V,,حاز
1134,besitzen::V,,ملك
1135,kaufen::V,,اشترى
1136,verkaufen::V,,باع
1137,bezahlen::V,,دفع
1138,zahlen::V,,سدد
1139,beherrschen::V,,حكم
1140,ertragen::V,,أطاق
1141,ertragen::V,,تحمل
