,Concept_ID,ka,pt
246,Mensch::N,ადამიანი,homem
247,Mensch::N,ადამიანი,pessoa
248,Mann::N,კაცი,homem
249,Frau::N,ქალი,mulher
250,Kind::N,ბავშვი,filho
251,Kind::N,ბავშვი,criança
252,Junge::N,ვაჟი,rapaz
253,Junge::N,ვაჟი,menino
254,Mädchen::N,გოგო,menina
255,Mädchen::N,გოგო,rapariga
256,Familie::N,ოჯახი,família
257,Großvater::N,პაპა,avô
258,Großvater::N,ბაბუა,avô
259,Großmutter::N,ბებია,avó
260,Großmutter::N,დიდედა,avó
261,Eltern::N,მშობლები,pais
262,Vater::N,მამა,pai
263,Mutter::N,დედა,mãe
264,Sohn::N,ვაჟიშვილი,filho
265,Tochter::N,ქალიშვილი,filha
266,Bruder::N,ძმა,irmão
267,Schwester::N,და,irmã
268,Onkel::N,ბიძა,tio
269,Tante::N,დეიდა,tia
270,Tante::N,მამიდა,tia
271,Ehemann::N,ქმარი,esposo
272,Ehefrau::N,ცოლი,esposa
273,Freude::N,სიხარული,prazer
274,Freude::N,სიხარული,alegria
275,Gelächter::N,სიცილი,risada
276,Gelächter::N,სიცილი,gargalhada
277,Glück::N,ბედნიერება,felicidade
278,Kummer::N,მწუხარება,aflição
279,Kummer::N,მწუხარება,desgosto
280,Wunsch::N,წადილი,desejo
281,Wunsch::N,სურვილი,desejo
282,Lust::N,წადილი,vontade
283,Geist::N,სული,mente
284,Geist::N,სული,espírito
285,Gedanke::N,ფიქრი,ideia
286,Gedanke::N,ფიქრი,pensamento
287,Gedächtnis::N,მეხსიერება,memória
288,Verstand::N,ჭკუა,razão
289,Verstand::N,ჭკუა,inteligência
290,Verstand::N,გონება,razão
291,Verstand::N,გონება,inteligência
292,Sinn::N,მნიშვნელობა,sentido
293,Sinn::N,მნიშვნელობა,significado
294,Grund::N,მიზეზი,causa
295,Grund::N,მიზეზი,motivo
296,Wahrheit::N,სიმართლე,verdade
297,Wahrheit::N,ჭეშმარიტება,verdade
298,Gespräch::N,ბაასი,conversa
299,Gespräch::N,ბაასი,conversação
300,Gespräch::N,საუბარი,conversa
301,Gespräch::N,საუბარი,conversação
302,Märchen::N,არაკი,conto
303,Märchen::N,ზღაპარი,conto
304,Erzählung::N,თქმულება,conto
305,Erzählung::N,თქმულება,narrativa
306,Nachricht::N,ცნობა,mensagem
307,Nachricht::N,ამბავი,mensagem
308,Neuigkeit::N,სიახლე,notícia
309,Neuigkeit::N,სიახლე,novidade
310,Name::N,სახელი,nome
311,Rätsel::N,გამოცანა,adivinha
312,Rede::N,სიტყვა,oração
313,Rede::N,სიტყვა,discurso
314,Sprache::N,ენა,língua
315,Stimme::N,ხმა,voz
316,Wort::N,სიტყვა,palavra
317,Zeichen::N,ნიშანი,marca
318,Ruf::N,ძახილი,grito
319,Ruf::N,ძახილი,chamada
320,Lärm::N,ხმაური,ruído
321,Lärm::N,ხმაური,barulho
322,Laut::N,ხმა,som
323,Laut::N,ბგერა,som
324,Ton::N,ტონი,tom
325,Lied::N,სიმღერა,canção
326,Ruhe::N,სიწყნარე,calma
327,Ruhe::N,სიწყნარე,silêncio
328,Leute::N,ადამიანები,gente
329,Leute::N,ადამიანები,pessoas
330,Volk::N,ერი,povo
331,Volk::N,ერი,nação
332,Volk::N,ხალხი,povo
333,Volk::N,ხალხი,nação
334,Arbeit::N,მუშაობა,trabalho
335,Gast::N,სტუმარი,hóspede
336,Gast::N,სტუმარი,convidado
337,Geschenk::N,საჩუქარი,prenda
338,Geschenk::N,საჩუქარი,presente
339,Spiel::N,თამაში,jogo
340,Gesellschaft::N,საზოგადოება,companhia
341,Hilfe::N,შველა,ajuda
342,Hilfe::N,შველა,socorro
343,Hilfe::N,დახმარება,ajuda
344,Hilfe::N,დახმარება,socorro
345,Freund::N,მეგობარი,amigo
346,Kamerad::N,ამხანაგი,camarada
347,Angelegenheit::N,საქმე,assunto
348,Anzahl::N,ოდენობა,número
349,Anzahl::N,ოდენობა,quantidade
350,Art::N,სახეობა,tipo
351,Art::N,სახეობა,espécie
352,Stück::N,ნატეხი,pedaço
353,Teil::N,წილი,peça
354,Teil::N,წილი,parte
355,Hälfte::N,ნახევარი,metade
356,Kreis::N,წრე,círculo
357,Kreuz::N,ჯვარი,cruz
358,Linie::N,ხაზი,linha
359,Strich::N,შტრიხი,traço
360,Abstand::N,მანძილი,distância
361,Entfernung::N,სიშორე,distância
362,Gegend::N,არე,área
363,Gegend::N,არე,região
364,Gegend::N,მხარე,área
365,Gegend::N,მხარე,região
366,Platz::N,ფართობი,lugar
367,Ort::N,ადგილი,sítio
368,Seite::N,მხარე,lado
369,Mitte::N,შუა,meio
370,Gegenstand::N,საგანი,objecto
371,Sache::N,ნივთი,coisa
372,Rand::N,კიდე,bordo
373,Rand::N,კიდე,margem
374,Kante::N,ნაწიბული,borda
375,Kante::N,ნაწიბული,aresta
376,Ecke::N,კუთხე,esquina
377,Spitze::N,წვეტი,ponta
378,Ende::N,ბოლო,cabo
379,Ende::N,ბოლო,extremo
380,Loch::N,ხვრელი,furo
381,Loch::N,ხვრელი,buraco
382,Winkel::N,კუთხე,canto
383,Winkel::N,კუთხე,ângulo
384,Muster::N,მოხატულობა,padrão
385,Muster::N,მოხატულობა,desenho
386,Größe::N,ზომა,tamanho
387,Größe::N,სიდიდე,tamanho
388,Länge::N,სიგრძე,comprimento
389,Höhe::N,სიმაღლე,altura
390,Höhe::N,სიმაღლე,altitude
391,Gewicht::N,წონა,peso
392,Menge::N,რაოდენობა,quantidade
393,Haufen::N,გროვა,pilha
394,Reihe::N,რიგი,fila
395,Reihe::N,წყება,fila
396,Boot::N,გემი,barco
397,Ruder::N,ხოფი,remo
398,Ruder::N,ნიჩაბი,remo
399,Schlitten::N,მარხილი,trenó
400,Ski::N,თხილამური,esqui
401,Lagerfeuer::N,კოცონი,fogueira
402,Last::N,ტვირთი,carga
403,Gang::N,სვლა,curso
404,Gang::N,სვლა,caminhada
405,Schritt::N,ბიჯი,passo
406,Norden::N,ჩრდილოეთი,norte
407,Süden::N,სამხრეთი,sul
408,Westen::N,დასავლეთი,oeste
409,Westen::N,დასავლეთი,ocidente
410,Osten::N,აღმოსავლეთი,este
411,Osten::N,აღმოსავლეთი,leste
412,Osten::N,აღმოსავლეთი,oriente
413,Holz::N,ხე,madeira
414,Brett::N,დაფა,tábua
415,Brett::N,დაფა,prancha
416,Brett::N,ფიცარი,tábua
417,Brett::N,ფიცარი,prancha
418,Platte::N,თლილი ქვა,laje
419,Platte::N,თლილი ქვა,chapa
420,Stütze::N,საყრდენი,apoio
421,Stütze::N,საყრდენი,suporte
422,Stange::N,ჭოკი,vara
423,Stange::N,ჭოკი,barra
424,Stock::N,კეტი,pau
425,Stock::N,კეტი,bengala
426,Stab::N,ლატანი,bastão
427,Rohr::N,მილაკი,cano
428,Haus::N,სახლი,casa
429,Heim::N,ოჯახის კერა,lar
430,Heim::N,ოჯახის კერა,casa
431,Ofen::N,ღუმელი,estufa
432,Ofen::N,ღუმელი,aquecedor
433,Fußboden::N,იატაკი,piso
434,Tisch::N,სუფრა,mesa
435,Tisch::N,მაგიდა,mesa
436,Stuhl::N,სკამი,cadeira
437,Wiege::N,აკვანი,berço
438,Bett::N,საწოლი,cama
439,Bett::N,სარეცელი,cama
440,Regal::N,თაროები,estante
441,Regal::N,თაროები,prateleira
442,Kiste::N,ყუთი,caixa
443,Kiste::N,სკივრი,caixa
444,Fenster::N,ფანჯარა,janela
445,Fenster::N,სარკმელი,janela
446,Tür::N,ბჭე,porta
447,Tür::N,კარი,porta
448,Tor::N,ჭიშკარი,portão
449,Zaun::N,ღობე,cerca
450,Zaun::N,ღობე,vedação
451,Zaun::N,გალავანი,cerca
452,Zaun::N,გალავანი,vedação
453,Dach::N,სახურავი,telhado
454,Leiter::N,კიბე,escada
455,Leiter::N,კიბე,escada móvel
456,Besen::N,ცოცხი,vassoura
457,Spaten::N,ნიჩაბი,pá
458,Schaufel::N,ბარი,pá
459,Gabel::N,ჩანგალი,garfo
460,Löffel::N,კოვზი,colher
461,Messer::N,დანა,faca
462,Nagel::N,ლურსმანი,cravo
463,Netz::N,ბადე,rede
464,Haken::N,კავი,gancho
465,Haken::N,კაუჭი,gancho
466,Griff::N,ტარი,asa
467,Griff::N,ტარი,cabo
468,Schloss::N,კლიტე,fechadura
469,Schloss::N,საკეტი,fechadura
470,Bild::N,სურათი,imagem
471,Figur::N,ფიგურა,figura
472,Puppe::N,თოჯინა,boneca
473,Beutel::N,პარკი,saco
474,Beutel::N,პარკი,bolsa
475,Bündel::N,გალა,fardo
476,Bündel::N,ასხმა,fardo
477,Tasche::N,ჩანთა,saco
478,Tasche::N,ჩანთა,bolso
479,Eimer::N,ჩამჩა,balde
480,Deckel::N,ხუფი,tampa
481,Deckel::N,სარქველი,tampa
482,Geschirr::N,ჭურჭელი,louça
483,Sack::N,ტომარა,saca
484,Tasse::N,ფინჯანი,chávena
485,Topf::N,ქოთანი,tacho
486,Topf::N,ქოთანი,panela
487,Kessel::N,ქვაბი,caldeira
488,Essen::N,ჭამა,refeição
489,Nahrung::N,საზრდო,comida
490,Nahrung::N,საზრდო,alimento
491,Nahrung::N,საკვები,comida
492,Nahrung::N,საკვები,alimento
493,Speise::N,საჭმელი,prato
494,Fleisch::N,ხორცი,carne
495,Getreide::N,მარცვლოვანი,cereais
496,Brei::N,ფაფა,puré
497,Brot::N,პური,pão
498,Scheibe::N,ნაჭერი,fatia
499,Fett::N,ქონი,banha
500,Fett::N,ქონი,gordura
501,Fett::N,ცხიმი,banha
502,Fett::N,ცხიმი,gordura
503,Butter::N,კარაქი,manteiga
504,Öl::N,ზეთი,azeite
505,Salz::N,მარილი,sal
506,Suppe::N,სუფი,sopa
507,Suppe::N,სუფი,caldo
508,Honig::N,თაფლი,mel
509,Milch::N,რძე,leite
510,Tee::N,ჩაი,chá
511,Leder::N,ტყავი,couro
512,Wolle::N,მატყლი,lã
513,Stoff::N,ქსოვილი,pano
514,Stoff::N,ქსოვილი,tecido
515,Nadel::N,ნემსი,agulha
516,Faden::N,ძაფი,fio
517,Faden::N,მკედი,fio
518,Knopf::N,ღილი,botão
519,Knoten::N,ნასკვი,nó
520,Farbe::N,საღებავი,corante
521,Kleidung::N,ტანსაცმელი,roupa
522,Kleidung::N,ტანსაცმელი,vestuário
523,Hemd::N,ხალათი,camisa
524,Hemd::N,პერანგი,camisa
525,Kragen::N,საყელო,gola
526,Ärmel::N,სახელო,manga
527,Hose::N,შარვალი,calça
528,Gürtel::N,ქამარი,cinto
529,Mütze::N,ქუდი,boné
530,Mütze::N,ქუდი,barrete
531,Schuh::N,ფეხსაცმელი,sapato
532,Stiefel::N,ჩექმა,bota
533,Ring::N,ბეჭედი,anel
534,Band::N,ბაფთი,fita
535,Band::N,ბაფთი,faixa
536,Kamm::N,სავარცხელი,pente
537,Spiegel::N,სარკე,espelho
538,Riemen::N,ღვედი,correia
539,Schnur::N,ლარი,corda
540,Schnur::N,ლარი,cordel
541,Leine::N,ჯაჭვი,trela
542,Decke::N,საბანი,cobertor
543,Kissen::N,ბალიში,almofada
544,Tuch::N,მაუდი,pano
545,Tuch::N,თავშალი,pano
546,Handtuch::N,ხელსახოცი,toalha
547,Kraft::N,ძალა,força
548,Stärke::N,ღონე,força
549,Gesundheit::N,ჯანმრთელობა,saúde
550,Krankheit::N,სენი,doença
551,Krankheit::N,სენი,enfermidade
552,Krankheit::N,ავადმყოფობა,doença
553,Krankheit::N,ავადმყოფობა,enfermidade
554,Schmerz::N,ტკივილი,dor
555,Wunde::N,იარი,chaga
556,Wunde::N,იარი,ferida
557,Wunde::N,ჭრილობა,chaga
558,Wunde::N,ჭრილობა,ferida
559,Fieber::N,ციება,febre
560,Arznei::N,წამალი,remédio
561,Brücke::N,ხიდი,ponte
562,Brunnen::N,ჭა,poço
563,Weide::N,საძოვარი,pastagem
564,Pfad::N,ბილიკი,senda
565,Pfad::N,ბილიკი,trilho
566,Weg::N,გზა,caminho
567,Straße::N,შარაგზა,via
568,Straße::N,შარაგზა,estrada
569,Dorf::N,დაბა,aldeia
570,Dorf::N,სოფელი,aldeia
571,Stadt::N,ქალაქი,cidade
572,Brief::N,წერილი,carta
573,Buch::N,წიგნი,livro
574,Buchstabe::N,ასო,letra
575,Zeitung::N,გაზეთი,jornal
576,Leben::N,სიცოცხლე,vida
577,Tod::N,სიკვდილი,morte
578,Grab::N,სამარე,túmulo
579,Grab::N,სამარე,sepultura
580,Grab::N,საფლავი,túmulo
581,Grab::N,საფლავი,sepultura
582,Kirche::N,ეკლესია,igreja
583,Sünde::N,ცოდვა,pecado
584,Gott::N,ღმერთი,deus
585,Arbeiter::N,მუშა,operário
586,Arbeiter::N,მუშა,trabalhador
587,Chef::N,გამგე,chefe
588,Chef::N,გამგე,patrão
589,Meister::N,ოსტატი,mestre
590,Arzt::N,ექიმი,médico
591,Arzt::N,მკურნალი,médico
592,Lehrer::N,მასწავლებელი,professor
593,Geld::N,ფული,dinheiro
594,Geschäft::N,საქმე,negócio
595,Geschäft::N,ბიზნესი,negócio
596,Laden::N,დუქანი,loja
597,Laden::N,მაღაზია,loja
598,Preis::N,ფასი,preço
599,Ware::N,საქონელი,mercadoria
600,Nutzen::N,ხეირი,proveito
601,Reichtum::N,სიმდიდრე,riqueza
602,Welt::N,მსოფლიო,mundo
603,Land::N,მხარე,país
604,Land::N,ქვეყანა,país
605,Staat::N,სახელმწიფო,Estado
606,König::N,მეფე,rei
607,Macht::N,ძლიერება,poder
608,Macht::N,ძლიერება,potência
609,Grenze::N,ზღვარი,fronteira
610,Krieg::N,ომი,guerra
611,Feind::N,მტერი,inimigo
612,Gewalt::N,სისასტიკე,violência
613,Kampf::N,ბრძოლა,luta
614,Kampf::N,ბრძოლა,combate
615,Bogen[Waffe]::N,მშვილდი,arco
616,Pfeil::N,ისარი,seta
617,Pfeil::N,ისარი,flecha
618,Pfeil::N,მახვილი,seta
619,Pfeil::N,მახვილი,flecha
620,Gewehr::N,თოფი,espingarda
621,Gewehr::N,შაშხანა,espingarda
622,Fehler::N,შეცდომა,erro
623,Fehler::N,შეცდომა,falha
624,Lüge::N,სიცრუე,mentira
625,Schaden::N,ვნება,dano
626,Schaden::N,ვნება,estrago
627,Unglück::N,ხიფათი,desgraça
628,Unglück::N,უბედურება,desgraça
629,Schuld::N,ბრალი,culpa
630,Alter::N,ასაკი,idade
631,Schluss::N,ბოლო,fim
632,Schluss::N,დასასრული,fim
633,Zeit::N,დრო,tempo
634,Tag::N,დღე,dia
635,Morgen::N,დილა,manhã
636,Mittag::N,შუადღე,meio-dia
637,Abend::N,საღამო,noite
638,Abend::N,საღამო,tardinha
639,Nacht::N,ღამე,noite
640,Woche::N,კვირა,semana
641,Monat::N,თვე,mês
642,Jahr::N,წელი,ano
643,Frühling::N,გაზაფხული,primavera
644,Sommer::N,ზაფხული,verão
645,Herbst::N,შემოდგომა,outono
646,Winter::N,ზამთარი,inverno
647,Januar::N,იანვარი,Janeiro
648,Februar::N,თებერვალი,Fevereiro
649,März::N,მარტი,Março
650,April::N,აპრილი,Abril
651,Mai::N,მაისი,Maio
652,Juni::N,ივნისი,Junho
653,Juli::N,ივლისი,Julho
654,August::N,აგვისტო,Agosto
655,September::N,სექტემბერი,Setembro
656,Oktober::N,ოქტომბერი,Outubro
657,November::N,ნოემბერი,Novembro
658,Dezember::N,დეკემბერი,Dezembro
659,Montag::N,ორშაბათი,segunda-feira
660,Dienstag::N,სამშაბათი,terça-feira
661,Mittwoch::N,ოთხშაბათი,quarta-feira
662,Donnerstag::N,ხუთშაბათი,quinta-feira
663,Freitag::N,პარასკევი,sexta-feira
664,Samstag::N,შაბათი,sábado
665,Sonntag::N,კვირა,domingo
666,groß::A,დიდი,grande
667,klein::A,მცირე,pequeno
668,klein::A,პატარა,pequeno
669,lang::A,გრძელი,comprido
670,kurz::A,მოკლე,curto
671,breit::A,ფართო,largo
672,breit::A,განიერი,largo
673,schmal::A,ვიწრო,estreito
674,schmal::A,წვრილი,estreito
675,dicht::A,მჭიდრო,denso
676,dick[Gegenstand]::A,სქელი,grosso
677,dünn::A,წვრილი,delgado
678,fein::A,თხელი,fino
679,fein::A,თხელი,subtil
680,fest::A,მყარი,firme
681,fest::A,მყარი,sólido
682,flach::A,ბრტყელი,plano
683,glatt::A,გლუ,liso
684,hart::A,მაგარი,duro
685,weich::A,რბილი,mole
686,rund::A,მრგვალი,redondo
687,spitz::A,წვეტიანი,agudo
688,scharf::A,მჭრელი,afiado
689,stumpf::A,ბლაგვი,rombo
690,schwer::A,მძიმე,pesado
691,schön::A,ლამაზი,belo
692,schön::A,ლამაზი,bonito
693,heiß::A,ცხელი,quente
694,warm::A,თბილი,quente
695,kalt::A,ცივი,frio
696,kühl::A,გრილი,fresco
697,frisch::A,სუფთა,fresco
698,feucht::A,ნოტიო,húmido
699,nass::A,სველი,molhado
700,trocken::A,მშრალი,seco
701,voll::A,სავსე,cheio
702,leer::A,ცარიელი,vazio
703,offen::A,ღია,aberto
704,offen::A,გაშლილი,aberto
705,geschlossen::A,დახურული,fechado
706,sauber::A,სუფთა,limpo
707,sauber::A,წმინდა,limpo
708,schmutzig::A,ტალახიანი,sujo
709,roh::A,უმი,cru
710,reif::A,მწიფე,maduro
711,lecker::A,გემრიელი,delicioso
712,süß::A,ტკბილი,doce
713,bitter::A,მწარე,amargo
714,sauer::A,მჟავე,azedo
715,hell::A,ნათელი,claro
716,dunkel::A,ბნელი,escuro
717,dunkel::A,ბნელი,sombrio
718,schwarz::A,შავი,preto
719,weiß::A,თეთრი,branco
720,rot::A,წითელი,vermelho
721,gelb::A,ყვითელი,amarelo
722,blau::A,ლურჯი,azul
723,blau::A,ცისფერი,azul
724,grün::A,მწვანე,verde
725,grau::A,რუხი,cinzento
726,grau::A,ნაცრისფერი,cinzento
727,bunt::A,ჭრელი,colorido
728,bunt::A,ფერადი,colorido
729,billig::A,იაფი,barato
730,teuer::A,ძვირი,caro
731,wertvoll::A,ღირსიანი,valioso
732,wertvoll::A,ღირსიანი,precioso
733,blind::A,ბრმა,cego
734,taub::A,ყრუ,surdo
735,kräftig::A,ძალავანი,forte
736,kräftig::A,ძალავანი,poderoso
737,stark::A,ძლიერი,forte
738,stark::A,ძლიერი,robusto
739,stark::A,ღონიერი,forte
740,stark::A,ღონიერი,robusto
741,schwach::A,სუსტი,débil
742,fett::A,სქელი,gordo
743,schlank::A,გამხდარი,esbelto
744,hübsch::A,ეშხიანი,giro
745,hübsch::A,ეშხიანი,bonito
746,hübsch::A,მშვენიერი,giro
747,hübsch::A,მშვენიერი,bonito
