,Concept_ID,lt,fa
71,Sonne::N,saulė,خورشید
72,Mond::N,mėnulis,ماه
73,Stern::N,žvaigždė,ستاره
74,Luft::N,oras,هوا
75,Wind::N,vėjas,باد
76,Welle::N,banga,موج
77,Welle::N,vilnis,موج
78,Wasser::N,vanduo,آب
79,Stein::N,akmuo,سنگ
80,Boden::N,žemė,زمین
81,Boden::N,dugnas,زمین
82,Erde::N,žemė,خاک
83,Erde::N,žemė,زمین
84,Staub::N,dulkės,گرد
85,Staub::N,dulkės,غبار
86,Rauch::N,dūmai,دود
87,Funke::N,kibirkštis,جرقه
88,Feuer::N,ugnis,آتش
89,Licht::N,šviesa,نور
90,Licht::N,šviesa,روشنی
91,Schatten::N,paūksmė,سایه
92,Wetter::N,oras,هوا
93,Nebel::N,migla,مه
94,Nebel::N,rūkas,مه
95,Wolke::N,debesis,ابر
96,Regen::N,lietus,باران
97,Schnee::N,sniegas,برف
98,Eis::N,ledas,یخ
99,Frost::N,šalna,یخبندان
100,Kälte::N,šaltis,سرما
101,Hitze::N,karštis,گرما
102,Hitze::N,karštis,حرارت
103,Raureif::N,šerkšnas,برف ریزه
104,Regenbogen::N,vaivorykštė,رنگین‌کمان
105,Donner::N,perkūnas,رعد
106,Donner::N,griaustinis,رعد
107,Strömung::N,tėkmė,جریان
108,Tropfen::N,lašas,قطره
109,Schaum::N,putos,کف
110,Schmutz::N,purvas,گل
111,Schmutz::N,purvas,کثافت
112,See::N,ežeras,دریاچه
113,Sumpf::N,klampynė,مرداب
114,Sumpf::N,klampynė,باتلاق
115,Sumpf::N,liūnas,مرداب
116,Sumpf::N,liūnas,باتلاق
117,Moor::N,pelkė,باتلاق
118,Wiese::N,pieva,چمن
119,Wald::N,miškas,جنگل
120,Hügel::N,kalva,تل
121,Hügel::N,kalva,تپه
122,Anhöhe::N,kauburys,بلندی
123,Berg::N,kalnas,کوه
124,Gipfel::N,viršūnė,قله
125,Höhle::N,ola,غار
126,Abhang::N,šlaitas,سرازیری
127,Abhang::N,nuokalnė,سرازیری
128,Quelle::N,versmė,چشمه
129,Quelle::N,šaltinis,چشمه
130,Bach::N,upelis,نهر
131,Fluss::N,upė,رود
132,Ufer::N,krantas,ساحل
133,Ufer::N,krantas,کرانه
134,Küste::N,pajūris,ساحل
135,Festland::N,sausuma,خشکی
136,Meer::N,jūra,دریا
137,Bucht::N,įlanka,خلیج
138,Bucht::N,užutekis,خلیج
139,Insel::N,sala,جزیره
140,Blume::N,gėlė,گل
141,Gras::N,žolė,علف
142,Wurzel::N,šaknis,ریشه
143,Baum::N,medis,درخت
144,Stamm::N,kamienas,تنه
145,Rinde::N,žievė,توژ
146,Rinde::N,žievė,پوست
147,Ast::N,šaka,شاخه
148,Zweig::N,šakelė,شاخه
149,Blatt::N,lapas,برگ
150,Birke::N,beržas,غان
151,Kiefer[Baum]::N,pušis,کاج
152,Weide[Baum]::N,karklas,بید
153,Tanne::N,eglė,صنوبر
154,Tanne::N,kėnis,صنوبر
155,Horn::N,ragas,شاخ
156,Feder::N,plunksna,پر
157,Fell::N,kailis,خز
158,Flügel::N,sparnas,پر
159,Flügel::N,sparnas,بال
160,Klaue::N,kanopa,چنگ
161,Klaue::N,kanopa,پنجه
162,Kralle::N,nagas,پنجه
163,Schwanz::N,uodega,دم
164,Ei::N,kiaušinis,تخم
165,Nest::N,gūžta,لانه
166,Nest::N,lizdas,لانه
167,Bau::N,ola,بنا
168,Bau::N,ola,ساختمان
169,Tier::N,gyvūnas,هیوان
170,Herde::N,banda,رمه
171,Herde::N,kaimenė,رمه
172,Kuh::N,karvė,گاو
173,Bulle::N,bulius,گاو نر
174,Pferd::N,arklys,اسب
175,Schaf::N,avis,گوسفند
176,Schwein::N,kiaulė,خوک
177,Hund::N,šuo,سگ
178,Katze::N,katė,گربه
179,Bär::N,lokys,خرس
180,Eichhörnchen::N,voveraitė,سنجاب
181,Elch::N,briedis,گوزن شمالی
182,Fuchs::N,lapė,روباه
183,Hase::N,kiškas,خرگوش
184,Maus::N,pelė,موش
185,Wolf::N,vilkas,گرگ
186,Vogel::N,paukštis,پرنده
187,Schwarm::N,spiečius,دسته
188,Huhn::N,višta,مرغ
189,Hahn::N,gaidys,خروس
190,Gans::N,žąsis,غاز
191,Adler::N,erelis,عقاب
192,Ente::N,antis,اردک
193,Ente::N,antis,مرغابی
194,Eule::N,pelėda,جغد
195,Kranich::N,gervė,درنا
196,Krähe::N,varna,زاغ
197,Krähe::N,varna,کلاغ
198,Kuckuck::N,gegužė,فاخته
199,Schwan::N,gulbė,قو
200,Fisch::N,žuvis,ماهی
201,Barsch::N,ešerys,ماهی خاردار
202,Hecht::N,lydeka,اردک ماهی
203,Schlange[Tier]::N,gyvatė,مار
204,Wurm::N,kirmėlė,کرم
205,Spinne::N,voras,عنکبوت
206,Ameise::N,skruzdė,مورچه
207,Laus::N,utėlė,شپش
208,Mücke::N,uodas,پشه
209,Fliege::N,musė,مگس
210,Schmetterling::N,drugys,پروانه
211,Schmetterling::N,peteliškė,پروانه
212,Beere::N,uoga,گیله
213,Apfel::N,obuolys,سیب
214,Pilz::N,grybas,قارچ
215,Zwiebel::N,svogūnas,پیاز
216,Saat::N,sėkla,بذر
217,Korn::N,grūdai,تخم
218,Korn::N,grūdai,دانه
219,Heu::N,šienas,علف خشک
220,Schale::N,žievelė,پوست
221,Grube::N,duobė,گودال
222,Falle::N,pinklės,دام
223,Falle::N,žabangai,دام
224,Schlinge::N,kilpa,حلقه
225,Spur::N,vėžė,رد
226,Spur::N,pėdos,رد
227,Spur::N,pėdsakas,رد
228,Asche::N,pelenai,خاکستر
229,Dreck::N,purvas,کثافت
230,Eisen::N,geležis,آهن
231,Gold::N,auksas,زر
232,Gold::N,auksas,طلا
233,Silber::N,sidabras,نقره
234,Kohle::N,anglis,زغال
235,Glas::N,stiklas,شیشه
236,Lehm::N,molis,گل
237,Sand::N,smėlis,شن
238,Sand::N,smėlis,ماسه
239,Mensch::N,žmogus,آدم
240,Mensch::N,žmogus,انسان
241,Mann::N,vyras,مرد
242,Mann::N,vyriškis,مرد
243,Frau::N,moteris,زن
244,Kind::N,vaikas,بچه
245,Kind::N,vaikas,کودک
246,Junge::N,vaikinas,پسر
247,Junge::N,berniukas,پسر
248,Mädchen::N,mergytė,دختر
249,Mädchen::N,mergaitė,دختر
250,Familie::N,šeima,فامیل
251,Familie::N,šeima,خانواده
252,Großvater::N,senelis,پدربزرگ
253,Großmutter::N,senelė,مادر‌بزرگ
254,Eltern::N,tėvai,والدین
255,Eltern::N,tėvai,پدر‌و‌مادر
256,Vater::N,tėvas,پدر
257,Mutter::N,motina,مادر
258,Sohn::N,sūnus,پسر
259,Tochter::N,duktė,دختر
260,Bruder::N,brolis,برادر
261,Schwester::N,sesuo,خواهر
262,Onkel::N,dėdė,عمو
263,Onkel::N,dėdė,دایی
264,Tante::N,teta,عمه
265,Tante::N,teta,خاله
266,Ehemann::N,vyras,همسر
267,Ehefrau::N,žmona,همسر
268,Freude::N,džiaugsmas,شادی
269,Gelächter::N,juokas,خنده
270,Gelächter::N,juokas,قاه‌قاه
271,Glück::N,laimė,اقبال
272,Kummer::N,vargas,غم
273,Kummer::N,vargas,غصه
274,Kummer::N,rūpestis,غم
275,Kummer::N,rūpestis,غصه
276,Wunsch::N,troškimas,آرزو
277,Wunsch::N,pageidavimas,آرزو
278,Lust::N,noras,هوس
279,Lust::N,geidulys,هوس
280,Geist::N,dvasia,روح
281,Gedanke::N,mintis,فکر
282,Gedächtnis::N,atmintis,حافظه
283,Verstand::N,protas,هوش
284,Sinn::N,prasmė,معنا
285,Sinn::N,prasmė,مفهوم
286,Grund::N,priežastis,سبب
287,Grund::N,priežastis,دلیل
288,Wahrheit::N,tiesa,حقیقت
289,Wahrheit::N,teisybė,حقیقت
290,Gespräch::N,pokalbis,صحبت
291,Gespräch::N,pokalbis,گفتگو
292,Märchen::N,pasaka,قصه
293,Märchen::N,pasaka,افسانه
294,Erzählung::N,apsakymas,داستان
295,Erzählung::N,pasakojimas,داستان
296,Nachricht::N,žinia,خبر
297,Neuigkeit::N,naujiena,خبر تازه
298,Name::N,vardas,اسم
299,Rätsel::N,mįslė,معما
300,Rede::N,kalba,سخن
301,Sprache::N,kalba,زبان
302,Stimme::N,balsas,صدا
303,Wort::N,žodis,کلمه
304,Zeichen::N,žymė,نشان
305,Zeichen::N,žymė,علامت
306,Zeichen::N,ženklas,نشان
307,Zeichen::N,ženklas,علامت
308,Ruf::N,šauksmas,صدا
309,Lärm::N,triukšmas,هیاهو
310,Laut::N,garsas,صدا
311,Ton::N,tonas,آهنگ
312,Ton::N,garsas,آهنگ
313,Lied::N,daina,آواز
314,Lied::N,daina,ترانه
315,Lied::N,giesmė,آواز
316,Lied::N,giesmė,ترانه
317,Ruhe::N,ramybė,آرامش
318,Ruhe::N,ramumas,آرامش
319,Leute::N,žmonės,مردم
320,Volk::N,tauta,خلق
321,Arbeit::N,darbas,کار
322,Arbeit::N,triūsas,کار
323,Gast::N,svečias,مهمان
324,Geschenk::N,dovana,هدیه
325,Spiel::N,žaismas,بازی
326,Spiel::N,žaidimas,بازی
327,Gesellschaft::N,draugija,جمعیت
328,Gesellschaft::N,kompanija,جمعیت
329,Hilfe::N,pagalba,کمک
330,Freund::N,draugas,دوست
331,Freund::N,bičiulis,دوست
332,Kamerad::N,draugas,رفیق
333,Angelegenheit::N,dalykas,امر
334,Angelegenheit::N,dalykas,قضیه
335,Angelegenheit::N,reikalas,امر
336,Angelegenheit::N,reikalas,قضیه
337,Anzahl::N,kiekis,عده
338,Anzahl::N,kiekis,شمار
339,Anzahl::N,skaičius,عده
340,Anzahl::N,skaičius,شمار
341,Art::N,rūšis,نوع
342,Stück::N,gabalas,تکه
343,Stück::N,gabalas,قطعه
344,Teil::N,dalis,بخش
345,Teil::N,dalis,قسمت
346,Hälfte::N,pusė,نیم
347,Kreis::N,ratas,حلقه
348,Kreis::N,ratas,دایره
349,Kreis::N,apskritis,حلقه
350,Kreis::N,apskritis,دایره
351,Kreis::N,apskritimas,حلقه
352,Kreis::N,apskritimas,دایره
353,Kreuz::N,kryžius,صلیب
354,Linie::N,linija,خط
355,Linie::N,linija,سطر
356,Strich::N,brėžis,خط
357,Strich::N,brūkšnys,خط
358,Abstand::N,atstumas,فاصله
359,Entfernung::N,atstumas,مسافت
360,Gegend::N,vietovė,منطقه
361,Platz::N,vieta,گنجایش
362,Ort::N,vieta,جا
363,Ort::N,vieta,محل
364,Ort::N,vieta,مکان
365,Ort::N,vietovė,جا
366,Ort::N,vietovė,محل
367,Ort::N,vietovė,مکان
368,Seite::N,pusė,طرف
369,Seite::N,šonas,طرف
370,Mitte::N,vidurys,وسط
371,Mitte::N,vidurys,میان
372,Gegenstand::N,dalykas,چیز
373,Sache::N,daiktas,چیز
374,Rand::N,kraštas,کنار
375,Rand::N,kraštas,حاشیه
376,Rand::N,pakraštys,کنار
377,Rand::N,pakraštys,حاشیه
378,Kante::N,kraštas,لبه
379,Ecke::N,kertė,گوشه
380,Ecke::N,kampas,گوشه
381,Spitze::N,priekis,سر
382,Spitze::N,priekis,نوک
383,Spitze::N,priešakys,سر
384,Spitze::N,priešakys,نوک
385,Ende::N,galas,ته
386,Ende::N,galas,آخر
387,Loch::N,skylė,سوراخ
388,Winkel::N,kampas,کنج
389,Winkel::N,kampelis,کنج
390,Muster::N,raštas,نقش
391,Größe::N,dydis,قد
392,Größe::N,dydis,بزرگی
393,Größe::N,didumas,قد
394,Größe::N,didumas,بزرگی
395,Länge::N,ilgis,طول
396,Länge::N,ilgumas,طول
397,Höhe::N,aukštis,بلندی
398,Höhe::N,aukštuma,بلندی
399,Gewicht::N,svoris,وزن
400,Gewicht::N,svarstis,وزن
401,Menge::N,kiekis,مقدار
402,Menge::N,kiekis,اندازه
403,Menge::N,daugybė,مقدار
404,Menge::N,daugybė,اندازه
405,Haufen::N,krūva,توده
406,Haufen::N,šūsnis,توده
407,Reihe::N,greta,ردیف
408,Boot::N,valtis,قایق
409,Boot::N,laivelis,قایق
410,Ruder::N,irklas,پارو
411,Schlitten::N,rogės,سورتمه
412,Schlitten::N,rogutės,سورتمه
413,Ski::N,slidė,اسکی
414,Lagerfeuer::N,laužas,آتش
415,Last::N,našta,بار
416,Last::N,našta,سنگینی
417,Last::N,nešulys,بار
418,Last::N,nešulys,سنگینی
419,Gang::N,eisena,راه رفتن
420,Schritt::N,žingsnis,قدم
421,Norden::N,šiaurė,شمال
422,Norden::N,žiemiai,شمال
423,Süden::N,pietūs,جنوب
424,Westen::N,vakarai,غرب
425,Osten::N,rytai,شرق
426,Holz::N,mediena,چوب
427,Brett::N,lenta,تخته
428,Platte::N,plokštė,صفحه
429,Stütze::N,atrama,تکیه
430,Stütze::N,atspara,تکیه
431,Stange::N,lazda,میله
432,Stange::N,kartis,میله
433,Stock::N,lazda,چوب
434,Stab::N,kartis,عصا
435,Rohr::N,vamzdis,لوله
436,Haus::N,namas,منزل
437,Heim::N,namai,خانه
438,Heim::N,namai,کاشانه
439,Ofen::N,krosnis,بخاری
440,Fußboden::N,grindys,کف اتاق
441,Tisch::N,stalas,میز
442,Stuhl::N,kėdė,صندلی
443,Wiege::N,lopšys,گهواره
444,Bett::N,lova,تختخواب
445,Bett::N,patalai,تختخواب
446,Regal::N,lentyna,قفسه
447,Kiste::N,dėžė,صندوق
448,Fenster::N,langas,پنجره
449,Tür::N,durys,در
450,Tür::N,durys,درب
451,Tor::N,vartai,دروازه
452,Zaun::N,tvora,حصار
453,Dach::N,stogas,بام
454,Leiter::N,kopėčios,نردبان
455,Besen::N,šluota,جارو
456,Spaten::N,lopeta,بیل
457,Spaten::N,kastuvas,بیل
458,Schaufel::N,semtuvas,بیل
459,Schaufel::N,semtuvas,پارو
460,Gabel::N,šakutė,چنگال
461,Löffel::N,šaukštas,قاشق
462,Messer::N,peilis,کارد
463,Nagel::N,vinis,میخ
464,Netz::N,tinklas,تور
465,Netz::N,tinklas,شبکه
466,Haken::N,vagis,قلاب
467,Haken::N,kablys,قلاب
468,Griff::N,kotas,دسته
469,Griff::N,rankena,دسته
470,Schloss::N,spyna,قفل
471,Schloss::N,užraktas,قفل
472,Bild::N,paveikslas,عکس
473,Bild::N,paveikslas,تصویر
474,Figur::N,figūra,تندیس
475,Puppe::N,lėlė,عروسک
476,Beutel::N,krepšys,کیسه
477,Beutel::N,maišelis,کیسه
478,Bündel::N,ryšulys,بسته
479,Tasche::N,krepšelis,کیف
480,Eimer::N,kibiras,سطل
481,Deckel::N,dangtis,در
482,Geschirr::N,indai,ظرف
483,Sack::N,maišas,گونی
484,Tasse::N,puodukas,فنجان
485,Topf::N,puodas,دیگ
486,Topf::N,puodas,قابلمه
487,Kessel::N,katilas,دیگ
488,Essen::N,valgis,خوراک
489,Nahrung::N,penas,غذا
490,Nahrung::N,maistas,غذا
491,Speise::N,patiekalas,خوراک
492,Fleisch::N,mėsa,گوشت
493,Getreide::N,javai,غله
494,Brei::N,košė,فرنی
495,Brei::N,košė,حریره
496,Brot::N,duona,نان
497,Scheibe::N,riekė,قاچ
498,Scheibe::N,riekė,لزگه
499,Fett::N,taukai,چربی
500,Fett::N,riebalai,چربی
501,Butter::N,sviestas,کره
502,Öl::N,aliejus,روغن
503,Salz::N,druska,نمک
504,Suppe::N,sriuba,آش
505,Suppe::N,sriuba,سوپ
506,Honig::N,medus,عسل
507,Milch::N,pienas,شیر
508,Tee::N,arbata,چای
509,Leder::N,oda,چرم
510,Wolle::N,vilna,پشم
511,Stoff::N,audeklas,پارچه
512,Nadel::N,adata,سوزن
513,Faden::N,gija,نخ
514,Faden::N,siūlas,نخ
515,Knopf::N,saga,دکمه
516,Knoten::N,mazgas,گره
517,Farbe::N,dažai,رنگ
518,Kleidung::N,rūbai,لباس
519,Kleidung::N,rūbai,پوشاک
520,Kleidung::N,drabužiai,لباس
521,Kleidung::N,drabužiai,پوشاک
522,Hemd::N,marškiniai,پیراهن
523,Kragen::N,apykaklė,یقه
524,Ärmel::N,rankovė,آستین
525,Hose::N,kelnės,شلوار
526,Gürtel::N,juosta,کمر‌بند
527,Gürtel::N,diržas,کمر‌بند
528,Mütze::N,kepurė,کلاه
529,Schuh::N,batas,کفش
530,Stiefel::N,auliniai batai,چکمه
531,Ring::N,žiedas,حلقه
532,Ring::N,žiedas,انگشتر
533,Band::N,kaspinas,نوار
534,Band::N,kaspinas,روبان
535,Kamm::N,šukos,شانه
536,Spiegel::N,veidrodis,آینه
537,Riemen::N,diržas,تسمه
538,Schnur::N,virvė,ریسمان
539,Leine::N,pavadėlis,قلاده
540,Decke::N,antklodė,پتو
541,Kissen::N,pagalvė,بالش
542,Kissen::N,priegalvis,بالش
543,Tuch::N,skarelė,شال
544,Handtuch::N,rankšluostis,حوله
545,Kraft::N,jėga,نیرو
546,Stärke::N,stiprumas,زور
547,Gesundheit::N,sveikata,سلامتی
548,Gesundheit::N,sveikata,تندرستی
549,Krankheit::N,liga,بیماری
550,Schmerz::N,skausmas,درد
551,Wunde::N,žaizda,زخم
552,Fieber::N,karštis,تب
553,Arznei::N,vaistas,دارو
554,Brücke::N,tiltas,پل
555,Brunnen::N,šulinys,چاه
556,Weide::N,ganykla,چراگاه
557,Weide::N,gluosnis,چراگاه
558,Pfad::N,takas,راه
559,Weg::N,kelias,راه
560,Weg::N,kelias,طریق
561,Straße::N,gatvė,راه
562,Straße::N,gatvė,جاده
563,Dorf::N,kaimas,ده
564,Dorf::N,kaimas,روستا
565,Dorf::N,sodžius,ده
566,Dorf::N,sodžius,روستا
567,Stadt::N,miestas,شهر
568,Brief::N,laiškas,نامه
569,Buch::N,knyga,کتاب
570,Buchstabe::N,raidė,حرف
571,Zeitung::N,laikraštis,روزنامه
572,Leben::N,gyvybė,عمر
573,Leben::N,gyvybė,زندگی
574,Leben::N,gyvenimas,عمر
575,Leben::N,gyvenimas,زندگی
576,Tod::N,mirtis,مرگ
577,Grab::N,kapas,گور
578,Grab::N,kapas,مزار
579,Kirche::N,bažnyčia,کلیسا
580,Sünde::N,nuodėmė,بزه
581,Sünde::N,nuodėmė,گناه
582,Sünde::N,nusidėjimas,بزه
583,Sünde::N,nusidėjimas,گناه
584,Gott::N,dievas,خدا
585,Arbeiter::N,darbininkas,کارگر
586,Chef::N,šefas,رئیس
587,Chef::N,vadovas,رئیس
588,Chef::N,viršininkas,رئیس
589,Meister::N,meistras,استاد
590,Arzt::N,gydytojas,پزشک
591,Lehrer::N,mokytojas,معلم
592,Lehrer::N,mokytojas,آموزگار
593,Geld::N,pinigai,پول
594,Geschäft::N,biznis,کار
595,Geschäft::N,biznis,بیزنس
596,Laden::N,krautuvė,دکان
597,Laden::N,krautuvė,مغازه
598,Laden::N,parduotuvė,دکان
599,Laden::N,parduotuvė,مغازه
600,Preis::N,kaina,بها
601,Preis::N,kaina,قیمت
602,Ware::N,prekė,جنس
603,Ware::N,prekė,کالا
604,Nutzen::N,nauda,مزیت
605,Nutzen::N,nauda,امتیاز
606,Nutzen::N,pelnas,مزیت
607,Nutzen::N,pelnas,امتیاز
608,Reichtum::N,turtas,مال
609,Reichtum::N,turtas,ثروت
610,Welt::N,pasaulis,دنیا
611,Land::N,žemė,کشور
612,Land::N,žemė,مملکت
613,Land::N,šalis,کشور
614,Land::N,šalis,مملکت
615,Staat::N,valstija,دولت
616,König::N,karalius,شاه
617,König::N,karalius,پادشاه
618,Macht::N,galia,قدرت
619,Macht::N,galia,اختیار
620,Macht::N,valdžia,قدرت
621,Macht::N,valdžia,اختیار
622,Grenze::N,riba,مرز
623,Grenze::N,siena,مرز
624,Krieg::N,karas,جنگ
625,Feind::N,priešas,دشمن
626,Gewalt::N,jėga,زور
627,Gewalt::N,jėga,خشونت
628,Gewalt::N,smurtas,زور
629,Gewalt::N,smurtas,خشونت
630,Gewalt::N,prievarta,زور
631,Gewalt::N,prievarta,خشونت
632,Kampf::N,kova,نبرد
633,Kampf::N,kova,مبارزه
634,Bogen[Waffe]::N,lankas,کمان
635,Pfeil::N,strėlė,تیر
636,Gewehr::N,šautuvas,تفنگ
637,Fehler::N,klaida,غلط
638,Fehler::N,klaida,اشتباه
639,Lüge::N,melas,دروغ
640,Schaden::N,nuostolis,آسیب
641,Schaden::N,nuostolis,خسارت
642,Schaden::N,apgadinimas,آسیب
643,Schaden::N,apgadinimas,خسارت
644,Unglück::N,nelaimė,بلا
645,Schuld::N,kaltė,گناه
646,Schuld::N,kaltė,تقصیر
647,Alter::N,amžius,سن
648,Alter::N,amžius,عمر
649,Schluss::N,pabaiga,انتها
650,Zeit::N,laikas,وقت
651,Zeit::N,laikas,زمان
652,Tag::N,diena,روز
653,Morgen::N,rytas,صبح
654,Mittag::N,vidurdienis,ظهر
655,Abend::N,vakaras,شب
656,Abend::N,vakaras,عصر
657,Nacht::N,naktis,شب
658,Woche::N,savaitė,هفته
659,Monat::N,mėnuo,ماه
660,Jahr::N,metai,سال
661,Frühling::N,pavasaris,بهار
662,Sommer::N,vasara,تابستان
663,Herbst::N,ruduo,پاییز
664,Winter::N,žiema,زمستان
665,Januar::N,sausis,ژانویه
666,Februar::N,vasaris,فوریه
667,März::N,kovas,مارس
668,April::N,balandis,آوریل
669,Mai::N,gegužė,مه
670,Juni::N,birželis,ژوئن
671,Juli::N,liepa,ژویه
672,August::N,rugpjūtis,اوت
673,September::N,rugsėjis,سپتامبر
674,Oktober::N,spalis,اکتبر
675,November::N,lapkritis,نوامبر
676,Dezember::N,gruodis,دسامبر
677,Montag::N,pirmadienis,دو‌شنبه
678,Dienstag::N,antradienis,سه‌شنبه
679,Mittwoch::N,trečiadienis,چهار‌شنبه
680,Donnerstag::N,ketvirtadienis,پنج شنبه
681,Freitag::N,penktadienis,جمعه
682,Samstag::N,šeštadienis,شنبه
683,Sonntag::N,sekmadienis,یکشنبه
684,groß::A,didis,بزرگ
685,groß::A,didelis,بزرگ
686,klein::A,mažas,کوچک
687,lang::A,ilgas,بلند
688,kurz::A,trumpas,کوتاه
689,breit::A,platus,پهن
690,schmal::A,smulkus,تنگ
691,schmal::A,smulkus,نازک
692,dicht::A,tankus,چگال
693,dicht::A,tankus,انبوه
694,dick[Gegenstand]::A,storas,ضخیم
695,dünn::A,plonas,نازک
696,fein::A,smulkus,ریز
697,fein::A,smulkus,باریک
698,fest::A,kietas,محکم
699,fest::A,tvirtas,محکم
700,flach::A,lėkštas,صاف
701,flach::A,lėkštas,مسطح
702,flach::A,plokščias,صاف
703,flach::A,plokščias,مسطح
704,glatt::A,slidus,لیز
705,hart::A,kietas,سفت
706,weich::A,minkštas,نرم
707,weich::A,minkštas,ملایم
708,rund::A,apvalus,گرد
709,rund::A,apskritas,گرد
710,spitz::A,aštrus,تیز
711,spitz::A,aštrus,نوک‌تیز
712,spitz::A,smailus,تیز
713,spitz::A,smailus,نوک‌تیز
714,scharf::A,aštrus,تیز
715,scharf::A,aštrus,برنده
716,stumpf::A,bukas,کند
717,stumpf::A,atšipęs,کند
718,schwer::A,sunkus,سنگین
719,schön::A,gražus,زیبا
720,heiß::A,karštas,داغ
721,warm::A,šiltas,گرم
722,kalt::A,šaltas,سرد
723,kühl::A,vėsus,خنک
724,kühl::A,bejausmis,خنک
725,frisch::A,šviežias,تازه
726,feucht::A,drėgnas,مرطوب
727,nass::A,šlapias,تر
728,nass::A,šlapias,خیش
729,trocken::A,sausas,خشک
730,voll::A,pilnas,پر
731,leer::A,tuščias,خالی
732,offen::A,atviras,باز
733,geschlossen::A,uždaras,بسته
734,geschlossen::A,uždarytas,بسته
735,sauber::A,švarus,پاک
736,sauber::A,švarus,تمیز
737,schmutzig::A,nešvarus,کثیف
738,schmutzig::A,nešvarus,آلوده
739,schmutzig::A,purvinas,کثیف
740,schmutzig::A,purvinas,آلوده
741,roh::A,žalias,خام
742,reif::A,prinokęs,رسیده
743,reif::A,pribrendęs,رسیده
744,lecker::A,gardus,لذیذ
745,lecker::A,gardus,خوشمزه
746,süß::A,saldus,شیرین
747,bitter::A,kartus,تلخ
748,sauer::A,gižus,ترش
749,sauer::A,rūgštus,ترش
750,hell::A,šviesus,روشن
751,hell::A,skaistus,روشن
752,dunkel::A,tamsus,تاریک
753,schwarz::A,juodas,سیاه
754,weiß::A,baltas,سفید
755,rot::A,raudonas,سرخ
756,rot::A,raudonas,قرمز
757,gelb::A,geltonas,زرد
758,blau::A,mėlynas,آبی
759,grün::A,žalias,سبز
760,grau::A,pilkas,طوسی
761,grau::A,pilkas,خاکستری
762,bunt::A,margas,رنگارنگ
763,bunt::A,spalvotas,رنگارنگ
764,billig::A,pigus,ارزان
765,teuer::A,brangus,گران
766,wertvoll::A,vertingas,قیمتی
767,wertvoll::A,vertingas,گرانبها
768,blind::A,aklas,کور
769,blind::A,aklas,نابینا
770,taub::A,kurčias,کر
771,taub::A,kurčias,ناشنوا
772,kräftig::A,stiprus,قوی
773,stark::A,stiprus,قوی
774,stark::A,stiprus,نیرومند
775,schwach::A,silpnas,ضعیف
776,fett::A,riebus,چرب
777,schlank::A,laibas,باریک‌اندام
778,schlank::A,lieknas,باریک‌اندام
779,hübsch::A,gražus,قشنگ
780,hübsch::A,gražus,خوشگل
