,Concept_ID,nl,es
61,Traum::N,droom,sueño
62,Traum::N,droom,ensueño
63,Himmel::N,hemel,cielo
64,Sonne::N,zon,sol
65,Mond::N,maan,luna
66,Stern::N,ster,estrella
67,Luft::N,lucht,aire
68,Wind::N,wind,viento
69,Welle::N,golf,ola
70,Welle::N,golf,onda
71,Wasser::N,water,agua
72,Stein::N,steen,piedra
73,Boden::N,grond,suelo
74,Erde::N,aarde,tierra
75,Staub::N,stof,polvo
76,Rauch::N,rook,humo
77,Funke::N,vonk,chispa
78,Feuer::N,vuur,fuego
79,Licht::N,licht,luz
80,Schatten::N,schaduw,sombra
81,Wetter::N,weer,tiempo
82,Nebel::N,mist,niebla
83,Nebel::N,nevel,niebla
84,Wolke::N,wolk,nube
85,Regen::N,regen,lluvia
86,Schnee::N,sneeuw,nieve
87,Eis::N,ijs,hielo
88,Frost::N,vorst,helada
89,Kälte::N,kou,frío
90,Kälte::N,koude,frío
91,Hitze::N,hitte,calor
92,Raureif::N,rijp,escarcha
93,Regenbogen::N,regenboog,arco iris
94,Donner::N,donder,trueno
95,Strömung::N,stroming,corriente
96,Tropfen::N,druppel,gota
97,Schaum::N,schuim,espuma
98,Schmutz::N,vuil,suciedad
99,See::N,meer,lago
100,Sumpf::N,moeras,pantano
101,Moor::N,veen,turbera
102,Wiese::N,wei,prado
103,Wiese::N,wei,pradera
104,Wiese::N,weide,prado
105,Wiese::N,weide,pradera
106,Wald::N,bos,bosque
107,Hügel::N,heuvel,colina
108,Anhöhe::N,hoogte,cerro
109,Berg::N,berg,monte
110,Berg::N,berg,montaña
111,Gipfel::N,top,cima
112,Gipfel::N,top,cumbre
113,Höhle::N,hol,cueva
114,Höhle::N,hol,caverna
115,Abhang::N,helling,cuesta
116,Abhang::N,helling,declive
117,Quelle::N,bron,fuente
118,Quelle::N,bron,manantial
119,Bach::N,beek,arroyo
120,Fluss::N,stroom,río
121,Ufer::N,wal,orilla
122,Ufer::N,oever,orilla
123,Küste::N,kust,costa
124,Festland::N,vasteland,tierra firme
125,Meer::N,zee,mar
126,Bucht::N,baai,cala
127,Bucht::N,baai,bahía
128,Bucht::N,inham,cala
129,Bucht::N,inham,bahía
130,Insel::N,eiland,isla
131,Blume::N,bloem,flor
132,Gras::N,gras,hierba
133,Wurzel::N,wortel,raíz
134,Baum::N,boom,árbol
135,Stamm::N,stam,tronco
136,Rinde::N,schors,corteza
137,Ast::N,tak,rama
138,Zweig::N,twijg,ramo
139,Blatt::N,blad,hoja
140,Birke::N,berk,abedul
141,Kiefer[Baum]::N,den,pino
142,Weide[Baum]::N,wilg,sauce
143,Tanne::N,spar,abeto
144,Horn::N,hoorn,asta
145,Horn::N,hoorn,cuerno
146,Feder::N,veer,pluma
147,Feder::N,pluim,pluma
148,Fell::N,vel,piel
149,Flügel::N,vleugel,ala
150,Klaue::N,klauw,garra
151,Kralle::N,klauw,uña
152,Kralle::N,klauw,garra
153,Schwanz::N,staart,cola
154,Ei::N,ei,huevo
155,Nest::N,nest,nido
156,Bau::N,hol,madriguera
157,Tier::N,dier,animal
158,Herde::N,kudde,rebaño
159,Kuh::N,koe,vaca
160,Bulle::N,stier,toro
161,Pferd::N,paard,caballo
162,Schaf::N,schaap,oveja
163,Schwein::N,varken,cerdo
164,Hund::N,hond,perro
165,Katze::N,kat,gato
166,Bär::N,beer,oso
167,Eichhörnchen::N,eekhoorntje,ardilla
168,Elch::N,eland,alce
169,Fuchs::N,vos,zorro
170,Hase::N,haas,liebre
171,Maus::N,muis,ratón
172,Wolf::N,wolf,lobo
173,Vogel::N,vogel,ave
174,Vogel::N,vogel,pájaro
175,Schwarm::N,zwerm,bandada
176,Huhn::N,kip,gallina
177,Huhn::N,hoen,gallina
178,Hahn::N,haan,gallo
179,Gans::N,gans,oca
180,Gans::N,gans,ganso
181,Adler::N,arend,águila
182,Ente::N,eend,pato
183,Eule::N,uil,lechuza
184,Kranich::N,kraanvogel,grulla
185,Krähe::N,kraai,corneja
186,Kuckuck::N,koekoek,cuco
187,Schwan::N,zwaan,cisne
188,Fisch::N,vis,pez
189,Barsch::N,baars,perca
190,Hecht::N,snoek,lucio
191,Schlange[Tier]::N,slang,serpiente
192,Wurm::N,worm,gusano
193,Spinne::N,spin,araña
194,Ameise::N,mier,hormiga
195,Laus::N,luis,piojo
196,Mücke::N,mug,mosquito
197,Fliege::N,vlieg,mosca
198,Schmetterling::N,vlinder,mariposa
199,Beere::N,bes,baya
200,Apfel::N,appel,manzana
201,Pilz::N,paddestoel,seta
202,Pilz::N,paddestoel,hongo
203,Zwiebel::N,ui,cebolla
204,Saat::N,zaad,siembra
205,Korn::N,graan,grano
206,Korn::N,korrel,grano
207,Heu::N,hooi,heno
208,Schale::N,schil,cáscara
209,Grube::N,kuil,foso
210,Falle::N,val,trampa
211,Schlinge::N,strop,lazo
212,Spur::N,spoor,huella
213,Asche::N,as,ceniza
214,Dreck::N,drek,suciedad
215,Eisen::N,ijzer,hierro
216,Gold::N,goud,oro
217,Silber::N,zilver,plata
218,Kohle::N,kool,carbón
219,Glas::N,glas,vidrio
220,Glas::N,glas,cristal
221,Lehm::N,klei,barro
222,Sand::N,zand,arena
223,Mensch::N,mens,hombre
224,Mensch::N,mens,ser humano
225,Mann::N,man,hombre
226,Frau::N,vrouw,mujer
227,Kind::N,kind,niño
228,Junge::N,jongen,chico
229,Junge::N,jongen,muchacho
230,Mädchen::N,meisje,chica
231,Mädchen::N,meisje,muchacha
232,Familie::N,gezin,familia
233,Familie::N,familie,familia
234,Großvater::N,grootvader,abuelo
235,Großmutter::N,grootmoeder,abuela
236,Eltern::N,ouders,padres
237,Vater::N,vader,padre
238,Mutter::N,moeder,madre
239,Sohn::N,zoon,hijo
240,Tochter::N,dochter,hija
241,Bruder::N,broer,hermano
242,Bruder::N,broeder,hermano
243,Schwester::N,zus,hermana
244,Schwester::N,zuster,hermana
245,Onkel::N,oom,tío
246,Tante::N,tante,tía
247,Ehemann::N,echtgenoot,esposo
248,Ehefrau::N,echtgenote,esposa
249,Freude::N,vreugde,placer
250,Freude::N,vreugde,alegría
251,Gelächter::N,gelach,risa
252,Gelächter::N,gelach,carcajada
253,Glück::N,geluk,felicidad
254,Kummer::N,verdriet,pena
255,Wunsch::N,wens,deseo
256,Wunsch::N,verlangen,deseo
257,Lust::N,zin,ganas
258,Lust::N,lust,ganas
259,Geist::N,geest,mente
260,Geist::N,geest,espíritu
261,Gedanke::N,gedachte,idea
262,Gedanke::N,gedachte,pensamiento
263,Gedächtnis::N,geheugen,memoria
264,Verstand::N,verstand,razón
265,Verstand::N,verstand,entendimiento
266,Sinn::N,betekenis,sentido
267,Sinn::N,betekenis,significado
268,Grund::N,reden,causa
269,Wahrheit::N,waarheid,verdad
270,Gespräch::N,gesprek,conversación
271,Märchen::N,sprookje,cuento
272,Erzählung::N,verhaal,cuento
273,Erzählung::N,verhaal,narración
274,Nachricht::N,tijding,mensaje
275,Neuigkeit::N,nieuws,noticia
276,Neuigkeit::N,nieuwtje,noticia
277,Name::N,naam,nombre
278,Rätsel::N,raadsel,acertijo
279,Rätsel::N,raadsel,adivinanza
280,Rede::N,rede,discurso
281,Sprache::N,taal,lengua
282,Stimme::N,stem,voz
283,Wort::N,woord,palabra
284,Zeichen::N,teken,señal
285,Ruf::N,roep,llamada
286,Lärm::N,lawaai,ruido
287,Lärm::N,lawaai,barullo
288,Laut::N,klank,sonido
289,Laut::N,geluid,sonido
290,Ton::N,toon,tono
291,Ton::N,klank,tono
292,Lied::N,lied,canción
293,Ruhe::N,rust,calma
294,Ruhe::N,rust,silencio
295,Ruhe::N,stilte,calma
296,Ruhe::N,stilte,silencio
297,Leute::N,lui,gente
298,Leute::N,mensen,gente
299,Volk::N,volk,pueblo
300,Arbeit::N,werk,trabajo
301,Arbeit::N,arbeid,trabajo
302,Gast::N,gast,huésped
303,Gast::N,gast,invitado
304,Geschenk::N,cadeau,regalo
305,Geschenk::N,geschenk,regalo
306,Spiel::N,spel,juego
307,Gesellschaft::N,gezelschap,compañía
308,Hilfe::N,hulp,ayuda
309,Hilfe::N,hulp,socorro
310,Freund::N,vriend,amigo
311,Kamerad::N,maat,camarada
312,Kamerad::N,maat,compañero
313,Kamerad::N,metgezel,camarada
314,Kamerad::N,metgezel,compañero
315,Angelegenheit::N,zaak,asunto
316,Angelegenheit::N,aangelegenheid,asunto
317,Anzahl::N,tal,cantidad
318,Anzahl::N,aantal,cantidad
319,Art::N,slag,tipo
320,Art::N,slag,clase
321,Art::N,soort,tipo
322,Art::N,soort,clase
323,Stück::N,stuk,pieza
324,Teil::N,deel,parte
325,Hälfte::N,helft,mitad
326,Kreis::N,kring,círculo
327,Kreis::N,cirkel,círculo
328,Kreuz::N,kruis,cruz
329,Linie::N,lijn,línea
330,Strich::N,haal,raya
331,Strich::N,haal,trazo
332,Strich::N,streep,raya
333,Strich::N,streep,trazo
334,Abstand::N,afstand,distancia
335,Entfernung::N,afstand,distancia
336,Gegend::N,streek,región
337,Gegend::N,streek,comarca
338,Platz::N,ruimte,espacio
339,Ort::N,oord,sitio
340,Ort::N,plaats,sitio
341,Seite::N,zij,lado
342,Seite::N,zij,costado
343,Seite::N,kant,lado
344,Seite::N,kant,costado
345,Seite::N,zijde,lado
346,Seite::N,zijde,costado
347,Mitte::N,midden,medio
348,Mitte::N,midden,centro
349,Gegenstand::N,voorwerp,objeto
350,Sache::N,zaak,cosa
351,Rand::N,rand,borde
352,Rand::N,boord,borde
353,Kante::N,kant,borde
354,Ecke::N,hoek,esquina
355,Spitze::N,punt,punta
356,Spitze::N,spits,punta
357,Ende::N,einde,cabo
358,Ende::N,einde,extremo
359,Ende::N,uiteinde,cabo
360,Ende::N,uiteinde,extremo
361,Loch::N,gat,agujero
362,Loch::N,gat,abertura
363,Winkel::N,hoek,ángulo
364,Muster::N,dessin,dibujo
365,Muster::N,patroon,dibujo
366,Größe::N,grootte,tamaño
367,Länge::N,lengte,longitud
368,Höhe::N,hoogte,altura
369,Höhe::N,hoogte,altitud
370,Gewicht::N,gewicht,peso
371,Menge::N,hoeveelheid,cantidad
372,Haufen::N,hoop,montón
373,Reihe::N,rij,fila
374,Reihe::N,reeks,fila
375,Boot::N,boot,bote
376,Boot::N,boot,barca
377,Ruder::N,roeiriem,remo
378,Schlitten::N,slee,trineo
379,Schlitten::N,slede,trineo
380,Ski::N,ski,esquí
381,Lagerfeuer::N,kampvuur,hoguera
382,Last::N,last,carga
383,Last::N,vracht,carga
384,Gang::N,wandeling,marcha
385,Schritt::N,stap,paso
386,Schritt::N,schrede,paso
387,Norden::N,noorden,norte
388,Süden::N,zuiden,sur
389,Westen::N,westen,oeste
390,Osten::N,oosten,este
391,Holz::N,hout,madera
392,Brett::N,plank,tabla
393,Platte::N,plaat,placa
394,Platte::N,plaat,plancha
395,Stütze::N,stut,sostén
396,Stütze::N,stut,soporte
397,Stütze::N,steun,sostén
398,Stütze::N,steun,soporte
399,Stange::N,stang,vara
400,Stange::N,stang,percha
401,Stock::N,stok,palo
402,Stock::N,stok,bastón
403,Stab::N,staf,vara
404,Stab::N,staf,bastón
405,Rohr::N,pijp,tubo
406,Haus::N,huis,casa
407,Heim::N,tehuis,hogar
408,Ofen::N,kachel,estufa
409,Fußboden::N,vloer,suelo
410,Tisch::N,tafel,mesa
411,Stuhl::N,stoel,silla
412,Wiege::N,wieg,cuna
413,Bett::N,bed,cama
414,Regal::N,rek,estantería
415,Kiste::N,kist,caja
416,Fenster::N,raam,ventana
417,Fenster::N,venster,ventana
418,Tür::N,deur,puerta
419,Tor::N,poort,puerta
420,Zaun::N,omheining,valla
421,Zaun::N,omheining,cercado
422,Dach::N,dak,techo
423,Dach::N,dak,tejado
424,Leiter::N,ladder,escalera
425,Besen::N,bezem,escoba
426,Spaten::N,schop,pala
427,Schaufel::N,schep,pala
428,Schaufel::N,schep,paleta
429,Gabel::N,vork,tenedor
430,Löffel::N,lepel,cuchara
431,Messer::N,mes,cuchillo
432,Nagel::N,spijker,clavo
433,Netz::N,net,red
434,Haken::N,haak,gancho
435,Haken::N,haak,corchete
436,Griff::N,handvat,asa
437,Griff::N,handvat,mango
438,Schloss::N,slot,cerradura
439,Bild::N,beeld,imagen
440,Figur::N,figuur,figura
441,Puppe::N,pop,muñeca
442,Beutel::N,zak,bolsa
443,Beutel::N,buidel,bolsa
444,Bündel::N,pak,haz
445,Bündel::N,bundel,haz
446,Tasche::N,tas,bolso
447,Eimer::N,emmer,cubo
448,Deckel::N,deksel,tapa
449,Deckel::N,deksel,tapadera
450,Geschirr::N,vaatwerk,vajilla
451,Sack::N,zak,saco
452,Tasse::N,kop,taza
453,Topf::N,pan,olla
454,Topf::N,pan,marmita
455,Kessel::N,ketel,caldera
456,Essen::N,eten,comida
457,Nahrung::N,voedsel,alimento
458,Speise::N,spijs,plato
459,Fleisch::N,vlees,carne
460,Getreide::N,graan,cereales
461,Brei::N,pap,puré
462,Brei::N,pap,papilla
463,Brei::N,brij,puré
464,Brei::N,brij,papilla
465,Brot::N,brood,pan
466,Scheibe::N,plak,lonja
467,Scheibe::N,plak,rebanada
468,Scheibe::N,snede,lonja
469,Scheibe::N,snede,rebanada
470,Fett::N,vet,grasa
471,Butter::N,boter,mantequilla
472,Öl::N,olie,aceite
473,Salz::N,zout,sal
474,Suppe::N,soep,sopa
475,Honig::N,honing,miel
476,Milch::N,melk,leche
477,Tee::N,thee,té
478,Leder::N,leer,cuero
479,Leder::N,leder,cuero
480,Wolle::N,wol,lana
481,Stoff::N,stof,tela
482,Stoff::N,stof,tejido
483,Nadel::N,naald,aguja
484,Faden::N,draad,hilo
485,Knopf::N,knoop,botón
486,Knoten::N,knoop,nudo
487,Farbe::N,verf,pintura
488,Kleidung::N,kledij,ropa
489,Kleidung::N,kledij,vestidos
490,Kleidung::N,kleding,ropa
491,Kleidung::N,kleding,vestidos
492,Hemd::N,hemd,camisa
493,Kragen::N,kraag,cuello
494,Ärmel::N,mouw,manga
495,Hose::N,broek,pantalón
496,Hose::N,pantalon,pantalón
497,Gürtel::N,riem,cinturón
498,Gürtel::N,gordel,cinturón
499,Mütze::N,muts,gorro
500,Schuh::N,schoen,zapato
501,Stiefel::N,laars,bota
502,Ring::N,ring,anillo
503,Band::N,lint,cinta
504,Kamm::N,kam,peine
505,Spiegel::N,spiegel,espejo
506,Riemen::N,riem,correa
507,Schnur::N,koord,cuerda
508,Leine::N,lijn,correa
509,Decke::N,deken,manta
510,Kissen::N,kussen,almohada
511,Tuch::N,doek,pañuelo
512,Handtuch::N,handdoek,toalla
513,Kraft::N,kracht,fuerza
514,Stärke::N,sterkte,fuerza
515,Gesundheit::N,gezondheid,salud
516,Krankheit::N,ziekte,enfermedad
517,Schmerz::N,pijn,dolor
518,Wunde::N,wond,llaga
519,Wunde::N,wond,herida
520,Fieber::N,koorts,fiebre
521,Arznei::N,medicament,medicina
522,Arznei::N,medicament,medicamento
523,Arznei::N,geneesmiddel,medicina
524,Arznei::N,geneesmiddel,medicamento
525,Brücke::N,brug,puente
526,Brunnen::N,put,pozo
527,Brunnen::N,bron,pozo
528,Weide::N,wei,pasto
529,Weide::N,weide,pasto
530,Pfad::N,pad,sendero
531,Weg::N,weg,camino
532,Straße::N,baan,vía
533,Straße::N,baan,carretera
534,Straße::N,straat,vía
535,Straße::N,straat,carretera
536,Dorf::N,dorp,aldea
537,Dorf::N,dorp,pueblo
538,Stadt::N,stad,ciudad
539,Brief::N,brief,carta
540,Buch::N,boek,libro
541,Buchstabe::N,letter,letra
542,Buchstabe::N,letter,carácter
543,Zeitung::N,krant,diario
544,Zeitung::N,krant,periódico
545,Zeitung::N,dagblad,diario
546,Zeitung::N,dagblad,periódico
547,Leben::N,leven,vida
548,Tod::N,dood,muerte
549,Grab::N,graf,tumba
550,Grab::N,graf,sepulcro
551,Kirche::N,kerk,iglesia
552,Sünde::N,zonde,pecado
553,Gott::N,god,dios
554,Arbeiter::N,arbeider,obrero
555,Arbeiter::N,arbeider,trabajador
556,Chef::N,chef,jefe
557,Meister::N,meester,maestro
558,Arzt::N,arts,médico
559,Arzt::N,dokter,médico
560,Lehrer::N,leraar,profesor
561,Lehrer::N,onderwijzer,profesor
562,Geld::N,geld,dinero
563,Geschäft::N,zaak,negocio
564,Laden::N,winkel,tienda
565,Preis::N,prijs,precio
566,Ware::N,waar,mercancía
567,Nutzen::N,nut,provecho
568,Nutzen::N,voordeel,provecho
569,Reichtum::N,rijkdom,riqueza
570,Welt::N,wereld,mundo
571,Land::N,land,país
572,Staat::N,staat,Estado
573,König::N,koning,rey
574,Macht::N,macht,poder
575,Macht::N,macht,potencia
576,Grenze::N,grens,frontera
577,Krieg::N,oorlog,guerra
578,Feind::N,vijand,enemigo
579,Gewalt::N,geweld,violencia
580,Kampf::N,strijd,lucha
581,Kampf::N,strijd,combate
582,Kampf::N,gevecht,lucha
583,Kampf::N,gevecht,combate
584,Bogen[Waffe]::N,boog,arco
585,Pfeil::N,pijl,flecha
586,Gewehr::N,geweer,fusil
587,Gewehr::N,geweer,escopeta
588,Fehler::N,fout,error
589,Lüge::N,leugen,mentira
590,Schaden::N,schade,daño
591,Unglück::N,tegenspoed,desgracia
592,Schuld::N,schuld,culpa
593,Alter::N,leeftijd,edad
594,Schluss::N,slot,fin
595,Schluss::N,slot,final
596,Zeit::N,tijd,tiempo
597,Tag::N,dag,día
598,Morgen::N,morgen,mañana
599,Morgen::N,ochtend,mañana
600,Mittag::N,middag,mediodía
601,Abend::N,avond,noche
602,Nacht::N,nacht,noche
603,Woche::N,week,semana
604,Monat::N,maand,mes
605,Jahr::N,jaar,año
606,Frühling::N,lente,primavera
607,Frühling::N,voorjaar,primavera
608,Sommer::N,zomer,verano
609,Herbst::N,herfst,otoño
610,Winter::N,winter,invierno
611,Januar::N,januari,enero
612,Februar::N,februari,febrero
613,März::N,maart,marzo
614,April::N,april,abril
615,Mai::N,mei,mayo
616,Juni::N,juni,junio
617,Juli::N,juli,julio
618,August::N,augustus,agosto
619,September::N,september,septiembre
620,Oktober::N,oktober,octubre
621,November::N,november,noviembre
622,Dezember::N,december,diciembre
623,Montag::N,maandag,lunes
624,Dienstag::N,dinsdag,martes
625,Mittwoch::N,woensdag,miércoles
626,Donnerstag::N,donderdag,jueves
627,Freitag::N,vrijdag,viernes
628,Samstag::N,zaterdag,sábado
629,Sonntag::N,zondag,domingo
630,groß::A,groot,grande
631,klein::A,klein,pequeño
632,lang::A,lang,largo
633,kurz::A,kort,corto
634,breit::A,breed,ancho
635,schmal::A,smal,estrecho
636,dicht::A,dicht,denso
637,dick[Gegenstand]::A,dik,grueso
638,dünn::A,dun,fino
639,dünn::A,dun,delgado
640,fein::A,fijn,fino
641,fein::A,fijn,delicado
642,fest::A,vast,firme
643,fest::A,vast,sólido
644,flach::A,plat,plano
645,glatt::A,glad,liso
646,hart::A,hard,duro
647,weich::A,week,muelle
648,rund::A,rond,redondo
649,spitz::A,spits,agudo
650,spitz::A,spits,apuntado
651,spitz::A,puntig,agudo
652,spitz::A,puntig,apuntado
653,scharf::A,scherp,agudo
654,scharf::A,scherp,afilado
655,stumpf::A,stomp,sin filo
656,schwer::A,zwaar,pesado
657,schön::A,mooi,bello
658,schön::A,mooi,hermoso
659,schön::A,fraai,bello
660,schön::A,fraai,hermoso
661,heiß::A,heet,caluroso
662,warm::A,warm,cálido
663,warm::A,warm,caliente
664,kalt::A,koud,frío
665,kühl::A,koel,fresco
666,frisch::A,fris,fresco
667,feucht::A,vochtig,húmedo
668,nass::A,nat,mojado
669,trocken::A,droog,seco
670,voll::A,vol,lleno
671,leer::A,leeg,vacío
672,offen::A,open,abierto
673,geschlossen::A,gesloten,cerrado
674,sauber::A,net,limpio
675,sauber::A,schoon,limpio
676,schmutzig::A,vuil,sucio
677,roh::A,rauw,crudo
678,reif::A,rijp,maduro
679,lecker::A,lekker,rico
680,lecker::A,lekker,sabroso
681,süß::A,zoet,dulce
682,bitter::A,bitter,amargo
683,sauer::A,zuur,agrio
684,hell::A,licht,claro
685,hell::A,helder,claro
686,dunkel::A,donker,oscuro
687,schwarz::A,zwart,negro
688,weiß::A,wit,blanco
689,rot::A,rood,rojo
690,gelb::A,geel,amarillo
691,blau::A,blauw,azul
692,grün::A,groen,verde
693,grau::A,grijs,gris
694,bunt::A,bont,multicolor
695,billig::A,goedkoop,barato
696,teuer::A,duur,caro
697,wertvoll::A,kostbaar,valioso
698,wertvoll::A,kostbaar,precioso
699,wertvoll::A,waardevol,valioso
700,wertvoll::A,waardevol,precioso
701,blind::A,blind,ciego
702,taub::A,doof,sordo
703,kräftig::A,krachtig,fuerte
704,stark::A,sterk,fuerte
705,stark::A,sterk,vigoroso
706,schwach::A,zwak,débil
707,fett::A,vet,obeso
708,schlank::A,slank,esbelto
709,hübsch::A,leuk,mono
710,hübsch::A,leuk,guapo
711,böse::A,kwaad,malo
712,dumm::A,dom,tonto
713,dumm::A,dom,estúpido
714,faul::A,lui,vago
715,faul::A,lui,perezoso
716,fleißig::A,vlijtig,aplicado
717,fleißig::A,vlijtig,diligente
718,geizig::A,gierig,avaro
719,klug::A,slim,sensato
720,klug::A,slim,inteligente
721,klug::A,schrander,sensato
722,klug::A,schrander,inteligente
723,klug::A,verstandig,sensato
724,klug::A,verstandig,inteligente
725,geschickt::A,handig,hábil
726,geschickt::A,vaardig,hábil
727,lieb::A,lief,querido
728,lustig::A,vrolijk,alegre
729,sanft::A,zacht,suave
730,hungrig::A,hongerig,hambriento
731,krank::A,ziek,enfermo
732,nackt::A,naakt,desnudo
733,traurig::A,treurig,triste
734,traurig::A,bedroefd,triste
735,lebendig::A,levend,vivo
736,lebendig::A,levend,viviente
737,gut::A,goed,bueno
738,schlecht::A,slecht,malo
739,richtig::A,juist,justo
740,richtig::A,juist,correcto
741,schlimm::A,erg,malo
742,schlimm::A,erg,grave
743,schlimm::A,kwaad,malo
744,schlimm::A,kwaad,grave
745,wahr::A,waar,verídico
746,wahr::A,waar,verdadero
747,alt::A,oud,viejo
748,neu::A,nieuw,nuevo
749,ehemalig::A,voormalig,antiguo
750,alt[Lebewesen]::A,oud,viejo
751,jung::A,jong,joven
752,arm::A,arm,pobre
753,reich::A,rijk,rico
754,bekannt::A,bekend,conocido
755,berühmt::A,beroemd,famoso
756,berühmt::A,beroemd,célebre
757,fremd::A,vreemd,extraño
758,verschieden::A,verscheiden,diverso
759,verschieden::A,verscheiden,distinto
760,verschieden::A,verscheiden,diferente
761,verschieden::A,verschillend,diverso
762,verschieden::A,verschillend,distinto
763,verschieden::A,verschillend,diferente
764,nah::A,nabij,cercano
765,nah::A,nabijgelegen,cercano
766,fern::A,ver,lejano
767,linker::A,linker,izquierdo
768,rechter::A,rechter,derecho
769,anderer::A,andere,otro
770,erster::A,eerste,primero
771,zweiter::A,tweede,segundo
772,dritter::A,derde,tercero
773,letzter::A,laatste,último
774,allein::ADV,alleen,a solo
775,auf einmal::ADV,ineens,de una vez
776,auf einmal::ADV,tegelijk,de una vez
777,zusammen::ADV,samen,juntos
778,zusammen::ADV,bijeen,juntos
779,lange::ADV,lang,mucho tiempo
780,plötzlich::ADV,eensklaps,de repente
781,plötzlich::ADV,plotsklaps,de repente
782,sofort::ADV,terstond,en seguida
783,sofort::ADV,aanstonds,en seguida
784,sofort::ADV,onmiddelijk,en seguida
785,später::ADV,later,más tarde
786,jetzt::ADV,nu,ahora
787,jetzt::ADV,nou,ahora
788,jetzt::ADV,thans,ahora
789,heute::ADV,heden,hoy
790,heute::ADV,vandaag,hoy
791,morgen::ADV,morgen,mañana
792,bald::ADV,gauw,pronto
793,bald::ADV,gauw,en breve
794,bald::ADV,weldra,pronto
795,bald::ADV,weldra,en breve
796,dann::ADV,dan,luego
797,dann::ADV,dan,entonces
798,dann::ADV,toen,luego
799,dann::ADV,toen,entonces
800,gestern::ADV,gisteren,ayer
801,einst::ADV,eens,antaño
802,damals::ADV,toen,entonces
803,damals::ADV,destijds,entonces
804,danach::ADV,daarna,después
805,vorher::ADV,vooraf,antes
806,vorher::ADV,van tevoren,antes
807,zuerst::ADV,eerst,primero
808,zuerst::ADV,het eerst,primero
809,einmal::ADV,eens,una vez
810,einmal::ADV,eenmaal,una vez
811,manchmal::ADV,soms,a veces
812,oft::ADV,vaak,a menudo
813,oft::ADV,vaak,con frecuencia
814,oft::ADV,dikwijls,a menudo
815,oft::ADV,dikwijls,con frecuencia
816,immer::ADV,altijd,siempre
817,niemals::ADV,nooit,jamás
818,hier::ADV,hier,aquí
819,hierhin::ADV,hierheen,acá
820,von hier::ADV,van hier,desde aquí
821,von hier::ADV,hiervandaan,desde aquí
822,dort::ADV,daar,ahí
823,dort::ADV,daar,allí
824,dort::ADV,ginds,ahí
825,dort::ADV,ginds,allí
826,dorthin::ADV,daarheen,allí
827,dorthin::ADV,daarheen,hacia allí
828,geradeaus::ADV,rechtuit,todo derecho
829,geradeaus::ADV,rechtdoor,todo derecho
830,vorwärts::ADV,vooruit,adelante
831,vorwärts::ADV,voorwaarts,adelante
832,rückwärts::ADV,achteruit,hacia atrás
833,rückwärts::ADV,achterwaarts,hacia atrás
834,zurück::ADV,terug,atrás
835,unten::ADV,beneden,abajo
836,unten::ADV,onderaan,abajo
837,hinab::ADV,omlaag,hacia abajo
838,hinab::ADV,naar beneden,hacia abajo
839,oben::ADV,boven,arriba
840,hinauf::ADV,omhoog,hacia arriba
841,hinauf::ADV,naar boven,hacia arriba
842,überall::ADV,alom,por todas partes
843,überall::ADV,overal,por todas partes
844,nicht::ADV,niet,no
845,ein wenig::ADV,wat,un poco
846,kaum::ADV,amper,apenas
847,kaum::ADV,nauwelijks,apenas
848,sehr::ADV,erg,muy
849,sehr::ADV,erg,mucho
