,Concept_ID,mrj,sq
135,Baum::N,пушӓнгӹ,pemë
136,Stamm::N,пушӓнгӹ тӹнг,trung
137,Rinde::N,каргыж,lëvore
138,Ast::N,укш,degë
139,Zweig::N,укш,bisk
140,Blatt::N,листӹ,fletë
141,Blatt::N,листӹ,gjethe
142,Birke::N,куги,mështekën
143,Kiefer[Baum]::N,йӓктӹ,pishë
144,Weide[Baum]::N,уа,shelg
145,Tanne::N,кож,bredh
146,Horn::N,шур,bri
147,Feder::N,пын,pupël
148,Fell::N,кавашты,lëkurë
149,Flügel::N,шылдыр,krah
150,Flügel::N,шылдыр,fletë
151,Klaue::N,кӹч,kthetër
152,Kralle::N,лапа,thua
153,Kralle::N,лапа,kthetër
154,Schwanz::N,пач,bisht
155,Ei::N,мыны,vezë
156,Nest::N,пӹжӓш,fole
157,Bau::N,ыраж,strofkë
158,Tier::N,во́льык,kafshë
159,Herde::N,кӹтö,kope
160,Herde::N,кӹтö,grigjë
161,Kuh::N,ышкал,lopë
162,Bulle::N,ӱшкӱж,dem
163,Pferd::N,имни,kalë
164,Schaf::N,шарык,dele
165,Schwein::N,сасна,derr
166,Hund::N,пи,qen
167,Katze::N,коти,mace
168,Bär::N,мöскӓ,ari
169,Eichhörnchen::N,ур,ketër
170,Elch::N,шарды,dre brilopatë
171,Fuchs::N,рӹвӹж,dhelpër
172,Hase::N,морен,lepur
173,Maus::N,каля,mi
174,Wolf::N,пирӹ,ujk
175,Vogel::N,кек,zog
176,Vogel::N,кек,shpend
177,Schwarm::N,цуца,luzmë
178,Huhn::N,цӹвӹ,pulë
179,Hahn::N,ӓптӓн,gjel
180,Hahn::N,ӓптӓн,këndes
181,Gans::N,комбы,patë
182,Adler::N,кучкыж,shqiponjë
183,Ente::N,лыды,rosë
184,Eule::N,тымана,buf
185,Kranich::N,тырня,lejlek
186,Kranich::N,тырня,kurrillë
187,Kranich::N,тыртня,lejlek
188,Kranich::N,тыртня,kurrillë
189,Krähe::N,лудыгарак,sorrë
190,Kuckuck::N,куку,qyqe
191,Schwan::N,йӱксӹ,mjellmë
192,Fisch::N,кол,peshk
193,Barsch::N,алангы,purtekë
194,Hecht::N,нуж,mlysh
195,Hecht::N,нужгол,mlysh
196,Schlange[Tier]::N,кӹшкы,gjarpër
197,Wurm::N,шукш,krimb
198,Spinne::N,ӓнгӹремшӹ,marimangë
199,Ameise::N,кыткы,thnegël
200,Ameise::N,кыткы,milingonë
201,Laus::N,ти,morr
202,Mücke::N,кужнер,kunup
203,Mücke::N,кужнер,mushkonjë
204,Mücke::N,кужынер,kunup
205,Mücke::N,кужынер,mushkonjë
206,Fliege::N,шӹнгӓ,mizë
207,Schmetterling::N,лӹпӹ,flutur
208,Beere::N,мöр,frutë
209,Beere::N,мöр,manaferrë
210,Apfel::N,олма,mollë
211,Pilz::N,понгы,kërpudhë
212,Zwiebel::N,охыра,qepë
213,Saat::N,нӱшмӹ,farë
214,Saat::N,нӱшмӱ,farë
215,Korn::N,пӹрцӹ,grurë
216,Korn::N,пӹрцӹ,kokërr
217,Heu::N,шуды,sanë
218,Schale::N,аваха,lëkurë
219,Schale::N,карлангы,lëkurë
220,Grube::N,йӓм,gropë
221,Falle::N,лӱдӹ,kurth
222,Falle::N,лӱдӹ,grackë
223,Falle::N,лӱдӹш,kurth
224,Falle::N,лӱдӹш,grackë
225,Schlinge::N,онгы,nyjë
226,Spur::N,кишӓ,gjurmë
227,Asche::N,ломых,hi
228,Asche::N,ломпыж,hi
229,Dreck::N,лявӹрӓ,baltë
230,Eisen::N,кӹртни,hekur
231,Gold::N,шöртни,ar
232,Gold::N,шöртни,flori
233,Gold::N,шöртньӹ,ar
234,Gold::N,шöртньӹ,flori
235,Silber::N,ши,argjend
236,Kohle::N,шӱ,qymyr
237,Glas::N,охоница,qelq
238,Lehm::N,шун,argjilë
239,Sand::N,ошма,rërë
240,Mensch::N,эдем,njeri
241,Mann::N,пӱэргӹ,burrë
242,Mann::N,пӱэргӹ,mashkull
243,Frau::N,ӹдӹрӓмӓш,grua
244,Frau::N,ӹдӹрӓмӓш,femër
245,Kind::N,ӓзӓ,kalama
246,Kind::N,шачшы,kalama
247,Junge::N,рвезӹ,djalë
248,Junge::N,ӹрвезӹ,djalë
249,Mädchen::N,ӹдӹрӓш,gocë
250,Mädchen::N,ӹдӹрӓш,vajzë
251,Familie::N,йиш,familje
252,Familie::N,семня,familje
253,Großvater::N,тьоти,gjysh
254,Großmutter::N,папа,gjyshe
255,Eltern::N,ӓтя-ӓвӓ,prindër
256,Vater::N,ӓтя,atë
257,Mutter::N,ӓвӓ,nënë
258,Sohn::N,эргӹ,bir
259,Tochter::N,ӹдӹр,bijë
260,Bruder::N,ӹза,vëlla
261,Schwester::N,ӓкӓ,motër
262,Onkel::N,кугуза,dajë
263,Onkel::N,кугуза,xhaxha
264,Tante::N,куака,teze
265,Tante::N,куака,hallë
266,Ehemann::N,мары,burrë
267,Ehemann::N,мары,bashkëshort
268,Ehefrau::N,вӓтӹ,grua
269,Ehefrau::N,вӓтӹ,bashkëshorte
270,Freude::N,ӹвӹртӹмӓш,gaz
271,Freude::N,ӹвӹртӹмӓш,gëzim
272,Gelächter::N,ваштылмаш,qeshje
273,Glück::N,пиӓл,lumturi
274,Kummer::N,ясы,brengë
275,Kummer::N,ясы,pikëllim
276,Wunsch::N,охата,dëshirë
277,Wunsch::N,шанымаш,dëshirë
278,Lust::N,шӓр,epsh
279,Lust::N,шӓр,dashuri
280,Lust::N,охата,epsh
281,Lust::N,охата,dashuri
282,Lust::N,шанымаш,epsh
283,Lust::N,шанымаш,dashuri
284,Geist::N,тух,frymë
285,Geist::N,тух,shpirt
286,Gedanke::N,шанымаш,ide
287,Gedanke::N,шанымаш,mendim
288,Gedächtnis::N,ӓш,kujtesë
289,Verstand::N,ыш,mend
290,Sinn::N,кын,kuptim
291,Grund::N,вир,arsye
292,Wahrheit::N,тöр,vërtetë
293,Gespräch::N,хытырымаш,bisedim
294,Märchen::N,ямак,përrallë
295,Erzählung::N,шайыштмаш,tregim
296,Nachricht::N,увертӓрӹмӓш,lajm
297,Neuigkeit::N,увер,risi
298,Name::N,лӹм,emër
299,Rätsel::N,тышты,gjëzë
300,Rätsel::N,тышты,gjëegjëzë
301,Rede::N,шая,fjalim
302,Rede::N,шамак,fjalim
303,Sprache::N,йӹлмӹ,gjuhë
304,Stimme::N,юк,zë
305,Wort::N,шамак,fjalë
306,Zeichen::N,палӹ,shenjë
307,Ruf::N,сӹгӹрӹмӓш,thirrmë
308,Lärm::N,юкланымащ,zhurmë
309,Laut::N,юк,tingull
310,Ton::N,юк,ton
311,Lied::N,мыры,këngë
312,Ruhe::N,тыр,qetësi
313,Leute::N,эдемвлӓ,botë
314,Leute::N,эдемвлӓ,njerëz
315,Volk::N,халык,popull
316,Arbeit::N,пӓшӓ,punë
317,Gast::N,хына,mik
318,Gast::N,хына,mysafir
319,Geschenk::N,подарка,dhuratë
320,Geschenk::N,подарка,peshqesh
321,Spiel::N,мадыш,lojë
322,Gesellschaft::N,йӓл,shoqëri
323,Gesellschaft::N,йӓлвлӓ,shoqëri
324,Hilfe::N,палшык,ndihmë
325,Freund::N,тӓнг,mik
326,Kamerad::N,тос,shok
327,Angelegenheit::N,дела,punë
328,Angelegenheit::N,йела,punë
329,Angelegenheit::N,йыла,punë
330,Angelegenheit::N,пӓшӓ,punë
331,Anzahl::N,шот,sasi
332,Art::N,цӹре,lloj
333,Stück::N,лаштык,copë
334,Teil::N,пай,pjesë
335,Teil::N,часть,pjesë
336,Hälfte::N,пел,gjysmë
337,Kreis::N,тӹртӹш,qark
338,Kreis::N,тӹртӹш,rreth
339,Kreuz::N,крестӹ,kryq
340,Abstand::N,ло,distancë
341,Entfernung::N,ло,largim
342,Gegend::N,вӓр,vise
343,Gegend::N,вӓр,krahinë
344,Platz::N,вӓр,shesh
345,Ort::N,вӓр,vend
346,Seite::N,öрдӹж,anë
347,Mitte::N,ло,mes
348,Gegenstand::N,хӓдӹр,send
349,Sache::N,хӓдӹр,gjë
350,Sache::N,хӓдӹр,send
351,Rand::N,шöр,qoshe
352,Kante::N,шöр,teh
353,Ecke::N,лык,qoshe
354,Spitze::N,вуй,majë
355,Ende::N,вуй,skaj
356,Ende::N,вуй,bisht
357,Ende::N,мычаш,skaj
358,Ende::N,мычаш,bisht
359,Loch::N,ыраж,vrimë
360,Winkel::N,лык,kënd
361,Muster::N,тӹрлец,mostër
362,Größe::N,кӱкшӹц,madhësi
363,Länge::N,кыт,gjatësi
364,Höhe::N,кӱкшӹц,lartësi
365,Gewicht::N,нелӹц,peshë
366,Menge::N,шот,sasi
367,Haufen::N,ара,grumbull
368,Reihe::N,ряд,radhë
369,Reihe::N,ряд,rresht
370,Boot::N,пыш,barkë
371,Boot::N,пыш,lundër
372,Ruder::N,вешлӓ,rrem
373,Schlitten::N,тир,sajë
374,Ski::N,ечӹ,ski
375,Lagerfeuer::N,тыл,flakadan
376,Lagerfeuer::N,тыл,zjarr i madh
377,Last::N,нелӹц,barrë
378,Gang::N,ход,ecje
379,Schritt::N,ашкыл,hap
380,Norden::N,йыдпелвел,veri
381,Süden::N,кечӹвӓлвел,jug
382,Westen::N,кечӹ шӹцмӹ,perëndim
383,Osten::N,ирвел,lindje
384,Osten::N,кечӹ лӱлтмӹ,lindje
385,Holz::N,пушӓнгӹ,dru
386,Brett::N,ханга,dërrasë
387,Platte::N,плитӓ,pllakë
388,Stütze::N,цӓрӓк,shtyllë
389,Stütze::N,цӓрӓк,mbështetesë
390,Stange::N,равы,shufër
391,Stange::N,намаш,shufër
392,Stock::N,панды,dajak
393,Stab::N,равы,shkop
394,Rohr::N,пыч,tub
395,Haus::N,пöрт,shtëpi
396,Heim::N,пöрт,konak
397,Heim::N,пöрт,shtëpi
398,Ofen::N,камака,sobë
399,Ofen::N,камака,stufë
400,Fußboden::N,седӹрӓ,dysheme
401,Tisch::N,стöл,tryezë
402,Stuhl::N,пöкен,karrige
403,Wiege::N,шипкӓ,djep
404,Bett::N,койка,shtrat
405,Bett::N,кравать,shtrat
406,Regal::N,полицӓ,raft
407,Kiste::N,шӱ́ндӹк,kuti
408,Fenster::N,окня,dritare
409,Tür::N,амаса,derë
410,Tor::N,хапка,portë
411,Zaun::N,забор,gardh
412,Dach::N,левӓш,çati
413,Leiter::N,ташкалтыш,shkallë
414,Besen::N,сало,fshesë
415,Besen::N,салко,fshesë
416,Spaten::N,кольмы,lopatë
417,Schaufel::N,лоток,qyrek
418,Gabel::N,ви́лка,pirun
419,Löffel::N,савала,lugë
420,Messer::N,кӹзӹ,thikë
421,Nagel::N,пыда,gozhdë
422,Netz::N,вӓпш,rrjetë
423,Haken::N,крӱк,grep
424,Haken::N,крӱк,grremç
425,Haken::N,кагак,grep
426,Haken::N,кагак,grremç
427,Griff::N,кычем,dorak
428,Griff::N,кычем,dorezë
429,Schloss::N,замок,bravë
430,Schloss::N,сыравач,bravë
431,Bild::N,картин,tablo
432,Bild::N,картин,pikturë
433,Figur::N,кӓн,figurë
434,Puppe::N,поханя,kukull
435,Beutel::N,мешӓк,qese
436,Beutel::N,мешӓк,trastë
437,Bündel::N,топ,deng
438,Bündel::N,пидӹш,deng
439,Bündel::N,кӹлдӹш,deng
440,Tasche::N,сумкы,çantë
441,Eimer::N,ведӹрӓ,kovë
442,Deckel::N,комдыш,kapak
443,Deckel::N,комдыш,mbulesë
444,Geschirr::N,ӓтӹ,enë
445,Sack::N,мешӓк,thes
446,Sack::N,мешӓк,torbë
447,Tasse::N,цӓшкӓ,filxhan
448,Topf::N,ми́ска,kusi
449,Topf::N,ми́ска,tenxhere
450,Kessel::N,пад,kazan
451,Essen::N,качкыш,ngrënie
452,Essen::N,качкыш-йӱш,ngrënie
453,Nahrung::N,качкыш,ushqim
454,Nahrung::N,качкыш-йӱш,ushqim
455,Speise::N,няня,gatesë
456,Fleisch::N,пай,mish
457,Getreide::N,киндӹ,drithë
458,Brei::N,шӹрӓш,qull
459,Brot::N,сыкыр,bukë
460,Scheibe::N,ламыт,fetë
461,Scheibe::N,лаштык,fetë
462,Fett::N,кая,lyrë
463,Fett::N,кая,yndyrë
464,Butter::N,ӱ,gjalpë
465,Öl::N,ӱ,vaj
466,Salz::N,санзал,kripë
467,Suppe::N,лем,supë
468,Suppe::N,лем,çorbë
469,Honig::N,мӱ,mjaltë
470,Milch::N,шӹшер,qumësht
471,Tee::N,чӓй,çaj
472,Leder::N,шарга,lëkurë
473,Leder::N,кавашты,lëkurë
474,Wolle::N,миж,lesh
475,Stoff::N,матер,pëlhurë
476,Stoff::N,матери,pëlhurë
477,Nadel::N,им,gjilpërë
478,Faden::N,шӹртӹ,pe
479,Faden::N,шӹртӹ,fije
480,Knopf::N,полдыш,kopsë
481,Knoten::N,пӱкшем,komb
482,Farbe::N,чиӓ,bojë
483,Farbe::N,крӓскӓ,bojë
484,Kleidung::N,выргем,veshje
485,Hemd::N,тыгыр,këmishë
486,Kragen::N,шӱ,jakë
487,Ärmel::N,шокш,mëngë
488,Hose::N,ялаш,brekë
489,Gürtel::N,ӹштӹ,rrip
490,Mütze::N,упш,kësulë
491,Schuh::N,ту́фльы,këpucë
492,Stiefel::N,кем,çizme
493,Ring::N,шӓргӓш,unazë
494,Band::N,лемтӓ,shirit
495,Kamm::N,шерге,krehër
496,Spiegel::N,тӹгӹр,pasqyrë
497,Riemen::N,прӓжӓ,rrip
498,Schnur::N,кӓндӹра,litar
499,Schnur::N,кӓндӹра,cikomë
500,Leine::N,керем,rrip
501,Decke::N,одеял,batanije
502,Kissen::N,кӹпцӹк,jastëk
503,Tuch::N,савыц,shami
504,Handtuch::N,шӹргӹсавыц,peshqir
505,Handtuch::N,шӹргӹмсавыц,peshqir
506,Kraft::N,ви,forcë
507,Stärke::N,ви,koll
508,Gesundheit::N,шу,shëndet
509,Gesundheit::N,шулык,shëndet
510,Krankheit::N,мыж,sëmundje
511,Schmerz::N,карштыш,dhimbje
512,Wunde::N,шушыр,plagë
513,Fieber::N,ӱштӹмыж,ethe
514,Arznei::N,лекӓрцӹ,ilaç
515,Brücke::N,кӹвер,urë
516,Brunnen::N,вӹдсӹнзӓ,pus
517,Weide::N,ныр,kullotë
518,Pfad::N,ялгорны,ravë
519,Pfad::N,ялгорны,shteg
520,Weg::N,корны,udhë
521,Weg::N,корны,shteg
522,Straße::N,корны,rrugë
523,Dorf::N,сола,fshat
524,Dorf::N,сола,katund
525,Stadt::N,города,qytet
526,Brief::N,сирмӓш,letër
527,Buch::N,книгӓ,libër
528,Buchstabe::N,буква́,shkronjë
529,Zeitung::N,газет,gazetë
530,Zeitung::N,кайзет,gazetë
531,Leben::N,житя,jetë
532,Tod::N,смöрт,mortje
533,Grab::N,шӹгер,varr
534,Grab::N,мыгилӓ,varr
535,Grab::N,шӹгерлӓ,varr
536,Kirche::N,церкӹ,kishë
537,Sünde::N,сулык,mëkat
538,Sünde::N,сулык,gjynah
539,Gott::N,йымы,hy
540,Gott::N,йымы,zot
541,Arbeiter::N,пӓшӓзӹ,punëtor
542,Chef::N,вуй,shef
543,Chef::N,вуй,drejtues
544,Meister::N,мастар,mjeshtër
545,Arzt::N,доктор,mjek
546,Arzt::N,доктор,doktor
547,Lehrer::N,тымдышы,mësues
548,Lehrer::N,тымдышы,arsimtar
549,Geld::N,окса,para
550,Geld::N,окса,holla
551,Geschäft::N,торге́йӹмӓш,ujdi
552,Geschäft::N,торге́йӹмӓш,biznes
553,Laden::N,лапка,dyqan
554,Laden::N,магазин,dyqan
555,Preis::N,ӓк,çmim
556,Ware::N,товар,mall
557,Nutzen::N,пайда,dobi
558,Nutzen::N,пайда,leverdi
559,Reichtum::N,перке,kamje
560,Reichtum::N,перке,pasuri
561,Welt::N,сӓндӓлӹк,botë
562,Welt::N,свет,botë
563,Land::N,сӓндӓлӹк,vend
564,Staat::N,кугижӓншӹ,shtet
565,König::N,король,mbret
566,Macht::N,власть,fuqi
567,Macht::N,власть,pushtet
568,Grenze::N,пӹсмӓн,kufi
569,Krieg::N,вырсы,luftë
570,Feind::N,тышман,armik
571,Gewalt::N,ви,dhunë
572,Kampf::N,кредӓлмӓш,luftim
573,Bogen[Waffe]::N,янгеж,hark
574,Pfeil::N,пикш,shigjetë
575,Gewehr::N,пичӓл,pushkë
576,Fehler::N,самынь,gafë
577,Fehler::N,самынь,gabim
578,Lüge::N,шая,gënjeshtër
579,Schaden::N,вре́дӓ,dëm
580,Schaden::N,вре́дӓ,zarar
581,Unglück::N,пёда,fatkeqësi
582,Unglück::N,тымаша,fatkeqësi
583,Schuld::N,вуйнамат,faj
584,Alter::N,иӓш,moshë
585,Alter::N,игечӹ,moshë
586,Schluss::N,пӹтӓртӹш,fund
587,Zeit::N,веремӓ,kohë
588,Tag::N,кечӹ,ditë
589,Morgen::N,ир,mëngjes
590,Morgen::N,ирок,mëngjes
591,Mittag::N,кечӹвӓл,mesditë
592,Abend::N,вады,mbrëmje
593,Nacht::N,йыд,natë
594,Woche::N,ӓрня,javë
595,Monat::N,тӹ́лзӹ,muaj
596,Jahr::N,год,vit
597,Frühling::N,шошым,pranverë
598,Sommer::N,кӓнгӹж,verë
599,Herbst::N,шӹжӹ,vjeshtë
600,Winter::N,тел,dimër
601,Winter::N,телӹ,dimër
602,Januar::N,январ,janar
603,Januar::N,январь,janar
604,Februar::N,февраль,shkurt
605,März::N,март,mars
606,April::N,апрель,prill
607,Mai::N,май,maj
608,Juni::N,июнь,qershor
609,Juli::N,июль,korrik
610,August::N,август,gusht
611,September::N,сентябрь,shtator
612,Oktober::N,октябрь,tetor
613,November::N,ноябрь,nëntor
614,Dezember::N,декавыр,dhjetor
615,Montag::N,шачмы,hënë
616,Dienstag::N,кышкыжмы,martë
617,Mittwoch::N,вӹрчегӹ,mërkurë
618,Donnerstag::N,изӓрня,enjte
619,Freitag::N,когарня,premte
620,Samstag::N,кукшыгечӹ,shtunë
621,Sonntag::N,рушӓрня,diel
622,groß::A,кого,madh
623,klein::A,изи,vogël
624,lang::A,кужы,gjatë
625,kurz::A,кӹтӹк,shkurtër
626,breit::A,кымда,gjerë
627,schmal::A,ӓнгӹсӹр,ngushtë
628,dicht::A,шӹре,dendur
629,dick[Gegenstand]::A,кӹжгӹ,trashë
630,dünn::A,вӹцкӹж,hollë
631,fein::A,пыльга,imët
632,fest::A,цаткыды,fortë
633,flach::A,тӓлякӓ,sheshtë
634,glatt::A,ягылгы,rrafshët
635,hart::A,пингӹдӹ,fortë
636,weich::A,пышкыды,butë
637,rund::A,тӹртӹш,rrumbullakët
638,spitz::A,кашар,majëmprehtë
639,scharf::A,кашар,mprehtë
640,stumpf::A,нӹшкӹ,topitur
641,schwer::A,нелӹ,rëndë
642,schön::A,цевер,bukur
643,schön::A,олмыдшы,bukur
644,heiß::A,шокшы,nxehtë
645,warm::A,шокшы,ngrohtë
646,kalt::A,ӱштӹ,ftohtë
647,kühl::A,юалгы,freskët
648,kühl::A,йонгата,freskët
649,frisch::A,йонгата,pastër
650,feucht::A,ӹлӹкшӹ,lagësht
651,feucht::A,вӹдӹжгӹ,lagësht
652,nass::A,начкы,lagur
653,trocken::A,кукшы,thatë
654,voll::A,темшӹ,plotë
655,voll::A,темыман,plotë
656,leer::A,йӓрӓ,bosh
657,leer::A,йӓрӓ,zbrazët
658,offen::A,виш,hapur
659,geschlossen::A,чӱчмӹ,mbyllur
660,geschlossen::A,тӹкӹлӓлтшӹ,mbyllur
661,sauber::A,ире,dëlirë
662,schmutzig::A,шоран,ndyrë
663,schmutzig::A,лявӹрӓн,ndyrë
664,schmutzig::A,шорангшы,ndyrë
665,roh::A,пеле кӱшӹ,gjallë
666,reif::A,кӱшӹ,arrirë
667,lecker::A,тотан,shijshëm
668,süß::A,мӱӓн,ëmbël
669,bitter::A,качы,hidhur
670,sauer::A,шапы,thartë
671,hell::A,соты,me dritë
672,hell::A,валгыды,me dritë
673,dunkel::A,пӹц,errët
674,dunkel::A,пӹцкемӹш,errët
675,schwarz::A,шим,i zi
676,weiß::A,ош,bardhë
677,weiß::A,ошы,bardhë
678,rot::A,якшаргы,kuq
679,gelb::A,сар,verdhë
680,gelb::A,сары,verdhë
681,blau::A,симсӹ,blu
682,blau::A,симсӹ,kaltër
683,grün::A,ыжар,blertë
684,grün::A,ыжар,gjelbër
685,grau::A,луды,hirtë
686,grau::A,луды,bojë hiri
687,bunt::A,ала,shumëngjyrëshëm
688,billig::A,шулдаш,lirë
689,teuer::A,шергӹ,shtrenjtë
690,teuer::A,шергӓкӓн,shtrenjtë
691,wertvoll::A,ӓкӓн,çmuar
692,wertvoll::A,ӓкӓн,vlershëm
693,blind::A,слöпöй,qorr
694,blind::A,слöпöй,verbër
695,blind::A,сльöпöй,qorr
696,blind::A,сльöпöй,verbër
697,taub::A,тӱтӱк,shurdhër
698,kräftig::A,виӓн,fuqishëm
699,stark::A,виӓн,fortë
700,schwach::A,шава,dobët
701,schwach::A,лӹпкӓ,dobët
702,schwach::A,слабка,dobët
703,fett::A,таза,dhjamur
704,schlank::A,яштака,hollë
705,hübsch::A,сӹлнӹ,bukur
706,hübsch::A,сӹлнӹ,hijshëm
707,hübsch::A,олмыдшы,bukur
708,hübsch::A,олмыдшы,hijshëm
709,böse::A,шӹдӓн,keq
710,dumm::A,окмак,teveqel
711,faul::A,ялахай,dembel
712,fleißig::A,пӓшам яратышы,zellshëm
713,geizig::A,шык,kurnac
714,geizig::A,шык,dorështrënguar
715,klug::A,ышан,mençur
716,geschickt::A,мастар,aftë
717,lieb::A,тыри,dashur
718,lustig::A,мындыр,gëzuar
719,lustig::A,сусу,gëzuar
720,sanft::A,йӹвӹжӓ,butë
721,hungrig::A,шужышы,uritur
722,krank::A,церлӹ,sëmurë
723,krank::A,хворой,sëmurë
724,nackt::A,цӓрӓ,lakuriq
725,nackt::A,цӓрӓ,zhveshur
726,traurig::A,сы́лыкан,trishtuar
727,traurig::A,кымы́лдымы,trishtuar
728,lebendig::A,живой,gjallë
729,gut::A,яжо,mirë
730,schlecht::A,уда,keq
731,schlecht::A,худа,keq
732,richtig::A,вургамла,drejtë
733,schlimm::A,йӹрнык,keq
734,wahr::A,настоящий,vërtetë
735,wahr::A,настояшый,vërtetë
736,alt::A,шонгы,vjetër
737,neu::A,у,i ri
738,ehemalig::A,тошты,dikurshëm
739,alt[Lebewesen]::A,ӹлалшӹ,plak
740,jung::A,нöргӹ,i ri
741,jung::A,молода,i ri
742,arm::A,укеӓн,varfër
743,arm::A,укеӓн,vobektë
744,reich::A,паян,pasur
745,reich::A,пурлыкан,pasur
746,bekannt::A,палӹмӹ,njohur
747,berühmt::A,лӹмлы,famshëm
748,fremd::A,эдемӹн,huaj
