,Concept_ID,ja,kv
89,Schaum::N,泡,быг
90,Schmutz::N,汚れ,нять
91,See::N,湖,ты
92,Sumpf::N,沼,арай
93,Moor::N,湿原,нюр
94,Wiese::N,草原,видз
95,Wald::N,森,вӧр
96,Hügel::N,丘,мыльк
97,Anhöhe::N,高み,вывтас
98,Anhöhe::N,高み,вылынін
99,Berg::N,山,керӧс
100,Gipfel::N,頂上,йыв
101,Höhle::N,洞窟,нора
102,Abhang::N,斜面,покат
103,Quelle::N,泉,больган
104,Bach::N,小川,шор
105,Fluss::N,川,ю
106,Ufer::N,岸,берег
107,Küste::N,海岸,берег
108,Festland::N,陸,му
109,Meer::N,海,море
110,Bucht::N,湾,курья
111,Insel::N,島,
112,Blume::N,花,цветок
113,Gras::N,草,турун
114,Wurzel::N,根,вуж
115,Baum::N,木,пу
116,Stamm::N,幹,мыр
117,Stamm::N,幹,кер
118,Rinde::N,皮層,кач
119,Ast::N,枝,ув
120,Zweig::N,小枝,ув
121,Blatt::N,葉,лист
122,Birke::N,樺,кыдз
123,Kiefer[Baum]::N,松,пожум
124,Weide[Baum]::N,柳,бадь
125,Tanne::N,樅,кӧз
126,Horn::N,角,сюр
127,Feder::N,羽根,гӧн
128,Fell::N,毛皮,кучик
129,Flügel::N,羽,борд
130,Klaue::N,鉤爪,гыж
131,Kralle::N,爪,кабыр
132,Schwanz::N,尻尾,бӧж
133,Ei::N,卵,кольть
134,Nest::N,巣,поз
135,Bau::N,穴,осьта
136,Bau::N,穴,нора
137,Tier::N,動物,зверь
138,Herde::N,群れ,гурт
139,Kuh::N,牛,мӧс
140,Bulle::N,雄牛,ӧшка
141,Pferd::N,馬,вӧв
142,Schaf::N,羊,баля
143,Schwein::N,豚,порсь
144,Hund::N,犬,пон
145,Katze::N,猫,кань
146,Bär::N,熊,ош
147,Eichhörnchen::N,栗鼠,ур
148,Elch::N,ヘラジカ,вӧр мӧс
149,Fuchs::N,狐,руч
150,Hase::N,兎,кӧч
151,Maus::N,鼠,шыр
152,Wolf::N,狼,кӧин
153,Vogel::N,鳥,кай
154,Schwarm::N,群れ,стая
155,Schwarm::N,群れ,чукӧр
156,Huhn::N,鶏,курӧг
157,Hahn::N,雄鶏,петух
158,Hahn::N,雄鶏,ай курӧг
159,Gans::N,ガチョウ,дзодзог
160,Adler::N,鷲,куч
161,Adler::N,鷲,кутш
162,Ente::N,鴨,утка
163,Eule::N,フクロウ,тупка
164,Kranich::N,鶴,тури
165,Krähe::N,烏,рака
166,Kuckuck::N,郭公,кӧк
167,Schwan::N,白鳥,юсь
168,Fisch::N,魚,чери
169,Barsch::N,鱸,ёкыш
170,Hecht::N,川魳,сирпинь
171,Schlange[Tier]::N,蛇,змей
172,Wurm::N,虫,номыр
173,Spinne::N,蜘蛛,черань
174,Ameise::N,蟻,кӧдзывкар
175,Laus::N,虱,ляпа той
176,Mücke::N,蚊,ном
177,Fliege::N,蝿,гут
178,Schmetterling::N,蝶,бабыв
179,Beere::N,漿果,ягӧд
180,Apfel::N,林檎,яблоко
181,Pilz::N,茸,тшак
182,Zwiebel::N,玉葱,грез
183,Saat::N,種,кӧдзыс
184,Korn::N,粒,сю
185,Heu::N,干し草,турун
186,Schale::N,皮,кыш
187,Schale::N,皮,киль
188,Grube::N,穴,яма
189,Falle::N,わな,нальк
190,Falle::N,わな,кляпча
191,Schlinge::N,輪,лӧч
192,Spur::N,跡,туй
193,Asche::N,灰,пӧим
194,Dreck::N,泥,нять
195,Eisen::N,鉄,кӧрт
196,Gold::N,金,зарни
197,Silber::N,銀,язісь
198,Kohle::N,炭,шом
199,Kohle::N,炭,уголь
200,Glas::N,ガラス,стекло
201,Lehm::N,ローム,сёй
202,Sand::N,砂,лыа
203,Mensch::N,人,морт
204,Mann::N,男,мужик
205,Mann::N,男性,мужик
206,Frau::N,女,инька
207,Frau::N,女性,инька
208,Kind::N,子,кага
209,Kind::N,子供,кага
210,Junge::N,男の子,зонка
211,Mädchen::N,女の子,нывкаок
212,Familie::N,家族,семья
213,Großvater::N,祖父,дед
214,Großvater::N,おじいさん,дед
215,Großmutter::N,祖母,баб
216,Großmutter::N,おばあさん,баб
217,Eltern::N,親,ай-мам
218,Eltern::N,両親,ай-мам
219,Vater::N,父,ай
220,Vater::N,お父さん,ай
221,Mutter::N,母,мам
222,Mutter::N,お母さん,мам
223,Sohn::N,息子,зон
224,Sohn::N,息子さん,зон
225,Tochter::N,娘,ныв
226,Tochter::N,お嬢さん,ныв
227,Bruder::N,弟,вон
228,Schwester::N,妹,сой
229,Onkel::N,伯父,дядь
230,Onkel::N,伯父さん,дядь
231,Tante::N,叔母,айӧлӧн сой
232,Tante::N,叔母,ичинь
233,Tante::N,叔母さん,айӧлӧн сой
234,Tante::N,叔母さん,ичинь
235,Ehemann::N,夫,жӧник
236,Ehemann::N,主人,жӧник
237,Ehefrau::N,妻,инь
238,Ehefrau::N,奥さん,инь
239,Freude::N,喜び,гаж
240,Freude::N,喜び,радъялӧм
241,Gelächter::N,笑い,сералӧм
242,Glück::N,幸せ,мичлун
243,Kummer::N,悩み,шог
244,Wunsch::N,希望,мӧдӧм
245,Wunsch::N,希望,охотитӧм
246,Lust::N,気,охота
247,Geist::N,精神,лов
248,Gedanke::N,考え,дума
249,Gedächtnis::N,記憶,тӧдвыв
250,Verstand::N,理解力,вежӧр
251,Sinn::N,意味,ылӧс
252,Grund::N,理由,мог
253,Wahrheit::N,真実,правда
254,Gespräch::N,会話,сёрни
255,Märchen::N,童話,сказка
256,Erzählung::N,物語,висьт
257,Nachricht::N,報告,юӧр
258,Nachricht::N,報告,висьталӧм
259,Neuigkeit::N,ニュース,новость
260,Name::N,名前,ним
261,Rätsel::N,謎,загадка
262,Rede::N,演説,сёрни
263,Sprache::N,言語,кыв
264,Stimme::N,声,голос
265,Wort::N,言葉,кыв
266,Zeichen::N,記号,пас
267,Ruf::N,呼び声,чуксӧм
268,Ruf::N,呼び声,чукӧстӧм
269,Lärm::N,騒音,шум
270,Laut::N,音,шы
271,Ton::N,音,гор
272,Lied::N,歌,сьыланкыв
273,Ruhe::N,静けさ,спокой
274,Leute::N,人々,йӧз
275,Volk::N,民族,йӧз
276,Volk::N,民族,народ
277,Arbeit::N,仕事,удж
278,Gast::N,客,гӧсь
279,Geschenk::N,贈り物,гӧснеч
280,Geschenk::N,贈り物,подарок
281,Spiel::N,遊び,орсӧм
282,Gesellschaft::N,社会,компания
283,Hilfe::N,援助,отсӧт
284,Freund::N,友達,модз
285,Freund::N,友達,дружок
286,Kamerad::N,同志,тӧдса
287,Angelegenheit::N,件,дело
288,Anzahl::N,数,лыд
289,Art::N,種類,пӧлӧс
290,Stück::N,部分,тор
291,Teil::N,部分,юкӧм
292,Hälfte::N,半分,джын
293,Kreis::N,円,круг
294,Kreuz::N,十字,перна
295,Linie::N,線,визь
296,Strich::N,線,кырӧв
297,Abstand::N,距離,колас
298,Entfernung::N,距離,ылына
299,Gegend::N,辺,места
300,Gegend::N,地域,места
301,Platz::N,ゆとり,места
302,Ort::N,所,места
303,Ort::N,場所,места
304,Seite::N,横,ладор
305,Mitte::N,真ん中,шӧр
306,Gegenstand::N,物件,тор
307,Sache::N,物,тор
308,Rand::N,端,дор
309,Kante::N,縁,ордлы
310,Ecke::N,角,пельӧс
311,Spitze::N,先頭,йыв
312,Ende::N,端,йыв
313,Loch::N,穴,осьта
314,Winkel::N,片隅,пельӧс
315,Muster::N,模様,сер
316,Größe::N,大きさ,ыжда
317,Länge::N,長さ,кузя
318,Höhe::N,高さ,сувда
319,Höhe::N,高さ,вылына
320,Gewicht::N,重さ,сьӧкта
321,Menge::N,量,
322,Haufen::N,堆積,куча
323,Reihe::N,並び,лёдз
324,Boot::N,ボート,пыж
325,Ruder::N,オール,пелыс
326,Schlitten::N,そり,додь
327,Ski::N,スキー,лямпа
328,Lagerfeuer::N,篝火,бипур
329,Last::N,荷物,тягота
330,Gang::N,歩み,мунӧм
331,Schritt::N,歩,вожмӧв
332,Norden::N,北,ой
333,Süden::N,南,лун
334,Westen::N,西,рытвыв
335,Osten::N,東,асыв
336,Holz::N,木,пу
337,Holz::N,木材,пу
338,Brett::N,板,пӧв
339,Platte::N,盤,плита
340,Stütze::N,支柱,пика
341,Stange::N,棒,зор
342,Stange::N,棒,потш
343,Stock::N,杖,бедь
344,Stab::N,棒,шест
345,Rohr::N,管,труба
346,Haus::N,家,керку
347,Heim::N,家,керку
348,Ofen::N,ストーブ,пӧжавны
349,Fußboden::N,床,джодж
350,Tisch::N,机,пызан
351,Stuhl::N,椅子,стул
352,Wiege::N,揺籃,зыбка
353,Bett::N,ベッド,кровать
354,Regal::N,棚,джадж
355,Kiste::N,箱,ящик
356,Fenster::N,窓,ӧшын
357,Tür::N,戸,ыбӧс
358,Tür::N,ドア,ыбӧс
359,Tor::N,門,ворота
360,Zaun::N,垣根,забор
361,Dach::N,屋根,крыша
362,Leiter::N,梯子,лиснич
363,Besen::N,ほうき,рос
364,Spaten::N,スコップ,зыр
365,Schaufel::N,シャベル,зыр
366,Gabel::N,フォーク,вила
367,Löffel::N,スプーン,пань
368,Messer::N,ナイフ,пурт
369,Nagel::N,釘,кӧрттув
370,Netz::N,網,кыйӧт
371,Haken::N,鉤,ем
372,Haken::N,フック,ем
373,Griff::N,取っ手,пу
374,Schloss::N,錠,замок
375,Bild::N,絵,картина
376,Figur::N,像,мыгӧр
377,Puppe::N,人形,акань
378,Beutel::N,袋,мешӧк
379,Bündel::N,束,нин
380,Bündel::N,包み,нин
381,Tasche::N,かばん,сумка
382,Eimer::N,バケツ,ведра
383,Deckel::N,蓋,вевт
384,Geschirr::N,食器,доз
385,Geschirr::N,食器,бекӧрпань
386,Sack::N,袋,мешӧк
387,Tasse::N,カップ,бекӧр
388,Topf::N,鍋,кастрюля
389,Kessel::N,釜,пӧрт
390,Essen::N,食事,сёйӧм
391,Nahrung::N,食物,вердан
392,Speise::N,料理,сёян
393,Fleisch::N,肉,яй
394,Getreide::N,麦,сю
395,Getreide::N,穀物,сю
396,Brei::N,粥,каша
397,Brot::N,パン,нянь
398,Scheibe::N,枚,шӧрӧм
399,Scheibe::N,切れ,шӧрӧм
400,Fett::N,脂肪,гос
401,Butter::N,バター,ви
402,Öl::N,油,ви
403,Salz::N,塩,сов
404,Suppe::N,スープ,шыд
405,Honig::N,蜂蜜,ма
406,Milch::N,牛乳,йӧв
407,Tee::N,茶,чай
408,Tee::N,お茶,чай
409,Leder::N,革,кучик
410,Wolle::N,毛糸,гӧн
411,Stoff::N,布,дӧра
412,Nadel::N,針,ем
413,Faden::N,糸,сунис
414,Knopf::N,ボタン,кизь
415,Knoten::N,結び目,узӧв
416,Knoten::N,結び目,гӧрӧд
417,Farbe::N,ペンキ,краска
418,Kleidung::N,衣服,паськӧм
419,Hemd::N,シャツ,йӧрнӧс
420,Kragen::N,襟,воротник
421,Ärmel::N,袖,сос
422,Hose::N,ズボン,вешьян
423,Gürtel::N,帯,йи
424,Gürtel::N,ベルト,йи
425,Mütze::N,帽子,шапка
426,Schuh::N,靴,ботинки
427,Stiefel::N,ブーツ,сапог
428,Ring::N,輪,чунькытш
429,Band::N,リボン,ленточка
430,Kamm::N,櫛,сынан
431,Spiegel::N,鏡,зеркало
432,Riemen::N,緒,ремень
433,Schnur::N,紐,гез
434,Leine::N,綱,повод
435,Decke::N,掛け布団,одеяло
436,Kissen::N,枕,подушка
437,Tuch::N,スカーフ,чышьян
438,Handtuch::N,タオル,чышкӧт
439,Kraft::N,力,прак
440,Stärke::N,強さ,вын
441,Gesundheit::N,健康,здоровье
442,Krankheit::N,病気,шог
443,Schmerz::N,痛み,зубыт
444,Wunde::N,傷,рана
445,Fieber::N,熱,лёк тресся
446,Fieber::N,熱,кынтан шогӧт
447,Arznei::N,薬,лекарство
448,Brücke::N,橋,пос
449,Brunnen::N,井戸,колодец 
450,Weide::N,牧場,пода йирсян
451,Pfad::N,小路,туй
452,Weg::N,道,туй
453,Straße::N,街道,туй
454,Dorf::N,村,деревня
455,Stadt::N,町,город
456,Stadt::N,都市,город
457,Brief::N,手紙,гижӧт
458,Buch::N,本,книга
459,Buchstabe::N,文字,буква
460,Zeitung::N,新聞,газета
461,Leben::N,生活,олан
462,Tod::N,死,кулӧм
463,Grab::N,墓,гу
464,Kirche::N,教会,вичку
465,Sünde::N,罪,грек
466,Gott::N,神,ен
467,Arbeiter::N,労働者,уджалiсь
468,Chef::N,上司,начальник
469,Meister::N,達人,мастер
470,Meister::N,マイスター,мастер
471,Arzt::N,医者,врач
472,Lehrer::N,先生,велӧтісь
473,Geld::N,金,деньга
474,Geschäft::N,取り引き,удж
475,Laden::N,店,магазин
476,Preis::N,値段,дон
477,Ware::N,商品,товар
478,Nutzen::N,利益,путь
479,Reichtum::N,豊かさ,богатство
480,Welt::N,世界,му
481,Land::N,国,страна
482,Staat::N,国家,государство
483,König::N,国王,кан
484,Macht::N,権力,власть
485,Grenze::N,国境,граница
486,Krieg::N,戦争,война
487,Feind::N,敵,враг
488,Gewalt::N,暴力,
489,Kampf::N,戦い,нярасьӧм
490,Kampf::N,戦い,вермасьӧм
491,Bogen[Waffe]::N,弓,лук
492,Pfeil::N,矢,ньӧв
493,Gewehr::N,銃,ружьё
494,Fehler::N,間違い,ошибка
495,Lüge::N,嘘,ылӧтӧм
496,Lüge::N,嘘,пӧрьялӧм
497,Schaden::N,損害,лёк
498,Unglück::N,不幸,пик
499,Unglück::N,不幸,оказзё
500,Schuld::N,罪,вина
501,Alter::N,年,
502,Alter::N,年齢,
503,Schluss::N,終わり,ком
504,Zeit::N,時,кад
505,Zeit::N,時間,кад
506,Tag::N,日,лун
507,Morgen::N,朝,асыв
508,Mittag::N,昼,луншӧр кад
509,Abend::N,晩,рыт
510,Abend::N,夕方,рыт
511,Nacht::N,夜,ой
512,Woche::N,週,неделя
513,Monat::N,月,тӧлicь
514,Jahr::N,年,год
515,Frühling::N,春,тулыс
516,Sommer::N,夏,гожум
517,Herbst::N,秋,ар
518,Winter::N,冬,тӧв
519,Januar::N,一月,январ
520,Februar::N,二月,февраль
521,März::N,三月,март
522,April::N,四月,апрель
523,Mai::N,五月,май
524,Juni::N,六月,юнь
525,Juli::N,七月,юль
526,August::N,八月,август
527,September::N,九月,сентяб
528,Oktober::N,十月,октяб
529,November::N,十一月,нояб
530,Dezember::N,十二月,декаб
531,Montag::N,月曜日,вильлун
532,Dienstag::N,火曜日,мӧдӧдзлун
533,Mittwoch::N,水曜日,шӧрлун
534,Donnerstag::N,木曜日,нёльӧдзлун
535,Freitag::N,金曜日,витӧдзлун
536,Samstag::N,土曜日,пывсянлун
537,Sonntag::N,日曜日,кресення
538,groß::A,大きい,ыджыт
539,klein::A,小さい,учӧтик
540,lang::A,長い,кузь
541,kurz::A,短い,дженыт
542,breit::A,広い,ота
543,schmal::A,狭い,векнит
544,dicht::A,密な,тшӧк
545,dick[Gegenstand]::A,厚い,кыз
546,dünn::A,薄い,вӧснит
547,fein::A,細い,вӧснит
548,fest::A,硬い,крепыт
549,flach::A,平らな,лапкӧса
550,glatt::A,滑らかな,волькыт
551,hart::A,堅い,чӧрыт
552,weich::A,柔らかい,небыт
553,rund::A,丸い,гӧгрӧса
554,spitz::A,尖った,ёся
555,scharf::A,鋭い,лэчыт
556,stumpf::A,鈍い,ныж
557,schwer::A,重い,сьӧкыт
558,schön::A,綺麗な,басӧк
559,heiß::A,熱い,жар
560,warm::A,温かい,шоныт
561,kalt::A,寒い,кӧдзыт
562,kalt::A,冷たい,кӧдзыт
563,kühl::A,涼しい,сайкыт
564,frisch::A,ひんやりした,виль
565,feucht::A,湿った,вакодь
566,nass::A,濡れた,ва
567,trocken::A,乾いた,кӧс
568,voll::A,いっぱいの,тыра
569,leer::A,空の,тыртӧм
570,offen::A,開いた,оссьӧм
571,geschlossen::A,閉まった,игана
572,geschlossen::A,閉まった,пӧдана
573,sauber::A,清潔な,сӧдз
574,sauber::A,清潔な,сӧстӧм
575,schmutzig::A,汚い,нятьӧсь
576,roh::A,生の,путӧм
577,reif::A,熟した,кисьмалӧм
578,lecker::A,美味しい,кӧра 
579,süß::A,甘い,чӧскыт
580,bitter::A,苦い,курыт
581,sauer::A,酸っぱい,шӧма 
582,hell::A,明るい,югыт
583,dunkel::A,暗い,пемыт
584,schwarz::A,黒い,сьӧд
585,weiß::A,白い,чочком
586,rot::A,赤い,гӧрд
587,gelb::A,黄色い,веж
588,blau::A,青い,лӧз
589,grün::A,緑の,веж
590,grau::A,灰色の,руд
591,grau::A,灰色の,бусӧй
592,bunt::A,色取り取りの,быдрӧма
593,billig::A,安い,донтӧм
594,teuer::A,高い,дона
595,wertvoll::A,貴重な,дона
596,blind::A,盲目の,синтӧм
597,taub::A,耳が聞こえない,пельтӧм
598,kräftig::A,強力な,вына
599,stark::A,強い,вына
600,schwach::A,弱い,некодя
601,fett::A,太った,госа
602,schlank::A,ほっそりした,статя
603,hübsch::A,素敵な,басӧк
604,böse::A,悪い,лёк
605,dumm::A,馬鹿な,бӧбӧв
606,dumm::A,馬鹿な,вежӧртӧм
607,faul::A,怠惰な,дыш
608,fleißig::A,勤勉な,уджалicь
609,geizig::A,けちな,жикмӧра
610,geizig::A,けちな,горшаліcь
611,klug::A,賢い,авья
612,klug::A,賢い,вежӧра
613,klug::A,頭のいい,авья
614,klug::A,頭のいい,вежӧра
615,geschickt::A,器用な,кипода
616,lieb::A,愛らしい,муса
617,lieb::A,愛らしい,дзулиньӧй
618,lustig::A,楽しい,гажа
619,sanft::A,温和な,лебезнӧй
620,hungrig::A,空腹の,тшыг
621,krank::A,病気の,шогалiсь
622,nackt::A,裸の,куш
623,traurig::A,悲しい,жугыль
624,lebendig::A,生きた,ловья
625,gut::A,良い,бур
626,schlecht::A,悪い,умӧль
627,schlecht::A,駄目な,умӧль
628,richtig::A,正しい,
629,schlimm::A,ひどい,нештӧм
630,wahr::A,本当の,
631,alt::A,古い,важ
632,neu::A,新しい,виль
633,ehemalig::A,以前の,вӧвлӧм
634,alt[Lebewesen]::A,年を取った,года
635,alt[Lebewesen]::A,年を取った,годдэза
636,jung::A,若い,том
637,arm::A,貧乏な,гов
638,arm::A,貧乏な,беднӧй
639,reich::A,裕福な,эма
640,bekannt::A,有名な,тӧдса
641,berühmt::A,有名な,
642,fremd::A,見知らぬ,чужӧй
643,verschieden::A,色々な,быдкодь
644,nah::A,近い,матiсь
645,fern::A,遠い,ылicь
646,linker::A,左の,шульга
647,rechter::A,右の,веськытланись
648,anderer::A,別の,мукӧд
649,erster::A,一番目,медодзза
650,zweiter::A,二番目,кыкӧт
651,dritter::A,三番目,куимӧт
652,dritter::A,三番目,куимӧдз
653,letzter::A,最後の,бӧрья
654,letzter::A,最後の,мёдбӧрья
655,allein::ADV,一人で,
656,auf einmal::ADV,同時に,тшӧтш
657,zusammen::ADV,一緒に,ӧтлаын
658,lange::ADV,長い間,дыр
659,plötzlich::ADV,急に,друг
660,sofort::ADV,すぐに,тшӧтш
661,später::ADV,後で,медбӧрын
662,jetzt::ADV,今,ӧні
663,heute::ADV,今日,талун
664,morgen::ADV,明日,ашын
665,bald::ADV,間もなく,чожа
666,dann::ADV,それから,сыбӧрын
667,gestern::ADV,昨日,тӧн
668,einst::ADV,過去に,ӧтпыр
669,damals::ADV,あの時,сэк
670,damals::ADV,あの時,сэки
671,danach::ADV,その後で,сэсся
672,vorher::ADV,以前に,одзжык
673,zuerst::ADV,まず,наперво
674,zuerst::ADV,最初に,наперво
675,einmal::ADV,一回,ӧтпыр
676,manchmal::ADV,時々,мукӧдпыр
677,oft::ADV,よく,-лы-
678,immer::ADV,いつも,быдпыр
679,immer::ADV,いつも,быдпырся
680,niemals::ADV,一度も...ない,некӧр
681,hier::ADV,こちら,татӧн
682,hierhin::ADV,ここへ,татчӧ
683,hierhin::ADV,こちらへ,татчӧ
684,von hier::ADV,ここから,тасянь
685,dort::ADV,そちら,сэтӧн
686,dorthin::ADV,そこへ,сэтчин
687,dorthin::ADV,そちらへ,сэтчин
688,geradeaus::ADV,真っ直ぐに,веськыта
689,vorwärts::ADV,前へ,одзӧ
690,rückwärts::ADV,後ろへ,бӧр
691,zurück::ADV,後ろへ,бӧр
692,unten::ADV,下に,увтын
693,hinab::ADV,下へ,увтас
694,oben::ADV,上に,вевдӧрас
695,hinauf::ADV,上へ,вывлань
696,hinauf::ADV,上へ,вывланьӧ
697,überall::ADV,どこでも,быдлан
698,nicht::ADV,ない,ог
699,ein wenig::ADV,少し,-ышт
700,ein wenig::ADV,少し,невна
701,ein wenig::ADV,ちょっと,-ышт
702,ein wenig::ADV,ちょっと,невна
703,kaum::ADV,ほとんど～ない,ӧдва
704,sehr::ADV,とても,вывтi
705,so::ADV,こう,сiдз
706,noch::ADV,まだ,эшӧ
707,nur::ADV,～だけ,только
708,schon::ADV,もう,ни
709,wieder::ADV,再び,бӧра
710,vergebens::ADV,無駄に,весись
711,vor::PRP,前に,одзас
712,hinter::PRP,後ろに,бӧрӧ
713,unter::PRP,下に,увтын
714,durch::PRP,通して,пыр
715,neben::PRP,横に,бокам
716,neben::PRP,横に,боксиным
717,zwischen::PRP,間に,коласас
718,wegen::PRP,為に,понда
719,wegen::PRP,せいで,понда
720,dies::PRN,これ,эта
721,das::PRN,それ,сiя
722,alles::PRN,全部,быдӧс
723,ich::PRN,私,ме
724,du::PRN,あなた,тэ
725,er::PRN,彼,сiя
726,wir::PRN,私達,мийӧ
727,ihr::PRN,あなた達,ті
728,sie::PRN,彼ら,нія
729,was::FPRN,何,мый
730,wer::FPRN,誰,кин
731,wer::FPRN,どなた,кин
732,wo::FADV,どこ,кытӧн
733,wo::FADV,どこに,кытӧн
734,wohin::FADV,どこへ,кытчӧ
735,wie::FADV,どう,дзик
736,warum::FADV,何故,мыля
737,warum::FADV,何故,мыйсянь
738,warum::FADV,どうして,мыля
739,warum::FADV,どうして,мыйсянь
740,wieviel::FNUM,どのくらい,мымда
741,eins::NUM,一,ӧт
742,zwei::NUM,二,кык
743,zwei::NUM,二つ,кык
744,drei::NUM,三,куим
745,drei::NUM,三つ,куим
746,vier::NUM,四,нёль
747,vier::NUM,四つ,нёль
748,fünf::NUM,五,вит
749,fünf::NUM,五つ,вит
750,sechs::NUM,六,квать
751,sechs::NUM,六つ,квать
752,sieben::NUM,七,сизим
753,sieben::NUM,七つ,сизим
754,acht::NUM,八,кыкьямыс
755,acht::NUM,八つ,кыкьямыс
756,neun::NUM,九,ӧкмыс
757,neun::NUM,九つ,ӧкмыс
758,zehn::NUM,十,дас
759,elf::NUM,十一,дасотік
760,zwölf::NUM,十二,даскык
761,zwanzig::NUM,二十,кыкдас
762,dreißig::NUM,三十,куимдас
763,vierzig::NUM,四十,нёльдас
764,fünfzig::NUM,五十,витдас
765,sechzig::NUM,六十,кватьдас
766,siebzig::NUM,七十,сизимдас
767,achtzig::NUM,八十,кыкьямысдас
768,neunzig::NUM,九十,ӧкмысдас
769,hundert::NUM,百,сто
770,tausend::NUM,千,тысяча
771,und::CNJ,-と,и
772,und::CNJ,-と,да
773,und::CNJ,そして,и
774,und::CNJ,そして,да
775,oder::CNJ,或いは,или
776,stehen::V,立っている,сулавны
777,sitzen::V,座っている,пукавны
778,liegen::V,横になっている,куйлыны
779,hängen::V,掛かっている,ӧшавны
780,werden::V,なる,лоны
781,passieren::V,起こる,аркмыны
782,beginnen::V,始まる,петны
783,enden::V,終わる,-сь
784,enden::V,終わる,бырны
785,wechseln::V,変わる,вежсьыны
786,aufgehen[Sonne]::V,出る,петавны
787,untergehen[Sonne]::V,沈む,пуксьыны
788,scheinen[Sonne]::V,輝く,югьявны
789,donnern::V,雷が鳴る,гымавны
790,wehen::V,吹く,пӧлявны
791,strömen::V,流れる,киссьыны
792,fließen::V,流れる,визывтны
793,sich drehen::V,回転する,бергавны
794,schwanken::V,揺れる,кӧвьясьны
795,schwingen::V,振動する,дюттясьны
796,fallen::V,落ちる,усьны
797,brennen::V,燃える,сотчыны
798,rauchen::V,煙を出す,тшынасьны
799,regnen::V,雨が降る,зэрны
800,gefrieren::V,凍る,гегдыны
801,tauen::V,溶ける,сывны
802,schmelzen::V,溶ける,сывны
803,trocknen::V,乾く,косьмыны
804,sieden::V,沸く,пизьны
805,faulen::V,腐る,нёльзьыны
806,verfaulen::V,朽ちる,тӧрмыны
807,verfaulen::V,朽ちる,сiсьмыны
808,reißen::V,切れる,косясьны
809,versinken::V,沈む,вӧйны
810,vergehen::V,経つ,мунны
811,erscheinen::V,現れる,мыччисьны
812,verschwinden::V,消える,ӧшны
813,sinken::V,下がる,ямны
814,abnehmen::V,減る,ямны
815,zunehmen::V,増える,паськавны
816,steigen::V,上がる,лэбтiсьны
817,wachsen::V,伸びる,быдмыны
818,glänzen::V,輝く,свиттявны
