,Concept_ID,de,ce
150,Maus::N,Maus,дахка
151,Wolf::N,Wolf,борз
152,Vogel::N,Vogel,олхазар
153,Schwarm::N,Schwarm,
154,Huhn::N,Huhn,котам
155,Hahn::N,Hahn,нӏаьна
156,Hahn::N,Hahn,боргӏал
157,Gans::N,Gans,гӏаз
158,Adler::N,Adler,aьрзу
159,Ente::N,Ente,бад
160,Eule::N,Eule,бухӏа
161,Kranich::N,Kranich,гӏаргӏули
162,Krähe::N,Krähe,къиг
163,Kuckuck::N,Kuckuck,aттйокх
164,Schwan::N,Schwan,гӏургӏаз
165,Fisch::N,Fisch,чӏара
166,Barsch::N,Barsch,окунь
167,Hecht::N,Hecht,гӏазкхийн чӏара
168,Schlange[Tier]::N,Schlange,лаьхьа
169,Wurm::N,Wurm,нӏаьна
170,Spinne::N,Spinne,гезг
171,Ameise::N,Ameise,зингат
172,Laus::N,Laus,меза
173,Laus::N,Laus,гӏениг
174,Mücke::N,Mücke,чуьрк
175,Fliege::N,Fliege,моза
176,Schmetterling::N,Schmetterling,полла
177,Beere::N,Beere,цӏазам
178,Apfel::N,Apfel,ӏаж
179,Pilz::N,Pilz,жӏаьлин нускал
180,Zwiebel::N,Zwiebel,xох
181,Saat::N,Saat,чlу
182,Korn::N,Korn,буьртиг
183,Heu::N,Heu,йол
184,Schale::N,Schale,пардо
185,Grube::N,Grube,ор
186,Falle::N,Falle,кӏело
187,Schlinge::N,Schlinge,
188,Spur::N,Spur,лар
189,Asche::N,Asche,чим
190,Dreck::N,Dreck,мода
191,Eisen::N,Eisen,эчиг
192,Gold::N,Gold,деши
193,Silber::N,Silber,дети
194,Kohle::N,Kohle,кӏора
195,Glas::N,Glas,aнгали
196,Lehm::N,Lehm,поппар
197,Sand::N,Sand,гӏум
198,Mensch::N,Mensch,адам
199,Mann::N,Mann,майра
200,Frau::N,Frau,зуда
201,Kind::N,Kind,бер
202,Junge::N,Junge,жимха
203,Mädchen::N,Mädchen,жима йоӏ
204,Familie::N,Familie,доьзал
205,Großvater::N,Großvater,ненада
206,Großmutter::N,Großmutter,денана
207,Eltern::N,Eltern,да-нана
208,Vater::N,Vater,да
209,Mutter::N,Mutter,нана
210,Sohn::N,Sohn,кӏант
211,Tochter::N,Tochter,йоӏ
212,Bruder::N,Bruder,ваша
213,Schwester::N,Schwester,йиша
214,Onkel::N,Onkel,деваша
215,Tante::N,Tante,дейиша
216,Ehemann::N,Ehemann,майра
217,Ehefrau::N,Ehefrau,зуда
218,Freude::N,Freude,самукъа
219,Freude::N,Freude,хазахетар
220,Gelächter::N,Gelächter,белам
221,Glück::N,Glück,ирс
222,Kummer::N,Kummer,бала
223,Wunsch::N,Wunsch,лаам
224,Lust::N,Lust,лаам
225,Geist::N,Geist,са
226,Gedanke::N,Gedanke,ойла
227,Gedächtnis::N,Gedächtnis,диццадалар
228,Verstand::N,Verstand,хьекъал
229,Sinn::N,Sinn,маьӏна
230,Grund::N,Grund,бахьана
231,Wahrheit::N,Wahrheit,бакъдерг
232,Gespräch::N,Gespräch,къамел
233,Märchen::N,Märchen,туьйра
234,Erzählung::N,Erzählung,дийцар
235,Nachricht::N,Nachricht,хаам
236,Neuigkeit::N,Neuigkeit,керланиг
237,Name::N,Name,цӏе
238,Rätsel::N,Rätsel,хӏетал-метал
239,Rede::N,Rede,къамел
240,Sprache::N,Sprache,мотт
241,Stimme::N,Stimme,aз
242,Wort::N,Wort,дош
243,Zeichen::N,Zeichen,билгало
244,Ruf::N,Ruf,кхайкхар
245,Lärm::N,Lärm,гӏовгӏа
246,Laut::N,Laut,аз
247,Ton::N,Ton,aз
248,Lied::N,Lied,илли
249,Ruhe::N,Ruhe,тийналла
250,Leute::N,Leute,нах
251,Volk::N,Volk,халкъ
252,Arbeit::N,Arbeit,болх
253,Gast::N,Gast,хьаша
254,Geschenk::N,Geschenk,совгӏат
255,Spiel::N,Spiel,ловзар
256,Gesellschaft::N,Gesellschaft,юкъаралла
257,Hilfe::N,Hilfe,гӏо
258,Freund::N,Freund,доттагl
259,Kamerad::N,Kamerad,накъост
260,Angelegenheit::N,Angelegenheit,гӏуллакх
261,Anzahl::N,Anzahl,терахь
262,Art::N,Art,
263,Stück::N,Stück,юьхк
264,Teil::N,Teil,дакъа
265,Hälfte::N,Hälfte,ах
266,Kreis::N,Kreis,го
267,Kreuz::N,Kreuz,жӏара
268,Linie::N,Linie,сиз
269,Strich::N,Strich,сиз
270,Abstand::N,Abstand,юкъ
271,Entfernung::N,Entfernung,
272,Gegend::N,Gegend,мeттиг
273,Platz::N,Platz,майда
274,Ort::N,Ort,меттиг
275,Seite::N,Seite,aгӏo
276,Mitte::N,Mitte,юкъ
277,Gegenstand::N,Gegenstand,хӏума
278,Sache::N,Sache,хӏума
279,Rand::N,Rand,йист
280,Kante::N,Kante,йист
281,Ecke::N,Ecke,са
282,Spitze::N,Spitze,ралла
283,Ende::N,Ende,юьхьиг
284,Loch::N,Loch,ӏуьрг
285,Winkel::N,Winkel,са
286,Muster::N,Muster,дагар
287,Muster::N,Muster,тӏамар
288,Größe::N,Größe,барам
289,Länge::N,Länge,йохалла
290,Höhe::N,Höhe,локхалла
291,Gewicht::N,Gewicht,йозалла
292,Menge::N,Menge,дукхалла
293,Haufen::N,Haufen,сал
294,Haufen::N,Haufen,оьла
295,Reihe::N,Reihe,рагӏ
296,Reihe::N,Reihe,могӏа
297,Boot::N,Boot,кема
298,Ruder::N,Ruder,пийсиг
299,Schlitten::N,Schlitten,салаз
300,Ski::N,Ski,когсалаз
301,Lagerfeuer::N,Lagerfeuer,цӏе
302,Last::N,Last,дукъ
303,Gang::N,Gang,лелар
304,Schritt::N,Schritt,гӏулч
305,Norden::N,Norden,къилбаседе
306,Süden::N,Süden,къилбе
307,Westen::N,Westen,малхбузе
308,Osten::N,Osten,малхбале
309,Holz::N,Holz,дечиг
310,Brett::N,Brett,у
311,Platte::N,Platte,у
312,Stütze::N,Stütze,гӏopтоp
313,Stange::N,Stange,гӏуркх
314,Stock::N,Stock,ӏаса
315,Stab::N,Stab,гӏаж
316,Rohr::N,Rohr,биргӏа
317,Haus::N,Haus,цӏа
318,Heim::N,Heim,кхерч
319,Ofen::N,Ofen,кхерч
320,Fußboden::N,Fußboden,цӏенкъа
321,Tisch::N,Tisch,шун
322,Stuhl::N,Stuhl,гӏант
323,Wiege::N,Wiege,ага
324,Bett::N,Bett,маьнга
325,Regal::N,Regal,терхи
326,Kiste::N,Kiste,яьшка
327,Fenster::N,Fenster,кор
328,Tür::N,Tür,неӏ
329,Tor::N,Tor,ков
330,Zaun::N,Zaun,керт
331,Dach::N,Dach,тхов
332,Leiter::N,Leiter,лами
333,Besen::N,Besen,нуй
334,Spaten::N,Spaten,бел
335,Schaufel::N,Schaufel,аьшкал
336,Gabel::N,Gabel,мӏара
337,Löffel::N,Löffel,ӏайг
338,Messer::N,Messer,урс
339,Nagel::N,Nagel,хьостам
340,Netz::N,Netz,бой
341,Haken::N,Haken,мӏара
342,Griff::N,Griff,
343,Schloss::N,Schloss,чӏега
344,Bild::N,Bild,сурт
345,Figur::N,Figur,
346,Puppe::N,Puppe,тайниг
347,Beutel::N,Beutel,гали
348,Bündel::N,Bündel,кочар
349,Tasche::N,Tasche,тӏоьрмиг
350,Eimer::N,Eimer,чийлик
351,Deckel::N,Deckel,негӏар
352,Geschirr::N,Geschirr,пхьегӏа
353,Sack::N,Sack,гали
354,Tasse::N,Tasse,кад
355,Topf::N,Topf,яй
356,Kessel::N,Kessel,яй
357,Essen::N,Essen,юург
358,Nahrung::N,Nahrung,кхача
359,Speise::N,Speise,юург
360,Fleisch::N,Fleisch,жижиг
361,Getreide::N,Getreide,буьртиг
362,Brei::N,Brei,xудар
363,Brot::N,Brot,бепиг
364,Brot::N,Brot,кхаллар
365,Scheibe::N,Scheibe,цастар
366,Fett::N,Fett,мохь
367,Butter::N,Butter,налха
368,Öl::N,Öl,даьтта
369,Salz::N,Salz,туьха
370,Suppe::N,Suppe,чорпа
371,Honig::N,Honig,моз
372,Milch::N,Milch,шура
373,Tee::N,Tee,чай
374,Leder::N,Leder,цӏока
375,Wolle::N,Wolle,тӏapгӏa
376,Stoff::N,Stoff,кӏади
377,Nadel::N,Nadel,маха
378,Faden::N,Faden,тай
379,Knopf::N,Knopf,нуьйда
380,Knoten::N,Knoten,шад
381,Farbe::N,Farbe,сир
382,Farbe::N,Farbe,басар
383,Kleidung::N,Kleidung,бедар
384,Hemd::N,Hemd,коч
385,Kragen::N,Kragen,кач
386,Ärmel::N,Ärmel,пхьош
387,Hose::N,Hose,хеча
388,Gürtel::N,Gürtel,доьхка
389,Mütze::N,Mütze,куй
390,Schuh::N,Schuh,мача
391,Stiefel::N,Stiefel,этка
392,Ring::N,Ring,чӏуг
393,Band::N,Band,лента
394,Kamm::N,Kamm,ехк
395,Spiegel::N,Spiegel,куьзга
396,Riemen::N,Riemen,доьхка
397,Schnur::N,Schnur,муш
398,Leine::N,Leine,кочатосу доьхка
399,Decke::N,Decke,юргӏа
400,Kissen::N,Kissen,гIайба
401,Tuch::N,Tuch,исхар
402,Handtuch::N,Handtuch,гата
403,Kraft::N,Kraft,гӏора
404,Stärke::N,Stärke,гӏап
405,Gesundheit::N,Gesundheit,могашалла
406,Krankheit::N,Krankheit,цамгар
407,Schmerz::N,Schmerz,лазар
408,Wunde::N,Wunde,чов
409,Fieber::N,Fieber,xорша
410,Arznei::N,Arznei,молха
411,Brücke::N,Brücke,тӏай
412,Brunnen::N,Brunnen,гӏу
413,Weide::N,Weide,дак
414,Pfad::N,Pfad,тача
415,Weg::N,Weg,некъ
416,Straße::N,Straße,урам
417,Dorf::N,Dorf,юрт
418,Stadt::N,Stadt,гӏала
419,Brief::N,Brief,кехат
420,Buch::N,Buch,жайна
421,Buchstabe::N,Buchstabe,элп
422,Zeitung::N,Zeitung,газет
423,Leben::N,Leben,дахар
424,Tod::N,Tod,далар
425,Tod::N,Tod,ӏожалла
426,Grab::N,Grab,каш
427,Kirche::N,Kirche,килс
428,Sünde::N,Sünde,къа
429,Gott::N,Gott,дела
430,Arbeiter::N,Arbeiter,белхало
431,Chef::N,Chef,хьаькам
432,Meister::N,Meister,говзанча
433,Arzt::N,Arzt,лор
434,Lehrer::N,Lehrer,хьехархо
435,Geld::N,Geld,aхча
436,Geschäft::N,Geschäft,туька
437,Laden::N,Laden,туька
438,Preis::N,Preis,мах
439,Ware::N,Ware,хlума
440,Nutzen::N,Nutzen,пайда
441,Reichtum::N,Reichtum,хьал
442,Welt::N,Welt,дуьне
443,Land::N,Land,мохк
444,Staat::N,Staat,пачхьалкх
445,König::N,König,паччахь
446,Macht::N,Macht,ӏедал
447,Grenze::N,Grenze,доза
448,Krieg::N,Krieg,тӏом
449,Feind::N,Feind,мостагӏ
450,Gewalt::N,Gewalt,гӏело
451,Kampf::N,Kampf,къийсам
452,Bogen[Waffe]::N,Bogen,
453,Pfeil::N,Pfeil,пха
454,Gewehr::N,Gewehr,топ
455,Fehler::N,Fehler,гӏалат
456,Lüge::N,Lüge,аьшпаш
457,Schaden::N,Schaden,зен
458,Unglück::N,Unglück,бала
459,Schuld::N,Schuld,бехк
460,Alter::N,Alter,хан
461,Schluss::N,Schluss,чакхе
462,Zeit::N,Zeit,хан
463,Tag::N,Tag,де
464,Morgen::N,Morgen,ӏуьйре
465,Mittag::N,Mittag,делкъе
466,Abend::N,Abend,суьйре
467,Nacht::N,Nacht,буьйса
468,Woche::N,Woche,кӏира
469,Monat::N,Monat,бутт
470,Jahr::N,Jahr,шо
471,Frühling::N,Frühling,бӏаьсте
472,Sommer::N,Sommer,аьхке
473,Herbst::N,Herbst,гуьйре
474,Winter::N,Winter,ӏа
475,Januar::N,Januar,январь
476,Februar::N,Februar,февраль
477,März::N,März,март
478,April::N,April,апрель
479,Mai::N,Mai,май
480,Juni::N,Juni,июнь
481,Juli::N,Juli,июль
482,August::N,August,август
483,September::N,September,сентябрь
484,Oktober::N,Oktober,октябрь
485,November::N,November,ноябрь
486,Dezember::N,Dezember,декабрь
487,Montag::N,Montag,оршот
488,Dienstag::N,Dienstag,шинара
489,Mittwoch::N,Mittwoch,кхаара
490,Donnerstag::N,Donnerstag,еара
491,Freitag::N,Freitag,пӏераска
492,Samstag::N,Samstag,шот
493,Sonntag::N,Sonntag,кӏиранде
494,groß::A,groß,доккха
495,klein::A,klein,кегий
496,lang::A,lang,еха
497,kurz::A,kurz,доца
498,breit::A,breit,шуьйра
499,schmal::A,schmal,готта
500,dicht::A,dicht,луьста
501,dick[Gegenstand]::A,dick,стомма
502,dünn::A,dünn,дуткъа
503,fein::A,fein,ховха
504,fest::A,fest,чӏогӏа
505,flach::A,flach,чӏапа
506,glatt::A,glatt,шера
507,hart::A,hart,чӏогӏa
508,weich::A,weich,кӏеда
509,rund::A,rund,горга
510,spitz::A,spitz,ира
511,scharf::A,scharf,ира
512,stumpf::A,stumpf,аьртa
513,schwer::A,schwer,деза
514,schön::A,schön,хаза
515,heiß::A,heiß,довха
516,warm::A,warm,довха
517,kalt::A,kalt,шийла
518,kühl::A,kühl,шийла
519,frisch::A,frisch,керла
520,feucht::A,feucht,тӏуьна
521,nass::A,nass,тӏеда
522,trocken::A,trocken,eкъа
523,voll::A,voll,дуьзна
524,leer::A,leer,яьсса
525,offen::A,offen,диллина
526,geschlossen::A,geschlossen,дӏакъевлина
527,geschlossen::A,geschlossen,дӏачӏагӏдина
528,sauber::A,sauber,цӏена
529,schmutzig::A,schmutzig,боьха
530,roh::A,roh,буьйда
531,reif::A,reif,хилла
532,lecker::A,lecker,чоме
533,süß::A,süß,мерза
534,bitter::A,bitter,къаьхьа
535,sauer::A,sauer,муьста
536,hell::A,hell,сирла
537,dunkel::A,dunkel,бодане
538,schwarz::A,schwarz,ӏаьржа
539,weiß::A,weiß,кӏайн
540,rot::A,rot,цӏен
541,gelb::A,gelb,можа
542,blau::A,blau,сийна
543,grün::A,grün,баьццара
544,grau::A,grau,cира
545,grau::A,grau,мокха
546,bunt::A,bunt,къорза
547,billig::A,billig,дораха
548,teuer::A,teuer,деза
549,wertvoll::A,wertvoll,мехала
550,blind::A,blind,бӏаьрзе
551,taub::A,taub,къора
552,kräftig::A,kräftig,нуьцкъала
553,stark::A,stark,зоьртала
554,stark::A,stark,нуьцкъала
555,schwach::A,schwach,гӏорасиза
556,fett::A,fett,дерстана
557,schlank::A,schlank,куц долу
558,hübsch::A,hübsch,хаза
559,böse::A,böse,вон
560,dumm::A,dumm,сонта
561,faul::A,faul,мало ен
562,fleißig::A,fleißig,тӏера
563,geizig::A,geizig,пис
564,geizig::A,geizig,сутара
565,klug::A,klug,хьекъале
566,geschickt::A,geschickt,тӏахъаьлла
567,lieb::A,lieb,хьоме
568,lustig::A,lustig,самукъане
569,sanft::A,sanft,кlеда
570,hungrig::A,hungrig,меца
571,krank::A,krank,цомгуш долу
572,nackt::A,nackt,дерзана
573,traurig::A,traurig,самукъане воцу
574,lebendig::A,lebendig,дийна
575,gut::A,gut,дика
576,schlecht::A,schlecht,вон
577,richtig::A,richtig,нийса
578,schlimm::A,schlimm,вон
579,wahr::A,wahr,бакъдолу
580,alt::A,alt,къена
581,neu::A,neu,керла
582,ehemalig::A,ehemalig,хилла
583,alt[Lebewesen]::A,alt,къена
584,jung::A,jung,къона
585,arm::A,arm,къен
586,reich::A,reich,хьоле
587,bekannt::A,bekannt,девзаш долу
588,berühmt::A,berühmt,цӏеяхана
589,fremd::A,fremd,нехан
590,verschieden::A,verschieden,тайп-тайпанара
591,nah::A,nah,гергара
592,fern::A,fern,гена
593,fern::A,fern,генара
594,linker::A,linker,аьрру
595,rechter::A,rechter,аьтту
596,anderer::A,anderer,кхин
597,erster::A,erster,хьалхара
598,zweiter::A,zweiter,шолгIа
599,dritter::A,dritter,кхоалгӏа
600,letzter::A,letzter,тӏаьххьара
601,allein::ADV,allein,цхьаъ
602,auf einmal::ADV,auf einmal,цу сохьтта
603,zusammen::ADV,zusammen,цхьана
604,lange::ADV,lange,дукха
605,plötzlich::ADV,plötzlich,цIеххьана
606,sofort::ADV,sofort,цу сохьтта
607,später::ADV,später,тӏаьхьо
608,jetzt::ADV,jetzt,хӏинца
609,heute::ADV,heute,тахана
610,morgen::ADV,morgen,кхана
611,bald::ADV,bald,кеста
612,dann::ADV,dann,тӏаккха
613,gestern::ADV,gestern,селхана
614,einst::ADV,einst,цкъа
615,damals::ADV,damals,хӏетахьь
616,danach::ADV,danach,тӏаккха
617,vorher::ADV,vorher,хьалхa
618,zuerst::ADV,zuerst,хьалха
619,einmal::ADV,einmal,цкъа
620,manchmal::ADV,manchmal,цкъаццкъа
621,oft::ADV,oft,кест-кеста
622,immer::ADV,immer,даим
623,niemals::ADV,niemals,цкъа а
624,hier::ADV,hier,кхузахь
625,hierhin::ADV,hierhin,кхуза
626,von hier::ADV,von hier,кхузара
627,dort::ADV,dort,цигахь
628,dorthin::ADV,dorthin,цига
629,geradeaus::ADV,geradeaus,нийса дӏа
630,vorwärts::ADV,vorwärts,хьалха
631,rückwärts::ADV,rückwärts,юха
632,zurück::ADV,zurück,юха
633,unten::ADV,unten,лахахь
634,hinab::ADV,hinab,охьа
635,oben::ADV,oben,лакхахь
636,hinauf::ADV,hinauf,хьала
637,überall::ADV,überall,массанхьа
638,nicht::ADV,nicht,ца
639,ein wenig::ADV,ein wenig,кӏеззиг
640,kaum::ADV,kaum,халла
641,sehr::ADV,sehr,вуно
642,so::ADV,so,
643,noch::ADV,noch,кхин
644,nur::ADV,nur,бен ...ца
645,schon::ADV,schon,хӏинцале
646,wieder::ADV,wieder,юха а
647,vergebens::ADV,vergebens,эрна
648,vor::PRP,vor,хьалха
649,hinter::PRP,hinter,тӏехьа
650,unter::PRP,unter,кIелахь
651,durch::PRP,durch,чекх
652,neben::PRP,neben,юххе
653,zwischen::PRP,zwischen,юккъехь
654,wegen::PRP,wegen,дуьхьа
655,dies::PRN,dies,и
656,dies::PRN,dies,иза
657,das::PRN,das,и
658,das::PRN,das,иза
659,alles::PRN,alles,дерриг
660,ich::PRN,ich,cо
661,du::PRN,du,хьо
662,er::PRN,er,и
663,er::PRN,er,иза
664,wir::PRN,wir,тхо
665,wir::PRN,wir,вай
666,ihr::PRN,ihr,шу
667,sie::PRN,sie,уьш
668,was::FPRN,was,хӏун
669,wer::FPRN,wer,мила
670,wo::FADV,wo,мичaхь
671,wohin::FADV,wohin,мича
672,wie::FADV,wie,муха
673,warum::FADV,warum,хӏунда
674,wieviel::FNUM,wieviel,мел
675,wieviel::FNUM,wieviel,маса
676,eins::NUM,eins,цхьаъ
677,zwei::NUM,zwei,шиъ
678,drei::NUM,drei,кхоъ
679,vier::NUM,vier,диъ
680,fünf::NUM,fünf,пхиъ
681,sechs::NUM,sechs,ялх
682,sieben::NUM,sieben,ворхӏ
683,acht::NUM,acht,бархӏ
684,neun::NUM,neun,исс
685,zehn::NUM,zehn,итт
686,elf::NUM,elf,цхьайтта
687,zwölf::NUM,zwölf,шийтта
688,zwanzig::NUM,zwanzig,ткъа
689,dreißig::NUM,dreißig,ткъе итт
690,vierzig::NUM,vierzig,шовзткъа
691,fünfzig::NUM,fünfzig,шовзткъе итт
692,sechzig::NUM,sechzig,кхузткъа
693,siebzig::NUM,siebzig,кхузткъе итт
694,achtzig::NUM,achtzig,дезткъа
695,neunzig::NUM,neunzig,дезткъе итт
696,hundert::NUM,hundert,бӏе
697,tausend::NUM,tausend,эзар
698,und::CNJ,und,a
699,oder::CNJ,oder,я
700,stehen::V,stehen,латта
701,sitzen::V,sitzen,хиъна ӏан
702,liegen::V,liegen,ӏилла
703,hängen::V,hängen,кхаза
704,werden::V,werden,хила
705,passieren::V,passieren,хила
706,beginnen::V,beginnen,доло
707,enden::V,enden,дӏадерза
708,wechseln::V,wechseln,хийца
709,aufgehen[Sonne]::V,aufgehen,кхета
710,untergehen[Sonne]::V,untergehen,чубуза
711,scheinen[Sonne]::V,scheinen,серло яла
712,donnern::V,donnern,къекъа
713,wehen::V,wehen,хьекха
714,strömen::V,strömen,эха
715,fließen::V,fließen,охьаэха
716,sich drehen::V,sich drehen,хьийза
717,schwanken::V,schwanken,леста
718,schwingen::V,schwingen,лесто
719,fallen::V,fallen,охьакхета
720,brennen::V,brennen,дага
721,rauchen::V,rauchen,оза
722,regnen::V,regnen,догlа догlу
723,gefrieren::V,gefrieren,гӏоро
724,tauen::V,tauen,даша
725,schmelzen::V,schmelzen,лала
726,trocknen::V,trocknen,дакъо
727,sieden::V,sieden,кхехка
728,faulen::V,faulen,дахкадала
729,verfaulen::V,verfaulen,дахкадала
730,reißen::V,reißen,хеда
731,versinken::V,versinken,хичудаха
732,vergehen::V,vergehen,дlаэха
733,erscheinen::V,erscheinen,схьадала
734,erscheinen::V,erscheinen,ӏоттадала
735,verschwinden::V,verschwinden,къайладала
736,sinken::V,sinken,лахдала
737,abnehmen::V,abnehmen,
738,zunehmen::V,zunehmen,лакхадала
739,steigen::V,steigen,хьаладала
740,wachsen::V,wachsen,кхиа
741,glänzen::V,glänzen,лепа
742,funkeln::V,funkeln,къега
743,lärmen::V,lärmen,гӏовгӏаян
744,läuten::V,läuten,детта
745,klingeln::V,klingeln,дека
746,klirren::V,klirren,дека
747,brausen::V,brausen,хьаьдда даха
748,rauschen::V,rauschen,леста
749,klingen::V,klingen,дека
750,bellen::V,bellen,лета
751,heulen::V,heulen,угӏа
752,blasen::V,blasen,хӏуп баха
753,pfeifen::V,pfeifen,шок етта
754,schreien::V,schreien,мохь бетта
755,stöhnen::V,stöhnen,узарш дан
756,zittern::V,zittern,дега
757,leben::V,leben,даха
758,geboren werden::V,geboren werden,хила
759,atmen::V,atmen,садеӏа
760,trinken::V,trinken,мала
761,essen::V,essen,кхалла
762,schlucken::V,schlucken,къурдбан
763,müde werden::V,müde werden,кӏаддала
764,einschlafen::V,einschlafen,наб кхета
765,schlafen::V,schlafen,вижа
766,schlafen::V,schlafen,наб ян
767,schlafen::V,schlafen,дижина хила
768,aufwachen::V,aufwachen,самадала
769,aufstehen::V,aufstehen,гӏатта
770,sich erholen::V,sich erholen,садаӏа
771,krank werden::V,krank werden,цомгуш хила
772,krank sein::V,krank sein,цомгуш хила
773,schmerzen::V,schmerzen,лаза
774,schmerzen::V,schmerzen,ӏийжа
