,Concept_ID,vep,eu
81,Boden::N,ma,lur
82,Boden::N,ma,zoru
83,Boden::N,pohj,lur
84,Boden::N,pohj,zoru
85,Erde::N,ma,lur
86,Staub::N,pölü,hauts
87,Rauch::N,savu,ke
88,Funke::N,kibin,zirta
89,Funke::N,kibin,txinparta
90,Feuer::N,lämoi,su
91,Licht::N,vauktuz,argi
92,Schatten::N,pil'vez,itzal
93,Schatten::N,pil'vez,geriza
94,Schatten::N,kuvahaine,itzal
95,Schatten::N,kuvahaine,geriza
96,Wetter::N,sä,eguraldi
97,Nebel::N,sumeg,laino
98,Wolke::N,pil'v,hodei
99,Regen::N,vihm,euri
100,Schnee::N,lumi,elur
101,Eis::N,jä,horma
102,Frost::N,hala,izotzaldi
103,Frost::N,pakaine,izotzaldi
104,Kälte::N,vilu,hotz
105,Hitze::N,räk,bero
106,Raureif::N,hüde,antzigar
107,Regenbogen::N,jumalanbembel',ostadar
108,Regenbogen::N,jumalanbembel',ortzadar
109,Donner::N,juru,ostots
110,Donner::N,juru,ihurtzuri
111,Donner::N,jumalanjuru,ostots
112,Donner::N,jumalanjuru,ihurtzuri
113,Strömung::N,joksmuz,laster
114,Tropfen::N,tilkuine,xorta
115,Schaum::N,vaht,bits
116,Schmutz::N,redu,lohi
117,Schmutz::N,redu,zikin
118,Schmutz::N,pačak,lohi
119,Schmutz::N,pačak,zikin
120,See::N,järv,laku
121,See::N,järv,aintzira
122,Sumpf::N,so,zingira
123,Moor::N,so,zohikaztegi
124,Wiese::N,nit,larre
125,Wiese::N,nit,belardi
126,Wald::N,mec,baso
127,Wald::N,mec,oihan
128,Hügel::N,kukaz,muino
129,Hügel::N,kukaz,pentoka
130,Anhöhe::N,kukaz,garai
131,Anhöhe::N,kukaz,goragune
132,Berg::N,mägi,mendi
133,Gipfel::N,ladv,gain
134,Gipfel::N,ladv,tontor
135,Höhle::N,mägionduz,kobazulo
136,Abhang::N,paute,aldapa
137,Quelle::N,lähte,iturri
138,Quelle::N,lähte,iturbegi
139,Bach::N,oja,lats
140,Bach::N,oja,erreka
141,Fluss::N,jogi,ibai
142,Fluss::N,jogi,uhaitz
143,Ufer::N,rand,bazter
144,Küste::N,randišt,itsasalde
145,Festland::N,kuivma,lehor
146,Meer::N,meri,itsaso
147,Bucht::N,laht,golko
148,Insel::N,sar',irla
149,Insel::N,sar',uharte
150,Blume::N,änik,lili
151,Gras::N,hein,belar
152,Wurzel::N,jur',zuztar
153,Wurzel::N,jur',sustrai
154,Baum::N,pu,zuhaitz
155,Stamm::N,tüvi,enbor
156,Rinde::N,kor',azal
157,Ast::N,oks,adar
158,Zweig::N,oks,abar
159,Zweig::N,barb,abar
160,Blatt::N,lehtez,hosto
161,Birke::N,koiv,urki
162,Kiefer[Baum]::N,pedai,ler
163,Weide[Baum]::N,raid,zume
164,Weide[Baum]::N,raid,sahats
165,Tanne::N,kuz',izei
166,Horn::N,sar'v,adar
167,Feder::N,höuneh,luma
168,Feder::N,höuneh,hegaki
169,Fell::N,nahk,ile
170,Fell::N,nahk,larru
171,Flügel::N,suug,hego
172,Klaue::N,künz',atzapar
173,Kralle::N,künz',erpe
174,Kralle::N,künz',atzapar
175,Schwanz::N,händ,isats
176,Schwanz::N,händ,buztan
177,Ei::N,muna,arrautza
178,Nest::N,peza,habia
179,Bau::N,uru,ohantze
180,Tier::N,živat,abere
181,Tier::N,živat,piztia
182,Herde::N,kogo,saldo
183,Herde::N,kogo,abere talde
184,Kuh::N,lehm,behi
185,Bulle::N,härg,zezen
186,Pferd::N,hebo,zaldi
187,Schaf::N,lambaz,ardi
188,Schwein::N,siga,urde
189,Schwein::N,siga,txerri
190,Hund::N,koir,txakur
191,Katze::N,kaži,katu
192,Bär::N,kondi,hartz
193,Eichhörnchen::N,orav,urtxintxa
194,Elch::N,hirb',altze
195,Fuchs::N,reboi,azeri
196,Hase::N,jäniš,erbi
197,Maus::N,hir',sagu
198,Wolf::N,händikaz,otso
199,Vogel::N,lind,txori
200,Vogel::N,lind,hegazti
201,Schwarm::N,parveh,aldra
202,Huhn::N,kana,oilo
203,Hahn::N,kukoi,oilar
204,Gans::N,hanh',antzara
205,Adler::N,orl,arrano
206,Ente::N,sorz,ahate
207,Eule::N,hir'pulo,hontza
208,Kranich::N,kurg,kurrilo
209,Krähe::N,variš,bele
210,Kuckuck::N,kägi,kuku
211,Schwan::N,joucen,beltxarga
212,Fisch::N,kala,arrain
213,Barsch::N,ahven,perka
214,Hecht::N,haug',lutxo
215,Schlange[Tier]::N,kü,suge
216,Schlange[Tier]::N,mado,suge
217,Wurm::N,mado,har
218,Spinne::N,hämähouk,armiarma
219,Ameise::N,murahaine,inurri
220,Laus::N,täi,zorri
221,Mücke::N,säs'k,eltxo
222,Fliege::N,kärbhaine,euli
223,Schmetterling::N,lipkaine,pinpirin
224,Schmetterling::N,lipkaine,tximeleta
225,Beere::N,marj,baia
226,Apfel::N,jablok,sagar
227,Pilz::N,sen',onddo
228,Pilz::N,sen',perretxiko
229,Pilz::N,babuk,onddo
230,Pilz::N,babuk,perretxiko
231,Zwiebel::N,lauk,tipula
232,Saat::N,semned,haziak
233,Korn::N,jüvä,ale
234,Korn::N,jüvä,pikor
235,Korn::N,vill',ale
236,Korn::N,vill',pikor
237,Heu::N,hein,belar ondu
238,Schale::N,kor',azal
239,Grube::N,kop,hobi
240,Falle::N,rida,harrapagailu
241,Schlinge::N,rihm,bilur
242,Schlinge::N,rihm,xedera
243,Spur::N,jäl'g,lorratz
244,Asche::N,tuhk,errauts
245,Dreck::N,redu,satsukeria
246,Dreck::N,pačak,satsukeria
247,Eisen::N,raud,burdina
248,Gold::N,kuld,urre
249,Gold::N,kuld,urregorri
250,Silber::N,hobed,zilar
251,Silber::N,hobed,urrezuri
252,Kohle::N,hil',ikatz
253,Glas::N,stökol,beira
254,Lehm::N,savi,buztin
255,Sand::N,lete,harea
256,Sand::N,lete,hondar
257,Mensch::N,mez',gizaki
258,Mensch::N,ristit,gizaki
259,Mann::N,mez',gizon
260,Frau::N,naine,andere
261,Frau::N,naine,emakume
262,Kind::N,laps',haur
263,Junge::N,poig,mutil
264,Junge::N,prihaine,mutil
265,Mädchen::N,neičukaine,neska
266,Familie::N,kanz,sendi
267,Familie::N,kanz,familia
268,Familie::N,pereh,sendi
269,Familie::N,pereh,familia
270,Großvater::N,ded,aitona
271,Großvater::N,ded,aitatxi
272,Großmutter::N,bab,amona
273,Großmutter::N,bab,amatxi
274,Eltern::N,vanhembad,gurasoak
275,Eltern::N,kazvatajad,gurasoak
276,Vater::N,tat,aita
277,Mutter::N,mam,ama
278,Sohn::N,poig,seme
279,Tochter::N,tütär,alaba
280,Bruder::N,veik,neba
281,Bruder::N,veik,anaia
282,Bruder::N,vell',neba
283,Bruder::N,vell',anaia
284,Schwester::N,čiža,ahizpa
285,Schwester::N,sizar,ahizpa
286,Onkel::N,däd',osaba
287,Tante::N,tädi,izeba
288,Ehemann::N,mužik,senar
289,Ehefrau::N,ak,emazte
290,Freude::N,ilo,poz
291,Freude::N,ilo,pozkari
292,Freude::N,ihastuz,poz
293,Freude::N,ihastuz,pozkari
294,Gelächter::N,nagr,barre
295,Gelächter::N,nagr,karkara
296,Glück::N,oza,zori
297,Kummer::N,gor'a,xangrin
298,Kummer::N,gor'a,atsekabe
299,Wunsch::N,taht,nahi
300,Wunsch::N,taht,nahikunde
301,Lust::N,himo,gogo
302,Geist::N,heng,gogo
303,Gedanke::N,meletuz,gogoeta
304,Gedächtnis::N,mušt,oroimen
305,Gedächtnis::N,mušt,gogoramen
306,Verstand::N,mel',adimen
307,Verstand::N,mel',ulermen
308,Sinn::N,jüvä,zentzu
309,Grund::N,sü,zergati
310,Wahrheit::N,tozi,egia
311,Gespräch::N,lodu,hizketa
312,Gespräch::N,lodu,elkarrizketa
313,Gespräch::N,pagin,hizketa
314,Gespräch::N,pagin,elkarrizketa
315,Märchen::N,sarn,ipuin
316,Erzählung::N,sanutez,edesti
317,Erzählung::N,sanutez,kontakizun
318,Nachricht::N,tedotuz,albiste
319,Neuigkeit::N,uzištuz,berri
320,Name::N,nimi,izen
321,Rätsel::N,ozoitez,asmakizun
322,Rede::N,pagin,hitzaldi
323,Rede::N,pagin,mintzaldi
324,Rede::N,sanad,hitzaldi
325,Rede::N,sanad,mintzaldi
326,Sprache::N,kel',hizkuntza
327,Stimme::N,än',ahots
328,Wort::N,sana,hitz
329,Zeichen::N,znam,agerbide
330,Zeichen::N,znam,agergarri
331,Ruf::N,kida,dei
332,Ruf::N,kucund,dei
333,Lärm::N,judu,zarata
334,Lärm::N,judu,harrabots
335,Laut::N,kulund,hots
336,Ton::N,kulund,tonu
337,Ton::N,kulund,soinu
338,Lied::N,pajo,abesti
339,Ruhe::N,lebu,nasaitasun
340,Leute::N,rahvaz,jende
341,Volk::N,rahvaz,herri
342,Volk::N,rahvaz,populu
343,Arbeit::N,tö,lan
344,Arbeit::N,rad,lan
345,Gast::N,adiv,arrotz
346,Gast::N,adiv,apopilo
347,Geschenk::N,lahj,opari
348,Spiel::N,vänd,jolas
349,Gesellschaft::N,sebr,gizarte
350,Hilfe::N,abu,helpide
351,Hilfe::N,abu,laguntza
352,Freund::N,sebranik,lagun
353,Kamerad::N,sebranik,adiskide
354,Kamerad::N,sebranik,lagunkide
355,Angelegenheit::N,azj,afera
356,Anzahl::N,lugu,kopuru
357,Art::N,rod,mota
358,Art::N,rodsugu,mota
359,Stück::N,pala,puska
360,Stück::N,supal,puska
361,Teil::N,pala,atal
362,Hälfte::N,pol',erdi
363,Kreis::N,ümbruz,biribilki
364,Kreis::N,kehkruz,biribilki
365,Kreuz::N,rist,gurutze
366,Linie::N,pird,linea
367,Strich::N,pird,marra
368,Abstand::N,keskust,tarte
369,Entfernung::N,matk,urrunera
370,Gegend::N,taho,alderdi
371,Gegend::N,taho,eskualde
372,Platz::N,avaruz',leku
373,Ort::N,koht,toki
374,Seite::N,pol',albo
375,Seite::N,kül'g,albo
376,Mitte::N,kesk,erdi
377,Gegenstand::N,kalu,gauzaki
378,Sache::N,azj,gauza
379,Rand::N,röun,ertz
380,Kante::N,röun,ertz
381,Ecke::N,saum,kantoi
382,Spitze::N,agjaine,punta
383,Ende::N,agj,buru
384,Ende::N,agj,mutur
385,Loch::N,reig,zulo
386,Winkel::N,čoga,zoko
387,Winkel::N,čoga,bazter
388,Winkel::N,saum,zoko
389,Winkel::N,saum,bazter
390,Muster::N,kirjam,eredu
391,Muster::N,kirjam,marrazki
392,Größe::N,suruz',kaizu
393,Größe::N,suruz',tamaina
394,Länge::N,piduz,luzera
395,Höhe::N,korktuz',goiera
396,Höhe::N,korktuz',garaiera
397,Gewicht::N,jügu,hazta
398,Gewicht::N,vedäduz,hazta
399,Menge::N,äjüz',kopuru
400,Haufen::N,kogo,pila
401,Haufen::N,kogo,mendoi
402,Reihe::N,rivi,ilara
403,Reihe::N,rivi,errenkada
404,Boot::N,veneh,potin
405,Boot::N,veneh,txalupa
406,Ruder::N,air,arraun
407,Schlitten::N,regi,lera
408,Schlitten::N,regi,narra
409,Schlitten::N,regut,lera
410,Schlitten::N,regut,narra
411,Ski::N,suks',eski
412,Lagerfeuer::N,nodj,su
413,Lagerfeuer::N,pažag,su
414,Last::N,jüguz,zama
415,Last::N,jüguz,karga
416,Gang::N,astund,ibilera
417,Schritt::N,hašk,pauso
418,Schritt::N,hašk,urrats
419,Norden::N,pohjoine,ipar
420,Norden::N,pohjoine,iparralde
421,Süden::N,suvi,hego
422,Süden::N,suvi,hegoalde
423,Westen::N,päivlaskm,sartalde
424,Westen::N,päivlaskm,mendebalde
425,Osten::N,päivnouzm,ekialde
426,Osten::N,päivnouzm,sortalde
427,Holz::N,pu,zur
428,Brett::N,laud,ohol
429,Platte::N,keitim,lauza
430,Stütze::N,tugi,irozgarri
431,Stütze::N,tugi,bermagailu
432,Stange::N,arz',haga
433,Stock::N,kalu,makila
434,Stab::N,seibaz,makila
435,Rohr::N,torv,hodi
436,Haus::N,pert',etxe
437,Heim::N,kodi,etxe
438,Heim::N,kodi,etxaleku
439,Ofen::N,päč,berogailu
440,Fußboden::N,lava,zoru
441,Tisch::N,laud,mahai
442,Tisch::N,stal'c,mahai
443,Stuhl::N,ištim,aulki
444,Wiege::N,kätte,kuma
445,Wiege::N,kätte,sehaska
446,Bett::N,sija,ohe
447,Bett::N,sija,ohatze
448,Bett::N,magaduzsija,ohe
449,Bett::N,magaduzsija,ohatze
450,Regal::N,palič,apalategi
451,Kiste::N,mülütim,kutxa
452,Fenster::N,ikun,leiho
453,Tür::N,uks',ate
454,Tor::N,verai,atari
455,Zaun::N,aid,hesi
456,Dach::N,katuz,teilatu
457,Leiter::N,pordhad,zurubi
458,Besen::N,lud,erratz
459,Besen::N,vast,erratz
460,Spaten::N,labid,burdinpala
461,Schaufel::N,labid,pala
462,Gabel::N,hangoine,sardexka
463,Löffel::N,luzik,koilara
464,Messer::N,veič,aizto
465,Nagel::N,nagl,iltze
466,Netz::N,verk,sare
467,Haken::N,kouk,mako
468,Griff::N,kägä,eskutoki
469,Griff::N,varz',eskutoki
470,Schloss::N,lukkol,sarraila
471,Bild::N,kuva,irudi
472,Figur::N,figur,figura
473,Puppe::N,tätüine,panpina
474,Puppe::N,tätüine,andrakila
475,Beutel::N,havad,zorro
476,Bündel::N,toppaz,azao
477,Bündel::N,toppaz,espal
478,Bündel::N,käč,azao
479,Bündel::N,käč,espal
480,Tasche::N,sumk,poltsa
481,Eimer::N,vädr,treska
482,Deckel::N,katuz,tapa
483,Deckel::N,katuz,estalki
484,Geschirr::N,astii,baxera
485,Geschirr::N,astii,ontziteria
486,Sack::N,havad,zaku
487,Tasse::N,čašk,kikara
488,Topf::N,pada,ontzi
489,Topf::N,pada,lapiko
490,Kessel::N,katil,pazia
491,Essen::N,sönd,janaldi
492,Nahrung::N,söm,jan
493,Speise::N,sömine,jaki
494,Fleisch::N,liha,okela
495,Fleisch::N,liha,haragi
496,Getreide::N,vill',labore
497,Brei::N,pudr,ahi
498,Brei::N,pudr,pure
499,Brot::N,leib,ogi
500,Scheibe::N,bibaleh,xerra
501,Scheibe::N,bibaleh,pirripita
502,Scheibe::N,šlik,xerra
503,Scheibe::N,šlik,pirripita
504,Fett::N,razv,urin
505,Fett::N,razv,koipe
506,Butter::N,voi,gurin
507,Öl::N,voi,olio
508,Salz::N,sol,gatz
509,Suppe::N,lem',zopa
510,Suppe::N,lem',salda
511,Suppe::N,keitoz,zopa
512,Suppe::N,keitoz,salda
513,Honig::N,mezi,ezti
514,Milch::N,maid,esne
515,Tee::N,čai,te
516,Leder::N,nahk,larru
517,Wolle::N,vill,artile
518,Stoff::N,kangaz,ehun
519,Nadel::N,negl,orratz
520,Nadel::N,negl,jostorratz
521,Faden::N,nit',hari
522,Knopf::N,nübl',botoi
523,Knoten::N,sol'm,korapilo
524,Farbe::N,muju,pintura
525,Kleidung::N,sobad,arropa
526,Kleidung::N,sobad,jantziak
527,Hemd::N,paid,atorra
528,Hemd::N,paid,alkandora
529,Kragen::N,kagluz,idun
530,Ärmel::N,hijam,mahuka
531,Hose::N,štanad,prakak
532,Hose::N,štanad,galtzak
533,Gürtel::N,vö,gerriko
534,Mütze::N,šapuk,txano
535,Mütze::N,šapuk,txapel
536,Schuh::N,keng',oski
537,Schuh::N,keng',oinetako
538,Stiefel::N,sapug,bota
539,Ring::N,rengaz,uztai
540,Band::N,lentaine,zinta
541,Band::N,lentaine,xingola
542,Kamm::N,suga,orrazi
543,Spiegel::N,zerkol,mirail
544,Riemen::N,vö,uhal
545,Schnur::N,nor,lokailu
546,Leine::N,talutimnor,lotura
547,Decke::N,sijakatuz,burusi
548,Kissen::N,pöluz,kuxin
549,Tuch::N,paik,zapi
550,Tuch::N,paik,oihal
551,Handtuch::N,käzipaik,eskuzapi
552,Handtuch::N,käzipaik,eskuoihal
553,Kraft::N,vägi,indar
554,Stärke::N,vahvuz',indar
555,Gesundheit::N,tervhuz,osasun
556,Krankheit::N,läžund,eritasun
557,Krankheit::N,läžund,gaixotasun
558,Schmerz::N,kibu,min
559,Wunde::N,čapatez,zauri
560,Fieber::N,säru,sukar
561,Arznei::N,zel'l',osagai
562,Arznei::N,zel'l',sendagai
563,Brücke::N,sild,zubi
564,Brunnen::N,kaiv,putzu
565,Weide::N,omaluine,alha
566,Weide::N,omaluine,bazkaleku
567,Pfad::N,tehut,zidor
568,Pfad::N,tehut,bidexka
569,Weg::N,te,bide
570,Straße::N,te,errepide
571,Dorf::N,külä,herri
572,Stadt::N,lidn,hiri
573,Brief::N,kirjeine,gutun
574,Brief::N,kirjeine,eskutitz
575,Buch::N,kirj,liburu
576,Buchstabe::N,kirjam,hizki
577,Zeitung::N,lehtez,egunkari
578,Leben::N,elo,bizi
579,Leben::N,elo,bizitza
580,Tod::N,surm,herio
581,Tod::N,surm,heriotza
582,Grab::N,kaum,hobi
583,Grab::N,kaum,hilobi
584,Kirche::N,jumalanpert',eliza
585,Sünde::N,grähk,hoben
586,Sünde::N,grähk,bekatu
587,Gott::N,jumal,jainko
588,Arbeiter::N,radnik,langile
589,Arbeiter::N,radnik,behargin
590,Chef::N,pämez',nagusi
591,Meister::N,mastar,maisu
592,Arzt::N,lekar',osagile
593,Arzt::N,lekar',sendagile
594,Lehrer::N,opendai,irakasle
595,Geld::N,rahad,diru
596,Geschäft::N,biznes,negozio
597,Laden::N,lauk,denda
598,Laden::N,lauk,saltegi
599,Preis::N,arv,prezio
600,Preis::N,arv,salneurri
601,Ware::N,tavar,salgai
602,Nutzen::N,liža,onura
603,Nutzen::N,liža,probetxu
604,Reichtum::N,kodielo,aberastasun
605,Reichtum::N,kal'huz',aberastasun
606,Welt::N,mail'm,ludi
607,Welt::N,mail'm,mundu
608,Land::N,ma,herrialde
609,Staat::N,valdkund,estatu
610,König::N,kunigaz,errege
611,Macht::N,vald,botere
612,Grenze::N,röun,muga
613,Krieg::N,soda,guda
614,Feind::N,vihanik,etsai
615,Feind::N,vihanik,arerio
616,Feind::N,vastustai,etsai
617,Feind::N,vastustai,arerio
618,Gewalt::N,vägivald,bortxa
619,Gewalt::N,vägivald,bortizkeria
620,Kampf::N,tora,gudu
621,Kampf::N,tora,auska
622,Bogen[Waffe]::N,taug,arku
623,Pfeil::N,nol,gezi
624,Gewehr::N,oružj,fusil
625,Fehler::N,viga,huts
626,Fehler::N,viga,hutsegin
627,Lüge::N,kelastuz,gezur
628,Schaden::N,pahuz',kalte
629,Unglück::N,bed,zoritxar
630,Unglück::N,bed,zorigaitz
631,Unglück::N,gor'a,zoritxar
632,Unglück::N,gor'a,zorigaitz
633,Schuld::N,värhuz',erru
634,Alter::N,igä,adin
635,Schluss::N,lop,bukaera
636,Zeit::N,aig,aldi
637,Zeit::N,aig,denbora
638,Tag::N,päiv,egun
639,Morgen::N,homendez,goiz
640,Mittag::N,keskpäiv,eguerdi
641,Abend::N,eht,arrats
642,Nacht::N,ö,gau
643,Woche::N,nedal',aste
644,Monat::N,ku,hil
645,Jahr::N,voz',urte
646,Frühling::N,keväz',udalehen
647,Sommer::N,keza,uda
648,Herbst::N,sügüz',udazken
649,Herbst::N,sügüz',neguantz
650,Winter::N,tal'v,negu
651,Januar::N,viluku,urtarril
652,Februar::N,uhoku,otsail
653,März::N,keväz'ku,martxo
654,April::N,sulaku,apiril
655,Mai::N,semendku,maiatz
656,Juni::N,kezaku,ekain
657,Juli::N,heinku,uztail
658,August::N,eloku,abuztu
659,September::N,sügüz'ku,irail
660,Oktober::N,reduku,urri
661,November::N,kül'mku,azaro
662,Dezember::N,tal'vku,abendu
663,Montag::N,ezmärg,astelehen
664,Dienstag::N,tožnarg,astearte
665,Mittwoch::N,koumanz'päiv,asteazken
666,Donnerstag::N,nellänz'päiv,ostegun
667,Freitag::N,pätnič,ostiral
668,Freitag::N,videnz'päiv,ostiral
669,Samstag::N,sobat,larunbat
670,Sonntag::N,pühäpäiv,igande
671,groß::A,sur',handi
672,groß::A,järed,handi
673,klein::A,pen',txiki
674,klein::A,pičuine,txiki
675,lang::A,pit'k,luze
676,kurz::A,lühüd,labur
677,breit::A,leved,zabal
678,schmal::A,kaid,mehar
679,dicht::A,tihed,sarri
680,dicht::A,tihed,trinko
681,dick[Gegenstand]::A,paks,lodi
682,dünn::A,hoik,mehe
683,fein::A,hen,fin
684,fest::A,luja,tinko
685,fest::A,ninev,tinko
686,flach::A,lapak,lau
687,flach::A,lapak,ordoki
688,glatt::A,siled,leun
689,hart::A,kova,gogor
690,weich::A,pehmed,bigun
691,weich::A,pehmed,beratz
692,rund::A,kehker,biribil
693,spitz::A,nügu,puntadun
694,spitz::A,terav,puntadun
695,scharf::A,terav,zorrotz
696,stumpf::A,tül'c,kamuts
697,schwer::A,jüged,astun
698,schwer::A,jüged,pisutsu
699,schön::A,čoma,eder
700,heiß::A,räk,bero
701,heiß::A,räk,oso bero
702,warm::A,läm',bero
703,kalt::A,vilu,hotz
704,kühl::A,raibak,hotzil
705,kühl::A,viluhk,hotzil
706,frisch::A,lahed,fresko
707,frisch::A,lahed,hozkirri
708,feucht::A,neps,heze
709,feucht::A,toreh,heze
710,nass::A,märg,busti
711,trocken::A,kuiv,siku
712,trocken::A,kuiv,lehor
713,voll::A,täuz',bete
714,leer::A,joudai,huts
715,offen::A,avoin,ireki
716,offen::A,avol'jaine,ireki
717,geschlossen::A,saubaline,itxita
718,sauber::A,puhtaz,xahu
719,sauber::A,puhtaz,garbi
720,schmutzig::A,redukaz,lohi
721,schmutzig::A,redukaz,zikin
722,roh::A,rohk,gordin
723,roh::A,toreh,gordin
724,reif::A,küps,umo
725,reif::A,küps,heldu
726,lecker::A,magukaz,goxo
727,süß::A,maged,goxo
728,bitter::A,karged,karmin
729,bitter::A,karged,garratz
730,sauer::A,muiged,mingots
731,hell::A,kirkas,argi
732,hell::A,valgei,argi
733,dunkel::A,pimed,ilun
734,schwarz::A,must,beltz
735,weiß::A,vauged,zuri
736,rot::A,rusked,gorri
737,gelb::A,pakuine,hori
738,blau::A,sinine,urdin
739,grün::A,vihand,berde
740,grün::A,vihand,musker
741,grau::A,hahk,urdin
742,grau::A,hahk,urdinabar
743,bunt::A,kirjav,koloretsu
744,billig::A,odav,merke
745,teuer::A,kalliž,garesti
746,wertvoll::A,arvokas,baliotsu
747,blind::A,soged,itsu
748,taub::A,kurdiž,gor
749,kräftig::A,vägev,kementsu
750,stark::A,vahv,bizkor
751,stark::A,vahv,indartsu
752,stark::A,vägekaz,bizkor
753,stark::A,vägekaz,indartsu
754,schwach::A,väll',ahul
755,schwach::A,väll',indargabe
756,fett::A,razvakaz,gizen
757,schlank::A,kapos,lerden
758,hübsch::A,čoma,polit
759,böse::A,äred,tzar
760,böse::A,äred,gaizto
761,böse::A,käred,tzar
762,böse::A,käred,gaizto
763,dumm::A,el'getoi,lelo
764,dumm::A,el'getoi,pello
765,faul::A,lašk,nagi
766,faul::A,lašk,alfer
767,fleißig::A,radonnavedii,maratz
768,fleißig::A,radonnavedii,lanzale
769,geizig::A,ažlak,zeken
770,geizig::A,ažlak,zikoitz
771,klug::A,melev,zuhur
772,klug::A,melekaz,zuhur
773,geschickt::A,mahtokaz,trebe
774,geschickt::A,mahtokaz,antzetsu
775,lieb::A,izo,maite
776,lieb::A,izo,laztan
777,lieb::A,sula,maite
778,lieb::A,sula,laztan
779,lustig::A,ilokaz,alaitsu
780,sanft::A,laskav,eme
781,sanft::A,laskav,ezti
782,hungrig::A,näl'ghine,gose
783,krank::A,läžui,eri
784,krank::A,läžui,gaixo
785,nackt::A,alastoi,biluzi
786,traurig::A,opalahine,itun
787,traurig::A,opalahine,betilun
788,lebendig::A,eläb,bizirik
789,gut::A,hüvä,on
790,schlecht::A,huba,txar
791,richtig::A,oiged,zuzen
792,schlimm::A,paha,larri
793,wahr::A,todesine,egiazko
794,alt::A,vanh,zahar
795,neu::A,uz',berri
796,ehemalig::A,edeline,lehengo
797,alt[Lebewesen]::A,ravaz,adindun
798,jung::A,nor',gazte
799,arm::A,gol'l',txiro
800,arm::A,gol'l',behartsu
801,reich::A,elokaz,dirudun
802,bekannt::A,tutab,ezagun
803,berühmt::A,tetab,entzun
804,berühmt::A,tetab,ospetsu
805,fremd::A,veraz,arrotz
806,verschieden::A,erazvuitte,ezberdin
807,verschieden::A,erazvuitte,desberdin
808,nah::A,läheline,hurre
809,nah::A,läheline,hurbil
810,fern::A,edahaine,urrun
811,linker::A,hura,ezker
812,rechter::A,oiged,eskuin
813,anderer::A,toine,beste
814,erster::A,ezmäine,lehen
815,erster::A,ezmäine,aurren
816,zweiter::A,toine,bigarren
817,dritter::A,koumanz',hirugarren
818,letzter::A,jäl'gmäine,azken
819,letzter::A,jäl'gmäine,hondar
820,allein::ADV,üksnäze,bakarrik
821,auf einmal::ADV,ühten aigan,batera
822,zusammen::ADV,ühtes,elkarrekin
823,lange::ADV,hätken,luzaro
824,plötzlich::ADV,äkkid,bat-batean
825,sofort::ADV,kerdalaz,berehala
826,später::ADV,möhemba,gero
