,Concept_ID,hu,zh
164,Maus::N,egér,老鼠
165,Wolf::N,farkas,狼
166,Vogel::N,madár,鸟
167,Schwarm::N,raj,群
168,Huhn::N,tyúk,鸡
169,Hahn::N,kakas,公鸡
170,Gans::N,lúd,鹅
171,Gans::N,liba,鹅
172,Adler::N,sas,鹰
173,Ente::N,kacsa,鸭
174,Eule::N,bagoly,猫头鹰
175,Kranich::N,daru,鹤
176,Krähe::N,varjú,乌鸦
177,Kuckuck::N,kakukk,布谷鸟
178,Schwan::N,hattyú,天鹅
179,Fisch::N,hal,鱼
180,Barsch::N,sügér,鲈鱼
181,Hecht::N,csuka,狗鱼
182,Schlange[Tier]::N,kígyó,蛇
183,Wurm::N,kukac,蠕虫
184,Spinne::N,pók,蜘蛛
185,Ameise::N,hangya,蚂蚁
186,Laus::N,tetű,虱子
187,Mücke::N,szúnyog,蚊子
188,Fliege::N,légy,苍蝇
189,Schmetterling::N,lepke,蝴蝶
190,Schmetterling::N,pillangó,蝴蝶
191,Beere::N,bogyó,将果
192,Apfel::N,alma,苹果
193,Pilz::N,gomba,蘑菇
194,Zwiebel::N,hagyma,洋葱
195,Saat::N,vetőmag,种子
196,Korn::N,mag,谷粒
197,Korn::N,szem,谷粒
198,Heu::N,széna,干草
199,Schale::N,héj,壳
200,Grube::N,verem,坑
201,Falle::N,csapda,圈套
202,Schlinge::N,tőr,活扣
203,Spur::N,nyom,踪迹
204,Asche::N,hamu,灰烬
205,Dreck::N,sár,污垢
206,Dreck::N,piszok,污垢
207,Eisen::N,vas,铁
208,Gold::N,arany,金子
209,Silber::N,ezüst,银
210,Kohle::N,szén,煤
211,Glas::N,üveg,玻璃
212,Lehm::N,agyag,粘土
213,Lehm::N,vályog,粘土
214,Sand::N,homok,沙
215,Mensch::N,ember,人
216,Mann::N,úr,男子
217,Mann::N,férfi,男子
218,Frau::N,nő,妇女
219,Frau::N,asszony,妇女
220,Kind::N,gyerek,小孩
221,Kind::N,gyermek,小孩
222,Junge::N,fiú,男孩
223,Mädchen::N,lány,女孩
224,Familie::N,család,家庭
225,Großvater::N,nagyapa,祖父
226,Großmutter::N,nagyanya,祖母
227,Eltern::N,szülők,父母
228,Vater::N,apa,父亲
229,Vater::N,atya,父亲
230,Mutter::N,anya,母亲
231,Sohn::N,fiú,儿子
232,Tochter::N,lány,女儿
233,Bruder::N,fivér,兄弟
234,Bruder::N,testvér,兄弟
235,Schwester::N,nővér,姐妹
236,Schwester::N,lánytestvér,姐妹
237,Onkel::N,nagybácsi,伯父
238,Tante::N,nagynéni,阿姨
239,Ehemann::N,férj,丈夫
240,Ehefrau::N,feleség,妻子
241,Freude::N,öröm,愉快
242,Gelächter::N,nevetés,大笑
243,Gelächter::N,hahotázás,大笑
244,Glück::N,boldogság,运气
245,Kummer::N,bánat,苦恼
246,Wunsch::N,óhaj,愿望
247,Lust::N,kedv,乐趣
248,Geist::N,elme,精神
249,Geist::N,szellem,精神
250,Gedanke::N,gondolat,思想
251,Gedächtnis::N,emlékezet,记性
252,Verstand::N,ész,理智
253,Verstand::N,értelem,理智
254,Sinn::N,értelem,感觉
255,Grund::N,ok,理由
256,Grund::N,alap,理由
257,Wahrheit::N,igaz,真理
258,Wahrheit::N,igazság,真理
259,Gespräch::N,beszélgetés,谈话
260,Märchen::N,mese,童话
261,Erzählung::N,elbeszélés,故事
262,Nachricht::N,hír,消息
263,Nachricht::N,híradás,消息
264,Neuigkeit::N,újság,新闻
265,Name::N,név,名字
266,Rätsel::N,rejtvény,谜语
267,Rede::N,beszéd,讲话
268,Rede::N,szónoklat,讲话
269,Sprache::N,nyelv,语言
270,Stimme::N,hang,声音
271,Wort::N,szó,词
272,Zeichen::N,jel,标记
273,Ruf::N,kiáltás,呼喊
274,Lärm::N,zaj,噪音
275,Laut::N,hang,响声
276,Ton::N,hang,声音
277,Lied::N,dal,歌曲
278,Lied::N,ének,歌曲
279,Ruhe::N,csend,安静
280,Ruhe::N,nyugalom,安静
281,Leute::N,emberek,人们
282,Volk::N,nép,人民
283,Arbeit::N,dolog,劳动
284,Gast::N,vendég,客人
285,Geschenk::N,ajándék,礼物
286,Spiel::N,játék,游戏
287,Gesellschaft::N,társaság,陪同
288,Hilfe::N,segítség,帮助
289,Freund::N,barát,朋友
290,Kamerad::N,társ,同志
291,Angelegenheit::N,ügy,事情
292,Anzahl::N,szám,数目
293,Art::N,faj,种类
294,Art::N,fajta,种类
295,Stück::N,darab,块
296,Teil::N,rész,部分
297,Hälfte::N,fél,一半
298,Kreis::N,kör,圆
299,Kreuz::N,kereszt,十字架
300,Linie::N,vonal,线条
301,Strich::N,vonás,划
302,Abstand::N,köz,距离
303,Entfernung::N,távolság,距离
304,Gegend::N,táj,地区
305,Gegend::N,vidék,地区
306,Platz::N,hely,场所
307,Ort::N,hely,地点
308,Seite::N,fél,面
309,Seite::N,oldal,面
310,Mitte::N,közép,中间
311,Gegenstand::N,tárgy,物品
312,Sache::N,dolog,物
313,Rand::N,szél,边
314,Rand::N,perem,边
315,Rand::N,szegély,边
316,Kante::N,él,棱
317,Ecke::N,sarok,角
318,Ecke::N,szöglet,角
319,Spitze::N,csúcs,尖
320,Ende::N,vég,结尾
321,Loch::N,lyuk,洞
322,Winkel::N,szög,角度
323,Muster::N,minta,模型
324,Größe::N,nagyság,大小
325,Länge::N,hossz,长度
326,Länge::N,hosszúság,长度
327,Höhe::N,magasság,高度
328,Gewicht::N,súly,重量
329,Menge::N,sokaság,数量
330,Menge::N,mennyiség,数量
331,Haufen::N,halom,堆
332,Reihe::N,sor,行
333,Boot::N,csónak,小船
334,Ruder::N,evező,奖
335,Schlitten::N,szánkó,雪橇
336,Ski::N,sí,雪板
337,Lagerfeuer::N,tábortűz,营火
338,Last::N,teher,负担
339,Gang::N,járás,行走
340,Schritt::N,lépés,步伐
341,Norden::N,észak,北
342,Süden::N,dél,南
343,Westen::N,nyugat,西
344,Osten::N,kelet,东
345,Holz::N,fa,木材
346,Brett::N,deszka,木板
347,Platte::N,lap,平板
348,Platte::N,lemez,平板
349,Stütze::N,támasz,支架
350,Stütze::N,támaszték,支架
351,Stange::N,rúd,杆
352,Stange::N,pózna,杆
353,Stock::N,pálca,棒
354,Stab::N,bot,棍
355,Rohr::N,cső,管子
356,Haus::N,ház,房屋
357,Heim::N,otthon,家
358,Ofen::N,kályha,炉子
359,Fußboden::N,padló,地板
360,Tisch::N,asztal,桌子
361,Stuhl::N,szék,椅子
362,Wiege::N,bölcső,摇蓝
363,Bett::N,ágy,床
364,Regal::N,polc,架子
365,Regal::N,állvány,架子
366,Kiste::N,láda,箱子
367,Fenster::N,ablak,窗户
368,Tür::N,ajtó,门
369,Tor::N,kapu,大门
370,Zaun::N,kerítés,篱笆
371,Dach::N,tető,屋顶
372,Leiter::N,létra,梯子
373,Besen::N,seprű,扫帚
374,Spaten::N,ásó,铁锹
375,Schaufel::N,lapát,铁锹
376,Gabel::N,villa,叉
377,Löffel::N,kanál,食匙
378,Messer::N,kés,刀
379,Nagel::N,szeg,钉子
380,Netz::N,háló,网
381,Haken::N,kampó,钩子
382,Griff::N,nyél,把柄
383,Griff::N,fogantyú,把柄
384,Schloss::N,zár,锁
385,Bild::N,kép,图画
386,Figur::N,alak,人像
387,Puppe::N,bábu,娃娃
388,Beutel::N,zacskó,袋子
389,Bündel::N,köteg,捆
390,Tasche::N,táska,手提包
391,Eimer::N,vödör,桶
392,Deckel::N,fedő,盖子
393,Deckel::N,fedél,盖子
394,Geschirr::N,edény,餐具
395,Sack::N,zsák,袋子
396,Tasse::N,csésze,杯子
397,Topf::N,fazék,锅
398,Kessel::N,üst,水壶
399,Kessel::N,bogrács,水壶
400,Essen::N,evés,进餐
401,Essen::N,étkezés,进餐
402,Nahrung::N,ennivaló,食物
403,Speise::N,étel,菜肴
404,Fleisch::N,hús,肉
405,Getreide::N,gabona,谷物
406,Brei::N,pép,粥
407,Brei::N,kása,粥
408,Brot::N,kenyér,面包
409,Scheibe::N,szelet,片
410,Fett::N,háj,脂肪
411,Fett::N,zsír,脂肪
412,Butter::N,vaj,黄油
413,Öl::N,olaj,油
414,Salz::N,só,盐
415,Suppe::N,leves,汤
416,Honig::N,méz,蜂蜜
417,Milch::N,tej,奶
418,Tee::N,tea,茶
419,Leder::N,bőr,皮革
420,Wolle::N,gyapjú,毛线
421,Stoff::N,szövet,织物
422,Nadel::N,tű,针
423,Faden::N,fonál,线
424,Knopf::N,gomb,纽扣
425,Knoten::N,csomó,结
426,Farbe::N,szín,颜色
427,Farbe::N,festék,颜色
428,Kleidung::N,ruha,衣服
429,Kleidung::N,ruházat,衣服
430,Hemd::N,ing,衬衫
431,Kragen::N,gallér,领子
432,Ärmel::N,ujj,袖子
433,Hose::N,gatya,裤子
434,Hose::N,nadrág,裤子
435,Gürtel::N,öv,腰带
436,Mütze::N,sapka,帽子
437,Schuh::N,cipő,鞋
438,Stiefel::N,csizma,靴子
439,Ring::N,gyűrű,戒指
440,Band::N,szalag,带子
441,Kamm::N,fésű,梳子
442,Spiegel::N,tükör,镜子
443,Riemen::N,szíj,皮带
444,Schnur::N,zsinór,绳子
445,Leine::N,póráz,皮带
446,Decke::N,takaró,被子
447,Kissen::N,párna,软垫
448,Tuch::N,kendő,巾
449,Handtuch::N,törülköző,手巾
450,Kraft::N,erő,力
451,Stärke::N,erő,力量
452,Stärke::N,erősség,力量
453,Gesundheit::N,egészség,健康
454,Krankheit::N,kór,病
455,Krankheit::N,betegség,病
456,Schmerz::N,fájdalom,痛
457,Wunde::N,seb,伤口
458,Fieber::N,láz,发烧
459,Arznei::N,orvosság,药
460,Arznei::N,gyógyszer,药
461,Brücke::N,híd,桥
462,Brunnen::N,kút,井
463,Weide::N,legelő,牧场
464,Pfad::N,ösvény,小路
465,Weg::N,út,路
466,Straße::N,út,街
467,Dorf::N,falu,村庄
468,Stadt::N,város,城市
469,Brief::N,levél,信
470,Buch::N,könyv,书
471,Buchstabe::N,betű,字母
472,Zeitung::N,újság,报纸
473,Zeitung::N,hírlap,报纸
474,Leben::N,élet,生命
475,Tod::N,halál,死亡
476,Grab::N,sír,坟墓
477,Kirche::N,templom,教堂
478,Sünde::N,bűn,罪
479,Sünde::N,vétek,罪
480,Gott::N,isten,上帝
481,Arbeiter::N,munkás,工人
482,Chef::N,főnök,上司
483,Meister::N,mester,师傅
484,Arzt::N,orvos,医生
485,Lehrer::N,tanár,教师
486,Lehrer::N,tanító,教师
487,Geld::N,pénz,钱
488,Geschäft::N,üzlet,交易
489,Laden::N,bolt,商店
490,Preis::N,ár,价格
491,Ware::N,áru,商品
492,Nutzen::N,haszon,好处
493,Reichtum::N,gazdagság,财富
494,Welt::N,világ,世界
495,Land::N,ország,国家
496,Staat::N,állam,国家
497,König::N,király,国王
498,Macht::N,hatalom,权力
499,Grenze::N,határ,边界
500,Krieg::N,háború,战争
501,Feind::N,ellenség,敌人
502,Gewalt::N,erőszak,暴力
503,Kampf::N,harc,战斗
504,Bogen[Waffe]::N,íj,弓
505,Pfeil::N,nyíl,箭
506,Gewehr::N,puska,枪
507,Gewehr::N,fegyver,枪
508,Fehler::N,hiba,错误
509,Lüge::N,hazugság,谎话
510,Schaden::N,kár,损失
511,Unglück::N,csapás,不幸
512,Unglück::N,balszerencse,不幸
513,Schuld::N,bűn,过错
514,Alter::N,kor,年龄
515,Schluss::N,vég,结束
516,Schluss::N,befejezés,结束
517,Zeit::N,idő,时间
518,Tag::N,nap,天
519,Morgen::N,reggel,早晨
520,Mittag::N,dél,中午
521,Abend::N,este,晚上
522,Nacht::N,éj,夜
523,Nacht::N,éjszaka,夜
524,Woche::N,hét,星期
525,Monat::N,hó,月
526,Monat::N,hónap,月
527,Jahr::N,év,年
528,Frühling::N,tavasz,春天
529,Sommer::N,nyár,夏天
530,Herbst::N,ősz,秋天
531,Winter::N,tél,冬天
532,Januar::N,január,一月
533,Februar::N,február,二月
534,März::N,március,三月
535,April::N,április,四月
536,Mai::N,május,五月
537,Juni::N,június,六月
538,Juli::N,július,七月
539,August::N,augusztus,八月
540,September::N,szeptember,九月
541,Oktober::N,október,十月
542,November::N,november,十一月
543,Dezember::N,december,十二月
544,Montag::N,hétfő,星期一
545,Dienstag::N,kedd,星期二
546,Mittwoch::N,szerda,星期三
547,Donnerstag::N,csütörtök,星期四
548,Freitag::N,péntek,星期五
549,Samstag::N,szombat,星期六
550,Sonntag::N,vasárnap,星期日
551,groß::A,nagy,大
552,klein::A,pici,小
553,klein::A,kicsi,小
554,lang::A,hosszú,长
555,kurz::A,rövid,短
556,breit::A,széles,宽
557,schmal::A,keskeny,细长的
558,dicht::A,sűrű,密
559,dick[Gegenstand]::A,vastag,厚
560,dünn::A,vékony,薄
561,fein::A,vékony,细小
562,fest::A,szilárd,固体
563,flach::A,sík,平坦
564,flach::A,lapos,平坦
565,glatt::A,sima,光滑
566,hart::A,kemény,硬
567,weich::A,puha,软
568,rund::A,kerek,圆
569,spitz::A,hegyes,尖
570,scharf::A,éles,锋利
571,stumpf::A,tompa,钝
572,stumpf::A,életlen,钝
573,schwer::A,nehéz,重
574,schwer::A,súlyos,重
575,schön::A,szép,美丽
576,heiß::A,forró,烫
577,warm::A,meleg,暖和
578,kalt::A,hideg,冷
579,kühl::A,hűs,凉
580,kühl::A,hűvös,凉
581,frisch::A,üde,新鲜
582,frisch::A,friss,新鲜
583,feucht::A,nedves,潮湿
584,nass::A,vizes,湿
585,trocken::A,száraz,干
586,voll::A,telt,满
587,leer::A,üres,空
588,offen::A,nyílt,敞开
589,offen::A,nyitott,敞开
590,geschlossen::A,zárt,关闭
591,geschlossen::A,csukott,关闭
592,sauber::A,tiszta,干净
593,schmutzig::A,piszkos,肮脏
594,schmutzig::A,szennyes,肮脏
595,roh::A,nyers,生
596,reif::A,érett,成熟
597,lecker::A,finom,好吃
598,süß::A,édes,甜
599,bitter::A,keserű,苦
600,sauer::A,savanyú,酸
601,hell::A,világos,亮
602,dunkel::A,sötét,阴暗
603,schwarz::A,fekete,黑
604,weiß::A,fehér,白
605,rot::A,vörös,红
606,gelb::A,sárga,黄
607,blau::A,kék,蓝
608,grün::A,zöld,绿
609,grau::A,ősz,灰色
610,grau::A,szürke,灰色
611,bunt::A,tarka,五彩
612,bunt::A,színes,五彩
613,billig::A,olcsó,便宜
614,teuer::A,drága,贵
615,wertvoll::A,értékes,贵重
616,blind::A,vak,瞎
617,taub::A,süket,聋
618,kräftig::A,erős,强壮
619,stark::A,erős,强壮
620,schwach::A,gyenge,弱
621,schwach::A,erőtlen,弱
622,fett::A,hájas,胖
623,schlank::A,karcsú,苗条
624,hübsch::A,csinos,漂亮
625,böse::A,rossz,邪恶
626,böse::A,gonosz,邪恶
627,dumm::A,buta,笨
628,dumm::A,ostoba,笨
629,faul::A,lusta,懒惰
630,fleißig::A,szorgalmas,勤奋
631,geizig::A,fukar,吝啬
632,geizig::A,fösvény,吝啬
633,klug::A,okos,聪明
634,klug::A,eszes,聪明
635,geschickt::A,ügyes,灵巧
636,lieb::A,drága,可爱
637,lieb::A,kedves,可爱
638,lustig::A,víg,快乐
639,lustig::A,vidám,快乐
640,sanft::A,enyhe,柔和
641,hungrig::A,éhes,饥饿
642,krank::A,beteg,患病
643,nackt::A,csupasz,裸体
644,nackt::A,meztelen,裸体
645,traurig::A,bús,悲哀
646,traurig::A,szomorú,悲哀
647,lebendig::A,élő,活
648,gut::A,jó,好
649,schlecht::A,rossz,坏
650,richtig::A,helyes,正确
651,schlimm::A,rossz,糟糕
652,wahr::A,igaz,真
653,alt::A,ó,旧
654,alt::A,régi,旧
655,neu::A,új,新
656,ehemalig::A,volt,以前
657,ehemalig::A,egykori,以前
658,alt[Lebewesen]::A,öreg,老
659,jung::A,fiatal,年轻
660,arm::A,szegény,贫穷
661,reich::A,gazdag,富裕
662,bekannt::A,ismert,出名
663,bekannt::A,ismeretes,出名
664,berühmt::A,híres,著名
665,fremd::A,idegen,陌生
666,verschieden::A,különböző,不同
667,nah::A,közeli,近
668,fern::A,távoli,遥远
669,linker::A,bal,左
670,rechter::A,jobb,右
671,anderer::A,más,别的
672,anderer::A,másik,别的
673,erster::A,első,第一
674,zweiter::A,második,第二
675,dritter::A,harmadik,第三
676,letzter::A,utolsó,最后
677,allein::ADV,egyedül,单独
678,auf einmal::ADV,egyszerre,同时
679,zusammen::ADV,együtt,一起
680,zusammen::ADV,összesen,一起
681,lange::ADV,sokáig,许久
682,lange::ADV,hosszan,许久
683,plötzlich::ADV,hirtelen,忽然
684,plötzlich::ADV,egyszerre,忽然
685,sofort::ADV,rögtön,立刻
686,sofort::ADV,tüstént,立刻
687,später::ADV,későn,以后
688,jetzt::ADV,most,现在
689,heute::ADV,ma,今天
690,morgen::ADV,holnap,明天
691,bald::ADV,majd,即将
692,bald::ADV,nemsokára,即将
693,dann::ADV,akkor,然后
694,gestern::ADV,tegnap,昨天
695,einst::ADV,hajdan,曾经
696,damals::ADV,akkor,当时
697,damals::ADV,akkoriban,当时
698,danach::ADV,azután,随后
699,vorher::ADV,előbb,事先
700,zuerst::ADV,először,首先
701,einmal::ADV,egyszer,一次
702,manchmal::ADV,néha,有时
703,manchmal::ADV,olykor,有时
704,oft::ADV,sokszor,时常
705,immer::ADV,mindig,总是
706,niemals::ADV,sohasem,从未
707,hier::ADV,itt,这里
708,hierhin::ADV,erre,到这里
709,von hier::ADV,innen,由此
710,dort::ADV,ott,那里
711,dorthin::ADV,oda,到那里
712,geradeaus::ADV,egyenesen,一直往前
713,vorwärts::ADV,előre,向前
714,rückwärts::ADV,hátrafelé,向后
715,zurück::ADV,hátra,退后
716,zurück::ADV,vissza,退后
717,unten::ADV,alul,下面
718,hinab::ADV,le,向下
719,hinab::ADV,lefelé,向下
720,oben::ADV,fenn,上面
721,oben::ADV,felül,上面
722,hinauf::ADV,fel,向上
723,hinauf::ADV,felfelé,向上
724,überall::ADV,mindenütt,到处
725,nicht::ADV,nem,不
726,ein wenig::ADV,egy kicsit,一点儿
727,kaum::ADV,alig,几乎不
728,sehr::ADV,nagyon,很
729,so::ADV,úgy,如此
730,noch::ADV,még,还
731,nur::ADV,csak,只
732,nur::ADV,csupán,只
733,schon::ADV,már,已经
734,wieder::ADV,ismét,又
735,wieder::ADV,megint,又
736,vergebens::ADV,hiába,
737,vor::PRP,előtt,在...面前
738,hinter::PRP,mögött,在...背后
739,unter::PRP,alatt,在...下面
740,durch::PRP,át,穿过
741,durch::PRP,keresztül,穿过
742,neben::PRP,mellett,在...旁
743,zwischen::PRP,között,在...之间
744,wegen::PRP,miatt,由于
745,wegen::PRP,végett,由于
746,dies::PRN,ez,这
747,das::PRN,az,那
748,alles::PRN,minden,一切
749,ich::PRN,én,我
750,du::PRN,te,你
751,er::PRN,ő,他
752,wir::PRN,mi,我们
753,ihr::PRN,ti,你们
754,sie::PRN,ők,她
755,was::FPRN,mi,什么
756,wer::FPRN,ki,谁
757,wo::FADV,hol,哪里
758,wohin::FADV,hova,去哪里
759,wie::FADV,hogy,怎么
760,wie::FADV,hogyan,怎么
761,warum::FADV,miért,为什么
762,wieviel::FNUM,hány,多少
763,wieviel::FNUM,mennyi,多少
764,eins::NUM,egy,一
765,zwei::NUM,kettő,二
766,drei::NUM,három,三
767,vier::NUM,négy,四
768,fünf::NUM,öt,五
769,sechs::NUM,hat,六
770,sieben::NUM,hét,七
771,acht::NUM,nyolc,八
772,neun::NUM,kilenc,九
773,zehn::NUM,tíz,十
774,elf::NUM,tizenegy,十一
775,zwölf::NUM,tizenkettő,十二
776,zwanzig::NUM,húsz,二十
777,dreißig::NUM,harminc,三十
778,vierzig::NUM,negyven,四十
779,fünfzig::NUM,ötven,五十
780,sechzig::NUM,hatvan,六十
781,siebzig::NUM,hetven,七十
782,achtzig::NUM,nyolcvan,八十
783,neunzig::NUM,kilencven,九十
784,hundert::NUM,száz,百
785,tausend::NUM,ezer,千
786,und::CNJ,és,和
787,und::CNJ,meg,和
788,oder::CNJ,vagy,或者
789,stehen::V,áll,站
790,sitzen::V,ül,坐
791,liegen::V,fekszik,躺着
792,hängen::V,függ,挂着
793,werden::V,lesz,成为
794,passieren::V,történik,发生
795,beginnen::V,kezdődik,开始
796,enden::V,végződik,终止
797,enden::V,befejeződik,终止
798,wechseln::V,változik,变迁
799,aufgehen[Sonne]::V,kel,升起
800,untergehen[Sonne]::V,lemegy,下落
801,scheinen[Sonne]::V,süt,照射
802,donnern::V,dörög,打雷
803,wehen::V,fúj,飘扬
804,strömen::V,áramlik,流
805,fließen::V,folyik,流动
806,sich drehen::V,forog,转动
807,schwanken::V,inog,摇摆
808,schwanken::V,ingadozik,摇摆
809,schwingen::V,leng,摇
810,fallen::V,esik,坠落
811,brennen::V,ég,燃烧
812,rauchen::V,füstöl,冒烟
813,regnen::V,esik,下雨
814,gefrieren::V,megfagy,结冰
815,tauen::V,olvad,融化
816,schmelzen::V,olvad,溶化
817,schmelzen::V,elolvad,溶化
818,trocknen::V,szárad,变干
819,sieden::V,forr,煮
820,faulen::V,rothad,腐烂
821,verfaulen::V,elrothad,腐烂
822,verfaulen::V,megrothad,腐烂
823,reißen::V,szakad,撕
824,versinken::V,süllyed,下沉
825,versinken::V,elsüllyed,下沉
826,vergehen::V,múlik,流逝
827,vergehen::V,elmúlik,流逝
828,erscheinen::V,feltűnik,出现
829,erscheinen::V,megjelenik,出现
830,verschwinden::V,letűnik,消失
831,sinken::V,süllyed,下降
832,abnehmen::V,apad,减少
833,abnehmen::V,csökken,减少
834,zunehmen::V,növekszik,增加
835,zunehmen::V,gyarapszik,增加
836,steigen::V,emelkedik,上升
837,wachsen::V,nő,生长
838,wachsen::V,terem,生长
839,wachsen::V,növekszik,生长
840,glänzen::V,ragyog,发光
841,glänzen::V,fénylik,发光
842,funkeln::V,csillog,闪烁
843,funkeln::V,tündöklik,闪烁
844,lärmen::V,lármázik,吵闹
845,läuten::V,cseng,响
846,klingeln::V,csenget,按铃
847,klirren::V,csörömpöl,
848,brausen::V,zúg,疾驶
849,brausen::V,morajlik,疾驶
850,rauschen::V,zúg,
851,klingen::V,hangzik,听起来
852,bellen::V,ugat,吠
853,heulen::V,bőg,嗥
854,heulen::V,üvölt,嗥
855,blasen::V,fúj,吹
856,pfeifen::V,fütyül,吹口哨
857,schreien::V,kiált,叫喊
858,schreien::V,kiabál,叫喊
859,stöhnen::V,nyög,呻吟
860,zittern::V,remeg,颤抖
861,zittern::V,reszket,颤抖
862,leben::V,él,生存
