,Concept_ID,nl,ja
861,strömen::V,stromen,流れる
862,fließen::V,vloeien,流れる
863,sich drehen::V,draaien,回転する
864,sich drehen::V,zich draaien,回転する
865,schwanken::V,wankelen,揺れる
866,schwingen::V,zwieren,振動する
867,fallen::V,vallen,落ちる
868,brennen::V,branden,燃える
869,rauchen::V,roken,煙を出す
870,regnen::V,regenen,雨が降る
871,gefrieren::V,bevriezen,凍る
872,tauen::V,dooien,溶ける
873,schmelzen::V,smelten,溶ける
874,trocknen::V,drogen,乾く
875,sieden::V,koken,沸く
876,sieden::V,zieden,沸く
877,faulen::V,rotten,腐る
878,verfaulen::V,verrotten,朽ちる
879,reißen::V,scheuren,切れる
880,versinken::V,verzinken,沈む
881,vergehen::V,vergaan,経つ
882,erscheinen::V,opdagen,現れる
883,erscheinen::V,verschijnen,現れる
884,verschwinden::V,verdwijnen,消える
885,sinken::V,zinken,下がる
886,abnehmen::V,afnemen,減る
887,abnehmen::V,verminderen,減る
888,zunehmen::V,toenemen,増える
889,steigen::V,stijgen,上がる
890,steigen::V,omhooggaan,上がる
891,wachsen::V,groeien,伸びる
892,glänzen::V,glanzen,輝く
893,glänzen::V,schitteren,輝く
894,funkeln::V,fonkelen,ぴかぴか光る
895,lärmen::V,lawaai maken,騒ぐ
896,läuten::V,luiden,鳴る
897,klingeln::V,bellen,鳴る
898,klirren::V,rinkelen,がらんがらんと鳴る
899,brausen::V,bruisen,逆巻く
900,rauschen::V,ruisen,戦ぐ
901,klingen::V,klinken,鳴る
902,bellen::V,blaffen,吠える
903,heulen::V,huilen,きゃんきゃん鳴く
904,blasen::V,blazen,吹く
905,pfeifen::V,fluiten,口笛を吹く
906,schreien::V,gillen,叫ぶ
907,schreien::V,schreeuwen,叫ぶ
908,stöhnen::V,steunen,うめく
909,zittern::V,beven,震える
910,zittern::V,sidderen,震える
911,leben::V,leven,生きている
912,geboren werden::V,geboren worden,生まれる
913,atmen::V,ademen,呼吸する
914,trinken::V,drinken,飲む
915,essen::V,eten,食べる
916,schlucken::V,slikken,飲み込む
917,müde werden::V,moe worden,眠くなる
918,einschlafen::V,inslapen,寝付く
919,schlafen::V,slapen,眠る
920,aufwachen::V,ontwaken,目が覚める
921,aufwachen::V,wakker worden,目が覚める
922,aufstehen::V,opstaan,起きる
923,sich erholen::V,zich ontspannen,休養する
924,krank werden::V,ziek worden,病気になる
925,krank sein::V,ziek zijn,病気である
926,schmerzen::V,pijn doen,痛む
927,husten::V,hoesten,咳をする
928,genesen::V,genezen,元気になる
929,sterben::V,sterven,死ぬ
930,sterben::V,sterven,亡くなる
931,sterben::V,overlijden,死ぬ
932,sterben::V,overlijden,亡くなる
933,umkommen::V,omkomen,死亡する
934,sich bewegen::V,zich bewegen,移動する
935,sich rühren::V,zich verroeren,動く
936,sich erheben::V,oprijzen,立ち上がる
937,sich erheben::V,verrijzen,立ち上がる
938,sich setzen::V,gaan zitten,座る
939,hinfallen::V,vallen,転ぶ
940,hinfallen::V,neervallen,転ぶ
941,laufen::V,lopen,歩く
942,schreiten::V,stappen,跨ぐ
943,schreiten::V,schrijden,跨ぐ
944,spazierengehen::V,gaan wandelen,散歩する
945,eilen::V,ijlen,急ぐ
946,eilen::V,haasten,急ぐ
947,sich beeilen::V,zich haasten,焦る
948,sausen::V,stuiven,疾駆する
949,rennen::V,rennen,走る
950,springen::V,springen,跳ぶ
951,klettern::V,klimmen,よじ登る
952,klettern::V,klauteren,よじ登る
953,schaukeln::V,schommelen,ぶらんこに乗る
954,kriechen::V,kruipen,這う
955,schwimmen::V,zwemmen,泳ぐ
956,tauchen::V,duiken,潜る
957,rudern::V,roeien,漕ぐ
958,fahren::V,rijden,行く
959,fahren::V,rijden,乗車する
960,fliegen::V,vliegen,飛ぶ
961,gehen::V,gaan,行く
962,weggehen::V,weggaan,立ち去る
963,abfahren::V,vertrekken,出発する
964,anhalten::V,stoppen,止まる
965,anhalten::V,stilhouden,止まる
966,hineingehen::V,ingaan,入る
967,hineingehen::V,binnengaan,入る
968,eintreten::V,binnenkomen,中に入る
969,kommen::V,komen,来る
970,ankommen::V,aankomen,着く
971,ankommen::V,aankomen,到着する
972,zurückkommen::V,terugkomen,帰る
973,bleiben::V,blijven,留まる
974,warten::V,wachten,待つ
975,erwarten::V,verwachten,期待する
976,suchen::V,zoeken,探る
977,finden::V,vinden,見つける
978,versuchen::V,proberen,試す
979,versuchen::V,beproeven,試す
980,vorbereiten::V,voorbereiden,準備する
981,lieben::V,houden van,愛する
982,mögen::V,lusten,好きである
983,mögen::V,houden van,好きである
984,lachen::V,lachen,笑う
985,rühren::V,roeren,感情を動かす
986,weinen::V,huilen,泣く
987,weinen::V,schreien,泣く
988,schimpfen::V,kijven,叱る
989,schimpfen::V,schelden,叱る
990,sich ärgern::V,zich ergeren,怒る
991,sich ärgern::V,zich ergeren,腹を立てる
992,sich fürchten::V,bang zijn,怖がる
993,fürchten::V,vrezen,恐れる
994,fliehen::V,vluchten,逃げる
995,flüchten::V,ontsnappen,逃亡する
996,flüchten::V,ontkomen,逃亡する
997,sehen::V,zien,見る
998,anschauen::V,aankijken,眺める
999,ansehen::V,aanzien,見る
1000,ansehen::V,bekijken,見る
1001,hören::V,horen,聞く
1002,zuhören::V,luisteren,聴く
1003,probieren::V,proeven,食べてみる
1004,riechen::V,ruiken,気取る
1005,fühlen::V,voelen,感じる
1006,scheinen::V,lijken,ように見える
1007,zu sehen sein::V,te zien zijn,見える
1008,vernehmen::V,vernemen,承る
1009,frieren::V,het koud hebben,寒気がする
1010,tun::V,doen,する
1011,können::V,kunnen,出来る
1012,wollen::V,willen,-たい
1013,anfangen::V,beginnen,始める
1014,anfangen::V,aanvangen,始める
1015,beenden::V,beëindigen,終える
1016,aufhören::V,ophouden,止める
1017,gelingen::V,lukken,成功する
1018,gelingen::V,gelukken,成功する
1019,geraten::V,uitvallen,当たる
1020,öffnen::V,openen,開く
1021,öffnen::V,openen,開ける
1022,öffnen::V,opendoen,開く
1023,öffnen::V,opendoen,開ける
1024,schließen::V,sluiten,閉める
1025,schließen::V,dichtdoen,閉める
1026,stellen::V,stellen,置く
1027,stellen::V,stellen,据える
1028,stellen::V,plaatsen,置く
1029,stellen::V,plaatsen,据える
1030,setzen::V,zetten,座らせる
1031,setzen::V,plaatsen,座らせる
1032,legen::V,leggen,置く
1033,berühren::V,aanraken,触る
1034,berühren::V,aanraken,触れる
1035,verbinden::V,verbinden,結びつける
1036,bedecken::V,bedekken,覆う
1037,aufhängen::V,ophangen,掛ける
1038,anzünden::V,aansteken,燃やす
1039,anzünden::V,aansteken,火をつける
1040,aufheben::V,oprapen,拾う
1041,zurücklassen::V,achterlaten,残す
1042,verlieren::V,verliezen,無くす
1043,fallen lassen::V,laten vallen,落とす
1044,machen::V,maken,作る
1045,herstellen::V,produceren,製造する
1046,herstellen::V,voortbrengen,製造する
1047,bauen::V,bouwen,建設する
1048,reparieren::V,repareren,直す
1049,reparieren::V,repareren,修理する
1050,reparieren::V,herstellen,直す
1051,reparieren::V,herstellen,修理する
1052,verbessern::V,verbeteren,改良する
1053,ändern::V,wijzigen,変える
1054,ändern::V,veranderen,変える
1055,graben::V,graven,掘る
1056,beugen::V,buigen,折る
1057,biegen::V,buigen,曲げる
1058,drehen::V,draaien,回す
1059,wenden::V,keren,裏返す
1060,wenden::V,wenden,裏返す
1061,umdrehen::V,omdraaien,裏返す
1062,heben::V,heffen,挙げる
1063,heben::V,optillen,挙げる
1064,hochheben::V,tillen,持ち上げる
1065,ergreifen::V,pakken,取り上げる
1066,ergreifen::V,grijpen,取り上げる
1067,halten::V,houden,持つ
1068,drücken::V,drukken,押す
1069,schieben::V,duwen,ずらす
1070,schieben::V,schuiven,ずらす
1071,kratzen::V,krassen,引っ掻く
1072,lecken::V,likken,なめる
1073,beißen::V,bijten,噛む
1074,abreißen::V,afrukken,剝ぎ取る
1075,abreißen::V,afscheuren,剝ぎ取る
1076,abschneiden::V,afsnijden,切り取る
1077,binden::V,binden,縛る
1078,stecken::V,steken,差し込む
1079,brechen::V,breken,破る
1080,klopfen::V,kloppen,とんとん叩く
1081,hauen::V,houwen,叩く
1082,kleben::V,plakken,貼る
1083,kleben::V,plakken,くっ付ける
1084,reiben::V,wrijven,擦る
1085,streichen::V,smeren,塗る
1086,schleifen::V,slijpen,研ぐ
1087,schneiden::V,snijden,切る
1088,rütteln::V,schudden,揺さぶる
1089,schütteln::V,schudden,振る
1090,schütteln::V,schudden,揺さぶる
1091,schwenken::V,wuiven,振る
1092,schwenken::V,zwaaien,振る
1093,schütten::V,gieten,注ぐ
1094,schütten::V,storten,注ぐ
1095,füllen::V,vullen,いっぱいにする
1096,einwickeln::V,inwikkelen,包む
1097,tragen::V,dragen,運ぶ
1098,schleppen::V,slepen,引きずる
1099,ziehen::V,trekken,引く
1100,aufbewahren::V,bewaren,預かる
1101,werfen::V,gooien,投げる
1102,fangen::V,vangen,受ける
1103,packen::V,pakken,掴む
1104,packen::V,vastpakken,掴む
1105,verstecken::V,verstoppen,隠す
1106,teilen::V,delen,分ける
1107,schicken::V,sturen,送る
1108,bringen::V,brengen,持って行く
1109,hinzufügen::V,toevoegen,加える
1110,bekommen::V,verkrijgen,得る
1111,erhalten::V,krijgen,受ける
1112,nehmen::V,nemen,取る
1113,wählen::V,kiezen,選ぶ
1114,wählen::V,verkiezen,選ぶ
1115,auswählen::V,uitkiezen,選ぶ
1116,bewahren::V,bewaren,保存する
1117,behindern::V,hinderen,妨害する
1118,verderben::V,bederven,台無しにする
1119,beschädigen::V,beschadigen,損傷する
1120,zerbrechen::V,breken,割る
1121,zerbrechen::V,stukbreken,割る
1122,zerreißen::V,scheuren,引き裂く
1123,zerreißen::V,verscheuren,引き裂く
1124,zerstören::V,vernielen,破壊する
1125,verbrennen::V,branden,焼く
1126,verbrennen::V,verbranden,焼く
1127,geben::V,geven,上げる
1128,reichen::V,reiken,渡す
1129,reichen::V,aanreiken,渡す
1130,schenken::V,schenken,贈る
1131,versprechen::V,beloven,約束する
1132,wünschen::V,wensen,望む
1133,loben::V,loven,褒める
1134,loben::V,prijzen,褒める
1135,küssen::V,kussen,キスする
1136,wiegen::V,wiegen,揺する
1137,zudecken::V,toedekken,覆う
1138,wecken::V,wekken,起こす
1139,zeigen::V,tonen,見せる
1140,zeigen::V,wijzen,見せる
1141,führen::V,voeren,案内する
1142,lehren::V,leren,教える
1143,unterrichten::V,onderwijzen,通知する
1144,aufziehen::V,grootbrengen,育てる
1145,leiten::V,leiden,導く
1146,antreiben::V,aandrijven,励ます
1147,lassen::V,laten,～させる
1148,einladen::V,uitnodigen,誘う
1149,einladen::V,uitnodigen,招待する
1150,vereinigen::V,verenigen,一つにする
1151,besuchen::V,bezoeken,訪ねる
1152,treffen::V,treffen,出会う
1153,treffen::V,ontmoeten,出会う
1154,sich versammeln::V,zich verzamelen,集まる
1155,spielen::V,spelen,遊ぶ
1156,singen::V,zingen,歌う
1157,tanzen::V,dansen,踊る
1158,sich trennen::V,van elkaar gaan,別れる
1159,verlassen::V,verlaten,別れる
1160,retten::V,redden,救う
1161,retten::V,redden,助ける
1162,bewachen::V,bewaken,見張る
1163,bewachen::V,bewaken,軽微する
1164,schützen::V,beschermen,保護する
1165,verteidigen::V,verdedigen,守る
1166,sich schlagen::V,knokken,殴る
1167,schießen::V,schieten,撃つ
1168,siegen::V,overwinnen,勝つ
1169,ärgern::V,ergeren,怒らせる
1170,schlagen::V,slaan,殴る
1171,treten::V,trappen,蹴る
1172,treten::V,schoppen,蹴る
1173,stechen::V,steken,突く
1174,stechen::V,prikken,突く
1175,stoßen::V,stoten,突く
1176,stehlen::V,stelen,盗る
1177,stören::V,storen,構う
1178,stören::V,verstoren,構う
1179,belästigen::V,lastig vallen,邪魔する
1180,verbergen::V,verbergen,隠す
1181,täuschen::V,misleiden,だます
1182,betrügen::V,bedriegen,だます
1183,töten::V,doden,殺す
1184,wohnen::V,wonen,住む
1185,arbeiten::V,werken,働く
1186,sammeln::V,inzamelen,集める
1187,sammeln::V,inzamelen,収集する
1188,sammeln::V,verzamelen,集める
1189,sammeln::V,verzamelen,収集する
1190,pflücken::V,plukken,摘む
1191,jagen::V,jagen,狩りをする
1192,fischen::V,vissen,釣る
1193,fassen::V,vangen,捕る
1194,hüten::V,hoeden,放牧する
1195,treiben::V,drijven,追う
1196,anbinden::V,vastbinden,繋ぐ
1197,füttern::V,voeren,餌をやる
1198,melken::V,melken,搾乳する
1199,hacken::V,hakken,刻む
1200,gießen::V,gieten,水をやる
1201,reifen::V,rijpen,熟す
1202,zubereiten::V,klaarmaken,調理する
1203,zubereiten::V,toebereiden,調理する
1204,kochen::V,koken,煮る
1205,backen::V,bakken,焼く
1206,braten::V,braden,焼く
1207,braten::V,braden,炒める
1208,umrühren::V,omroeren,混ぜる
1209,stricken::V,breien,編む
1210,nähen::V,naaien,縫う
1211,färben::V,verven,染める
1212,färben::V,kleuren,染める
1213,reinigen::V,reinigen,掃除する
1214,waschen::V,wassen,洗う
1215,waschen::V,wassen,洗濯する
1216,abwischen::V,afvegen,拭く
1217,spülen::V,spoelen,洗う
1218,spülen::V,spoelen,すすぐ
1219,spülen::V,afwassen,洗う
1220,spülen::V,afwassen,すすぐ
1221,fegen::V,vegen,掃除する
1222,kehren::V,vegen,掃く
1223,baden::V,baden,入浴する
1224,sich waschen::V,zich wassen,洗う
1225,ausziehen::V,uittrekken,脱ぐ
1226,anziehen::V,aantrekken,着る
1227,sich anziehen::V,zich aankleden,着る
1228,kämmen::V,kammen,梳く
1229,schmücken::V,tooien,飾る
1230,sagen::V,zeggen,言う
1231,sprechen::V,spreken,話す
1232,reden::V,praten,話す
1233,sich unterhalten::V,zich onderhouden,話をする
1234,fragen::V,vragen,聞く
1235,bitten::V,vragen,頼む
1236,bitten::V,vragen,お願いする
1237,bitten::V,verzoeken,頼む
1238,bitten::V,verzoeken,お願いする
1239,erzählen::V,vertellen,物語る
1240,mitteilen::V,meedelen,伝える
1241,nennen::V,noemen,名づける
1242,rufen::V,roepen,呼ぶ
1243,prahlen::V,pralen,自慢する
1244,übersetzen::V,vertalen,訳す
1245,denken::V,denken,考える
1246,glauben::V,geloven,信じる
1247,bemerken::V,bemerken,気が付く
1248,erkennen::V,herkennen,認識する
1249,begreifen::V,begrijpen,分かる
1250,verstehen::V,verstaan,聞き取る
1251,lernen::V,leren,学ぶ
1252,lernen::V,leren,勉強する
1253,wissen::V,weten,知っている
1254,sich erinnern an::V,zich herinneren aan,思い出す
1255,vergessen::V,vergeten,忘れる
1256,messen::V,meten,計る
1257,messen::V,meten,測定する
1258,zählen::V,tellen,数える
1259,rechnen::V,rekenen,計算する
1260,lesen::V,lezen,読む
1261,malen::V,schilderen,描く
1262,zeichnen::V,tekenen,写生する
1263,schreiben::V,schrijven,書く
1264,besitzen::V,bezitten,所持する
1265,kaufen::V,kopen,買う
1266,verkaufen::V,verkopen,売る
1267,bezahlen::V,betalen,払う
1268,zahlen::V,betalen,支払う
1269,beherrschen::V,beheersen,支配する
1270,ertragen::V,verdragen,耐える
