,Concept_ID,sah,ta
286,Entfernung::N,ыраах,தூரம்
287,Gegend::N,сир,வட்டாரம்
288,Platz::N,арыт,வெற்றிடம்
289,Ort::N,сир,இடம்
290,Seite::N,өрүт,பக்கம்
291,Seite::N,сирэй,பக்கம்
292,Mitte::N,орто,இடைப்பகுதி
293,Gegenstand::N,предмет,உருப்படி
294,Sache::N,мал,பொருள்
295,Rand::N,кытыы,தொங்கு
296,Rand::N,ойоҕос,தொங்கு
297,Kante::N,кырыы,விளிம்பு
298,Ecke::N,муннук,மூலை
299,Spitze::N,чыпчаал,முனை
300,Ende::N,төбө,முடிவு
301,Loch::N,тэһэҕэс,துளை
302,Loch::N,дьөлөҕөс,துளை
303,Winkel::N,муннук,கோணம்
304,Muster::N,оһуор,பாங்கு
305,Größe::N,кээмэй,அளவு
306,Länge::N,уста,நீளம்
307,Höhe::N,үрдүк,உயரம்
308,Gewicht::N,ыйааһын,எடை
309,Menge::N,ахсаан,தொகை
310,Haufen::N,чөмчөх,குவியல்
311,Reihe::N,кэккэ,வரிசை
312,Boot::N,оҥочо,படகு
313,Ruder::N,эрдии,துடுப்பு
314,Schlitten::N,сыарҕа,சகடையிலா வண்டி
315,Ski::N,хайыһар,பனிச் சறுக்கல்
316,Lagerfeuer::N,кутаа,மூட்டம்
317,Last::N,ыарахан,பாரம்
318,Gang::N,хаамыы,நடை
319,Schritt::N,хардыы,காலடி
320,Norden::N,хоту,வடக்கு
321,Süden::N,соҕуруу,தெற்கு
322,Westen::N,арҕаа,மேற்கு திசை
323,Osten::N,илин,கிழக்கு
324,Holz::N,мас,மரக்கட்டை
325,Brett::N,дуоска,பலகை
326,Brett::N,хаптаһын,பலகை
327,Platte::N,билиитэ,பலகம்
328,Stütze::N,тулааһын,அடைப்புகன்
329,Stange::N,ураҕас,கம்பம்
330,Stock::N,мас,குச்சி
331,Stock::N,баалкы,குச்சி
332,Stab::N,ураҕас,கம்பு
333,Rohr::N,турба,குழாய்
334,Haus::N,дьиэ,வீடு
335,Heim::N,дьиэ,வீடு
336,Ofen::N,оһох,அடுப்பு
337,Fußboden::N,муоста,தரை
338,Tisch::N,остуол,மேசை
339,Stuhl::N,устуул,நாற்காலி
340,Wiege::N,биһик,தொட்டில்
341,Bett::N,кырабаат,படுக்கை
342,Regal::N,долбуур,அலமாரி
343,Kiste::N,дьааһык,பெட்டி
344,Fenster::N,түннүк,சாளரம்
345,Tür::N,аан,கதவு
346,Tor::N,аан,வாசற்கதவு
347,Zaun::N,соппулуот,வேலி
348,Dach::N,кырыыса,கூரை
349,Leiter::N,кирилиэс,ஏணி
350,Besen::N,миинньик,விளக்குமாறு
351,Spaten::N,күрдьэх,மண்வெட்டி
352,Schaufel::N,күрдьэх,அடிதண்டா
353,Gabel::N,биилкэ,முட்கரண்டி
354,Löffel::N,луоска,கரண்டி
355,Messer::N,быһах,கத்தி
356,Nagel::N,тоһоҕо,ஆணி
357,Netz::N,илим,வலை
358,Haken::N,көхө,கொக்கி
359,Griff::N,ук,கைப்பிடி
360,Griff::N,тутаах,கைப்பிடி
361,Schloss::N,күлүүс,பூட்டு
362,Bild::N,хартыына,படம்
363,Figur::N,фигура,எண்ணிக்கை
364,Puppe::N,куукула,பொம்மை
365,Beutel::N,мөһөөччук,பை
366,Bündel::N,баайыы,பொதி
367,Tasche::N,суумка,பை
368,Eimer::N,биэдэрэ,வாளி
369,Deckel::N,хаппах,உறை
370,Geschirr::N,иһит,பாத்திரம்
371,Sack::N,куул,பை
372,Tasse::N,сэлиэнэй,கிண்ணம்
373,Topf::N,көстүрүүҥкэ,பானை
374,Kessel::N,хочуол,கெண்டி
375,Essen::N,аһылык,உணவருந்துதல்
376,Nahrung::N,ас,உணவு
377,Speise::N,аһылык,உணவு வகை
378,Fleisch::N,эт,இறைச்சி
379,Getreide::N,злактар,மக்காச்சோளம்
380,Brei::N,хааһы,கஞ்சி
381,Brot::N,килиэп,ரொட்டி
382,Scheibe::N,куһуок,துண்டு
383,Fett::N,сыа,கொழுப்பு
384,Butter::N,арыы,வெண்ணெய்
385,Öl::N,арыы,எண்ணெய்
386,Salz::N,туус,உப்பு
387,Suppe::N,мин,ரசம்
388,Honig::N,мүөт,தேன்
389,Milch::N,үүт,பால்
390,Tee::N,чэй,தெனீர்
391,Leder::N,тирии,பதம் செய்யப்பட்ட தோல்
392,Wolle::N,түү,கம்பளி
393,Stoff::N,таҥас,துணி
394,Nadel::N,иннэ,ஊசி
395,Faden::N,сап,நூல்
396,Knopf::N,тимэх,பொத்தான்
397,Knoten::N,түмүк,முடிச்சு
398,Farbe::N,кырааска,வண்ணக் குழம்பு
399,Kleidung::N,таҥас,ஆடைகள்
400,Hemd::N,ырбаахы,சட்டை
401,Kragen::N,саҕа,கழுத்துப் பட்டை
402,Ärmel::N,сиэх,சட்டைக்கை
403,Hose::N,ыстаан,கால்சட்டை
404,Hose::N,бүрүүкэ,கால்சட்டை
405,Gürtel::N,кур,பெல்ட்
406,Mütze::N,бэргэһэ,தொப்பி
407,Schuh::N,бачыыҥка,காலணி
408,Stiefel::N,саппыкы,காலணி
409,Ring::N,биһилэх,மோதிரம்
410,Band::N,лиэнтэ,நாடா
411,Kamm::N,тараах,கீப்பு
412,Spiegel::N,сиэркилэ,ஆடி
413,Spiegel::N,сиэркилэ,கண்ணாடி
414,Riemen::N,кур,வார்
415,Schnur::N,быа,கயிறு
416,Leine::N,тэһиин,தோல்வார்
417,Decke::N,суорҕан,போர்வை
418,Kissen::N,сыттык,தலையணை
419,Tuch::N,былаат,துணி
420,Handtuch::N,соттор,தண்டு
421,Kraft::N,сыра,நிர்பந்தம்
422,Stärke::N,күүс,பலம்
423,Gesundheit::N,доруобуйа,ஆரோக்கியம்
424,Krankheit::N,ыарыы,நோய்
425,Schmerz::N,ыарыы,வலி
426,Wunde::N,баас,காயம்
427,Fieber::N,түрүлгэн,காய்ச்சல்
428,Fieber::N,лихорадка,காய்ச்சல்
429,Fieber::N,температура,காய்ச்சல்
430,Arznei::N,эмп,மருந்து
431,Brücke::N,күргэ,பாலம்
432,Brunnen::N,холуодьас,கேணி
433,Weide::N,мэччирэҥ,மேய்ச்சல் நிலம்
434,Pfad::N,ыллык,நடை வழி
435,Weg::N,суол,வழி
436,Straße::N,суол,சாலை
437,Dorf::N,дэриэбинэ,கிராமம்
438,Stadt::N,куорат,நகரம்
439,Brief::N,сурук,கடிதம்
440,Buch::N,кинигэ,புத்தகம்
441,Buchstabe::N,буква,எழத்து
442,Zeitung::N,хаһыат,செய்தித்தாள்
443,Leben::N,тыын,வாழ்க்கை
444,Tod::N,өлүү,மரணம்
445,Grab::N,иин,சமாதி
446,Kirche::N,таҥара дьиэтэ,தேவாலயம்
447,Sünde::N,айыы,பாவம்
448,Gott::N,тангара,கடவுள்
449,Arbeiter::N,үлэһит,தொழிலாளி
450,Chef::N,баһылык,மேலாளர்
451,Chef::N,начальник,மேலாளர்
452,Meister::N,уус,தலைவன்
453,Meister::N,маастар,தலைவன்
454,Arzt::N,врач,மருத்துவர்
455,Lehrer::N,учуутал,ஆசிரியர்
456,Geld::N,харчы,பணம்
457,Geschäft::N,идэ,வாணிபம்
458,Laden::N,маҕаһыын,கடை
459,Preis::N,сыана,விலை
460,Ware::N,табаар,சாமன்கள்
461,Nutzen::N,туһа,இலாபம்
462,Reichtum::N,баай,சொத்து
463,Welt::N,аан дойду,உலகம்
464,Land::N,дойду,நாடு
465,Staat::N,государство,நாடு
466,König::N,король,அரசன்
467,Macht::N,былаас,அதிகாரம்
468,Grenze::N,кыраныысса,எல்லை
469,Krieg::N,сэрии,போர்
470,Feind::N,өстөөх,எதிரி
471,Gewalt::N,күүһүлээһин,வன்முறை
472,Kampf::N,охсуһуу,போராட்டம்
473,Bogen[Waffe]::N,ох,வில்
474,Pfeil::N,ох,அம்பு
475,Gewehr::N,саа,துப்பாக்கி
476,Fehler::N,сыыһа,தவறு
477,Lüge::N,сымыйа,பொய்
478,Schaden::N,хоромньу,சேதாரம்
479,Unglück::N,алдьархай,இடையூறு
480,Schuld::N,буруй,குற்றம்
481,Alter::N,саас,வயது
482,Schluss::N,тиһэх,முடிவு
483,Zeit::N,бириэмэ,காலம்
484,Tag::N,күн,நாள்
485,Morgen::N,сарсыарда,காலை நேரம்
486,Mittag::N,күн ортото,மதியம்
487,Abend::N,киэһэ,மாலைப் பொழுது
488,Nacht::N,түүн,இரவு
489,Woche::N,нэдиэлэ,வாரம்
490,Monat::N,ый,மாதம்
491,Jahr::N,сыл,வருடம்
492,Jahr::N,дьыл,வருடம்
493,Frühling::N,саас,வசந்தம்
494,Sommer::N,сайын,கோடை
495,Herbst::N,күһүн,இலையுதிர் காலம்
496,Winter::N,кыһын,குளிர்காலம்
497,Januar::N,тохсунньу,ஜனவரி
498,Februar::N,олунньу,பிபரவரி மாதம்
499,März::N,кулун тутар,மார்ச் மாதம்
500,April::N,муус устар ый,ஏப்ரல் மாதம்
501,Mai::N,ыам ыйа,மே மாதம்
502,Juni::N,бэс ыйа,ஜூன் மாதம்
503,Juli::N,от ыйа,ஜூலை மாதம்
504,August::N,атырдьах ыйа,ஆகஸ்ட் மாதம்
505,September::N,балаҕан ыйа,செப்டம்பர் மாதம்
506,Oktober::N,алтынньы,அக்டோபர் மாதம்
507,November::N,сэтинньи,நவம்பர் மாதம்
508,Dezember::N,ахсынньы,டிசம்பர்
509,Montag::N,бэнидиэнньик,திங்கட் கிழமை
510,Dienstag::N,оптуорунньук,செவ்வாய்க்கிழமை
511,Mittwoch::N,сэрэдэ,புதன் கிழமை
512,Donnerstag::N,чэппиэр,வியாழக் கிழமை
513,Freitag::N,бээтинсэ,வெள்ளிக்கிழமை
514,Samstag::N,субуота,சனிக்கிழமை
515,Sonntag::N,баскыһыанньа,ஞாயிறுக் கிழமை
516,groß::A,бөдөҥ,பெரிய
517,groß::A,улахан,பெரிய
518,klein::A,кыр,சிறிய
519,lang::A,уһун,நீண்ட
520,kurz::A,кылгас,குட்டையான
521,breit::A,кэтит,அகலமான
522,schmal::A,кыараҕас,குறுகலான
523,dicht::A,хойуу,அடர்த்தியான
524,dick[Gegenstand]::A,суон,தடித்த
525,dick[Gegenstand]::A,хойуу,தடித்த
526,dünn::A,чараас,சன்னமான
527,fein::A,бытархай,மெல்லிய
528,fein::A,синньигес,மெல்லிய
529,fest::A,бөҕө,உறுதியாள
530,fest::A,кытаанах,உறுதியாள
531,flach::A,хаптаҕай,தட்டையான
532,glatt::A,кылааккай,வழுவழுப்பான
533,hart::A,хатан,கடினமான
534,hart::A,кытаанах,கடினமான
535,weich::A,сымнаҕас,மென்மையான
536,rund::A,төгүрүк,உருண்டையான
537,spitz::A,сытыы,திகந்தமாக
538,spitz::A,уһуктаах,திகந்தமாக
539,scharf::A,сытыы,கூரான
540,stumpf::A,сыппах,உளம் திறந்த
541,schwer::A,ыарахан,கனமான
542,schön::A,кыраһыабай,அழகான
543,heiß::A,итии,சூடான
544,warm::A,ичигэс,இதமான
545,kalt::A,тымныы,குளிர்ச்சியான
546,kühl::A,сөрүүн,குளிர்ச்சியான
547,frisch::A,ыраас,சுத்தமான
548,frisch::A,сөрүүн,சுத்தமான
549,frisch::A,тымныы,சுத்தமான
550,feucht::A,сииктээх,ஈரமான
551,nass::A,инчэҕэй,ஈரமான
552,trocken::A,кураан,உலர்ந்த
553,voll::A,толору,நிரம்பிய
554,leer::A,иччитэх,காலியான
555,offen::A,аһаҕас,திறந்த
556,geschlossen::A,бүтэй,மூடப்பட்ட
557,sauber::A,сэбэр,சுத்தமான
558,schmutzig::A,кирдээх,அழக்கான
559,roh::A,сиикэй,கச்சா
560,reif::A,буспут,பழுத்த
561,reif::A,сиппит-хоппут,பழுத்த
562,lecker::A,минньигэс,சுவைமிக்க
563,süß::A,минньигэс,இனிப்பான
564,bitter::A,аһыы,கசப்பான
565,sauer::A,аһыы,புளிப்பாக
566,hell::A,сырдык,பளபளப்பான
567,dunkel::A,хараҥа,கருமையான
568,schwarz::A,хара,கருப்பு வண்ண
569,weiß::A,үрүҥ,வெண்மையன
570,weiß::A,маҥан,வெண்மையன
571,rot::A,кыһыл,சிவப்பு
572,gelb::A,саһархай,மஞ்சள் வண்ணம்
573,blau::A,күөх,நீல வண்ண
574,grün::A,күөх,பச்சை வண்ண
575,grün::A,от күөҕэ,பச்சை வண்ண
576,grau::A,сиэрэй,சாம்பல் நிற
577,bunt::A,эриэн,வண்ண மயமான
578,billig::A,чэпчэки,மலிவான
579,teuer::A,сыаналаах,விலை அதிகமான
580,wertvoll::A,сыаналаах,மதிப்புள்ள
581,blind::A,хараҕа суох,பார்வையற்ற
582,taub::A,дьүлэй,செவிடான
583,kräftig::A,модун,வலிமையான
584,stark::A,күүстээх,பலமான
585,schwach::A,мөлтөх,பலவீனமான
586,fett::A,эмис,பருமனாக
587,schlank::A,дьылҕан,ஒல்லியான
588,schlank::A,дьыпсаҕай,ஒல்லியான
589,hübsch::A,олус кэрэ,அழகிய
590,hübsch::A,көрүөхтэн үчүгэй,அழகிய
591,böse::A,өһүөннээх,கேடு விளைவிக்கும்
592,dumm::A,акаары,முட்டாள்தனமான
593,faul::A,нэс,சோம்பலான
594,fleißig::A,кыһамньылаах,ஊக்கந்தளராத
595,geizig::A,иҥсэлээх,கஞேசத்தனமான
596,klug::A,өйдөөх,சாதுரியமான
597,geschickt::A,наһаа дьоҕурдаах,திறமையள்ள
598,lieb::A,тапталлаах,அன்புக்குரிய
599,lustig::A,көрдөөх,களிப்புமிக்க
600,sanft::A,намчы,சாதுவான
601,sanft::A,сымнаҕас,சாதுவான
602,hungrig::A,аччык,பசியுடன்
603,krank::A,ыалдьар,நோயுற்று
604,nackt::A,сыгынньах,ஆடையற்ற
605,traurig::A,санаарҕабыллаах,சோகமான
606,lebendig::A,тыыннаах,பிழைப்பு
607,gut::A,үтүө,நல்ல
608,gut::A,үчүгэй,நல்ல
609,schlecht::A,куһаҕан,கெட்ட
610,richtig::A,сөп,சரியான
611,schlimm::A,сидьиҥ,அருவருப்பான
612,schlimm::A,быдьар,அருவருப்பான
613,wahr::A,кырдьык,உண்மையான
614,alt::A,былыргы,பழைய
615,neu::A,саҥа,புதிய
616,ehemalig::A,урукку,முன்நாள்
617,alt[Lebewesen]::A,кырдьаҕас,வயதான
618,jung::A,эдэр,இளமையான
619,arm::A,дьадаҥы,ஏழ்மையான
620,reich::A,баай,செல்வம் படைத்த
621,bekannt::A,билэр,பழக்கப்பட்ட
622,berühmt::A,аатырбыт,புகழ்பெற்ற
623,fremd::A,атын,அயல் நாட்டு
624,verschieden::A,араас,வித்தியாசமான
625,nah::A,чугас,பக்கத்தில் உள்ள
626,fern::A,ыраах,தொலை தூரத்தில்
627,linker::A,хаҥас,மீந்திருக்கும்
628,rechter::A,уҥа,வலதுபக்கம்
629,anderer::A,атын,மற்ற
630,erster::A,маҥнайгы,முதனமையான
631,zweiter::A,иккис,இரண்டாவது
632,dritter::A,үһүс,மூன்றாவது
633,letzter::A,тиһэх,கடைசி
634,allein::ADV,соҕотох,தனியாக
635,auf einmal::ADV,биирдэ,தடீரென்று
636,zusammen::ADV,холбуу,சேர்ந்து
637,lange::ADV,уһуннук,அதிக நோம்
638,plötzlich::ADV,эмискэ,தடீரென்று
639,sofort::ADV,тута,உடனடியாக
640,später::ADV,хойут,பிறகு
641,jetzt::ADV,билигин,இப்பொழது
642,heute::ADV,бүгүн,இன்று
643,morgen::ADV,сарсын,நாளைக்கு
644,bald::ADV,өтөр,சீக்கிரம்
645,dann::ADV,кэнна,அப்பொழுது
646,gestern::ADV,бэҕэһээ,நேற்று
647,einst::ADV,биир төгүл,ஒரே முறை
648,einst::ADV,арай биирдэ,ஒரே முறை
649,damals::ADV,оччоҕо,அப்பொழுது
650,danach::ADV,аары,பிற்பாடு
