,Concept_ID,cy,av
108,Wiese::N,dôl,мегъ
109,Wiese::N,dôl,гӏурдаллъи
110,Wald::N,coedwig,рохь
111,Hügel::N,bryn,гохӏ
112,Anhöhe::N,bryn,сийитма
113,Berg::N,mynydd,мегӏер
114,Gipfel::N,copa,тӏогь
115,Höhle::N,ogof,нохъо
116,Abhang::N,llethr,лабаллъи
117,Quelle::N,tarddiad,ицц
118,Quelle::N,ffynhonnell,ицц
119,Bach::N,nant,лъар
120,Bach::N,afonig,лъар
121,Bach::N,cornant,лъар
122,Fluss::N,afon,гӏор
123,Ufer::N,glan,рагӏал
124,Küste::N,traeth,рагӏал
125,Küste::N,arfordir,рагӏал
126,Festland::N,tir,ракь
127,Festland::N,tir,ракъдаллъи
128,Meer::N,môr,ралъад
129,Bucht::N,bae,кӏветӏ
130,Insel::N,ynys,чӏинкӏиллъи
131,Blume::N,blodyn,тӏегь
132,Gras::N,glaswellt,хер
133,Wurzel::N,gwreiddyn,кьибил
134,Baum::N,coeden,гъветӏ
135,Stamm::N,colfen,рохти
136,Stamm::N,boncyff,рохти
137,Rinde::N,rhisgl,макъар
138,Ast::N,cangen,ноцӏ
139,Zweig::N,cainc,гӏаркьел
140,Zweig::N,cangen,гӏаркьел
141,Blatt::N,deilen,тӏамах
142,Birke::N,bedwen,мах
143,Birke::N,bedwen,махигъветӏ
144,Kiefer[Baum]::N,pinwydden,накӏкӏигъветӏ
145,Weide[Baum]::N,helygen,рицӏцӏ
146,Weide[Baum]::N,helygen,рицӏцӏигъветӏ
147,Tanne::N,ffynidwydden,ёлка
148,Horn::N,corn,лълъар
149,Feder::N,plufyn,хӏули
150,Fell::N,ffwr,тӏом
151,Fell::N,ffwr,цӏоко
152,Flügel::N,adain,кваркьи
153,Klaue::N,crafanc,галъ
154,Kralle::N,ewin,квачӏ
155,Kralle::N,ewin,катиквачӏ
156,Schwanz::N,cwt,рачӏ
157,Schwanz::N,cynffon,рачӏ
158,Ei::N,wy,хоно
159,Nest::N,nyth,бусен
160,Bau::N,ffau,каратӏ
161,Tier::N,anifail,хӏайван
162,Herde::N,praidd,рехъен
163,Herde::N,praidd,рехъед
164,Herde::N,diadell,рехъен
165,Herde::N,diadell,рехъед
166,Kuh::N,buwch,гӏака
167,Bulle::N,tarw,оц
168,Pferd::N,ceffyl,чу
169,Schaf::N,dafad,чахъу
170,Schwein::N,mochyn,болъон
171,Hund::N,ci,гьой
172,Katze::N,cath,кету
173,Bär::N,arth,ци
174,Eichhörnchen::N,gwiwer,гвангва
175,Elch::N,elc,
176,Fuchs::N,cadno,цер
177,Hase::N,ysgyfarnog,гӏанкӏ
178,Maus::N,llygoden,гӏункӏкӏ
179,Wolf::N,blaidd,бацӏ
180,Vogel::N,aderyn,хӏинчӏ
181,Schwarm::N,haid,тӏел
182,Huhn::N,cyw,гӏанкӏу
183,Hahn::N,ceiliog,хӏелеко
184,Gans::N,gŵydd,хъаз
185,Adler::N,eryr,цӏум
186,Ente::N,hwyad,ордек
187,Eule::N,tylluan,беццаруз
188,Kranich::N,garan,къункъра
189,Kranich::N,crychydd,къункъра
190,Krähe::N,brân,гъеду
191,Kuckuck::N,cog,гагу
192,Kuckuck::N,cwcw,гагу
193,Schwan::N,alarch,хӏанкъва
194,Fisch::N,pysgod,ччугӏа
195,Barsch::N,draenog,окунь
196,Hecht::N,penhwyad,щука
197,Schlange[Tier]::N,neidr,борохь
198,Wurm::N,abwydyn,хӏапара
199,Wurm::N,pryf genwair,хӏапара
200,Spinne::N,cor,хъанхъра
201,Spinne::N,pryf copyn,хъанхъра
202,Ameise::N,morgrugyn,цӏунцӏра
203,Laus::N,lleuen,нацӏ
204,Mücke::N,gwybedyn,кӏкӏара
205,Fliege::N,cleren,тӏутӏ
206,Schmetterling::N,glöyn byw,кӏалкӏучӏ
207,Schmetterling::N,iâr fach yr haf,кӏалкӏучӏ
208,Beere::N,aeronen,
209,Apfel::N,afal,гӏеч
210,Pilz::N,madarch,гӏурдахӏан
211,Zwiebel::N,nionyn,кӏочӏопер
212,Zwiebel::N,winwnsyn,кӏочӏопер
213,Saat::N,had,хьон
214,Korn::N,grawn,мугь
215,Heu::N,gwair,хер
216,Schale::N,croen,хъал
217,Schale::N,plisgyn,хъал
218,Grube::N,pwll,гвенд
219,Grube::N,pydew,гвенд
220,Falle::N,magl,къор
221,Falle::N,magl,къотен
222,Schlinge::N,cwlwm rhedeg,кӏичӏ
223,Spur::N,ôl,лъалкӏ
224,Asche::N,lludw,рахъу
225,Dreck::N,baw,гъиз
226,Dreck::N,baw,хӏарщ
227,Dreck::N,budreddi,гъиз
228,Dreck::N,budreddi,хӏарщ
229,Eisen::N,haearn,махх
230,Gold::N,aur,месед
231,Silber::N,arian,гӏарац
232,Kohle::N,glo,тӏурччи
233,Glas::N,gwydr,цӏер
234,Lehm::N,clai,хӏатӏ
235,Sand::N,tywod,сали
236,Mensch::N,dyn,чи
237,Mann::N,dyn,бихьинчи
238,Frau::N,merch,гӏадан
239,Frau::N,gwraig,гӏадан
240,Kind::N,plentyn,лъимер
241,Junge::N,hogyn,вас
242,Junge::N,bachgen,вас
243,Mädchen::N,merch,яс
244,Mädchen::N,geneth,яс
245,Familie::N,teulu,хъизан
246,Familie::N,tylwyth,хъизан
247,Großvater::N,taid,кӏудада
248,Großvater::N,tad-cu,кӏудада
249,Großmutter::N,nain,кӏодо
250,Großmutter::N,mam-gu,кӏодо
251,Eltern::N,rhieni,эбел-эмен
252,Vater::N,tad,эмен
253,Mutter::N,mam,эбел
254,Sohn::N,mab,вас
255,Tochter::N,merch,яс
256,Bruder::N,brawd,вац
257,Schwester::N,chwaer,яц
258,Onkel::N,ewythr,даци
259,Tante::N,modryb,ада
260,Ehemann::N,gŵr,рос
261,Ehefrau::N,gwraig,чӏужу
262,Freude::N,gorfoledd,ракӏбохи
263,Gelächter::N,chwerthin,релъи
264,Glück::N,hapusrwydd,талихӏ
265,Glück::N,hapusrwydd,талихӏ-рохел
266,Kummer::N,galar,хӏалкъай
267,Wunsch::N,dymuniad,къасд
268,Lust::N,chwant,гъира
269,Geist::N,ysbryd,чӏанкӏ
270,Geist::N,ysbryd,рухӏ-жан
271,Gedanke::N,meddwl,пикру
272,Gedächtnis::N,cof,
273,Verstand::N,meddwl,лумалъи
274,Verstand::N,meddwl,цӏодорлъи
275,Sinn::N,ystyr,магӏна
276,Grund::N,achos,багьана
277,Grund::N,rheswm,багьана
278,Wahrheit::N,gwir,ритӏухълъи
279,Wahrheit::N,gwirionedd,ритӏухълъи
280,Gespräch::N,sgwrs,накъит
281,Märchen::N,chwedl werin,маргьа
282,Erzählung::N,stori,къиса
283,Nachricht::N,neges,хабар
284,Neuigkeit::N,newydd,хабар-гӏазаб
285,Name::N,enw,цӏар
286,Rätsel::N,pos,бицанкӏо
287,Rede::N,araith,речь
288,Rede::N,araith,калам
289,Sprache::N,iaith,мацӏ
290,Stimme::N,llais,гьаракь
291,Wort::N,gair,рагӏи
292,Zeichen::N,arwydd,ишара
293,Zeichen::N,arwydd,гӏаламат
294,Ruf::N,galwad,ахӏи
295,Lärm::N,trwst,хъуй
296,Lärm::N,trwst,хъуди
297,Laut::N,sain,гьаракь
298,Laut::N,sain,сас
299,Ton::N,tôn,
300,Lied::N,cân,кечӏ
301,Ruhe::N,tawelwch,рахӏат
302,Leute::N,pobl,гӏадамал
303,Volk::N,pobl,халкъ
304,Arbeit::N,gwaith,хӏалтӏи
305,Gast::N,gwestai,гьобол
306,Geschenk::N,rhodd,сайигъат
307,Geschenk::N,anrheg,сайигъат
308,Spiel::N,chwarae,хӏай
309,Spiel::N,chwarae,расанди
310,Gesellschaft::N,cwmni,жамагӏат
311,Hilfe::N,cymorth,кумек
312,Freund::N,cyfaill,гьудул
313,Kamerad::N,cydymaith,гьалмагъ
314,Angelegenheit::N,pwnc,къваригӏел
315,Anzahl::N,cyfrif,рикӏкӏен
316,Art::N,bath,жинс
317,Stück::N,darn,кесек
318,Teil::N,rhan,пай
319,Hälfte::N,hanner,бащдаб
320,Kreis::N,cylch,гор
321,Kreuz::N,croes,хъанч
322,Linie::N,llinell,мухъ
323,Strich::N,strôc,хӏучч
324,Strich::N,trawiad,хӏучч
325,Abstand::N,bwlch,манзил
326,Abstand::N,pellter,манзил
327,Entfernung::N,pellter,манзил
328,Gegend::N,cylch,рахъ
329,Platz::N,lle,бакӏ
330,Ort::N,lle,бакӏ
331,Seite::N,ochr,рахъ
332,Mitte::N,canol,бакьулъбакӏ
333,Gegenstand::N,eitem,жо
334,Sache::N,peth,жо
335,Rand::N,cwr,мицӏир
336,Rand::N,ymyl,мицӏир
337,Kante::N,min,рагӏал
338,Kante::N,min,рагӏа-ракьан
339,Kante::N,ymyl,рагӏал
340,Kante::N,ymyl,рагӏа-ракьан
341,Ecke::N,cornel,цили
342,Spitze::N,blaen,тӏогь
343,Ende::N,pen,кӏал
344,Loch::N,twll,каратӏ
345,Winkel::N,congl,
346,Muster::N,patrwm,накъиш
347,Größe::N,maint,кӏодо́лъи
348,Größe::N,maintioli,кӏодо́лъи
349,Länge::N,hyd,халалъи
350,Höhe::N,uchder,борхалъи
351,Gewicht::N,pwysau,бакӏлъи
352,Menge::N,swm,
353,Menge::N,maint,
354,Haufen::N,pentwr,гъуни
355,Reihe::N,rhes,ирга́
356,Boot::N,cwch,раса
357,Ruder::N,rhwyf,раххан
358,Schlitten::N,sled,чанагъ
359,Schlitten::N,car llusg,чанагъ
360,Ski::N,sgi,лыжаби
361,Lagerfeuer::N,coelcerth,цӏа
362,Last::N,llwyth,бакӏлъи
363,Gang::N,tro,хьвади
364,Gang::N,tro,хьвада-чӏвади
365,Schritt::N,cam,гали
366,Norden::N,gogledd,шимал
367,Süden::N,de,юг
368,Süden::N,de,къибла
369,Westen::N,gorllewin,гъарб
370,Westen::N,gorllewin,магъриб
371,Osten::N,dwyrain,шаркъ
372,Osten::N,dwyrain,машрикъ
373,Holz::N,pren,цӏул
374,Brett::N,bwrdd,хъарщи
375,Brett::N,astell,хъарщи
376,Platte::N,llech,къоно
377,Stütze::N,ateg,
378,Stütze::N,cynhalydd,
379,Stange::N,polyn,гӏер
380,Stock::N,ffon,тӏил
381,Stock::N,brigyn,тӏил
382,Stab::N,ffon,гӏер
383,Rohr::N,pibell,турба
384,Haus::N,tŷ,ригь
385,Haus::N,tŷ,рукъзал
386,Heim::N,cartref,рукъ
387,Ofen::N,stof,печь
388,Fußboden::N,llawr,чӏабар
389,Tisch::N,bwrdd,стол
390,Stuhl::N,cadair,бакӏу
391,Wiege::N,crud,кини
392,Bett::N,gwely,кровать
393,Regal::N,silff,хъарщи
394,Kiste::N,bocs,ящик
395,Kiste::N,bocs,тӏалагъуд
396,Kiste::N,blwch,ящик
397,Kiste::N,blwch,тӏалагъуд
398,Fenster::N,ffenestr,гордо
399,Tür::N,drws,нуцӏа
400,Tor::N,porth,каву
401,Zaun::N,ffens,раци
402,Dach::N,to,тӏох
403,Leiter::N,ysgol,мали
404,Besen::N,ysgub,жул
405,Spaten::N,rhaw,бел
406,Schaufel::N,rhaw,раххан
407,Gabel::N,fforc,гӏучӏ
408,Löffel::N,llwy,гъуд
409,Messer::N,cyllell,нус
410,Nagel::N,hoel,магӏ
411,Netz::N,gwe,гьин
412,Netz::N,rhwyd,гьин
413,Haken::N,bach,гъанцӏа
414,Griff::N,carn,гӏоркь
415,Schloss::N,clo,кӏулал
416,Bild::N,llun,сурат
417,Bild::N,pictiwr,сурат
418,Figur::N,ffigur,
419,Puppe::N,dol,нани
420,Beutel::N,cwd,таргьа
421,Bündel::N,bwndel,къай
422,Bündel::N,coflaid,къай
423,Tasche::N,cod,сумка
424,Tasche::N,cod,къвачӏа
425,Eimer::N,bwced,ведро
426,Eimer::N,cunnog,ведро
427,Deckel::N,caead,тӏалъел
428,Deckel::N,caead,дадитӏалъел
429,Geschirr::N,llestri,цӏарагӏ
430,Sack::N,sach,хъап
431,Sack::N,sach,къандалъо
432,Tasse::N,cwpan,чашка
433,Topf::N,pot,хьаг
434,Topf::N,crochan,хьаг
435,Kessel::N,tegell,хьаг
436,Kessel::N,tegell,гереги
437,Essen::N,pryd o fwyd,тӏагӏам
438,Nahrung::N,bwyd,квен
439,Speise::N,saig,квен
440,Fleisch::N,cig,гьан
441,Getreide::N,ŷd,бугӏа-ролъ
442,Getreide::N,ŷd,могьолабл_культураби
443,Getreide::N,llafur,бугӏа-ролъ
444,Getreide::N,llafur,могьолабл_культураби
445,Brei::N,uwd,карщ
446,Brot::N,bara,чед
447,Scheibe::N,tafell,мочӏу
448,Fett::N,saim,беэнлъи
449,Fett::N,braster,беэнлъи
450,Butter::N,ymenyn,нах
451,Öl::N,olew,нах
452,Salz::N,halen,цӏам
453,Suppe::N,cawl,чурпа
454,Honig::N,mêl,гьоцӏо
455,Milch::N,llaeth,рахь
456,Milch::N,llefrith,рахь
457,Tee::N,te,чай
458,Leder::N,lledr,тӏом
459,Wolle::N,gwlân,квас
460,Stoff::N,lliain,ххам
461,Stoff::N,brethyn,ххам
462,Nadel::N,nodwydd,рокӏкӏен
463,Faden::N,edau,кун
464,Faden::N,edefyn,кун
465,Knopf::N,botwm,маргъал
466,Knoten::N,cwlwm,гарацӏ
467,Farbe::N,paent,релъен
468,Kleidung::N,dillad,ретӏел
469,Kleidung::N,gwisgoedd,ретӏел
470,Hemd::N,crys,гурде
471,Kragen::N,coler,габур
472,Ärmel::N,llawes,къвал
473,Hose::N,trowsus,тӏажу
474,Gürtel::N,gwregys,рачел
475,Mütze::N,cap,тӏагъур
476,Schuh::N,esgid,
477,Stiefel::N,botasen,этек
478,Stiefel::N,botasen,чакма
479,Ring::N,modrwy,баргъич
480,Band::N,rhuban,лента
481,Kamm::N,crib,гьоркьо
482,Spiegel::N,drych,матӏу
483,Riemen::N,strap,рижу
484,Schnur::N,llinyn,
485,Leine::N,tennyn,
486,Decke::N,blanced,одея́ло
487,Decke::N,gwrthban,одея́ло
488,Kissen::N,clustog,къандалъо
489,Kissen::N,gobennydd,къандалъо
490,Tuch::N,sgarff,квархьи
491,Handtuch::N,tywel,беркӏалрацӏцӏ
492,Handtuch::N,lliain sychu,беркӏалрацӏцӏ
493,Kraft::N,grym,гуч
494,Kraft::N,grym,къуват
495,Stärke::N,nerth,хӏалкӏвей
496,Stärke::N,cryfder,хӏалкӏвей
497,Gesundheit::N,iechyd,сахлъи́
498,Krankheit::N,afiechyd,унти
499,Krankheit::N,afiechyd,щокълъи
500,Krankheit::N,anhwylder,унти
501,Krankheit::N,anhwylder,щокълъи
502,Schmerz::N,poen,унти
503,Schmerz::N,gwayw,унти
504,Wunde::N,clwyf,ругъун
505,Fieber::N,twymyn,цӏа-кан
506,Arznei::N,meddyginiaeth,дару
507,Brücke::N,pont,кьо
508,Brunnen::N,ffynnon,гъуй
509,Weide::N,porfa,рицӏцӏ
510,Weide::N,porfa,лъичӏирма
511,Weide::N,porfa,гӏурдаллъи
512,Weide::N,porfa,ри́цӏигъветӏ
513,Weide::N,porfa,рицӏцӏигъветӏ
514,Pfad::N,llwybr,сухъмахъ
515,Weg::N,ffordd,нух
516,Straße::N,heol,нух
517,Straße::N,ffordd,нух
518,Dorf::N,pentref,росу
519,Stadt::N,tref,шагьар
520,Brief::N,llythyr,кагъат
521,Brief::N,llythyr,рисалат
522,Buch::N,llyfr,тӏехь
523,Buchstabe::N,llythyren,хӏарп
524,Zeitung::N,papur newydd,газет
525,Leben::N,bywyd,яшав
526,Tod::N,marwolaeth,хвел
527,Grab::N,bedd,хоб
528,Kirche::N,eglwys,килиса
529,Sünde::N,pechod,хӏакъ
530,Sünde::N,pechod,мунагь
531,Gott::N,duw,бичас
532,Gott::N,duw,аллагь
533,Arbeiter::N,gweithiwr,хӏалтӏухъан
534,Chef::N,pennaeth,хӏаким
535,Chef::N,pennaeth,начальник
536,Meister::N,meistr,устар
537,Meister::N,meistr,мастер
538,Meister::N,meistr,махщалилав
539,Arzt::N,meddyg,жайрахӏ
540,Lehrer::N,athro,мугӏалим
541,Geld::N,pres,гӏарац
542,Geld::N,arian,гӏарац
543,Geschäft::N,busnes,
544,Laden::N,siop,тукен
545,Preis::N,pris,багьа
546,Ware::N,nwydd,къайи
547,Nutzen::N,elw,мунпагӏат
548,Nutzen::N,budd,мунпагӏат
549,Reichtum::N,cyfoeth,бечелъи
550,Welt::N,byd,дуниял
551,Land::N,gwlad,улка
552,Land::N,gwlad,икълим
553,Staat::N,gwladwriaeth,пачалихъ
554,König::N,brenin,пача
555,König::N,brenin,малик
556,König::N,brenin,къирал
557,König::N,brenin,падишагь
558,Macht::N,grym,кверщел
559,Macht::N,awdurdod,кверщел
560,Grenze::N,ffin,гӏорхъи
561,Grenze::N,goror,гӏорхъи
562,Krieg::N,rhyfel,рагъ
563,Feind::N,gelyn,тушман
564,Gewalt::N,ffyrnigrwydd,зулму
565,Kampf::N,brwydr,къеркьей
566,Bogen[Waffe]::N,bwa,газаргъо
567,Pfeil::N,saeth,чӏор
568,Gewehr::N,dryll,туманкӏ
569,Fehler::N,gwall,гъалатӏ
570,Fehler::N,camgymeriad,гъалатӏ
571,Lüge::N,celwydd,гьереси
572,Lüge::N,anwiredd,гьереси
573,Schaden::N,niwed,зиян
574,Schaden::N,niwed,зарал
575,Schaden::N,difrod,зиян
576,Schaden::N,difrod,зарал
577,Unglück::N,anffawd,балагь
578,Schuld::N,bai,гӏайиб
579,Alter::N,oed,гӏумру
580,Schluss::N,diwedd,ахир
581,Zeit::N,amser,заман
582,Tag::N,dydd,къо
583,Tag::N,diwrnod,къо
584,Morgen::N,bore,радалмех
585,Mittag::N,nawn,къадемех
586,Abend::N,noswaith,релъедамех
587,Nacht::N,nos,сордо
588,Woche::N,wythnos,анкь
589,Monat::N,mis,моцӏ
590,Jahr::N,blwyddyn,сон
591,Jahr::N,blwyddyn,лъагӏел
592,Frühling::N,gwanwyn,их
593,Sommer::N,haf,рии
594,Herbst::N,hydref,хасалихълъи
595,Winter::N,gaeaf,кьин
596,Januar::N,Ionawr,январь
597,Februar::N,Chwefror,февра́ль
598,März::N,Mawrth,март
599,April::N,Ebrill,апрель
600,Mai::N,Mai,май
601,Juni::N,Mehefin,июнь
602,Juli::N,Gorffennaf,июль
603,August::N,Awst,август
604,September::N,Medi,сентябрь
605,Oktober::N,Hydref,октябрь
606,November::N,Tachwedd,ноябрь
607,Dezember::N,Rhagfyr,декабрь
608,Montag::N,dydd Llun,итни
609,Dienstag::N,dydd Mawrth,талат
610,Mittwoch::N,dydd Mercher,арбагӏ
611,Donnerstag::N,dydd Iau,хамиз
612,Freitag::N,dydd Gwener,рузман
613,Samstag::N,dydd Sadwrn,щамат
614,Sonntag::N,dydd Sul,гьатӏан
615,groß::A,mawr,кӏудияб
616,klein::A,bach,гьитӏинаб
617,lang::A,hir,халатаб
618,kurz::A,byr,къокъаб
619,kurz::A,cwta,къокъаб
620,breit::A,llydan,гӏебаб
621,schmal::A,cul,къваридаб
622,dicht::A,dwys,ризаб
623,dick[Gegenstand]::A,trwchus,бицатаб
624,dünn::A,tenau,тӏеренаб
625,fein::A,main,тӏеренаб
626,fest::A,cadarn,къвакӏараб
627,flach::A,gwastad,чӏепараб
628,glatt::A,llyfn,цӏвакараб
629,hart::A,caled,кьварараб
630,weich::A,meddal,тамахаб
631,rund::A,crwn,гургинаб
632,spitz::A,pigfain,бегӏераб
633,scharf::A,miniog,рекӏараб
634,stumpf::A,pŵl,тӏехӏараб
635,stumpf::A,pŵl,рекӏинчӏеб
636,schwer::A,trwm,бакӏаб
637,schön::A,teg,берцинаб
638,schön::A,hardd,берцинаб
639,schön::A,prydferth,берцинаб
640,heiß::A,poeth,лагьараб
641,warm::A,twym,хинаб
642,warm::A,cynnes,хинаб
643,kalt::A,oer,квачараб
644,kühl::A,oeraidd,квачараб
645,frisch::A,iach,цӏияб
646,feucht::A,llaith,рагьараб
647,nass::A,gwlyb,би́ччараб
648,trocken::A,sych,бакъвараб
649,voll::A,llawn,
650,leer::A,gwag,чӏобогояб
651,offen::A,agored,рагьараб
652,geschlossen::A,caead,рахараб-къараб
653,geschlossen::A,caeëdig,рахараб-къараб
654,sauber::A,glân,бацӏцӏадаб
655,schmutzig::A,budr,гъизараб
656,schmutzig::A,brwnt,гъизараб
657,roh::A,amrwd,хамаб
658,roh::A,amrwd,гӏатӏгояб
659,reif::A,aeddfed,барщараб
660,lecker::A,blasus,тӏагӏамаб
661,lecker::A,danteithiol,тӏагӏамаб
662,süß::A,melys,гьуинаб
663,bitter::A,chwerw,кьогӏаб
664,sauer::A,sur,цӏекӏаб
665,hell::A,disglair,канаб
666,dunkel::A,tywyll,бецӏаб
667,schwarz::A,du,чӏегӏераб
668,weiß::A,gwyn,хъахӏаб
669,rot::A,coch,багӏараб
670,gelb::A,melyn,гӏобилаб
671,gelb::A,melyn,тӏогьилаб
672,blau::A,glas,хъахӏилаб
673,grün::A,gwyrdd,гӏурччинаб
674,grau::A,llwyd,накӏкӏуяб
675,bunt::A,lliwgar,къвекӏаб
676,bunt::A,lliwgar,чара-гъараб
677,billig::A,rhad,учузаб
678,teuer::A,drud,хири́яб
679,wertvoll::A,gwerthfawr,къиматаб
680,blind::A,dall,беццаб
681,taub::A,byddar,гъугъаб
682,kräftig::A,nerthol,гучаб
683,kräftig::A,grymus,гучаб
684,stark::A,cryf,къуватаб
685,stark::A,cadarn,къуватаб
686,schwach::A,gwan,гӏажизаб
687,fett::A,tew,кьарияб
688,schlank::A,main,чергесаб
689,hübsch::A,tlws,гьайбатаб
690,böse::A,drwg,ракӏквешаб
691,dumm::A,twp,гьагаб
692,dumm::A,twp,гӏантаб
693,faul::A,diog,кӏохӏалаб
694,faul::A,diog,кӏухӏа́лаб
695,fleißig::A,dyfal,хӏаракатаб
696,geizig::A,crintach,къарумаб
697,geizig::A,cybyddlyd,къарумаб
698,klug::A,deallus,лумияб
699,geschickt::A,medrus,махщел бугев
700,geschickt::A,deheuig,махщел бугев
701,lieb::A,hoff,гӏазизаб
702,lieb::A,annwyl,гӏазизаб
703,lustig::A,llon,кепаб
704,sanft::A,mwyn,хӏалимаб
705,sanft::A,mwyn,хӏере́наб
706,hungrig::A,newynog,бакъараб
707,krank::A,sâl,щокъаб
708,krank::A,sâl,унтараб
709,krank::A,gwael,щокъаб
710,krank::A,gwael,унтараб
711,nackt::A,noeth,гӏицӏаб
712,nackt::A,noeth,чӏанкӏараб
713,traurig::A,trist,пашманаб
714,lebendig::A,yn fyw,чӏагояб
715,gut::A,da,лъикӏаб
716,schlecht::A,drwg,къадараб
717,schlecht::A,gwael,къадараб
718,richtig::A,cywir,битӏараб
719,schlimm::A,enbyd,нажасаб
720,schlimm::A,enbyd,къабихӏаб
721,wahr::A,gwir,хӏакъаб
722,wahr::A,gwir,битӏараб
723,alt::A,hen,басрияб
724,neu::A,newydd,цӏияб
725,ehemalig::A,blaenorol,цебе́госеб
726,alt[Lebewesen]::A,oedrannus,хераб
727,jung::A,ifanc,тӏинчӏаб
728,jung::A,ifanc,гӏолохъанаб
729,arm::A,tlawd,пакъираб
730,reich::A,cyfoethog,бечедаб
731,bekannt::A,cynefin,лъалеб
732,bekannt::A,cyfarwydd,лъалеб
733,berühmt::A,enwog,машгьураб
734,fremd::A,estron,чияр
735,verschieden::A,gwahanol,батӏи-батӏияб
736,nah::A,agos,гӏагарда бугеб
737,fern::A,pell,рикӏкӏадаб
738,linker::A,aswy,квегӏаб
739,linker::A,chwith,квегӏаб
740,rechter::A,de,кваранаб
741,rechter::A,deau,кваранаб
742,anderer::A,arall,батӏияб
743,erster::A,cyntaf,тӏоцебесеб
744,zweiter::A,ail,кӏиабилеб
745,dritter::A,trydydd,лъабабилеб
746,letzter::A,olaf,ахирисеб
