,Concept_ID,hr,te
64,Mond::N,mjesec,చంద్రుడు
65,Stern::N,zvijezda,నక్షత్రము
66,Luft::N,zrak,గాలి
67,Wind::N,vjetar,వీచుచున్నగాలి
68,Welle::N,val,అల
69,Welle::N,talas,అల
70,Wasser::N,voda,నీరు
71,Stein::N,kamen,ఱాయి
72,Boden::N,tlo,నేల
73,Boden::N,zemlja,నేల
74,Erde::N,zemlja,మన్ను
75,Staub::N,prah,దుమ్ము
76,Staub::N,prašina,దుమ్ము
77,Rauch::N,dim,పొగ
78,Funke::N,iskra,అగ్నికణము
79,Funke::N,varnica,అగ్నికణము
80,Feuer::N,vatra,అగ్ని
81,Licht::N,svjetlo,కాంతి
82,Schatten::N,hlad,నీడ
83,Schatten::N,sjena,నీడ
84,Wetter::N,vrijeme,వాతావరణ స్థితి
85,Nebel::N,magla,పొగమంచు
86,Wolke::N,oblak,మేఘము
87,Regen::N,kiša,వాన
88,Schnee::N,snijeg,హిమము
89,Eis::N,led,మంచుగడ్డ
90,Frost::N,mraz,పేరిన మంచు
91,Kälte::N,studen,చలి
92,Kälte::N,hladnoća,చలి
93,Hitze::N,vrućina,వేడిమి
94,Raureif::N,inje,మంచు
95,Regenbogen::N,duga,ఇంద్రధనుస్సు
96,Donner::N,grom,ఉరుము
97,Donner::N,grmljavina,ఉరుము
98,Strömung::N,struja,ప్రవాహము
99,Strömung::N,strujanje,ప్రవాహము
100,Tropfen::N,kap,చుక్క
101,Tropfen::N,kaplja,చుక్క
102,Schaum::N,pjena,నురుగు
103,Schmutz::N,nečistoća,మైల
104,Schmutz::N,prljavština,మైల
105,See::N,jezero,సరస్సు
106,Sumpf::N,bara,చిత్తడినేల
107,Moor::N,močvara,చిత్తడినేల
108,Wiese::N,livada,పచ్చిక బయలు
109,Wald::N,šuma,అడవి
110,Hügel::N,brijeg,చివ్నకొండ
111,Hügel::N,brežuljak,చివ్నకొండ
112,Anhöhe::N,uzvišica,కొండ
113,Berg::N,brdo,పర్వతము
114,Gipfel::N,vrh,శిఖరము
115,Höhle::N,pećina,గుహ
116,Höhle::N,spilja,గుహ
117,Abhang::N,obronak,ఏటవాలు
118,Abhang::N,nizbrdica,ఏటవాలు
119,Quelle::N,izvor,మూలము
120,Quelle::N,vrelo,మూలము
121,Bach::N,potok,కాలువ
122,Fluss::N,rijeka,నది
123,Ufer::N,obala,తీరము
124,Küste::N,obala,తీరము
125,Küste::N,morska obala,తీరము
126,Festland::N,kopno,భూమి
127,Meer::N,more,సముద్రము
128,Bucht::N,zaliv,మరుగు
129,Insel::N,ada,దీవి
130,Insel::N,otok,దీవి
131,Blume::N,cvijet,పుష్పము
132,Gras::N,trava,పచ్చగడ్డి
133,Wurzel::N,korijen,వేరు
134,Baum::N,drvo,చెట్టు
135,Baum::N,stablo,చెట్టు
136,Stamm::N,deblo,చెట్టుబోదె
137,Stamm::N,stablo,చెట్టుబోదె
138,Rinde::N,kora,చెట్టుపట్ట
139,Ast::N,grana,కొమ్మ
140,Zweig::N,grana,చివుకు
141,Blatt::N,list,ఆకు
142,Birke::N,breza,తరహా చెట్టు
143,Kiefer[Baum]::N,bor,దేవదారు చెట్టు
144,Weide[Baum]::N,iva,జాతిచెట్టు
145,Weide[Baum]::N,vŕba,జాతిచెట్టు
146,Tanne::N,jela,దేవదారుచెట్టు
147,Horn::N,rog,కొమ్ము
148,Feder::N,pero,ఈక
149,Fell::N,koža,తోలు
150,Flügel::N,krilo,ఱెక్క
151,Klaue::N,papak,వంకరగోరు
152,Kralle::N,pandža,వంకరగోరు
153,Schwanz::N,rep,తోక
154,Ei::N,jaje,గ్రుడ్డు
155,Nest::N,gnijezdo,పక్షిగూడు
156,Bau::N,jazbina,గుహ
157,Tier::N,životinja,జంతువు
158,Herde::N,krdo,మంద
159,Herde::N,stado,మంద
160,Kuh::N,krava,ఆవు
161,Bulle::N,bik,గిత్త
162,Pferd::N,konj,గుఱ్ఱము
163,Schaf::N,ovca,గొఱ్ఱె
164,Schwein::N,svinja,పంది
165,Hund::N,pas,కుక్క
166,Hund::N,pseto,కుక్క
167,Katze::N,mačka,పిల్లి
168,Bär::N,medvjed,ఎలుగుబంటి
169,Eichhörnchen::N,vjeverica,ఉడుత
170,Elch::N,los,కణంజు
171,Fuchs::N,lisica,గుంటనక్క
172,Hase::N,zec,కుందేలు
173,Maus::N,miš,చిట్టెలుక
174,Wolf::N,vuk,తోడేలు
175,Wolf::N,kurjak,తోడేలు
176,Vogel::N,ptica,పక్షి
177,Schwarm::N,roj,గుంపు
178,Schwarm::N,jato,గుంపు
179,Huhn::N,kokoš,కోడిపిల్ల
180,Hahn::N,kokot,కోడివుంజు
181,Hahn::N,pijevac,కోడివుంజు
182,Gans::N,guska,ఆడుబాతు
183,Adler::N,orao,గ్రద్ద
184,Ente::N,patka,పాట్టిబాతు
185,Eule::N,sova,గ్రుడ్లగూబ
186,Kranich::N,ždral,కొంగ
187,Krähe::N,vrana,కాకి
188,Kuckuck::N,kukavica,కోయల
189,Schwan::N,labud,హంస
190,Fisch::N,riba,చేప
191,Barsch::N,grgeč,ఒకచేఁప
192,Hecht::N,štuka,గండుమీను
193,Schlange[Tier]::N,guja,పాము
194,Schlange[Tier]::N,zmija,పాము
195,Wurm::N,crv,పురుగు
196,Spinne::N,pauk,సాలె పురుగు
197,Ameise::N,mrav,చీమ
198,Laus::N,uš,పేను
199,Mücke::N,komarac,చీకటీగ
200,Fliege::N,muha,ఈగ
201,Schmetterling::N,leptir,సీతాకోకచిలుక
202,Beere::N,boba,కాయ
203,Beere::N,bobica,కాయ
204,Apfel::N,jabuka,ఆపిల్ పండు
205,Pilz::N,pečurka,కుక్కగొడుగు
206,Zwiebel::N,luk,నీరుల్లి
207,Zwiebel::N,kapula,నీరుల్లి
208,Saat::N,sjemenje,విత్తనము
209,Korn::N,zrno,గింజ
210,Heu::N,sijeno,ఎండుగడ్డి
211,Schale::N,kora,పొట్టు
212,Schale::N,ljuska,పొట్టు
213,Grube::N,jama,గొయ్యి
214,Falle::N,zamka,బోను
215,Falle::N,klopka,బోను
216,Schlinge::N,uzao,ఉరి
217,Schlinge::N,petlja,ఉరి
218,Spur::N,trag,జాడ
219,Spur::N,slijed,జాడ
220,Asche::N,pepeo,బూడిద
221,Dreck::N,blato,ముఱికి
222,Eisen::N,željezo,ఇనుము
223,Gold::N,zlato,బంగారము
224,Silber::N,srebro,వెండి
225,Kohle::N,ugalj,నేలబొగ్గు
226,Kohle::N,ugljen,నేలబొగ్గు
227,Glas::N,staklo,గాజు
228,Lehm::N,glina,బంకమన్ను
229,Lehm::N,ilovača,బంకమన్ను
230,Sand::N,pijesak,ఇసుక
231,Mensch::N,čovjek,నరుడు
232,Mann::N,muškarac,పురుమడు
233,Frau::N,žena,ఆడుది
234,Kind::N,čedo,బిడ్డ
235,Kind::N,dijete,బిడ్డ
236,Junge::N,momče,బాలుడు
237,Junge::N,dječak,బాలుడు
238,Mädchen::N,djevojka,బాలిక
239,Mädchen::N,djevojčica,బాలిక
240,Familie::N,obitelj,కుటుంబము
241,Familie::N,porodica,కుటుంబము
242,Großvater::N,djed,తాత
243,Großmutter::N,baka,అయ్యమ్మ
244,Eltern::N,roditelji,తల్లితండ్రులు
245,Vater::N,otac,తండ్రి
246,Mutter::N,majka,తల్లి
247,Sohn::N,sin,కొడుకు
248,Tochter::N,kći,కూతురు
249,Tochter::N,kćerka,కూతురు
250,Bruder::N,brat,పోదరుడు
251,Schwester::N,sestra,సోదరి
252,Onkel::N,čika,మేనమామ
253,Onkel::N,ujak,మేనమామ
254,Tante::N,ujna,మేనత్త
255,Tante::N,ujna,పినతల్లి
256,Tante::N,tetka,మేనత్త
257,Tante::N,tetka,పినతల్లి
258,Ehemann::N,muž,భర్త
259,Ehemann::N,suprug,భర్త
260,Ehefrau::N,žena,భార్య
261,Ehefrau::N,supruga,భార్య
262,Freude::N,radost,సంతోషము
263,Gelächter::N,grohot,నవ్వు
264,Glück::N,sreća,సంతోషము
265,Kummer::N,jad,దుఃఖము
266,Kummer::N,briga,దుఃఖము
267,Wunsch::N,želja,కోరిక
268,Lust::N,volja,కోరిక
269,Geist::N,duh,ఆత్మ
270,Gedanke::N,misao,ఆలోచన
271,Gedächtnis::N,pamćenje,జ్ఞాపకము
272,Verstand::N,um,మనస్సు
273,Verstand::N,razum,మనస్సు
274,Sinn::N,smisao,అర్థము
275,Sinn::N,značenje,అర్థము
276,Grund::N,razlog,కారణము
277,Wahrheit::N,istina,సత్యము
278,Gespräch::N,razgovor,పంభాషణ
279,Märchen::N,bajka,అద్భుతకథ
280,Erzählung::N,priča,కథ
281,Erzählung::N,pripovijest,కథ
282,Nachricht::N,vijest,వార్త
283,Neuigkeit::N,novost,వార్త
284,Name::N,ime,పేరు
285,Rätsel::N,zagonetka,చిక్కు
286,Rede::N,govor,ఉపన్యాసము
287,Rede::N,besjeda,ఉపన్యాసము
288,Sprache::N,jezik,భాష
289,Stimme::N,glas,కంరథ్సని
290,Wort::N,riječ,మాట
291,Zeichen::N,znak,గుర్తు
292,Ruf::N,povik,పిలువు
293,Ruf::N,poklik,పిలువు
294,Lärm::N,buka,సందడి
295,Lärm::N,galama,సందడి
296,Laut::N,zvuk,ధ్వని
297,Ton::N,ton,స్వరము
298,Lied::N,pjesma,పాట
299,Ruhe::N,tišina,గాలిలేమి
300,Ruhe::N,počinak,గాలిలేమి
301,Leute::N,ljudi,జనులు
302,Volk::N,puk,జాతి
303,Volk::N,narod,జాతి
304,Arbeit::N,rad,పని
305,Arbeit::N,posao,పని
306,Gast::N,gost,అతిధి
307,Geschenk::N,dar,దానము
308,Geschenk::N,poklon,దానము
309,Spiel::N,igra,ఆట
310,Gesellschaft::N,društvo,జట్టు
311,Gesellschaft::N,kompanija,జట్టు
312,Hilfe::N,pomoć,సాహాయ్యము
313,Freund::N,prijatelj,స్నేహితుడు
314,Kamerad::N,drug,చెలికాడు
315,Kamerad::N,drugar,చెలికాడు
316,Angelegenheit::N,posao,విషయము
317,Anzahl::N,broj,లెక్క
318,Anzahl::N,brojnost,లెక్క
319,Art::N,vid,జాతి
320,Art::N,vrst,జాతి
321,Stück::N,komad,తునుక
322,Teil::N,dio,భాగము
323,Hälfte::N,polovina,సగము
324,Kreis::N,krug,వృత్తము
325,Kreuz::N,križ,సిలువ
326,Linie::N,crta,గీత
327,Strich::N,crta,గీత
328,Abstand::N,razmak,సందు
329,Abstand::N,odstojanje,సందు
330,Entfernung::N,udaljenost,దూరము
331,Gegend::N,kraj,విస్తీర్ణము
332,Gegend::N,predeo,విస్తీర్ణము
333,Platz::N,mjesto,ఎడము
334,Ort::N,mjesto,స్థలము
335,Seite::N,bok,ప్రక్క
336,Seite::N,strana,ప్రక్క
337,Mitte::N,sredina,నడిమి
338,Gegenstand::N,predmet,పద్దు
339,Sache::N,posao,వస్తువు
340,Rand::N,rub,అంచు
341,Rand::N,kraj,అంచు
342,Kante::N,brid,అంచు
343,Kante::N,ivica,అంచు
344,Ecke::N,ugao,మూల
345,Spitze::N,vrh,మొన
346,Spitze::N,šiljak,మొన
347,Ende::N,konac,కొన
348,Loch::N,rupa,రంధ్రము
349,Winkel::N,kut,కోణము
350,Winkel::N,ugao,కోణము
351,Muster::N,uzor,మాదిరి
352,Größe::N,veličina,పరిమాణము
353,Länge::N,duljina,పొడుగు
354,Höhe::N,visina,పొడుగు
355,Gewicht::N,težina,భారము
356,Menge::N,mnoštvo,మొత్తము
357,Menge::N,količina,మొత్తము
358,Haufen::N,hrpa,రాశి
359,Haufen::N,gomila,రాశి
360,Reihe::N,red,వరుస
361,Boot::N,čun,పడవ
362,Boot::N,čamac,పడవ
363,Ruder::N,veslo,అడక
364,Schlitten::N,saone,సరవండ్లు
365,Ski::N,ski,స్కీ
366,Ski::N,smučka,స్కీ
367,Lagerfeuer::N,logorska vatra,నెగడు
368,Last::N,tovar,బరువు
369,Gang::N,hod,నడక
370,Schritt::N,korak,అడుగు
371,Norden::N,sjever,ఉత్తరదిక్కు
372,Süden::N,jug,దక్షిణము
373,Westen::N,zapad,పడమర
374,Osten::N,istok,తూర్పు
375,Holz::N,drvo,కొయ్య
376,Brett::N,daska,పలక
377,Platte::N,ploča,పలక
378,Stütze::N,potpora,వాల్సేడ్లు
379,Stange::N,motka,స్తంభము
380,Stock::N,štap,కఱ్ఱ
381,Stock::N,palica,కఱ్ఱ
382,Stab::N,štap,కఱ్ఱ
383,Stab::N,šipka,కఱ్ఱ
384,Rohr::N,cijev,గొట్టము
385,Haus::N,kuća,ఇల్లు
386,Heim::N,dom,స్వగృహము
387,Ofen::N,peć,పొయ్యి
388,Fußboden::N,pod,నేల
389,Tisch::N,stol,మేజా
390,Tisch::N,trpeza,మేజా
391,Stuhl::N,stolac,కుర్చీ
392,Stuhl::N,stolica,కుర్చీ
393,Wiege::N,kolijevka,ఉయ్యాల
394,Bett::N,krevet,పడక
395,Bett::N,krevet,మంచం
396,Bett::N,postelja,పడక
397,Bett::N,postelja,మంచం
398,Regal::N,polica,అటక
399,Kiste::N,sanduk,వెట్టె
400,Fenster::N,prozor,కిటికి
401,Tür::N,vrata,ద్వారము
402,Tor::N,vrata,ద్వారము
403,Tor::N,kapija,ద్వారము
404,Zaun::N,plot,కంచె
405,Zaun::N,ograda,కంచె
406,Dach::N,krov,ఇంటివైకప్పు
407,Leiter::N,ljestve,నిచ్చెన
408,Leiter::N,ljestvice,నిచ్చెన
409,Besen::N,metla,చీపురుకట్ట
410,Spaten::N,ašov,పాఱ
411,Schaufel::N,lopata,పాఱ
412,Gabel::N,viljuška,ముండ్లగరిటె
413,Löffel::N,žlica,గరిటె
414,Messer::N,nož,కత్తి
415,Nagel::N,čavao,మేకు
416,Netz::N,mreža,వల
417,Haken::N,kuka,కొక్కెము
418,Griff::N,držak,పిడి
419,Griff::N,ručica,పిడి
420,Schloss::N,brava,తాళము
421,Bild::N,slika,చిత్రము
422,Figur::N,figura,రూపము
423,Puppe::N,lutka,బొమ్మ
424,Beutel::N,kesa,సంచి
425,Bündel::N,snop,మూట
426,Bündel::N,svežanj,మూట
427,Tasche::N,torba,సంచి
428,Tasche::N,taška,సంచి
429,Eimer::N,kabao,చేద
430,Deckel::N,poklopac,మూత
431,Geschirr::N,suđe,వంటకాలు
432,Geschirr::N,posuđe,వంటకాలు
433,Sack::N,džak,గోనెసంచి
434,Sack::N,vreća,గోనెసంచి
435,Tasse::N,šalica,గిన్నె
436,Topf::N,lonac,కుండ
437,Kessel::N,kazan,నీరుకాచుపాత్ర
438,Essen::N,obrok,ఆహారము
439,Nahrung::N,hrana,ఆహారము
440,Speise::N,jelo,ఆహారము
441,Fleisch::N,meso,మాంసము
442,Getreide::N,žito,ధాన్యము
443,Getreide::N,žitarice,ధాన్యము
444,Brei::N,kaša,గుజ్జు
445,Brot::N,kruh,రొట్టె
446,Scheibe::N,kriška,బద్ద
447,Fett::N,mast,క్రొవ్వు
448,Fett::N,salo,క్రొవ్వు
449,Butter::N,buter,వెన్న
450,Butter::N,maslac,వెన్న
451,Öl::N,ulje,నూనె
452,Salz::N,sol,ఉప్పు
453,Suppe::N,supa,చారు
454,Honig::N,med,తెనె
455,Milch::N,mlijeko,పాలు
456,Tee::N,čaj,తేనీరు
457,Leder::N,koža,బాగుచేసివతోలు
458,Wolle::N,vuna,ఉన్ని
459,Stoff::N,štof,బట్ట
460,Stoff::N,tkanina,బట్ట
461,Nadel::N,igla,సూది
462,Faden::N,nit,దారము
463,Faden::N,konac,దారము
464,Knopf::N,dugme,బొత్తాము
465,Knoten::N,čvor,ముడి
466,Knoten::N,uzao,ముడి
467,Farbe::N,farba,రంగు
468,Kleidung::N,odjeća,బట్టలు
469,Hemd::N,košulja,చొక్కాయ
470,Kragen::N,ovratnik,మాల
471,Ärmel::N,rukav,చొక్కాయచెయ్యి
472,Hose::N,hlače,ఇజారు
473,Gürtel::N,pas,పటకా
474,Gürtel::N,pojas,పటకా
475,Mütze::N,kapa,టోపి
476,Schuh::N,cipela,పాదరక్ష
477,Stiefel::N,čizma,బూటు
478,Ring::N,prsten,ఉంగరము
479,Band::N,vrpca,నాడా
480,Kamm::N,češalj,దువ్వెన
481,Spiegel::N,zrcalo,అద్దము
482,Spiegel::N,ogledalo,అద్దము
483,Riemen::N,kaiš,వాడా
484,Riemen::N,remen,వాడా
485,Schnur::N,vrpca,దారము
486,Leine::N,uzica,వారు
487,Decke::N,ćebe,కంబళి
488,Decke::N,pokrivač,కంబళి
489,Kissen::N,jastuk,తలగడ
490,Tuch::N,rubac,బట్ట
491,Tuch::N,marama,బట్ట
492,Handtuch::N,ručnik,తువాలు
493,Kraft::N,snaga,బలము
494,Stärke::N,jakost,శక్తి
495,Gesundheit::N,zdravlje,ఆరోగ్యము
496,Krankheit::N,bolest,రోగము
497,Schmerz::N,bol,నొప్పి
498,Wunde::N,rana,గాయము
499,Fieber::N,groznica,జ్వరము
500,Arznei::N,lijek,మందు
501,Brücke::N,most,వంతెన
502,Brücke::N,ćuprija,వంతెన
503,Brunnen::N,bunar,బావి
504,Brunnen::N,bunar,కూపము
505,Brunnen::N,bunar,నుయ్యి
506,Brunnen::N,zdenac,బావి
507,Brunnen::N,zdenac,కూపము
508,Brunnen::N,zdenac,నుయ్యి
509,Weide::N,paša,పచ్చికబయలు
510,Weide::N,pašnjak,పచ్చికబయలు
511,Pfad::N,staza,కాలిత్రోవ
512,Weg::N,put,మార్గము
513,Straße::N,drum,బాట
514,Straße::N,cesta,బాట
515,Dorf::N,selo,గ్రామము
516,Stadt::N,grad,పట్టణము
517,Stadt::N,varoš,పట్టణము
518,Brief::N,list,జాబు
519,Brief::N,pismo,జాబు
520,Buch::N,knjiga,పుస్తకము
521,Buchstabe::N,slovo,అక్షరము
522,Zeitung::N,novine,వార్తాపత్రిక
523,Leben::N,život,ప్రాణము
524,Tod::N,smrt,మరణము
525,Grab::N,raka,సమాధి
526,Kirche::N,crkva,క్రెస్తవులగుడి
527,Sünde::N,grijeh,పాపము
528,Gott::N,bog,దేవుడు
529,Arbeiter::N,radnik,పనిపాటుచేశేవాడు
530,Chef::N,šef,యజమానుడు
531,Meister::N,majstor,కళాకారుడు
532,Arzt::N,liječnik,వైద్యుడు
533,Lehrer::N,učitelj,ఉపాధ్యాయుడు
534,Geld::N,novac,ద్రవ్యము
535,Geschäft::N,posao,వ్యాపారము
536,Geschäft::N,trgovina,వ్యాపారము
537,Laden::N,dućan,అంగడి
538,Preis::N,cijena,వెల
539,Ware::N,roba,సరకులు
540,Nutzen::N,korist,ప్రయోజనము
541,Reichtum::N,bogatstvo,ధనము
542,Welt::N,svijet,ప్రపంచము
543,Land::N,zemlja,దేశము
544,Staat::N,država,రాజ్యము
545,König::N,kralj,రాజు
546,Macht::N,moć,అధికారము
547,Macht::N,vlast,అధికారము
548,Grenze::N,granica,సరిహద్దు
549,Krieg::N,rat,యుద్ధము
550,Feind::N,neprijatelj,శత్రువు
551,Gewalt::N,sila,దౌర్జన్యము
552,Gewalt::N,nasilje,దౌర్జన్యము
553,Kampf::N,boj,పోట్లాట
554,Kampf::N,borba,పోట్లాట
555,Bogen[Waffe]::N,luk,విల్లు
556,Pfeil::N,strijela,బాణము
557,Gewehr::N,puška,తుపాకి
558,Fehler::N,pogreška,తప్ప
559,Fehler::N,griješka,తప్ప
560,Lüge::N,laž,అసత్యము
561,Schaden::N,šteta,నష్టము
562,Unglück::N,nesreća,దురదృష్టము
563,Schuld::N,krivnja,తప్పు
564,Alter::N,dob,వయస్సు
565,Schluss::N,kraj,ముగింపు
566,Schluss::N,konac,ముగింపు
567,Zeit::N,doba,కాలము
568,Zeit::N,vrijeme,కాలము
569,Tag::N,dan,దినము
570,Morgen::N,jutro,ఉదయము
571,Mittag::N,podne,మధ్యాహ్నము
572,Abend::N,veče,సాయంకాలము
573,Abend::N,večer,సాయంకాలము
574,Nacht::N,noć,రత్రి
575,Woche::N,sedmica,వారము
576,Monat::N,mjesec,నెల
577,Jahr::N,godina,సంవత్సరము
578,Frühling::N,proljeće,వసంతకాలము
579,Sommer::N,ljeto,వేసవికాము
580,Herbst::N,jesen,ఆకురాలుకాలము
581,Winter::N,zima,శీతకాలము
582,Januar::N,januar,జనవరి
583,Januar::N,siječanj,జనవరి
584,Februar::N,veljača,ఫిబ్రవరి
585,Februar::N,februar,ఫిబ్రవరి
586,März::N,mart,మార్చి
587,März::N,ožujak,మార్చి
588,April::N,april,ఏప్రిలు
589,April::N,travanj,ఏప్రిలు
590,Mai::N,maj,మే
591,Mai::N,svibanj,మే
592,Juni::N,juni,జూన్
593,Juni::N,lipanj,జూన్
594,Juli::N,juli,జూలై
595,Juli::N,srpanj,జూలై
596,August::N,august,ఆగస్టు
597,August::N,kolovoz,ఆగస్టు
598,September::N,rujan,సెప్ఠెంబరు
599,September::N,septembar,సెప్ఠెంబరు
600,Oktober::N,oktobar,అక్టోబరు
601,Oktober::N,listopad,అక్టోబరు
602,November::N,studeni,నవంబరు
603,November::N,novembar,నవంబరు
604,Dezember::N,prosinac,డిసెంబర్
605,Montag::N,ponedjeljak,సోమవారము
606,Montag::N,ponedjeljnik,సోమవారము
607,Dienstag::N,utorak,మంగళవారము
608,Dienstag::N,utornik,మంగళవారము
609,Mittwoch::N,srijeda,బుధవారము
610,Donnerstag::N,četvrtak,గురువారము
611,Freitag::N,petak,శుక్రవారము
612,Samstag::N,subota,శనివారము
613,Sonntag::N,nedjelja,ఆదివారము
614,groß::A,velik,గొప్పైన
615,klein::A,mali,చిన్న
616,klein::A,malen,చిన్న
617,lang::A,dug,పొడుగాటి
618,lang::A,dugačak,పొడుగాటి
619,kurz::A,kratak,పొట్టి
620,breit::A,širok,వెడల్పైన
621,schmal::A,uski,ఇఱుకైన
622,schmal::A,uzak,ఇఱుకైన
623,dicht::A,gust,దట్టమైన
624,dick[Gegenstand]::A,debeo,దట్టమైన
625,dünn::A,tanak,పలుచని
626,fein::A,fin,నాజాకైన
627,fein::A,tanak,నాజాకైన
628,fest::A,čvrst,దృడమైవ
629,flach::A,ravan,చదువైన
630,flach::A,plosnat,చదువైన
631,glatt::A,gladak,నున్నని
632,hart::A,tvrd,కఠినమైన
633,weich::A,mek,మృదువైన
634,weich::A,mekan,మృదువైన
635,rund::A,okrugao,గుండ్రని
636,spitz::A,oštar,మొనగల
637,spitz::A,šiljast,మొనగల
638,scharf::A,oštar,పదనైన
639,scharf::A,bridak,పదనైన
640,stumpf::A,tup,వాడిలేని
641,schwer::A,težak,బరువ్తెన
642,schön::A,krasan,సుందరమైన
643,heiß::A,vruć,వేడియైన
644,warm::A,topao,వెచ్చని
645,kalt::A,hladan,చల్లని
646,kühl::A,hladan,చల్లని
647,frisch::A,svjež,తాజాయైన
648,feucht::A,vlažan,చెమ్మగానున్న
649,nass::A,mokar,తడిగామన్న
650,trocken::A,suh,ఎండిన
651,voll::A,pun,నిండు
652,leer::A,prazan,శూన్యమైన
653,offen::A,otvoren,తెఱచియున్న
654,geschlossen::A,zatvoren,మూసిన
655,sauber::A,čist,పరిశుద్ధమైన
656,schmutzig::A,nečist,ముఱికియైన
657,schmutzig::A,blatan,ముఱికియైన
658,roh::A,sirov,పచ్చి
659,reif::A,zreo,పండివ
660,lecker::A,tečan,రుచి గల
661,lecker::A,ukusan,రుచి గల
662,süß::A,sladak,తియ్యని
663,bitter::A,gorak,చేదైన
664,sauer::A,kiseo,పుల్లని
665,hell::A,vedar,కాంతిగల
666,hell::A,svijetao,కాంతిగల
667,dunkel::A,taman,చీకటియైన
668,schwarz::A,crn,నల్లని
669,weiß::A,bio,తెలుపు
670,weiß::A,bijel,తెలుపు
671,rot::A,crven,ఎఱ్ఱని
672,gelb::A,žut,పసుపు పచ్చ
673,blau::A,plav,నీలవర్ణము
674,blau::A,modar,నీలవర్ణము
675,grün::A,zelen,ఆకుపచ్చని
676,grau::A,siv,నెరిసిన
677,bunt::A,šaren,రంగేలీ
678,billig::A,jeftin,చౌకయైన
679,teuer::A,skup,వెలపొడుగైన
680,wertvoll::A,vrijedan,విలుప్తెన
681,wertvoll::A,dragocjen,విలుప్తెన
682,blind::A,slijep,గ్రుడ్డి
683,taub::A,gluh,చెవిటి
684,kräftig::A,snažan,శక్తి గల
685,stark::A,jak,బలమైన
686,stark::A,snažan,బలమైన
687,schwach::A,slab,బలహీనమైన
688,fett::A,pretio,క్రొవ్విన
689,schlank::A,vitak,సన్నని
690,hübsch::A,zgodan,సాగప్తెన
691,böse::A,zao,చెడ్డ
692,böse::A,opak,చెడ్డ
693,dumm::A,glup,తెలివిలేని
694,faul::A,lijen,సోమరియైన
695,fleißig::A,radin,శ్రద్దగల
696,fleißig::A,marljiv,శ్రద్దగల
697,geizig::A,škrt,పిసినారియైన
698,klug::A,razborit,తెలివిగల
699,geschickt::A,vješt,నిపుణతగల
700,lieb::A,drag,ప్రియమైన
701,lustig::A,veseo,ఉల్లాసము గల
702,sanft::A,blag,సాధువైన
703,hungrig::A,gladan,ఆకలిగొనిన
704,krank::A,bolestan,వ్యాధిగల
705,nackt::A,nag,దిగంబరమైన
706,traurig::A,tužan,విచారముగల
707,traurig::A,žalostan,విచారముగల
708,lebendig::A,živ,ప్రాణముతో నున్న
709,gut::A,dobar,మంచి
710,schlecht::A,loš,చెడ్డ
