,Concept_ID,tt,ba
176,Kranich::N,торна,торна
177,Krähe::N,карга,ҡарға
178,Kuckuck::N,күке,кәкүк
179,Kuckuck::N,кәккүк,кәкүк
180,Schwan::N,аккош,аҡҡош
181,Fisch::N,балык,балыҡ
182,Barsch::N,алабуга,алабуға
183,Hecht::N,чуртан,суртан
184,Schlange[Tier]::N,елан,йылан
185,Wurm::N,корт,селяүсен
186,Spinne::N,үрмәкүч,үрмәксе
187,Ameise::N,кырмыска,ҡырмыҫҡа
188,Laus::N,бет,бет
189,Mücke::N,черки,серәкәй
190,Mücke::N,озынборын,серәкәй
191,Fliege::N,чебен,себен
192,Schmetterling::N,күбәләк,күбәләк
193,Beere::N,җиләк,еләк
194,Apfel::N,алма,алма
195,Pilz::N,гөмбә,бәшмәк
196,Zwiebel::N,суган,һуган
197,Zwiebel::N,суганбаш,һуган
198,Saat::N,орлык,орлоҡ
199,Korn::N,иген,иген
200,Korn::N,орлык,иген
201,Heu::N,печән,бесән
202,Schale::N,кабык,ҡабыҡ
203,Grube::N,баз,соҡор
204,Grube::N,чокыр,соҡор
205,Falle::N,тозак,тоҙак
206,Falle::N,тозак,ҡапҡан
207,Falle::N,капкын,тоҙак
208,Falle::N,капкын,ҡапҡан
209,Schlinge::N,элмәк,тоҙак
210,Spur::N,эз,әҫер
211,Asche::N,көл,көл
212,Dreck::N,пычрак,батҡаҡ
213,Eisen::N,тимер,тимер
214,Gold::N,алтын,алтын
215,Silber::N,көмеш,көмөш
216,Kohle::N,күмер,күмер
217,Glas::N,пыяла,быяла
218,Lehm::N,балчык,балсыҡ
219,Sand::N,ком,ҡом
220,Mensch::N,адәм,кеше
221,Mensch::N,инсан,кеше
222,Mann::N,ир,ир
223,Frau::N,хатын,ҡатын
224,Kind::N,бала,бала
225,Junge::N,малай,малай
226,Mädchen::N,кыз,ҡыҙ
227,Mädchen::N,кыз,ҡыҙыҡай
228,Familie::N,гаилә,ғаилә
229,Großvater::N,бабай,олатай
230,Großmutter::N,әби,әбәй
231,Eltern::N,ата-ана,ата-әсә
232,Vater::N,ата,атай
233,Mutter::N,ана,әсә
234,Sohn::N,ул,ул
235,Tochter::N,кыз,ҡыҙ
236,Bruder::N,кардәш,агай
237,Schwester::N,апа,алай
238,Schwester::N,апа,һеңле
239,Schwester::N,сеңел,алай
240,Schwester::N,сеңел,һеңле
241,Onkel::N,дәдә,ағай
242,Onkel::N,дәдәй,ағай
243,Tante::N,түти,апай
244,Tante::N,тәтәй,апай
245,Ehemann::N,ир,ир
246,Ehefrau::N,хатын,ҡатын
247,Freude::N,сөенеч,шатлыҡ
248,Freude::N,сөенеч,ҡыуаныс
249,Gelächter::N,көлү,көлөү
250,Gelächter::N,көлеш,көлөү
251,Glück::N,бәхет,бәхет
252,Kummer::N,хәсрәт,ҡайғы
253,Wunsch::N,теләк,теләк
254,Lust::N,теләк,әүәҫлек
255,Lust::N,теләү,әүәҫлек
256,Geist::N,рух,аң
257,Geist::N,рух,рух
258,Gedanke::N,уй,уй
259,Gedanke::N,уй,фекер
260,Gedanke::N,фикер,уй
261,Gedanke::N,фикер,фекер
262,Gedächtnis::N,хәтер,хәтер
263,Verstand::N,акыл,аҡыл
264,Sinn::N,мәгънә,мәғәня
265,Grund::N,сәбәп,сәбәп
266,Wahrheit::N,хак,дөрөҫлөк
267,Gespräch::N,әңгәмә,әңгәмә
268,Märchen::N,әкият,әкиәт
269,Erzählung::N,хикәя,хикәйә
270,Nachricht::N,хәбәр,хәбәр
271,Neuigkeit::N,яңалык,яңылыҡ
272,Name::N,исем,исем
273,Rätsel::N,табышмак,йомаҡ
274,Rede::N,нотык,телмәр
275,Sprache::N,тел,тел
276,Sprache::N,тел,телмәр
277,Stimme::N,тавыш,тауыш
278,Wort::N,сүз,һүҙ
279,Zeichen::N,ишарә,билдә
280,Ruf::N,дәшү,саҡырыу
281,Lärm::N,шау,шаулау
282,Laut::N,аваз,тауыш
283,Ton::N,шалтырату,яңғырау
284,Lied::N,җыр,йыр
285,Ruhe::N,тынлык,ял
286,Ruhe::N,тынлык,тыныслыҡ
287,Leute::N,халык,кешеләр
288,Volk::N,халык,халҡ
289,Arbeit::N,эш,эш
290,Arbeit::N,хезмәт,эш
291,Gast::N,кунак,ҡунаҡ
292,Geschenk::N,бүләк,бүләк
293,Spiel::N,уен,уйын
294,Gesellschaft::N,җәмгыять,йәмғиәт
295,Hilfe::N,ярдәм,ярҙам
296,Hilfe::N,булышлык,ярҙам
297,Freund::N,дус,дуҫ
298,Kamerad::N,иптәш,иптәш
299,Angelegenheit::N,эш,әш
300,Anzahl::N,микъдар,һан
301,Art::N,төр,төр
302,Stück::N,кисәк,киҫәк
303,Teil::N,өлеш,өлөш
304,Hälfte::N,ярым,ярты
305,Kreis::N,түгәрәк,түңәрәк
306,Kreuz::N,хач,тәре
307,Kreuz::N,тәре,тәре
308,Linie::N,сызык,һыҙыҡ
309,Strich::N,сызык,һыҙат
310,Abstand::N,ара,ара
311,Entfernung::N,ераклык,алыҫлыҡ
312,Gegend::N,урын,урын
313,Platz::N,бушлык,арауыҡ
314,Ort::N,урын,ерҙәр
315,Ort::N,урын,урындар
316,Ort::N,урын,эш урыны
317,Seite::N,як,яҡ
318,Mitte::N,урта,урталыҡ
319,Gegenstand::N,нәрсә,нәмә
320,Sache::N,нәрсә,нәмә
321,Sache::N,нәрсә,әйбер
322,Rand::N,чит,сит
323,Kante::N,кырый,ҡабырға
324,Kante::N,кырый,ян
325,Ecke::N,почмак,мөйөш
326,Spitze::N,оч,ос
327,Ende::N,азак,аҙаҡ
328,Loch::N,тишек,тишек
329,Winkel::N,почмак,мөйөш
330,Muster::N,парча,биҙәк
331,Größe::N,зурлык,ҙурлыҡ
332,Länge::N,озынлык,оҙонлоҡ
333,Höhe::N,биеклек,бейеклек
334,Gewicht::N,авырлык,үлсәү
335,Menge::N,микъдар,һан
336,Haufen::N,өем,өйөм
337,Reihe::N,рәт,рәт
338,Boot::N,каек,кәмә
339,Boot::N,көймә,кәмә
340,Ruder::N,ишкәк,ишкәк
341,Schlitten::N,чана,сана
342,Ski::N,чаңгы,саңгы
343,Lagerfeuer::N,костёр,костер
344,Last::N,йөк,ауырлыҡ
345,Gang::N,йөреш,барыу
346,Schritt::N,адым,аҙым
347,Norden::N,төньяк,төньяҡ
348,Süden::N,көньяк,көньяҡ
349,Westen::N,көнбатыш,көнбайыш
350,Osten::N,шәрык,көнсығыш
351,Osten::N,көнчыгыш,көнсығыш
352,Holz::N,агач,үағас
353,Brett::N,такта,таҡта
354,Platte::N,плитә,плита
355,Stütze::N,таяу,терәк
356,Stange::N,колга,кәртә
357,Stock::N,таяк,таяҡ
358,Stab::N,таяк,ҡолға
359,Rohr::N,торба,торба
360,Haus::N,өй,өй
361,Haus::N,өй,йорт
362,Haus::N,йорт,өй
363,Haus::N,йорт,йорт
364,Heim::N,гаилә,өй
365,Heim::N,нәсел,өй
366,Ofen::N,мич,мейес
367,Fußboden::N,идән,енес
368,Tisch::N,өстәл,өҫтәл
369,Stuhl::N,утыргыч,ултырғыс
370,Wiege::N,бишек,бишек
371,Bett::N,ятак,карауат
372,Bett::N,урын-җир,карауат
373,Regal::N,киштә,кәштә
374,Regal::N,шүрлек,кәштә
375,Kiste::N,әрҗә,йәшинк
376,Fenster::N,тәрәзә,тәҙрә
377,Tür::N,ишек,ишек
378,Tor::N,капка,ҡапҡа
379,Zaun::N,койма,ҡойма
380,Dach::N,түбә,түбә
381,Dach::N,түбә,ҡыйыҡ
382,Leiter::N,баскыч,баҫҡыс
383,Besen::N,себерке,һепертке
384,Spaten::N,көрәк,көрәк
385,Schaufel::N,көрәк,көрәк
386,Gabel::N,чәннечке,сәнске
387,Löffel::N,кашык,ҡалаҡ
388,Messer::N,пычак,бысаҡ
389,Nagel::N,кадак,сөй
390,Netz::N,челтәр,ау
391,Haken::N,ыргак,ыргаҡ
392,Griff::N,тотка,тотҡа
393,Schloss::N,йозак,йоҙаҡ
394,Bild::N,рәсем,картина
395,Bild::N,картина,картина
396,Figur::N,сын,һын
397,Figur::N,фигура,һын
398,Puppe::N,курчак,ҡурсаҡ
399,Beutel::N,луза,тоҡ
400,Bündel::N,бәйләм,төргәк
401,Tasche::N,букча,сумка
402,Eimer::N,чиләк,биҙрә
403,Deckel::N,капкач,ҡапҡас
404,Geschirr::N,савыт-саба,һауыт-һаба
405,Geschirr::N,кашык-аяк,һауыт-һаба
406,Sack::N,капчык,тоҡ
407,Tasse::N,чынаяк,сынаяҡ
408,Topf::N,чүлмәк,кәстрүл
409,Kessel::N,казан,ҡаҙан
410,Essen::N,ашау,ашау
411,Nahrung::N,азык,аҙыҡ
412,Nahrung::N,тәгам,аҙыҡ
413,Nahrung::N,ашамлык,аҙыҡ
414,Speise::N,ризык,аш
415,Fleisch::N,ит,ит
416,Getreide::N,ашлык,иген
417,Getreide::N,ашлык,ашлыҡ
418,Brei::N,ботка,бутҡа
419,Brot::N,ипи,икмәк
420,Brot::N,икмәк,икмәк
421,Scheibe::N,телем,телем
422,Fett::N,май,май
423,Butter::N,май,май
424,Öl::N,май,май буяуы
425,Salz::N,тоз,тоҙ
426,Suppe::N,шулпа,һурпа
427,Honig::N,бал,бал
428,Milch::N,сөт,һөт
429,Tee::N,чәй,сәй
430,Leder::N,күн,күн
431,Wolle::N,йон,йөн
432,Stoff::N,тукыма,туҡыма
433,Nadel::N,энә,энә
434,Faden::N,җеп,еп
435,Knopf::N,төймә,төймә
436,Knoten::N,төен,төйөн
437,Farbe::N,буяу,буяу
438,Kleidung::N,кием,кейем
439,Hemd::N,күлмәк,күлдәк
440,Kragen::N,яка,яға
441,Ärmel::N,җиң,ең
442,Hose::N,чалбар,салбар
443,Gürtel::N,билбау,ҡайыш
444,Mütze::N,бүрек,бүрк
445,Schuh::N,башмак,туфли
446,Stiefel::N,итек,итек
447,Ring::N,балдак,йөҙөк
448,Ring::N,балдак,балдаҡ
449,Band::N,тасма,таҫма
450,Kamm::N,тарак,тараҡ
451,Spiegel::N,көзге,көзгө
452,Riemen::N,каеш,ҡайыш
453,Schnur::N,бау,бау
454,Leine::N,тезген,бау
455,Decke::N,юрган,одеяд
456,Kissen::N,мендәр,мендәр
457,Tuch::N,яулык,яулыҡ
458,Handtuch::N,сөлгә,таҫтамал
459,Kraft::N,егәр,көс
460,Kraft::N,дәрман,көс
461,Stärke::N,көч,көс
462,Stärke::N,дәрман,көс
463,Gesundheit::N,саулык,һаулыҡ
464,Krankheit::N,чир,сир
465,Krankheit::N,чир,ауырыу
466,Krankheit::N,хаста,сир
467,Krankheit::N,хаста,ауырыу
468,Krankheit::N,сырхау,сир
469,Krankheit::N,сырхау,ауырыу
470,Schmerz::N,авырту,һыҙлау
471,Schmerz::N,авырту,әрнеү
472,Wunde::N,яра,йәрәхәт
473,Wunde::N,җәрәхәт,йәрәхәт
474,Fieber::N,бизгәк,тапма
475,Fieber::N,бизгәк,биҙгәк
476,Arznei::N,дару,дарыу
477,Brücke::N,күпер,күпер
478,Brunnen::N,кое,ҡоҙоҡ
479,Weide::N,утлавык,көтөүлек
480,Pfad::N,сукмак,һуҡмаҡ
481,Weg::N,юл,юл
482,Straße::N,урам,урам
483,Dorf::N,авыл,ауыл
484,Stadt::N,шәһәр,ҡала
485,Brief::N,хат,хат
486,Buch::N,китап,китап
487,Buch::N,китап,кенәгә
488,Buchstabe::N,хәреф,хәреф
489,Zeitung::N,газет,гәзит
490,Zeitung::N,газета,гәзит
491,Leben::N,гомер,йәшәү
492,Leben::N,тормыш,йәшәү
493,Leben::N,тереклек,йәшәү
494,Tod::N,үлем,үлем
495,Grab::N,гүр,ҡәбер
496,Grab::N,кабер,ҡәбер
497,Kirche::N,чиркәү,сиркәү
498,Sünde::N,язык,гөнаһ
499,Sünde::N,гөнаһ,гөнаһ
500,Gott::N,алла,алла
501,Gott::N,алла,хоҙай
502,Gott::N,ходай,алла
503,Gott::N,ходай,хоҙай
504,Arbeiter::N,эшче,эшсе
505,Chef::N,башлык,башлыҡ
506,Meister::N,оста,оҫта
507,Arzt::N,врач,врач
508,Arzt::N,табиб,врач
509,Lehrer::N,укытучы,уҡытыусы
510,Lehrer::N,мөгаллим,уҡытыусы
511,Geld::N,акча,аҡса
512,Geschäft::N,эш,эш
513,Laden::N,кибет,магазин
514,Laden::N,магазин,магазин
515,Preis::N,бәя,хаҡ
516,Preis::N,бәһа,хаҡ
517,Ware::N,товар,тауар
518,Nutzen::N,файда,файҙа
519,Reichtum::N,байлык,байлыҡ
520,Welt::N,дөнья,донъя
521,Land::N,ил,ил
522,Staat::N,дәүләт,дәүләт
523,König::N,патша,король
524,Macht::N,хакимият,власть
525,Grenze::N,чик,сик
526,Krieg::N,сугыш,һуғыш
527,Feind::N,дошман,йылан
528,Gewalt::N,көчләү,көслөк
529,Kampf::N,көрәш,көрәш
530,Bogen[Waffe]::N,җәя,йәйә
531,Pfeil::N,ук,уҡ
532,Gewehr::N,мылтык,мылтыҡ
533,Fehler::N,хата,хата
534,Lüge::N,ялган,ялған
535,Schaden::N,зыян,зыян
536,Schaden::N,зыян,зарар
537,Schaden::N,зарар,зыян
538,Schaden::N,зарар,зарар
539,Unglück::N,бәла,ҡаза
540,Schuld::N,гаеп,ғәйеп
541,Alter::N,яшь,йәш
542,Schluss::N,ахыр,һуң
543,Schluss::N,ахыр,аҙаҡ
544,Zeit::N,заман,мәл
545,Zeit::N,заман,заман
546,Tag::N,көн,көн
547,Morgen::N,иртә,иртә
548,Morgen::N,иртә,иртәнсәк
549,Mittag::N,өйлә,төш
550,Abend::N,кич,кис
551,Nacht::N,төн,төн
552,Woche::N,атна,аҙна
553,Monat::N,ай,ай
554,Jahr::N,ел,йыл
555,Frühling::N,яз,яҙ
556,Sommer::N,җәй,йәй
557,Herbst::N,көз,көз
558,Winter::N,кыш,ҡыш
559,Januar::N,гыйнвар,ғинуар
560,Februar::N,февраль,февраль
561,März::N,март,март
562,April::N,апрель,апрель
563,Mai::N,май,май
564,Juni::N,июнь,июнь
565,Juli::N,июль,июль
566,August::N,август,август
567,September::N,сентябрь,сентябрь
568,Oktober::N,октябрь,октябрь
569,November::N,ноябрь,ноябрь
570,Dezember::N,декабрь,декабрь
571,Montag::N,дүшәмбе,дүшәмбе
572,Dienstag::N,сишәмбе,шишәмбе
573,Mittwoch::N,чәршәмбе,шаршамбы
574,Donnerstag::N,атнакич,кесаҙна
575,Donnerstag::N,пәнҗешәмбе,кесаҙна
576,Freitag::N,җомга,йома
577,Samstag::N,шимбә,шәмбе
578,Sonntag::N,якшәмбе,йәкшәмбе
579,groß::A,зур,ҙур
580,klein::A,кечкенә,бәләкәс
581,lang::A,озын,оҙон
582,kurz::A,кыска,ҡыҫҡа
583,breit::A,киң,киң
584,schmal::A,кысык,тар
585,dicht::A,куе,йыш
586,dicht::A,куе,ҡуйы
587,dick[Gegenstand]::A,калын,ҡалын
588,dünn::A,нечкә,йоҡа
589,dünn::A,нечкә,нәҙек
590,fein::A,нәзакәтле,нескә
591,fest::A,нык,ныҡ
592,flach::A,яссы,яҫы
593,flach::A,яссы,ялпаҡ
594,flach::A,ялпак,яҫы
595,flach::A,ялпак,ялпаҡ
596,glatt::A,шома,шыма
597,hart::A,каты,ҡаты
598,weich::A,йомшак,йомшаҡ
599,rund::A,түгәрәк,түңәрәк
600,spitz::A,очлы,осло түбәле
601,scharf::A,үткен,үткер
602,stumpf::A,үтмәс,утмәҫ
603,schwer::A,салмак,ауыр
604,schön::A,гүзәл,матур
605,heiß::A,эссе,эҫе
606,warm::A,җылы,йылы
607,kalt::A,суык,һыуыҡ
608,kalt::A,салкын,һыуыҡ
609,kühl::A,салкынча,һалҡынса
610,frisch::A,салкынча,һалҡынса
611,feucht::A,юеш,еүеш
612,feucht::A,юеш,дымлы
613,nass::A,дымлы,еүеш
614,trocken::A,коры,кипкән
615,voll::A,тулы,тулы
616,leer::A,буш,буш
617,offen::A,ачык,асыҡ
618,geschlossen::A,йомык,ябыҡ
619,sauber::A,пакь,таҙа
620,sauber::A,чиста,таҙа
621,schmutzig::A,керле,бысраҡ
622,schmutzig::A,пычрак,бысраҡ
623,roh::A,чи,сей
624,reif::A,өлгергән,өлгөрғән
625,lecker::A,тәмле,тәмле
626,süß::A,татлы,тямле
627,süß::A,татлы,тәм-том
628,bitter::A,ачы,әсе
629,sauer::A,әче,әсе
630,hell::A,якты,яҡты
631,dunkel::A,кара,ҡараңғы
632,schwarz::A,кара,ҡара
633,weiß::A,ак,аҡ
634,rot::A,кызыл,матур
635,rot::A,кызыл,һылыу
636,rot::A,кызыл,сибәр
637,gelb::A,сары,һары
638,blau::A,күк,күк
639,grün::A,яшел,йәшел
640,grau::A,соры,буҙ
641,bunt::A,чуар,сыбар
642,bunt::A,чуар,ала-ҡола
643,billig::A,арзан,арзан
644,teuer::A,хаклы,ҡыйбатлы
645,wertvoll::A,кыйммәтле,ҡиммәтле
646,blind::A,сукыр,һуҡыр
647,blind::A,күзсез,һуҡыр
648,taub::A,чукрак,һаңғырау
649,taub::A,саңгырау,һаңғырау
650,kräftig::A,егәрле,көслө
651,kräftig::A,егәрле,ҡеүәтле
652,stark::A,нык,көслө
653,stark::A,нык,ҡеүәтле
654,stark::A,базык,көслө
655,stark::A,базык,ҡеүәтле
656,schwach::A,зәгыйфь,көсһөҙ
657,fett::A,симез,һимеҙ
658,schlank::A,нәзек,зифа
659,hübsch::A,чибәр,матур
660,böse::A,усал,асыулы
661,dumm::A,акылсыз,иҫәр
662,faul::A,ялкау,иренсәк
663,faul::A,иренчәк,иренсәк
664,fleißig::A,тырыш,тырыш
665,fleißig::A,тырышучан,тырыш
666,geizig::A,саран,һаран
667,klug::A,акыллы,аҡыллы
668,geschickt::A,маһир,оҫта
669,lieb::A,сөекле,яғымлы
670,lustig::A,күңелле,күңелле
671,sanft::A,басынкы,йыуаш
672,hungrig::A,ач,ас
673,krank::A,чирле,сирле
674,krank::A,чирле,ауырыу
675,krank::A,сырхау,сирле
676,krank::A,сырхау,ауырыу
677,nackt::A,шәрә,яланғас
678,traurig::A,ямансу,яманһыу
679,lebendig::A,тере,тере
680,lebendig::A,тере,йәнле
681,gut::A,яхшы,яҡшы
682,schlecht::A,начар,хөрт
683,schlecht::A,начар,алама
684,richtig::A,дөрес,дөрөҫ
685,schlimm::A,әшәкә,хөрт
686,schlimm::A,әшәкә,алама
687,wahr::A,чып-чын,дөрөҫ
688,alt::A,иске,иҫке
689,alt::A,иске,боронғо
690,neu::A,яңа,яңы
691,ehemalig::A,элекке,элекке
692,alt[Lebewesen]::A,карт,ҡарт
693,jung::A,яшь,йәш
694,arm::A,фәкыйрь,фәҡир
695,reich::A,бай,бай
696,bekannt::A,таныш,таныш
697,berühmt::A,атаклы,атаҡлы
698,berühmt::A,атаклы,данлыҡлы
699,fremd::A,ят,ят
700,fremd::A,ят,сит
701,verschieden::A,төрле,төрлө
702,nah::A,якын,яҡын
703,fern::A,ерак,алыҫ
704,fern::A,ерак,йыраҡ
705,linker::A,сул,һул
706,rechter::A,уң,уң
707,anderer::A,бүтән,бутән
708,erster::A,беренче,тәүге
709,zweiter::A,икенче,икенсе
710,dritter::A,өченче,өсөнсө
711,letzter::A,ахыргы,һуңғы
712,allein::ADV,ялгыз,бер үҙе
713,allein::ADV,ялгыз,яңғыҙ
714,auf einmal::ADV,бердән,бер юлы
715,zusammen::ADV,бергә,бергә
716,lange::ADV,озак,оҙаҡ
717,plötzlich::ADV,искәрмәстән,ҡапыл
718,sofort::ADV,хәзер,шунда уҡ
719,später::ADV,соңрак,һуңыраҡ
720,jetzt::ADV,хәзер,хәҙер
721,heute::ADV,бүген,бөгөн
722,morgen::ADV,иртәгә,иртәгә
723,bald::ADV,тиздән,тиҙҙән
724,dann::ADV,аннары,һуңынан
725,gestern::ADV,кичә,кисә
726,einst::ADV,берчак,ҡасандыр
727,einst::ADV,берчак,бер баҡыт
728,damals::ADV,ул вакытта,ул саҡта
729,damals::ADV,ул чакта,ул саҡта
730,danach::ADV,да,һуңынан
731,vorher::ADV,элек,элек
732,zuerst::ADV,башта,башта
733,einmal::ADV,бер,бер
734,einmal::ADV,бер мәртәбә,бер
735,manchmal::ADV,кайчакта,ҡайһы берҙә
736,oft::ADV,еш,йыш
737,immer::ADV,һәркайчан,һәр ҡасан
738,niemals::ADV,hичбер вакыт,бер ҡасан да
739,niemals::ADV,hичбер вакыт,бер ваҡытта ла
740,hier::ADV,монда,бында
741,hier::ADV,биредә,бында
742,hierhin::ADV,монда,бында
743,von hier::ADV,моннан,бынан
744,von hier::ADV,моннан,ошонан
745,dort::ADV,анда,шунда
746,dort::ADV,анда,тегендә
747,dorthin::ADV,тегеләй,шунда
748,dorthin::ADV,тегеләй,тегеләй
749,geradeaus::ADV,турыдан-туры,тура
750,vorwärts::ADV,алга,алға
751,rückwärts::ADV,кире,кирегә
752,zurück::ADV,кире,кирегә
753,unten::ADV,түбәндә,түбәндә
754,hinab::ADV,аска,түбәнгә
755,oben::ADV,өстә,юғарыла
756,oben::ADV,югарыда,юғарыла
757,hinauf::ADV,өскә,юғарыға
758,überall::ADV,hәркайда,бөтә урында
759,nicht::ADV,түгел,тугел
760,ein wenig::ADV,бераз,аҙ
761,kaum::ADV,көчкә,көскә
