,Concept_ID,cs,udm
92,Raureif::N,jinovatka,гӧр
93,Regenbogen::N,duha,вуюись
94,Donner::N,hrom,гудыри
95,Strömung::N,proudění,бызён
96,Tropfen::N,kapka,шапык
97,Schaum::N,pěna,шукы
98,Schmutz::N,špína,нӧд
99,Schmutz::N,špína,дэри
100,See::N,jezero,ты
101,Sumpf::N,močál,нюр
102,Sumpf::N,bažina,нюр
103,Moor::N,bažina,нюр
104,Moor::N,slatina,нюр
105,Wiese::N,louka,возь
106,Wiese::N,louka,возьвыл
107,Wald::N,les,сик
108,Wald::N,les,нюлэс
109,Hügel::N,kopec,выр
110,Hügel::N,kopec,вырйыл
111,Anhöhe::N,pahorek,выр
112,Anhöhe::N,pahorek,вырйыл
113,Berg::N,hora,гурезь
114,Gipfel::N,vrchol,йыл
115,Höhle::N,jeskyně,гу
116,Abhang::N,svah,бам
117,Abhang::N,stráň,бам
118,Quelle::N,pramen,ошмес
119,Bach::N,potok,пичи шур
120,Fluss::N,řeka,шур
121,Ufer::N,břeh,ярдур
122,Küste::N,pobřeží,вудур
123,Festland::N,souš,мувыр
124,Festland::N,pevnina,мувыр
125,Meer::N,moře,зарезь
126,Bucht::N,záliv,вукож
127,Bucht::N,zátoka,вукож
128,Insel::N,ostrov,вумуӵ
129,Insel::N,ostrov,шормуӵ
130,Blume::N,květina,сяська
131,Gras::N,tráva,турын
132,Wurzel::N,kořen,выжы
133,Baum::N,strom,пу
134,Stamm::N,kmen,модос
135,Rinde::N,kůra,сул
136,Ast::N,větev,ул
137,Zweig::N,větev,вай
138,Blatt::N,lupen,куар
139,Birke::N,bříza,кызьпу
140,Kiefer[Baum]::N,sosna,пужым
141,Kiefer[Baum]::N,borovice,пужым
142,Weide[Baum]::N,vrba,бадьпу
143,Tanne::N,jedle,кыз
144,Horn::N,roh,сюр
145,Feder::N,pero,тылы
146,Fell::N,srst,ку
147,Flügel::N,křídlo,бурд
148,Klaue::N,dráp,гижы
149,Klaue::N,pazneht,гижы
150,Kralle::N,dráp,пыд
151,Schwanz::N,ocas,быж
152,Ei::N,vejce,пуз
153,Ei::N,vejce,кукей
154,Nest::N,hnízdo,кар
155,Nest::N,hnízdo,пузкар
156,Bau::N,nora,кар
157,Bau::N,nora,гу
158,Tier::N,zvíře,пӧйшур
159,Herde::N,stádo,уллё
160,Kuh::N,kráva,скал
161,Bulle::N,býk,ош
162,Bulle::N,býk,пороз
163,Pferd::N,kůň,вал
164,Schaf::N,ovce,ыж
165,Schwein::N,vepř,парсь
166,Schwein::N,prase,парсь
167,Hund::N,pes,пуны
168,Katze::N,kočka,коӵыш
169,Bär::N,medvěd,гондыр
170,Eichhörnchen::N,veverka,коньы
171,Elch::N,los,койык
172,Fuchs::N,liška,ӟичы
173,Hase::N,zajíc,кеч
174,Maus::N,myš,шыр
175,Wolf::N,vlk,кион
176,Vogel::N,pták,тылобурдо
177,Schwarm::N,roj,уллё
178,Schwarm::N,hejno,уллё
179,Huhn::N,kuře,курег
180,Huhn::N,slepice,курег
181,Hahn::N,kohout,атас
182,Gans::N,husa,ӟазег
183,Adler::N,orel,ӧрзи
184,Ente::N,kachna,ӵӧж
185,Eule::N,sova,кучыран
186,Kranich::N,jeřáb,тури
187,Krähe::N,vrána,куака
188,Kuckuck::N,kukačka,кикы
189,Schwan::N,labuť,юсь
190,Fisch::N,ryba,чорыг
191,Barsch::N,okoun,юш
192,Hecht::N,štika,чипей
193,Schlange[Tier]::N,had,кый
194,Wurm::N,červ,нумыр
195,Spinne::N,pavouk,чонари
196,Ameise::N,mravenec,кузьыли
197,Laus::N,veš,тэй
198,Mücke::N,komár,нымы
199,Mücke::N,komár,чибинь
200,Fliege::N,moucha,кут
201,Schmetterling::N,motýl,бубыли
202,Beere::N,bobule,узы-боры
203,Apfel::N,jablko,яблок
204,Pilz::N,houba,губи
205,Zwiebel::N,cibule,сугон
206,Saat::N,osivo,кидыс
207,Korn::N,zrno,тысь
208,Heu::N,seno,турын
209,Schale::N,slupka,кыд
210,Schale::N,skořápka,кыд
211,Grube::N,jáma,гу
212,Grube::N,jáma,гоп
213,Falle::N,past,налик
214,Falle::N,léčka,налик
215,Schlinge::N,smyčka,гиӟ
216,Schlinge::N,smyčka,герд
217,Spur::N,stopa,пытьы
218,Spur::N,stopa,бервыл
219,Asche::N,popel,пень
220,Dreck::N,špína,дэри
221,Eisen::N,železo,корт
222,Gold::N,zlato,зарни
223,Silber::N,stříbro,азвесь
224,Kohle::N,uhlí,эгыр
225,Glas::N,sklo,стекло
226,Glas::N,sklo,пияла
227,Lehm::N,jíl,сюй
228,Lehm::N,hlína,сюй
229,Sand::N,písek,луо
230,Mensch::N,člověk,мурт
231,Mensch::N,člověk,адями
232,Mann::N,muž,воргорон
233,Frau::N,žena,кышномурт
234,Kind::N,dítě,нуны
235,Kind::N,dítě,пинал
236,Junge::N,hoch,пи
237,Junge::N,chlapec,пи
238,Mädchen::N,děvče,ныл
239,Familie::N,rodina,семья
240,Großvater::N,děd,песятай
241,Großvater::N,děd,пересь атай
242,Großvater::N,dědeček,песятай
243,Großvater::N,dědeček,пересь атай
244,Großmutter::N,babička,песянай
245,Großmutter::N,babička,пересь анай
246,Eltern::N,rodiče,атай-анай
247,Eltern::N,rodiče,бубы-мумы
248,Vater::N,otec,айы
249,Vater::N,otec,атай
250,Mutter::N,matka,мумы
251,Sohn::N,syn,пи
252,Tochter::N,dcera,ныл
253,Bruder::N,bratr,агай
254,Schwester::N,sestra,апа
255,Schwester::N,sestra,сузэр
256,Onkel::N,strýc,агай
257,Tante::N,teta,апа
258,Tante::N,teta,кенак
259,Ehemann::N,choť,карт
260,Ehemann::N,manžel,карт
261,Ehefrau::N,choť,кышно
262,Ehefrau::N,manželka,кышно
263,Freude::N,radost,шумпотон
264,Gelächter::N,smích,горем
265,Glück::N,štěstí,шуд
266,Kummer::N,žal,кайгу
267,Kummer::N,žal,куректон
268,Kummer::N,trápení,кайгу
269,Kummer::N,trápení,куректон
270,Wunsch::N,přání,мылпотон
271,Lust::N,chuť,потон
272,Geist::N,duch,лул
273,Gedanke::N,myšlenka,малпан
274,Gedächtnis::N,paměť,йырсазь
275,Gedächtnis::N,paměť,тодэваён
276,Verstand::N,rozum,йырвизь
277,Sinn::N,smysl,смысл
278,Grund::N,důvod,муг
279,Grund::N,důvod,ньӧм
280,Wahrheit::N,pravda,зэм
281,Wahrheit::N,pravda,шонер
282,Gespräch::N,rozhovor,вераськон
283,Märchen::N,pohádka,выжыкыл
284,Erzählung::N,povídka,верос
285,Nachricht::N,zpráva,ивор
286,Neuigkeit::N,novina,выльивор
287,Neuigkeit::N,novinka,выльивор
288,Name::N,jméno,ним
289,Rätsel::N,hádanka,мадькыл
290,Rede::N,řeč,верам
291,Rede::N,proslov,верам
292,Sprache::N,řeč,кыл
293,Sprache::N,jazyk,кыл
294,Stimme::N,hlas,куара
295,Wort::N,slovo,кыл
296,Zeichen::N,znamení,пус
297,Zeichen::N,znamení,тодмет
298,Ruf::N,zavolání,ӧтён
299,Ruf::N,zavolání,чортон
300,Lärm::N,hluk,ӵашетон
301,Laut::N,zvuk,куара
302,Ton::N,tón,куара
303,Lied::N,píseň,кырӟан
304,Ruhe::N,klid,чалмыт улон
305,Ruhe::N,pokoj,чалмыт улон
306,Leute::N,lidé,адямиос
307,Volk::N,národ,калык
308,Arbeit::N,práce,уж
309,Gast::N,host,куно
310,Geschenk::N,dar,салам
311,Geschenk::N,dar,кузьым
312,Spiel::N,hra,шудон
313,Gesellschaft::N,společnost,калык
314,Hilfe::N,pomoc,юрттон
315,Freund::N,přítel,эш
316,Freund::N,přítel,юлтош
317,Kamerad::N,kamarád,тодмо
318,Angelegenheit::N,záležitost,уж
319,Anzahl::N,počet,лыд
320,Art::N,druh,тус
321,Stück::N,kus,юдэс
322,Stück::N,kousek,юдэс
323,Teil::N,díl,люкет
324,Teil::N,část,люкет
325,Hälfte::N,půl,ӝыны
326,Kreis::N,kruh,котырес
327,Kreuz::N,kříž,крест
328,Linie::N,linka,гож
329,Strich::N,čára,гож
330,Strich::N,čárka,гож
331,Abstand::N,vzdálenost,вис
332,Abstand::N,vzdálenost,кусып
333,Entfernung::N,vzdálenost,кусып
334,Gegend::N,krajina,инты
335,Platz::N,prostor,инты
336,Ort::N,místo,инты
337,Ort::N,místo,места
338,Seite::N,strana,пал
339,Mitte::N,střed,шор
340,Mitte::N,prostředek,шор
341,Gegenstand::N,předmět,арбери
342,Sache::N,věc,котыр
343,Rand::N,kraj,дур
344,Rand::N,kraj,шаер
345,Rand::N,okraj,дур
346,Rand::N,okraj,шаер
347,Kante::N,hrana,дур
348,Ecke::N,roh,сэрег
349,Spitze::N,hrot,йыл
350,Spitze::N,špička,йыл
351,Ende::N,konec,пум
352,Loch::N,díra,пась
353,Winkel::N,kout,сэрег
354,Muster::N,vzor,пужы
355,Größe::N,velikost,быдӟала
356,Länge::N,délka,кузьдала
357,Höhe::N,výška,ӝуждала
358,Gewicht::N,váha,сектала
359,Gewicht::N,váha,секытлык
360,Menge::N,množství,лыд
361,Menge::N,množství,лыдпус
362,Haufen::N,kupa,люк
363,Haufen::N,hromada,люк
364,Reihe::N,řada,чур
365,Reihe::N,řádek,чур
366,Boot::N,člun,пыж
367,Boot::N,člun,лодка
368,Ruder::N,veslo,полыс
369,Schlitten::N,sáně,додьы
370,Ski::N,lyže,куас
371,Lagerfeuer::N,táborák,тылскем
372,Last::N,náklad,секыт
373,Last::N,břemeno,секыт
374,Gang::N,chůze,ветлон
375,Gang::N,chodba,ветлон
376,Schritt::N,krok,вамыш
377,Norden::N,sever,уйпал
378,Süden::N,jih,лымшор
379,Westen::N,západ,шунды пуксён
380,Osten::N,východ,шунды ӝужан
381,Holz::N,dřevo,пу
382,Brett::N,prkno,пул
383,Platte::N,deska,плита
384,Stütze::N,opěra,пыкет
385,Stange::N,tyč,пуӵ
386,Stange::N,tyčka,пуӵ
387,Stock::N,hůlka,боды
388,Stab::N,hůl,пуӵ
389,Stab::N,hůl,боды
390,Rohr::N,trubka,труба
391,Haus::N,dům,юрт
392,Heim::N,domov,корка
393,Ofen::N,kamna,гур
394,Fußboden::N,podlaha,выж
395,Tisch::N,stůl,ӝӧк
396,Stuhl::N,židle,пукон
397,Wiege::N,kolébka,кӧкы
398,Wiege::N,kolébka,зыбка
399,Bett::N,postel,валес
400,Regal::N,regál,ӝажы
401,Regal::N,police,ӝажы
402,Kiste::N,bedna,ящик
403,Fenster::N,okno,укно
404,Fenster::N,okno,косяк
405,Tür::N,dveře,ӧс
406,Tor::N,vrata,ӟезьы
407,Zaun::N,plot,забор
408,Dach::N,střecha,липет
409,Leiter::N,žebřík,падӟа
410,Besen::N,koště,ӵужон
411,Besen::N,koště,исьнер
412,Besen::N,smeták,ӵужон
413,Besen::N,smeták,исьнер
414,Spaten::N,rýč,лопатка
415,Schaufel::N,lopata,ютырон
416,Gabel::N,vidlička,тэчы
417,Gabel::N,vidlička,вилка
418,Löffel::N,lžíce,пуньы
419,Messer::N,nůž,пурт
420,Nagel::N,hřebík,кортӵог
421,Netz::N,síť,сеть
422,Haken::N,hák,курик
423,Griff::N,držadlo,ныд
424,Schloss::N,zámek,тунгон
425,Bild::N,obraz,суред
426,Figur::N,figura,фигура
427,Puppe::N,panenka,мунё
428,Beutel::N,pytlík,пуйы
429,Bündel::N,svazek,керттэт
430,Tasche::N,taška,пуйы
431,Tasche::N,taška,сумка
432,Tasche::N,brašna,пуйы
433,Tasche::N,brašna,сумка
434,Eimer::N,kýbl,ведра
435,Eimer::N,vědro,ведра
436,Deckel::N,víko,ӵоксэт
437,Deckel::N,příklop,ӵоксэт
438,Geschirr::N,nádobí,тусьты-пуньы
439,Sack::N,pytel,пуйы
440,Tasse::N,šálek,ӵаша
441,Topf::N,hrnec,миска
442,Kessel::N,kotel,пурты
443,Essen::N,jídlo,сиськон
444,Nahrung::N,strava,сион
445,Nahrung::N,potrava,сион
446,Speise::N,jídlo,сиён
447,Fleisch::N,maso,сӥль
448,Getreide::N,obilí,ю тысь
449,Brei::N,kaše,ӝук
450,Brot::N,chléb,нянь
451,Scheibe::N,krajíc,шорем
452,Fett::N,tuk,кӧй
453,Fett::N,omastek,кӧй
454,Butter::N,máslo,вӧй
455,Öl::N,olej,вӧй
456,Salz::N,sůl,сылал
457,Suppe::N,polévka,шыд
458,Honig::N,med,чечы
459,Milch::N,mléko,йӧл
460,Tee::N,čaj,чай
461,Leder::N,kůže,сурон
462,Wolle::N,vlna,гон
463,Wolle::N,vlna,ыжгон
464,Stoff::N,látka,куэм
465,Nadel::N,jehla,вень
466,Faden::N,nit,сӥньыс
467,Knopf::N,knoflík,бирды
468,Knoten::N,uzel,герд
469,Farbe::N,barva,буёл
470,Kleidung::N,šaty,дӥсь
471,Kleidung::N,šatstvo,дӥсь
472,Hemd::N,košile,дэрем
473,Kragen::N,límec,сирес
474,Ärmel::N,rukáv,саес
475,Hose::N,kalhoty,брюки
476,Hose::N,kalhoty,штань
477,Gürtel::N,pás,кускерттон
478,Gürtel::N,opasek,кускерттон
479,Mütze::N,čepice,ызьы
480,Schuh::N,bota,ботинка
481,Stiefel::N,holínka,сапег
482,Ring::N,prsten,зундэс
483,Band::N,pásek,лента
484,Kamm::N,hřeben,сын
485,Spiegel::N,zrcadlo,синучкон
486,Riemen::N,řemen,е
487,Schnur::N,šňůra,гозы
488,Leine::N,vodítko,думет
489,Decke::N,pokrývka,шобрет
490,Decke::N,přikrývka,шобрет
491,Kissen::N,polštář,миндэр
492,Tuch::N,šátek,кышет
493,Handtuch::N,ručník,ӵушкон
494,Kraft::N,síla,кать
495,Kraft::N,síla,ӟигар
496,Stärke::N,síla,юнлык
497,Gesundheit::N,zdraví,тазалык
498,Krankheit::N,nemoc,висён
499,Krankheit::N,choroba,висён
500,Schmerz::N,bolest,висён
501,Wunde::N,rána,яра
502,Fieber::N,horečka,кезег
503,Arznei::N,lék,эмъюм
504,Brücke::N,most,выж
505,Brunnen::N,studna,колдэч
506,Weide::N,pastva,возь
507,Weide::N,pastvina,возь
508,Pfad::N,pěšina,сюрес
509,Weg::N,cesta,сюрес
510,Straße::N,silnice,сюрес
511,Dorf::N,vesnice,гурт
512,Stadt::N,město,кар
513,Stadt::N,město,город
514,Brief::N,dopis,гожтэт
515,Buch::N,kniha,книга
516,Buchstabe::N,písmeno,буква
517,Zeitung::N,noviny,газет
518,Leben::N,život,улон
519,Tod::N,smrt,кулон
520,Grab::N,hrob,шайгу
521,Kirche::N,kostel,черк
522,Sünde::N,hřích,сьӧлык
523,Gott::N,bůh,ӥнмар
524,Arbeiter::N,dělník,рабочий
525,Arbeiter::N,pracovník,рабочий
526,Chef::N,šéf,начальник
527,Chef::N,vedoucí,начальник
528,Meister::N,mistr,кибашлы
529,Arzt::N,lékař,врач
530,Lehrer::N,učitel,дышетӥсь
531,Geld::N,peníze,уксё
532,Geld::N,peníze,коньдон
533,Geschäft::N,obchod,уж
534,Laden::N,krám,магазин
535,Preis::N,cena,дун
536,Ware::N,zboží,вуз
537,Nutzen::N,užitek,пайда
538,Reichtum::N,bohatství,узырлык
539,Welt::N,svět,дунне
540,Land::N,země,шаер
541,Staat::N,stát,кун
542,König::N,král,эксэй
543,Macht::N,moc,власть
544,Macht::N,mocnost,власть
545,Grenze::N,hranice,кунгож
546,Krieg::N,válka,ож
547,Feind::N,nepřítel,тушмон
548,Gewalt::N,násilí,эриктэман
549,Kampf::N,boj,нюръяськон
550,Bogen[Waffe]::N,luk,пукыӵ
551,Pfeil::N,šíp,пукыӵ вень
552,Gewehr::N,puška,пыӵал
553,Gewehr::N,ručnice,пыӵал
554,Fehler::N,chyba,янгыш
555,Lüge::N,lež,пӧян
556,Lüge::N,lež,алдан
557,Lüge::N,lež,ӧрекчан
558,Schaden::N,škoda,изъян
559,Unglück::N,neštěstí,куректон
560,Unglück::N,neštěstí,шудтэме усён
561,Schuld::N,vina,янгыш
562,Alter::N,věk,арлыд
563,Schluss::N,konec,пум
564,Zeit::N,čas,дыр
565,Tag::N,den,нунал
566,Morgen::N,ráno,ӵукна
567,Morgen::N,jitro,ӵукна
568,Mittag::N,poledne,лымшор
569,Abend::N,večer,ӝыт
570,Abend::N,večer,акшан
571,Nacht::N,noc,уй
572,Woche::N,týden,арня
573,Monat::N,měsíc,толэзь
574,Jahr::N,rok,ар
575,Frühling::N,jaro,тулыс
576,Sommer::N,léto,гужем
577,Herbst::N,podzim,сӥзьыл
578,Winter::N,zima,тол
579,Januar::N,leden,выльартолэзь
580,Februar::N,únor,тулыспал
581,März::N,březen,южтолэзь
582,April::N,duben,оштолэзь
583,Mai::N,květen,куартолэзь
584,Juni::N,červen,вожотолэзь
585,Juli::N,červenec,пӧсьтолэзь
586,August::N,srpen,гудырикошкон
587,September::N,září,куарусён
588,Oktober::N,říjen,выльӝуктолэзь
589,November::N,listopad,шуркынмон
590,Dezember::N,prosinec,толсур
591,Montag::N,pondělí,вордӥськон
592,Montag::N,pondělek,вордӥськон
593,Dienstag::N,úterý,вторник
594,Mittwoch::N,středa,вирнунал
595,Donnerstag::N,čtvrtek,покчиарня
596,Freitag::N,pátek,удмуртарня
597,Samstag::N,sobota,кӧснунал
598,Sonntag::N,neděle,арня
599,groß::A,velký,бадӟым
600,klein::A,malý,пичи
601,lang::A,dlouhý,кузь
602,kurz::A,krátký,вакчи
603,breit::A,široký,паськыт
604,schmal::A,úzký,сюлэг
605,dicht::A,hustý,ӵем
606,dick[Gegenstand]::A,tlustý,зӧк
607,dünn::A,tenký,векчи
608,fein::A,jemný,векчи
609,fest::A,pevný,юн
610,fest::A,pevný,чурыт
611,flach::A,plochý,ӵошкыт
612,flach::A,placatý,ӵошкыт
613,glatt::A,hladký,гылыт
614,glatt::A,hladký,вольыт
615,hart::A,tvrdý,чурыт
616,weich::A,měkký,небыт
617,rund::A,kulatý,котырес
618,rund::A,okrouhlý,котырес
619,spitz::A,špičatý,йылсо
620,scharf::A,ostrý,лэчыт
621,stumpf::A,tupý,ныж
622,schwer::A,těžký,секыт
623,schön::A,pěkný,чебер
624,schön::A,krásný,чебер
625,heiß::A,horký,пӧсь
626,warm::A,teplý,шуныт
627,kalt::A,studený,кезьыт
628,kühl::A,chladný,юзмыт
629,kühl::A,chladný,салкым
630,frisch::A,svěží,выль
631,feucht::A,vlhký,мускыт
632,nass::A,mokrý,котмем
633,trocken::A,suchý,кӧс
634,voll::A,plný,тыр
635,leer::A,prázdný,буш
636,leer::A,prázdný,тырттэм
637,offen::A,otevřený,усьтэм
638,geschlossen::A,zavřený,ӵогам
639,geschlossen::A,zavřený,пунням
640,sauber::A,čistý,ӝикыт
641,sauber::A,čistý,чылкыт
642,schmutzig::A,špinavý,нӧд
643,roh::A,syrový,ыль
644,reif::A,zralý,вуэм
645,lecker::A,chutný,ческыт
646,süß::A,sladký,ческыт
647,bitter::A,hořký,курыт
648,sauer::A,kyselý,чырс
649,hell::A,světlý,югыт
650,dunkel::A,temný,пеймыт
651,schwarz::A,černý,сьӧд
652,weiß::A,bílý,тӧдьы
653,rot::A,rudý,горд
654,rot::A,červený,горд
655,gelb::A,žlutý,ӵуж
656,blau::A,modrý,лыз
657,grün::A,zelený,вож
658,grau::A,šedý,пурысь
659,grau::A,šedivý,пурысь
660,bunt::A,pestrý,куӵо
661,billig::A,levný,дунтэм
662,billig::A,laciný,дунтэм
663,teuer::A,drahý,дуно
664,wertvoll::A,cenný,дуно
665,blind::A,slepý,сукыр
666,blind::A,slepý,синтэм
667,taub::A,hluchý,пельтэм
668,kräftig::A,silný,кужмо
669,stark::A,silný,юн
670,stark::A,silný,кужмо
671,schwach::A,slabý,ляб
672,schwach::A,slabý,начар
673,fett::A,tučný,кӧй
674,fett::A,tlustý,кӧй
675,schlank::A,štíhlý,веськыт
676,schlank::A,štíhlý,веськрес
677,hübsch::A,hezký,чебер
678,hübsch::A,hezký,синмаськымон
679,böse::A,zlý,лек
680,dumm::A,hloupý,шузи
681,dumm::A,hloupý,визьтэм
682,faul::A,líný,азьтэм
683,fleißig::A,pilný,сюлмо
684,geizig::A,lakomý,сук
685,klug::A,chytrý,визьмо
686,geschickt::A,šikovný,усто
687,geschickt::A,šikovný,быгатӥсь
688,lieb::A,milý,мусо
689,lustig::A,veselý,шулдыр
690,sanft::A,mírný,мусо
691,sanft::A,mírný,эрке
692,hungrig::A,hladový,сютэм
693,krank::A,nemocný,висись
694,nackt::A,nahý,гольык
695,traurig::A,smutný,мӧзмыт
696,traurig::A,truchlivý,мӧзмыт
697,lebendig::A,živý,улэп
698,gut::A,dobrý,ӟеч
699,gut::A,dobrý,умой
700,schlecht::A,špatný,урод
701,schlecht::A,špatný,алама
702,richtig::A,pravý,шонер
703,richtig::A,správný,шонер
704,schlimm::A,zlý,алама
705,wahr::A,pravdivý,зэмос
706,alt::A,starý,вуж
707,neu::A,nový,выль
708,ehemalig::A,bývalý,азьвылэз
709,alt[Lebewesen]::A,starý,пересь
710,jung::A,mladý,егит
711,jung::A,mladý,пинал
712,arm::A,chudý,начар
713,arm::A,chudý,куанер
714,reich::A,bohatý,узыр
715,bekannt::A,známý,тодмо
716,berühmt::A,slavný,дано
717,fremd::A,cizí,ят
718,verschieden::A,různý,пӧртэм
719,verschieden::A,rozličný,пӧртэм
720,nah::A,blízký,матысь
721,fern::A,daleký,кыдёкысь
722,linker::A,levý,паллян
723,rechter::A,pravý,бур
724,rechter::A,pravý,бурпал
725,anderer::A,jiný,мукет
726,erster::A,první,нырысетӥез
727,zweiter::A,druhý,кыктэтӥез
728,dritter::A,třetí,кунньметӥез
729,letzter::A,poslední,берло
730,letzter::A,poslední,берпум
731,allein::ADV,sám,огназ
732,auf einmal::ADV,najednou,огдыре
733,zusammen::ADV,spolu,ӵош
734,zusammen::ADV,spolu,валче
735,zusammen::ADV,dohromady,ӵош
736,zusammen::ADV,dohromady,валче
737,lange::ADV,dlouho,кема
738,plötzlich::ADV,vtom,мапламтэ шорысь
739,plötzlich::ADV,náhle,мапламтэ шорысь
740,sofort::ADV,hned,али ик
741,sofort::ADV,ihned,али ик
742,später::ADV,později,бергес
743,später::ADV,později,берлогес
744,jetzt::ADV,teď,али
745,jetzt::ADV,teď,табере
746,jetzt::ADV,nyní,али
747,jetzt::ADV,nyní,табере
748,heute::ADV,dnes,туннэ
749,heute::ADV,dneska,туннэ
750,morgen::ADV,zítra,ӵуказе
751,bald::ADV,brzo,ӝоген
752,dann::ADV,pak,берло
753,dann::ADV,potom,берло
754,gestern::ADV,včera,толон
755,einst::ADV,kdysi,огпол
756,einst::ADV,kdysi,одӥг пол
757,damals::ADV,tehdy,соку
758,damals::ADV,tenkrát,соку
759,danach::ADV,podle toho,собере
760,vorher::ADV,dříve,азьло
761,vorher::ADV,dříve,азьвыл
762,vorher::ADV,napřed,азьло
763,vorher::ADV,napřed,азьвыл
764,zuerst::ADV,nejprve,азьло
765,zuerst::ADV,nejdříve,азьло
766,einmal::ADV,jednou,огпол
767,manchmal::ADV,někdy,куддыръя
768,oft::ADV,často,ӵем
769,immer::ADV,vždy,пыр
770,immer::ADV,vždy,котьку
771,immer::ADV,stále,пыр
772,immer::ADV,stále,котьку
773,niemals::ADV,nikdy,уз ноку
774,hier::ADV,zde,татын
775,hier::ADV,tady,татын
776,hierhin::ADV,sem,татчы
777,von hier::ADV,odtud,татысь
778,dort::ADV,tam,отӥ
779,dort::ADV,tam,отын
780,dorthin::ADV,tam,отчы
781,geradeaus::ADV,rovně,меӵак
782,vorwärts::ADV,kupředu,азьлань
783,rückwärts::ADV,zpět,берлань
784,zurück::ADV,zpět,берен
785,zurück::ADV,zpět,берлань
786,zurück::ADV,nazpět,берен
787,zurück::ADV,nazpět,берлань
788,unten::ADV,dole,улын
789,hinab::ADV,dolů,улэ
790,oben::ADV,nahoře,вылын
791,oben::ADV,nahoře,вылӥын
792,oben::ADV,navrchu,вылын
793,oben::ADV,navrchu,вылӥын
794,hinauf::ADV,nahoru,вылэ
795,hinauf::ADV,nahoru,вылӥе
796,hinauf::ADV,nahoru,выллань
797,überall::ADV,všude,котькытын
798,überall::ADV,všude,пасьтана
799,nicht::ADV,ne,уз
800,ein wenig::ADV,trochu,ичи
801,ein wenig::ADV,trochu,ӧжыт
802,ein wenig::ADV,trochu,огшап
803,kaum::ADV,sotva,муртса
804,sehr::ADV,velmi,туж
805,sehr::ADV,velmi,лекос
806,sehr::ADV,velice,туж
807,sehr::ADV,velice,лекос
808,so::ADV,tak,озьы
809,so::ADV,tak,тазьы
810,so::ADV,takto,озьы
