,Concept_ID,eu,sl
102,Tropfen::N,xorta,káplja
103,Schaum::N,bits,péna
104,Schmutz::N,lohi,nesnága
105,Schmutz::N,zikin,nesnága
106,See::N,laku,jézero
107,See::N,aintzira,jézero
108,Sumpf::N,zingira,močvírje
109,Moor::N,zohikaztegi,bárje
110,Wiese::N,larre,trávnik
111,Wiese::N,belardi,trávnik
112,Wald::N,baso,lés
113,Wald::N,baso,gòzd
114,Wald::N,oihan,lés
115,Wald::N,oihan,gòzd
116,Hügel::N,muino,brég
117,Hügel::N,muino,goríca
118,Hügel::N,pentoka,brég
119,Hügel::N,pentoka,goríca
120,Anhöhe::N,garai,gríč
121,Anhöhe::N,garai,višína
122,Anhöhe::N,goragune,gríč
123,Anhöhe::N,goragune,višína
124,Berg::N,mendi,gôra
125,Berg::N,mendi,planína
126,Gipfel::N,gain,vŕh
127,Gipfel::N,tontor,vŕh
128,Höhle::N,kobazulo,jáma
129,Höhle::N,kobazulo,votlína
130,Abhang::N,aldapa,pobóčje
131,Quelle::N,iturri,izvír
132,Quelle::N,iturbegi,izvír
133,Bach::N,lats,pôtok
134,Bach::N,erreka,pôtok
135,Fluss::N,ibai,réka
136,Fluss::N,uhaitz,réka
137,Ufer::N,bazter,brég
138,Küste::N,itsasalde,obála
139,Küste::N,itsasalde,obréžje
140,Festland::N,lehor,celína
141,Festland::N,lehor,kopnína
142,Meer::N,itsaso,mórje
143,Bucht::N,golko,zalív
144,Insel::N,irla,ôtok
145,Insel::N,uharte,ôtok
146,Blume::N,lili,cvetlíca
147,Gras::N,belar,tráva
148,Wurzel::N,zuztar,korenína
149,Wurzel::N,sustrai,korenína
150,Baum::N,zuhaitz,drevó
151,Stamm::N,enbor,dêblo
152,Rinde::N,azal,lúbje
153,Rinde::N,azal,skórja
154,Ast::N,adar,véja
155,Zweig::N,abar,véja
156,Blatt::N,hosto,líst
157,Birke::N,urki,bréza
158,Kiefer[Baum]::N,ler,bòr
159,Weide[Baum]::N,zume,vŕba
160,Weide[Baum]::N,sahats,vŕba
161,Tanne::N,izei,hója
162,Horn::N,adar,róg
163,Feder::N,luma,peró
164,Feder::N,hegaki,peró
165,Fell::N,ile,kŕzno
166,Fell::N,larru,kŕzno
167,Flügel::N,hego,krílo
168,Klaue::N,atzapar,párkelj
169,Kralle::N,erpe,krémpelj
170,Kralle::N,atzapar,krémpelj
171,Schwanz::N,isats,rèp
172,Schwanz::N,buztan,rèp
173,Ei::N,arrautza,jájce
174,Nest::N,habia,gnézdo
175,Bau::N,ohantze,brlòg
176,Tier::N,abere,živál
177,Tier::N,piztia,živál
178,Herde::N,saldo,čréda
179,Herde::N,abere talde,čréda
180,Kuh::N,behi,kráva
181,Bulle::N,zezen,bìk
182,Pferd::N,zaldi,kònj
183,Schaf::N,ardi,ôvca
184,Schwein::N,urde,svínja
185,Schwein::N,txerri,svínja
186,Hund::N,txakur,pès
187,Katze::N,katu,máčka
188,Bär::N,hartz,mêdved
189,Eichhörnchen::N,urtxintxa,véverica
190,Elch::N,altze,lós
191,Fuchs::N,azeri,lisíca
192,Hase::N,erbi,zájec
193,Maus::N,sagu,mìš
194,Wolf::N,otso,vólk
195,Vogel::N,txori,ptìč
196,Vogel::N,txori,ptíca
197,Vogel::N,hegazti,ptìč
198,Vogel::N,hegazti,ptíca
199,Schwarm::N,aldra,játa
200,Huhn::N,oilo,kokóš
201,Hahn::N,oilar,petêlin
202,Gans::N,antzara,gós
203,Adler::N,arrano,ôrel
204,Ente::N,ahate,ráca
205,Eule::N,hontza,sôva
206,Kranich::N,kurrilo,žerjàv
207,Krähe::N,bele,vrána
208,Kuckuck::N,kuku,kúkavica
209,Schwan::N,beltxarga,labód
210,Fisch::N,arrain,ríba
211,Barsch::N,perka,ostríž
212,Hecht::N,lutxo,ščúka
213,Schlange[Tier]::N,suge,káča
214,Wurm::N,har,čr̀v
215,Wurm::N,har,glísta
216,Spinne::N,armiarma,pájek
217,Ameise::N,inurri,mrávlja
218,Laus::N,zorri,úš
219,Mücke::N,eltxo,komár
220,Fliege::N,euli,múha
221,Schmetterling::N,pinpirin,metúlj
222,Schmetterling::N,tximeleta,metúlj
223,Beere::N,baia,jágoda
224,Apfel::N,sagar,jábolko
225,Pilz::N,onddo,góba
226,Pilz::N,perretxiko,góba
227,Zwiebel::N,tipula,čebúla
228,Saat::N,haziak,séme
229,Korn::N,ale,zŕno
230,Korn::N,pikor,zŕno
231,Heu::N,belar ondu,senó
232,Schale::N,azal,lupína
233,Grube::N,hobi,jáma
234,Falle::N,harrapagailu,pást
235,Schlinge::N,bilur,zánka
236,Schlinge::N,bilur,pêtlja
237,Schlinge::N,xedera,zánka
238,Schlinge::N,xedera,pêtlja
239,Spur::N,lorratz,sléd
240,Asche::N,errauts,pepél
241,Dreck::N,satsukeria,bláto
242,Eisen::N,burdina,želézo
243,Gold::N,urre,zlató
244,Gold::N,urregorri,zlató
245,Silber::N,zilar,srebró
246,Silber::N,urrezuri,srebró
247,Kohle::N,ikatz,ógel
248,Glas::N,beira,stêklo
249,Lehm::N,buztin,ílo
250,Sand::N,harea,pések
251,Sand::N,hondar,pések
252,Mensch::N,gizaki,člôvek
253,Mann::N,gizon,móž
254,Mann::N,gizon,môški
255,Frau::N,andere,gospá
256,Frau::N,andere,žénska
257,Frau::N,emakume,gospá
258,Frau::N,emakume,žénska
259,Kind::N,haur,déte
260,Kind::N,haur,otròk
261,Junge::N,mutil,fànt
262,Junge::N,mutil,déček
263,Mädchen::N,neska,deklè
264,Mädchen::N,neska,déklica
265,Familie::N,sendi,družína
266,Familie::N,familia,družína
267,Großvater::N,aitona,dèd
268,Großvater::N,aitona,dédek
269,Großvater::N,aitatxi,dèd
270,Großvater::N,aitatxi,dédek
271,Großmutter::N,amona,bábica
272,Großmutter::N,amatxi,bábica
273,Eltern::N,gurasoak,stárši
274,Vater::N,aita,ôče
275,Mutter::N,ama,máma
276,Sohn::N,seme,sín
277,Tochter::N,alaba,hčí
278,Tochter::N,alaba,hčérka
279,Bruder::N,neba,bràt
280,Bruder::N,anaia,bràt
281,Schwester::N,ahizpa,sêstra
282,Onkel::N,osaba,újec
283,Onkel::N,osaba,stríc
284,Tante::N,izeba,têta
285,Tante::N,izeba,strína
286,Ehemann::N,senar,móž
287,Ehemann::N,senar,sopróg
288,Ehefrau::N,emazte,žêna
289,Ehefrau::N,emazte,sopróga
290,Freude::N,poz,rádost
291,Freude::N,poz,vesêlje
292,Freude::N,pozkari,rádost
293,Freude::N,pozkari,vesêlje
294,Gelächter::N,barre,sméh
295,Gelächter::N,barre,grohòt
296,Gelächter::N,karkara,sméh
297,Gelächter::N,karkara,grohòt
298,Glück::N,zori,sréča
299,Kummer::N,xangrin,gorjé
300,Kummer::N,atsekabe,gorjé
301,Wunsch::N,nahi,žêlja
302,Wunsch::N,nahikunde,žêlja
303,Lust::N,gogo,poželênje
304,Geist::N,gogo,dúša
305,Gedanke::N,gogoeta,mísel
306,Gedächtnis::N,oroimen,pámet
307,Gedächtnis::N,gogoramen,pámet
308,Verstand::N,adimen,
309,Verstand::N,ulermen,
310,Sinn::N,zentzu,pomèn
311,Sinn::N,zentzu,smísel
312,Grund::N,zergati,vzròk
313,Wahrheit::N,egia,resníca
314,Gespräch::N,hizketa,pogóvor
315,Gespräch::N,elkarrizketa,pogóvor
316,Märchen::N,ipuin,právljica
317,Erzählung::N,edesti,povést
318,Erzählung::N,kontakizun,povést
319,Nachricht::N,albiste,sporočílo
320,Neuigkeit::N,berri,novóst
321,Name::N,izen,imé
322,Rätsel::N,asmakizun,ugánka
323,Rede::N,hitzaldi,góvor
324,Rede::N,mintzaldi,góvor
325,Sprache::N,hizkuntza,jêzik
326,Stimme::N,ahots,glás
327,Wort::N,hitz,beséda
328,Zeichen::N,agerbide,znák
329,Zeichen::N,agergarri,znák
330,Ruf::N,dei,klíc
331,Lärm::N,zarata,hrúp
332,Lärm::N,zarata,trúšč
333,Lärm::N,harrabots,hrúp
334,Lärm::N,harrabots,trúšč
335,Laut::N,hots,glás
336,Ton::N,tonu,tón
337,Ton::N,soinu,tón
338,Lied::N,abesti,pésem
339,Ruhe::N,nasaitasun,pokòj
340,Leute::N,jende,ljudjé
341,Volk::N,herri,národ
342,Volk::N,populu,národ
343,Arbeit::N,lan,délo
344,Gast::N,arrotz,gòst
345,Gast::N,apopilo,gòst
346,Geschenk::N,opari,darílo
347,Spiel::N,jolas,ígra
348,Gesellschaft::N,gizarte,drúžba
349,Hilfe::N,helpide,pomóč
350,Hilfe::N,laguntza,pomóč
351,Freund::N,lagun,prijátelj
352,Kamerad::N,adiskide,továriš
353,Kamerad::N,lagunkide,továriš
354,Angelegenheit::N,afera,zadéva
355,Anzahl::N,kopuru,števílo
356,Art::N,mota,vŕsta
357,Stück::N,puska,kós
358,Teil::N,atal,dél
359,Hälfte::N,erdi,polovíca
360,Kreis::N,biribilki,króg
361,Kreis::N,biribilki,kolobár
362,Kreuz::N,gurutze,kríž
363,Linie::N,linea,próga
364,Strich::N,marra,čŕta
365,Abstand::N,tarte,preslédek
366,Entfernung::N,urrunera,oddáljenost
367,Gegend::N,alderdi,kràj
368,Gegend::N,alderdi,dežêla
369,Gegend::N,eskualde,kràj
370,Gegend::N,eskualde,dežêla
371,Platz::N,leku,prôstor
372,Ort::N,toki,mésto
373,Seite::N,albo,bòk
374,Seite::N,albo,strán
375,Mitte::N,erdi,sredína
376,Gegenstand::N,gauzaki,prédmet
377,Sache::N,gauza,réč
378,Sache::N,gauza,stvár
379,Rand::N,ertz,kràj
380,Kante::N,ertz,rób
381,Ecke::N,kantoi,vogál
382,Spitze::N,punta,óst
383,Ende::N,buru,kônec
384,Ende::N,mutur,kônec
385,Loch::N,zulo,lúknja
386,Winkel::N,zoko,kót
387,Winkel::N,bazter,kót
388,Muster::N,eredu,vzórec
389,Muster::N,marrazki,vzórec
390,Größe::N,kaizu,veličína
391,Größe::N,tamaina,veličína
392,Länge::N,luzera,dolžína
393,Höhe::N,goiera,vršína
394,Höhe::N,garaiera,vršína
395,Gewicht::N,hazta,téža
396,Menge::N,kopuru,količína
397,Haufen::N,pila,kùp
398,Haufen::N,pila,kopíca
399,Haufen::N,mendoi,kùp
400,Haufen::N,mendoi,kopíca
401,Reihe::N,ilara,níz
402,Reihe::N,ilara,vŕsta
403,Reihe::N,errenkada,níz
404,Reihe::N,errenkada,vŕsta
405,Boot::N,potin,čóln
406,Boot::N,txalupa,čóln
407,Ruder::N,arraun,vêslo
408,Schlitten::N,lera,saní
409,Schlitten::N,narra,saní
410,Ski::N,eski,smučí
411,Lagerfeuer::N,su,táborni ôgenj
412,Last::N,zama,tôvor
413,Last::N,karga,tôvor
414,Gang::N,ibilera,hòd
415,Schritt::N,pauso,korák
416,Schritt::N,urrats,korák
417,Norden::N,ipar,séver
418,Norden::N,iparralde,séver
419,Süden::N,hego,júg
420,Süden::N,hegoalde,júg
421,Westen::N,sartalde,zapàd
422,Westen::N,mendebalde,zapàd
423,Osten::N,ekialde,vzhòd
424,Osten::N,sortalde,vzhòd
425,Holz::N,zur,lés
426,Brett::N,ohol,deskà
427,Platte::N,lauza,plôča
428,Stütze::N,irozgarri,opóra
429,Stütze::N,irozgarri,zaslómba
430,Stütze::N,bermagailu,opóra
431,Stütze::N,bermagailu,zaslómba
432,Stange::N,haga,gréd
433,Stock::N,makila,pálica
434,Stab::N,makila,pálica
435,Rohr::N,hodi,cév
436,Haus::N,etxe,híša
437,Heim::N,etxe,dóm
438,Heim::N,etxaleku,dóm
439,Ofen::N,berogailu,péč
440,Fußboden::N,zoru,pòd
441,Tisch::N,mahai,míza
442,Stuhl::N,aulki,stòl
443,Wiege::N,kuma,zíbel
444,Wiege::N,sehaska,zíbel
445,Bett::N,ohe,póstelja
446,Bett::N,ohatze,póstelja
447,Regal::N,apalategi,políca
448,Kiste::N,kutxa,zabòj
449,Fenster::N,leiho,ôkno
450,Tür::N,ate,vráta
451,Tor::N,atari,velíka vráta
452,Zaun::N,hesi,ográja
453,Dach::N,teilatu,stréha
454,Leiter::N,zurubi,léstev
455,Besen::N,erratz,mêtla
456,Spaten::N,burdinpala,lopáta
457,Schaufel::N,pala,lopáta
458,Gabel::N,sardexka,vílice
459,Löffel::N,koilara,žlíca
460,Messer::N,aizto,nòž
461,Nagel::N,iltze,žebèlj
462,Netz::N,sare,mréža
463,Haken::N,mako,kljúka
464,Griff::N,eskutoki,ročáj
465,Griff::N,eskutoki,oprijèm
466,Schloss::N,sarraila,ključávnica
467,Bild::N,irudi,slíka
468,Figur::N,figura,figúra
469,Figur::N,figura,postáva
470,Puppe::N,panpina,lútka
471,Puppe::N,andrakila,lútka
472,Beutel::N,zorro,môšnja
473,Bündel::N,azao,cúla
474,Bündel::N,azao,svéženj
475,Bündel::N,espal,cúla
476,Bündel::N,espal,svéženj
477,Tasche::N,poltsa,tórba
478,Tasche::N,poltsa,tobôlec
479,Eimer::N,treska,vêdro
480,Deckel::N,tapa,pokròv
481,Deckel::N,tapa,poklópec
482,Deckel::N,estalki,pokròv
483,Deckel::N,estalki,poklópec
484,Geschirr::N,baxera,posóda
485,Geschirr::N,ontziteria,posóda
486,Sack::N,zaku,vréča
487,Tasse::N,kikara,skodélica
488,Topf::N,ontzi,lônec
489,Topf::N,lapiko,lônec
490,Kessel::N,pazia,kôtel
491,Essen::N,janaldi,hrána
492,Nahrung::N,jan,živílo
493,Speise::N,jaki,jéd
494,Fleisch::N,okela,mesó
495,Fleisch::N,haragi,mesó
496,Getreide::N,labore,žíto
497,Brei::N,ahi,káša
498,Brei::N,pure,káša
499,Brot::N,ogi,krùh
500,Scheibe::N,xerra,réženj
501,Scheibe::N,pirripita,réženj
502,Fett::N,urin,mást
503,Fett::N,urin,maščôba
504,Fett::N,koipe,mást
505,Fett::N,koipe,maščôba
506,Butter::N,gurin,máslo
507,Öl::N,olio,ólje
508,Salz::N,gatz,sól
509,Suppe::N,zopa,júha
510,Suppe::N,salda,júha
511,Honig::N,ezti,méd
512,Milch::N,esne,mléko
513,Tee::N,te,čáj
514,Leder::N,larru,úsnje
515,Wolle::N,artile,vólna
516,Stoff::N,ehun,blagó
517,Nadel::N,orratz,ígla
518,Nadel::N,jostorratz,ígla
519,Faden::N,hari,nít
520,Knopf::N,botoi,gúmb
521,Knoten::N,korapilo,vôzel
522,Farbe::N,pintura,bárva
523,Kleidung::N,arropa,obléka
524,Kleidung::N,jantziak,obléka
525,Hemd::N,atorra,srájca
526,Hemd::N,alkandora,srájca
527,Kragen::N,idun,ovrátnik
528,Ärmel::N,mahuka,rokáv
529,Hose::N,prakak,hláče
530,Hose::N,galtzak,hláče
531,Gürtel::N,gerriko,pás
532,Mütze::N,txano,kápa
533,Mütze::N,txano,čépica
534,Mütze::N,txapel,kápa
535,Mütze::N,txapel,čépica
536,Schuh::N,oski,čévelj
537,Schuh::N,oinetako,čévelj
538,Stiefel::N,bota,škórenj
539,Ring::N,uztai,pŕstan
540,Band::N,zinta,trák
541,Band::N,xingola,trák
542,Kamm::N,orrazi,glavník
543,Spiegel::N,mirail,zrcálo
544,Spiegel::N,mirail,ogledálo
545,Riemen::N,uhal,jêrmen
546,Schnur::N,lokailu,vŕvca
547,Leine::N,lotura,konôpec
548,Decke::N,burusi,odéja
549,Kissen::N,kuxin,blazína
550,Tuch::N,zapi,pŕt
551,Tuch::N,zapi,rúta
552,Tuch::N,oihal,pŕt
553,Tuch::N,oihal,rúta
554,Handtuch::N,eskuzapi,brisáča
555,Handtuch::N,eskuoihal,brisáča
556,Kraft::N,indar,síla
557,Stärke::N,indar,jákost
558,Gesundheit::N,osasun,zdrávje
559,Krankheit::N,eritasun,bolézen
560,Krankheit::N,gaixotasun,bolézen
561,Schmerz::N,min,ból
562,Schmerz::N,min,bolečína
563,Wunde::N,zauri,rána
564,Fieber::N,sukar,vročína
565,Arznei::N,osagai,lék
566,Arznei::N,osagai,zdravílo
567,Arznei::N,sendagai,lék
568,Arznei::N,sendagai,zdravílo
569,Brücke::N,zubi,móst
570,Brunnen::N,putzu,vodnják
571,Weide::N,alha,páša
572,Weide::N,bazkaleku,páša
573,Pfad::N,zidor,stezà
574,Pfad::N,bidexka,stezà
575,Weg::N,bide,pót
576,Straße::N,errepide,césta
577,Dorf::N,herri,vás
578,Stadt::N,hiri,mésto
579,Brief::N,gutun,písmo
580,Brief::N,eskutitz,písmo
581,Buch::N,liburu,knjíga
582,Buchstabe::N,hizki,čŕka
583,Zeitung::N,egunkari,čásnik
584,Leben::N,bizi,življênje
585,Leben::N,bizitza,življênje
586,Tod::N,herio,smŕt
587,Tod::N,heriotza,smŕt
588,Grab::N,hobi,gròb
589,Grab::N,hilobi,gròb
590,Kirche::N,eliza,cérkev
591,Sünde::N,hoben,gréh
592,Sünde::N,bekatu,gréh
593,Gott::N,jainko,bóg
594,Arbeiter::N,langile,délavec
595,Arbeiter::N,behargin,délavec
596,Chef::N,nagusi,šéf
597,Meister::N,maisu,mójster
598,Arzt::N,osagile,zdravník
599,Arzt::N,sendagile,zdravník
600,Lehrer::N,irakasle,učítelj
601,Geld::N,diru,denár
602,Geschäft::N,negozio,kupčíja
603,Laden::N,denda,trgovína
604,Laden::N,saltegi,trgovína
605,Preis::N,prezio,céna
606,Preis::N,salneurri,céna
607,Ware::N,salgai,róba
608,Nutzen::N,onura,príd
609,Nutzen::N,probetxu,príd
610,Reichtum::N,aberastasun,bogástvo
611,Welt::N,ludi,svét
612,Welt::N,mundu,svét
613,Land::N,herrialde,dežêla
614,Staat::N,estatu,držáva
615,König::N,errege,králj
616,Macht::N,botere,oblást
617,Grenze::N,muga,mêja
618,Krieg::N,guda,vôjna
619,Feind::N,etsai,sovrážnik
620,Feind::N,arerio,sovrážnik
621,Gewalt::N,bortxa,nasílje
622,Gewalt::N,bortizkeria,nasílje
623,Kampf::N,gudu,bòj
624,Kampf::N,gudu,bórba
625,Kampf::N,auska,bòj
626,Kampf::N,auska,bórba
627,Bogen[Waffe]::N,arku,lók
628,Pfeil::N,gezi,puščíca
629,Gewehr::N,fusil,púška
630,Fehler::N,huts,zmóta
631,Fehler::N,hutsegin,zmóta
632,Lüge::N,gezur,láž
633,Schaden::N,kalte,okvára
634,Unglück::N,zoritxar,nesréča
635,Unglück::N,zorigaitz,nesréča
636,Schuld::N,erru,krívda
637,Alter::N,adin,dôba
638,Schluss::N,bukaera,kônec
639,Zeit::N,aldi,čàs
640,Zeit::N,denbora,čàs
641,Tag::N,egun,dán
642,Morgen::N,goiz,jútro
643,Mittag::N,eguerdi,póldan
644,Abend::N,arrats,večér
645,Nacht::N,gau,nóč
646,Woche::N,aste,téden
647,Monat::N,hil,mésec
648,Jahr::N,urte,léto
649,Frühling::N,udalehen,pomlád
650,Sommer::N,uda,polétje
651,Herbst::N,udazken,jesén
652,Herbst::N,neguantz,jesén
653,Winter::N,negu,zíma
654,Januar::N,urtarril,jánuar
655,Februar::N,otsail,fébruar
656,März::N,martxo,márec
657,April::N,apiril,apríl
658,Mai::N,maiatz,máj
659,Juni::N,ekain,júnij
660,Juli::N,uztail,júlij
661,August::N,abuztu,avgúst
662,September::N,irail,septêmber
663,Oktober::N,urri,október
664,November::N,azaro,novêmber
665,Dezember::N,abendu,decémber
666,Montag::N,astelehen,ponedéljek
667,Dienstag::N,astearte,tôrek
668,Mittwoch::N,asteazken,sréda
669,Donnerstag::N,ostegun,četŕtek
670,Freitag::N,ostiral,pétek
671,Samstag::N,larunbat,sobóta
672,Sonntag::N,igande,nedélja
673,groß::A,handi,vêlik
674,klein::A,txiki,májhen
675,lang::A,luze,dólg
676,kurz::A,labur,krátek
677,breit::A,zabal,širòk
678,schmal::A,mehar,ózek
679,dicht::A,sarri,góst
680,dicht::A,trinko,góst
681,dick[Gegenstand]::A,lodi,dêbel
682,dünn::A,mehe,tánek
683,fein::A,fin,drôben
684,fest::A,tinko,tŕden
685,flach::A,lau,plán
686,flach::A,lau,plòsk
687,flach::A,ordoki,plán
688,flach::A,ordoki,plòsk
689,glatt::A,leun,gládek
690,hart::A,gogor,tŕd
691,weich::A,bigun,mehák
692,weich::A,beratz,mehák
693,rund::A,biribil,okrógel
694,spitz::A,puntadun,šílast
695,scharf::A,zorrotz,óster
696,stumpf::A,kamuts,tóp
697,stumpf::A,kamuts,skŕhan
698,schwer::A,astun,têžek
699,schwer::A,pisutsu,têžek
700,schön::A,eder,lép
701,schön::A,eder,krásen
702,heiß::A,bero,vròč
703,heiß::A,oso bero,vròč
704,warm::A,bero,tôpel
705,kalt::A,hotz,mŕzel
706,kalt::A,hotz,hláden
707,kühl::A,hotzil,hláden
708,frisch::A,fresko,svéž
709,frisch::A,hozkirri,svéž
710,feucht::A,heze,vlážen
711,nass::A,busti,móker
712,trocken::A,siku,súh
713,trocken::A,lehor,súh
714,voll::A,bete,póln
715,leer::A,huts,prázen
716,offen::A,ireki,odpŕt
717,geschlossen::A,itxita,zapŕt
718,sauber::A,xahu,číst
719,sauber::A,xahu,líčen
720,sauber::A,garbi,číst
721,sauber::A,garbi,líčen
722,schmutzig::A,lohi,umázan
723,schmutzig::A,zikin,umázan
724,roh::A,gordin,suròv
725,reif::A,umo,zrèl
726,reif::A,heldu,zrèl
727,lecker::A,goxo,okúsen
728,süß::A,goxo,sládek
729,bitter::A,karmin,grenák
730,bitter::A,garratz,grenák
731,sauer::A,mingots,kísel
732,hell::A,argi,svetèl
733,dunkel::A,ilun,temèn
734,schwarz::A,beltz,čŕn
735,weiß::A,zuri,bél
736,rot::A,gorri,rdèč
737,gelb::A,hori,žólt
738,gelb::A,hori,rumèn
739,blau::A,urdin,móder
740,grün::A,berde,zelèn
741,grün::A,musker,zelèn
742,grau::A,urdin,sív
743,grau::A,urdinabar,sív
744,bunt::A,koloretsu,písan
745,billig::A,merke,pocéni
746,teuer::A,garesti,drág
747,wertvoll::A,baliotsu,dragocén
748,blind::A,itsu,slép
749,taub::A,gor,glúh
750,kräftig::A,kementsu,močán
751,stark::A,bizkor,ják
752,stark::A,indartsu,ják
753,schwach::A,ahul,šíbek
754,schwach::A,indargabe,šíbek
755,fett::A,gizen,dêbel
756,schlank::A,lerden,vítek
757,hübsch::A,polit,lép
758,böse::A,tzar,zèl
759,böse::A,tzar,hudôben
760,böse::A,gaizto,zèl
761,böse::A,gaizto,hudôben
762,dumm::A,lelo,glúp
763,dumm::A,lelo,bédast
764,dumm::A,pello,glúp
765,dumm::A,pello,bédast
766,faul::A,nagi,lén
767,faul::A,alfer,lén
768,fleißig::A,maratz,marljív
769,fleißig::A,lanzale,marljív
770,geizig::A,zeken,škŕt
771,geizig::A,zikoitz,škŕt
772,klug::A,zuhur,pámeten
773,geschickt::A,trebe,spréten
774,geschickt::A,antzetsu,spréten
775,lieb::A,maite,míl
776,lieb::A,maite,ljúb
777,lieb::A,laztan,míl
778,lieb::A,laztan,ljúb
779,lustig::A,alaitsu,vesél
780,sanft::A,eme,láhek
781,sanft::A,ezti,láhek
782,hungrig::A,gose,láčen
783,krank::A,eri,bolán
784,krank::A,gaixo,bolán
785,nackt::A,biluzi,nág
786,traurig::A,itun,túžen
787,traurig::A,betilun,túžen
788,lebendig::A,bizirik,žív
789,gut::A,on,dóber
790,schlecht::A,txar,malopríden
791,richtig::A,zuzen,pravílen
792,schlimm::A,larri,húd
793,wahr::A,egiazko,resníčen
794,alt::A,zahar,stàr
795,neu::A,berri,nòv
796,ehemalig::A,lehengo,nekdánji
797,alt[Lebewesen]::A,adindun,stàr
798,jung::A,gazte,mlád
799,arm::A,txiro,ubóg
800,arm::A,txiro,réven
801,arm::A,behartsu,ubóg
802,arm::A,behartsu,réven
803,reich::A,dirudun,bogàt
804,bekannt::A,ezagun,znán
805,berühmt::A,entzun,sláven
806,berühmt::A,entzun,znamenít
807,berühmt::A,ospetsu,sláven
808,berühmt::A,ospetsu,znamenít
809,fremd::A,arrotz,túj
810,verschieden::A,ezberdin,razlíčen
811,verschieden::A,desberdin,razlíčen
812,nah::A,hurre,blížnji
813,nah::A,hurbil,blížnji
814,fern::A,urrun,dáleč
815,linker::A,ezker,lévi
816,rechter::A,eskuin,désni
817,anderer::A,beste,drúgi
818,erster::A,lehen,pŕvi
819,erster::A,aurren,pŕvi
820,zweiter::A,bigarren,drúgi
