,Concept_ID,sah,mdf
177,Schwarm::N,бөлөх,ко́вол
178,Schwarm::N,бөлөх,ме́швеле
179,Huhn::N,куурусса,сараз
180,Hahn::N,бөтүүк,а́тякш
181,Gans::N,хаас,маци
182,Adler::N,хотой,куцькан
183,Ente::N,кус,яксярга
184,Eule::N,мэкчиргэ,ко́рож
185,Kranich::N,туруйа,ка́рга
186,Krähe::N,тураах,ва́рси
187,Kuckuck::N,кэҕэ,ку́ку
188,Schwan::N,куба,ло́ксти
189,Fisch::N,балык,кал
190,Barsch::N,алыһар,о́кунь
191,Hecht::N,сордон,щу́ка
192,Schlange[Tier]::N,моҕой,куй
193,Schlange[Tier]::N,эриэн үөн,куй
194,Wurm::N,үөн,сукс
195,Spinne::N,ооҕуй,унжа́
196,Ameise::N,кымырдаҕас,панжам
197,Laus::N,быт,си
198,Mücke::N,кумаар,ся́ське
199,Fliege::N,сахсырҕа,кару
200,Schmetterling::N,лыах,ме́лав
201,Schmetterling::N,үрүмэччи,ме́лав
202,Beere::N,отон,и́мож
203,Apfel::N,яблоко,марь
204,Pilz::N,тэллэй,панга
205,Zwiebel::N,луук,шурьхкя́
206,Saat::N,сиэмэ,видьмот
207,Korn::N,сиэмэ,сёра
208,Heu::N,от,тише
209,Schale::N,хах,кедь
210,Grube::N,дьаама,лотка
211,Falle::N,сохсо,туфкс
212,Falle::N,сохсо,кунда́ма
213,Schlinge::N,уктаа,килькш
214,Spur::N,суол,пильгоки́
215,Asche::N,күл,кулу
216,Dreck::N,бадараан,ърда́з
217,Eisen::N,тимир,кшни
218,Gold::N,көмүс,ока
219,Gold::N,көмүс,золота
220,Gold::N,кыһыл көмүс,ока
221,Gold::N,кыһыл көмүс,золота
222,Silber::N,көмүс,сия́
223,Silber::N,үрүҥ көмүс,сия́
224,Kohle::N,чох,седь
225,Kohle::N,чох,седьвальмя
226,Glas::N,өстүөкүлэ,кля́нцек
227,Lehm::N,туой,сёвонь
228,Sand::N,кумах,шува́р
229,Mensch::N,киһи,ломань
230,Mann::N,эр,аля
231,Mann::N,эр,цёраломань
232,Frau::N,дьахтар,ава
233,Kind::N,оҕо,идь
234,Kind::N,оҕо,шаба
235,Junge::N,уол,цёраня
236,Mädchen::N,кыыс оҕо,стирня́
237,Familie::N,кэргэн,тнал
238,Familie::N,кэргэн,семья
239,Großvater::N,эһэ,атя
240,Großvater::N,эһэ,щя́тя
241,Großmutter::N,эбэ,баба
242,Eltern::N,аҕа-ийэ,тя́дят-а́лят
243,Vater::N,аҕа,аля
244,Mutter::N,ийэ,ава
245,Mutter::N,ийэ,тядя
246,Sohn::N,уол,цёра
247,Tochter::N,кыыс,стирь
248,Bruder::N,убай,дуган
249,Bruder::N,убай,пяльне
250,Bruder::N,быраат,дуган
251,Bruder::N,быраат,пяльне
252,Schwester::N,аҕас,ака
253,Schwester::N,аҕас,сазор
254,Schwester::N,балыс,ака
255,Schwester::N,балыс,сазор
256,Onkel::N,таай,оця
257,Onkel::N,таай,патя
258,Onkel::N,таай,щеня́
259,Onkel::N,абаҕа,оця
260,Onkel::N,абаҕа,патя
261,Onkel::N,абаҕа,щеня́
262,Tante::N,эдьиий,ака
263,Tante::N,эдьиий,щака
264,Ehemann::N,эр,мирде
265,Ehefrau::N,ойох,ърьвя́
266,Freude::N,үөрүү,ке́нярдема
267,Gelächter::N,күлүү,рахсема
268,Glück::N,дьол,паваз
269,Glück::N,соргу,паваз
270,Kummer::N,кутурҕан,ризф
271,Kummer::N,кутурҕан,пичефкс
272,Wunsch::N,баҕарыы,мяль
273,Wunsch::N,баҕарыы,таколдома
274,Lust::N,баҕа,таколдома
275,Geist::N,тыын,вайме
276,Gedanke::N,санаа,мяль
277,Gedächtnis::N,өй,прявий
278,Verstand::N,өй,прявий
279,Sinn::N,суолта,ён
280,Grund::N,төрүөт,туфта́л
281,Wahrheit::N,кырдьык,ви́де
282,Wahrheit::N,кырдьык,видеши́
283,Gespräch::N,бэсиэдэ,корхтама
284,Gespräch::N,кэпсэтии,корхтама
285,Märchen::N,остуоруйа,ёфкс
286,Erzählung::N,кэпсээн,азкс
287,Nachricht::N,биллэриллии,куля́
288,Neuigkeit::N,сонун,куля́
289,Name::N,аат,лем
290,Rätsel::N,таабырын,со́дама ёфкс
291,Rede::N,этии,вал
292,Rede::N,этии,корхтама
293,Sprache::N,тыл,кяль
294,Stimme::N,куолас,вайгяль
295,Wort::N,тыл,вал
296,Zeichen::N,бэлиэ,тя́ште
297,Zeichen::N,бэлиэ,тя́штькс
298,Ruf::N,ыҥырыы,тердема
299,Lärm::N,айдаан,гайф
300,Lärm::N,айдаан,жалакодома
301,Laut::N,тыас,вайгяль
302,Ton::N,дорҕоон,вайгяль
303,Lied::N,ырыа,мора
304,Ruhe::N,уу чуумпу,сетьме
305,Leute::N,дьон,ломатть
306,Volk::N,дьон,наро́д
307,Volk::N,норуот,наро́д
308,Arbeit::N,үлэ,тев
309,Gast::N,ыалдьыт,и́нжи
310,Gast::N,ыалдьыт,ко́нак
311,Geschenk::N,бэлэх,казне
312,Spiel::N,оонньуу,налхкома
313,Spiel::N,оонньуу,налхксема
314,Gesellschaft::N,общество,кружок
315,Hilfe::N,көмө,лездома
316,Freund::N,доҕор,я́лга
317,Kamerad::N,атас,я́лга
318,Angelegenheit::N,дьыала,тев
319,Anzahl::N,ахсаан,лувкс
320,Art::N,биис,вид
321,Stück::N,кырбас,пакш
322,Teil::N,ирээт,часть
323,Teil::N,ирээт,пялькс
324,Hälfte::N,аҥар,пяле
325,Kreis::N,төгүрүк,шаркс
326,Kreis::N,төгүрүмтэ,шаркс
327,Kreuz::N,кириэс,крёз
328,Linie::N,сурааһын,межа
329,Linie::N,сурааһын,китькс
330,Strich::N,сурааһын,межа
331,Abstand::N,арыт,ётка
332,Entfernung::N,ыраах,ётка
333,Gegend::N,сир,ва́ста
334,Gegend::N,сир,перьфпя́ль
335,Platz::N,арыт,ва́ста
336,Ort::N,сир,ва́ста
337,Seite::N,өрүт,пяле
338,Seite::N,сирэй,пяле
339,Mitte::N,орто,кучка́
340,Gegenstand::N,предмет,веща
341,Sache::N,мал,тев
342,Sache::N,мал,веща
343,Rand::N,кытыы,пе
344,Rand::N,ойоҕос,пе
345,Kante::N,кырыы,и́рдез
346,Ecke::N,муннук,ужа
347,Spitze::N,чыпчаал,пря
348,Ende::N,төбө,пе
349,Loch::N,тэһэҕэс,варя
350,Loch::N,дьөлөҕөс,варя
351,Winkel::N,муннук,ужа
352,Muster::N,оһуор,сёрма
353,Größe::N,кээмэй,серь
354,Länge::N,уста,кува́лма
355,Höhe::N,үрдүк,серь
356,Gewicht::N,ыйааһын,сталма
357,Menge::N,ахсаан,лувкс
358,Haufen::N,чөмчөх,мар
359,Reihe::N,кэккэ,ряд
360,Boot::N,оҥочо,венеж
361,Ruder::N,эрдии,миле
362,Schlitten::N,сыарҕа,ну́рда
363,Ski::N,хайыһар,сокс
364,Lagerfeuer::N,кутаа,то́лмар
365,Last::N,ыарахан,канкс
366,Last::N,ыарахан,сталма
367,Gang::N,хаамыы,молема
368,Schritt::N,хардыы,аськолкс
369,Norden::N,хоту,якшама шире
370,Süden::N,соҕуруу,ля́мбе ши́ре
371,Westen::N,арҕаа,ши валгома шире
372,Osten::N,илин,шинь стяма шире
373,Holz::N,мас,вирь
374,Holz::N,мас,шуфта
375,Brett::N,дуоска,лавця
376,Brett::N,хаптаһын,лавця
377,Platte::N,билиитэ,плита́
378,Stütze::N,тулааһын,неже
379,Stange::N,ураҕас,олга
380,Stock::N,мас,байдек
381,Stock::N,баалкы,байдек
382,Stab::N,ураҕас,олгоня
383,Rohr::N,турба,турама
384,Haus::N,дьиэ,куд
385,Heim::N,дьиэ,куд
386,Ofen::N,оһох,пянакуд
387,Fußboden::N,муоста,кия́кс
388,Tisch::N,остуол,шра
389,Tisch::N,остуол,моркш
390,Stuhl::N,устуул,стул
391,Wiege::N,биһик,нюря́м
392,Bett::N,кырабаат,ацам
393,Regal::N,долбуур,лавцяланга
394,Kiste::N,дьааһык,парга
395,Fenster::N,түннүк,валмья
396,Tür::N,аан,кенкш
397,Tor::N,аан,ортат
398,Zaun::N,соппулуот,перяфкс
399,Dach::N,кырыыса,кудпря
400,Leiter::N,кирилиэс,куцема
401,Besen::N,миинньик,тяльме
402,Spaten::N,күрдьэх,ка́йме
403,Schaufel::N,күрдьэх,ко́поня
404,Schaufel::N,күрдьэх,ця́рдом
405,Gabel::N,биилкэ,ця́нгоня
406,Löffel::N,луоска,куцю
407,Messer::N,быһах,пеель
408,Nagel::N,тоһоҕо,эска
409,Netz::N,илим,
410,Haken::N,көхө,кя́чказ
411,Griff::N,ук,недь
412,Griff::N,ук,кунда́мка
413,Griff::N,тутаах,недь
414,Griff::N,тутаах,кунда́мка
415,Schloss::N,күлүүс,замо́к
416,Bild::N,хартыына,карти́на
417,Figur::N,фигура,ронга-понда
418,Puppe::N,куукула,ня́ка
419,Beutel::N,мөһөөччук,кяскав
420,Bündel::N,баайыы,кярьме
421,Tasche::N,суумка,кошяльня
422,Eimer::N,биэдэрэ,ве́дарка
423,Deckel::N,хаппах,тавадкс
424,Deckel::N,хаппах,вельхкс
425,Geschirr::N,иһит,кядьге
426,Sack::N,куул,кяскав
427,Tasse::N,сэлиэнэй,ша́ваня
428,Topf::N,көстүрүүҥкэ,кавозь
429,Kessel::N,хочуол,сргавозь
430,Essen::N,аһылык,ярхцама
431,Nahrung::N,ас,ярхцампяль
432,Speise::N,аһылык,ярхцама
433,Fleisch::N,эт,пал
434,Fleisch::N,эт,сиволь
435,Getreide::N,злактар,сёра
436,Brei::N,хааһы,ям
437,Brot::N,килиэп,кши
438,Scheibe::N,куһуок,кочам
439,Fett::N,сыа,куя́
440,Butter::N,арыы,вай
441,Öl::N,арыы,вай
442,Salz::N,туус,сал
443,Suppe::N,мин,шонгарям
444,Suppe::N,мин,коршампяль
445,Honig::N,мүөт,медь
446,Milch::N,үүт,лофца
447,Tee::N,чэй,чай
448,Leder::N,тирии,кедь
449,Wolle::N,түү,пона
450,Stoff::N,таҥас,котф
451,Nadel::N,иннэ,салмокс
452,Faden::N,сап,сюре
453,Knopf::N,тимэх,пуня
454,Knoten::N,түмүк,сюлма
455,Farbe::N,кырааска,архтомбяль
456,Kleidung::N,таҥас,щам
457,Hemd::N,ырбаахы,па́нар
458,Kragen::N,саҕа,сиве
459,Ärmel::N,сиэх,ожа
460,Hose::N,ыстаан,понкст
461,Hose::N,бүрүүкэ,понкст
462,Gürtel::N,кур,каркс
463,Mütze::N,бэргэһэ,вазь
464,Schuh::N,бачыыҥка,башма́к
465,Stiefel::N,саппыкы,кя́ме
466,Ring::N,биһилэх,суркс
467,Band::N,лиэнтэ,керькс
468,Band::N,лиэнтэ,лента
469,Kamm::N,тараах,сюрьхцем
470,Spiegel::N,сиэркилэ,ванома
471,Riemen::N,кур,шнань каркс
472,Schnur::N,быа,пикс
473,Schnur::N,быа,карькскя
474,Leine::N,тэһиин,вядьме
475,Decke::N,суорҕан,вельхкс
476,Kissen::N,сыттык,тоду
477,Tuch::N,былаат,руця́
478,Handtuch::N,соттор,на́рдама
479,Kraft::N,сыра,вий
480,Stärke::N,күүс,вииши
481,Gesundheit::N,доруобуйа,шумбраши́
482,Krankheit::N,ыарыы,урма́
483,Krankheit::N,ыарыы,сярядема
484,Schmerz::N,ыарыы,маряма
485,Wunde::N,баас,керф
486,Fieber::N,түрүлгэн,маштыкс
487,Fieber::N,лихорадка,маштыкс
488,Fieber::N,температура,маштыкс
489,Arznei::N,эмп,надо́бья
490,Arznei::N,эмп,пъчка́фтома
491,Brücke::N,күргэ,седь
492,Brunnen::N,холуодьас,эши
493,Weide::N,мэччирэҥ,ванома васта
494,Pfad::N,ыллык,ян
495,Pfad::N,ыллык,киня́
496,Weg::N,суол,ки
497,Straße::N,суол,ки
498,Dorf::N,дэриэбинэ,веле
499,Stadt::N,куорат,ош
500,Brief::N,сурук,сёрма
501,Buch::N,кинигэ,книга
502,Buchstabe::N,буква,бу́ква
503,Zeitung::N,хаһыат,газе́та
504,Leben::N,тыын,эряф
505,Leben::N,тыын,эряма
506,Tod::N,өлүү,кулома́
507,Grab::N,иин,калма
508,Kirche::N,таҥара дьиэтэ,це́рькав
509,Sünde::N,айыы,пежеть
510,Sünde::N,айыы,муворкс
511,Gott::N,тангара,шкай
512,Arbeiter::N,үлэһит,трудендай
513,Arbeiter::N,үлэһит,работник
514,Chef::N,баһылык,азор
515,Chef::N,баһылык,оцюня
516,Chef::N,начальник,азор
517,Chef::N,начальник,оцюня
518,Meister::N,уус,мастяр
519,Meister::N,маастар,мастяр
520,Arzt::N,врач,врач
521,Arzt::N,врач,доктор
522,Lehrer::N,учуутал,учи́тель
523,Geld::N,харчы,ярмакт
524,Geschäft::N,идэ,ладяфкс
525,Geschäft::N,идэ,ладяф тев
526,Laden::N,маҕаһыын,ла́вка
527,Preis::N,сыана,питне
528,Ware::N,табаар,миф
529,Ware::N,табаар,ра́маф
530,Nutzen::N,туһа,пара
531,Nutzen::N,туһа,лезкс
532,Reichtum::N,баай,ко́зяши
533,Welt::N,аан дойду,свет
534,Land::N,дойду,мастор
535,Staat::N,государство,государства
536,König::N,король,король
537,Macht::N,былаас,азорондама
538,Macht::N,былаас,азорксши
539,Grenze::N,кыраныысса,ёткаян
540,Krieg::N,сэрии,война́
541,Feind::N,өстөөх,душман
542,Feind::N,өстөөх,каршек тюри
543,Gewalt::N,күүһүлээһин,наругама
544,Kampf::N,охсуһуу,тюрема́
545,Bogen[Waffe]::N,ох,нал
546,Pfeil::N,ох,нал
547,Gewehr::N,саа,винто́вка
548,Fehler::N,сыыһа,эльбядькс
549,Lüge::N,сымыйа,васькафнема
550,Schaden::N,хоромньу,зия́н
551,Unglück::N,алдьархай,зия́н
552,Schuld::N,буруй,муворши
553,Alter::N,саас,эряф кизот
554,Alter::N,саас,эряфонь пинге
555,Schluss::N,тиһэх,пе
556,Zeit::N,бириэмэ,пинге
557,Tag::N,күн,ши
558,Morgen::N,сарсыарда,шобдава
559,Mittag::N,күн ортото,шикучка
560,Abend::N,киэһэ,иля́дь
561,Nacht::N,түүн,ве
562,Woche::N,нэдиэлэ,недя́ля
563,Monat::N,ый,ков
564,Jahr::N,сыл,киза
565,Jahr::N,дьыл,киза
566,Frühling::N,саас,тунда́
567,Sommer::N,сайын,киза
568,Herbst::N,күһүн,сёксе
569,Winter::N,кыһын,тяла
570,Januar::N,тохсунньу,кельмеков
571,Februar::N,олунньу,уфайков
572,März::N,кулун тутар,марайков
573,April::N,муус устар ый,шудиков
574,Mai::N,ыам ыйа,панжиков
575,Juni::N,бэс ыйа,лямбеков
576,Juli::N,от ыйа,псиков
577,August::N,атырдьах ыйа,сёроньков
578,September::N,балаҕан ыйа,тюжягов
579,Oktober::N,алтынньы,кельмазаков
580,November::N,сэтинньи,эйндамков
581,Dezember::N,ахсынньы,кучкаков
582,Montag::N,бэнидиэнньик,одговши
583,Dienstag::N,оптуорунньук,ша́вши
584,Mittwoch::N,сэрэдэ,вержи
585,Donnerstag::N,чэппиэр,шува́ланя
586,Freitag::N,бээтинсэ,пя́денця
587,Samstag::N,субуота,ёткши
588,Sonntag::N,баскыһыанньа,таргоши
589,groß::A,бөдөҥ,оцю
590,groß::A,улахан,оцю
591,klein::A,кыр,ёмла
592,lang::A,уһун,кува́ка
593,kurz::A,кылгас,нюрьхкя́ня
594,breit::A,кэтит,кели
595,schmal::A,кыараҕас,тяйня
596,dicht::A,хойуу,сиде
597,dicht::A,хойуу,туста
598,dick[Gegenstand]::A,суон,эчке
599,dick[Gegenstand]::A,хойуу,эчке
600,dünn::A,чараас,шува́ня
601,fein::A,бытархай,шува́ня
602,fein::A,синньигес,шува́ня
603,fest::A,бөҕө,кеме
604,fest::A,кытаанах,кеме
605,flach::A,хаптаҕай,лапш
606,glatt::A,кылааккай,вадяв
607,glatt::A,кылааккай,такор
608,hart::A,хатан,калгода
609,hart::A,кытаанах,калгода
610,weich::A,сымнаҕас,ляпе
611,rund::A,төгүрүк,кру́глай
612,spitz::A,сытыы,ботаз
613,spitz::A,сытыы,оржа
614,spitz::A,уһуктаах,ботаз
615,spitz::A,уһуктаах,оржа
616,scharf::A,сытыы,оржа
617,stumpf::A,сыппах,ношка
618,schwer::A,ыарахан,стака
619,schön::A,кыраһыабай,мазы
620,heiß::A,итии,пси
621,warm::A,ичигэс,лямбе
622,kalt::A,тымныы,кельме
623,kühl::A,сөрүүн,эше
624,frisch::A,ыраас,свежай
625,frisch::A,сөрүүн,свежай
626,frisch::A,тымныы,свежай
627,feucht::A,сииктээх,летьке
628,nass::A,инчэҕэй,начка
629,trocken::A,кураан,коське
630,voll::A,толору,пяшксе
631,leer::A,иччитэх,шава
632,offen::A,аһаҕас,панжада
633,offen::A,аһаҕас,виде
634,geschlossen::A,бүтэй,пякстаф
635,geschlossen::A,бүтэй,сёлгф
636,sauber::A,сэбэр,ару
637,schmutzig::A,кирдээх,рда́зу
638,schmutzig::A,кирдээх,пя́ндра
639,roh::A,сиикэй,верок
640,reif::A,буспут,ке́нерьф
641,reif::A,сиппит-хоппут,ке́нерьф
642,lecker::A,минньигэс,танцти
643,süß::A,минньигэс,ламбама
644,bitter::A,аһыы,сяпи
645,sauer::A,аһыы,шапама
646,hell::A,сырдык,валда
647,dunkel::A,хараҥа,шобда
648,schwarz::A,хара,равжа
649,weiß::A,үрүҥ,акша
650,weiß::A,маҥан,акша
651,rot::A,кыһыл,якстерь
652,gelb::A,саһархай,тюжя́
653,blau::A,күөх,сенем
654,grün::A,күөх,пиже
655,grün::A,күөх,сянгяря
656,grün::A,от күөҕэ,пиже
657,grün::A,от күөҕэ,сянгяря
658,grau::A,сиэрэй,уле
659,bunt::A,эриэн,сёрмав
660,billig::A,чэпчэки,у́цез
661,billig::A,чэпчэки,аф пи́тни
662,teuer::A,сыаналаах,пи́тни
663,wertvoll::A,сыаналаах,питни
664,blind::A,хараҕа суох,сокор
665,taub::A,дьүлэй,пярав
666,kräftig::A,модун,пяк вии
667,stark::A,күүстээх,вии
668,schwach::A,мөлтөх,лафча
669,fett::A,эмис,куя́
670,schlank::A,дьылҕан,виде ронга
671,schlank::A,дьыпсаҕай,виде ронга
672,hübsch::A,олус кэрэ,мазы
673,hübsch::A,көрүөхтэн үчүгэй,мазы
674,böse::A,өһүөннээх,кяжи
675,dumm::A,акаары,аф ёню
676,dumm::A,акаары,шава пря
677,faul::A,нэс,нола
678,fleißig::A,кыһамньылаах,ку́лхцонды
679,geizig::A,иҥсэлээх,кирьжя
680,geizig::A,иҥсэлээх,жаднай
681,klug::A,өйдөөх,ёню
682,klug::A,өйдөөх,пря́ви
683,geschickt::A,наһаа дьоҕурдаах,маштозь тиф
684,lieb::A,тапталлаах,цебярь
685,lustig::A,көрдөөх,ра́хси
686,sanft::A,намчы,сетьме
687,sanft::A,сымнаҕас,сетьме
688,hungrig::A,аччык,вача
689,hungrig::A,аччык,вачеда
690,krank::A,ыалдьар,сяряди
691,nackt::A,сыгынньах,штада
692,nackt::A,сыгынньах,кърхтапа
693,traurig::A,санаарҕабыллаах,ла́жнай
694,lebendig::A,тыыннаах,эряй
695,gut::A,үтүө,пара
696,gut::A,үтүө,цебярь
697,gut::A,үчүгэй,пара
698,gut::A,үчүгэй,цебярь
699,schlecht::A,куһаҕан,кальдяв
700,richtig::A,сөп,виде
701,schlimm::A,сидьиҥ,кальдяв
702,schlimm::A,быдьар,кальдяв
703,wahr::A,кырдьык,афкуксонь
704,alt::A,былыргы,ташта
705,neu::A,саҥа,од
706,ehemalig::A,урукку,и́нгольдень
707,alt[Lebewesen]::A,кырдьаҕас,сире
708,jung::A,эдэр,од
709,arm::A,дьадаҥы,а́шу
710,reich::A,баай,козя
711,bekannt::A,билэр,содаф
712,berühmt::A,аатырбыт,содавикс
713,fremd::A,атын,лия
714,fremd::A,атын,аф содаф
715,verschieden::A,араас,аф фкя ла́цонь
716,nah::A,чугас,мала
717,nah::A,чугас,аф ичкоздень
718,fern::A,ыраах,и́чкоздень
719,fern::A,ыраах,куна́рдонь
720,linker::A,хаҥас,кержи
721,rechter::A,уҥа,види
722,anderer::A,атын,лия
723,erster::A,маҥнайгы,васенце
724,zweiter::A,иккис,омбоце
725,dritter::A,үһүс,колмоце
726,letzter::A,тиһэх,ме́кольце
727,allein::ADV,соҕотох,ськамонза
728,auf einmal::ADV,биирдэ,вихцок
729,zusammen::ADV,холбуу,марс
730,zusammen::ADV,холбуу,ма́рса
731,lange::ADV,уһуннук,кува́тьс
732,plötzlich::ADV,эмискэ,а́пак учт
733,sofort::ADV,тута,тяникиге
734,später::ADV,хойут,ме́ле
735,jetzt::ADV,билигин,тяни
736,heute::ADV,бүгүн,тячи
737,morgen::ADV,сарсын,ва́нды
738,bald::ADV,өтөр,курок
739,dann::ADV,кэнна,меле
740,dann::ADV,кэнна,сяда меле
741,gestern::ADV,бэҕэһээ,ися́к
742,einst::ADV,биир төгүл,весть
743,einst::ADV,биир төгүл,мзя́рда-бди
744,einst::ADV,арай биирдэ,весть
745,einst::ADV,арай биирдэ,мзя́рда-бди
746,damals::ADV,оччоҕо,эста
747,danach::ADV,аары,меле
748,danach::ADV,ол кэнниттэн,меле
749,vorher::ADV,урут,инголи
750,zuerst::ADV,маҥнай,ва́сенда
