,Concept_ID,ga,mrj
1415,spülen::V,sruthlaigh,шӱӓлтӓш
1416,fegen::V,scuab,ӹштӓш
1417,kehren::V,scuab,ӹштӓш
1418,baden::V,folc,нӱштӹлӓш
1419,sich waschen::V,nigh é féin,мышкылташ
1420,ausziehen::V,bain de,кыдашаш
1421,anziehen::V,cuir ar,чиӓш
1422,sich anziehen::V,gléas é féin,чиӓш
1423,kämmen::V,cíor,шерӓш
1424,schmücken::V,maisigh,цеверемдӓш
1425,sagen::V,abair,манаш
1426,sagen::V,abair,келесӓш
1427,sprechen::V,labhair,манаш
1428,reden::V,caintigh,шайышташ
1429,sich unterhalten::V,caintigh,хытыраш
1430,sich unterhalten::V,caintigh,хытыргаш
1431,sich unterhalten::V,tá ag comhrá,хытыраш
1432,sich unterhalten::V,tá ag comhrá,хытыргаш
1433,fragen::V,fiafraigh,ядаш
1434,fragen::V,cuir ceist,ядаш
1435,bitten::V,iarr,ядаш
1436,erzählen::V,inis,келесӓш
1437,erzählen::V,eachtraigh,келесӓш
1438,mitteilen::V,aithris,попаш
1439,mitteilen::V,aithris,увертӓш
1440,mitteilen::V,aithris,увертӓрӓш
1441,mitteilen::V,cuir in iúl,попаш
1442,mitteilen::V,cuir in iúl,увертӓш
1443,mitteilen::V,cuir in iúl,увертӓрӓш
1444,nennen::V,ainmnigh,лӹмдӓш
1445,rufen::V,glaoigh,ӱжӓш
1446,prahlen::V,maígh,хайзаш
1447,prahlen::V,maígh,шаргаланаш
1448,übersetzen::V,aistrigh,вашташ
1449,denken::V,síl,машанаш
1450,denken::V,ceap,машанаш
1451,glauben::V,creid,ӹнянӓш
1452,bemerken::V,tabhair faoi deara,цаклаш
1453,erkennen::V,aithin,пӓлӓш
1454,begreifen::V,tuig,ынгылаш
1455,verstehen::V,tuig,ынгылаш
1456,lernen::V,foghlaim,тыменяш
1457,wissen::V,tá a fhios ag,пӓлӓш
1458,sich erinnern an::V,cuimhnigh ar,ышештӓрӓш
1459,sich erinnern an::V,is cuimhne ar,ышештӓрӓш
1460,vergessen::V,dearmad,монден кодаш
1461,messen::V,tomhais,висӓш
1462,zählen::V,cuntais,шотаяш
1463,rechnen::V,ríomh,шотаяш
1464,rechnen::V,áirigh,шотаяш
1465,lesen::V,léigh,лыдаш
1466,malen::V,péinteáil,рисуяш
1467,zeichnen::V,línigh,ыдырка́лаш
1468,zeichnen::V,tarraing,ыдырка́лаш
1469,schreiben::V,scríobh,вазаш
1470,besitzen::V,is le,кы́чаш
1471,kaufen::V,ceannaigh,нӓлӓш
1472,verkaufen::V,díol,выжалаш
1473,bezahlen::V,íoc as,тӱлӓш
1474,zahlen::V,íoc,тӱлӓш
1475,beherrschen::V,rialaigh,кы́чаш
1476,ertragen::V,seas,цӹтӓш
1477,ertragen::V,fulaing,цӹтӓш
1478,ertragen::V,foighnigh,цӹтӓш
1479,Ader::N,,вӹршӓр
1480,vorwärts::ADV,,анзыкы
