,Concept_ID,ga,mrj
314,Lärm::N,torann,юкланымащ
315,Laut::N,fuaim,юк
316,Ton::N,ton,юк
317,Lied::N,amhrán,мыры
318,Ruhe::N,suaimhneas,тыр
319,Leute::N,muintir,эдемвлӓ
320,Volk::N,pobal,халык
321,Arbeit::N,obair,пӓшӓ
322,Gast::N,aoi,хына
323,Geschenk::N,féirín,подарка
324,Geschenk::N,bronntanas,подарка
325,Spiel::N,cluiche,мадыш
326,Gesellschaft::N,comhluadar,йӓл
327,Gesellschaft::N,comhluadar,йӓлвлӓ
328,Hilfe::N,cúnamh,палшык
329,Hilfe::N,cabhair,палшык
330,Freund::N,cara,тӓнг
331,Kamerad::N,comrádaí,тос
332,Angelegenheit::N,ábhar,дела
333,Angelegenheit::N,ábhar,йела
334,Angelegenheit::N,ábhar,йыла
335,Angelegenheit::N,ábhar,пӓшӓ
336,Anzahl::N,líon,шот
337,Art::N,sórt,цӹре
338,Art::N,saghas,цӹре
339,Stück::N,píosa,лаштык
340,Teil::N,cuid,пай
341,Teil::N,cuid,часть
342,Teil::N,páirt,пай
343,Teil::N,páirt,часть
344,Hälfte::N,leath,пел
345,Kreis::N,ciorcal,тӹртӹш
346,Kreuz::N,cros,крестӹ
347,Linie::N,líne,
348,Strich::N,stríoc,
349,Abstand::N,achar,ло
350,Entfernung::N,fad,ло
351,Gegend::N,ceantar,вӓр
352,Platz::N,áit,вӓр
353,Platz::N,spás,вӓр
354,Ort::N,áit,вӓр
355,Seite::N,taobh,öрдӹж
356,Mitte::N,lár,ло
357,Gegenstand::N,ball,хӓдӹр
358,Gegenstand::N,ábhar,хӓдӹр
359,Sache::N,ní,хӓдӹр
360,Sache::N,rud,хӓдӹр
361,Rand::N,imeall,шöр
362,Rand::N,ciumhais,шöр
363,Kante::N,corr,шöр
364,Kante::N,colbha,шöр
365,Ecke::N,coirnéal,лык
366,Spitze::N,gob,вуй
367,Spitze::N,barr,вуй
368,Ende::N,ceann,вуй
369,Ende::N,ceann,мычаш
370,Ende::N,foirceann,вуй
371,Ende::N,foirceann,мычаш
372,Loch::N,poll,ыраж
373,Winkel::N,cúinne,лык
374,Winkel::N,uillinn,лык
375,Muster::N,patrún,тӹрлец
376,Größe::N,méid,кӱкшӹц
377,Größe::N,toise,кӱкшӹц
378,Länge::N,fad,кыт
379,Höhe::N,airde,кӱкшӹц
380,Gewicht::N,meáchan,нелӹц
381,Menge::N,méid,шот
382,Haufen::N,cnap,ара
383,Reihe::N,líne,ряд
384,Reihe::N,sraith,ряд
385,Boot::N,bád,пыш
386,Ruder::N,rámh,вешлӓ
387,Ruder::N,maide rámha,вешлӓ
388,Schlitten::N,carr sleamhnáin,тир
389,Ski::N,scí,ечӹ
390,Lagerfeuer::N,tine champa,тыл
391,Last::N,ualach,нелӹц
392,Gang::N,siúlóid,ход
393,Schritt::N,céim,ашкыл
394,Schritt::N,coiscéim,ашкыл
395,Norden::N,tuaisceart,йыдпелвел
396,Süden::N,deisceart,кечӹвӓлвел
397,Westen::N,iarthar,кечӹ шӹцмӹ
398,Osten::N,oirthear,ирвел
399,Osten::N,oirthear,кечӹ лӱлтмӹ
400,Holz::N,adhmad,пушӓнгӹ
401,Brett::N,clár,ханга
402,Platte::N,leac,плитӓ
403,Stütze::N,taca,цӓрӓк
404,Stange::N,polla,равы
405,Stange::N,polla,намаш
406,Stange::N,cuaille,равы
407,Stange::N,cuaille,намаш
408,Stock::N,bata,панды
409,Stock::N,maide,панды
410,Stab::N,maide,равы
411,Stab::N,bachall,равы
412,Rohr::N,píopa,пыч
413,Haus::N,teach,пöрт
414,Heim::N,baile,пöрт
415,Ofen::N,sornóg,камака
416,Fußboden::N,urlár,седӹрӓ
417,Tisch::N,bord,стöл
418,Tisch::N,tábla,стöл
419,Stuhl::N,cathaoir,пöкен
420,Wiege::N,cliabhán,шипкӓ
421,Bett::N,leaba,койка
422,Bett::N,leaba,кравать
423,Regal::N,seilf,полицӓ
424,Kiste::N,bosca,шӱ́ндӹк
425,Fenster::N,fuinneoig,окня
426,Tür::N,doras,амаса
427,Tor::N,geata,хапка
428,Zaun::N,fál,забор
429,Zaun::N,claí,забор
430,Dach::N,díon,левӓш
431,Leiter::N,dréimire,ташкалтыш
432,Besen::N,scuab,сало
433,Besen::N,scuab,салко
434,Spaten::N,spád,кольмы
435,Spaten::N,rámhainn,кольмы
436,Schaufel::N,sluasaid,лоток
437,Gabel::N,forc,ви́лка
438,Gabel::N,gabhlóg,ви́лка
439,Löffel::N,spúnóg,савала
440,Messer::N,scian,кӹзӹ
441,Nagel::N,tairne,пыда
442,Netz::N,líon,вӓпш
443,Netz::N,eangach,вӓпш
444,Haken::N,croch,крӱк
445,Haken::N,croch,кагак
446,Griff::N,cos,кычем
447,Griff::N,hanla,кычем
448,Schloss::N,glas,замок
449,Schloss::N,glas,сыравач
450,Bild::N,pictiúr,картин
451,Figur::N,fíor,кӓн
452,Puppe::N,bábóg,поханя
453,Beutel::N,mála,мешӓк
454,Beutel::N,mealbhóg,мешӓк
455,Bündel::N,beart,топ
456,Bündel::N,beart,пидӹш
457,Bündel::N,beart,кӹлдӹш
458,Tasche::N,mála,сумкы
459,Eimer::N,buicéad,ведӹрӓ
460,Deckel::N,clár,комдыш
461,Deckel::N,claibín,комдыш
462,Geschirr::N,soithí,ӓтӹ
463,Geschirr::N,gréithe,ӓтӹ
464,Sack::N,sac,мешӓк
465,Sack::N,mála,мешӓк
466,Tasse::N,cupán,цӓшкӓ
467,Topf::N,pota,ми́ска
468,Kessel::N,citeal,пад
469,Essen::N,béile,качкыш
470,Essen::N,béile,качкыш-йӱш
471,Nahrung::N,bia,качкыш
472,Nahrung::N,bia,качкыш-йӱш
473,Speise::N,mias,няня
474,Fleisch::N,feoil,пай
475,Getreide::N,grán,киндӹ
476,Getreide::N,arbhar,киндӹ
477,Brei::N,brúitín,шӹрӓш
478,Brot::N,arán,сыкыр
479,Scheibe::N,píosa,ламыт
480,Scheibe::N,píosa,лаштык
481,Scheibe::N,slisne,ламыт
482,Scheibe::N,slisne,лаштык
483,Fett::N,saill,кая
484,Fett::N,méathras,кая
485,Butter::N,im,ӱ
486,Öl::N,ola,ӱ
487,Salz::N,salann,санзал
488,Suppe::N,sú,лем
489,Suppe::N,anraith,лем
490,Honig::N,mil,мӱ
491,Milch::N,bainne,шӹшер
492,Tee::N,tae,чӓй
493,Leder::N,leathar,шарга
494,Leder::N,leathar,кавашты
495,Wolle::N,olann,миж
496,Stoff::N,éadach,матер
497,Stoff::N,éadach,матери
498,Nadel::N,snáthaid,им
499,Faden::N,snáth,шӹртӹ
500,Knopf::N,cnaipe,полдыш
501,Knoten::N,snaidhm,пӱкшем
502,Farbe::N,péint,чиӓ
503,Farbe::N,péint,крӓскӓ
504,Kleidung::N,éadaí,выргем
505,Hemd::N,léine,тыгыр
506,Kragen::N,bóna,шӱ
507,Ärmel::N,muinchille,шокш
508,Hose::N,bríste,ялаш
509,Hose::N,treabhsar,ялаш
510,Gürtel::N,crios,ӹштӹ
511,Mütze::N,caipín,упш
512,Schuh::N,bróg,ту́фльы
513,Stiefel::N,buatais,кем
514,Ring::N,fáinne,шӓргӓш
515,Band::N,ribín,лемтӓ
516,Kamm::N,cíor,шерге
517,Spiegel::N,scáthán,тӹгӹр
518,Riemen::N,iall,прӓжӓ
519,Riemen::N,strapa,прӓжӓ
520,Schnur::N,téad,кӓндӹра
521,Schnur::N,sreangán,кӓндӹра
522,Leine::N,iall,керем
523,Decke::N,pluid,одеял
524,Decke::N,blaincéad,одеял
525,Kissen::N,piliúr,кӹпцӹк
526,Kissen::N,adhartán,кӹпцӹк
527,Tuch::N,scaif,савыц
528,Handtuch::N,tuáille,шӹргӹсавыц
529,Handtuch::N,tuáille,шӹргӹмсавыц
530,Kraft::N,fórsa,ви
531,Stärke::N,neart,ви
532,Gesundheit::N,sláinte,шу
533,Gesundheit::N,sláinte,шулык
534,Krankheit::N,tinneas,мыж
535,Krankheit::N,breoiteacht,мыж
536,Schmerz::N,pian,карштыш
537,Wunde::N,goin,шушыр
538,Fieber::N,fiabhras,ӱштӹмыж
539,Arznei::N,cógas,лекӓрцӹ
540,Brücke::N,droichead,кӹвер
541,Brunnen::N,tobar,вӹдсӹнзӓ
542,Weide::N,féarach,ныр
543,Pfad::N,cosán,ялгорны
544,Pfad::N,conair,ялгорны
545,Weg::N,slí,корны
546,Weg::N,bealach,корны
547,Straße::N,bóthar,корны
548,Dorf::N,sráidbhaile,сола
549,Stadt::N,baile,города
550,Stadt::N,cathair,города
551,Brief::N,litir,сирмӓш
552,Buch::N,cín,книгӓ
553,Buch::N,leabhar,книгӓ
554,Buchstabe::N,litir,буква́
555,Zeitung::N,nuachtán,газет
556,Zeitung::N,nuachtán,кайзет
557,Leben::N,saol,житя
558,Leben::N,beatha,житя
559,Tod::N,bás,смöрт
560,Grab::N,uaigh,шӹгер
561,Grab::N,uaigh,мыгилӓ
562,Grab::N,uaigh,шӹгерлӓ
563,Kirche::N,eaglais,церкӹ
564,Sünde::N,peaca,сулык
565,Gott::N,dia,йымы
566,Arbeiter::N,oibrí,пӓшӓзӹ
567,Chef::N,saoiste,вуй
568,Chef::N,ceannasaí,вуй
569,Meister::N,máistir,мастар
570,Arzt::N,lia,доктор
571,Arzt::N,dochtúir,доктор
572,Lehrer::N,oide,тымдышы
573,Lehrer::N,múinteoir,тымдышы
574,Geld::N,airgead,окса
575,Geschäft::N,gnó,торге́йӹмӓш
576,Laden::N,siopa,лапка
577,Laden::N,siopa,магазин
578,Preis::N,praghas,ӓк
579,Ware::N,earra,товар
580,Nutzen::N,tairbhe,пайда
581,Reichtum::N,rachmas,перке
582,Reichtum::N,saibhreas,перке
583,Welt::N,domhan,сӓндӓлӹк
584,Welt::N,domhan,свет
585,Land::N,tír,сӓндӓлӹк
586,Staat::N,stát,кугижӓншӹ
587,König::N,rí,король
588,Macht::N,cumhacht,власть
589,Grenze::N,críoch,пӹсмӓн
590,Grenze::N,teorainn,пӹсмӓн
591,Krieg::N,cogadh,вырсы
592,Feind::N,namhaid,тышман
593,Gewalt::N,foréigean,ви
594,Kampf::N,troid,кредӓлмӓш
595,Bogen[Waffe]::N,bogha,янгеж
596,Pfeil::N,saighead,пикш
597,Gewehr::N,gunna,пичӓл
598,Fehler::N,botún,самынь
599,Fehler::N,meancóg,самынь
600,Lüge::N,bréag,шая
601,Lüge::N,éitheach,шая
602,Schaden::N,dochar,вре́дӓ
603,Schaden::N,damáiste,вре́дӓ
604,Unglück::N,drochrath,пёда
605,Unglück::N,drochrath,тымаша
606,Schuld::N,locht,вуйнамат
607,Schuld::N,milleán,вуйнамат
608,Alter::N,aois,иӓш
609,Alter::N,aois,игечӹ
610,Schluss::N,deireadh,пӹтӓртӹш
611,Zeit::N,am,веремӓ
612,Zeit::N,aimsir,веремӓ
613,Tag::N,lá,кечӹ
614,Morgen::N,maidin,ир
615,Morgen::N,maidin,ирок
616,Mittag::N,nóin,кечӹвӓл
617,Abend::N,tráthnóna,вады
618,Nacht::N,oíche,йыд
619,Woche::N,seachtain,ӓрня
620,Monat::N,mí,тӹ́лзӹ
621,Jahr::N,bliain,год
622,Frühling::N,earrach,шошым
623,Sommer::N,samhradh,кӓнгӹж
624,Herbst::N,fómhar,шӹжӹ
625,Winter::N,geimhreadh,тел
626,Winter::N,geimhreadh,телӹ
627,Januar::N,Eanáir,январ
628,Januar::N,Eanáir,январь
629,Februar::N,Feabhra,февраль
630,März::N,Márta,март
631,April::N,Aibreán,апрель
632,Mai::N,Bealtaine,май
633,Juni::N,Meitheamh,июнь
634,Juli::N,Iúil,июль
635,August::N,Lúnasa,август
636,September::N,Meán Fómhair,сентябрь
637,Oktober::N,Deireadh Fómhair,октябрь
638,November::N,Samhain,ноябрь
639,November::N,Mí na Samhna,ноябрь
640,Dezember::N,Mí na Nollag,декавыр
641,Montag::N,Luan,шачмы
642,Montag::N,Dé Luain,шачмы
643,Dienstag::N,Máirt,кышкыжмы
644,Dienstag::N,Dé Máirt,кышкыжмы
645,Mittwoch::N,Céadaoin,вӹрчегӹ
646,Mittwoch::N,Dé Céadaoin,вӹрчегӹ
647,Donnerstag::N,Déardaoin,изӓрня
648,Freitag::N,Aoine,когарня
649,Freitag::N,Dé hAoine,когарня
650,Samstag::N,Satharn,кукшыгечӹ
651,Samstag::N,Dé Sathairn,кукшыгечӹ
652,Sonntag::N,Domhnach,рушӓрня
653,Sonntag::N,Dé Domhnaigh,рушӓрня
654,groß::A,mór,кого
655,klein::A,beag,изи
656,lang::A,fada,кужы
657,kurz::A,gearr,кӹтӹк
658,kurz::A,gairid,кӹтӹк
659,breit::A,leathan,кымда
660,breit::A,fairsing,кымда
661,schmal::A,cúng,ӓнгӹсӹр
662,dicht::A,dlúth,шӹре
663,dick[Gegenstand]::A,tiubh,кӹжгӹ
664,dünn::A,caol,вӹцкӹж
665,dünn::A,tanaí,вӹцкӹж
666,fein::A,scáinte,пыльга
667,fein::A,fíneálta,пыльга
668,fest::A,daingean,цаткыды
669,flach::A,cothrom,тӓлякӓ
670,glatt::A,mín,ягылгы
671,glatt::A,sleamhain,ягылгы
672,hart::A,crua,пингӹдӹ
673,weich::A,bog,пышкыды
674,rund::A,cruinn,тӹртӹш
675,spitz::A,gobach,кашар
676,spitz::A,biorach,кашар
677,scharf::A,géar,кашар
678,scharf::A,faobhrach,кашар
679,stumpf::A,maol,нӹшкӹ
680,schwer::A,trom,нелӹ
681,schön::A,álainn,цевер
682,schön::A,álainn,олмыдшы
683,heiß::A,te,шокшы
684,warm::A,te,шокшы
685,kalt::A,fuar,ӱштӹ
686,kühl::A,fionnuar,юалгы
687,kühl::A,fionnuar,йонгата
688,frisch::A,úr,йонгата
689,frisch::A,friseáilte,йонгата
690,feucht::A,tais,ӹлӹкшӹ
691,feucht::A,tais,вӹдӹжгӹ
692,nass::A,fliuch,начкы
693,trocken::A,tirim,кукшы
694,voll::A,lán,темшӹ
695,voll::A,lán,темыман
696,leer::A,folamh,йӓрӓ
697,offen::A,oscailte,виш
698,geschlossen::A,dúnta,чӱчмӹ
699,geschlossen::A,dúnta,тӹкӹлӓлтшӹ
700,geschlossen::A,druidte,чӱчмӹ
701,geschlossen::A,druidte,тӹкӹлӓлтшӹ
702,sauber::A,glan,ире
703,schmutzig::A,salach,шоран
704,schmutzig::A,salach,лявӹрӓн
705,schmutzig::A,salach,шорангшы
706,roh::A,amh,пеле кӱшӹ
707,reif::A,aibí,кӱшӹ
708,lecker::A,blasta,тотан
709,süß::A,milis,мӱӓн
710,bitter::A,searbh,качы
711,sauer::A,géar,шапы
712,sauer::A,searbh,шапы
713,hell::A,geal,соты
714,hell::A,geal,валгыды
715,hell::A,soilseach,соты
716,hell::A,soilseach,валгыды
717,dunkel::A,dorcha,пӹц
718,dunkel::A,dorcha,пӹцкемӹш
719,schwarz::A,dubh,шим
720,weiß::A,bán,ош
721,weiß::A,bán,ошы
722,rot::A,dearg,якшаргы
723,gelb::A,buí,сар
724,gelb::A,buí,сары
725,blau::A,gorm,симсӹ
726,grün::A,glas,ыжар
727,grün::A,uaine,ыжар
728,grau::A,liath,луды
729,bunt::A,ildathach,ала
730,bunt::A,dathannach,ала
731,billig::A,saor,шулдаш
732,teuer::A,daor,шергӹ
733,teuer::A,daor,шергӓкӓн
734,teuer::A,costasach,шергӹ
735,teuer::A,costasach,шергӓкӓн
736,wertvoll::A,luachmhar,ӓкӓн
737,blind::A,dall,слöпöй
738,blind::A,dall,сльöпöй
739,blind::A,caoch,слöпöй
740,blind::A,caoch,сльöпöй
741,taub::A,bodhar,тӱтӱк
742,kräftig::A,cumhachtach,виӓн
743,stark::A,tréan,виӓн
744,stark::A,láidir,виӓн
745,schwach::A,lag,шава
746,schwach::A,lag,лӹпкӓ
747,schwach::A,lag,слабка
748,schwach::A,fann,шава
749,schwach::A,fann,лӹпкӓ
750,schwach::A,fann,слабка
751,fett::A,ramhar,таза
752,schlank::A,caol,яштака
753,schlank::A,seang,яштака
754,hübsch::A,álainn,сӹлнӹ
755,hübsch::A,álainn,олмыдшы
756,hübsch::A,dathúil,сӹлнӹ
