,Concept_ID,ba,kk
1430,vergessen::V,онотоу,ұмыту
1431,messen::V,үлсәү,өлшеу
1432,zählen::V,һанау,санау
1433,rechnen::V,һанау,санап шығару
1434,rechnen::V,һанау,санап шығу
1435,rechnen::V,һанау,санау
1436,lesen::V,уҡыу,оқу
1437,malen::V,һүрәт яһау,сурет салу
1438,malen::V,рәсем төшөрөү,сурет салу
1439,zeichnen::V,һүрәт яһау,сурет салу
1440,zeichnen::V,рәсем төшөрөү,сурет салу
1441,schreiben::V,яҙыу,жазу
1442,besitzen::V,биләү,болу
1443,kaufen::V,һатып алыу,алу
1444,kaufen::V,һатып алыу,әперу
1445,verkaufen::V,һатыу,сату
1446,bezahlen::V,түләү,төлеу
1447,bezahlen::V,түләү,ақы беру
1448,bezahlen::V,түләү,ақы төлеу
1449,zahlen::V,түләү,төлеу
1450,beherrschen::V,биләү,билеу
1451,ertragen::V,түҙеү,төзу
1452,ertragen::V,түҙеү,шыдау
