,Concept_ID,ba,kk
316,Ruhe::N,тыныслыҡ,тыныштық
317,Leute::N,кешеләр,кісілер
318,Volk::N,халҡ,халық
319,Arbeit::N,эш,еңбек
320,Gast::N,ҡунаҡ,қонақ
321,Gast::N,ҡунаҡ,мейман
322,Geschenk::N,бүләк,қадия
323,Spiel::N,уйын,ойын
324,Gesellschaft::N,йәмғиәт,қауым
325,Gesellschaft::N,йәмғиәт,жұртшылық
326,Hilfe::N,ярҙам,жэрдем
327,Freund::N,дуҫ,дос
328,Kamerad::N,иптәш,дос-жар
329,Angelegenheit::N,әш,жұмыс
330,Anzahl::N,һан,сан
331,Anzahl::N,һан,саны
332,Art::N,төр,түр
333,Stück::N,киҫәк,тілім
334,Teil::N,өлөш,үлес
335,Teil::N,өлөш,бөлшек
336,Hälfte::N,ярты,жарты
337,Kreis::N,түңәрәк,шеңбер
338,Kreuz::N,тәре,крест
339,Linie::N,һыҙыҡ,сызық
340,Strich::N,һыҙат,сызық
341,Abstand::N,ара,ара
342,Abstand::N,ара,аралық
343,Entfernung::N,алыҫлыҡ,аралық
344,Gegend::N,урын,өңір
345,Platz::N,арауыҡ,орны
346,Ort::N,ерҙәр,орын
347,Ort::N,урындар,орын
348,Ort::N,эш урыны,орын
349,Seite::N,яҡ,жақ
350,Seite::N,яҡ,бүйір
351,Mitte::N,урталыҡ,ортасы
352,Gegenstand::N,нәмә,зат
353,Gegenstand::N,нәмә,нәрсе
354,Sache::N,нәмә,бұйым
355,Sache::N,әйбер,бұйым
356,Rand::N,сит,шет
357,Rand::N,сит,шеті
358,Kante::N,ҡабырға,қыр
359,Kante::N,ҡабырға,қыры
360,Kante::N,ян,қыр
361,Kante::N,ян,қыры
362,Ecke::N,мөйөш,қыры
363,Ecke::N,мөйөш,бұрыш
364,Spitze::N,ос,ұшы
365,Ende::N,аҙаҡ,аяқ
366,Ende::N,аҙаҡ,соңы
367,Loch::N,тишек,тесік
368,Winkel::N,мөйөш,мүйіс
369,Muster::N,биҙәк,мәнер
370,Größe::N,ҙурлыҡ,ауқым
371,Größe::N,ҙурлыҡ,көлемдік
372,Länge::N,оҙонлоҡ,бой
373,Länge::N,оҙонлоҡ,ұзындық
374,Höhe::N,бейеклек,жоғарылық
375,Höhe::N,бейеклек,биіктік
376,Gewicht::N,үлсәү,салмақ
377,Menge::N,һан,мөлшер
378,Haufen::N,өйөм,үйме
379,Haufen::N,өйөм,үйінді
380,Reihe::N,рәт,сап
381,Boot::N,кәмә,қайық
382,Ruder::N,ишкәк,ескек
383,Schlitten::N,сана,шана
384,Ski::N,саңгы,шаңғы
385,Lagerfeuer::N,костер,алау
386,Last::N,ауырлыҡ,ауырлық
387,Last::N,ауырлыҡ,ауыр зат
388,Gang::N,барыу,жүріс
389,Schritt::N,аҙым,адым
390,Norden::N,төньяҡ,солтүстік
391,Norden::N,төньяҡ,терістік
392,Süden::N,көньяҡ,оңтүстік
393,Westen::N,көнбайыш,батыс
394,Osten::N,көнсығыш,күншығыс
395,Holz::N,үағас,ағаш
396,Holz::N,үағас,сүрек
397,Brett::N,таҡта,тақта
398,Platte::N,плита,тақта
399,Stütze::N,терәк,тіреу
400,Stange::N,кәртә,қада
401,Stock::N,таяҡ,сойыл
402,Stab::N,ҡолға,сырық
403,Rohr::N,торба,құбыр
404,Haus::N,өй,үй
405,Haus::N,йорт,үй
406,Heim::N,өй,үйлі
407,Heim::N,өй,шаңырақ
408,Ofen::N,мейес,ошақ
409,Ofen::N,мейес,пеш
410,Fußboden::N,енес,еден
411,Tisch::N,өҫтәл,үстел
412,Stuhl::N,ултырғыс,орындық
413,Wiege::N,бишек,бесік
414,Bett::N,карауат,кереует
415,Regal::N,кәштә,сөре
416,Kiste::N,йәшинк,жәшік
417,Fenster::N,тәҙрә,терезе
418,Tür::N,ишек,есік
419,Tor::N,ҡапҡа,дарбаза
420,Zaun::N,ҡойма,дуал
421,Dach::N,түбә,шатыр
422,Dach::N,ҡыйыҡ,шатыр
423,Leiter::N,баҫҡыс,саты
424,Leiter::N,баҫҡыс,басқыш
425,Besen::N,һепертке,сыпырғыш
426,Spaten::N,көрәк,күрек
427,Schaufel::N,көрәк,қалақ
428,Gabel::N,сәнске,аша
429,Gabel::N,сәнске,шанышқы
430,Löffel::N,ҡалаҡ,қасық
431,Messer::N,бысаҡ,пышақ
432,Nagel::N,сөй,мық
433,Nagel::N,сөй,шеге
434,Netz::N,ау,керегекөз
435,Haken::N,ыргаҡ,ілмек
436,Griff::N,тотҡа,сап
437,Griff::N,тотҡа,тұтқа
438,Schloss::N,йоҙаҡ,құлып
439,Schloss::N,йоҙаҡ,бекіткіш
440,Bild::N,картина,сурет
441,Figur::N,һын,тұлға
442,Puppe::N,ҡурсаҡ,қуыршақ
443,Beutel::N,тоҡ,қапшық
444,Bündel::N,төргәк,байлам
445,Tasche::N,сумка,дорба
446,Eimer::N,биҙрә,шелек
447,Deckel::N,ҡапҡас,жапқыш
448,Geschirr::N,һауыт-һаба,ыдыс
449,Sack::N,тоҡ,қап
450,Tasse::N,сынаяҡ,шыныаяқ
451,Topf::N,кәстрүл,кәстрөл
452,Kessel::N,ҡаҙан,қазан
453,Essen::N,ашау,ас
454,Nahrung::N,аҙыҡ,ас
455,Nahrung::N,аҙыҡ,тамақ
456,Speise::N,аш,тағам
457,Fleisch::N,ит,ет
458,Getreide::N,иген,дәнді
459,Getreide::N,ашлыҡ,дәнді
460,Brei::N,бутҡа,ботқа
461,Brot::N,икмәк,күлше
462,Scheibe::N,телем,тілім
463,Fett::N,май,май
464,Butter::N,май,май
465,Öl::N,май буяуы,май
466,Salz::N,тоҙ,тұз
467,Suppe::N,һурпа,көже
468,Honig::N,бал,бал
469,Milch::N,һөт,сүт
470,Tee::N,сәй,шай
471,Leder::N,күн,көн
472,Wolle::N,йөн,жүн
473,Stoff::N,туҡыма,мата
474,Stoff::N,туҡыма,кездеме
475,Nadel::N,энә,ине
476,Faden::N,еп,жіп
477,Knopf::N,төймә,түйме
478,Knoten::N,төйөн,түйін
479,Farbe::N,буяу,рең
480,Kleidung::N,кейем,киім
481,Hemd::N,күлдәк,жейде
482,Kragen::N,яға,жаға
483,Ärmel::N,ең,жең
484,Hose::N,салбар,шалбар
485,Gürtel::N,ҡайыш,белбеу
486,Mütze::N,бүрк,қалпақ
487,Schuh::N,туфли,кебіс
488,Stiefel::N,итек,етік
489,Ring::N,йөҙөк,жүзік
490,Ring::N,балдаҡ,жүзік
491,Band::N,таҫма,таспа
492,Kamm::N,тараҡ,тарақ
493,Spiegel::N,көзгө,айна
494,Riemen::N,ҡайыш,қайыс
495,Schnur::N,бау,жіп
496,Leine::N,бау,тізгін
497,Decke::N,одеяд,көрпе
498,Kissen::N,мендәр,жастық
499,Tuch::N,яулыҡ,орамал
500,Handtuch::N,таҫтамал,сүлгі
501,Kraft::N,көс,қуат
502,Kraft::N,көс,қарқын
503,Kraft::N,көс,әл-шама
504,Kraft::N,көс,әл-дәрмен
505,Stärke::N,көс,әл
506,Stärke::N,көс,күш
507,Gesundheit::N,һаулыҡ,денсаулык
508,Krankheit::N,сир,ауру
509,Krankheit::N,ауырыу,ауру
510,Schmerz::N,һыҙлау,ауру
511,Schmerz::N,әрнеү,ауру
512,Wunde::N,йәрәхәт,зақым
513,Wunde::N,йәрәхәт,жарақат
514,Fieber::N,тапма,безгек
515,Fieber::N,тапма,қалтырау
516,Fieber::N,тапма,қызу көтерілуі
517,Fieber::N,биҙгәк,безгек
518,Fieber::N,биҙгәк,қалтырау
519,Fieber::N,биҙгәк,қызу көтерілуі
520,Arznei::N,дарыу,дәрі
521,Arznei::N,дарыу,дәрі-дәрмек
522,Brücke::N,күпер,көпір
523,Brunnen::N,ҡоҙоҡ,құдық
524,Weide::N,көтөүлек,өріс
525,Weide::N,көтөүлек,жайылым
526,Pfad::N,һуҡмаҡ,жол
527,Weg::N,юл,жол
528,Straße::N,урам,жол
529,Dorf::N,ауыл,ауыл
530,Stadt::N,ҡала,қала
531,Stadt::N,ҡала,шаһар
532,Brief::N,хат,хат
533,Brief::N,хат,жазу
534,Buch::N,китап,кітап
535,Buch::N,кенәгә,кітап
536,Buchstabe::N,хәреф,әріп
537,Buchstabe::N,хәреф,қаріп
538,Zeitung::N,гәзит,газет
539,Leben::N,йәшәү,өмір
540,Leben::N,йәшәү,тіршілік
541,Tod::N,үлем,опат
542,Grab::N,ҡәбер,мола
543,Grab::N,ҡәбер,мазар
544,Kirche::N,сиркәү,шіркеу
545,Sünde::N,гөнаһ,күнә
546,Gott::N,алла,алла
547,Gott::N,алла,құдай
548,Gott::N,алла,тәңірі
549,Gott::N,алла,пәруардігер
550,Gott::N,алла,жаратқан тәңірі
551,Gott::N,хоҙай,алла
552,Gott::N,хоҙай,құдай
553,Gott::N,хоҙай,тәңірі
554,Gott::N,хоҙай,пәруардігер
555,Gott::N,хоҙай,жаратқан тәңірі
556,Arbeiter::N,эшсе,жүмысшы
557,Chef::N,башлыҡ,басшы
558,Chef::N,башлыҡ,жұмыс басқарушысы
559,Meister::N,оҫта,шебер
560,Meister::N,оҫта,өнерпаз
561,Arzt::N,врач,дәрігер
562,Lehrer::N,уҡытыусы,мұғалім
563,Geld::N,аҡса,пұл
564,Geschäft::N,эш,бизнес
565,Laden::N,магазин,дүкен
566,Preis::N,хаҡ,ақы
567,Preis::N,хаҡ,құны
568,Preis::N,хаҡ,нарық
569,Ware::N,тауар,тауар
570,Nutzen::N,файҙа,пайда
571,Reichtum::N,байлыҡ,бақ-дәулет
572,Welt::N,донъя,әлем
573,Welt::N,донъя,жиһан
574,Land::N,ил,аймақ
575,Staat::N,дәүләт,мемлекет
576,König::N,король,патша
577,Macht::N,власть,өкімет
578,Macht::N,власть,қожалық
579,Grenze::N,сик,шек
580,Krieg::N,һуғыш,соғыс
581,Feind::N,йылан,жау
582,Feind::N,йылан,дұшпан
583,Gewalt::N,көслөк,зорлык
584,Gewalt::N,көслөк,зорлық-зомбылык
585,Kampf::N,көрәш,күрес
586,Kampf::N,көрәш,алыспақ
587,Bogen[Waffe]::N,йәйә,саржа
588,Pfeil::N,уҡ,жебе
589,Gewehr::N,мылтыҡ,қару
590,Fehler::N,хата,әбес
591,Fehler::N,хата,қаталық
592,Lüge::N,ялған,өтірік
593,Schaden::N,зыян,зиян
594,Schaden::N,зыян,зарар
595,Schaden::N,зарар,зиян
596,Schaden::N,зарар,зарар
597,Unglück::N,ҡаза,пәле
598,Unglück::N,ҡаза,қасырет
599,Unglück::N,ҡаза,ауыртпалық
600,Schuld::N,ғәйеп,айыптылық
601,Alter::N,йәш,жас
602,Alter::N,йәш,жас шамасы
603,Schluss::N,һуң,ада
604,Schluss::N,һуң,бітуі
605,Schluss::N,аҙаҡ,ада
606,Schluss::N,аҙаҡ,бітуі
607,Zeit::N,мәл,уақыт
608,Zeit::N,заман,уақыт
609,Tag::N,көн,күн
610,Morgen::N,иртә,таң
611,Morgen::N,иртә,таңертең
612,Morgen::N,иртәнсәк,таң
613,Morgen::N,иртәнсәк,таңертең
614,Mittag::N,төш,талтүс
615,Abend::N,кис,кеш
616,Nacht::N,төн,түн
617,Woche::N,аҙна,апта
618,Monat::N,ай,ай
619,Jahr::N,йыл,жыл
620,Frühling::N,яҙ,көктем
621,Sommer::N,йәй,жаз
622,Herbst::N,көз,күз
623,Winter::N,ҡыш,қыс
624,Januar::N,ғинуар,каңтар
625,Februar::N,февраль,ақпан
626,März::N,март,наурыз
627,April::N,апрель,сәуір
628,Mai::N,май,мамыр
629,Juni::N,июнь,маусым
630,Juli::N,июль,шілде
631,August::N,август,сүмбіле
632,August::N,август,тамыз
633,September::N,сентябрь,қыркүйек
634,Oktober::N,октябрь,ақырап
635,November::N,ноябрь,қараша
636,Dezember::N,декабрь,желтоқсан
637,Montag::N,дүшәмбе,дүйсенбі
638,Dienstag::N,шишәмбе,сейсенбі
639,Mittwoch::N,шаршамбы,сәрсенбі
640,Donnerstag::N,кесаҙна,бейсенбі
641,Freitag::N,йома,жұма
642,Samstag::N,шәмбе,сенбі
643,Sonntag::N,йәкшәмбе,жексембі
644,groß::A,ҙур,алпамсадай
645,klein::A,бәләкәс,кішкене
646,klein::A,бәләкәс,қарғадай
647,lang::A,оҙон,сопақ
648,lang::A,оҙон,сорайған
649,kurz::A,ҡыҫҡа,кеспелтек
650,breit::A,киң,айдынды
651,schmal::A,тар,қысық
652,dicht::A,йыш,жиі
653,dicht::A,ҡуйы,жиі
654,dick[Gegenstand]::A,ҡалын,шомбал
655,dünn::A,йоҡа,жұқа
656,dünn::A,йоҡа,жіңішке
657,dünn::A,нәҙек,жұқа
658,dünn::A,нәҙек,жіңішке
659,fein::A,нескә,қаңылтақ
660,fest::A,ныҡ,берік
661,fest::A,ныҡ,мызғымас
662,flach::A,яҫы,жалпак
663,flach::A,ялпаҡ,жалпак
664,glatt::A,шыма,типыл
665,hart::A,ҡаты,қатты
666,weich::A,йомшаҡ,жұмсақ
667,rund::A,түңәрәк,домалақ
668,spitz::A,осло түбәле,үшкір
669,scharf::A,үткер,сүйрік
670,stumpf::A,утмәҫ,доғал
671,stumpf::A,утмәҫ,өтпейтін
672,schwer::A,ауыр,салмақты
673,schön::A,матур,сұлу
674,heiß::A,эҫе,ыссы
675,warm::A,йылы,жылы
676,kalt::A,һыуыҡ,аязды
677,kühl::A,һалҡынса,салқын
678,frisch::A,һалҡынса,таза
679,frisch::A,һалҡынса,жаңа
680,feucht::A,еүеш,нам
681,feucht::A,еүеш,дымқылды
682,feucht::A,дымлы,нам
683,feucht::A,дымлы,дымқылды
684,nass::A,еүеш,сулы
685,trocken::A,кипкән,құрғақ
686,voll::A,тулы,толы
687,leer::A,буш,бос
688,offen::A,асыҡ,ашып қойылған
689,geschlossen::A,ябыҡ,жабулы
690,sauber::A,таҙа,дақсыз
691,sauber::A,таҙа,мұнтаздай
692,schmutzig::A,бысраҡ,айғыз
693,schmutzig::A,бысраҡ,сатпақ
694,schmutzig::A,бысраҡ,сатал-сатал
695,roh::A,сей,шикі
696,reif::A,өлгөрғән,піскен
697,lecker::A,тәмле,дәмді
698,süß::A,тямле,тәтті
699,süß::A,тәм-том,тәтті
700,bitter::A,әсе,ащы
701,sauer::A,әсе,қышқыл
702,hell::A,яҡты,жарық
703,hell::A,яҡты,жарқын
704,dunkel::A,ҡараңғы,қараңғы
705,schwarz::A,ҡара,қара
706,weiß::A,аҡ,ақ
707,rot::A,матур,қызыл
708,rot::A,һылыу,қызыл
709,rot::A,сибәр,қызыл
710,gelb::A,һары,сары
711,blau::A,күк,көк
712,grün::A,йәшел,жасыл
713,grau::A,буҙ,бозамық
714,bunt::A,сыбар,алабажак
715,bunt::A,ала-ҡола,алабажак
716,billig::A,арзан,арзан
717,teuer::A,ҡыйбатлы,бағалы
718,wertvoll::A,ҡиммәтле,құнды
719,wertvoll::A,ҡиммәтле,қымбат
720,blind::A,һуҡыр,көзсіз
721,blind::A,һуҡыр,көр
722,blind::A,һуҡыр,көр_соқыр
723,taub::A,һаңғырау,керең
724,taub::A,һаңғырау,саңырау
725,kräftig::A,көслө,қуатты
726,kräftig::A,көслө,қарымды
727,kräftig::A,ҡеүәтле,қуатты
728,kräftig::A,ҡеүәтле,қарымды
729,stark::A,көслө,білекті
730,stark::A,ҡеүәтле,білекті
731,schwach::A,көсһөҙ,әлсіз
732,schwach::A,көсһөҙ,күшсіз
733,schwach::A,көсһөҙ,қайратсыз
734,fett::A,һимеҙ,семіз
735,schlank::A,зифа,ашаң
736,hübsch::A,матур,ажарлы
737,hübsch::A,матур,шырайлы
738,böse::A,асыулы,өш
739,böse::A,асыулы,сұм
740,böse::A,асыулы,жауыз
741,dumm::A,иҫәр,көкми
742,dumm::A,иҫәр,ақымақ
743,dumm::A,иҫәр,миы жоқ
744,faul::A,иренсәк,жалқау
745,faul::A,иренсәк,еріншек
