,Concept_ID,ml,ja
411,Mütze::N,തൊപ്പി,帽子
412,Schuh::N,ഷൂ,靴
413,Stiefel::N,ബൂട്ട്,ブーツ
414,Ring::N,മോതിരം,輪
415,Band::N,റിബൺ,リボン
416,Kamm::N,ചീപ്പ്,櫛
417,Spiegel::N,കണ്ണാടി,鏡
418,Riemen::N,സ്ട്രാപ്പ്,緒
419,Schnur::N,ചരട്,紐
420,Leine::N,കെട്ടാനുള്ള തോൽവാർ,綱
421,Decke::N,പുതപ്പ്,掛け布団
422,Kissen::N,തലയിണ,枕
423,Tuch::N,സ്കാർഫ്,スカーフ
424,Handtuch::N,തോർത്ത്,タオル
425,Kraft::N,ശക്തി,力
426,Stärke::N,ശക്തി,強さ
427,Gesundheit::N,ആരോഗ്യം,健康
428,Krankheit::N,അസുഖം,病気
429,Schmerz::N,വേദന,痛み
430,Wunde::N,മുറിവ്,傷
431,Fieber::N,പനി,熱
432,Arznei::N,മരുന്ന്,薬
433,Brücke::N,പാലം,橋
434,Brunnen::N,കിണർ,井戸
435,Weide::N,മേച്ചൽ,牧場
436,Pfad::N,വഴി,小路
437,Weg::N,വഴി,道
438,Straße::N,റോഡ്,街道
439,Dorf::N,ഗ്രാമം,村
440,Stadt::N,നഗരം,町
441,Stadt::N,നഗരം,都市
442,Brief::N,കത്ത്,手紙
443,Buch::N,പുസ്തകം,本
444,Buchstabe::N,അക്ഷരം,文字
445,Zeitung::N,വർത്തമാനപത്രം,新聞
446,Leben::N,ജീവൻ,生活
447,Tod::N,മരണം,死
448,Grab::N,ശവക്കുഴി,墓
449,Kirche::N,പള്ളി,教会
450,Sünde::N,പാപം,罪
451,Gott::N,ദൈവം,神
452,Arbeiter::N,ജോലിക്കാരൻ,労働者
453,Chef::N,മേധാവി,上司
454,Meister::N,യജമാനൻ,達人
455,Meister::N,യജമാനൻ,マイスター
456,Arzt::N,ഡോക്ടർ,医者
457,Lehrer::N,അധ്യാപകൻ,先生
458,Geld::N,പണം,金
459,Geschäft::N,ബിസിനസ്,取り引き
460,Laden::N,കട,店
461,Preis::N,വില,値段
462,Ware::N,ചരക്ക്,商品
463,Nutzen::N,ലാഭം,利益
464,Reichtum::N,ധനം,豊かさ
465,Welt::N,ലോകം,世界
466,Land::N,രാജ്യം,国
467,Staat::N,രാജ്യം,国家
468,König::N,രാജാവ്,国王
469,Macht::N,അധികാരം,権力
470,Grenze::N,അതിർത്തി,国境
471,Krieg::N,യുദ്ധം,戦争
472,Feind::N,ശത്രു,敵
473,Gewalt::N,അക്രമം,暴力
474,Kampf::N,പോരാട്ടം,戦い
475,Bogen[Waffe]::N,വില്ല്,弓
476,Pfeil::N,അമ്പ്,矢
477,Gewehr::N,തോക്ക്,銃
478,Fehler::N,പിശക്,間違い
479,Lüge::N,കള്ളം,嘘
480,Schaden::N,കേടുപാട്,損害
481,Unglück::N,ദൌർഭാഗ്യം,不幸
482,Schuld::N,തെറ്റ്,罪
483,Alter::N,വയസ്സ്,年
484,Alter::N,വയസ്സ്,年齢
485,Schluss::N,നിഗമനം,終わり
486,Zeit::N,സമയം,時
487,Zeit::N,സമയം,時間
488,Tag::N,ദിവസം,日
489,Morgen::N,പ്രഭാതം,朝
490,Mittag::N,ഉച്ച,昼
491,Abend::N,സായാഹ്നം,晩
492,Abend::N,സായാഹ്നം,夕方
493,Nacht::N,രാത്രി,夜
494,Woche::N,ആഴ്ച,週
495,Monat::N,മാസം,月
496,Jahr::N,വർഷം,年
497,Frühling::N,വസന്തം,春
498,Sommer::N,വേനൽ,夏
499,Herbst::N,ശരത്കാലം,秋
500,Winter::N,ശൈത്യം,冬
501,Januar::N,ജനുവരി,一月
502,Februar::N,ഫെബ്രുവരി,二月
503,März::N,മാർച്ച്,三月
504,April::N,ഏപ്രിൾ മാസം,四月
505,Mai::N,മെയ് മാസം,五月
506,Juni::N,ജൂൺ,六月
507,Juli::N,ജൂലൈ,七月
508,August::N,ആഗസ്റ്റ്,八月
509,September::N,സെപ്തംബർ,九月
510,Oktober::N,ഒക്ടോബർ,十月
511,November::N,നവംബർ,十一月
512,Dezember::N,ഡിസംബർ,十二月
513,Montag::N,തിങ്കളാഴ്ച,月曜日
514,Dienstag::N,ചൊവ്വ,火曜日
515,Mittwoch::N,ബുധനാഴ്ച,水曜日
516,Donnerstag::N,വ്യാഴാഴ്ച,木曜日
517,Freitag::N,വെള്ളിയാഴ്ച,金曜日
518,Samstag::N,ശനിയാഴ്ച,土曜日
519,Sonntag::N,ഞായറാഴ്ച,日曜日
520,groß::A,വലിയ,大きい
521,klein::A,ചെറിയ,小さい
522,lang::A,നീണ്ട,長い
523,kurz::A,ഹ്രസ്വമായ,短い
524,breit::A,വിശാലമായ,広い
525,schmal::A,ഇടുങ്ങിയ,狭い
526,dicht::A,നിബിഡമായ,密な
527,dick[Gegenstand]::A,തടിച്ച,厚い
528,dünn::A,മെലിഞ്ഞ,薄い
529,fein::A,നേർത്ത,細い
530,fest::A,ഉറപ്പുള്ള,硬い
531,flach::A,പരന്ന,平らな
532,glatt::A,മിനുസമുള്ള,滑らかな
533,hart::A,കട്ടിയുള്ള,堅い
534,weich::A,മൃദുവായ,柔らかい
535,rund::A,വട്ടത്തിലുള്ള,丸い
536,spitz::A,മുനയുള്ള,尖った
537,scharf::A,മൂർച്ചയുള്ള,鋭い
538,stumpf::A,തുറന്നടിക്കുന്ന,鈍い
539,schwer::A,ഭാരമുള്ള,重い
540,schön::A,മനോഹരമായ,綺麗な
541,heiß::A,ചൂടുള്ള,熱い
542,warm::A,ചൂടുള്ള,温かい
543,kalt::A,തണുത്ത,寒い
544,kalt::A,തണുത്ത,冷たい
545,kühl::A,തണുപ്പുള്ള,涼しい
546,frisch::A,ശുദ്ധമായ,ひんやりした
547,feucht::A,ഈറനുള്ള,湿った
548,nass::A,നനഞ്ഞ,濡れた
549,trocken::A,വരണ്ട,乾いた
550,voll::A,നിറയെ,いっぱいの
551,leer::A,ഒഴിഞ്ഞ,空の
552,offen::A,തുറന്ന,開いた
553,geschlossen::A,അടച്ച,閉まった
554,sauber::A,വൃത്തിയുള്ള,清潔な
555,schmutzig::A,അഴുക്കുനിറഞ്ഞ,汚い
556,roh::A,അസംസ്കൃതമായ,生の
557,reif::A,പഴുത്ത,熟した
558,lecker::A,രുചികരമായ,美味しい
559,süß::A,മധുരമുള്ള,甘い
560,bitter::A,കടുത്ത,苦い
561,sauer::A,പുളിപ്പുള്ള,酸っぱい
562,hell::A,ജ്വലിക്കുന്ന,明るい
563,dunkel::A,ഇരുണ്ട,暗い
564,schwarz::A,കറുത്ത,黒い
565,weiß::A,വെളുത്ത,白い
566,rot::A,ചുവന്ന,赤い
567,gelb::A,മഞ്ഞനിറമായ,黄色い
568,blau::A,നീലനിറമുള്ള,青い
569,grün::A,പച്ചനിറമുള്ള,緑の
570,grau::A,ചാരനിറത്തിലുള്ള,灰色の
571,bunt::A,വർണ്ണശബളമായ,色取り取りの
572,billig::A,വിലകുറഞ്ഞ,安い
573,teuer::A,ചെലവേറിയ,高い
574,wertvoll::A,വിലപിടിപ്പുള്ള,貴重な
575,blind::A,അന്ധനായ,盲目の
576,taub::A,കേൾവിക്കുറവുള്ള,耳が聞こえない
577,kräftig::A,ശക്തിയുള്ള,強力な
578,stark::A,ബലമുള്ള,強い
579,schwach::A,ക്ഷീണിച്ച,弱い
580,fett::A,കൊഴുപ്പുള്ള,太った
581,schlank::A,മെലിഞ്ഞ,ほっそりした
582,hübsch::A,മനോഹരമായ,素敵な
583,böse::A,പാപിയായ,悪い
584,dumm::A,വിവരംകെട്ട,馬鹿な
585,faul::A,അലസനായ,怠惰な
586,fleißig::A,അദ്ധ്വാനശീലമുള്ള,勤勉な
587,geizig::A,പിശുക്കനായ,けちな
588,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,賢い
589,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,頭のいい
590,geschickt::A,പ്രതിഭാശാലി,器用な
591,lieb::A,പ്രിയപ്പെട്ട,愛らしい
592,lustig::A,ആനന്ദകരമായ,楽しい
593,sanft::A,സൌമ്യമായ,温和な
594,hungrig::A,വിശപ്പുള്ള,空腹の
595,krank::A,അസുഖമുള്ള,病気の
596,nackt::A,നഡമായ,裸の
597,traurig::A,വിഷമമുള്ള,悲しい
598,lebendig::A,ഉപജീവനം,生きた
599,gut::A,നല്ല,良い
600,schlecht::A,മോശമായ,悪い
601,schlecht::A,മോശമായ,駄目な
602,richtig::A,ശരിയായ,正しい
603,schlimm::A,വൃത്തികെട്ട,ひどい
604,wahr::A,ശരിയായ,本当の
605,alt::A,പഴയ,古い
606,neu::A,പുതിയ,新しい
607,ehemalig::A,മുൻ,以前の
608,alt[Lebewesen]::A,വയസ്സുള്ള,年を取った
609,jung::A,കൌമാരമായ,若い
610,arm::A,പാവപ്പെട്ട,貧乏な
611,reich::A,സമ്പന്നമായ,裕福な
612,bekannt::A,പരിചിതമായ,有名な
613,berühmt::A,പ്രശസ്തനായ,有名な
614,fremd::A,വൈദേശികമായ,見知らぬ
615,verschieden::A,വ്യത്യസ്തമായ,色々な
616,nah::A,അരികത്തുള്ള,近い
617,fern::A,അകലെയുള്ള,遠い
618,linker::A,അവശേഷിച്ച,左の
619,rechter::A,വലത്തേ,右の
620,anderer::A,മറ്റുള്ള,別の
621,erster::A,ആദ്യത്തെ,一番目
622,zweiter::A,രണ്ടാം,二番目
623,dritter::A,മൂന്നാമത്,三番目
624,letzter::A,അവസാനത്തെ,最後の
625,allein::ADV,തനിച്ചുള്ള,一人で
626,auf einmal::ADV,ഉടന്,同時に
627,zusammen::ADV,ഒരുമിച്ച,一緒に
628,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,長い間
629,plötzlich::ADV,പെട്ടെന്ന്,急に
630,sofort::ADV,തത്ക്ഷണം,すぐに
631,später::ADV,പിന്നീട്,後で
632,jetzt::ADV,ഇപ്പോൾ,今
633,heute::ADV,ഇന്ന്,今日
634,morgen::ADV,നാളെ,明日
635,bald::ADV,ഉടനെ,間もなく
636,dann::ADV,അപ്പോൾ,それから
637,gestern::ADV,ഇന്നലെ,昨日
638,einst::ADV,പണ്ടൊരിക്കല്,過去に
639,damals::ADV,അപ്പോൾ,あの時
640,danach::ADV,പിന്നീട്,その後で
641,vorher::ADV,മുൻപ്,以前に
642,zuerst::ADV,ആദ്യം,まず
643,zuerst::ADV,ആദ്യം,最初に
644,einmal::ADV,ഒരിക്കൽ,一回
645,manchmal::ADV,ചിലപ്പോൾ,時々
646,oft::ADV,പലപ്പോഴും,よく
647,immer::ADV,എപ്പോഴും,いつも
648,niemals::ADV,ഒരിക്കലും,一度も...ない
649,hier::ADV,ഇവിടെ,こちら
650,hierhin::ADV,ഇവിടേക്ക്,ここへ
651,hierhin::ADV,ഇവിടേക്ക്,こちらへ
