,Concept_ID,lt,ko
59,Geruch::N,kvapas,냄새
60,Schlaf::N,miegas,수면
61,Traum::N,sapnas,쿰
62,Himmel::N,dangus,하늘
63,Sonne::N,saulė,해
64,Mond::N,mėnulis,달
65,Stern::N,žvaigždė,별
66,Luft::N,oras,동준
67,Luft::N,oras,가스채
68,Wind::N,vėjas,바람
69,Welle::N,banga,물결
70,Welle::N,vilnis,물결
71,Wasser::N,vanduo,물
72,Stein::N,akmuo,돌
73,Boden::N,žemė,바닥
74,Boden::N,dugnas,바닥
75,Erde::N,žemė,흙
76,Staub::N,dulkės,먼지
77,Rauch::N,dūmai,연기
78,Funke::N,kibirkštis,불티
79,Feuer::N,ugnis,불
80,Licht::N,šviesa,불
81,Schatten::N,paūksmė,어스레함
82,Wetter::N,oras,기상
83,Nebel::N,migla,안개
84,Nebel::N,rūkas,안개
85,Wolke::N,debesis,구름
86,Regen::N,lietus,비
87,Schnee::N,sniegas,눈
88,Eis::N,ledas,얼음
89,Frost::N,šalna,혹한
90,Kälte::N,šaltis,추위
91,Kälte::N,šaltis,차가움
92,Hitze::N,karštis,고온
93,Hitze::N,karštis,더위
94,Raureif::N,šerkšnas,
95,Regenbogen::N,vaivorykštė,무지개
96,Donner::N,perkūnas,뇌명
97,Donner::N,griaustinis,뇌명
98,Strömung::N,tėkmė,유동
99,Tropfen::N,lašas,물방울
100,Schaum::N,putos,포말
101,Schmutz::N,purvas,때
102,See::N,ežeras,호수
103,Sumpf::N,klampynė,습지
104,Sumpf::N,liūnas,습지
105,Moor::N,pelkė,저습지
106,Wiese::N,pieva,목초지
107,Wald::N,miškas,숲
108,Hügel::N,kalva,언덕
109,Anhöhe::N,kauburys,언덕
110,Berg::N,kalnas,산
111,Gipfel::N,viršūnė,졀졍
112,Höhle::N,ola,공동
113,Abhang::N,šlaitas,몰매
114,Abhang::N,nuokalnė,몰매
115,Quelle::N,versmė,근원
116,Quelle::N,šaltinis,근원
117,Bach::N,upelis,내
118,Fluss::N,upė,강
119,Ufer::N,krantas,강변
120,Ufer::N,krantas,바닷가
121,Küste::N,pajūris,해변
122,Küste::N,pajūris,해변가
123,Festland::N,sausuma,본토
124,Meer::N,jūra,바다
125,Bucht::N,įlanka,협만
126,Bucht::N,užutekis,협만
127,Insel::N,sala,섬
128,Blume::N,gėlė,꽃
129,Gras::N,žolė,풀
130,Wurzel::N,šaknis,뿌리
131,Baum::N,medis,나무
132,Stamm::N,kamienas,대
133,Rinde::N,žievė,나무껍질
134,Ast::N,šaka,가지
135,Zweig::N,šakelė,가지
136,Blatt::N,lapas,잎
137,Birke::N,beržas,자작나무
138,Kiefer[Baum]::N,pušis,소나무
139,Weide[Baum]::N,karklas,쉬양버들
140,Tanne::N,eglė,전나무
141,Tanne::N,kėnis,전나무
142,Horn::N,ragas,뿔
143,Feder::N,plunksna,깃털
144,Fell::N,kailis,피혁모피
145,Flügel::N,sparnas,날개
146,Klaue::N,kanopa,갈고리 발톺
147,Kralle::N,nagas,발툭
148,Schwanz::N,uodega,꼬리
149,Ei::N,kiaušinis,알
150,Nest::N,gūžta,보금자리
151,Nest::N,lizdas,보금자리
152,Bau::N,ola,굴
153,Tier::N,gyvūnas,짐승
154,Herde::N,banda,가축의떼
155,Herde::N,kaimenė,가축의떼
156,Kuh::N,karvė,암소
157,Bulle::N,bulius,황소
158,Pferd::N,arklys,말
159,Schaf::N,avis,양
160,Schwein::N,kiaulė,돼지
161,Hund::N,šuo,개
162,Katze::N,katė,고양이
163,Bär::N,lokys,콤
164,Eichhörnchen::N,voveraitė,다람쥐
165,Elch::N,briedis,고라니
166,Fuchs::N,lapė,여우
167,Hase::N,kiškas,토끼
168,Maus::N,pelė,쥐
169,Wolf::N,vilkas,늑대
170,Vogel::N,paukštis,새
171,Schwarm::N,spiečius,뗴
172,Huhn::N,višta,암탉
173,Hahn::N,gaidys,수탉
174,Gans::N,žąsis,거위
175,Adler::N,erelis,수리
176,Ente::N,antis,오리
177,Eule::N,pelėda,부엉이
178,Kranich::N,gervė,두루미
179,Krähe::N,varna,까마귀
180,Kuckuck::N,gegužė,뻐꾸기
181,Schwan::N,gulbė,배조
182,Fisch::N,žuvis,물고기
183,Barsch::N,ešerys,농어
184,Hecht::N,lydeka,에속스
185,Schlange[Tier]::N,gyvatė,뱀
186,Wurm::N,kirmėlė,벌레
187,Spinne::N,voras,거미
188,Ameise::N,skruzdė,개미
189,Laus::N,utėlė,이
190,Mücke::N,uodas,모기
191,Fliege::N,musė,날기
192,Schmetterling::N,drugys,나비
193,Schmetterling::N,peteliškė,나비
194,Beere::N,uoga,장과
195,Apfel::N,obuolys,사과
196,Pilz::N,grybas,고방이
197,Zwiebel::N,svogūnas,양파
198,Saat::N,sėkla,씨
199,Korn::N,grūdai,알맹이
200,Heu::N,šienas,건초
201,Schale::N,žievelė,피상
202,Grube::N,duobė,
203,Falle::N,pinklės,함정
204,Falle::N,žabangai,함정
205,Schlinge::N,kilpa,올가미
206,Schlinge::N,kilpa,멜빵붕대
207,Spur::N,vėžė,발지국
208,Spur::N,pėdos,발지국
209,Spur::N,pėdsakas,발지국
210,Asche::N,pelenai,재
211,Dreck::N,purvas,똥
212,Dreck::N,purvas,오물
213,Eisen::N,geležis,쇠
214,Eisen::N,geležis,철
215,Gold::N,auksas,항금
216,Silber::N,sidabras,은
217,Kohle::N,anglis,슻
218,Glas::N,stiklas,유리
219,Lehm::N,molis,찰흙
220,Sand::N,smėlis,모래
221,Mensch::N,žmogus,사람
222,Mann::N,vyras,남자
223,Mann::N,vyriškis,남자
224,Frau::N,moteris,여자
225,Kind::N,vaikas,아이
226,Junge::N,vaikinas,소녁
227,Junge::N,berniukas,소녁
228,Mädchen::N,mergytė,소녀
229,Mädchen::N,mergaitė,소녀
230,Familie::N,šeima,가족
231,Großvater::N,senelis,할아버지
232,Großmutter::N,senelė,할머니
233,Eltern::N,tėvai,어버오
234,Vater::N,tėvas,아버지
235,Mutter::N,motina,어머니
236,Sohn::N,sūnus,아들
237,Tochter::N,duktė,딸기
238,Bruder::N,brolis,형제
239,Schwester::N,sesuo,누이
240,Onkel::N,dėdė,백부
241,Tante::N,teta,아주머니
242,Ehemann::N,vyras,남편
243,Ehefrau::N,žmona,아내
244,Freude::N,džiaugsmas,기쁨
245,Gelächter::N,juokas,웃음
246,Glück::N,laimė,즐거움
247,Kummer::N,vargas,슬픔
248,Kummer::N,rūpestis,슬픔
249,Wunsch::N,troškimas,소망
250,Wunsch::N,pageidavimas,소망
251,Lust::N,noras,
252,Lust::N,geidulys,
253,Geist::N,dvasia,할기
254,Gedanke::N,mintis,상념
255,Gedächtnis::N,atmintis,기억
256,Verstand::N,protas,분별
257,Verstand::N,protas,지능
258,Sinn::N,prasmė,센스
259,Grund::N,priežastis,까닭
260,Wahrheit::N,tiesa,참
261,Wahrheit::N,tiesa,진실
262,Wahrheit::N,teisybė,참
263,Wahrheit::N,teisybė,진실
264,Gespräch::N,pokalbis,대화
265,Märchen::N,pasaka,동화
266,Erzählung::N,apsakymas,이야기
267,Erzählung::N,pasakojimas,이야기
268,Nachricht::N,žinia,
269,Neuigkeit::N,naujiena,뉴스
270,Name::N,vardas,이름
271,Rätsel::N,mįslė,수수께끼
272,Rede::N,kalba,연설
273,Sprache::N,kalba,말
274,Stimme::N,balsas,목소리
275,Wort::N,žodis,낱말
276,Zeichen::N,žymė,신호
277,Zeichen::N,ženklas,신호
278,Ruf::N,šauksmas,부름
279,Lärm::N,triukšmas,소동
280,Laut::N,garsas,음성
281,Ton::N,tonas,목소리
282,Ton::N,garsas,목소리
283,Lied::N,daina,노래
284,Lied::N,giesmė,노래
285,Ruhe::N,ramybė,쉼
286,Ruhe::N,ramumas,쉼
287,Leute::N,žmonės,사람들
288,Volk::N,tauta,국중
289,Arbeit::N,darbas,근로
290,Arbeit::N,darbas,너무
291,Arbeit::N,triūsas,근로
292,Arbeit::N,triūsas,너무
293,Gast::N,svečias,손님
294,Geschenk::N,dovana,행하
295,Spiel::N,žaismas,무리
296,Spiel::N,žaidimas,무리
297,Gesellschaft::N,draugija,교제
298,Gesellschaft::N,kompanija,교제
299,Hilfe::N,pagalba,거들음
300,Hilfe::N,pagalba,보좌
301,Freund::N,draugas,친구
302,Freund::N,bičiulis,친구
303,Kamerad::N,draugas,동실자
304,Angelegenheit::N,dalykas,용무
305,Angelegenheit::N,reikalas,용무
306,Anzahl::N,kiekis,어떤
307,Anzahl::N,kiekis,수
308,Anzahl::N,skaičius,어떤
309,Anzahl::N,skaičius,수
310,Art::N,rūšis,정류
311,Stück::N,gabalas,일부분
312,Teil::N,dalis,몱
313,Teil::N,dalis,구훠
314,Hälfte::N,pusė,2분의
315,Kreis::N,ratas,고리
316,Kreis::N,apskritis,고리
317,Kreis::N,apskritimas,고리
318,Kreuz::N,kryžius,열십자
319,Linie::N,linija,선
320,Strich::N,brėžis,스침
321,Strich::N,brūkšnys,스침
322,Abstand::N,atstumas,거리
323,Entfernung::N,atstumas,거리
324,Gegend::N,vietovė,곳
325,Gegend::N,vietovė,부금
326,Platz::N,vieta,장소
327,Ort::N,vieta,장소
328,Ort::N,vietovė,장소
329,Seite::N,pusė,옆면
330,Seite::N,šonas,옆면
331,Mitte::N,vidurys,궁간
332,Gegenstand::N,dalykas,항목
333,Sache::N,daiktas,뭉에
334,Rand::N,kraštas,가
335,Rand::N,pakraštys,가
336,Kante::N,kraštas,귀퉁
337,Ecke::N,kertė,구석
338,Ecke::N,kampas,구석
339,Spitze::N,priekis,끝
340,Spitze::N,priekis,참단
341,Spitze::N,priešakys,끝
342,Spitze::N,priešakys,참단
343,Ende::N,galas,말당
344,Loch::N,skylė,빙옷
345,Winkel::N,kampas,각도
346,Winkel::N,kampelis,각도
347,Muster::N,raštas,본
348,Muster::N,raštas,견복
349,Größe::N,dydis,신장
350,Größe::N,didumas,신장
351,Länge::N,ilgis,길이긺
352,Länge::N,ilgumas,길이긺
353,Höhe::N,aukštis,높이
354,Höhe::N,aukštuma,높이
355,Gewicht::N,svoris,추
356,Gewicht::N,svarstis,추
357,Menge::N,kiekis,수양
358,Menge::N,daugybė,수양
359,Haufen::N,krūva,퇴적
360,Haufen::N,šūsnis,퇴적
361,Reihe::N,greta,열
362,Boot::N,valtis,보트
363,Boot::N,laivelis,보트
364,Ruder::N,irklas,노
365,Schlitten::N,rogės,썰매
366,Schlitten::N,rogutės,썰매
367,Ski::N,slidė,스키
368,Lagerfeuer::N,laužas,캠프의 모닥불
369,Last::N,našta,무거운짐
370,Last::N,nešulys,무거운짐
371,Gang::N,eisena,걸음
372,Schritt::N,žingsnis,보조
373,Norden::N,šiaurė,북쪽 
374,Norden::N,žiemiai,북쪽 
375,Süden::N,pietūs,남쪽
376,Westen::N,vakarai,서쪽
377,Osten::N,rytai,동쪽
378,Holz::N,mediena,목재
379,Brett::N,lenta,마루널
380,Platte::N,plokštė,탤
381,Platte::N,plokštė,금속판
382,Stütze::N,atrama,버팀목
383,Stütze::N,atspara,버팀목
384,Stange::N,lazda,장대
385,Stange::N,kartis,장대
386,Stock::N,lazda,막대기
387,Stab::N,kartis,작대기
388,Rohr::N,vamzdis,갈대
389,Haus::N,namas,집
390,Heim::N,namai,집
391,Ofen::N,krosnis,아궁이
392,Fußboden::N,grindys,마루
393,Tisch::N,stalas,탁자
394,Stuhl::N,kėdė,의자
395,Wiege::N,lopšys,발상지
396,Bett::N,lova,침대
397,Bett::N,patalai,침대
398,Regal::N,lentyna,서가
399,Kiste::N,dėžė,짐궤
400,Fenster::N,langas,눔
401,Tür::N,durys,문
402,Tor::N,vartai,대문
403,Zaun::N,tvora,담장
404,Dach::N,stogas,지붕
405,Leiter::N,kopėčios,사닥다리
406,Besen::N,šluota,비
407,Spaten::N,lopeta,가래
408,Spaten::N,kastuvas,가래
409,Schaufel::N,semtuvas,삽
410,Gabel::N,šakutė,갈래
411,Löffel::N,šaukštas,숟가락
412,Messer::N,peilis,나이프
413,Nagel::N,vinis,발툽
414,Netz::N,tinklas,그물
415,Haken::N,vagis,갈고리
416,Haken::N,kablys,갈고리
417,Griff::N,kotas,움켜쥠
418,Griff::N,rankena,움켜쥠
419,Schloss::N,spyna,자물쇠
420,Schloss::N,užraktas,자물쇠
421,Bild::N,paveikslas,그림
422,Figur::N,figūra,몸메
423,Puppe::N,lėlė,인형
424,Beutel::N,krepšys,클
425,Beutel::N,maišelis,클
426,Bündel::N,ryšulys,자근다발
427,Tasche::N,krepšelis,가방
428,Eimer::N,kibiras,동이
429,Deckel::N,dangtis,뚜껑
430,Geschirr::N,indai,식시
431,Sack::N,maišas,조갑
432,Tasse::N,puodukas,차잔
433,Topf::N,puodas,단지
434,Kessel::N,katilas,주전자
435,Essen::N,valgis,먹기
436,Nahrung::N,penas,식료
437,Nahrung::N,maistas,식료
438,Speise::N,patiekalas,음식물
439,Fleisch::N,mėsa,고기
440,Getreide::N,javai,곡물
441,Brei::N,košė,젤리
442,Brot::N,duona,빵
443,Scheibe::N,riekė,원반
444,Fett::N,taukai,기름
445,Fett::N,riebalai,기름
446,Butter::N,sviestas,버터
447,Öl::N,aliejus,올리브유
448,Salz::N,druska,소금
449,Suppe::N,sriuba,국
450,Suppe::N,sriuba,수프
451,Honig::N,medus,감미
452,Milch::N,pienas,유즙
453,Tee::N,arbata,차
454,Leder::N,oda,가죽
455,Wolle::N,vilna,양털
456,Stoff::N,audeklas,패료
457,Nadel::N,adata,바늘
458,Faden::N,gija,콘실
459,Faden::N,siūlas,콘실
460,Knopf::N,saga,단추
461,Knoten::N,mazgas,곁절
462,Farbe::N,dažai,색
463,Kleidung::N,rūbai,옷입기
464,Kleidung::N,drabužiai,옷입기
465,Hemd::N,marškiniai,속옷
466,Kragen::N,apykaklė,깃
467,Ärmel::N,rankovė,소매
468,Hose::N,kelnės,바지
469,Gürtel::N,juosta,밴드
470,Gürtel::N,diržas,밴드
471,Mütze::N,kepurė,모자
472,Schuh::N,batas,구두
473,Stiefel::N,auliniai batai,장화
474,Ring::N,žiedas,고리
475,Band::N,kaspinas,리본
476,Kamm::N,šukos,빗
477,Spiegel::N,veidrodis,거울
478,Riemen::N,diržas,가죽끈
479,Schnur::N,virvė,밧줄
480,Leine::N,pavadėlis,고삐줄
481,Decke::N,antklodė,이부자리
482,Kissen::N,pagalvė,깔개
483,Kissen::N,priegalvis,깔개
484,Tuch::N,skarelė,천
485,Handtuch::N,rankšluostis,수건
486,Kraft::N,jėga,세력
487,Stärke::N,stiprumas,힘
488,Gesundheit::N,sveikata,위생
489,Krankheit::N,liga,병
490,Schmerz::N,skausmas,아픔고통
491,Wunde::N,žaizda,상처
492,Fieber::N,karštis,열별
493,Arznei::N,vaistas,약
494,Brücke::N,tiltas,교량
495,Brunnen::N,šulinys,원천
496,Weide::N,ganykla,목장
497,Weide::N,gluosnis,목장
498,Pfad::N,takas,좁은길
499,Weg::N,kelias,길
500,Straße::N,gatvė,길
501,Dorf::N,kaimas,촌
502,Dorf::N,kaimas,촌락
503,Dorf::N,sodžius,촌
504,Dorf::N,sodžius,촌락
505,Stadt::N,miestas,도시
506,Brief::N,laiškas,서한
507,Buch::N,knyga,책
508,Buchstabe::N,raidė,문자
509,Zeitung::N,laikraštis,신문
510,Leben::N,gyvybė,삶
511,Leben::N,gyvenimas,삶
512,Tod::N,mirtis,죽음
513,Grab::N,kapas,무덤
514,Kirche::N,bažnyčia,교회
515,Sünde::N,nuodėmė,부정
516,Sünde::N,nusidėjimas,부정
517,Gott::N,dievas,하느님
518,Arbeiter::N,darbininkas,일하는사람
519,Chef::N,šefas,사장
520,Chef::N,vadovas,사장
521,Chef::N,viršininkas,사장
522,Meister::N,meistras,명인
523,Meister::N,meistras,대가
524,Arzt::N,gydytojas,의사
525,Lehrer::N,mokytojas,교사
526,Geld::N,pinigai,돈
527,Geschäft::N,biznis,일
528,Laden::N,krautuvė,가게
529,Laden::N,parduotuvė,가게
530,Preis::N,kaina,가격
531,Ware::N,prekė,상품
532,Nutzen::N,nauda,이익
533,Nutzen::N,pelnas,이익
534,Reichtum::N,turtas,많음
535,Welt::N,pasaulis,세상
536,Land::N,žemė,지방
537,Land::N,šalis,지방
538,Staat::N,valstija,국가
539,König::N,karalius,국왕
540,Macht::N,galia,힘
541,Macht::N,valdžia,힘
542,Grenze::N,riba,국경
543,Grenze::N,siena,국경
544,Krieg::N,karas,전쟁
545,Feind::N,priešas,적
546,Gewalt::N,jėga,권력
547,Gewalt::N,smurtas,권력
548,Gewalt::N,prievarta,권력
549,Kampf::N,kova,전투
550,Bogen[Waffe]::N,lankas,활
551,Pfeil::N,strėlė,화살
552,Gewehr::N,šautuvas,무기
553,Fehler::N,klaida,오류
554,Lüge::N,melas,거짓말
555,Schaden::N,nuostolis,손상
556,Schaden::N,apgadinimas,손상
557,Unglück::N,nelaimė,불행
558,Schuld::N,kaltė,부채
559,Alter::N,amžius,연령
560,Schluss::N,pabaiga,마감
561,Zeit::N,laikas,때
562,Zeit::N,laikas,시간
563,Tag::N,diena,하루
564,Morgen::N,rytas,이침
565,Mittag::N,vidurdienis,대낮
566,Abend::N,vakaras,저녁
567,Nacht::N,naktis,밤
568,Woche::N,savaitė,근무일
569,Monat::N,mėnuo,달
570,Jahr::N,metai,해
571,Frühling::N,pavasaris,봄
572,Sommer::N,vasara,여름
573,Herbst::N,ruduo,가을
574,Winter::N,žiema,겨울
575,Januar::N,sausis,일월
576,Februar::N,vasaris,이월
577,März::N,kovas,삼월
578,April::N,balandis,사월
579,Mai::N,gegužė,오월
580,Juni::N,birželis,유월
581,Juli::N,liepa,칠월
582,August::N,rugpjūtis,팔월
583,September::N,rugsėjis,구월
584,Oktober::N,spalis,시월
585,November::N,lapkritis,십일월
586,Dezember::N,gruodis,십이월
587,Montag::N,pirmadienis,월요일
588,Dienstag::N,antradienis,화요일
589,Mittwoch::N,trečiadienis,수요일
590,Donnerstag::N,ketvirtadienis,모교일
591,Freitag::N,penktadienis,그묘일
592,Samstag::N,šeštadienis,토요일
593,Sonntag::N,sekmadienis,일요일
594,groß::A,didis,큰
595,groß::A,didelis,큰
596,klein::A,mažas,자근
597,lang::A,ilgas,긴
598,kurz::A,trumpas,짧은
599,breit::A,platus,넓은
600,schmal::A,smulkus,좁은
601,dicht::A,tankus,농밀한
602,dick[Gegenstand]::A,storas,두꺼운
603,dünn::A,plonas,얇은
604,fein::A,smulkus,미세한
605,fest::A,kietas,굳은
606,fest::A,tvirtas,굳은
607,flach::A,lėkštas,얕은
608,flach::A,plokščias,얕은
609,glatt::A,slidus,반들반들한
610,hart::A,kietas,굳은
611,weich::A,minkštas,연한
612,rund::A,apvalus,둥근
613,rund::A,apskritas,둥근
614,spitz::A,aštrus,뾰족한
615,spitz::A,smailus,뾰족한
616,scharf::A,aštrus,날카로운
617,stumpf::A,bukas,무딘
618,stumpf::A,atšipęs,무딘
619,schwer::A,sunkus,무거운
620,schön::A,gražus,멋진
621,heiß::A,karštas,뜨거운
622,warm::A,šiltas,따뜻한
623,kalt::A,šaltas,찬
624,kühl::A,vėsus,서늘한
625,kühl::A,bejausmis,서늘한
626,frisch::A,šviežias,신선한
627,feucht::A,drėgnas,축축한
628,nass::A,šlapias,젖은
629,trocken::A,sausas,마른
630,voll::A,pilnas,완전한
631,leer::A,tuščias,빈
632,offen::A,atviras,열린
633,geschlossen::A,uždaras,닫힌
634,geschlossen::A,uždarytas,닫힌
635,sauber::A,švarus,깨끗한
636,schmutzig::A,nešvarus,더러운
637,schmutzig::A,purvinas,더러운
638,roh::A,žalias,날게잇의
639,reif::A,prinokęs,이근
640,reif::A,pribrendęs,이근
641,lecker::A,gardus,맛있는
642,süß::A,saldus,단
643,bitter::A,kartus,찌르는듯한
644,sauer::A,gižus,산성의
645,sauer::A,rūgštus,산성의
646,hell::A,šviesus,밝은
647,hell::A,skaistus,밝은
648,dunkel::A,tamsus,어두운
649,schwarz::A,juodas,검은
650,weiß::A,baltas,하얀
651,rot::A,raudonas,붉은
652,gelb::A,geltonas,황색
653,blau::A,mėlynas,푸른
654,grün::A,žalias,녹색의
655,grau::A,pilkas,회색의
656,bunt::A,margas,알록달록한
657,bunt::A,spalvotas,알록달록한
658,billig::A,pigus,싼
659,teuer::A,brangus,값비산
660,wertvoll::A,vertingas,가치가많은
661,blind::A,aklas,눈먼
662,taub::A,kurčias,무감간한
663,kräftig::A,stiprus,강장한
664,stark::A,stiprus,강한
665,schwach::A,silpnas,약한
666,fett::A,riebus,실찐
667,schlank::A,laibas,호리호리한
668,schlank::A,lieknas,호리호리한
669,hübsch::A,gražus,예쁜
670,böse::A,blogas,나쁜
671,dumm::A,paikas,어리석은
672,dumm::A,kvailas,어리석은
673,faul::A,tingus,너덜너덜한
674,fleißig::A,stropus,근면한
675,fleißig::A,kruopštus,근면한
676,geizig::A,šykštus,인색한
677,klug::A,sumanus,
678,klug::A,protingas,
679,geschickt::A,apsukrus,교묘한
680,lieb::A,mielas,친애하는
681,lustig::A,smagus,유쾌한
682,lustig::A,linksmas,유쾌한
683,sanft::A,švelnus,온화한
684,sanft::A,minkštas,온화한
685,hungrig::A,alkanas,배고픈
686,krank::A,ligotas,병든
687,krank::A,sergantis,병든
688,nackt::A,nuogas,벌거벗은
689,traurig::A,liūdnas,슬픈
690,lebendig::A,gyvas,살아있는
691,gut::A,geras,좋은
692,schlecht::A,blogas,나쁜
693,schlecht::A,prastas,나쁜
694,richtig::A,tikras,바른
695,richtig::A,teisingas,바른
696,schlimm::A,blogas,못된
697,schlimm::A,prastas,못된
698,wahr::A,tikras,참된
699,alt::A,senas,늙은
700,neu::A,naujas,새
701,ehemalig::A,buvęs,전의
702,alt[Lebewesen]::A,pagyvenęs,낡은
703,jung::A,jaunas,젊은
704,arm::A,neturtingas,가난한
705,reich::A,turtingas,풍부한
706,bekannt::A,žinomas,저명한
707,bekannt::A,pažįstamas,저명한
708,berühmt::A,žymus,유명한
709,berühmt::A,garsus,유명한
710,fremd::A,svetimas,타처이
711,verschieden::A,įvairus,따른
712,nah::A,artimas,가까운
713,fern::A,tolimas,먼
714,linker::A,kairys,왼쭉의
715,rechter::A,dešinys,오른쪽의
716,anderer::A,kitas,다른
717,erster::A,pirmas,첫째
718,zweiter::A,antras,둘째
719,dritter::A,trečias,셋째
720,letzter::A,paskutinis,의후자의
721,allein::ADV,vienas,훌로
722,auf einmal::ADV,iš karto,갑자기
723,zusammen::ADV,kartu,모아서
724,zusammen::ADV,drauge,모아서
725,lange::ADV,ilgai,오래
726,plötzlich::ADV,staiga,둘연한
727,sofort::ADV,tuojau,즉시
728,später::ADV,vėliau,보다늦은
729,später::ADV,paskiau,보다늦은
730,jetzt::ADV,dabãr,목하
731,heute::ADV,šiandien,오늘
732,morgen::ADV,rytoj,내일
733,bald::ADV,greitai,곱
734,bald::ADV,netrukus,곱
735,dann::ADV,po to,그경우에
736,gestern::ADV,vakar,어제
737,einst::ADV,kadaise,옛날에
738,einst::ADV,kitą kartą,옛날에
739,damals::ADV,anuomet,그때에
740,damals::ADV,anuokart,그때에
741,danach::ADV,po to,그 뒤에
742,danach::ADV,paskui,그 뒤에
743,vorher::ADV,anksčiau,미리
744,zuerst::ADV,pirma,최초로
745,zuerst::ADV,iš pradžių̃,최초로
746,einmal::ADV,kartą,한번
747,einmal::ADV,vieną kartą,한번
748,manchmal::ADV,kai kada,땓대로
749,oft::ADV,dažnai,땓대로
750,immer::ADV,visada,늘
751,immer::ADV,visuomet,늘
752,niemals::ADV,niekada,결코...(하지)않다
753,niemals::ADV,niekuomet,결코...(하지)않다
754,hier::ADV,čia,여기
755,hierhin::ADV,šen,여기로
756,hierhin::ADV,čionai,여기로
757,von hier::ADV,iš čia,
758,dort::ADV,ten,거기
759,dort::ADV,tenai,거기
760,dorthin::ADV,ten,저기예
761,dorthin::ADV,ten link,저기예
762,geradeaus::ADV,tiesiai,곧장
763,vorwärts::ADV,pirmyn,앞으로
764,rückwärts::ADV,atbulai,뒤로
765,zurück::ADV,atgal,제자리로
766,unten::ADV,žemai,아래에
767,unten::ADV,apačioje,아래에
768,hinab::ADV,žemyn,아래쪽으로
769,oben::ADV,viršuj,위에
770,hinauf::ADV,aukštyn,위쪽으로
771,hinauf::ADV,į viršų,위쪽으로
772,überall::ADV,visur,도처에
773,nicht::ADV,ne,안
774,ein wenig::ADV,truputį,적음
775,kaum::ADV,vos,가의
776,sehr::ADV,labai,자주
777,sehr::ADV,baisiai,자주
778,so::ADV,taip,그와같이
779,noch::ADV,dar,아직
780,nur::ADV,tik,다만
781,nur::ADV,vien,다만
782,schon::ADV,jau,이미
783,wieder::ADV,vėl,다시
784,wieder::ADV,iš naujo,다시
785,vergebens::ADV,veltui,헛되이
786,vergebens::ADV,bergždžiai,헛되이
787,vor::PRP,prieš,앞에
788,hinter::PRP,už,뒤에
789,unter::PRP,po,잍에
790,durch::PRP,pro,통고하여
791,durch::PRP,per,통고하여
792,neben::PRP,prie,와나란히
793,neben::PRP,šalia,와나란히
794,zwischen::PRP,tarp,의사이로
795,wegen::PRP,dėl,때문에
796,wegen::PRP,dėlei,때문에
797,dies::PRN,šis,이
798,dies::PRN,šitas,이
799,das::PRN,tat,저
800,alles::PRN,visas,모든것
801,ich::PRN,aš,나
802,du::PRN,tu,너
803,er::PRN,jis,그
804,wir::PRN,mes,우리
805,ihr::PRN,jūs,너희들
806,sie::PRN,ji,그들
807,sie::PRN,jos,그들
808,was::FPRN,kas,뭣
809,wer::FPRN,kas,누구
810,wo::FADV,kur,어디
811,wohin::FADV,kur,어디로
812,wohin::FADV,kur link,어디로
813,wie::FADV,kaip,어떻게
814,warum::FADV,kod̃ėl,왜
815,warum::FADV,dėl ko,왜
