,Concept_ID,el,zh
76,Boden::N,χώμα,地面
77,Erde::N,γη,地
78,Staub::N,σκόνη,灰尘
79,Rauch::N,καπνός,烟
80,Funke::N,σπίθα,火花
81,Funke::N,σπινθήρας,火花
82,Feuer::N,φωτιά,火
83,Licht::N,φως,光
84,Schatten::N,σκιά,影子
85,Schatten::N,ίσκιος,影子
86,Wetter::N,καιρός,天气
87,Nebel::N,ομίχλη,雾
88,Wolke::N,σύννεφο,云
89,Regen::N,βροχή,雨
90,Schnee::N,χιόνι,雪
91,Eis::N,πάγος,冰
92,Frost::N,παγωνία,霜冻
93,Kälte::N,κρύο,寒冷
94,Kälte::N,ψύχος,寒冷
95,Hitze::N,ζέστη,炎热
96,Raureif::N,πάχνη,霜
97,Regenbogen::N,ουράνιο τόξο,虹
98,Donner::N,βροντή,雷
99,Strömung::N,ρεύμα,水流
100,Tropfen::N,στάλα,滴
101,Schaum::N,αφρός,泡沫
102,Schmutz::N,βρωμιά,赃物
103,See::N,λίμνη,湖
104,Sumpf::N,βάλτος,沼泽
105,Moor::N,έλος,沼泽
106,Wiese::N,λιβάδι,草地
107,Wald::N,δάσος,森林
108,Hügel::N,λόφος,丘陵
109,Anhöhe::N,ύψωμα,山丘
110,Berg::N,όρος,山
111,Berg::N,βουνό,山
112,Gipfel::N,κορυφή,峰
113,Höhle::N,σπηλιά,洞穴
114,Abhang::N,πλαγιά,斜坡
115,Quelle::N,πηγή,泉
116,Quelle::N,βρύση,泉
117,Bach::N,ρυάκι,溪
118,Fluss::N,ποτάμι,河流
119,Fluss::N,ποταμός,河流
120,Ufer::N,όχθη,岸
121,Küste::N,ακτή,海岸
122,Küste::N,ακρογιαλιά,海岸
123,Festland::N,στεριά,大陆
124,Meer::N,θάλασσα,海
125,Bucht::N,κόλπος,海湾
126,Insel::N,νησί,岛
127,Insel::N,νήσος,岛
128,Blume::N,άνθος,花
129,Blume::N,λουλούδι,花
130,Gras::N,χόρτο,草
131,Gras::N,χορτάρι,草
132,Wurzel::N,ρίζα,根
133,Baum::N,δέντρο,树
134,Stamm::N,κορμός,树干
135,Rinde::N,φλούδα,树皮
136,Ast::N,κλαδί,树枝
137,Zweig::N,κλαδί,树枝
138,Zweig::N,κλάδος,树枝
139,Blatt::N,φύλλο,叶子
140,Birke::N,σημύδα,桦木
141,Kiefer[Baum]::N,πεύκο,松树
142,Weide[Baum]::N,ιτιά,柳树
143,Tanne::N,έλατο,冷杉
144,Horn::N,κέρας,角
145,Horn::N,κέρατο,角
146,Feder::N,φτερό,羽毛
147,Fell::N,δέρμα,皮毛
148,Fell::N,τομάρι,皮毛
149,Flügel::N,πτερύγιο,翅膀
150,Klaue::N,κουλό,爪子
151,Kralle::N,νύχι,爪子
152,Schwanz::N,ουρά,尾巴
153,Ei::N,αβγό,蛋
154,Nest::N,φωλιά,巢
155,Bau::N,φωλιά,穴
156,Tier::N,ζώο,动物
157,Herde::N,κοπάδι,群
158,Kuh::N,αγελάδα,母牛
159,Bulle::N,ταύρος,公牛
160,Pferd::N,άλογο,马
161,Schaf::N,πρόβατο,羊
162,Schwein::N,γουρούνι,猪
163,Hund::N,σκυλί,狗
164,Hund::N,σκύλος,狗
165,Katze::N,γάτα,猫
166,Bär::N,άρκτος,熊
167,Bär::N,αρκούδα,熊
168,Eichhörnchen::N,βερβερίτσα,松鼠
169,Elch::N,άλκη,麋鹿
170,Fuchs::N,αλεπού,狐狸
171,Hase::N,λαγός,兔子
172,Maus::N,ποντικός,老鼠
173,Wolf::N,λύκος,狼
174,Vogel::N,πουλί,鸟
175,Schwarm::N,σμήνος,群
176,Huhn::N,κότα,鸡
177,Huhn::N,όρνιθα,鸡
178,Hahn::N,πετεινός,公鸡
179,Gans::N,χήνα,鹅
180,Adler::N,αετός,鹰
181,Ente::N,πάπια,鸭
182,Eule::N,κουκουβάγια,猫头鹰
183,Kranich::N,γερανός,鹤
184,Krähe::N,καρακάξα,乌鸦
185,Kuckuck::N,κούκος,布谷鸟
186,Schwan::N,κύκνος,天鹅
187,Fisch::N,ψάρι,鱼
188,Barsch::N,πέρκα,鲈鱼
189,Hecht::N,λούτσος,狗鱼
190,Schlange[Tier]::N,φίδι,蛇
191,Wurm::N,σκουλήκι,蠕虫
192,Spinne::N,αράχνη,蜘蛛
193,Ameise::N,μυρμήγκι,蚂蚁
194,Laus::N,ψείρα,虱子
195,Mücke::N,κουνούπι,蚊子
196,Fliege::N,μύγα,苍蝇
197,Schmetterling::N,πεταλούδα,蝴蝶
198,Beere::N,ρόγα,将果
199,Apfel::N,μήλο,苹果
200,Pilz::N,μανιτάρι,蘑菇
201,Zwiebel::N,κρεμμύδι,洋葱
202,Saat::N,σπόρος,种子
203,Korn::N,σπυρί,谷粒
204,Heu::N,σανός,干草
205,Schale::N,τσόφλι,壳
206,Grube::N,λάκκος,坑
207,Falle::N,παγίδα,圈套
208,Schlinge::N,θηλειά,活扣
209,Spur::N,ίχνος,踪迹
210,Asche::N,στάχτη,灰烬
211,Dreck::N,βρωμιά,污垢
212,Eisen::N,σίδερο,铁
213,Gold::N,μάλαμα,金子
214,Gold::N,χρυσάφι,金子
215,Silber::N,ασήμι,银
216,Silber::N,άργυρος,银
217,Kohle::N,κάρβουνο,煤
218,Glas::N,γυαλί,玻璃
219,Lehm::N,πηλός,粘土
220,Sand::N,άμμος,沙
221,Mensch::N,άνθρωπος,人
222,Mann::N,άνδρας,男子
223,Frau::N,γυναίκα,妇女
224,Kind::N,παιδί,小孩
225,Junge::N,αγόρι,男孩
226,Mädchen::N,κοπέλα,女孩
227,Mädchen::N,κορίτσι,女孩
228,Familie::N,οικογένεια,家庭
229,Großvater::N,παππούς,祖父
230,Großmutter::N,γιαγιά,祖母
231,Eltern::N,γονείς,父母
232,Vater::N,πατέρας,父亲
233,Mutter::N,μητέρα,母亲
234,Sohn::N,γιος,儿子
235,Tochter::N,κόρη,女儿
236,Bruder::N,αδελφός,兄弟
237,Schwester::N,αδελφή,姐妹
238,Onkel::N,θείος,伯父
239,Tante::N,θεία,阿姨
240,Ehemann::N,σύζυγος,丈夫
241,Ehefrau::N,σύζυγος,妻子
242,Freude::N,χαρά,愉快
243,Gelächter::N,γέλια,大笑
244,Glück::N,ευτυχία,运气
245,Kummer::N,έγνοια,苦恼
246,Wunsch::N,επιθυμία,愿望
247,Lust::N,όρεξη,乐趣
248,Geist::N,πνέυμα,精神
249,Gedanke::N,σκέψη,思想
250,Gedächtnis::N,μνήμη,记性
251,Verstand::N,νους,理智
252,Sinn::N,νόημα,感觉
253,Grund::N,λόγος,理由
254,Wahrheit::N,αλήθεια,真理
255,Gespräch::N,συνομιλία,谈话
256,Märchen::N,παραμύθι,童话
257,Erzählung::N,διήγημα,故事
258,Nachricht::N,είδηση,消息
259,Neuigkeit::N,νέο,新闻
260,Name::N,όνομα,名字
261,Rätsel::N,αίνιγμα,谜语
262,Rede::N,λόγος,讲话
263,Rede::N,ομιλία,讲话
264,Sprache::N,γλώσσα,语言
265,Stimme::N,φωνή,声音
266,Wort::N,λέξη,词
267,Zeichen::N,σημείο,标记
268,Ruf::N,κραυγή,呼喊
269,Lärm::N,θόρυβος,噪音
270,Laut::N,ήχος,响声
271,Ton::N,ήχος,声音
272,Ton::N,τόνος,声音
273,Lied::N,τραγούδι,歌曲
274,Ruhe::N,ησυχία,安静
275,Leute::N,κόσμος,人们
276,Leute::N,άνθρωποι,人们
277,Volk::N,λαός,人民
278,Arbeit::N,εργασία,劳动
279,Gast::N,επισκέπτης,客人
280,Geschenk::N,δώρο,礼物
281,Spiel::N,παιχνίδι,游戏
282,Gesellschaft::N,κοινωνία,陪同
283,Hilfe::N,βοήθεια,帮助
284,Freund::N,φίλος,朋友
285,Kamerad::N,σύντροφος,同志
286,Angelegenheit::N,υπόθεση,事情
287,Anzahl::N,αριθμός,数目
288,Art::N,είδος,种类
289,Stück::N,κομμάτι,块
290,Teil::N,μέρος,部分
291,Hälfte::N,μισό,一半
292,Kreis::N,κύκλος,圆
293,Kreuz::N,σταυρός,十字架
294,Linie::N,γραμμή,线条
295,Strich::N,γραμμή,划
296,Abstand::N,απόσταση,距离
297,Entfernung::N,απόσταση,距离
298,Gegend::N,περιοχή,地区
299,Gegend::N,τοποθεσία,地区
300,Platz::N,χώρος,场所
301,Ort::N,τόπος,地点
302,Seite::N,πλευρά,面
303,Mitte::N,μέση,中间
304,Gegenstand::N,αντικείμενο,物品
305,Sache::N,πράγμα,物
306,Rand::N,άκρη,边
307,Rand::N,χείλος,边
308,Kante::N,άκρη,棱
309,Ecke::N,γωνιά,角
310,Spitze::N,μύτη,尖
311,Ende::N,άκρη,结尾
312,Loch::N,τρύπα,洞
313,Winkel::N,γωνία,角度
314,Muster::N,σχέδιο,模型
315,Größe::N,μέγεθος,大小
316,Länge::N,μήκος,长度
317,Höhe::N,ύψος,高度
318,Gewicht::N,βάρος,重量
319,Menge::N,ποσότητα,数量
320,Haufen::N,σωρός,堆
321,Reihe::N,αράδα,行
322,Boot::N,βάρκα,小船
323,Ruder::N,κουπί,奖
324,Schlitten::N,έλκηθρο,雪橇
325,Ski::N,σκι,雪板
326,Lagerfeuer::N,φωτιά,营火
327,Last::N,φορτίο,负担
328,Gang::N,δρόμος,行走
329,Schritt::N,βήμα,步伐
330,Norden::N,βορράς,北
331,Süden::N,νότος,南
332,Westen::N,δύση,西
333,Osten::N,ανατολή,东
334,Holz::N,ξύλο,木材
335,Brett::N,σανίδι,木板
336,Platte::N,πλάκα,平板
337,Stütze::N,στήριγμα,支架
338,Stange::N,ραβδί,杆
339,Stange::N,κοντός,杆
340,Stock::N,ξύλο,棒
341,Stock::N,μπαστούνι,棒
342,Stab::N,ραβδί,棍
343,Rohr::N,σωλήνας,管子
344,Haus::N,σπίτι,房屋
345,Heim::N,σπίτι,家
346,Ofen::N,σόμπα,炉子
347,Ofen::N,θερμάστρα,炉子
348,Fußboden::N,πάτωμα,地板
349,Tisch::N,τραπέζι,桌子
350,Stuhl::N,καρέκλα,椅子
351,Wiege::N,κούνια,摇蓝
352,Bett::N,κρεβάτι,床
353,Regal::N,ράφι,架子
354,Kiste::N,κιβώτιο,箱子
355,Fenster::N,παράθυρο,窗户
356,Tür::N,πόρτα,门
357,Tor::N,πύλη,大门
358,Zaun::N,φράχτης,篱笆
359,Dach::N,στέγη,屋顶
360,Leiter::N,σκάλα,梯子
361,Leiter::N,κλίμακα,梯子
362,Besen::N,σκούπα,扫帚
363,Spaten::N,φτυάρι,铁锹
364,Schaufel::N,φτυάρι,铁锹
365,Gabel::N,πιρούνι,叉
366,Löffel::N,κουτάλι,食匙
367,Messer::N,μαχαίρι,刀
368,Nagel::N,καρφί,钉子
369,Netz::N,δίχτυ,网
370,Haken::N,γάντζος,钩子
371,Haken::N,αγκίστρι,钩子
372,Griff::N,λαβή,把柄
373,Schloss::N,κλειδαριά,锁
374,Bild::N,εικόνα,图画
375,Figur::N,ανάστημα,人像
376,Puppe::N,κούκλα,娃娃
377,Beutel::N,πουγγί,袋子
378,Bündel::N,δεμάτι,捆
379,Tasche::N,τσάντα,手提包
380,Eimer::N,κουβάς,桶
381,Deckel::N,καπάκι,盖子
382,Geschirr::N,σκεύη,餐具
383,Sack::N,σάκος,袋子
384,Tasse::N,φλιτζάνι,杯子
385,Topf::N,χύτρα,锅
386,Kessel::N,καζάνι,水壶
387,Essen::N,φαγητό,进餐
388,Nahrung::N,τροφή,食物
389,Speise::N,φαγητό,菜肴
390,Fleisch::N,κρέας,肉
391,Getreide::N,σιτάρι,谷物
392,Brei::N,χυλός,粥
393,Brot::N,ψωμί,面包
394,Brot::N,άρτος,面包
395,Scheibe::N,φέτα,片
396,Fett::N,πάχος,脂肪
397,Butter::N,βούτυρο,黄油
398,Öl::N,λάδι,油
399,Salz::N,αλάτι,盐
400,Suppe::N,σούπα,汤
401,Honig::N,μέλι,蜂蜜
402,Milch::N,γάλα,奶
403,Tee::N,τσάι,茶
404,Leder::N,πετσί,皮革
405,Wolle::N,μαλλί,毛线
406,Stoff::N,ύφασμα,织物
407,Nadel::N,βελόνα,针
408,Faden::N,κλωστή,线
409,Knopf::N,κουμπί,纽扣
410,Knoten::N,κόμπος,结
411,Farbe::N,μπογιά,颜色
412,Kleidung::N,ρούχα,衣服
413,Kleidung::N,ενδυμασία,衣服
414,Hemd::N,πουκάμισο,衬衫
415,Kragen::N,κολάρο,领子
416,Ärmel::N,μανίκι,袖子
417,Hose::N,πανταλόνι,裤子
418,Gürtel::N,ζώνη,腰带
419,Mütze::N,σκούφος,帽子
420,Schuh::N,παπούτσι,鞋
421,Stiefel::N,μπότα,靴子
422,Ring::N,δαχτυλίδι,戒指
423,Band::N,κορδέλα,带子
424,Kamm::N,χτένα,梳子
425,Spiegel::N,καθρέφτης,镜子
426,Riemen::N,λουρί,皮带
427,Schnur::N,κορδόνι,绳子
428,Leine::N,σχοινί,皮带
429,Decke::N,κουβέρτα,被子
430,Kissen::N,μαξιλάρι,软垫
431,Tuch::N,πανί,巾
432,Tuch::N,μαντήλι,巾
433,Handtuch::N,πετσέτα,手巾
434,Kraft::N,δύναμη,力
435,Stärke::N,ισχύς,力量
436,Stärke::N,δύναμη,力量
437,Gesundheit::N,υγεία,健康
438,Krankheit::N,αρρώστια,病
439,Schmerz::N,πόνος,痛
440,Wunde::N,πληγή,伤口
441,Fieber::N,πυρετός,发烧
442,Arznei::N,φάρμακο,药
443,Brücke::N,γέφυρα,桥
444,Brunnen::N,πηγάδι,井
445,Weide::N,βοσκή,牧场
446,Pfad::N,μονοπάτι,小路
447,Weg::N,δρόμος,路
448,Straße::N,οδός,街
449,Straße::N,δρόμος,街
450,Dorf::N,χωριό,村庄
451,Stadt::N,πόλη,城市
452,Brief::N,γράμμα,信
453,Brief::N,επιστολή,信
454,Buch::N,βιβλίο,书
455,Buchstabe::N,γράμμα,字母
456,Zeitung::N,εφημερίδα,报纸
457,Leben::N,ζωή,生命
458,Leben::N,βίος,生命
459,Tod::N,θάνατος,死亡
460,Grab::N,τάφος,坟墓
461,Kirche::N,εκκλησία,教堂
462,Sünde::N,αμαρτία,罪
463,Gott::N,θεός,上帝
464,Arbeiter::N,εργάτης,工人
465,Chef::N,προϊστάμενος,上司
466,Meister::N,μάστορας,师傅
467,Meister::N,αρχιτεχνίτης,师傅
468,Arzt::N,γιατρός,医生
469,Lehrer::N,δάσκαλος,教师
470,Geld::N,λεφτά,钱
471,Geld::N,χρήματα,钱
472,Geschäft::N,συναλλαγή,交易
473,Laden::N,μαγαζί,商店
474,Laden::N,κατάστημα,商店
475,Preis::N,τιμή,价格
476,Ware::N,εμπόρευμα,商品
477,Nutzen::N,όφελος,好处
478,Reichtum::N,πλούτος,财富
479,Welt::N,κόσμος,世界
480,Land::N,χώρα,国家
481,Staat::N,κράτος,国家
482,Staat::N,πολιτεία,国家
483,König::N,βασιλιάς,国王
484,Macht::N,εξουσία,权力
485,Grenze::N,σύνορα,边界
486,Krieg::N,πόλεμος,战争
487,Feind::N,εχθρός,敌人
488,Gewalt::N,βία,暴力
489,Kampf::N,αγώνας,战斗
490,Bogen[Waffe]::N,τόξο,弓
491,Pfeil::N,σαΐτα,箭
492,Gewehr::N,τουφέκι,枪
493,Fehler::N,λάθος,错误
494,Fehler::N,σφάλμα,错误
495,Lüge::N,ψέμα,谎话
496,Lüge::N,ψεύδος,谎话
497,Schaden::N,ζημία,损失
498,Unglück::N,δυστυχία,不幸
499,Schuld::N,ενοχή,过错
500,Schuld::N,φταίξιμο,过错
501,Alter::N,ηλικία,年龄
502,Schluss::N,τέλος,结束
503,Zeit::N,χρόνος,时间
504,Tag::N,μέρα,天
505,Tag::N,ημέρα,天
506,Morgen::N,πρωί,早晨
507,Mittag::N,μεσημέρι,中午
508,Abend::N,βράδυ,晚上
509,Nacht::N,νύχτα,夜
510,Woche::N,εβδομάδα,星期
511,Monat::N,μήνας,月
512,Jahr::N,έτος,年
513,Jahr::N,χρόνος,年
514,Frühling::N,άνοιξη,春天
515,Sommer::N,καλοκαίρι,夏天
516,Herbst::N,φθινόπωρο,秋天
517,Winter::N,χειμώνας,冬天
518,Januar::N,Ιανουάριος,一月
519,Februar::N,Φεβρουάριος,二月
520,März::N,Μάρτιος,三月
521,April::N,Απρίλιος,四月
522,Mai::N,Μάιος,五月
523,Juni::N,Ιούνιος,六月
524,Juli::N,Ιούλιος,七月
525,August::N,Αύγουστος,八月
526,September::N,Σεπτέμβριος,九月
527,Oktober::N,Οκτώβριος,十月
528,November::N,Νοέμβριος,十一月
529,Dezember::N,Δεκέμβριος,十二月
530,Montag::N,Δευτέρα,星期一
531,Dienstag::N,Τρίτη,星期二
532,Mittwoch::N,Τετάρτη,星期三
533,Donnerstag::N,Πέμπτη,星期四
534,Freitag::N,Παρασκευή,星期五
535,Samstag::N,Σάββατο,星期六
536,Sonntag::N,Κυριακή,星期日
537,groß::A,μεγάλος,大
538,klein::A,μικρός,小
539,lang::A,μακρύς,长
540,kurz::A,κοντός,短
541,breit::A,φαρδύς,宽
542,schmal::A,στενός,细长的
543,dicht::A,πυκνός,密
544,dick[Gegenstand]::A,παχύς,厚
545,dick[Gegenstand]::A,χοντρός,厚
546,dünn::A,ψιλός,薄
547,dünn::A,λεπτός,薄
548,fein::A,ψιλός,细小
549,fest::A,στερεός,固体
550,flach::A,επίπεδος,平坦
551,glatt::A,λείος,光滑
552,glatt::A,ομαλός,光滑
553,hart::A,σκληρός,硬
554,weich::A,μαλακός,软
555,rund::A,στρογγυλός,圆
556,spitz::A,μυτερός,尖
557,scharf::A,κοφτερός,锋利
558,stumpf::A,αμβλύς,钝
559,schwer::A,βαρύς,重
560,schön::A,ωραίος,美丽
561,schön::A,όμορφος,美丽
562,heiß::A,ζεστός,烫
563,warm::A,θερμός,暖和
564,kalt::A,κρύος,冷
565,kalt::A,ψυχρός,冷
566,kühl::A,δροσερός,凉
567,frisch::A,νωπός,新鲜
568,frisch::A,φρέσκος,新鲜
569,feucht::A,υγρός,潮湿
570,nass::A,βρεγμένος,湿
571,trocken::A,ξηρός,干
572,trocken::A,στεγνός,干
573,voll::A,γεμάτος,满
574,leer::A,άδειος,空
575,offen::A,ανοιχτός,敞开
576,geschlossen::A,κλειστός,关闭
577,sauber::A,καθαρός,干净
578,schmutzig::A,βρώμικος,肮脏
579,schmutzig::A,λερωμένος,肮脏
580,roh::A,ωμός,生
581,reif::A,ώριμος,成熟
582,lecker::A,νόστιμος,好吃
583,süß::A,γλυκός,甜
584,bitter::A,πικρός,苦
585,sauer::A,ξινός,酸
586,hell::A,φωτεινός,亮
587,dunkel::A,σκοτεινός,阴暗
588,schwarz::A,μαύρος,黑
589,schwarz::A,μελανός,黑
590,weiß::A,άσπρος,白
591,rot::A,κόκκινος,红
592,gelb::A,κίτρινος,黄
593,blau::A,μπλε,蓝
594,blau::A,γαλανός,蓝
595,grün::A,πράσινος,绿
596,grau::A,γκρίζος,灰色
597,bunt::A,ποικιλόχρωπος,五彩
598,billig::A,φτηνός,便宜
599,teuer::A,ακριβός,贵
600,wertvoll::A,πολύτιμος,贵重
601,blind::A,τυφλός,瞎
602,taub::A,κουφός,聋
603,kräftig::A,δυνατός,强壮
604,stark::A,γερός,强壮
605,schwach::A,αδύνατος,弱
606,fett::A,παχύς,胖
607,schlank::A,λεπτός,苗条
608,schlank::A,λυγερός,苗条
609,hübsch::A,όμορφος,漂亮
610,hübsch::A,χαριτωμένος,漂亮
611,böse::A,κακός,邪恶
612,dumm::A,κουτός,笨
613,dumm::A,ανόητος,笨
614,faul::A,τεμπέλης,懒惰
615,fleißig::A,εργατικός,勤奋
616,geizig::A,τσιγγούνης,吝啬
617,klug::A,έξυπνος,聪明
618,geschickt::A,επιδέξιος,灵巧
619,lieb::A,φίλος,可爱
620,lieb::A,αγαπητός,可爱
621,lustig::A,εύθυμος,快乐
622,lustig::A,χαρούμενος,快乐
623,sanft::A,ήπιος,柔和
624,hungrig::A,πεινασμένος,饥饿
625,krank::A,άρρωστος,患病
626,nackt::A,γυμνός,裸体
627,traurig::A,λυπημένος,悲哀
628,lebendig::A,ζωντανός,活
629,gut::A,καλός,好
630,schlecht::A,κακός,坏
631,richtig::A,σωστός,正确
632,schlimm::A,άσχημος,糟糕
633,wahr::A,αληθής,真
634,wahr::A,αληθινός,真
635,alt::A,παλιός,旧
636,neu::A,νέος,新
637,neu::A,καινούργιος,新
638,ehemalig::A,παλιός,以前
639,alt[Lebewesen]::A,γέρος,老
640,jung::A,νέος,年轻
641,arm::A,φτωχός,贫穷
642,reich::A,πλούσιος,富裕
643,bekannt::A,γνωστός,出名
644,berühmt::A,περίφημος,著名
645,berühmt::A,ξακουσμένος,著名
646,fremd::A,ξένος,陌生
647,verschieden::A,διαφορετικός,不同
648,nah::A,κοντινός,近
649,fern::A,μακριά,遥远
650,linker::A,αριστερός,左
651,rechter::A,δεξιός,右
652,anderer::A,άλλος,别的
653,erster::A,πρώτος,第一
654,zweiter::A,δεύτερος,第二
655,dritter::A,τρίτος,第三
656,letzter::A,τελευταίος,最后
657,allein::ADV,μόνος,单独
658,auf einmal::ADV,εφάπαξ,同时
659,zusammen::ADV,μαζί,一起
660,lange::ADV,πολύν καιρό,许久
661,plötzlich::ADV,έξαφνα,忽然
662,sofort::ADV,αμέσως,立刻
663,später::ADV,αργότερα,以后
664,jetzt::ADV,τώρα,现在
665,heute::ADV,σήμερα,今天
666,morgen::ADV,αύριο,明天
667,bald::ADV,σε λίγο,即将
668,bald::ADV,εντός ολίγου,即将
669,dann::ADV,ύστερα,然后
670,gestern::ADV,χτες,昨天
671,einst::ADV,ποτέ,曾经
672,einst::ADV,άλλοτε,曾经
673,damals::ADV,τότε,当时
674,danach::ADV,μετά,随后
675,danach::ADV,ύστερα,随后
676,vorher::ADV,πριν,事先
677,vorher::ADV,προηγουμένως,事先
678,zuerst::ADV,πρώτα,首先
679,einmal::ADV,μία φορά,一次
680,manchmal::ADV,κάποτε,有时
681,oft::ADV,συχνά,时常
682,oft::ADV,πολλές φορές,时常
683,immer::ADV,πάντα,总是
684,immer::ADV,πάντοτε,总是
685,niemals::ADV,ποτέ,从未
686,hier::ADV,εδώ,这里
687,hierhin::ADV,εδώ,到这里
688,von hier::ADV,από δω,由此
689,dort::ADV,εκεί,那里
690,dorthin::ADV,προς τα κει,到那里
691,geradeaus::ADV,κατευθείαν,一直往前
692,vorwärts::ADV,εμπρός,向前
693,rückwärts::ADV,πίσω,向后
694,zurück::ADV,πίσω,退后
695,unten::ADV,κάτω,下面
696,hinab::ADV,προς τα κάτω,向下
697,oben::ADV,πάνω,上面
698,oben::ADV,επάνω,上面
699,hinauf::ADV,προς τα πάνω,向上
700,überall::ADV,παντού,到处
701,nicht::ADV,δεν,不
702,ein wenig::ADV,λιγάκι,一点儿
703,kaum::ADV,μόλις,几乎不
704,sehr::ADV,πολύ,很
705,so::ADV,έτσι,如此
706,noch::ADV,ακόμα,还
707,nur::ADV,μόνο,只
708,schon::ADV,ήδη,已经
709,schon::ADV,κιόλας,已经
710,wieder::ADV,ξανά,又
711,vergebens::ADV,μάταια,
712,vor::PRP,μπροστά σε,在...面前
713,vor::PRP,μπροστά από,在...面前
714,hinter::PRP,πίσω από ,在...背后
715,unter::PRP,υπό,在...下面
716,unter::PRP,κάτω από,在...下面
717,durch::PRP,διά,穿过
718,durch::PRP,διά μέσου,穿过
719,neben::PRP,δίπλα σε,在...旁
720,zwischen::PRP,μεταξύ,在...之间
721,zwischen::PRP,ανάμεσα σε,在...之间
722,wegen::PRP,για,由于
723,wegen::PRP,λόγω,由于
724,dies::PRN,αυτό,这
725,das::PRN,το,那
726,alles::PRN,όλα,一切
727,ich::PRN,εγώ,我
728,du::PRN,σύ,你
729,du::PRN,εσύ,你
730,er::PRN,αυτός,他
731,wir::PRN,εμείς,我们
732,ihr::PRN,εσείς,你们
733,sie::PRN,αυτοί,她
734,was::FPRN,τι,什么
735,wer::FPRN,ποιος,谁
736,wo::FADV,πού,哪里
737,wohin::FADV,πού,去哪里
738,wohin::FADV,για πού,去哪里
739,wie::FADV,πώς,怎么
740,warum::FADV,γιατί,为什么
741,wieviel::FNUM,πόσος,多少
742,eins::NUM,ένα,一
743,zwei::NUM,δύο,二
744,drei::NUM,τρία,三
745,drei::NUM,τρεις,三
746,vier::NUM,τέσσερα,四
747,vier::NUM,τέσσερις,四
748,fünf::NUM,πέντε,五
749,sechs::NUM,έξι,六
750,sieben::NUM,εφτά,七
751,acht::NUM,οχτώ,八
752,neun::NUM,εννιά,九
753,zehn::NUM,δέκα,十
754,elf::NUM,έντεκα,十一
755,zwölf::NUM,δώδεκα,十二
756,zwanzig::NUM,είκοσι,二十
757,dreißig::NUM,τριάντα,三十
758,vierzig::NUM,σαράντα,四十
759,fünfzig::NUM,πενήντα,五十
760,sechzig::NUM,εξήντα,六十
761,siebzig::NUM,εβδομήντα,七十
762,achtzig::NUM,ογδόντα,八十
