,Concept_ID,kn,te
989,sagen::V,ಹೇಳು,చెప్పు
990,sprechen::V,ನುಡಿ,చెప్పు
991,reden::V,ನುಡಿ,మాటలాడు
992,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,ముచ్చటలాడు
993,fragen::V,ವಿಚಾರಿಸು,ప్రశ్నించు
994,bitten::V,ಬೇಡು,కోరు
995,erzählen::V,ಹೇಳು,చెప్పు
996,mitteilen::V,ತಿಳಿಸು,తెలియజేయు
997,nennen::V,ಹೆಸರಿಡು,పేరు వెట్టు
998,rufen::V,ಕರೆ,పిలుచు
999,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,జల్లి
1000,übersetzen::V,ಭಾಷಾಂತರಿಸು,తర్జుమాచేయు
1001,denken::V,ಯೋಚಿಸು,ఆలోచించు
1002,glauben::V,ನಂಬು,నమ్ము
1003,bemerken::V,ಗಮನಿಸು,గుర్తించు
1004,erkennen::V,ಗುರುತುಹಿಡಿ,గుర్తించు
1005,begreifen::V,ಗ್ರಹಿಸು,గ్రహించు
1006,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,గ్రహించు
1007,lernen::V,ಕಲಿ,నేర్చు కొను
1008,wissen::V,ಅರಿ,తెలిసికొను
1009,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,జ్ఞాపకముంచుకొను
1010,vergessen::V,ಮರೆತುವಿಡು,మఱచిపోవు
1011,messen::V,ಅಳೆ,కొలుచుట
1012,zählen::V,ಗಣಿಸು,లెక్కపెట్టు
1013,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,లెక్కపెట్టు
1014,lesen::V,ಓದು,చదువు
1015,malen::V,ಬಿಡಿಸು,పూనుట
1016,zeichnen::V,ಬಿಡಿಸು,వ్రాసుట
1017,schreiben::V,ಬರೆ,వ్రాయు
1018,besitzen::V,ಒಡೆಯನಾಗಿರು,కలిగియుండు
1019,kaufen::V,ಕೊಳ್ಳು,కొను
1020,verkaufen::V,ಕೊಡು,అమ్ము
1021,bezahlen::V,ಬೆಲೆತೆರು,చెల్లించు
1022,zahlen::V,ಹಣವನ್ನುಕೊಡು,చెల్లించు
1023,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,ఏలు
1024,ertragen::V,ಸಹಿಸು,భరించు
