,Concept_ID,kn,te
116,Zweig::N,ರೆಂಬೆ,చివుకు
117,Blatt::N,ಎಲೆ,ఆకు
118,Birke::N,ಬರ್ಚ್ ಮರ,తరహా చెట్టు
119,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,దేవదారు చెట్టు
120,Weide[Baum]::N,ವಿಲೋಮರ,జాతిచెట్టు
121,Tanne::N,ಭದ್ರದಾರು,దేవదారుచెట్టు
122,Horn::N,ಕೊಂಬು,కొమ్ము
123,Feder::N,ಪುಕ್ಕ,ఈక
124,Fell::N,ರೋಮ,తోలు
125,Flügel::N,ರೆಕ್ಕೆ,ఱెక్క
126,Klaue::N,ಪಂಜ,వంకరగోరు
127,Kralle::N,ಉಗುರು,వంకరగోరు
128,Schwanz::N,ಬಾಲ,తోక
129,Ei::N,ಮೊಟ್ಟೆ,గ్రుడ్డు
130,Nest::N,ಗೂಡು,పక్షిగూడు
131,Bau::N,ಅಡಗುದಾಣ,గుహ
132,Tier::N,ಪ್ರಾಣಿ,జంతువు
133,Herde::N,ಗುಂಪು,మంద
134,Kuh::N,ಹಸು,ఆవు
135,Bulle::N,ಗೂಳಿ,గిత్త
136,Pferd::N,ಕುದುರೆ,గుఱ్ఱము
137,Schaf::N,ಕುರಿ,గొఱ్ఱె
138,Schwein::N,ಹಂದಿ,పంది
139,Hund::N,ನಾಯಿ,కుక్క
140,Katze::N,ಬೆಕ್ಕು,పిల్లి
141,Bär::N,ಕರಡಿ,ఎలుగుబంటి
142,Eichhörnchen::N,ಉಡುತೆ,ఉడుత
143,Elch::N,ಕಡವೆ,కణంజు
144,Fuchs::N,ನರಿ,గుంటనక్క
145,Hase::N,ಮೊಲ,కుందేలు
146,Maus::N,ಇಲಿ,చిట్టెలుక
147,Wolf::N,ತೋಳ,తోడేలు
148,Vogel::N,ಪಕ್ಷಿ,పక్షి
149,Schwarm::N,ಗುಂಪು,గుంపు
150,Huhn::N,ಚಿಕ್,కోడిపిల్ల
151,Hahn::N,ಹುಂಜ,కోడివుంజు
152,Gans::N,ವರಟೆ,ఆడుబాతు
153,Adler::N,ಗರುಡ,గ్రద్ద
154,Ente::N,ಬಾತು,పాట్టిబాతు
155,Eule::N,ಗೂಬೆ,గ్రుడ్లగూబ
156,Kranich::N,ಕೊಕ್ಕರ,కొంగ
157,Krähe::N,ಕಾಗೆ,కాకి
158,Kuckuck::N,ಕೋಗಿಲೆ,కోయల
159,Schwan::N,ಹಂಸಪಕ್ಷಿ,హంస
160,Fisch::N,ಮೀನು,చేప
161,Barsch::N,ಪರ್ಚ್ ಮೀನು,ఒకచేఁప
162,Hecht::N,ಪೈಕ್ ಮೀನು,గండుమీను
163,Schlange[Tier]::N,ಹಾವು,పాము
164,Wurm::N,ಹುಳು,పురుగు
165,Spinne::N,ಊರ್ಣನಾಭ,సాలె పురుగు
166,Ameise::N,ಇರುವೆ,చీమ
167,Laus::N,ಹೇನು,పేను
168,Mücke::N,ಸೊಳ್ಳೆ,చీకటీగ
169,Fliege::N,ನೊಣ,ఈగ
170,Schmetterling::N,ಪತಂಗ,సీతాకోకచిలుక
171,Beere::N,ನಯವಣ್ಣು,కాయ
172,Apfel::N,ಸೇಬು,ఆపిల్ పండు
173,Pilz::N,ಅಣಬೆ,కుక్కగొడుగు
174,Zwiebel::N,ನೀರುಳ್ಳಿ,నీరుల్లి
175,Saat::N,ಬಿತ್ತ,విత్తనము
176,Korn::N,ಬೀಜ,గింజ
177,Heu::N,ಕರಡ,ఎండుగడ్డి
178,Schale::N,ಹೊಟ್ಟು,పొట్టు
179,Grube::N,ಗುಂಡಿ,గొయ్యి
180,Falle::N,ಬೋನು,బోను
181,Schlinge::N,ಉರುಲು,ఉరి
182,Spur::N,ಜಾಡು,జాడ
183,Asche::N,ಬೂದಿ,బూడిద
184,Dreck::N,ಹೊಲಸು,ముఱికి
185,Eisen::N,ಕಬ್ಬಿಣ,ఇనుము
186,Gold::N,ಚಿನ್ನ,బంగారము
187,Silber::N,ಬೆಳ್ಳಿ,వెండి
188,Kohle::N,ಕಲ್ಲಿದ್ದಲು,నేలబొగ్గు
189,Glas::N,ಗಾಜು,గాజు
190,Lehm::N,ಜೇಡಿಮಣ್ಣು,బంకమన్ను
191,Sand::N,ಮರಳು,ఇసుక
192,Mensch::N,ಪುರುಷ,నరుడు
193,Mann::N,ಆಳು,పురుమడు
194,Frau::N,ಹೆಣ್ಣು,ఆడుది
195,Kind::N,ಮಗು,బిడ్డ
196,Junge::N,ಹುಡುಗ,బాలుడు
197,Mädchen::N,ಹುಡುಗಿ,బాలిక
198,Familie::N,ಕುಟುಂಬ,కుటుంబము
199,Großvater::N,ಅಜ್ಜ,తాత
200,Großmutter::N,ಅಮ್ಮ,అయ్యమ్మ
201,Eltern::N,ಹೆತ್ತವರು,తల్లితండ్రులు
202,Vater::N,ತಂದೆ,తండ్రి
203,Mutter::N,ಅಮ್ಮ,తల్లి
204,Sohn::N,ಮಗ ,కొడుకు
205,Tochter::N,ಮಗಳು,కూతురు
206,Bruder::N,ತಮ್ಮ,పోదరుడు
207,Schwester::N,ತಂಗಿ,సోదరి
208,Onkel::N,ಸೋದರಮಾವ,మేనమామ
209,Onkel::N,ದೊಡ್ಡಪ್ಪ,మేనమామ
210,Tante::N,ಚಿಕ್ಕಮ್ಮ,మేనత్త
211,Tante::N,ಚಿಕ್ಕಮ್ಮ,పినతల్లి
212,Ehemann::N,ಗಂಡ,భర్త
213,Ehefrau::N,ಹೆಂಡತಿ,భార్య
214,Freude::N,ನಲಿವು,సంతోషము
215,Gelächter::N,ನಗೆ,నవ్వు
216,Glück::N,ಆನಂದ,సంతోషము
217,Kummer::N,ದುಃಖ,దుఃఖము
218,Wunsch::N,ಬಯಕೆ,కోరిక
219,Lust::N,ಇಷ್ಟ,కోరిక
220,Geist::N,ಆತ್ಮ,ఆత్మ
221,Gedanke::N,ಯೋಚನೆ,ఆలోచన
222,Gedächtnis::N,ಸ್ಮರಣೆ,జ్ఞాపకము
223,Verstand::N,ಮನಸ್ಸು,మనస్సు
224,Sinn::N,ಅರ್ಥ,అర్థము
225,Grund::N,ಕಾರಣ,కారణము
226,Wahrheit::N,ಸತ್ಯ,సత్యము
227,Gespräch::N,ಸಂಭಾಷಣೆ,పంభాషణ
228,Märchen::N,ಸುಳ್ಳು ಕಥೆ,అద్భుతకథ
229,Erzählung::N,ಕಥೆ,కథ
230,Nachricht::N,ಸಂದೇಶ,వార్త
231,Neuigkeit::N,ಸುದ್ದಿ,వార్త
232,Name::N,ಹೆಸರು,పేరు
233,Rätsel::N,ಒಗಟು,చిక్కు
234,Rede::N,ಮಾತು,ఉపన్యాసము
235,Sprache::N,ಭಾಷೆ,భాష
236,Stimme::N,ಧ್ವನಿ,కంరథ్సని
237,Wort::N,ಮಾತು,మాట
238,Zeichen::N,ಗುರುತು,గుర్తు
239,Ruf::N,ಕೂಗು,పిలువు
240,Lärm::N,ಸದ್ದು,సందడి
241,Laut::N,ಶಬ್ದ,ధ్వని
242,Ton::N,ನಾದ,స్వరము
243,Lied::N,ಗಾನ,పాట
244,Ruhe::N,ಶಾಂತಿ,గాలిలేమి
245,Leute::N,ಮಂದಿ,జనులు
246,Volk::N,ಜನಾಂಗ,జాతి
247,Arbeit::N,ಕೆಲಸ,పని
248,Gast::N,ಅತಿಥಿ,అతిధి
249,Geschenk::N,ಕಾಣಿಕೆ,దానము
250,Spiel::N,ಆಟ,ఆట
251,Gesellschaft::N,ಸಂಗ,జట్టు
252,Hilfe::N,ಸಹಾಯ,సాహాయ్యము
253,Freund::N,ಸ್ನೇಹಿತ,స్నేహితుడు
254,Kamerad::N,ಜೊತೆಗಾರ,చెలికాడు
255,Angelegenheit::N,ವಿಚಾರ,విషయము
256,Anzahl::N,ಎಣಿಕೆ,లెక్క
257,Art::N,ತರ,జాతి
258,Stück::N,ತುಂಡು,తునుక
259,Teil::N,ಭಾಗ,భాగము
260,Hälfte::N,ಅರ್ಧ,సగము
261,Kreis::N,ವೃತ್ತ,వృత్తము
262,Kreuz::N,ಶಿಲುಬೆ,సిలువ
263,Linie::N,ರೀಖೆ,గీత
264,Strich::N,ಗೀಟು,గీత
265,Abstand::N,ಅಂತರ,సందు
266,Entfernung::N,ದೂರ,దూరము
267,Gegend::N,ವಿಸ್ತೀರ್ಣ,విస్తీర్ణము
268,Platz::N,ಅಂತರ,ఎడము
269,Ort::N,ಸ್ಥಳ,స్థలము
270,Seite::N,ಪಕ್ಷ,ప్రక్క
271,Mitte::N,ನಡು,నడిమి
272,Gegenstand::N,ವಸ್ತು,పద్దు
273,Sache::N,ವಸ್ತು,వస్తువు
274,Rand::N,ಅಂಚು,అంచు
275,Kante::N,ಅಂಚು,అంచు
276,Ecke::N,ಮೂಲೆ,మూల
277,Spitze::N,ತುದಿ,మొన
278,Ende::N,ಕೊನೆ,కొన
279,Loch::N,ತೂತು,రంధ్రము
280,Winkel::N,ಕೋನ,కోణము
281,Muster::N,ನಮೂನೆ,మాదిరి
282,Größe::N,ಪ್ರಮಾಣ,పరిమాణము
283,Länge::N,ಉದ್ದ,పొడుగు
284,Höhe::N,ಎತ್ತರ,పొడుగు
285,Gewicht::N,ತೂಕ,భారము
286,Menge::N,ಮೊತ್ತ,మొత్తము
287,Haufen::N,ರಾಶಿ,రాశి
288,Reihe::N,ಸಾಲು,వరుస
289,Boot::N,ದೋಣಿ,పడవ
290,Ruder::N,ಹುಟ್ಟು,అడక
291,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,సరవండ్లు
292,Ski::N,ಜಾರುಪಟ್ಟಿ,స్కీ
293,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,నెగడు
294,Last::N,ಹೊರೆ,బరువు
295,Gang::N,ತಿರುಗಾಟ,నడక
296,Schritt::N,ಹೆಜ್ಜೆ,అడుగు
297,Norden::N,ಉತ್ತರ,ఉత్తరదిక్కు
298,Süden::N,ದಕ್ಷಿಣ,దక్షిణము
299,Westen::N,ಪಶ್ಚಿಮ,పడమర
300,Osten::N,ಮೂಡಲು,తూర్పు
301,Holz::N,ಚೌಬೀನೆ,కొయ్య
302,Brett::N,ಹಲಗೆ,పలక
303,Platte::N,ಹಲಗೆ,పలక
304,Stütze::N,ಆಸರೆ,వాల్సేడ్లు
305,Stange::N,ಕಂಬ,స్తంభము
306,Stock::N,ಕೋಲು,కఱ్ఱ
307,Stab::N,ದೊಣ್ಣೆ,కఱ్ఱ
308,Rohr::N,ನಳಿಕೆ,గొట్టము
309,Haus::N,ಮನೆ,ఇల్లు
310,Heim::N,ಗೃಹ,స్వగృహము
311,Ofen::N,ಒಲೆ,పొయ్యి
312,Fußboden::N,ನೆಲ,నేల
313,Tisch::N,ಮೇಜು,మేజా
314,Stuhl::N,ಕುರ್ಚಿ,కుర్చీ
315,Wiege::N,ತೊಟ್ಟಿಲು,ఉయ్యాల
316,Bett::N,ಹಾಸಿಗೆ,పడక
317,Bett::N,ಹಾಸಿಗೆ,మంచం
318,Regal::N,ಬೀರು,అటక
319,Kiste::N,ಪಟ್ಟಿಗೆ,వెట్టె
320,Fenster::N,ಕಿಟಕಿ,కిటికి
321,Tür::N,ಬಾಗಿಲು,ద్వారము
322,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ద్వారము
323,Zaun::N,ಬೇಲಿ,కంచె
324,Dach::N,ಮಾಳಿಗೆ,ఇంటివైకప్పు
325,Leiter::N,ಏಣಿ,నిచ్చెన
326,Besen::N,ಪೊರಕೆ,చీపురుకట్ట
327,Spaten::N,ಗುದ್ದಲಿ,పాఱ
328,Schaufel::N,ಸನಿಕೆ,పాఱ
329,Gabel::N,ಕವಲು,ముండ్లగరిటె
330,Löffel::N,ಚಮಚ,గరిటె
331,Messer::N,ಚಾಕು,కత్తి
332,Nagel::N,ಆಣಿ,మేకు
333,Netz::N,ಬಲೆ,వల
334,Haken::N,ಕೊಂಡಿ,కొక్కెము
335,Griff::N,ಹಿಡಿ,పిడి
336,Schloss::N,ವೀಗ,తాళము
337,Bild::N,ಚಿತ್ರ,చిత్రము
338,Figur::N,ಆಕಾರ,రూపము
339,Puppe::N,ಗೊಂಬೆ,బొమ్మ
340,Beutel::N,ಸಂಚಿ,సంచి
341,Bündel::N,ಕಟ್ಟು,మూట
342,Tasche::N,ಚೀಲ,సంచి
343,Eimer::N,ಬಾನೆ,చేద
344,Deckel::N,ಮುಚ್ಚಳ,మూత
345,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,వంటకాలు
346,Sack::N,ಮೂಟೆ,గోనెసంచి
347,Tasse::N,ಬಟ್ಟಲು,గిన్నె
348,Topf::N,ಮಡಕೆ,కుండ
349,Kessel::N,ಕೆಟಲ್,నీరుకాచుపాత్ర
350,Essen::N,ಊಟ,ఆహారము
351,Nahrung::N,ಆಹಾರ,ఆహారము
352,Speise::N,ಊಟ,ఆహారము
353,Fleisch::N,ಮಾಂಸ,మాంసము
354,Getreide::N,ಧಾನ್ಯ,ధాన్యము
355,Brei::N,ಗಂಜಿ,గుజ్జు
356,Brot::N,ರೊಟ್ಟಿ,రొట్టె
357,Scheibe::N,ಹೋಳು,బద్ద
358,Fett::N,ಕೊಬ್ಬು,క్రొవ్వు
359,Butter::N,ಬೆಣ್ಣೆ,వెన్న
360,Öl::N,ಎಣ್ಣೆ,నూనె
361,Salz::N,ಉಪ್ಪು,ఉప్పు
362,Suppe::N,ಎಸರು,చారు
363,Honig::N,ಮಧು,తెనె
364,Milch::N,ಹಾಲು,పాలు
365,Tee::N,ಚಹ,తేనీరు
366,Leder::N,ಚಕ್ಕಳ,బాగుచేసివతోలు
367,Wolle::N,ಉಣ್ಣೆ,ఉన్ని
368,Stoff::N,ಬಟ್ಟೆ,బట్ట
369,Nadel::N,ಸೂಜಿ,సూది
370,Faden::N,ದಾರ,దారము
371,Knopf::N,ಗುಂಡು,బొత్తాము
372,Knoten::N,ಗಂಟು,ముడి
373,Farbe::N,ಬಣ್ಣ,రంగు
374,Kleidung::N,ಅರಿವೆ,బట్టలు
375,Hemd::N,ಅಂಗಿ,చొక్కాయ
376,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,మాల
377,Ärmel::N,ತೋಳು,చొక్కాయచెయ్యి
378,Hose::N,ಇಜಾರ,ఇజారు
379,Gürtel::N,ಬೆಲ್ಟು,పటకా
380,Mütze::N,ಟೋಪಿ,టోపి
381,Schuh::N,ಪಾದರಕ್ಷೆ,పాదరక్ష
382,Stiefel::N,ಬೂಟು,బూటు
383,Ring::N,ಉಂಗುರ,ఉంగరము
384,Band::N,ರಿಬ್ಬನ್,నాడా
385,Kamm::N,ಹಣಿಗೆ,దువ్వెన
386,Spiegel::N,ಕನ್ನಡಿ,అద్దము
387,Riemen::N,ಬಾರು,వాడా
388,Schnur::N,ಹುರಿ,దారము
389,Leine::N,ಹಗ್ಗ,వారు
390,Decke::N,ಕಂಬಳಿ,కంబళి
391,Kissen::N,ದಿಂಬು,తలగడ
392,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,బట్ట
393,Handtuch::N,ಚೌಕ,తువాలు
394,Kraft::N,ಬಲ,బలము
395,Stärke::N,ಶಕ್ತಿ,శక్తి
396,Gesundheit::N,ಆರೋಗ್ಯ,ఆరోగ్యము
397,Krankheit::N,ರೋಗ,రోగము
398,Schmerz::N,ನೋವು,నొప్పి
399,Wunde::N,ಗಾಯ,గాయము
400,Fieber::N,ಜ್ವರ,జ్వరము
401,Arznei::N,ಔಷಧ,మందు
402,Brücke::N,ಸೇತುವೆ,వంతెన
403,Brunnen::N,ಬಾವಿ,బావి
404,Brunnen::N,ಬಾವಿ,కూపము
405,Brunnen::N,ಬಾವಿ,నుయ్యి
406,Weide::N,ಗೋಮಾಳ,పచ్చికబయలు
407,Pfad::N,ದಾರಿ,కాలిత్రోవ
408,Weg::N,ಹಾದಿ,మార్గము
409,Straße::N,ರಸ್ತೆ,బాట
410,Dorf::N,ಹಳ್ಳಿ,గ్రామము
411,Stadt::N,ಪಟ್ಟಣ,పట్టణము
412,Brief::N,ಕಾಗದ,జాబు
413,Buch::N,ಪುಸ್ತಕ,పుస్తకము
414,Buchstabe::N,ಅಕ್ಷರ,అక్షరము
415,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,వార్తాపత్రిక
416,Leben::N,ಜೀವನ,ప్రాణము
417,Tod::N,ಮರಣ,మరణము
418,Grab::N,ಗೋರಿ,సమాధి
419,Kirche::N,ಚರ್ಚು,క్రెస్తవులగుడి
420,Sünde::N,ಪಾಪ,పాపము
421,Gott::N,ದೇವರು,దేవుడు
422,Arbeiter::N,ಕೆಲಸಗಾರ,పనిపాటుచేశేవాడు
423,Chef::N,ದಣಿ,యజమానుడు
424,Meister::N,ಶಿಕ್ಷಕ,కళాకారుడు
425,Arzt::N,ವೈದ್ಯ,వైద్యుడు
426,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ఉపాధ్యాయుడు
427,Geld::N,ಹಣ,ద్రవ్యము
428,Geschäft::N,ವಾಣಿಜ್ಯ,వ్యాపారము
429,Laden::N,ಅಂಗಡಿ,అంగడి
430,Preis::N,ಬೆಲೆ,వెల
431,Ware::N,ಸರಕು,సరకులు
432,Nutzen::N,ಲಾಭ,ప్రయోజనము
433,Reichtum::N,ಸಂಪತ್ತು,ధనము
434,Welt::N,ಭೂಲೋಕ,ప్రపంచము
435,Land::N,ದೇಶ,దేశము
436,Staat::N,ರಾಜ್ಯ,రాజ్యము
437,König::N,ರಾಜ,రాజు
438,Macht::N,ಅಧಿಕಾರ,అధికారము
439,Grenze::N,ಗಡಿ,సరిహద్దు
440,Krieg::N,ಯುದ್ಧ,యుద్ధము
441,Feind::N,ಶತ್ರು,శత్రువు
442,Gewalt::N,ಹಿಂಸೆ,దౌర్జన్యము
443,Kampf::N,ಹೋರಾಟ,పోట్లాట
444,Bogen[Waffe]::N,ಬಿಲ್ಲು,విల్లు
445,Pfeil::N,ಅಂಬು,బాణము
446,Gewehr::N,ಬಂದೂಕು,తుపాకి
447,Fehler::N,ತಪ್ಪು,తప్ప
448,Lüge::N,ಸುಳ್ಳು,అసత్యము
449,Schaden::N,ಹಾನಿ,నష్టము
450,Unglück::N,ಅಪಾಯ,దురదృష్టము
451,Schuld::N,ದೋಷ,తప్పు
452,Alter::N,ಮುಪ್ಪು,వయస్సు
453,Schluss::N,ಮುಕ್ತಾಯ,ముగింపు
454,Zeit::N,ಕಾಲ,కాలము
455,Tag::N,ದಿನ,దినము
456,Morgen::N,ಮುಂಜಾನೆ,ఉదయము
457,Mittag::N,ನಡುಹಗಲು,మధ్యాహ్నము
458,Abend::N,ಸಂಜೆ,సాయంకాలము
459,Nacht::N,ರಾತ್ರಿ,రత్రి
460,Woche::N,ವಾರ,వారము
461,Monat::N,ತಿಂಗಳು,నెల
462,Jahr::N,ಸಂವತ್ಸರ,సంవత్సరము
463,Frühling::N,ವಸಂತ,వసంతకాలము
464,Sommer::N,ಬಿಸಿಲುಕಾಲ,వేసవికాము
465,Herbst::N,ಶರತ್ಕಾಲ,ఆకురాలుకాలము
466,Winter::N,ಚಳಿಗಾಲ,శీతకాలము
467,Januar::N,ನಾಲ್ಚಳಿ,జనవరి
468,Februar::N,ಅಯ್ಚಳಿ,ఫిబ్రవరి
469,März::N,ಮೊಬ್ಬೇಸಿಗೆ,మార్చి
470,April::N,ಇಬ್ಬೇಸಿಗೆ,ఏప్రిలు
471,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,మే
472,Juni::N,ಮೊಮ್ಮಳೆ,జూన్
473,Juli::N,ಇಮ್ಮಳೆ,జూలై
474,August::N,ಮುಮ್ಮಳೆ,ఆగస్టు
475,September::N,ನಾಲ್ಮಳೆ,సెప్ఠెంబరు
476,Oktober::N,ಮೊಚ್ಚಳಿ,అక్టోబరు
477,November::N,ಇಚ್ಚಳಿ,నవంబరు
478,Dezember::N,ಮುಚ್ಚಳಿ,డిసెంబర్
479,Montag::N,ಸೋಮುವಾರ,సోమవారము
480,Dienstag::N,ಮಂಗಳವಾರ,మంగళవారము
481,Mittwoch::N,ಬುಧವಾರ,బుధవారము
482,Donnerstag::N,ಗುರುವಾರ,గురువారము
483,Freitag::N,ಶುಕ್ರವಾರ,శుక్రవారము
484,Samstag::N,ಶನಿವಾರ,శనివారము
485,Sonntag::N,ಭಾನುವಾರ,ఆదివారము
486,groß::A,ದೊಡ್ಡ,గొప్పైన
487,klein::A,ಪುಟ್ಟ,చిన్న
488,lang::A,ದೀರ್ಘ,పొడుగాటి
489,kurz::A,ಚಕ್ಕ,పొట్టి
490,breit::A,ಅಗಲವಾದ,వెడల్పైన
491,schmal::A,ಇಕ್ಕಟ್ಟಾದ,ఇఱుకైన
492,dicht::A,ದಟ್ಟ,దట్టమైన
493,dick[Gegenstand]::A,ದಟ್ಟ,దట్టమైన
494,dünn::A,ತೆಳು,పలుచని
495,fein::A,ಕೋಮಲ,నాజాకైన
496,fest::A,ಘನ,దృడమైవ
497,flach::A,ಚಪ್ಪಟೆ,చదువైన
498,glatt::A,ನಯ,నున్నని
499,hart::A,ಗಟ್ಟಿ,కఠినమైన
500,weich::A,ಮೃದುವಾದ,మృదువైన
501,rund::A,ವರ್ತುಳ,గుండ్రని
502,spitz::A,ಮೊನಚಾದ,మొనగల
503,scharf::A,ತೀಕ್ಷ್ಣ,పదనైన
504,stumpf::A,ಮೊಂಡು,వాడిలేని
505,schwer::A,ಭಾರಿ,బరువ్తెన
506,schön::A,ಸುಂದರ,సుందరమైన
507,heiß::A,ಬಿಸಿ,వేడియైన
