,Concept_ID,ml,lt
1174,wecken::V,ഉണർത്തുക,žadinti
1175,zeigen::V,കാണിക്കുക,rodyti
1176,führen::V,നടത്തുക,vesti
1177,führen::V,നടത്തുക,vadovauti
1178,lehren::V,പഠിപ്പിക്കുക,mokyti
1179,lehren::V,പഠിപ്പിക്കുക,išmokyti
1180,unterrichten::V,പരിശീലിപ്പിക്കുക,dėstyti
1181,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,išauginti
1182,leiten::V,നയിക്കുക,valdyti
1183,leiten::V,നയിക്കുക,vadovauti
1184,antreiben::V,പ്രേരിപ്പിക്കുക,uiti
1185,antreiben::V,പ്രേരിപ്പിക്കുക,raginti
1186,antreiben::V,പ്രേരിപ്പിക്കുക,skubinti
1187,lassen::V,അനുവദിക്കുക,paliepti
1188,einladen::V,ക്ഷണിക്കുക,kviesti
1189,einladen::V,ക്ഷണിക്കുക,pakviesti
1190,vereinigen::V,കൂടിച്ചേരുക,sujungti
1191,vereinigen::V,കൂടിച്ചേരുക,suvienyti
1192,besuchen::V,സന്ദർശിക്കുക,lankyti
1193,besuchen::V,സന്ദർശിക്കുക,aplankyti
1194,treffen::V,തമ്മിൽ കാണുക,sutikti
1195,treffen::V,തമ്മിൽ കാണുക,pasitikti
1196,sich versammeln::V,സംയോജിപ്പിക്കുക,susirinkti
1197,spielen::V,കളിക്കുക,groti
1198,spielen::V,കളിക്കുക,žaisti
1199,singen::V,പാടുക,dainuoti
1200,tanzen::V,നൃത്തം ചെയ്യുക,šokti
1201,sich trennen::V,നേർപെടുത്തുക,skirtis
1202,sich trennen::V,നേർപെടുത്തുക,išsiskirti
1203,verlassen::V,പിൻവാങ്ങുക,palikti
1204,retten::V,രക്ഷിക്കുക,gelbėti
1205,bewachen::V,കാവൽനിൽക്കുക,sergėti
1206,schützen::V,പരിരക്ഷിക്കുക,ginti
1207,schützen::V,പരിരക്ഷിക്കുക,apginti
1208,verteidigen::V,പ്രതിരോധിക്കുക,ginti
1209,verteidigen::V,പ്രതിരോധിക്കുക,apginti
1210,sich schlagen::V,കലഹിക്കുക,muštis
1211,schießen::V,വെടിവെക്കുക,šauti
1212,schießen::V,വെടിവെക്കുക,šaudyti
1213,siegen::V,വിജയിക്കുക,nugalėti
1214,ärgern::V,വിഷമിപ്പിക്കുക,pykinti
1215,schlagen::V,അടിക്കുക,mušti
1216,schlagen::V,അടിക്കുക,smogti
1217,schlagen::V,അടിക്കുക,trenkti
1218,treten::V,തൊഴിക്കുക,mygti
1219,stechen::V,കുത്തുക,gelti
1220,stechen::V,കുത്തുക,smeigti
1221,stoßen::V,തള്ളുക,stumti
1222,stoßen::V,തള്ളുക,pastumti
1223,stehlen::V,മോഷ്ടിക്കുക,vogti
1224,stören::V,ശല്യപ്പെടുത്തുക,trikdyti
1225,belästigen::V,മെനക്കെടുക,apsunkinti
1226,verbergen::V,മറയ്ക്കുക,slėpti
1227,verbergen::V,മറയ്ക്കുക,paslėpti
1228,verbergen::V,ഒളിക്കുക,slėpti
1229,verbergen::V,ഒളിക്കുക,paslėpti
1230,täuschen::V,കബളിപ്പിക്കുക,klaidinti
1231,betrügen::V,ചതിക്കുക,apgauti
1232,töten::V,കൊല്ലുക,žudyti
1233,töten::V,കൊല്ലുക,nužudyti
1234,wohnen::V,താമസിക്കുക,gyventi
1235,arbeiten::V,ജോലിചെയ്യുക,dirbti
1236,arbeiten::V,ജോലിചെയ്യുക,triūsti
1237,sammeln::V,സഞ്ചയിക്കുക,rinkti
1238,pflücken::V,പറിച്ചെടുക്കുക,skinti
1239,pflücken::V,പറിച്ചെടുക്കുക,raškyti
1240,jagen::V,വേട്ടയാടുക,medžioti
1241,fischen::V,മീൻ പിടിക്കുക,žvejoti
1242,fassen::V,പിടിക്കുക,sučiupti
1243,hüten::V,ചേർക്കുക,ganyti
1244,treiben::V,വാഹനം_ഓടിക്കുക,ginti
1245,anbinden::V,കെട്ടിയിടുക,pririšti
1246,füttern::V,തീറ്റുക,šerti
1247,melken::V,പാലുകറക്കുക,melžti
1248,hacken::V,വെട്ടിമുറിക്കുക,kapoti
1249,gießen::V,നനയ്ക്കുക,lieti
1250,gießen::V,നനയ്ക്കുക,laistyti
1251,reifen::V,പാകമാകുക,nokti
1252,reifen::V,പാകമാകുക,sirpti
1253,zubereiten::V,പാചകം_ചെയ്യുക,ruošti
1254,zubereiten::V,പാചകം_ചെയ്യുക,gaminti
1255,kochen::V,വേവിക്കുക,virti
1256,kochen::V,വേവിക്കുക,virinti
1257,backen::V,ബേക്ക് ചെയ്യുക,kepti
1258,braten::V,പോരിക്കുക,kepti
1259,braten::V,പോരിക്കുക,kepinti
1260,umrühren::V,ഇളക്കുക,maišyti
1261,umrühren::V,ഇളക്കുക,pamaišyti
1262,stricken::V,മെടയുക,megzti
1263,nähen::V,തുന്നുക,siūti
1264,färben::V,ചായം പൂശുക,dažyti
1265,färben::V,ചായം പൂശുക,nudažyti
1266,reinigen::V,വൃത്തിയാക്കുക,valyti
1267,reinigen::V,വൃത്തിയാക്കുക,švarinti
1268,waschen::V,കഴുകുക,plauti
1269,waschen::V,കഴുകുക,mazgoti
1270,waschen::V,കഴുകുക,skalbti
1271,abwischen::V,തുടയ്ക്കുക,nušluostyti
1272,spülen::V,കഴുകുക,plauti
1273,spülen::V,കഴുകുക,skalauti
1274,fegen::V,അടിച്ചുവാരുക,šluoti
1275,kehren::V,അടിച്ചുവാരുക,šluoti
1276,baden::V,നീന്തിത്തുടിക്കുക,maudytis
1277,sich waschen::V,കഴുകുക,praustis
1278,ausziehen::V,ഇഴുക്കുക,numauti
1279,ausziehen::V,ഇഴുക്കുക,nuvilkti
1280,anziehen::V,ഉടുക്കുക,mauti
1281,anziehen::V,ഉടുക്കുക,apsivilkti
1282,sich anziehen::V,ധരിച്ച നേടുകയുക,rengtis
1283,sich anziehen::V,ധരിച്ച നേടുകയുക,apsirengti
1284,kämmen::V,മുടിചീകുക,šukuoti
1285,schmücken::V,അലങ്കരിക്കുക,puošti
1286,schmücken::V,അലങ്കരിക്കുക,dabinti
1287,schmücken::V,അലങ്കരിക്കുക,gražinti
1288,sagen::V,പറയുക,tarti
1289,sprechen::V,സംസാരിക്കുക,kalbėti
1290,reden::V,സംസാരിക്കുക,šnekėti
1291,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,kalbėtis
1292,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,šnekučiuotis
1293,fragen::V,ചോദിക്കുക,klausti
1294,bitten::V,അപേക്ഷിക്കുക,prašyti
1295,erzählen::V,പറയുക,pasakoti
1296,mitteilen::V,അറിയിക്കുക,skelbti
1297,mitteilen::V,അറിയിക്കുക,pranešti
1298,nennen::V,പേരിടുക,vadinti
1299,nennen::V,പേരിടുക,vardyti
1300,rufen::V,വിളിക്കുക,šaukti
1301,rufen::V,വിളിക്കുക,kviesti
1302,prahlen::V,പൊങ്ങച്ചം പറയുക,girtis
1303,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,versti
1304,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,išversti
1305,denken::V,ചിന്തിക്കുക,galvoti
1306,glauben::V,വിശ്വസിക്കുക,manyti
1307,glauben::V,വിശ്വസിക്കുക,tikėti
1308,bemerken::V,ശ്രദ്ധിക്കുക,pamatyti
1309,bemerken::V,ശ്രദ്ധിക്കുക,pastebėti
1310,erkennen::V,തിരിചറിയുക,pažinti
1311,erkennen::V,തിരിചറിയുക,atpažinti
1312,begreifen::V,കൈപ്പിടിയിലാക്കുക,suvokti
1313,verstehen::V,മനസ്സിലാക്കുക,suprasti
1314,lernen::V,പഠിക്കുക,mokytis
1315,wissen::V,അറിയുക,žinoti
1316,sich erinnern an::V,ഓർമിക്കുക,prisiminti
1317,vergessen::V,മറക്കുക,užmiršti
1318,messen::V,അളക്കുക,matuoti
1319,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,skaičiuoti
1320,rechnen::V,ഗണിക്കുക,skaičiuoti
1321,lesen::V,വായിക്കുക,skaityti
1322,malen::V,ചിത്രം വരയ്ക്കുക,tapyti
1323,zeichnen::V,വരയ്ക്കുക,piešti
1324,zeichnen::V,വരയ്ക്കുക,žymėti
1325,zeichnen::V,വരയ്ക്കുക,braižyti
1326,schreiben::V,എഴുതുക,rašyti
1327,besitzen::V,സ്വന്തമാക്കുക,turėti
1328,kaufen::V,വാങ്ങുക,pirkti
1329,verkaufen::V,വിൽക്കുക,parduoti
1330,bezahlen::V,പരിഹാരം ചെയ്യുക,apmokėti
1331,zahlen::V,പണം അടയ്ക്കുക,mokėti
1332,beherrschen::V,ഭരിക്കുക,valdyti
1333,ertragen::V,താങ്ങുക,kę̃sti
1334,ertragen::V,താങ്ങുക,pakelti
1335,ertragen::V,താങ്ങുക,iškę̃sti
