,Concept_ID,myv,ko
827,sinken::V,явамс,가라앉다
828,abnehmen::V,киремемс,떼어내다
829,zunehmen::V,ламолгадомс,증가하다
830,zunehmen::V,раштамс,증가하다
831,steigen::V,куземс,상승하다
832,steigen::V,кепсевемс,상승하다
833,wachsen::V,касомс,생기하다
834,glänzen::V,цитнемс,뛰오나다
835,funkeln::V,пиндолдомс,불티가잍어나다
836,funkeln::V,цивтёрдомс,불티가잍어나다
837,lärmen::V,шалномс,떠들다
838,läuten::V,гайгезевемс,울시다
839,klingeln::V,чавомс баягас,초닌총을울리다
840,klirren::V,калдордомс,탁탁울리다
841,klirren::V,кальцяемс,탁탁울리다
842,brausen::V,лакамс,쏴쏴소리내다
843,rauschen::V,лажномс,솨솨
844,klingen::V,гайгемс,반향하다
845,bellen::V,онгомс,짖다
846,heulen::V,урномс,포효하다
847,blasen::V,пувамс,불다
848,pfeifen::V,вешкемс,피리를불다
849,schreien::V,пижнемс,절규하다
850,stöhnen::V,кувсемс,신음하다
851,zittern::V,тарномс,저뉼하다
852,leben::V,эрямс,살다
853,geboren werden::V,чачомс,태어난
854,atmen::V,лексемс,숨쉬다
855,trinken::V,симемс,마시다
856,essen::V,ярсамс,먹다
857,schlucken::V,нилемс,들이켜다
858,schlucken::V,порнемс,들이켜다
859,müde werden::V,сиземс,
860,einschlafen::V,матедевемс,잠들다
861,schlafen::V,удомс,자다
862,aufwachen::V,сыргоземс,눈트다
863,aufstehen::V,стямс,서다
864,sich erholen::V,оймсемс,회복하다
865,krank werden::V,сэредезевемс,
866,krank sein::V,сэредемс,
867,schmerzen::V,сэредемс,아프다
868,husten::V,козомс,잔기침하다
869,genesen::V,пичкамс,낫다
870,sterben::V,куломс,죽다
871,umkommen::V,чавовомс,못쓰게되다
872,umkommen::V,ёмамс,못쓰게되다
873,sich bewegen::V,шаштомс,움직이다
874,sich rühren::V,сыргамс,움직이다
875,sich erheben::V,куземс,이러서다
876,sich setzen::V,озамс,앉히다
877,hinfallen::V,прамс,넘어지다
878,hinfallen::V,сяворемс,넘어지다
879,laufen::V,якамс,걷다
880,schreiten::V,эскелямс,보행하다
881,schreiten::V,молемс,보행하다
882,spazierengehen::V,якамс,산보하다
883,eilen::V,эрзкалемс,서둘다
884,eilen::V,капшамс,서둘다
885,sich beeilen::V,капшамс,서둘게하다
886,sausen::V,ливтямс,서들러 떠나다
887,rennen::V,чийнемс,달리다
888,rennen::V,ардтнемс,달리다
889,springen::V,кирнявтнемс,도약하다
890,klettern::V,куземс,갑겨오르다
891,schaukeln::V,нурямс,흔들리게하다
892,kriechen::V,ёзмолдомс,기다
893,schwimmen::V,уемс,헤엄치다
894,tauchen::V,чопавтомс,잠기다
895,tauchen::V,чопавтнемс,잠기다
896,rudern::V,миледемс,물을헤치다
897,fahren::V,ардомс,가다
898,fahren::V,ардомс,나르다
899,fliegen::V,ливтямс,날다
900,gehen::V,туемс,가다
901,gehen::V,молемс,가다
902,weggehen::V,туемс,팔리다
903,abfahren::V,туемс,출발하다
904,anhalten::V,лоткамс,멈추다
905,hineingehen::V,совамс,(그리로)가다
906,eintreten::V,совамс,들러가다
907,eintreten::V,эскельдямс,들러가다
908,kommen::V,самс,오다
909,ankommen::V,самс,고챀하다
910,ankommen::V,пачкодемс,고챀하다
911,zurückkommen::V,велявтомс,보기
912,bleiben::V,кадовомс,체류
913,warten::V,учомс,기다리다
914,erwarten::V,учомс,기대하다
915,suchen::V,вешнемс,찾다
916,suchen::V,вешнемс,구하다
917,finden::V,муемс,찾아내다
918,versuchen::V,варштамс,시험하다
919,vorbereiten::V,анокстамс,재비하다
920,lieben::V,вечкемс,사랑하다
921,mögen::V,вечкемс,줗아하다
922,lachen::V,пейдемс,웃다
923,rühren::V,токамс седейс,건드리다
924,weinen::V,авардемс,울다
925,schimpfen::V,сёвномс,꾸짖다
926,sich ärgern::V,кежиявтнемс,화를내게 하다
927,sich fürchten::V,пелемс,두려원하다
928,fürchten::V,пелемс,두려원하다
929,fliehen::V,оргодемс,도망치다
930,flüchten::V,ворьгодемс,도주하다
931,flüchten::V,чадомс,도주하다
932,sehen::V,неемс,보다
933,anschauen::V,ваномс,바라보다
934,ansehen::V,ваномс,바라보다
935,hören::V,марямс,듣다
936,zuhören::V,кунсоломс,듣다
937,probieren::V,варшамс,시식하다
938,riechen::V,никсемс,내새를맡다
939,fühlen::V,марямс,느끼다
940,scheinen::V,марявомс,...것같다
941,zu sehen sein::V,неявомс,보이는
942,vernehmen::V,марямс,듣다
943,vernehmen::V,марямс,들어서일다
944,frieren::V,кельмемс,춥다
945,tun::V,теемс,하다
946,können::V,маштомс,할주릴다
947,wollen::V,бажамс,바라다
948,anfangen::V,кармамс,시작하다
949,beenden::V,прядомс,다하다
950,aufhören::V,лоткамс,그만두다
951,gelingen::V,удаламс,성국하다
952,geraten::V,лисемс,잘되어가다
953,öffnen::V,панжомс,열다
954,schließen::V,пекстамс,추측하다
955,schließen::V,сёлгомс,추측하다
956,schließen::V,конямс,추측하다
957,stellen::V,аравтомс,세우다
958,setzen::V,ойсевтемс,놓다
959,setzen::V,озавтнемс,놓다
960,legen::V,путомс,눕히다
961,berühren::V,токамс,대다
962,verbinden::V,содомс,옝열하다
963,bedecken::V,вельтямс,덮다
964,aufhängen::V,понгавтомс,매달다
965,anzünden::V,кирвастемс,점화하다
966,aufheben::V,кепедемс,위로올리다
967,zurücklassen::V,кадомс,튀에남기다
968,verlieren::V,ёмавтомс,잃다
969,fallen lassen::V,правтомс,떨어뜨리다
970,machen::V,теемс,하다
971,herstellen::V,анокстамс,제조하다
972,bauen::V,путомс,짓다
973,reparieren::V,витемс,수셩자다
974,verbessern::V,паролгавтомс,정정하다
975,verbessern::V,вадрялгавтомс,정정하다
976,ändern::V,полавтомс,바꾸다
977,graben::V,чувомс,파다
978,graben::V,таргамс,파다
979,beugen::V,мендемс,구부리다
980,biegen::V,комавтомс,굽히다
981,drehen::V,чаравтомс,회전
982,drehen::V,велявтнемс,회전
983,wenden::V,велявтомс,회전시키다
984,umdrehen::V,велявтомс,회전시키다
985,heben::V,кепедемс,일으아키다
986,hochheben::V,кепедемс,틀어올리다
987,ergreifen::V,кундамс,잡다
988,halten::V,кирдемс,잡다
989,drücken::V,нуемс,누르다
990,schieben::V,шаштомс,밀다
991,kratzen::V,ангордамс,긁다
992,lecken::V,нолсемс,핥다
993,beißen::V,сускомс,물다
994,abreißen::V,сеземс,
995,abschneiden::V,печкемс,귾어내다
996,binden::V,кодамс,매다
997,binden::V,сюлмамс,매다
998,stecken::V,сялгомс,찌르다
999,brechen::V,синдемс,금
1000,brechen::V,калавтомс,금
1001,klopfen::V,калтаямс,치다
1002,hauen::V,чавомс,때리다
1003,kleben::V,педявтнемс,들러붙다
1004,reiben::V,ёзамс,문지르다
1005,streichen::V,вадемс,쓰다듬다
1006,schleifen::V,човамс,갈다
1007,schneiden::V,керямс,베다
1008,rütteln::V,чукамс,흔들다
1009,rütteln::V,лыкавтомс,흔들다
1010,schütteln::V,чукамс,흔들다
1011,schwenken::V,яхолемс,흔들다
1012,schütten::V,каямс,따르다
1013,füllen::V,пештямс,담다
1014,einwickeln::V,тапарямс,싸다
1015,tragen::V,кандомс,지우다
1016,schleppen::V,ускомс,끌다
1017,ziehen::V,ускомс,당기다
1018,aufbewahren::V,ванстомс,간직하다
1019,werfen::V,ёртомс,던지다
1020,fangen::V,кундамс,밥다
1021,packen::V,кундамс,쥐다
1022,verstecken::V,кекшемс,숨기다
1023,teilen::V,явомс,나누다
1024,schicken::V,кучомс,보내다
1025,bringen::V,кандомс,가겨
1026,hinzufügen::V,путомс,부가하다
1027,hinzufügen::V,максомс,부가하다
1028,bekommen::V,саемс,얻다
1029,erhalten::V,саемс,지니다
1030,nehmen::V,саемс,잡다
1031,wählen::V,кочкамс,선거하다
1032,auswählen::V,кочкамс,선출하다
1033,bewahren::V,ванстомс,저장보종
1034,behindern::V,кирдемс,훼방하다
1035,verderben::V,коламс,못쓰게 되다
1036,beschädigen::V,теемс зыян,상하게하다
1037,zerbrechen::V,коламс,깨뜨리다
1038,zerreißen::V,сеземс,잡아쫓다
1039,zerstören::V,калавтомс,파괴하다
1040,verbrennen::V,пултамс,소실하다
1041,geben::V,максомс,주다
1042,reichen::V,максомс,내일다
1043,schenken::V,каземс,주다
1044,versprechen::V,алтамс,약속하다
1045,wünschen::V,арсемс,바라다
1046,loben::V,шнамс,칭찬하다
1047,küssen::V,палсемс,키스하다
1048,wiegen::V,нурсемс,어르다
1049,zudecken::V,тавадомс,뚜꺼을하다
1050,zudecken::V,вельтямс,뚜꺼을하다
1051,wecken::V,стявтомс,깨우다
1052,zeigen::V,невтемс,보이다
1053,führen::V,ветямс,가게하다
1054,lehren::V,тонавтомс,가르치다
1055,unterrichten::V,тонавтомс,가르지다
1056,aufziehen::V,трямс,사육하다
1057,aufziehen::V,кастомс,사육하다
1058,leiten::V,ветямс,이끌다
1059,leiten::V,азоркстамс,이끌다
1060,antreiben::V,ветямс,몰다
1061,lassen::V,кармавтомс,내버려두다
1062,einladen::V,тердемс,초청하다
1063,vereinigen::V,вейсэндямс,하나로하다
1064,vereinigen::V,вейс путомс,하나로하다
1065,vereinigen::V,вейс пурнамс,하나로하다
1066,besuchen::V,варштамс,방문하다
1067,treffen::V,вастомс,만나다
1068,sich versammeln::V,промокшномс,조립하다
1069,spielen::V,налксемс,눌다
1070,singen::V,морамс,노래하다
1071,tanzen::V,киштемс,춤추하다
1072,sich trennen::V,явомс,가르다
1073,verlassen::V,кадомс,버림받은
1074,retten::V,идемс,구조하다
1075,bewachen::V,ванстомс,치키다
1076,schützen::V,аштемс,보호하다
1077,verteidigen::V,ваномс,막다
1078,sich schlagen::V,тюремс,치다
1079,schießen::V,ледемс,쏘다
1080,siegen::V,изнямс,이기다
1081,ärgern::V,кежейгавтомс,성을내게하다
1082,schlagen::V,токамс,치다
1083,treten::V,тапамс,디디다
1084,stechen::V,пупамс,찌르다
1085,stoßen::V,тулкадемс,찌르다
1086,stehlen::V,саламс,훔치다
1087,stören::V,пирямс ки,움직이다
1088,belästigen::V,а максомс,괴롭히다
1089,belästigen::V,а кадомс оймамо,괴롭히다
1090,verbergen::V,сёпомс,숨기다
1091,verbergen::V,кекшемс,숨기다
1092,täuschen::V,манямс,속이다
1093,betrügen::V,манчемс,속이다
1094,töten::V,чавномс,죽이다
1095,töten::V,маштнемс,죽이다
1096,wohnen::V,эрямс,실다
1097,arbeiten::V,важодемс,일하다
1098,sammeln::V,пурнамс,모으다
1099,pflücken::V,ноцковтнемс,꿔다
1100,jagen::V,кундамс,사냥하다
1101,fischen::V,калонь кундамс,고기를잡다
1102,fassen::V,кундамс,움켜쥐다
1103,hüten::V,ваномс,망보다
1104,treiben::V,панемс,몰아세우다
1105,anbinden::V,сюлмамс,묶다
1106,füttern::V,андомс,사료를주다
1107,melken::V,потявтомс,젖을짜다
1108,hacken::V,лазномс,자르다
1109,gießen::V,валомс,물을대다
1110,reifen::V,кенеремс,성숙하다
1111,zubereiten::V,анокстамс,조제하다
1112,kochen::V,пидемс,요리하다
1113,backen::V,пидемс,쿱다
1114,braten::V,пуштамс,굽다
1115,umrühren::V,човорямс,교반하다
1116,stricken::V,кодамс,뜨개질하다
1117,nähen::V,стамс,꿰매다
1118,färben::V,артомс,채색하다
1119,reinigen::V,урядамс,청소하다
1120,waschen::V,муськемс,씻다
1121,abwischen::V,нардамс,닦다
1122,spülen::V,ёрвалдомс,씻다
1123,fegen::V,тенсемс,소체하다
1124,kehren::V,тенсемс,청소하다
1125,baden::V,экшелямс,감다
1126,sich waschen::V,шлямс,모믈 씻다
1127,ausziehen::V,кайсевтемс,벗다
1128,anziehen::V,оршамс,끌어움직이다
1129,sich anziehen::V,оршамс,
1130,kämmen::V,судрямс,빗다
1131,schmücken::V,мазылгавтомс,치레하다
1132,schmücken::V,наряжамс,치레하다
1133,sagen::V,меремс,말하다
1134,sprechen::V,кортамс,말하다
1135,reden::V,кортамс,이야기하다
1136,sich unterhalten::V,кортнемс,
1137,fragen::V,кевкстемс,질문하다
1138,bitten::V,вешемс,원하다
1139,erzählen::V,ёвтнемс,이야기하다
1140,mitteilen::V,ёвтамс,이야기하다
1141,nennen::V,лемдемс,부르다
1142,nennen::V,путомс лем,부르다
1143,rufen::V,тердемс,불러내다
1144,rufen::V,серьгедемс,불러내다
1145,prahlen::V,шнамс пря,자랑하다
1146,übersetzen::V,ютавтомс,번역하다
1147,denken::V,арсемс,생각하다
1148,glauben::V,кемемс,믿다
1149,bemerken::V,неемс,인자하다
1150,erkennen::V,содамс,인식하다
1151,begreifen::V,пачкодемс,파악하다
1152,verstehen::V,чарькодемс,이해하다
1153,lernen::V,тонавтнемс,배우다
1154,wissen::V,содамс,알다
1155,sich erinnern an::V,ледстямс,상기하다
1156,vergessen::V,стувтомс,잊다
1157,messen::V,онкстнемс,측정하다
1158,zählen::V,ловомс,세다
1159,rechnen::V,ловомс,게산하다
1160,lesen::V,ловномс,읽다
1161,malen::V,рисовамс,그리다
1162,zeichnen::V,рисовамс,소묘하다
1163,schreiben::V,сёрмадомс,쓰다
1164,besitzen::V,улемс,소유하다
1165,besitzen::V,улемс азорокс,소유하다
1166,kaufen::V,рамамс,사다
1167,verkaufen::V,миемс,팔다
1168,bezahlen::V,пандомс,지불하다
1169,zahlen::V,пандомс,치르다
1170,beherrschen::V,азоркстамс,지배하다
1171,ertragen::V,кирдемс,참다
