,Concept_ID,udm,en
848,stöhnen::V,ӝуштыны,groan
849,zittern::V,дырекъяны,tremble
850,zittern::V,куалекъяны,tremble
851,leben::V,улыны,be alive
852,geboren werden::V,вордӥськыны,be born
853,atmen::V,шоканы,breathe
854,trinken::V,юыны,drink
855,essen::V,сиыны,eat
856,schlucken::V,ньылыны,swallow
857,müde werden::V,жадьыны,get tired
858,einschlafen::V,умме усьыны,fall asleep
859,schlafen::V,кӧлыны,sleep
860,aufwachen::V,сайканы,wake up
861,aufstehen::V,султыны,get up
862,sich erholen::V,шутэтскыны,relax
863,krank werden::V,висьыны,fall ill
864,krank sein::V,висьыны,be ill
865,schmerzen::V,висьыны,ache
866,husten::V,кызыны,cough
867,genesen::V,юнматскыны,recover
868,genesen::V,бурмытскылыны,recover
869,sterben::V,кулыны,die
870,umkommen::V,бырыны,perish
871,sich bewegen::V,вырыны,move
872,sich rühren::V,вырӟыны,budge
873,sich rühren::V,вырӟылыны,budge
874,sich erheben::V,султыны,stand up
875,sich setzen::V,пуксьыны,sit down
876,hinfallen::V,усьыны,tumble
877,laufen::V,мыныны,walk
878,schreiten::V,вамышъяны,pace
879,spazierengehen::V,мыныны,go for a walk
880,spazierengehen::V,ветлыны,go for a walk
881,eilen::V,дыртыны,rush
882,sich beeilen::V,дыртыны,hurry
883,sausen::V,туж ӝог мыныны,dash
884,rennen::V,бызьылыны,run
885,springen::V,тэтчаны,jump
886,klettern::V,тубаны,climb
887,schaukeln::V,лэйканы,seesaw
888,schaukeln::V,шонаськыны,seesaw
889,kriechen::V,нюж ветлыны,creep
890,schwimmen::V,уяны,swim
891,tauchen::V,зумылыны,dive
892,rudern::V,полсаны,row
893,fahren::V,ветлыны,drive
894,fliegen::V,лобаны,fly
895,gehen::V,мыныны,go
896,weggehen::V,кошкыны,go away
897,abfahren::V,кошкыны,depart
898,anhalten::V,дугдыны,stop
899,hineingehen::V,пырыны,go in
900,eintreten::V,пырыны,enter
901,kommen::V,вуыны,come
902,kommen::V,лыктыны,come
903,ankommen::V,вуыны,arrive
904,zurückkommen::V,берытскыны,come back
905,bleiben::V,кыльыны,stay
906,warten::V,витьыны,wait
907,erwarten::V,витьыны,wait for
908,erwarten::V,возьманы,wait for
909,suchen::V,утчаны,seek
910,suchen::V,утчаны,look for
911,finden::V,шедьтыны,find
912,versuchen::V,турттыны,try
913,vorbereiten::V,дасяны,prepare
914,lieben::V,гажаны,love
915,mögen::V,яратыны,like
916,lachen::V,серекъяны,laugh
917,rühren::V,сюлме йӧтыны,move
918,weinen::V,бӧрдыны,weep
919,schimpfen::V,даллашыны,grumble
920,sich ärgern::V,лекъяськыны,be annoyed
921,sich fürchten::V,кышканы,be afraid
922,sich fürchten::V,курданы,be afraid
923,fürchten::V,курданы,be afraid of
924,fürchten::V,кышканы,be afraid of
925,fliehen::V,пегӟыны,flee
926,flüchten::V,пегӟыны,escape
927,sehen::V,адӟыны,see
928,anschauen::V,учкыны,look at
929,ansehen::V,учкыны,watch
930,hören::V,кылыны,hear
931,zuhören::V,кылзыны,listen
932,probieren::V,веръяны,taste
933,riechen::V,зынъяны,smell
934,fühlen::V,шӧдыны,feel
935,scheinen::V,адскыны,seem
936,zu sehen sein::V,адӟиськыны,show
937,vernehmen::V,кылыны,hear
938,frieren::V,кынмыны,be cold
939,tun::V,карыны,do
940,können::V,быгатыны,can
941,wollen::V,потыны,want
942,anfangen::V,кутскыны,start
943,beenden::V,быдтыны,finish
944,beenden::V,быдэстыны,finish
945,aufhören::V,дугдыны,stop
946,gelingen::V,быгатыны,succeed
947,gelingen::V,луыны,succeed
948,geraten::V,лэсяны,turn out
949,öffnen::V,усьтыны,open
950,schließen::V,пытсаны,close
951,stellen::V,пуктыны,put
952,setzen::V,пуктыны,place
953,legen::V,поныны,lay
954,berühren::V,исаны,touch
955,verbinden::V,герӟаны,connect
956,bedecken::V,пытсаны,cover
957,aufhängen::V,ошыны,hang up
958,anzünden::V,ӝуатыны,light
959,aufheben::V,ӝутыны,pick up
960,zurücklassen::V,кельтыны,leave
961,verlieren::V,ыштыны,lose
962,fallen lassen::V,уськытыны,drop
963,machen::V,лэсьтыны,make
964,herstellen::V,лэсьтыны,produce
965,bauen::V,пуктыны,build
966,reparieren::V,тупатыны,mend
967,verbessern::V,умоятыны,improve
968,ändern::V,воштыны,alter
969,graben::V,копаны,dig
970,beugen::V,губыртыны,bow
971,biegen::V,куасаны,bend
972,drehen::V,бергатыны,spin
973,wenden::V,берыктыны,turn
974,umdrehen::V,берыктыны,turn around
975,heben::V,ӝутыны,raise
976,hochheben::V,ӝутъяны,lift
977,ergreifen::V,кутыны,seize
978,ergreifen::V,кырмыны,seize
979,halten::V,возьыны,hold
980,drücken::V,зӥбыны,press
981,drücken::V,пачкатыны,press
982,schieben::V,донганы,push
983,kratzen::V,вуштыны,scrape
984,lecken::V,нюлыны,lick
985,beißen::V,куртчыны,bite
986,abreißen::V,ишкалтыны,tear off
987,abschneiden::V,шорыны,cut off
988,abschneiden::V,вандыны,cut off
989,binden::V,керттыны,tie
990,stecken::V,мертчытыны,stick
991,brechen::V,тӥяны,break
992,klopfen::V,йыганы,knock
993,klopfen::V,шарккетыны,knock
994,hauen::V,жугыны,hit
995,hauen::V,тышканы,hit
996,kleben::V,лякыны,glue
997,reiben::V,зыраны,rub
998,reiben::V,вуштыны,rub
999,streichen::V,зыраны,spread
1000,schleifen::V,шерыны,grind
1001,schneiden::V,вандыны,cut
1002,rütteln::V,зуркатыны,jolt
1003,schütteln::V,куалекъятыны,shake
1004,schwenken::V,шонаны,swing
1005,schütten::V,лэзьыны,pour
1006,füllen::V,тырмытыны,fill
1007,einwickeln::V,биньыны,wrap
1008,tragen::V,нуыны,carry
1009,schleppen::V,кыскыны,drag
1010,ziehen::V,кыскыны,pull
1011,aufbewahren::V,возьыны,keep
1012,werfen::V,куяны,throw
1013,werfen::V,лэзяны,throw
1014,fangen::V,кутыны,catch
1015,packen::V,кутыны,grab
1016,packen::V,кырмыны,grab
1017,verstecken::V,ватыны,hide
1018,teilen::V,люкыны,divide
1019,schicken::V,ыстыны,send
1020,bringen::V,вайыны,bring
1021,hinzufügen::V,ватсаны,add
1022,bekommen::V,басьтыны,get
1023,erhalten::V,басьтыны,receive
1024,nehmen::V,кутыны,take
1025,nehmen::V,басьтыны,take
1026,wählen::V,бырйыны,choose
1027,auswählen::V,бырйыны,select
1028,bewahren::V,возьыны,preserve
1029,behindern::V,могӟытыны,hinder
1030,verderben::V,сӧрыны,spoil
1031,beschädigen::V,урод лэсьтыны,damage
1032,zerbrechen::V,сӧрыны,break
1033,zerreißen::V,кесяны,tear
1034,zerstören::V,куашкатыны,destroy
1035,verbrennen::V,сутыны,burn
1036,geben::V,сётыны,give
1037,reichen::V,сётыны,hand
1038,schenken::V,кузьманы,give
1039,versprechen::V,кыл сётыны,promise
1040,wünschen::V,сӥзьыны,wish
1041,loben::V,ушъяны,praise
1042,küssen::V,чупаны,kiss
1043,wiegen::V,веттаны,rock
1044,wiegen::V,лэйкатыны,rock
1045,zudecken::V,шобыртыны,cover
1046,wecken::V,сайкатыны,wake
1047,zeigen::V,возьматыны,show
1048,führen::V,нуыны,guide
1049,lehren::V,дышетыны,teach
1050,unterrichten::V,дышетыны,instruct
1051,aufziehen::V,будэтыны,bring up
1052,leiten::V,кивалтыны,lead
1053,antreiben::V,дыртытыны,urge
1054,lassen::V,-ытыны,let
1055,einladen::V,ӧтьыны,invite
1056,vereinigen::V,огазеяны,unite
1057,besuchen::V,адӟыськыны,visit
1058,treffen::V,пумитаны,meet
1059,sich versammeln::V,люкаськыны,assemble
1060,spielen::V,шудыны,play
1061,singen::V,кырӟаны,sing
1062,tanzen::V,эктыны,dance
1063,sich trennen::V,люкиськыны,separate
1064,verlassen::V,куштыны,leave
1065,retten::V,утьыны,rescue
1066,bewachen::V,возьманы,guard
1067,schützen::V,утялтыны,protect
1068,verteidigen::V,возьманы,defend
1069,sich schlagen::V,жугиськыны,brawl
1070,schießen::V,ыбылӥськны,shoot
1071,siegen::V,вормыны,win
1072,ärgern::V,вожпоттыны,annoy
1073,schlagen::V,жуккыны,beat
1074,treten::V,лёганы,kick
1075,stechen::V,бышкалтыны,sting
1076,stoßen::V,донгыны,shove
1077,stehlen::V,вораны,steal
1078,stehlen::V,лушканы,steal
1079,stören::V,люкетыны,disturb
1080,belästigen::V,акыльтыны,bother
1081,belästigen::V,вукылмыны,bother
1082,verbergen::V,ватыны,conceal
1083,täuschen::V,алданы,deceive
1084,betrügen::V,пӧяны,cheat
1085,töten::V,виыны,kill
1086,wohnen::V,улыны,dwell
1087,arbeiten::V,ужаны,work
1088,sammeln::V,бичаны,gather
1089,pflücken::V,ишкыны,pick
1090,jagen::V,пӧйшураны,hunt
1091,fischen::V,чорыганы,fish
1092,fassen::V,кутыны,catch
1093,hüten::V,возьманы,herd
1094,treiben::V,улляны,drive
1095,anbinden::V,думыны,tie up
1096,füttern::V,сюдыны,feed
1097,melken::V,кыскыны,milk
1098,hacken::V,кораны,chop
1099,gießen::V,киськаны,water
1100,reifen::V,вуыны,ripen
1101,reifen::V,кисьманы,ripen
1102,zubereiten::V,лесьтыны,cook
1103,kochen::V,пӧзьтыны,boil
1104,backen::V,пыжыны,bake
1105,braten::V,пыжыны,fry
1106,umrühren::V,сураны,stir
1107,stricken::V,керттыны,knit
1108,nähen::V,вурыны,sew
1109,färben::V,буяны,dye
1110,reinigen::V,сузяны,clean
1111,waschen::V,мисьтаськыны,wash
1112,abwischen::V,ӵушылыны,wipe
1113,spülen::V,гылъяны,rinse
1114,fegen::V,ӵужыны,sweep
1115,kehren::V,ӵужыны,sweep
1116,baden::V,пыласькыны,bath
1117,sich waschen::V,пыласькыны,wash
1118,ausziehen::V,кыльыны,take off
1119,anziehen::V,дӥсяны,put on
1120,sich anziehen::V,дӥсьяськыны,get dressed
1121,kämmen::V,сынаны,comb
1122,schmücken::V,чеберъяны,decorate
1123,sagen::V,шуыны,say
1124,sagen::V,вераны,say
1125,sprechen::V,вераськыны,speak
1126,reden::V,вераськыны,talk
1127,sich unterhalten::V,вераськыны,chat
1128,fragen::V,юаны,ask
1129,bitten::V,курыны,request
1130,erzählen::V,вераны,tell
1131,erzählen::V,мадьыны,tell
1132,mitteilen::V,ивортыны,convey
1133,nennen::V,шуыны,name
1134,rufen::V,ӧтьыны,call
1135,prahlen::V,ушъяськыны,brag
1136,übersetzen::V,берыктыны,translate
1137,denken::V,малпаны,think
1138,glauben::V,оскыны,believe
1139,bemerken::V,адӟыны,notice
1140,erkennen::V,тодыны,recognize
1141,begreifen::V,валаны,grasp
1142,verstehen::V,валаны,understand
1143,lernen::V,дышетскыны,learn
1144,wissen::V,тодыны,know
1145,sich erinnern an::V,тодэ вайыны,remember
1146,vergessen::V,вунэтыны,forget
1147,messen::V,мертаны,measure
1148,zählen::V,лыдъяны,count
1149,rechnen::V,лыдъяны,calculate
1150,lesen::V,лыдӟыны,read
1151,malen::V,суреданы,paint
1152,zeichnen::V,суреданы,draw
1153,schreiben::V,гожъяны,write
1154,besitzen::V,луыны,own
1155,kaufen::V,басьтыны,buy
1156,verkaufen::V,вузаны,sell
1157,bezahlen::V,тырыны,pay for
1158,zahlen::V,тырыны,pay
1159,beherrschen::V,кузёяськыны,rule
1160,ertragen::V,чиданы,endure
