,Concept_ID,en,be
863,weinen::V,weep,плакаць
864,schimpfen::V,grumble,лаяцца
865,sich ärgern::V,be annoyed,сердаваць
866,sich fürchten::V,be afraid,баяцца
867,fürchten::V,be afraid of,баяцца
868,fliehen::V,flee,уцякаць
869,flüchten::V,escape,уцячы
870,sehen::V,see,бачыць
871,anschauen::V,look at,паглядзець
872,ansehen::V,watch,глядзець
873,hören::V,hear,чуць
874,zuhören::V,listen,слухаць
875,probieren::V,taste,каштаваць
876,riechen::V,smell,нюхаць
877,fühlen::V,feel,адчуваць
878,scheinen::V,seem,здавацца
879,zu sehen sein::V,show,віднецца
880,vernehmen::V,hear,пачуць
881,frieren::V,be cold,мёрзнуць
882,tun::V,do,рабіць
883,können::V,can,умець
884,wollen::V,want,хацець
885,anfangen::V,start,пачаць
886,beenden::V,finish,закончыць
887,aufhören::V,stop,перастаць
888,gelingen::V,succeed,удацца
889,geraten::V,turn out,аказацца
890,öffnen::V,open,адчыніць
891,schließen::V,close,зачыніць
892,stellen::V,put,паставіць
893,setzen::V,place,пасадзіць
894,legen::V,lay,класці
895,berühren::V,touch,чапаць
896,verbinden::V,connect,звязаць
897,bedecken::V,cover,накрыць
898,aufhängen::V,hang up,павесіць
899,anzünden::V,light,запаліць
900,aufheben::V,pick up,падняць
901,zurücklassen::V,leave,пакінуць
902,verlieren::V,lose,згубіць
903,fallen lassen::V,drop,упусціць
904,machen::V,make,зрабіць
905,herstellen::V,produce,вырабіць
906,bauen::V,build,будаваць
907,reparieren::V,mend,правіць
908,verbessern::V,improve,палепшыць
909,ändern::V,alter,змяніць
910,graben::V,dig,капаць
911,beugen::V,bow,сагнуць
912,biegen::V,bend,пагнуць
913,drehen::V,spin,вярцець
914,wenden::V,turn,павярнуць
915,umdrehen::V,turn around,перавярнуць
916,heben::V,raise,падымаць
917,hochheben::V,lift,падняць
918,ergreifen::V,seize,схапіць
919,ergreifen::V,seize,схваціць
920,halten::V,hold,трымаць
921,drücken::V,press,націскаць
922,schieben::V,push,пхаць
923,schieben::V,push,штурхаць
924,kratzen::V,scrape,скрэбці
925,lecken::V,lick,лізаць
926,beißen::V,bite,кусаць
927,abreißen::V,tear off,адарваць
928,abschneiden::V,cut off,адрэзаць
929,binden::V,tie,вязаць
930,stecken::V,stick,уваткнуць
931,brechen::V,break,зламаць
932,klopfen::V,knock,стукаць
933,hauen::V,hit,біць
934,kleben::V,glue,клеіць
935,reiben::V,rub,церці
936,streichen::V,spread,намазаць
937,schleifen::V,grind,тачыць
938,schneiden::V,cut,рэзаць
939,rütteln::V,jolt,хістаць
940,schütteln::V,shake,трэсці
941,schwenken::V,swing,махаць
942,schütten::V,pour,наліць
943,füllen::V,fill,напоўніць
944,einwickeln::V,wrap,загарнуць
945,tragen::V,carry,несці
946,schleppen::V,drag,цягнуць
947,ziehen::V,pull,цягнуць
948,aufbewahren::V,keep,захоўваць
949,werfen::V,throw,кідаць
950,fangen::V,catch,лавіць
951,packen::V,grab,схапіць
952,packen::V,grab,схваціць
953,verstecken::V,hide,схаваць
954,teilen::V,divide,раздзяліць
955,schicken::V,send,пасылаць
956,bringen::V,bring,прынесці
957,hinzufügen::V,add,дабавіць
958,bekommen::V,get,дастаць
959,erhalten::V,receive,атрымаць
960,nehmen::V,take,ўзяць
961,wählen::V,choose,выбраць
962,auswählen::V,select,адабраць
963,bewahren::V,preserve,захаваць
964,behindern::V,hinder,перашкаджаць
965,verderben::V,spoil,сапсаваць
966,beschädigen::V,damage,пашкодзіць
967,zerbrechen::V,break,разбіць
968,zerreißen::V,tear,разадраць
969,zerstören::V,destroy,разбурыць
970,verbrennen::V,burn,спаліць
971,geben::V,give,даць
972,reichen::V,hand,перадаць
973,schenken::V,give,дарыць
974,versprechen::V,promise,абяцаць
975,wünschen::V,wish,жадаць
976,loben::V,praise,хваліць
977,küssen::V,kiss,цалаваць
978,wiegen::V,rock,гушкаць
979,wiegen::V,rock,калыхаць
980,zudecken::V,cover,накрыць
981,wecken::V,wake,пабудзіць
982,zeigen::V,show,паказаць
983,führen::V,guide,весці
984,lehren::V,teach,вучыць
985,unterrichten::V,instruct,выкладаць
986,aufziehen::V,bring up,выхаваць
987,leiten::V,lead,кіраваць
988,antreiben::V,urge,падганяць
989,lassen::V,let,прымусіць
990,einladen::V,invite,запрасіць
991,vereinigen::V,unite,абʼяднаць
992,besuchen::V,visit,наведаць
993,treffen::V,meet,сустрэць
994,sich versammeln::V,assemble,сабрацца
995,spielen::V,play,гуляць
996,singen::V,sing,пець
997,singen::V,sing,спяваць
998,tanzen::V,dance,танцаваць
999,sich trennen::V,separate,расстацца
1000,verlassen::V,leave,пакінуць
1001,retten::V,rescue,выратаваць
1002,bewachen::V,guard,ахоўваць
1003,schützen::V,protect,уберагаць
1004,verteidigen::V,defend,абараніць
1005,sich schlagen::V,brawl,біцца
1006,sich schlagen::V,brawl,драцца
1007,schießen::V,shoot,страляць
1008,siegen::V,win,перамагчы
1009,ärgern::V,annoy,злаваць
1010,schlagen::V,beat,ударыць
1011,treten::V,kick,штурхаць
1012,stechen::V,sting,укалоць
1013,stoßen::V,shove,папхнуць
1014,stehlen::V,steal,украсці
1015,stören::V,disturb,перашкодзіць
1016,belästigen::V,bother,дакучаць
1017,verbergen::V,conceal,скрыць
1018,verbergen::V,conceal,схаваць
1019,täuschen::V,deceive,падмануць
1020,betrügen::V,cheat,змахляваць
1021,töten::V,kill,забіць
1022,wohnen::V,dwell,жыць
1023,arbeiten::V,work,працаваць
1024,sammeln::V,gather,сабраць
1025,pflücken::V,pick,зрываць
1026,jagen::V,hunt,паляваць
1027,fischen::V,fish,рыбачыць
1028,fassen::V,catch,злавіць
1029,hüten::V,herd,пасвіць
1030,treiben::V,drive,гнаць
1031,anbinden::V,tie up,прывязаць
1032,füttern::V,feed,карміць
1033,melken::V,milk,даіць
1034,hacken::V,chop,сячы
1035,gießen::V,water,паліць
1036,reifen::V,ripen,паспець
1037,zubereiten::V,cook,зварыць
1038,zubereiten::V,cook,згатаваць
1039,kochen::V,boil,варыць
1040,backen::V,bake,пячы
1041,braten::V,fry,смажыць
1042,umrühren::V,stir,перамяшаць
1043,stricken::V,knit,вязаць
1044,nähen::V,sew,шыць
1045,färben::V,dye,пафарбаваць
1046,reinigen::V,clean,ачысціць
1047,waschen::V,wash,мыць
1048,abwischen::V,wipe,выцерці
1049,spülen::V,rinse,паласкаць
1050,fegen::V,sweep,падмятаць
1051,kehren::V,sweep,месці
1052,baden::V,bath,купацца
1053,sich waschen::V,wash,мыцца
1054,ausziehen::V,take off,зняць
1055,anziehen::V,put on,надзець
1056,sich anziehen::V,get dressed,адзецца
1057,kämmen::V,comb,прычасаць
1058,schmücken::V,decorate,аздобіць
1059,sagen::V,say,сказаць
1060,sprechen::V,speak,гаварыць
1061,reden::V,talk,размаўляць
1062,sich unterhalten::V,chat,гутарыць
1063,fragen::V,ask,спытаць
1064,bitten::V,request,прасіць
1065,erzählen::V,tell,расказаць
1066,mitteilen::V,convey,паведаміць
1067,nennen::V,name,назваць
1068,rufen::V,call,зваць
1069,prahlen::V,brag,хваліцца
1070,übersetzen::V,translate,перакласці
1071,denken::V,think,думаць
1072,glauben::V,believe,верыць
1073,bemerken::V,notice,заўважыць
1074,erkennen::V,recognize,пазнаць
1075,begreifen::V,grasp,спасцігнуць
1076,verstehen::V,understand,пачуць
1077,lernen::V,learn,вучыцца
1078,wissen::V,know,знаць
1079,sich erinnern an::V,remember,памятаць
1080,vergessen::V,forget,забыць
1081,messen::V,measure,мераць
1082,zählen::V,count,лічыць
1083,rechnen::V,calculate,лічыць
1084,lesen::V,read,чытаць
1085,malen::V,paint,маляваць
1086,zeichnen::V,draw,рысаваць
1087,schreiben::V,write,пісаць
1088,besitzen::V,own,мець
1089,kaufen::V,buy,купіць
1090,verkaufen::V,sell,прадаць
1091,bezahlen::V,pay for,заплаціць
1092,zahlen::V,pay,плаціць
1093,beherrschen::V,rule,уладаць
1094,beherrschen::V,rule,валодаць
1095,ertragen::V,endure,выцерпець
