,Concept_ID,cs,tt
298,Leute::N,lidé,халык
299,Volk::N,národ,халык
300,Arbeit::N,práce,эш
301,Arbeit::N,práce,хезмәт
302,Gast::N,host,кунак
303,Geschenk::N,dar,бүләк
304,Spiel::N,hra,уен
305,Gesellschaft::N,společnost,җәмгыять
306,Hilfe::N,pomoc,ярдәм
307,Hilfe::N,pomoc,булышлык
308,Freund::N,přítel,дус
309,Kamerad::N,kamarád,иптәш
310,Angelegenheit::N,záležitost,эш
311,Anzahl::N,počet,микъдар
312,Art::N,druh,төр
313,Stück::N,kus,кисәк
314,Stück::N,kousek,кисәк
315,Teil::N,díl,өлеш
316,Teil::N,část,өлеш
317,Hälfte::N,půl,ярым
318,Kreis::N,kruh,түгәрәк
319,Kreuz::N,kříž,хач
320,Kreuz::N,kříž,тәре
321,Linie::N,linka,сызык
322,Strich::N,čára,сызык
323,Strich::N,čárka,сызык
324,Abstand::N,vzdálenost,ара
325,Entfernung::N,vzdálenost,ераклык
326,Gegend::N,krajina,урын
327,Platz::N,prostor,бушлык
328,Ort::N,místo,урын
329,Seite::N,strana,як
330,Mitte::N,střed,урта
331,Mitte::N,prostředek,урта
332,Gegenstand::N,předmět,нәрсә
333,Sache::N,věc,нәрсә
334,Rand::N,kraj,чит
335,Rand::N,okraj,чит
336,Kante::N,hrana,кырый
337,Ecke::N,roh,почмак
338,Spitze::N,hrot,оч
339,Spitze::N,špička,оч
340,Ende::N,konec,азак
341,Loch::N,díra,тишек
342,Winkel::N,kout,почмак
343,Muster::N,vzor,парча
344,Größe::N,velikost,зурлык
345,Länge::N,délka,озынлык
346,Höhe::N,výška,биеклек
347,Gewicht::N,váha,авырлык
348,Menge::N,množství,микъдар
349,Haufen::N,kupa,өем
350,Haufen::N,hromada,өем
351,Reihe::N,řada,рәт
352,Reihe::N,řádek,рәт
353,Boot::N,člun,каек
354,Boot::N,člun,көймә
355,Ruder::N,veslo,ишкәк
356,Schlitten::N,sáně,чана
357,Ski::N,lyže,чаңгы
358,Lagerfeuer::N,táborák,костёр
359,Last::N,náklad,йөк
360,Last::N,břemeno,йөк
361,Gang::N,chůze,йөреш
362,Gang::N,chodba,йөреш
363,Schritt::N,krok,адым
364,Norden::N,sever,төньяк
365,Süden::N,jih,көньяк
366,Westen::N,západ,көнбатыш
367,Osten::N,východ,шәрык
368,Osten::N,východ,көнчыгыш
369,Holz::N,dřevo,агач
370,Brett::N,prkno,такта
371,Platte::N,deska,плитә
372,Stütze::N,opěra,таяу
373,Stange::N,tyč,колга
374,Stange::N,tyčka,колга
375,Stock::N,hůlka,таяк
376,Stab::N,hůl,таяк
377,Rohr::N,trubka,торба
378,Haus::N,dům,өй
379,Haus::N,dům,йорт
380,Heim::N,domov,гаилә
381,Heim::N,domov,нәсел
382,Ofen::N,kamna,мич
383,Fußboden::N,podlaha,идән
384,Tisch::N,stůl,өстәл
385,Stuhl::N,židle,утыргыч
386,Wiege::N,kolébka,бишек
387,Bett::N,postel,ятак
388,Bett::N,postel,урын-җир
389,Regal::N,regál,киштә
390,Regal::N,regál,шүрлек
391,Regal::N,police,киштә
392,Regal::N,police,шүрлек
393,Kiste::N,bedna,әрҗә
394,Fenster::N,okno,тәрәзә
395,Tür::N,dveře,ишек
396,Tor::N,vrata,капка
397,Zaun::N,plot,койма
398,Dach::N,střecha,түбә
399,Leiter::N,žebřík,баскыч
400,Besen::N,koště,себерке
401,Besen::N,smeták,себерке
402,Spaten::N,rýč,көрәк
403,Schaufel::N,lopata,көрәк
404,Gabel::N,vidlička,чәннечке
405,Löffel::N,lžíce,кашык
406,Messer::N,nůž,пычак
407,Nagel::N,hřebík,кадак
408,Netz::N,síť,челтәр
409,Haken::N,hák,ыргак
410,Griff::N,držadlo,тотка
411,Schloss::N,zámek,йозак
412,Bild::N,obraz,рәсем
413,Bild::N,obraz,картина
414,Figur::N,figura,сын
415,Figur::N,figura,фигура
416,Puppe::N,panenka,курчак
417,Beutel::N,pytlík,луза
418,Bündel::N,svazek,бәйләм
419,Tasche::N,taška,букча
420,Tasche::N,brašna,букча
421,Eimer::N,kýbl,чиләк
422,Eimer::N,vědro,чиләк
423,Deckel::N,víko,капкач
424,Deckel::N,příklop,капкач
425,Geschirr::N,nádobí,савыт-саба
426,Geschirr::N,nádobí,кашык-аяк
427,Sack::N,pytel,капчык
428,Tasse::N,šálek,чынаяк
429,Topf::N,hrnec,чүлмәк
430,Kessel::N,kotel,казан
431,Essen::N,jídlo,ашау
432,Nahrung::N,strava,азык
433,Nahrung::N,strava,тәгам
434,Nahrung::N,strava,ашамлык
435,Nahrung::N,potrava,азык
436,Nahrung::N,potrava,тәгам
437,Nahrung::N,potrava,ашамлык
438,Speise::N,jídlo,ризык
439,Fleisch::N,maso,ит
440,Getreide::N,obilí,ашлык
441,Brei::N,kaše,ботка
442,Brot::N,chléb,ипи
443,Brot::N,chléb,икмәк
444,Scheibe::N,krajíc,телем
445,Fett::N,tuk,май
446,Fett::N,omastek,май
447,Butter::N,máslo,май
448,Öl::N,olej,май
449,Salz::N,sůl,тоз
450,Suppe::N,polévka,шулпа
451,Honig::N,med,бал
452,Milch::N,mléko,сөт
453,Tee::N,čaj,чәй
454,Leder::N,kůže,күн
455,Wolle::N,vlna,йон
456,Stoff::N,látka,тукыма
457,Nadel::N,jehla,энә
458,Faden::N,nit,җеп
459,Knopf::N,knoflík,төймә
460,Knoten::N,uzel,төен
461,Farbe::N,barva,буяу
462,Kleidung::N,šaty,кием
463,Kleidung::N,šatstvo,кием
464,Hemd::N,košile,күлмәк
465,Kragen::N,límec,яка
466,Ärmel::N,rukáv,җиң
467,Hose::N,kalhoty,чалбар
468,Gürtel::N,pás,билбау
469,Gürtel::N,opasek,билбау
470,Mütze::N,čepice,бүрек
471,Schuh::N,bota,башмак
472,Stiefel::N,holínka,итек
473,Ring::N,prsten,балдак
474,Band::N,pásek,тасма
475,Kamm::N,hřeben,тарак
476,Spiegel::N,zrcadlo,көзге
477,Riemen::N,řemen,каеш
478,Schnur::N,šňůra,бау
479,Leine::N,vodítko,тезген
480,Decke::N,pokrývka,юрган
481,Decke::N,přikrývka,юрган
482,Kissen::N,polštář,мендәр
483,Tuch::N,šátek,яулык
484,Handtuch::N,ručník,сөлгә
485,Kraft::N,síla,егәр
486,Kraft::N,síla,дәрман
487,Stärke::N,síla,көч
488,Stärke::N,síla,дәрман
489,Gesundheit::N,zdraví,саулык
490,Krankheit::N,nemoc,чир
491,Krankheit::N,nemoc,хаста
492,Krankheit::N,nemoc,сырхау
493,Krankheit::N,choroba,чир
494,Krankheit::N,choroba,хаста
495,Krankheit::N,choroba,сырхау
496,Schmerz::N,bolest,авырту
497,Wunde::N,rána,яра
498,Wunde::N,rána,җәрәхәт
499,Fieber::N,horečka,бизгәк
500,Arznei::N,lék,дару
501,Brücke::N,most,күпер
502,Brunnen::N,studna,кое
503,Weide::N,pastva,утлавык
504,Weide::N,pastvina,утлавык
505,Pfad::N,pěšina,сукмак
506,Weg::N,cesta,юл
507,Straße::N,silnice,урам
508,Dorf::N,vesnice,авыл
509,Stadt::N,město,шәһәр
510,Brief::N,dopis,хат
511,Buch::N,kniha,китап
512,Buchstabe::N,písmeno,хәреф
513,Zeitung::N,noviny,газет
514,Zeitung::N,noviny,газета
515,Leben::N,život,гомер
516,Leben::N,život,тормыш
517,Leben::N,život,тереклек
518,Tod::N,smrt,үлем
519,Grab::N,hrob,гүр
520,Grab::N,hrob,кабер
521,Kirche::N,kostel,чиркәү
522,Sünde::N,hřích,язык
523,Sünde::N,hřích,гөнаһ
524,Gott::N,bůh,алла
525,Gott::N,bůh,ходай
526,Arbeiter::N,dělník,эшче
527,Arbeiter::N,pracovník,эшче
528,Chef::N,šéf,башлык
529,Chef::N,vedoucí,башлык
530,Meister::N,mistr,оста
531,Arzt::N,lékař,врач
532,Arzt::N,lékař,табиб
533,Lehrer::N,učitel,укытучы
534,Lehrer::N,učitel,мөгаллим
535,Geld::N,peníze,акча
536,Geschäft::N,obchod,эш
537,Laden::N,krám,кибет
538,Laden::N,krám,магазин
539,Preis::N,cena,бәя
540,Preis::N,cena,бәһа
541,Ware::N,zboží,товар
542,Nutzen::N,užitek,файда
543,Reichtum::N,bohatství,байлык
544,Welt::N,svět,дөнья
545,Land::N,země,ил
546,Staat::N,stát,дәүләт
547,König::N,král,патша
548,Macht::N,moc,хакимият
549,Macht::N,mocnost,хакимият
550,Grenze::N,hranice,чик
551,Krieg::N,válka,сугыш
552,Feind::N,nepřítel,дошман
553,Gewalt::N,násilí,көчләү
554,Kampf::N,boj,көрәш
555,Bogen[Waffe]::N,luk,җәя
556,Pfeil::N,šíp,ук
557,Gewehr::N,puška,мылтык
558,Gewehr::N,ručnice,мылтык
559,Fehler::N,chyba,хата
560,Lüge::N,lež,ялган
561,Schaden::N,škoda,зыян
562,Schaden::N,škoda,зарар
563,Unglück::N,neštěstí,бәла
564,Schuld::N,vina,гаеп
565,Alter::N,věk,яшь
566,Schluss::N,konec,ахыр
567,Zeit::N,čas,заман
568,Tag::N,den,көн
569,Morgen::N,ráno,иртә
570,Morgen::N,jitro,иртә
571,Mittag::N,poledne,өйлә
572,Abend::N,večer,кич
573,Nacht::N,noc,төн
574,Woche::N,týden,атна
575,Monat::N,měsíc,ай
576,Jahr::N,rok,ел
577,Frühling::N,jaro,яз
578,Sommer::N,léto,җәй
579,Herbst::N,podzim,көз
580,Winter::N,zima,кыш
581,Januar::N,leden,гыйнвар
582,Februar::N,únor,февраль
583,März::N,březen,март
584,April::N,duben,апрель
585,Mai::N,květen,май
586,Juni::N,červen,июнь
587,Juli::N,červenec,июль
588,August::N,srpen,август
589,September::N,září,сентябрь
590,Oktober::N,říjen,октябрь
591,November::N,listopad,ноябрь
592,Dezember::N,prosinec,декабрь
593,Montag::N,pondělí,дүшәмбе
594,Montag::N,pondělek,дүшәмбе
595,Dienstag::N,úterý,сишәмбе
596,Mittwoch::N,středa,чәршәмбе
597,Donnerstag::N,čtvrtek,атнакич
598,Donnerstag::N,čtvrtek,пәнҗешәмбе
599,Freitag::N,pátek,җомга
600,Samstag::N,sobota,шимбә
601,Sonntag::N,neděle,якшәмбе
602,groß::A,velký,зур
603,klein::A,malý,кечкенә
604,lang::A,dlouhý,озын
605,kurz::A,krátký,кыска
606,breit::A,široký,киң
607,schmal::A,úzký,кысык
608,dicht::A,hustý,куе
609,dick[Gegenstand]::A,tlustý,калын
610,dünn::A,tenký,нечкә
611,fein::A,jemný,нәзакәтле
612,fest::A,pevný,нык
613,flach::A,plochý,яссы
614,flach::A,plochý,ялпак
615,flach::A,placatý,яссы
616,flach::A,placatý,ялпак
617,glatt::A,hladký,шома
618,hart::A,tvrdý,каты
619,weich::A,měkký,йомшак
620,rund::A,kulatý,түгәрәк
621,rund::A,okrouhlý,түгәрәк
622,spitz::A,špičatý,очлы
623,scharf::A,ostrý,үткен
624,stumpf::A,tupý,үтмәс
625,schwer::A,těžký,салмак
626,schön::A,pěkný,гүзәл
627,schön::A,krásný,гүзәл
628,heiß::A,horký,эссе
629,warm::A,teplý,җылы
630,kalt::A,studený,суык
631,kalt::A,studený,салкын
632,kühl::A,chladný,салкынча
633,frisch::A,svěží,салкынча
634,feucht::A,vlhký,юеш
635,nass::A,mokrý,дымлы
636,trocken::A,suchý,коры
637,voll::A,plný,тулы
638,leer::A,prázdný,буш
639,offen::A,otevřený,ачык
640,geschlossen::A,zavřený,йомык
641,sauber::A,čistý,пакь
642,sauber::A,čistý,чиста
643,schmutzig::A,špinavý,керле
644,schmutzig::A,špinavý,пычрак
645,roh::A,syrový,чи
646,reif::A,zralý,өлгергән
647,lecker::A,chutný,тәмле
648,süß::A,sladký,татлы
649,bitter::A,hořký,ачы
650,sauer::A,kyselý,әче
651,hell::A,světlý,якты
652,dunkel::A,temný,кара
653,schwarz::A,černý,кара
654,weiß::A,bílý,ак
655,rot::A,rudý,кызыл
656,rot::A,červený,кызыл
657,gelb::A,žlutý,сары
658,blau::A,modrý,күк
659,grün::A,zelený,яшел
660,grau::A,šedý,соры
661,grau::A,šedivý,соры
662,bunt::A,pestrý,чуар
663,billig::A,levný,арзан
664,billig::A,laciný,арзан
665,teuer::A,drahý,хаклы
666,wertvoll::A,cenný,кыйммәтле
667,blind::A,slepý,сукыр
668,blind::A,slepý,күзсез
669,taub::A,hluchý,чукрак
670,taub::A,hluchý,саңгырау
671,kräftig::A,silný,егәрле
672,stark::A,silný,нык
673,stark::A,silný,базык
674,schwach::A,slabý,зәгыйфь
675,fett::A,tučný,симез
676,fett::A,tlustý,симез
677,schlank::A,štíhlý,нәзек
678,hübsch::A,hezký,чибәр
679,böse::A,zlý,усал
680,dumm::A,hloupý,акылсыз
681,faul::A,líný,ялкау
682,faul::A,líný,иренчәк
683,fleißig::A,pilný,тырыш
684,fleißig::A,pilný,тырышучан
685,geizig::A,lakomý,саран
686,klug::A,chytrý,акыллы
687,geschickt::A,šikovný,маһир
688,lieb::A,milý,сөекле
689,lustig::A,veselý,күңелле
690,sanft::A,mírný,басынкы
691,hungrig::A,hladový,ач
692,krank::A,nemocný,чирле
693,krank::A,nemocný,сырхау
694,nackt::A,nahý,шәрә
695,traurig::A,smutný,ямансу
696,traurig::A,truchlivý,ямансу
697,lebendig::A,živý,тере
698,gut::A,dobrý,яхшы
699,schlecht::A,špatný,начар
700,richtig::A,pravý,дөрес
701,richtig::A,správný,дөрес
702,schlimm::A,zlý,әшәкә
703,wahr::A,pravdivý,чып-чын
704,alt::A,starý,иске
705,neu::A,nový,яңа
706,ehemalig::A,bývalý,элекке
707,alt[Lebewesen]::A,starý,карт
708,jung::A,mladý,яшь
709,arm::A,chudý,фәкыйрь
710,reich::A,bohatý,бай
711,bekannt::A,známý,таныш
712,berühmt::A,slavný,атаклы
713,fremd::A,cizí,ят
714,verschieden::A,různý,төрле
715,verschieden::A,rozličný,төрле
716,nah::A,blízký,якын
717,fern::A,daleký,ерак
718,linker::A,levý,сул
719,rechter::A,pravý,уң
720,anderer::A,jiný,бүтән
721,erster::A,první,беренче
722,zweiter::A,druhý,икенче
723,dritter::A,třetí,өченче
724,letzter::A,poslední,ахыргы
725,allein::ADV,sám,ялгыз
726,auf einmal::ADV,najednou,бердән
727,zusammen::ADV,spolu,бергә
728,zusammen::ADV,dohromady,бергә
729,lange::ADV,dlouho,озак
730,plötzlich::ADV,vtom,искәрмәстән
731,plötzlich::ADV,náhle,искәрмәстән
732,sofort::ADV,hned,хәзер
733,sofort::ADV,ihned,хәзер
734,später::ADV,později,соңрак
735,jetzt::ADV,teď,хәзер
736,jetzt::ADV,nyní,хәзер
737,heute::ADV,dnes,бүген
738,heute::ADV,dneska,бүген
739,morgen::ADV,zítra,иртәгә
740,bald::ADV,brzo,тиздән
741,dann::ADV,pak,аннары
742,dann::ADV,potom,аннары
743,gestern::ADV,včera,кичә
744,einst::ADV,kdysi,берчак
745,damals::ADV,tehdy,ул вакытта
746,damals::ADV,tehdy,ул чакта
747,damals::ADV,tenkrát,ул вакытта
748,damals::ADV,tenkrát,ул чакта
749,danach::ADV,podle toho,да
750,vorher::ADV,dříve,элек
751,vorher::ADV,napřed,элек
752,zuerst::ADV,nejprve,башта
753,zuerst::ADV,nejdříve,башта
754,einmal::ADV,jednou,бер
755,einmal::ADV,jednou,бер мәртәбә
756,manchmal::ADV,někdy,кайчакта
757,oft::ADV,často,еш
758,immer::ADV,vždy,һәркайчан
759,immer::ADV,stále,һәркайчан
760,niemals::ADV,nikdy,hичбер вакыт
761,hier::ADV,zde,монда
762,hier::ADV,zde,биредә
763,hier::ADV,tady,монда
764,hier::ADV,tady,биредә
765,hierhin::ADV,sem,монда
766,von hier::ADV,odtud,моннан
767,dort::ADV,tam,анда
768,dorthin::ADV,tam,тегеләй
769,geradeaus::ADV,rovně,турыдан-туры
770,vorwärts::ADV,kupředu,алга
771,rückwärts::ADV,zpět,кире
772,zurück::ADV,zpět,кире
773,zurück::ADV,nazpět,кире
774,unten::ADV,dole,түбәндә
775,hinab::ADV,dolů,аска
776,oben::ADV,nahoře,өстә
777,oben::ADV,nahoře,югарыда
778,oben::ADV,navrchu,өстә
779,oben::ADV,navrchu,югарыда
780,hinauf::ADV,nahoru,өскә
781,überall::ADV,všude,hәркайда
782,nicht::ADV,ne,түгел
783,ein wenig::ADV,trochu,бераз
784,kaum::ADV,sotva,көчкә
785,sehr::ADV,velmi,бик
786,sehr::ADV,velice,бик
787,so::ADV,tak,алай
788,so::ADV,takto,алай
789,noch::ADV,ještě,янә
790,noch::ADV,ještě,тагын
791,nur::ADV,jen,фәкать
792,nur::ADV,jenom,фәкать
793,schon::ADV,už,инде
794,schon::ADV,již,инде
795,wieder::ADV,zase,янә
796,wieder::ADV,zase,тагын
797,vergebens::ADV,marně,юкка
798,vor::PRP,před,алдыннан
799,hinter::PRP,za,арттан
800,unter::PRP,pod,астында
801,durch::PRP,skrz,аша
802,neben::PRP,vedle,тирәсендә
803,zwischen::PRP,mezi,арасында
804,wegen::PRP,pro,сәбәпле
805,dies::PRN,toto,бу
806,dies::PRN,tohle,бу
807,das::PRN,to,ул
808,alles::PRN,všechno,һәммә
809,ich::PRN,já,мин
810,du::PRN,ty,син
811,er::PRN,on,ул
812,wir::PRN,my,без
813,ihr::PRN,vy,сез
814,sie::PRN,oni,ул
815,was::FPRN,co,ни
816,was::FPRN,co,нәрсә
817,wer::FPRN,kdo,кем
818,wo::FADV,kde,кайда
819,wohin::FADV,kam,кая
820,wie::FADV,jak,ничек
821,warum::FADV,proč,нигә
822,wieviel::FNUM,kolik,ничә
823,eins::NUM,jeden,бер
824,zwei::NUM,dva,ике
825,drei::NUM,tři,өч
