,Concept_ID,lt,kl
130,Abhang::N,nuokalnė,sivingajaaq
131,Abhang::N,nuokalnė,kussangajaaq
132,Quelle::N,versmė,
133,Quelle::N,šaltinis,
134,Bach::N,upelis,kuunnguaq
135,Fluss::N,upė,kuuk
136,Ufer::N,krantas,sissap sinaa
137,Küste::N,pajūris,sineriak
138,Festland::N,sausuma,
139,Meer::N,jūra,imaq
140,Bucht::N,įlanka,ikeq
141,Bucht::N,įlanka,kangerluk
142,Bucht::N,įlanka,kangerliumaneq
143,Bucht::N,užutekis,ikeq
144,Bucht::N,užutekis,kangerluk
145,Bucht::N,užutekis,kangerliumaneq
146,Insel::N,sala,qeqertaq
147,Blume::N,gėlė,naasoq
148,Gras::N,žolė,ivigaq
149,Wurzel::N,šaknis,niulutaq
150,Baum::N,medis,orpik
151,Stamm::N,kamienas,kanaartaq
152,Rinde::N,žievė,ameraq
153,Ast::N,šaka,avalequt
154,Zweig::N,šakelė,avalequt
155,Blatt::N,lapas,pilutaq
156,Birke::N,beržas,patitsit
157,Kiefer[Baum]::N,pušis,
158,Weide[Baum]::N,karklas,palleq
159,Tanne::N,eglė,orsuerneq
160,Tanne::N,kėnis,orsuerneq
161,Horn::N,ragas,nassuk
162,Feder::N,plunksna,suluk
163,Fell::N,kailis,ameq
164,Flügel::N,sparnas,suluk
165,Flügel::N,sparnas,isaroq
166,Klaue::N,kanopa,kukik
167,Kralle::N,nagas,kukik
168,Schwanz::N,uodega,pamioq
169,Schwanz::N,uodega,paperuusaq
170,Ei::N,kiaušinis,mannik
171,Nest::N,gūžta,ullut
172,Nest::N,lizdas,ullut
173,Bau::N,ola,ini
174,Tier::N,gyvūnas,uumasoq
175,Herde::N,banda,unguukkat
176,Herde::N,kaimenė,unguukkat
177,Kuh::N,karvė,ussik
178,Bulle::N,bulius,angukulak
179,Bulle::N,bulius,anguteralak
180,Bulle::N,bulius,angutikulooq
181,Pferd::N,arklys,
182,Schaf::N,avis,sava
183,Schwein::N,kiaulė,puuluki
184,Hund::N,šuo,qimmeq
185,Katze::N,katė,puisaaq
186,Bär::N,lokys,allaq
187,Eichhörnchen::N,voveraitė,sissinnguaq
188,Elch::N,briedis,
189,Fuchs::N,lapė,terianniaq
190,Hase::N,kiškas,ukaleq
191,Maus::N,pelė,teriannguaq
192,Wolf::N,vilkas,amaroq
193,Vogel::N,paukštis,timmiaq
194,Schwarm::N,spiečius,
195,Huhn::N,višta,kukkukooq
196,Huhn::N,višta,marloraaqaaq
197,Hahn::N,gaidys,kiasiusaq
198,Gans::N,žąsis,nerleq
199,Adler::N,erelis,nattoralik
200,Ente::N,antis,
201,Eule::N,pelėda,uppik
202,Kranich::N,gervė,qorlorfik
203,Krähe::N,varna,tuluatsiaq
204,Kuckuck::N,gegužė,kukkooq
205,Schwan::N,gulbė,qussuk
206,Fisch::N,žuvis,aalisagaq
207,Barsch::N,ešerys,
208,Hecht::N,lydeka,
209,Schlange[Tier]::N,gyvatė,pulateriarsuk
210,Schlange[Tier]::N,gyvatė,pulateriaarsuk
211,Wurm::N,kirmėlė,
212,Spinne::N,voras,aasiaq
213,Spinne::N,voras,nissavaarsuk
214,Ameise::N,skruzdė,uniaaluk
215,Laus::N,utėlė,kumak
216,Mücke::N,uodas,ippernaq
217,Fliege::N,musė,ippernaq
218,Schmetterling::N,drugys,paluaq
219,Schmetterling::N,drugys,pakkaluaq
220,Schmetterling::N,drugys,utsuppaluaq
221,Schmetterling::N,drugys,taqaleqisaaq
222,Schmetterling::N,peteliškė,paluaq
223,Schmetterling::N,peteliškė,pakkaluaq
224,Schmetterling::N,peteliškė,utsuppaluaq
225,Schmetterling::N,peteliškė,taqaleqisaaq
226,Beere::N,uoga,paarmaq
227,Beere::N,uoga,paarngaq
228,Apfel::N,obuolys,iipili
229,Pilz::N,grybas,anngiusaq
230,Zwiebel::N,svogūnas,uanitsoq
231,Saat::N,sėkla,naatsiiassaq
232,Korn::N,grūdai,maannineq
233,Heu::N,šienas,
234,Schale::N,žievelė,niutsivik
235,Schale::N,žievelė,ilulissaq qaartussaq
236,Grube::N,duobė,itersaq
237,Falle::N,pinklės,pualavoq
238,Falle::N,žabangai,pualavoq
239,Schlinge::N,kilpa,orseq
240,Schlinge::N,kilpa,norloq
241,Spur::N,vėžė,tumaa
242,Spur::N,pėdos,tumaa
243,Spur::N,pėdsakas,tumaa
244,Asche::N,pelenai,arsat
245,Dreck::N,purvas,minguk
246,Eisen::N,geležis,savimineq
247,Eisen::N,geležis,saffiugassaq
248,Gold::N,auksas,kuulti
249,Silber::N,sidabras,siilviuvoq
250,Kohle::N,anglis,aamarsuit aamaruutissat
251,Glas::N,stiklas,igalaaq
252,Glas::N,stiklas,imertarfik
253,Glas::N,stiklas,igalaamineq
254,Lehm::N,molis,marraq
255,Sand::N,smėlis,sioqqat
256,Mensch::N,žmogus,inuk
257,Mensch::N,žmogus,silamiu
258,Mann::N,vyras,angut
259,Mann::N,vyriškis,angut
260,Frau::N,moteris,arnaq
261,Kind::N,vaikas,meeraq
262,Junge::N,vaikinas,nukappiaraq
263,Junge::N,berniukas,nukappiaraq
264,Mädchen::N,mergytė,arnannguaq
265,Mädchen::N,mergaitė,arnannguaq
266,Familie::N,šeima,ilaqutakka
267,Familie::N,šeima,ilaqutariit
268,Großvater::N,senelis,aatak
269,Großmutter::N,senelė,aanaq
270,Eltern::N,tėvai,angajoqqaat
271,Vater::N,tėvas,ataata
272,Vater::N,tėvas,ataataq
273,Mutter::N,motina,anaana
274,Sohn::N,sūnus,erneq
275,Tochter::N,duktė,panik
276,Bruder::N,brolis,ani
277,Bruder::N,brolis,aqqaluk
278,Bruder::N,brolis,qatanngut
279,Schwester::N,sesuo,naja
280,Schwester::N,sesuo,aleqa
281,Schwester::N,sesuo,qatanngut
282,Onkel::N,dėdė,akkak
283,Tante::N,teta,aja
284,Tante::N,teta,ajak
285,Tante::N,teta,atsak
286,Ehemann::N,vyras,ui
287,Ehefrau::N,žmona,nuliaq
288,Freude::N,džiaugsmas,tipaatsussuseq
289,Gelächter::N,juokas,illaq
290,Glück::N,laimė,usornaat
291,Glück::N,laimė,usornarsuseq
292,Kummer::N,vargas,
293,Kummer::N,rūpestis,
294,Wunsch::N,troškimas,kissaat
295,Wunsch::N,pageidavimas,kissaat
296,Lust::N,noras,illigussuseq
297,Lust::N,noras,piummaseq
298,Lust::N,geidulys,illigussuseq
299,Lust::N,geidulys,piummaseq
300,Geist::N,dvasia,anerneq
301,Geist::N,dvasia,toornaq
302,Gedanke::N,mintis,isumassaq
303,Gedächtnis::N,atmintis,eqqaamannissuseq
304,Verstand::N,protas,isuma
305,Verstand::N,protas,sianissut
306,Verstand::N,protas,misigissut
307,Verstand::N,protas,sianissuseq
308,Verstand::N,protas,silaqassuseq
309,Sinn::N,prasmė,isuma
310,Grund::N,priežastis,patsit
311,Wahrheit::N,tiesa,sallusuissut
312,Wahrheit::N,teisybė,sallusuissut
313,Gespräch::N,pokalbis,
314,Märchen::N,pasaka,oqalualaarut
315,Märchen::N,pasaka,oqaluasaaq
316,Erzählung::N,apsakymas,oqaluttuaq
317,Erzählung::N,pasakojimas,oqaluttuaq
318,Nachricht::N,žinia,oqaassut
319,Nachricht::N,žinia,oqqersuut
320,Neuigkeit::N,naujiena,tusarnartaq
321,Name::N,vardas,ateq
322,Rätsel::N,mįslė,nalorsitsaarut
323,Rede::N,kalba,oqaluuseq
324,Sprache::N,kalba,oqaatsit
325,Stimme::N,balsas,erinaq
326,Stimme::N,balsas,qarluuseq
327,Wort::N,žodis,oqaasii
328,Zeichen::N,žymė,nalunaaqqut
329,Zeichen::N,ženklas,nalunaaqqut
330,Ruf::N,šauksmas,qaaqqussut
331,Lärm::N,triukšmas,perpaluk
332,Laut::N,garsas,torsukattak
333,Ton::N,tonas,erinaq
334,Ton::N,garsas,erinaq
335,Lied::N,daina,taalliaq
336,Lied::N,daina,erinarsuut
337,Lied::N,giesmė,taalliaq
338,Lied::N,giesmė,erinarsuut
339,Ruhe::N,ramybė,qatsunganeq
340,Ruhe::N,ramumas,qatsunganeq
341,Leute::N,žmonės,inuiak
342,Leute::N,žmonės,inuiaqatigiit
343,Volk::N,tauta,inuiaat
344,Arbeit::N,darbas,suliaq
345,Arbeit::N,triūsas,suliaq
346,Gast::N,svečias,qaaqqusaq
347,Geschenk::N,dovana,pajugut
348,Spiel::N,žaismas,
349,Spiel::N,žaidimas,
350,Gesellschaft::N,draugija,
351,Gesellschaft::N,kompanija,
352,Hilfe::N,pagalba,annertoqqut
353,Freund::N,draugas,tiliaq
354,Freund::N,draugas,ikinngut
355,Freund::N,bičiulis,tiliaq
356,Freund::N,bičiulis,ikinngut
357,Kamerad::N,draugas,tiliaq
358,Kamerad::N,draugas,ikinngut
359,Angelegenheit::N,dalykas,
360,Angelegenheit::N,reikalas,
361,Anzahl::N,kiekis,
362,Anzahl::N,skaičius,
363,Art::N,rūšis,ileqquuseq
364,Stück::N,gabalas,nakkaalaniku
365,Teil::N,dalis,tassiaasat
366,Hälfte::N,pusė,affaq
367,Kreis::N,ratas,kaajaluinneq or kaajaluitsoq
368,Kreis::N,apskritis,kaajaluinneq or kaajaluitsoq
369,Kreis::N,apskritimas,kaajaluinneq or kaajaluitsoq
370,Kreuz::N,kryžius,sanningasulik
371,Linie::N,linija,tittaq
372,Linie::N,linija,titarneq
373,Strich::N,brėžis,
374,Strich::N,brūkšnys,
375,Abstand::N,atstumas,aku
376,Abstand::N,atstumas,ikiaq
377,Entfernung::N,atstumas,asi
378,Gegend::N,vietovė,nuna
379,Platz::N,vieta,ini
380,Platz::N,vieta,inissaq
381,Ort::N,vieta,sumiiffik
382,Ort::N,vietovė,sumiiffik
383,Seite::N,pusė,saneraq
384,Seite::N,šonas,saneraq
385,Mitte::N,vidurys,qiteq
386,Gegenstand::N,dalykas,
387,Sache::N,daiktas,pigisaq
388,Rand::N,kraštas,sini
389,Rand::N,kraštas,akerfineq
390,Rand::N,pakraštys,sini
391,Rand::N,pakraštys,akerfineq
392,Kante::N,kraštas,akerfineq
393,Ecke::N,kertė,teqeqqoq
394,Ecke::N,kertė,tikeqqoq
395,Ecke::N,kampas,teqeqqoq
396,Ecke::N,kampas,tikeqqoq
397,Spitze::N,priekis,inngik
398,Spitze::N,priešakys,inngik
399,Ende::N,galas,isu
400,Loch::N,skylė,putu
401,Winkel::N,kampas,teqeqqorissaat
402,Winkel::N,kampelis,teqeqqorissaat
403,Muster::N,raštas,ilisserut
404,Größe::N,dydis,angissuseq
405,Größe::N,didumas,angissuseq
406,Länge::N,ilgis,takissuseq
407,Länge::N,ilgumas,takissuseq
408,Höhe::N,aukštis,
409,Höhe::N,aukštuma,
410,Gewicht::N,svoris,oqimaalutaq
411,Gewicht::N,svarstis,oqimaalutaq
412,Menge::N,kiekis,amerlassuseq
413,Menge::N,daugybė,amerlassuseq
414,Haufen::N,krūva,eqimattat
415,Haufen::N,šūsnis,eqimattat
416,Reihe::N,greta,allunaasaq
417,Boot::N,valtis,qajaq
418,Boot::N,valtis,angallat
419,Boot::N,valtis,umiatsiaq
420,Boot::N,laivelis,qajaq
421,Boot::N,laivelis,angallat
422,Boot::N,laivelis,umiatsiaq
423,Ruder::N,irklas,iput
424,Schlitten::N,rogės,qamutit
425,Schlitten::N,rogės,qimusseq
426,Schlitten::N,rogutės,qamutit
427,Schlitten::N,rogutės,qimusseq
428,Ski::N,slidė,ataarut
429,Lagerfeuer::N,laužas,
430,Last::N,našta,nammagaq
431,Last::N,nešulys,nammagaq
432,Gang::N,eisena,
433,Schritt::N,žingsnis,allorneq
434,Norden::N,šiaurė,avannaq
435,Norden::N,žiemiai,avannaq
436,Süden::N,pietūs,qava
437,Süden::N,pietūs,kujat
438,Süden::N,pietūs,kujataa
439,Westen::N,vakarai,kitaa
440,Osten::N,rytai,kangi
441,Holz::N,mediena,qisuk
442,Brett::N,lenta,salliligaq
443,Platte::N,plokštė,qaateq
444,Stütze::N,atrama,ajagutaq
445,Stütze::N,atrama,ajaagutaq
446,Stütze::N,atspara,ajagutaq
447,Stütze::N,atspara,ajaagutaq
448,Stange::N,lazda,kaaviffik
449,Stange::N,kartis,kaaviffik
450,Stock::N,lazda,ajaappissat
451,Stab::N,kartis,ajaappissat
452,Rohr::N,vamzdis,sullulik
453,Haus::N,namas,illu
454,Heim::N,namai,
455,Ofen::N,krosnis,kissarsuut
456,Fußboden::N,grindys,nateq
457,Tisch::N,stalas,allattarfik
458,Stuhl::N,kėdė,issiavik
459,Stuhl::N,kėdė,issiaffik
460,Wiege::N,lopšys,uaasoq
461,Bett::N,lova,nallavik
462,Bett::N,patalai,nallavik
463,Regal::N,lentyna,ilisivik
464,Kiste::N,dėžė,sakissat
465,Kiste::N,dėžė,illerfiusaq
466,Fenster::N,langas,aki
467,Fenster::N,langas,igalaaq
468,Tür::N,durys,matu
469,Tor::N,vartai,isaaffik
470,Zaun::N,tvora,saputit
471,Dach::N,stogas,qaliaq
472,Leiter::N,kopėčios,tummeqqat
473,Leiter::N,kopėčios,majuartarfiit
474,Besen::N,šluota,saligutit
475,Spaten::N,lopeta,nivaataq
476,Spaten::N,kastuvas,nivaataq
477,Schaufel::N,semtuvas,nivaataq
478,Gabel::N,šakutė,qilluaq
479,Gabel::N,šakutė,ajassaatit
480,Löffel::N,šaukštas,alussaat
481,Messer::N,peilis,savik
482,Nagel::N,vinis,kukik
483,Netz::N,tinklas,anguffaseq
484,Haken::N,vagis,nissik
485,Haken::N,vagis,qarsorsaq
486,Haken::N,vagis,qarsorsartoq
487,Haken::N,kablys,nissik
488,Haken::N,kablys,qarsorsaq
489,Haken::N,kablys,qarsorsartoq
490,Griff::N,kotas,ipi
491,Griff::N,rankena,ipi
492,Schloss::N,spyna,illussaarsuaq
493,Schloss::N,užraktas,illussaarsuaq
494,Bild::N,paveikslas,assiliaq
495,Figur::N,figūra,kisitsit
496,Puppe::N,lėlė,inuusaq
497,Beutel::N,krepšys,
498,Beutel::N,maišelis,
499,Bündel::N,ryšulys,qilertaq
500,Tasche::N,krepšelis,pooqattaq
501,Eimer::N,kibiras,
502,Deckel::N,dangtis,matu
503,Geschirr::N,indai,anut
504,Sack::N,maišas,
505,Tasse::N,puodukas,tiitorfik
506,Tasse::N,puodukas,tiitorfiup ilorlia
507,Topf::N,puodas,qoqqoq
508,Kessel::N,katilas,uunnaavik
509,Essen::N,valgis,igaaq
510,Nahrung::N,penas,neqissaq
511,Nahrung::N,maistas,neqissaq
512,Speise::N,patiekalas,nerisassat
513,Fleisch::N,mėsa,neqi
514,Getreide::N,javai,maannineq
515,Brei::N,košė,
516,Brot::N,duona,iffit
517,Brot::N,duona,iffiaq
518,Scheibe::N,riekė,igalaassiaq
519,Fett::N,taukai,tarnutissaq
520,Fett::N,taukai,tarnutissiaq
521,Fett::N,riebalai,tarnutissaq
522,Fett::N,riebalai,tarnutissiaq
523,Butter::N,sviestas,punneq
524,Öl::N,aliejus,uulia
525,Salz::N,druska,taratsut
526,Suppe::N,sriuba,qajoq
527,Honig::N,medus,tungusunnitsuut
528,Milch::N,pienas,immuk
529,Tee::N,arbata,tii
530,Tee::N,arbata,teeq
531,Leder::N,oda,
532,Wolle::N,vilna,nuersagassiaq
533,Stoff::N,audeklas,milliaq
534,Stoff::N,audeklas,qarlissiaq
535,Nadel::N,adata,meqqut
536,Faden::N,gija,ujalussiaq
537,Faden::N,siūlas,ujalussiaq
538,Knopf::N,saga,attat
539,Knoten::N,mazgas,akeroq
540,Knoten::N,mazgas,qilerneq
541,Farbe::N,dažai,qalipaat
542,Kleidung::N,rūbai,atisat
543,Kleidung::N,rūbai,annoraaq
544,Kleidung::N,drabužiai,atisat
545,Kleidung::N,drabužiai,annoraaq
546,Hemd::N,marškiniai,ilupaaq
547,Kragen::N,apykaklė,qungasiinnaq
548,Ärmel::N,rankovė,aaq
549,Hose::N,kelnės,qarliit
550,Gürtel::N,juosta,qiterut
551,Gürtel::N,juosta,unngersaq
552,Gürtel::N,diržas,qiterut
553,Gürtel::N,diržas,unngersaq
554,Mütze::N,kepurė,nasaq
555,Schuh::N,batas,skuu
556,Schuh::N,batas,ikernuk
557,Schuh::N,batas,ateraasaq
558,Stiefel::N,auliniai batai,kamik
559,Ring::N,žiedas,assammiu
560,Band::N,kaspinas,qilerutissiaq
561,Kamm::N,šukos,illaagutit
562,Kamm::N,šukos,illaajaatit pl.
563,Spiegel::N,veidrodis,tarrarsuut
564,Riemen::N,diržas,allunaaq
565,Schnur::N,virvė,kujaaq
566,Schnur::N,virvė,allunaasaq
567,Leine::N,pavadėlis,aleq
568,Decke::N,antklodė,qipik
569,Kissen::N,pagalvė,akit
570,Kissen::N,priegalvis,akit
571,Tuch::N,skarelė,qarlissiaq
572,Handtuch::N,rankšluostis,allarut
573,Handtuch::N,rankšluostis,allarterut
574,Kraft::N,jėga,pissak
575,Stärke::N,stiprumas,qerattarsaat
576,Gesundheit::N,sveikata,peqqisusseq
577,Krankheit::N,liga,nappaat
578,Schmerz::N,skausmas,anniaat
579,Wunde::N,žaizda,iki
580,Fieber::N,karštis,nappaat qanimanartoq
581,Arznei::N,vaistas,imigassaq
582,Brücke::N,tiltas,ikaartarfik
583,Brunnen::N,šulinys,tissaluttuliaq
584,Weide::N,ganykla,masarsuk
585,Weide::N,gluosnis,masarsuk
586,Pfad::N,takas,aqqut
587,Weg::N,kelias,aggerfik
588,Straße::N,gatvė,aqqusineq
589,Dorf::N,kaimas,nunaqarfik
590,Dorf::N,sodžius,nunaqarfik
591,Stadt::N,miestas,illorpaat
592,Stadt::N,miestas,illorpalik
593,Brief::N,laiškas,allagarsiaq
594,Buch::N,knyga,atuakkat
595,Buch::N,knyga,mappersagaq
596,Buchstabe::N,raidė,naqinneq
597,Zeitung::N,laikraštis,aviisi
598,Leben::N,gyvybė,inuussuseq
599,Leben::N,gyvenimas,inuussuseq
600,Tod::N,mirtis,toqu
601,Tod::N,mirtis,toquneq
602,Grab::N,kapas,iliveq
603,Grab::N,kapas,illissat
604,Kirche::N,bažnyčia,oqaluffik
605,Sünde::N,nuodėmė,ajorti
606,Sünde::N,nusidėjimas,ajorti
607,Gott::N,dievas,
608,Arbeiter::N,darbininkas,sulisoq
609,Chef::N,šefas,ittoqut
610,Chef::N,vadovas,ittoqut
611,Chef::N,viršininkas,ittoqut
612,Meister::N,meistras,naalagaq
613,Arzt::N,gydytojas,katsorsaasoq
614,Lehrer::N,mokytojas,ilinniartitsisoq
615,Geld::N,pinigai,aningaasat
616,Geschäft::N,biznis,niuertarfik
617,Laden::N,krautuvė,niuertarfik
618,Laden::N,parduotuvė,niuertarfik
619,Preis::N,kaina,aki
620,Ware::N,prekė,qaliata pii
621,Ware::N,prekė,nioqqutissaq
622,Nutzen::N,nauda,iluaqut
623,Nutzen::N,pelnas,iluaqut
624,Reichtum::N,turtas,
625,Welt::N,pasaulis,nunarsuaq
626,Land::N,žemė,nuna
627,Land::N,šalis,nuna
628,Staat::N,valstija,
629,König::N,karalius,kunngi
630,Macht::N,galia,pissaassuseq
631,Macht::N,valdžia,pissaassuseq
632,Grenze::N,riba,killik
633,Grenze::N,siena,killik
634,Krieg::N,karas,sorsunneq
635,Feind::N,priešas,akeraq
636,Feind::N,priešas,akerartorti
637,Feind::N,priešas,qinngarsuisoq
638,Gewalt::N,jėga,
639,Gewalt::N,smurtas,
640,Gewalt::N,prievarta,
641,Kampf::N,kova,sorsunneq
642,Bogen[Waffe]::N,lankas,
643,Pfeil::N,strėlė,qalugiusaq
644,Gewehr::N,šautuvas,aallaat
645,Fehler::N,klaida,kukkuneq
646,Fehler::N,klaida,paarlaappaa
647,Lüge::N,melas,
648,Schaden::N,nuostolis,
649,Schaden::N,apgadinimas,
650,Unglück::N,nelaimė,perluut
651,Schuld::N,kaltė,akiitsugaq
652,Schuld::N,kaltė,akiligassaq
653,Alter::N,amžius,utoqqaq
654,Schluss::N,pabaiga,isu
655,Zeit::N,laikas,ulloq
656,Zeit::N,laikas,akuttoqatigiinneq
657,Tag::N,diena,ulloq
658,Morgen::N,rytas,ullaaq
659,Mittag::N,vidurdienis,ulloqeqqa
660,Abend::N,vakaras,unnuk
661,Nacht::N,naktis,unnuaq
662,Woche::N,savaitė,sapaatip akunnera
663,Monat::N,mėnuo,qaammat
664,Jahr::N,metai,ukioq
665,Frühling::N,pavasaris,upernaaq
666,Sommer::N,vasara,aasaq
667,Herbst::N,ruduo,ukiaq
668,Winter::N,žiema,ukioq
669,Januar::N,sausis,siulleeq
670,Januar::N,sausis,qaammaliaq
671,Februar::N,vasaris,aarlaat
672,März::N,kovas,marsi
673,März::N,kovas,martsi
674,April::N,balandis,
675,Mai::N,gegužė,maaji
676,Juni::N,birželis,juuni
677,Juli::N,liepa,juuli
678,August::N,rugpjūtis,aggusti
679,September::N,rugsėjis,septembari
680,Oktober::N,spalis,oktobari
681,November::N,lapkritis,novembari
682,Dezember::N,gruodis,detsembari
683,Montag::N,pirmadienis,ataasinngortoq
684,Dienstag::N,antradienis,marlunngorneq
685,Mittwoch::N,trečiadienis,pingasunngorneq
686,Donnerstag::N,ketvirtadienis,sisamanngorneq
687,Freitag::N,penktadienis,tallimanngorneq
688,Samstag::N,šeštadienis,arfininngorneq
689,Sonntag::N,sekmadienis,sapaat
690,Sonntag::N,sekmadienis,sapaati
691,groß::A,didis,angivoq
692,groß::A,didelis,angivoq
693,klein::A,mažas,mikivoq
694,lang::A,ilgas,takisooq
695,kurz::A,trumpas,naatsoq
696,breit::A,platus,silippoq
697,schmal::A,smulkus,amitsoq
698,dicht::A,tankus,torsusooq
699,dick[Gegenstand]::A,storas,issuvoq
700,dick[Gegenstand]::A,storas,issusooq
701,dünn::A,plonas,amitsoq
702,fein::A,smulkus,mamarpoq
703,fest::A,kietas,tangeqarpoq
704,fest::A,tvirtas,tangeqarpoq
705,flach::A,lėkštas,nalimmappoq
706,flach::A,plokščias,nalimmappoq
707,glatt::A,slidus,quasak
708,hart::A,kietas,mattusooq
709,hart::A,kietas,manngerpoq
710,hart::A,kietas,titeqquluppoq
711,weich::A,minkštas,nerumaarpoq
712,rund::A,apvalus,ammallorippoq
713,rund::A,apskritas,ammallorippoq
714,spitz::A,aštrus,qummukujooq
715,spitz::A,smailus,qummukujooq
716,scharf::A,aštrus,ipippoq
717,stumpf::A,bukas,anngerpoq
718,stumpf::A,atšipęs,anngerpoq
719,schwer::A,sunkus,oqimaappoq
720,schön::A,gražus,kusanarpoq
721,heiß::A,karštas,kiappoq
722,warm::A,šiltas,oqorpoq
723,kalt::A,šaltas,issippoq
724,kühl::A,vėsus,pueqqortippoq
725,kühl::A,bejausmis,pueqqortippoq
726,frisch::A,šviežias,
727,feucht::A,drėgnas,isugutavoq
728,feucht::A,drėgnas,qaasernarpoq
729,nass::A,šlapias,imerorpoq
730,trocken::A,sausas,panerpoq
731,voll::A,pilnas,ulikkaarpoq
732,leer::A,tuščias,imaattuarpoq
