,Concept_ID,is,he
57,Geschmack::N,smekkur,טעם
58,Geruch::N,lykt,ריח
59,Schlaf::N,svefn,שנה
60,Traum::N,draumur,חלום
61,Himmel::N,himinn,שמים
62,Sonne::N,sól,שמש
63,Mond::N,tungl,ירח
64,Stern::N,stjarna,כוכב
65,Luft::N,loft,אויר
66,Wind::N,vindur,רוח
67,Welle::N,alda,גל
68,Welle::N,bylgja,גל
69,Wasser::N,vatn,מים
70,Stein::N,steinn,אבן
71,Boden::N,botn,קרקע
72,Erde::N,jörð,אדמה
73,Staub::N,ryk,אבק
74,Staub::N,duft,אבק
75,Rauch::N,reykur,עשן
76,Funke::N,neisti,ניצוץ
77,Feuer::N,eldur,אש
78,Licht::N,ljós,אור
79,Schatten::N,skuggi,צל
80,Wetter::N,veður,מזג אויר
81,Nebel::N,þoka,ערפל
82,Wolke::N,ský,ענן
83,Regen::N,regn,גשם
84,Schnee::N,snjór,שלג
85,Eis::N,ís,קרח
86,Frost::N,frost,צנה
87,Kälte::N,kuldi,קר
88,Hitze::N,hiti,חם
89,Raureif::N,hrím,כפור
90,Regenbogen::N,regnbogi,קשת
91,Donner::N,þruma,רעם
92,Strömung::N,straumur,זרימה
93,Tropfen::N,dropi,טפה
94,Schaum::N,froða,קצף
95,Schmutz::N,óhreinindi,לכלוך
96,See::N,stöðuvatn,אגם
97,Sumpf::N,fen,בצה
98,Moor::N,mýri,בצה
99,Wiese::N,engi,מרעה
100,Wald::N,skógur,יער
101,Hügel::N,hæð,תל
102,Hügel::N,hóll,תל
103,Anhöhe::N,hæð,מעלה
104,Anhöhe::N,hóll,מעלה
105,Berg::N,fell,הר
106,Berg::N,fjall,הר
107,Gipfel::N,tindur,פסגה
108,Höhle::N,hellir,מערה
109,Abhang::N,hlíð,מדרון
110,Abhang::N,hlíð,שפוע
111,Abhang::N,brekka,מדרון
112,Abhang::N,brekka,שפוע
113,Quelle::N,lind,מעין
114,Quelle::N,uppspretta,מעין
115,Bach::N,lækur,נחל
116,Fluss::N,á,נהר
117,Fluss::N,fljót,נהר
118,Ufer::N,árbakki,גדה
119,Ufer::N,sjávarbakki,גדה
120,Küste::N,strönd,חוף
121,Festland::N,meginland,יבשה
122,Meer::N,haf,ים
123,Meer::N,sjór,ים
124,Bucht::N,vík,מפרץ
125,Insel::N,eyja,אי
126,Blume::N,blóm,פרח
127,Gras::N,gras,דשא
128,Wurzel::N,rót,שרש
129,Baum::N,tré,עץ
130,Stamm::N,stofn,גזע
131,Rinde::N,börkur,קלפת עץ
132,Ast::N,grein,ענף
133,Zweig::N,angi,ענף
134,Zweig::N,kvistur,ענף
135,Blatt::N,blað,עלה
136,Birke::N,birki,שדר
137,Kiefer[Baum]::N,fura,ארן
138,Weide[Baum]::N,víðir,ערבה
139,Tanne::N,greni,אשוח
140,Horn::N,horn,קרן
141,Feder::N,fjöður,נוצה
142,Fell::N,skinn,פרוה
143,Flügel::N,vængur,כנף
144,Klaue::N,kló,טלף
145,Kralle::N,kló,טפר
146,Schwanz::N,rófa,זנב
147,Schwanz::N,skott,זנב
148,Ei::N,egg,ביצה
149,Nest::N,hreiður,קן
150,Bau::N,greni,מחלה
151,Bau::N,bæli,מחלה
152,Tier::N,dýr,חיה
153,Herde::N,hjörð,עדר
154,Kuh::N,kýr,פרה
155,Bulle::N,boli,פר
156,Pferd::N,hestur,סוס
157,Schaf::N,kind,כבשה
158,Schwein::N,svín,חזיר
159,Hund::N,hundur,כלב
160,Katze::N,köttur,חתול
161,Bär::N,björn,דב
162,Eichhörnchen::N,íkorni,סנאי
163,Elch::N,elgur,דישון
164,Fuchs::N,refur,שועל
165,Hase::N,héri,ארנב
166,Maus::N,mús,עכבר
167,Wolf::N,úlfur,זאב
168,Vogel::N,fugl,צפור
169,Schwarm::N,sægur,נחיל
170,Schwarm::N,sægur,להקה
171,Huhn::N,hæna,תרנגלת
172,Hahn::N,hani,תרנגול
173,Gans::N,gæs,אוז
174,Adler::N,örn,עיט
175,Ente::N,önd,ברוז
176,Eule::N,uggla,ינשוף
177,Kranich::N,trana,עגור
178,Kranich::N,trana,כרוכיה
179,Krähe::N,kráka,עורב
180,Kuckuck::N,gaukur,קוקיה
181,Schwan::N,svanur,ברבור
182,Fisch::N,fiskur,דג
183,Barsch::N,aborri,אוקונוס
184,Hecht::N,gedda,זאב הים
185,Schlange[Tier]::N,naðra,נחש
186,Wurm::N,ormur,תולעת
187,Spinne::N,kónguló,עכביש
188,Ameise::N,maur,נמלה
189,Laus::N,lús,כנה
190,Mücke::N,mý,יתוש
191,Mücke::N,mýfluga,יתוש
192,Fliege::N,fluga,זבוב
193,Schmetterling::N,fiðrildi,פרפר
194,Beere::N,ber,ענבה
195,Apfel::N,epli,תפוח
196,Pilz::N,sveppur,פטריה
197,Zwiebel::N,laukur,בצל
198,Saat::N,fræ,זרעים
199,Saat::N,útsæði,זרעים
200,Korn::N,korn,גרעין
201,Heu::N,hey,חציר
202,Schale::N,hýði,קלפה
203,Grube::N,gryfja,בור
204,Grube::N,gryfja,שוחה
205,Falle::N,gildra,מלכדת
206,Schlinge::N,snara,לולאה
207,Spur::N,spor,עקבה
208,Asche::N,aska,אפר
209,Dreck::N,óþverri,זהמה
210,Eisen::N,járn,ברזל
211,Gold::N,gull,זהב
212,Silber::N,silfur,כסף
213,Kohle::N,kol,פחם
214,Glas::N,gler,זכוכית
215,Lehm::N,leir,חרסית
216,Sand::N,sandur,חול
217,Mensch::N,maður,אדם
218,Mensch::N,manneskja,אדם
219,Mann::N,maður,איש
220,Mann::N,maður,גבר
221,Mann::N,karlmaður,איש
222,Mann::N,karlmaður,גבר
223,Frau::N,kona,אשה
224,Frau::N,kona,גברת
225,Kind::N,barn,ילד
226,Kind::N,krakki,ילד
227,Junge::N,drengur,ילד
228,Mädchen::N,stelpa,נערה
229,Familie::N,fjölskylda,משפחה
230,Großvater::N,afi,סבא
231,Großmutter::N,amma,סבתא
232,Eltern::N,foreldrar,הורים
233,Vater::N,faðir,אב
234,Mutter::N,móðir,אם
235,Sohn::N,sonur,בן
236,Tochter::N,dóttir,בת
237,Bruder::N,bróðir,אח
238,Schwester::N,systir,אחות
239,Onkel::N,föðurbróðir,דוד
240,Tante::N,frænka,דודה
241,Tante::N,móðursystir,דודה
242,Ehemann::N,eiginmaður,איש
243,Ehemann::N,eiginmaður,בעל
244,Ehefrau::N,eiginkona,אשה
245,Freude::N,gleði,שמחה
246,Gelächter::N,hlátur,צחוק
247,Glück::N,gæfa,אשר
248,Kummer::N,sorg,יגון
249,Kummer::N,sorg,עגמה
250,Wunsch::N,ósk,אחול
251,Wunsch::N,ósk,משאלה
252,Lust::N,fýsn,חשק
253,Lust::N,fýsn,תשוקה
254,Lust::N,löngun,חשק
255,Lust::N,löngun,תשוקה
256,Geist::N,andi,רוח
257,Gedanke::N,hugsun,מחשבה
258,Gedächtnis::N,minni,זכרון
259,Verstand::N,vit,שכל
260,Sinn::N,merking,מובן
261,Sinn::N,merking,משמעות
262,Grund::N,ástæða,סבה
263,Wahrheit::N,sannleikur,אמת
264,Gespräch::N,samtal,דיון
265,Märchen::N,ævintýri,אגדה
266,Erzählung::N,saga,ספור
267,Nachricht::N,frétt,ידיעה
268,Neuigkeit::N,frétt,חדשה
269,Name::N,nafn,שם
270,Rätsel::N,gáta,תעלומה
271,Rede::N,ræða,נאום
272,Sprache::N,mál,לשון
273,Sprache::N,tungumál,לשון
274,Stimme::N,rödd,קול
275,Wort::N,orð,מלה
276,Zeichen::N,tákn,סימן
277,Zeichen::N,merki,סימן
278,Ruf::N,kall,קריאה
279,Lärm::N,hávaði,רעש
280,Laut::N,hljóð,הגה
281,Ton::N,tónn,צליל
282,Lied::N,ljóð,שיר
283,Lied::N,söngur,שיר
284,Ruhe::N,ró,שלוה
285,Ruhe::N,kyrrð,שלוה
286,Leute::N,fólk,אנשים
287,Volk::N,þjóð,עם
288,Arbeit::N,vinna,עבודה
289,Gast::N,gestur,אורח
290,Geschenk::N,gjöf,מתנה
291,Spiel::N,leikur,משחק
292,Gesellschaft::N,selskapur,חברה
293,Hilfe::N,hjálp,עזרה
294,Freund::N,vinur,חבר
295,Freund::N,vinur,ידיד
296,Kamerad::N,félagi,רע
297,Angelegenheit::N,mál,ענין
298,Angelegenheit::N,málefni,ענין
299,Anzahl::N,tala,מספר
300,Anzahl::N,fjöldi,מספר
301,Art::N,tegund,סוג
302,Stück::N,biti,חתיכה
303,Stück::N,stykki,חתיכה
304,Teil::N,hluti,פרק
305,Teil::N,partur,פרק
306,Hälfte::N,helmingur,חצי
307,Kreis::N,hringur,מעגל
308,Kreuz::N,kross,צלב
309,Kreuz::N,krossmark,צלב
310,Linie::N,lína,קו
311,Strich::N,strik,קו קצר
312,Abstand::N,millibil,מרחק
313,Entfernung::N,fjarlægð,מרחק
314,Gegend::N,hérað,נוף
315,Platz::N,pláss,שטח
316,Ort::N,staður,אתר
317,Ort::N,staður,מקום
318,Seite::N,hlið,צד
319,Mitte::N,miðja,אמצע
320,Gegenstand::N,hlutur,אוביקט
321,Sache::N,mál,דבר
322,Rand::N,brún,פרור
323,Kante::N,rönd,קצה
324,Ecke::N,horn,פנה
325,Spitze::N,oddur,קצה
326,Ende::N,endi,סוף
327,Loch::N,gat,חר
328,Loch::N,hola,חר
329,Winkel::N,skot,פנה
330,Winkel::N,krókur,פנה
331,Muster::N,munstur,תבנית
332,Größe::N,stærð,גדל
333,Länge::N,lengd,ארך
334,Höhe::N,hæð,קומה
335,Höhe::N,hæð,גבה
336,Gewicht::N,vigt,משקל
337,Gewicht::N,þyngd,משקל
338,Menge::N,magn,כמות
339,Haufen::N,hrúga,ערמה
340,Haufen::N,haugur,ערמה
341,Reihe::N,röð,רצף
342,Boot::N,bátur,סירה
343,Ruder::N,ár,משוט
344,Schlitten::N,sleði,מזחלת
345,Ski::N,skíði,מגלשים
346,Lagerfeuer::N,varðeldur,מדורה
347,Last::N,byrði,משא
348,Last::N,farmur,משא
349,Gang::N,ganga,הליכה
350,Schritt::N,skref,צעד
351,Norden::N,norður,צפון
352,Süden::N,suður,דרום
353,Westen::N,vestur,מערב
354,Osten::N,austur,מזרח
355,Holz::N,viður,עץ
356,Brett::N,fjöl,קרש
357,Platte::N,flötur,לוח
358,Stütze::N,stoð,משען
359,Stange::N,stöng,מוט
360,Stock::N,prik,מקל
361,Stock::N,stafur,מקל
362,Stab::N,prik,מוט
363,Stab::N,stafur,מוט
364,Rohr::N,rör,צנור
365,Rohr::N,pípa,צנור
366,Haus::N,hús,בית
367,Heim::N,heimili,בית
368,Ofen::N,ofn,תנור
369,Fußboden::N,gólf,רצפה
370,Tisch::N,borð,שלחן
371,Stuhl::N,stóll,כסא
372,Wiege::N,vagga,ערש
373,Bett::N,rúm,מטה
374,Bett::N,hvíla,מטה
375,Regal::N,hilla,מדף
376,Kiste::N,kassi,תבה
377,Kiste::N,kassi,ארגז
378,Fenster::N,gluggi,חלון
379,Tür::N,dyr,דלת
380,Tür::N,hurð,דלת
381,Tor::N,hlið,שער
382,Zaun::N,girðing,גדר
383,Zaun::N,limgarður,גדר
384,Dach::N,þak,גג
385,Leiter::N,stigi,סלם
386,Besen::N,sópur,מטאטא
387,Spaten::N,spaði,את
388,Schaufel::N,skófla,את
389,Gabel::N,gaffall,מזלג
390,Löffel::N,skeið,כף
391,Messer::N,hnífur,סכין
392,Nagel::N,nögl,מסמר
393,Netz::N,net,רשת
394,Haken::N,krókur,וו
395,Haken::N,krókur,קרס
396,Griff::N,tak,ידית
397,Schloss::N,lás,מנעול
398,Bild::N,mynd,תמונה
399,Figur::N,stytta,פסל
400,Puppe::N,brúða,בבה
401,Beutel::N,poki,שק
402,Beutel::N,baggi,שק
403,Bündel::N,böggull,צרור
404,Tasche::N,veski,שקית
405,Eimer::N,fata,דלי
406,Deckel::N,lok,מכסה
407,Geschirr::N,leirtau,כלים
408,Sack::N,sekkur,שק
409,Tasse::N,bolli,ספל
410,Topf::N,pottur,סיר
411,Kessel::N,ketill,קנקן
412,Essen::N,matur,אכל
413,Essen::N,matur,ארוחה
414,Nahrung::N,fæða,הזנה
415,Nahrung::N,fæða,תזונה
416,Speise::N,réttur,מאכל
417,Speise::N,réttur,ארוחה
418,Speise::N,matarréttur,מאכל
419,Speise::N,matarréttur,ארוחה
420,Fleisch::N,kjöt,בשר
421,Getreide::N,korn,דגן
422,Brei::N,grautur,מחית
423,Brot::N,brauð,לחם
424,Scheibe::N,sneið,עגול
425,Scheibe::N,sneið,פרוסה
426,Fett::N,fita,שמן
427,Butter::N,smjör,חמאה
428,Öl::N,olía,שמן
429,Salz::N,salt,מלח
430,Suppe::N,súpa,מרק
431,Honig::N,hunang,דבש
432,Milch::N,mjólk,חלב
433,Tee::N,te,תה
434,Leder::N,skinn,עור
435,Wolle::N,ull,צמר
436,Stoff::N,dúkur,בד
437,Stoff::N,dúkur,אריג
438,Nadel::N,nál,מחט
439,Faden::N,þráður,חוט
440,Knopf::N,tala,כפתור
441,Knopf::N,hnappur,כפתור
442,Knoten::N,hnútur,קשר
443,Farbe::N,málning,צבע
444,Kleidung::N,búningur,בגדים
445,Kleidung::N,klæðnaður,בגדים
446,Hemd::N,skyrta,חלצה
447,Kragen::N,kragi,צוארון
448,Kragen::N,flibbi,צוארון
449,Ärmel::N,ermi,שרוול
450,Hose::N,buxur,מכנסים
451,Gürtel::N,belti,חגורה
452,Mütze::N,húfa,כובע
453,Schuh::N,skór,נעל
454,Stiefel::N,stígvél,מגף
455,Ring::N,hringur,טבעת
456,Band::N,band,סרט
457,Kamm::N,greiða,מסרק
458,Spiegel::N,spegill,מראה
459,Riemen::N,ól,רצועה
460,Riemen::N,reim,רצועה
461,Schnur::N,snúra,חבל
462,Leine::N,band,מושכות
463,Decke::N,teppi,שמיכה
464,Kissen::N,koddi,כרית
465,Tuch::N,klútur,צעיף
466,Handtuch::N,þurrka,מגבת
467,Handtuch::N,handklæði,מגבת
468,Kraft::N,afl,כוח
469,Kraft::N,kraftur,כוח
470,Stärke::N,styrkur,און
471,Gesundheit::N,heilsa,בריאות
472,Gesundheit::N,heilbrigði,בריאות
473,Krankheit::N,sjúkdómur,מחלה
474,Schmerz::N,sársauki,כאב
475,Wunde::N,sár,פציעה
476,Fieber::N,hitasótt,חם
477,Arznei::N,lyf,תרופה
478,Brücke::N,brú,גשר
479,Brunnen::N,brunnur,באר
480,Weide::N,hagi,אחו
481,Weide::N,hagi,מרעה
482,Pfad::N,stígur,שביל
483,Pfad::N,stígur,מדרכה
484,Weg::N,vegur,דרך
485,Straße::N,gata,כביש
486,Straße::N,stræti,כביש
487,Dorf::N,þorp,כפר
488,Stadt::N,borg,עיר
489,Brief::N,bréf,מכתב
490,Buch::N,bók,ספר
491,Buchstabe::N,bókstafur,אות
492,Zeitung::N,dagblað,עתון
493,Leben::N,líf,חיים
494,Tod::N,dauði,מות
495,Grab::N,gröf,קבר
496,Kirche::N,kirkja,כנסיה
497,Sünde::N,synd,חטא
498,Gott::N,guð,אל
499,Arbeiter::N,verkamaður,פועל
500,Chef::N,yfirmaður,ראש
501,Chef::N,yfirmaður,מנהל
502,Meister::N,meistari,ממחה
503,Arzt::N,læknir,רופא
504,Lehrer::N,kennari,מורה
505,Geld::N,peningar,כסף
506,Geschäft::N,viðskipti,עסקה
507,Laden::N,búð,חנות
508,Laden::N,verslun,חנות
509,Preis::N,verð,מחיר
510,Ware::N,vara,סחורה
511,Nutzen::N,gagn,תועלת
512,Reichtum::N,auður,עשר
513,Welt::N,veröld,עולם
514,Land::N,land,ארץ
515,Staat::N,ríki,מדינה
516,König::N,konungur,מלך
517,Macht::N,vald,כוח
518,Grenze::N,landamæri,גבול
519,Krieg::N,stríð,מלחמה
520,Feind::N,fjandmaður,אויב
521,Gewalt::N,ofbeldi,אלימות
522,Kampf::N,bardagi,קרב
523,Kampf::N,bardagi,לחימה
524,Bogen[Waffe]::N,bogi,קשת
525,Pfeil::N,ör,חץ
526,Gewehr::N,byssa,רובה
527,Fehler::N,villa,טעות
528,Lüge::N,lygi,שקר
529,Schaden::N,skemmd,נזק
530,Unglück::N,óhamingja,מזל רע
531,Schuld::N,sök,אשמה
532,Alter::N,aldur,גיל
533,Schluss::N,lok,סיום
534,Schluss::N,endir,סיום
535,Zeit::N,tími,זמן
536,Tag::N,dagur,יום
537,Morgen::N,morgunn,בקר
538,Mittag::N,hádegi,צהרים
539,Abend::N,kvöld,ערב
540,Nacht::N,nótt,לילה
541,Woche::N,vika,שבוע
542,Monat::N,mánuður,חדש
543,Jahr::N,ár,שנה
544,Frühling::N,vor,אביב
545,Sommer::N,sumar,קיץ
546,Herbst::N,haust,סתו
547,Winter::N,vetur,חרף
548,Januar::N,janúar,ינואר
549,Februar::N,február,פברואר
550,März::N,mars,מרץ
551,April::N,apríl,אפריל
552,Mai::N,maí,מאי
553,Juni::N,júní,יוני
554,Juli::N,júlí,יולי
555,August::N,ágúst,אוגוסט
556,September::N,september,ספטמבר
557,Oktober::N,október,אוקטובר
558,November::N,nóvember,נובמבר
559,Dezember::N,desember,דצמבר
560,Montag::N,mánudagur,יום שני
561,Dienstag::N,þriðjudagur,יום שלישי
562,Mittwoch::N,miðvikudagur,יום רביעי
563,Donnerstag::N,fimmtudagur,יום חמישי
564,Freitag::N,föstudagur,יום ששי
565,Samstag::N,laugardagur,יום שבת
566,Sonntag::N,sunnudagur,יום ראשון
567,groß::A,stór,גדול
568,klein::A,lítill,קטן
569,lang::A,langur,ארך
570,kurz::A,stuttur,קצר
571,breit::A,breiður,רחב
572,schmal::A,mjór,צר
573,dicht::A,þéttur,צפוף
574,dick[Gegenstand]::A,þykkur,עבה
575,dünn::A,þunnur,דק
576,fein::A,fíngerður,מעדן
577,fest::A,fastur,מוצק
578,flach::A,flatur,שטוח
579,glatt::A,háll,חלק
580,glatt::A,sléttur,חלק
581,hart::A,harður,קשיח
582,weich::A,mjúkur,רך
583,rund::A,kringlóttur,עגל
584,spitz::A,oddhvass,חד
585,scharf::A,beittur,חד
586,stumpf::A,bitlaus,קהה
587,schwer::A,þungur,כבד
588,schön::A,fagur,יפה
589,schön::A,fallegur,יפה
590,heiß::A,heitur,חם
591,warm::A,hlýr,חם
592,warm::A,heitur,חם
593,kalt::A,kaldur,קר
594,kühl::A,svalur,צונן
595,frisch::A,frískur,טרי
596,feucht::A,rakur,לח
597,feucht::A,þvalur,לח
598,nass::A,votur,רטוב
599,nass::A,blautur,רטוב
600,trocken::A,þurr,יבש
601,voll::A,fullur,מלא
602,leer::A,tómur,ריק
603,offen::A,opinn,פתוח
604,geschlossen::A,lokaður,סגור
605,sauber::A,þrifinn,נקי
606,schmutzig::A,óhreinn,מלכלך
607,schmutzig::A,sóðalegur,מלכלך
608,roh::A,hrár,חי
609,reif::A,þroskaður,בשל
610,lecker::A,ljúffengur,טעים
611,süß::A,sætur,מתוק
612,bitter::A,beiskur,מר
613,sauer::A,súr,חמוץ
614,hell::A,bjartur,בהיר
615,dunkel::A,dimmur,עמום
616,schwarz::A,svartur,שחר
617,weiß::A,hvítur,לבן
618,rot::A,rauður,אדם
619,gelb::A,gulur,צהב
620,blau::A,blár,כחל
621,grün::A,grænn,ירק
622,grau::A,grár,אפר
623,bunt::A,marglitur,צבעוני
624,billig::A,ódýr,זול
625,teuer::A,dýr,יקר
626,wertvoll::A,verðmætur,יקר ערך
627,blind::A,blindur,עור
628,taub::A,heyrnarlaus,חרש
629,kräftig::A,öflugur,חסן
630,stark::A,sterkur,חזק
631,schwach::A,veill,חלש
632,fett::A,feitur,שמן
633,schlank::A,grannur,רזה
634,schlank::A,spengilegur,רזה
635,hübsch::A,snotur,יפה תאר
636,hübsch::A,laglegur,יפה תאר
637,böse::A,illur,רשע
638,böse::A,vondur,רשע
639,dumm::A,heimskur,טפש
640,faul::A,latur,עצלן
641,fleißig::A,iðinn,חרוץ
642,geizig::A,nískur,קמצן
643,klug::A,hygginn,נבון
644,klug::A,hygginn,פקח
645,geschickt::A,fimur,מימן
646,geschickt::A,laginn,מימן
647,lieb::A,kær,יקר
648,lieb::A,kær,אהוב
649,lieb::A,ljúfur,יקר
650,lieb::A,ljúfur,אהוב
651,lustig::A,kátur,עליז
652,sanft::A,blíður,עדין
653,hungrig::A,soltinn,רעב
654,hungrig::A,hungraður,רעב
655,krank::A,sjúkur,חולה
656,nackt::A,nakinn,ערום
657,traurig::A,dapur,עצוב
658,traurig::A,hryggur,עצוב
659,lebendig::A,lifandi,חי
660,gut::A,góður,טוב
661,schlecht::A,slæmur,גרוע
662,schlecht::A,lélegur,גרוע
663,richtig::A,réttur,נכון
664,schlimm::A,slæmur,רע
665,wahr::A,sannur,אמתי
666,alt::A,gamall,ישן
667,neu::A,nýr,חדש
668,ehemalig::A,fyrrverandi,לשעבר
669,alt[Lebewesen]::A,gamall,זקן
670,jung::A,ungur,צעיר
671,arm::A,vesall,עני
672,arm::A,fátækur,עני
673,reich::A,ríkur,עשיר
674,reich::A,auðugur,עשיר
675,bekannt::A,kunnugur,ידוע
676,berühmt::A,frægur,מפרסם
677,fremd::A,framandi,זר
678,fremd::A,ókunnugur,זר
679,verschieden::A,ýmis,שונה
680,nah::A,nálægur,קרוב
681,fern::A,fjarri,רחוק
682,fern::A,fjarlægur,רחוק
683,linker::A,vinstri,שמאלי
684,rechter::A,hægri,ימין
685,anderer::A,annar,אחר
686,erster::A,fyrsti,ראשון
687,zweiter::A,annar,שני
688,dritter::A,þriðji,שלישי
689,letzter::A,síðasti,אחרון
690,allein::ADV,einn,לבד
691,allein::ADV,aleinn,לבד
692,auf einmal::ADV,allt í einu,בו-זמנית
693,zusammen::ADV,saman,ביחד
694,lange::ADV,lengi,הרבה זמן
695,plötzlich::ADV,skyndilega,לפתע
696,plötzlich::ADV,skyndilega,פתאום
697,sofort::ADV,strax,מיד
698,sofort::ADV,þegar í stað,מיד
699,später::ADV,seinna,לאחר זמן
700,später::ADV,seinna,יותר מאחר
701,jetzt::ADV,nú,עכשיו
702,jetzt::ADV,núna,עכשיו
703,heute::ADV,í dag,היום
704,morgen::ADV,á morgun,מחר
705,bald::ADV,brátt,בקרוב
706,bald::ADV,bráðum,בקרוב
707,dann::ADV,svo,אחר-כך
708,dann::ADV,síðan,אחר-כך
709,gestern::ADV,í gær,אתמול
710,einst::ADV,forðum,לפנים
711,damals::ADV,þá,אז
712,damals::ADV,á þeim tímum,אז
713,danach::ADV,á eftir því,אחר-כך
714,vorher::ADV,áður,לפני זה
715,zuerst::ADV,fyrst,קדם
716,einmal::ADV,einu sinni,פעם
717,manchmal::ADV,stundum,לפעמים
718,oft::ADV,oft,לעתים קרובות
719,immer::ADV,alltaf,תמיד
720,immer::ADV,sífellt,תמיד
721,niemals::ADV,aldrei,אף פעם
722,hier::ADV,hér,כאן
723,hierhin::ADV,hingað,פה
724,von hier::ADV,héðan,מפה
725,dort::ADV,þar,שם
726,dort::ADV,þarna,שם
727,dorthin::ADV,þangað,שם
728,geradeaus::ADV,beint áfram,ישר
729,vorwärts::ADV,áfram,קדימה
730,rückwärts::ADV,aftur á bak,לאחור
731,zurück::ADV,aftur,בחזרה
732,zurück::ADV,aftur,אחורנית
733,zurück::ADV,til baka,בחזרה
734,zurück::ADV,til baka,אחורנית
735,unten::ADV,niðri,למטה
736,unten::ADV,fyrir neðan,למטה
737,hinab::ADV,niður,למטה
738,hinab::ADV,niður eftir,למטה
739,oben::ADV,uppi,מעל
740,oben::ADV,uppi,למעלה
741,hinauf::ADV,upp,למעלה
742,hinauf::ADV,upp eftir,למעלה
743,überall::ADV,alls staðar,בכל מקום
744,nicht::ADV,ekki,לא
745,ein wenig::ADV,dálítið,קצת
746,kaum::ADV,varla,בקשי
747,kaum::ADV,tæplega,בקשי
748,sehr::ADV,mjög,מאוד
749,so::ADV,svo,כך
750,so::ADV,svo,ככה
751,so::ADV,þannig,כך
752,so::ADV,þannig,ככה
753,noch::ADV,enn,עוד
754,noch::ADV,enn,עדין
755,noch::ADV,ennþá,עוד
756,noch::ADV,ennþá,עדין
757,nur::ADV,bara,רק
758,nur::ADV,aðeins,רק
759,schon::ADV,nú þegar,כבר
760,wieder::ADV,aftur,שוב
761,wieder::ADV,að nýju,שוב
762,vergebens::ADV,árangurslaust,לריק
763,vergebens::ADV,árangurslaust,לשוא
764,vor::PRP,fyrir,מול
765,hinter::PRP,bak við,מאחורי
766,hinter::PRP,aftur fyrir,מאחורי
767,unter::PRP,undir,מתחת
768,durch::PRP,gegnum,דרך
769,neben::PRP,hjá,ליד
770,neben::PRP,hjá,על-יד
771,neben::PRP,við hliðina á,ליד
772,neben::PRP,við hliðina á,על-יד
773,zwischen::PRP,milli,בין
774,zwischen::PRP,á milli,בין
775,wegen::PRP,vegna,בשל
776,wegen::PRP,vegna,בגלל
777,dies::PRN,þetta,זה
778,das::PRN,það,זה
779,alles::PRN,allt,הכל
780,ich::PRN,ég,אני
781,du::PRN,þú,את
782,du::PRN,þú,אתה
783,er::PRN,hann,הוא
784,wir::PRN,við,אנחנו
785,ihr::PRN,þið,לה
786,sie::PRN,þær,הם
787,sie::PRN,þeir,הם
788,was::FPRN,hvað,מה
789,wer::FPRN,hver,מי
790,wo::FADV,hvar,איפה
791,wohin::FADV,hvert,לאן
792,wie::FADV,hvernig,איך
793,warum::FADV,hvers vegna,למה
794,wieviel::FNUM,hve mikill,כמה
795,eins::NUM,einn,אחד
796,zwei::NUM,tveir,שתים
797,drei::NUM,þrír,שלושה
798,vier::NUM,fjórir,ארבעה
799,fünf::NUM,fimm,חמשה
800,sechs::NUM,sex,ששה
801,sieben::NUM,sjö,שבעה
802,acht::NUM,átta,שמונה
803,neun::NUM,níu,תשעה
804,zehn::NUM,tíu,עשרה
805,elf::NUM,ellefu,אחת עשרה
