,Concept_ID,pt,kv
64,Mond::N,lua,тӧлiсь
65,Stern::N,estrela,кӧдзыв
66,Luft::N,ar,ру
67,Wind::N,vento,тӧв
68,Welle::N,onda,гы
69,Wasser::N,água,ва
70,Stein::N,pedra,из
71,Boden::N,solo,му
72,Erde::N,terra,му
73,Staub::N,pó,бус
74,Rauch::N,fumo,тшын
75,Funke::N,faísca,бичир
76,Funke::N,centelha,бичир
77,Feuer::N,fogo,би
78,Licht::N,luz,би
79,Schatten::N,sombra,вуджӧр
80,Wetter::N,tempo,погоддя
81,Nebel::N,nevoeiro,туман
82,Wolke::N,nuvem,кымӧр
83,Regen::N,chuva,зэр
84,Schnee::N,neve,лым
85,Eis::N,gelo,йы
86,Frost::N,gelo,мороз
87,Frost::N,geada,мороз
88,Kälte::N,frio,кӧдзыт
89,Hitze::N,ardor,ӧд
90,Raureif::N,geada,кижа
91,Regenbogen::N,arco-iris,енӧшка
92,Donner::N,trovão,гым
93,Strömung::N,corrente,визывтӧм
94,Tropfen::N,gota,тёп
95,Schaum::N,espuma,быг
96,Schmutz::N,sujidade,нять
97,Schmutz::N,imundície,нять
98,See::N,lago,ты
99,Sumpf::N,charco,арай
100,Sumpf::N,pântano,арай
101,Moor::N,pântano,нюр
102,Wiese::N,prado,видз
103,Wald::N,bosque,вӧр
104,Wald::N,floresta,вӧр
105,Hügel::N,colina,мыльк
106,Anhöhe::N,alto,вывтас
107,Anhöhe::N,alto,вылынін
108,Anhöhe::N,outeiro,вывтас
109,Anhöhe::N,outeiro,вылынін
110,Berg::N,monte,керӧс
111,Berg::N,montanha,керӧс
112,Gipfel::N,pico,йыв
113,Höhle::N,caverna,нора
114,Abhang::N,encosta,покат
115,Quelle::N,fonte,больган
116,Bach::N,regato,шор
117,Bach::N,ribeiro,шор
118,Fluss::N,rio,ю
119,Ufer::N,beira,берег
120,Küste::N,costa,берег
121,Festland::N,terra firme,му
122,Meer::N,mar,море
123,Bucht::N,baía,курья
124,Insel::N,ilha,
125,Blume::N,flor,цветок
126,Gras::N,erva,турун
127,Wurzel::N,raiz,вуж
128,Baum::N,árvore,пу
129,Stamm::N,tronco,мыр
130,Stamm::N,tronco,кер
131,Rinde::N,casca,кач
132,Ast::N,ramo,ув
133,Zweig::N,galho,ув
134,Blatt::N,folha,лист
135,Birke::N,bétula,кыдз
136,Kiefer[Baum]::N,pinheiro,пожум
137,Weide[Baum]::N,salgueiro,бадь
138,Tanne::N,abeto,кӧз
139,Horn::N,corno,сюр
140,Horn::N,chifre,сюр
141,Feder::N,pena,гӧн
142,Fell::N,pele,кучик
143,Flügel::N,asa,борд
144,Klaue::N,pata,гыж
145,Kralle::N,unha,кабыр
146,Kralle::N,garra,кабыр
147,Schwanz::N,rabo,бӧж
148,Schwanz::N,cauda,бӧж
149,Ei::N,ovo,кольть
150,Nest::N,ninho,поз
151,Bau::N,toca,осьта
152,Bau::N,toca,нора
153,Bau::N,covil,осьта
154,Bau::N,covil,нора
155,Tier::N,animal,зверь
156,Herde::N,rebanho,гурт
157,Kuh::N,vaca,мӧс
158,Bulle::N,touro,ӧшка
159,Pferd::N,cavalo,вӧв
160,Schaf::N,ovelha,баля
161,Schwein::N,porco,порсь
162,Hund::N,cão,пон
163,Katze::N,gata,кань
164,Bär::N,urso,ош
165,Eichhörnchen::N,esquilo,ур
166,Elch::N,alce,вӧр мӧс
167,Fuchs::N,raposa,руч
168,Hase::N,lebre,кӧч
169,Maus::N,rato,шыр
170,Wolf::N,lobo,кӧин
171,Vogel::N,ave,кай
172,Vogel::N,pássaro,кай
173,Schwarm::N,bando,стая
174,Schwarm::N,bando,чукӧр
175,Schwarm::N,enxame,стая
176,Schwarm::N,enxame,чукӧр
177,Huhn::N,galinha,курӧг
178,Hahn::N,galo,петух
179,Hahn::N,galo,ай курӧг
180,Gans::N,ganso,дзодзог
181,Adler::N,águia,куч
182,Adler::N,águia,кутш
183,Ente::N,pata,утка
184,Eule::N,mocho,тупка
185,Eule::N,coruja,тупка
186,Kranich::N,grou,тури
187,Krähe::N,gralha,рака
188,Kuckuck::N,cuco,кӧк
189,Schwan::N,cisne,юсь
190,Fisch::N,peixe,чери
191,Barsch::N,perca,ёкыш
192,Hecht::N,lúcio,сирпинь
193,Schlange[Tier]::N,serpente,змей
194,Wurm::N,verme,номыр
195,Spinne::N,aranha,черань
196,Ameise::N,formiga,кӧдзывкар
197,Laus::N,piolho,ляпа той
198,Mücke::N,mosquito,ном
199,Fliege::N,mosca,гут
200,Schmetterling::N,borboleta,бабыв
201,Beere::N,bago,ягӧд
202,Apfel::N,maçã,яблоко
203,Pilz::N,fungo,тшак
204,Pilz::N,cogumelo,тшак
205,Zwiebel::N,cebola,грез
206,Saat::N,sementeira,кӧдзыс
207,Korn::N,grão,сю
208,Heu::N,feno,турун
209,Schale::N,casca,кыш
210,Schale::N,casca,киль
211,Grube::N,cova,яма
212,Grube::N,fossa,яма
213,Falle::N,armadilha,нальк
214,Falle::N,armadilha,кляпча
215,Schlinge::N,laço,лӧч
216,Spur::N,pista,туй
217,Spur::N,vestígio,туй
218,Asche::N,cinza,пӧим
219,Dreck::N,sujidade,нять
220,Eisen::N,ferro,кӧрт
221,Gold::N,ouro,зарни
222,Silber::N,prata,язісь
223,Kohle::N,carvão,шом
224,Kohle::N,carvão,уголь
225,Glas::N,vidro,стекло
226,Lehm::N,barro,сёй
227,Lehm::N,argila,сёй
228,Sand::N,areia,лыа
229,Mensch::N,homem,морт
230,Mensch::N,pessoa,морт
231,Mann::N,homem,мужик
232,Frau::N,mulher,инька
233,Kind::N,filho,кага
234,Kind::N,criança,кага
235,Junge::N,rapaz,зонка
236,Junge::N,menino,зонка
237,Mädchen::N,menina,нывкаок
238,Mädchen::N,rapariga,нывкаок
239,Familie::N,família,семья
240,Großvater::N,avô,дед
241,Großmutter::N,avó,баб
242,Eltern::N,pais,ай-мам
243,Vater::N,pai,ай
244,Mutter::N,mãe,мам
245,Sohn::N,filho,зон
246,Tochter::N,filha,ныв
247,Bruder::N,irmão,вон
248,Schwester::N,irmã,сой
249,Onkel::N,tio,дядь
250,Tante::N,tia,айӧлӧн сой
251,Tante::N,tia,ичинь
252,Ehemann::N,esposo,жӧник
253,Ehefrau::N,esposa,инь
254,Freude::N,prazer,гаж
255,Freude::N,prazer,радъялӧм
256,Freude::N,alegria,гаж
257,Freude::N,alegria,радъялӧм
258,Gelächter::N,risada,сералӧм
259,Gelächter::N,gargalhada,сералӧм
260,Glück::N,felicidade,мичлун
261,Kummer::N,aflição,шог
262,Kummer::N,desgosto,шог
263,Wunsch::N,desejo,мӧдӧм
264,Wunsch::N,desejo,охотитӧм
265,Lust::N,vontade,охота
266,Geist::N,mente,лов
267,Geist::N,espírito,лов
268,Gedanke::N,ideia,дума
269,Gedanke::N,pensamento,дума
270,Gedächtnis::N,memória,тӧдвыв
271,Verstand::N,razão,вежӧр
272,Verstand::N,inteligência,вежӧр
273,Sinn::N,sentido,ылӧс
274,Sinn::N,significado,ылӧс
275,Grund::N,causa,мог
276,Grund::N,motivo,мог
277,Wahrheit::N,verdade,правда
278,Gespräch::N,conversa,сёрни
279,Gespräch::N,conversação,сёрни
280,Märchen::N,conto,сказка
281,Erzählung::N,conto,висьт
282,Erzählung::N,narrativa,висьт
283,Nachricht::N,mensagem,юӧр
284,Nachricht::N,mensagem,висьталӧм
285,Neuigkeit::N,notícia,новость
286,Neuigkeit::N,novidade,новость
287,Name::N,nome,ним
288,Rätsel::N,adivinha,загадка
289,Rede::N,oração,сёрни
290,Rede::N,discurso,сёрни
291,Sprache::N,língua,кыв
292,Stimme::N,voz,голос
293,Wort::N,palavra,кыв
294,Zeichen::N,marca,пас
295,Ruf::N,grito,чуксӧм
296,Ruf::N,grito,чукӧстӧм
297,Ruf::N,chamada,чуксӧм
298,Ruf::N,chamada,чукӧстӧм
299,Lärm::N,ruído,шум
300,Lärm::N,barulho,шум
301,Laut::N,som,шы
302,Ton::N,tom,гор
303,Lied::N,canção,сьыланкыв
304,Ruhe::N,calma,спокой
305,Ruhe::N,silêncio,спокой
306,Leute::N,gente,йӧз
307,Leute::N,pessoas,йӧз
308,Volk::N,povo,йӧз
309,Volk::N,povo,народ
310,Volk::N,nação,йӧз
311,Volk::N,nação,народ
312,Arbeit::N,trabalho,удж
313,Gast::N,hóspede,гӧсь
314,Gast::N,convidado,гӧсь
315,Geschenk::N,prenda,гӧснеч
316,Geschenk::N,prenda,подарок
317,Geschenk::N,presente,гӧснеч
318,Geschenk::N,presente,подарок
319,Spiel::N,jogo,орсӧм
320,Gesellschaft::N,companhia,компания
321,Hilfe::N,ajuda,отсӧт
322,Hilfe::N,socorro,отсӧт
323,Freund::N,amigo,модз
324,Freund::N,amigo,дружок
325,Kamerad::N,camarada,тӧдса
326,Angelegenheit::N,assunto,дело
327,Anzahl::N,número,лыд
328,Anzahl::N,quantidade,лыд
329,Art::N,tipo,пӧлӧс
330,Art::N,espécie,пӧлӧс
331,Stück::N,pedaço,тор
332,Teil::N,peça,юкӧм
333,Teil::N,parte,юкӧм
334,Hälfte::N,metade,джын
335,Kreis::N,círculo,круг
336,Kreuz::N,cruz,перна
337,Linie::N,linha,визь
338,Strich::N,traço,кырӧв
339,Abstand::N,distância,колас
340,Entfernung::N,distância,ылына
341,Gegend::N,área,места
342,Gegend::N,região,места
343,Platz::N,lugar,места
344,Ort::N,sítio,места
345,Seite::N,lado,ладор
346,Mitte::N,meio,шӧр
347,Gegenstand::N,objecto,тор
348,Sache::N,coisa,тор
349,Rand::N,bordo,дор
350,Rand::N,margem,дор
351,Kante::N,borda,ордлы
352,Kante::N,aresta,ордлы
353,Ecke::N,esquina,пельӧс
354,Spitze::N,ponta,йыв
355,Ende::N,cabo,йыв
356,Ende::N,extremo,йыв
357,Loch::N,furo,осьта
358,Loch::N,buraco,осьта
359,Winkel::N,canto,пельӧс
360,Winkel::N,ângulo,пельӧс
361,Muster::N,padrão,сер
362,Muster::N,desenho,сер
363,Größe::N,tamanho,ыжда
364,Länge::N,comprimento,кузя
365,Höhe::N,altura,сувда
366,Höhe::N,altura,вылына
367,Höhe::N,altitude,сувда
368,Höhe::N,altitude,вылына
369,Gewicht::N,peso,сьӧкта
370,Menge::N,quantidade,
371,Haufen::N,pilha,куча
372,Reihe::N,fila,лёдз
373,Boot::N,barco,пыж
374,Ruder::N,remo,пелыс
375,Schlitten::N,trenó,додь
376,Ski::N,esqui,лямпа
377,Lagerfeuer::N,fogueira,бипур
378,Last::N,carga,тягота
379,Gang::N,curso,мунӧм
380,Gang::N,caminhada,мунӧм
381,Schritt::N,passo,вожмӧв
382,Norden::N,norte,ой
383,Süden::N,sul,лун
384,Westen::N,oeste,рытвыв
385,Westen::N,ocidente,рытвыв
386,Osten::N,este,асыв
387,Osten::N,leste,асыв
388,Osten::N,oriente,асыв
389,Holz::N,madeira,пу
390,Brett::N,tábua,пӧв
391,Brett::N,prancha,пӧв
392,Platte::N,laje,плита
393,Platte::N,chapa,плита
394,Stütze::N,apoio,пика
395,Stütze::N,suporte,пика
396,Stange::N,vara,зор
397,Stange::N,vara,потш
398,Stange::N,barra,зор
399,Stange::N,barra,потш
400,Stock::N,pau,бедь
401,Stock::N,bengala,бедь
402,Stab::N,bastão,шест
403,Rohr::N,cano,труба
404,Haus::N,casa,керку
405,Heim::N,lar,керку
406,Heim::N,casa,керку
407,Ofen::N,estufa,пӧжавны
408,Ofen::N,aquecedor,пӧжавны
409,Fußboden::N,piso,джодж
410,Tisch::N,mesa,пызан
411,Stuhl::N,cadeira,стул
412,Wiege::N,berço,зыбка
413,Bett::N,cama,кровать
414,Regal::N,estante,джадж
415,Regal::N,prateleira,джадж
416,Kiste::N,caixa,ящик
417,Fenster::N,janela,ӧшын
418,Tür::N,porta,ыбӧс
419,Tor::N,portão,ворота
420,Zaun::N,cerca,забор
421,Zaun::N,vedação,забор
422,Dach::N,telhado,крыша
423,Leiter::N,escada,лиснич
424,Leiter::N,escada móvel,лиснич
425,Besen::N,vassoura,рос
426,Spaten::N,pá,зыр
427,Schaufel::N,pá,зыр
428,Gabel::N,garfo,вила
429,Löffel::N,colher,пань
430,Messer::N,faca,пурт
431,Nagel::N,cravo,кӧрттув
432,Netz::N,rede,кыйӧт
433,Haken::N,gancho,ем
434,Griff::N,asa,пу
435,Griff::N,cabo,пу
436,Schloss::N,fechadura,замок
437,Bild::N,imagem,картина
438,Figur::N,figura,мыгӧр
439,Puppe::N,boneca,акань
440,Beutel::N,saco,мешӧк
441,Beutel::N,bolsa,мешӧк
442,Bündel::N,fardo,нин
443,Tasche::N,saco,сумка
444,Tasche::N,bolso,сумка
445,Eimer::N,balde,ведра
446,Deckel::N,tampa,вевт
447,Geschirr::N,louça,доз
448,Geschirr::N,louça,бекӧрпань
449,Sack::N,saca,мешӧк
450,Tasse::N,chávena,бекӧр
451,Topf::N,tacho,кастрюля
452,Topf::N,panela,кастрюля
453,Kessel::N,caldeira,пӧрт
454,Essen::N,refeição,сёйӧм
455,Nahrung::N,comida,вердан
456,Nahrung::N,alimento,вердан
457,Speise::N,prato,сёян
458,Fleisch::N,carne,яй
459,Getreide::N,cereais,сю
460,Brei::N,puré,каша
461,Brot::N,pão,нянь
462,Scheibe::N,fatia,шӧрӧм
463,Fett::N,banha,гос
464,Fett::N,gordura,гос
465,Butter::N,manteiga,ви
466,Öl::N,azeite,ви
467,Salz::N,sal,сов
468,Suppe::N,sopa,шыд
469,Suppe::N,caldo,шыд
470,Honig::N,mel,ма
471,Milch::N,leite,йӧв
472,Tee::N,chá,чай
473,Leder::N,couro,кучик
474,Wolle::N,lã,гӧн
475,Stoff::N,pano,дӧра
476,Stoff::N,tecido,дӧра
477,Nadel::N,agulha,ем
478,Faden::N,fio,сунис
479,Knopf::N,botão,кизь
480,Knoten::N,nó,узӧв
481,Knoten::N,nó,гӧрӧд
482,Farbe::N,corante,краска
483,Kleidung::N,roupa,паськӧм
484,Kleidung::N,vestuário,паськӧм
485,Hemd::N,camisa,йӧрнӧс
486,Kragen::N,gola,воротник
487,Ärmel::N,manga,сос
488,Hose::N,calça,вешьян
489,Gürtel::N,cinto,йи
490,Mütze::N,boné,шапка
491,Mütze::N,barrete,шапка
492,Schuh::N,sapato,ботинки
493,Stiefel::N,bota,сапог
494,Ring::N,anel,чунькытш
495,Band::N,fita,ленточка
496,Band::N,faixa,ленточка
497,Kamm::N,pente,сынан
498,Spiegel::N,espelho,зеркало
499,Riemen::N,correia,ремень
500,Schnur::N,corda,гез
501,Schnur::N,cordel,гез
502,Leine::N,trela,повод
503,Decke::N,cobertor,одеяло
504,Kissen::N,almofada,подушка
505,Tuch::N,pano,чышьян
506,Handtuch::N,toalha,чышкӧт
507,Kraft::N,força,прак
508,Stärke::N,força,вын
509,Gesundheit::N,saúde,здоровье
510,Krankheit::N,doença,шог
511,Krankheit::N,enfermidade,шог
512,Schmerz::N,dor,зубыт
513,Wunde::N,chaga,рана
514,Wunde::N,ferida,рана
515,Fieber::N,febre,лёк тресся
516,Fieber::N,febre,кынтан шогӧт
517,Arznei::N,remédio,лекарство
518,Brücke::N,ponte,пос
519,Brunnen::N,poço,колодец 
520,Weide::N,pastagem,пода йирсян
521,Pfad::N,senda,туй
522,Pfad::N,trilho,туй
523,Weg::N,caminho,туй
524,Straße::N,via,туй
525,Straße::N,estrada,туй
526,Dorf::N,aldeia,деревня
527,Stadt::N,cidade,город
528,Brief::N,carta,гижӧт
529,Buch::N,livro,книга
530,Buchstabe::N,letra,буква
531,Zeitung::N,jornal,газета
532,Leben::N,vida,олан
533,Tod::N,morte,кулӧм
534,Grab::N,túmulo,гу
535,Grab::N,sepultura,гу
536,Kirche::N,igreja,вичку
537,Sünde::N,pecado,грек
538,Gott::N,deus,ен
539,Arbeiter::N,operário,уджалiсь
540,Arbeiter::N,trabalhador,уджалiсь
541,Chef::N,chefe,начальник
542,Chef::N,patrão,начальник
543,Meister::N,mestre,мастер
544,Arzt::N,médico,врач
545,Lehrer::N,professor,велӧтісь
546,Geld::N,dinheiro,деньга
547,Geschäft::N,negócio,удж
548,Laden::N,loja,магазин
549,Preis::N,preço,дон
550,Ware::N,mercadoria,товар
551,Nutzen::N,proveito,путь
552,Reichtum::N,riqueza,богатство
553,Welt::N,mundo,му
554,Land::N,país,страна
555,Staat::N,Estado,государство
556,König::N,rei,кан
557,Macht::N,poder,власть
558,Macht::N,potência,власть
559,Grenze::N,fronteira,граница
560,Krieg::N,guerra,война
561,Feind::N,inimigo,враг
562,Gewalt::N,violência,
563,Kampf::N,luta,нярасьӧм
564,Kampf::N,luta,вермасьӧм
565,Kampf::N,combate,нярасьӧм
566,Kampf::N,combate,вермасьӧм
567,Bogen[Waffe]::N,arco,лук
568,Pfeil::N,seta,ньӧв
569,Pfeil::N,flecha,ньӧв
570,Gewehr::N,espingarda,ружьё
571,Fehler::N,erro,ошибка
572,Fehler::N,falha,ошибка
573,Lüge::N,mentira,ылӧтӧм
574,Lüge::N,mentira,пӧрьялӧм
575,Schaden::N,dano,лёк
576,Schaden::N,estrago,лёк
577,Unglück::N,desgraça,пик
578,Unglück::N,desgraça,оказзё
579,Schuld::N,culpa,вина
580,Alter::N,idade,
581,Schluss::N,fim,ком
582,Zeit::N,tempo,кад
583,Tag::N,dia,лун
584,Morgen::N,manhã,асыв
585,Mittag::N,meio-dia,луншӧр кад
586,Abend::N,noite,рыт
587,Abend::N,tardinha,рыт
588,Nacht::N,noite,ой
589,Woche::N,semana,неделя
590,Monat::N,mês,тӧлicь
591,Jahr::N,ano,год
592,Frühling::N,primavera,тулыс
593,Sommer::N,verão,гожум
594,Herbst::N,outono,ар
595,Winter::N,inverno,тӧв
596,Januar::N,Janeiro,январ
597,Februar::N,Fevereiro,февраль
598,März::N,Março,март
599,April::N,Abril,апрель
600,Mai::N,Maio,май
601,Juni::N,Junho,юнь
602,Juli::N,Julho,юль
603,August::N,Agosto,август
604,September::N,Setembro,сентяб
605,Oktober::N,Outubro,октяб
606,November::N,Novembro,нояб
607,Dezember::N,Dezembro,декаб
608,Montag::N,segunda-feira,вильлун
609,Dienstag::N,terça-feira,мӧдӧдзлун
610,Mittwoch::N,quarta-feira,шӧрлун
611,Donnerstag::N,quinta-feira,нёльӧдзлун
612,Freitag::N,sexta-feira,витӧдзлун
613,Samstag::N,sábado,пывсянлун
614,Sonntag::N,domingo,кресення
615,groß::A,grande,ыджыт
616,klein::A,pequeno,учӧтик
617,lang::A,comprido,кузь
618,kurz::A,curto,дженыт
619,breit::A,largo,ота
620,schmal::A,estreito,векнит
621,dicht::A,denso,тшӧк
622,dick[Gegenstand]::A,grosso,кыз
623,dünn::A,delgado,вӧснит
624,fein::A,fino,вӧснит
625,fein::A,subtil,вӧснит
626,fest::A,firme,крепыт
627,fest::A,sólido,крепыт
628,flach::A,plano,лапкӧса
629,glatt::A,liso,волькыт
630,hart::A,duro,чӧрыт
631,weich::A,mole,небыт
632,rund::A,redondo,гӧгрӧса
633,spitz::A,agudo,ёся
634,scharf::A,afiado,лэчыт
635,stumpf::A,rombo,ныж
636,schwer::A,pesado,сьӧкыт
637,schön::A,belo,басӧк
638,schön::A,bonito,басӧк
639,heiß::A,quente,жар
640,warm::A,quente,шоныт
641,kalt::A,frio,кӧдзыт
642,kühl::A,fresco,сайкыт
643,frisch::A,fresco,виль
644,feucht::A,húmido,вакодь
645,nass::A,molhado,ва
646,trocken::A,seco,кӧс
647,voll::A,cheio,тыра
648,leer::A,vazio,тыртӧм
649,offen::A,aberto,оссьӧм
650,geschlossen::A,fechado,игана
651,geschlossen::A,fechado,пӧдана
652,sauber::A,limpo,сӧдз
653,sauber::A,limpo,сӧстӧм
654,schmutzig::A,sujo,нятьӧсь
655,roh::A,cru,путӧм
656,reif::A,maduro,кисьмалӧм
657,lecker::A,delicioso,кӧра 
658,süß::A,doce,чӧскыт
659,bitter::A,amargo,курыт
660,sauer::A,azedo,шӧма 
661,hell::A,claro,югыт
662,dunkel::A,escuro,пемыт
663,dunkel::A,sombrio,пемыт
664,schwarz::A,preto,сьӧд
665,weiß::A,branco,чочком
666,rot::A,vermelho,гӧрд
667,gelb::A,amarelo,веж
668,blau::A,azul,лӧз
669,grün::A,verde,веж
670,grau::A,cinzento,руд
671,grau::A,cinzento,бусӧй
672,bunt::A,colorido,быдрӧма
673,billig::A,barato,донтӧм
674,teuer::A,caro,дона
675,wertvoll::A,valioso,дона
676,wertvoll::A,precioso,дона
677,blind::A,cego,синтӧм
678,taub::A,surdo,пельтӧм
679,kräftig::A,forte,вына
680,kräftig::A,poderoso,вына
681,stark::A,forte,вына
682,stark::A,robusto,вына
683,schwach::A,débil,некодя
684,fett::A,gordo,госа
685,schlank::A,esbelto,статя
686,hübsch::A,giro,басӧк
687,hübsch::A,bonito,басӧк
688,böse::A,mau,лёк
689,dumm::A,parvo,бӧбӧв
690,dumm::A,parvo,вежӧртӧм
691,dumm::A,estúpido,бӧбӧв
692,dumm::A,estúpido,вежӧртӧм
693,faul::A,preguiçoso,дыш
694,fleißig::A,aplicado,уджалicь
695,fleißig::A,diligente,уджалicь
696,geizig::A,avarento,жикмӧра
697,geizig::A,avarento,горшаліcь
698,klug::A,prudente,авья
699,klug::A,prudente,вежӧра
700,klug::A,inteligente,авья
701,klug::A,inteligente,вежӧра
702,geschickt::A,hábil,кипода
703,lieb::A,caro,муса
704,lieb::A,caro,дзулиньӧй
705,lieb::A,querido,муса
706,lieb::A,querido,дзулиньӧй
707,lustig::A,alegre,гажа
708,sanft::A,suave,лебезнӧй
709,sanft::A,brando,лебезнӧй
710,hungrig::A,faminto,тшыг
711,krank::A,doente,шогалiсь
712,krank::A,enfermo,шогалiсь
713,nackt::A,nu,куш
714,nackt::A,despido,куш
715,traurig::A,triste,жугыль
716,lebendig::A,vivo,ловья
717,gut::A,bom,бур
718,schlecht::A,mau,умӧль
719,schlecht::A,ruim,умӧль
720,richtig::A,justo,
721,richtig::A,correcto,
722,schlimm::A,mau,нештӧм
723,schlimm::A,grave,нештӧм
724,wahr::A,verdadeiro,
725,alt::A,velho,важ
726,alt::A,antigo,важ
727,neu::A,novo,виль
728,ehemalig::A,antigo,вӧвлӧм
729,alt[Lebewesen]::A,velho,года
730,alt[Lebewesen]::A,velho,годдэза
731,jung::A,jovem,том
732,arm::A,pobre,гов
733,arm::A,pobre,беднӧй
734,reich::A,rico,эма
735,bekannt::A,conhecido,тӧдса
736,berühmt::A,famoso,
737,berühmt::A,célebre,
738,fremd::A,alheio,чужӧй
739,fremd::A,estranho,чужӧй
740,verschieden::A,diverso,быдкодь
741,verschieden::A,diferente,быдкодь
742,nah::A,próximo,матiсь
743,fern::A,remoto,ылicь
744,fern::A,distante,ылicь
745,linker::A,esquerdo,шульга
746,rechter::A,direito,веськытланись
747,anderer::A,outro,мукӧд
748,erster::A,primeiro,медодзза
749,zweiter::A,segundo,кыкӧт
750,dritter::A,terceiro,куимӧт
751,dritter::A,terceiro,куимӧдз
752,letzter::A,final,бӧрья
753,letzter::A,final,мёдбӧрья
754,letzter::A,último,бӧрья
755,letzter::A,último,мёдбӧрья
756,allein::ADV,só,
757,auf einmal::ADV,de vez,тшӧтш
758,zusammen::ADV,juntos,ӧтлаын
759,lange::ADV,muito tempo,дыр
760,plötzlich::ADV,de repente,друг
761,sofort::ADV,imediatamente,тшӧтш
762,später::ADV,mais tarde,медбӧрын
763,jetzt::ADV,agora,ӧні
764,heute::ADV,hoje,талун
765,morgen::ADV,amanhã,ашын
766,bald::ADV,logo,чожа
767,bald::ADV,breve,чожа
768,dann::ADV,então,сыбӧрын
769,dann::ADV,depois,сыбӧрын
770,gestern::ADV,ontem,тӧн
771,einst::ADV,antigamente,ӧтпыр
772,damals::ADV,então,сэк
773,damals::ADV,então,сэки
774,danach::ADV,logo,сэсся
775,danach::ADV,depois,сэсся
776,vorher::ADV,antes,одзжык
777,zuerst::ADV,primeiro,наперво
778,einmal::ADV,uma vez,ӧтпыр
779,manchmal::ADV,às vezes,мукӧдпыр
780,oft::ADV,muitas vezes,-лы-
781,immer::ADV,sempre,быдпыр
782,immer::ADV,sempre,быдпырся
783,niemals::ADV,nunca,некӧр
784,hier::ADV,cá,татӧн
785,hier::ADV,aqui,татӧн
786,hierhin::ADV,para cá,татчӧ
787,von hier::ADV,daqui,тасянь
788,dort::ADV,lá,сэтӧн
789,dort::ADV,ali,сэтӧн
790,dorthin::ADV,lá,сэтчин
791,dorthin::ADV,para lá,сэтчин
792,geradeaus::ADV,em frente,веськыта
793,vorwärts::ADV,avante,одзӧ
794,rückwärts::ADV,para trás,бӧр
795,zurück::ADV,atrás,бӧр
796,unten::ADV,debaixo,увтын
797,unten::ADV,em baixo,увтын
798,hinab::ADV,para baixo,увтас
799,oben::ADV,em cima,вевдӧрас
800,hinauf::ADV,para cima,вывлань
801,hinauf::ADV,para cima,вывланьӧ
802,überall::ADV,em toda parte,быдлан
803,nicht::ADV,não,ог
804,ein wenig::ADV,um pouco,-ышт
805,ein wenig::ADV,um pouco,невна
806,ein wenig::ADV,um bocado,-ышт
807,ein wenig::ADV,um bocado,невна
808,kaum::ADV,apenas,ӧдва
809,sehr::ADV,muito,вывтi
810,so::ADV,tão,сiдз
811,so::ADV,assim,сiдз
812,noch::ADV,ainda,эшӧ
813,nur::ADV,só,только
814,nur::ADV,apenas,только
815,nur::ADV,somente,только
816,schon::ADV,já,ни
817,wieder::ADV,outra vez,бӧра
818,vergebens::ADV,em vão,весись
