,Concept_ID,ko,ca
85,Nebel::N,안개,boira
86,Wolke::N,구름,núvol
87,Regen::N,비,pluja
88,Schnee::N,눈,neu
89,Eis::N,얼음,gel
90,Eis::N,얼음,glaç
91,Frost::N,혹한,glaçada
92,Kälte::N,추위,fred
93,Kälte::N,차가움,fred
94,Hitze::N,고온,calor
95,Hitze::N,더위,calor
96,Regenbogen::N,무지개,arc iris
97,Donner::N,뇌명,tro
98,Strömung::N,유동,corrent
99,Tropfen::N,물방울,gota
100,Schaum::N,포말,escuma
101,Schmutz::N,때,brutícia
102,See::N,호수,llac
103,Sumpf::N,습지,pantà
104,Moor::N,저습지,pantà
105,Wiese::N,목초지,prat
106,Wiese::N,목초지,prada
107,Wald::N,숲,bosc
108,Hügel::N,언덕,puig
109,Hügel::N,언덕,pujol
110,Anhöhe::N,언덕,turó
111,Berg::N,산,muntanya
112,Gipfel::N,졀졍,cim
113,Höhle::N,공동,cova
114,Abhang::N,몰매,coster
115,Quelle::N,근원,font
116,Bach::N,내,riera
117,Fluss::N,강,riu
118,Ufer::N,강변,riba
119,Ufer::N,바닷가,riba
120,Küste::N,해변,costa
121,Küste::N,해변가,costa
122,Festland::N,본토,terra ferma
123,Meer::N,바다,mar
124,Bucht::N,협만,cala
125,Bucht::N,협만,badia
126,Insel::N,섬,illa
127,Blume::N,꽃,flor
128,Gras::N,풀,herba
129,Wurzel::N,뿌리,rel
130,Wurzel::N,뿌리,arrel
131,Baum::N,나무,arbre
132,Stamm::N,대,tronc
133,Rinde::N,나무껍질,escorça
134,Ast::N,가지,branca
135,Zweig::N,가지,ram
136,Blatt::N,잎,fulla
137,Birke::N,자작나무,bedoll
138,Kiefer[Baum]::N,소나무,pi
139,Weide[Baum]::N,쉬양버들,salze
140,Tanne::N,전나무,avet
141,Horn::N,뿔,corn
142,Horn::N,뿔,banya
143,Feder::N,깃털,ploma
144,Fell::N,피혁모피,pell
145,Flügel::N,날개,ala
146,Klaue::N,갈고리 발톺,urpa
147,Kralle::N,발툭,grapa
148,Schwanz::N,꼬리,cua
149,Ei::N,알,ou
150,Nest::N,보금자리,niu
151,Bau::N,굴,cau
152,Tier::N,짐승,animāl
153,Herde::N,가축의떼,ramat
154,Kuh::N,암소,vaca
155,Bulle::N,황소,toro
156,Pferd::N,말,cavāll
157,Schaf::N,양,be
158,Schaf::N,양,ovella
159,Schwein::N,돼지,bacó
160,Hund::N,개,ca
161,Hund::N,개,gos
162,Katze::N,고양이,gat
163,Bär::N,콤,ós
164,Eichhörnchen::N,다람쥐,esquirol
165,Elch::N,고라니,ant
166,Fuchs::N,여우,guilla
167,Hase::N,토끼,llebre
168,Maus::N,쥐,ratolí
169,Wolf::N,늑대,llop
170,Vogel::N,새,au
171,Vogel::N,새,ocēll
172,Schwarm::N,뗴,bandada
173,Huhn::N,암탉,gallina
174,Hahn::N,수탉,gall
175,Gans::N,거위,oca
176,Adler::N,수리,àguila
177,Ente::N,오리,ànec
178,Eule::N,부엉이,òliba
179,Eule::N,부엉이,mussol
180,Kranich::N,두루미,grua
181,Krähe::N,까마귀,cornella
182,Kuckuck::N,뻐꾸기,cucut
183,Schwan::N,배조,cigne
184,Fisch::N,물고기,peix
185,Barsch::N,농어,perca
186,Hecht::N,에속스,lluç
187,Schlange[Tier]::N,뱀,serp
188,Wurm::N,벌레,cuc
189,Spinne::N,거미,aranya
190,Ameise::N,개미,formiga
191,Laus::N,이,poll
192,Mücke::N,모기,mosquit
193,Fliege::N,날기,mosca
194,Schmetterling::N,나비,papallona
195,Beere::N,장과,baia
196,Apfel::N,사과,poma
197,Pilz::N,고방이,bolet
198,Zwiebel::N,양파,ceba
199,Saat::N,씨,sembra
200,Korn::N,알맹이,gra
201,Heu::N,건초,fenc
202,Schale::N,피상,closca
203,Falle::N,함정,trampa
204,Schlinge::N,올가미,baga
205,Schlinge::N,멜빵붕대,baga
206,Spur::N,발지국,traça
207,Asche::N,재,cendra
208,Dreck::N,똥,llot
209,Dreck::N,오물,llot
210,Eisen::N,쇠,ferro
211,Eisen::N,철,ferro
212,Gold::N,항금,or
213,Silber::N,은,plata
214,Kohle::N,슻,carbó
215,Glas::N,유리,vidre
216,Lehm::N,찰흙,fang
217,Lehm::N,찰흙,argila
218,Sand::N,모래,arena
219,Mensch::N,사람,humà
220,Mensch::N,사람,persona
221,Mann::N,남자,home
222,Frau::N,여자,dona
223,Kind::N,아이,nen
224,Junge::N,소녁,noi
225,Mädchen::N,소녀,noia
226,Familie::N,가족,família
227,Großvater::N,할아버지,avi
228,Großmutter::N,할머니,àvia
229,Eltern::N,어버오,pares
230,Vater::N,아버지,pare
231,Mutter::N,어머니,mare
232,Sohn::N,아들,fill
233,Tochter::N,딸기,filla
234,Bruder::N,형제,germà
235,Schwester::N,누이,germana
236,Onkel::N,백부,oncle
237,Tante::N,아주머니,tia
238,Ehemann::N,남편,espòs
239,Ehefrau::N,아내,muller
240,Freude::N,기쁨,goig
241,Freude::N,기쁨,alegria
242,Gelächter::N,웃음,riallada
243,Glück::N,즐거움,felicitat
244,Kummer::N,슬픔,pena
245,Wunsch::N,소망,desig
246,Geist::N,할기,ment
247,Geist::N,할기,esperit
248,Gedanke::N,상념,pensament
249,Gedächtnis::N,기억,memòria
250,Verstand::N,분별,raó
251,Verstand::N,분별,seny
252,Verstand::N,지능,raó
253,Verstand::N,지능,seny
254,Sinn::N,센스,solta
255,Sinn::N,센스,sentit
256,Grund::N,까닭,raó
257,Grund::N,까닭,causa
258,Wahrheit::N,참,veritāt
259,Wahrheit::N,진실,veritāt
260,Gespräch::N,대화,conversa
261,Märchen::N,동화,conte
262,Erzählung::N,이야기,narració
263,Neuigkeit::N,뉴스,novetat
264,Name::N,이름,nom
265,Rätsel::N,수수께끼,endevinalla
266,Rede::N,연설,discurs
267,Sprache::N,말,llēngua
268,Stimme::N,목소리,veu
269,Wort::N,낱말,mot
270,Wort::N,낱말,paraula
271,Zeichen::N,신호,signe
272,Zeichen::N,신호,senyal
273,Ruf::N,부름,crida
274,Lärm::N,소동,sorōll
275,Laut::N,음성,so
276,Ton::N,목소리,to
277,Lied::N,노래,cançó
278,Ruhe::N,쉼,calma
279,Ruhe::N,쉼,silenci
280,Leute::N,사람들,gent
281,Volk::N,국중,poble
282,Arbeit::N,근로,labor
283,Arbeit::N,근로,treball
284,Arbeit::N,너무,labor
285,Arbeit::N,너무,treball
286,Gast::N,손님,hoste
287,Geschenk::N,행하,regal
288,Geschenk::N,행하,obsequi
289,Spiel::N,무리,joc
290,Gesellschaft::N,교제,companyia
291,Hilfe::N,거들음,ajut
292,Hilfe::N,보좌,ajut
293,Freund::N,친구,amīc
294,Kamerad::N,동실자,company
295,Kamerad::N,동실자,camarada
296,Angelegenheit::N,용무,afer
297,Angelegenheit::N,용무,assumpte
298,Anzahl::N,어떤,nombre
299,Anzahl::N,어떤,quantitat
300,Anzahl::N,수,nombre
301,Anzahl::N,수,quantitat
302,Art::N,정류,tipus
303,Art::N,정류,classe
304,Stück::N,일부분,peça
305,Teil::N,몱,part
306,Teil::N,구훠,part
307,Hälfte::N,2분의,meitat
308,Kreis::N,고리,cercle
309,Kreuz::N,열십자,creu
310,Linie::N,선,línia
311,Strich::N,스침,traç
312,Strich::N,스침,ratlla
313,Abstand::N,거리,distància
314,Entfernung::N,거리,distància
315,Gegend::N,곳,regió
316,Gegend::N,곳,contrada
317,Gegend::N,부금,regió
318,Gegend::N,부금,contrada
319,Platz::N,장소,cabuda
320,Ort::N,장소,lloc
321,Seite::N,옆면,banda
322,Seite::N,옆면,costāt
323,Mitte::N,궁간,mig
324,Mitte::N,궁간,centre
325,Gegenstand::N,항목,objecte
326,Sache::N,뭉에,cosa
327,Rand::N,가,vora
328,Rand::N,가,marge
329,Kante::N,귀퉁,caire
330,Kante::N,귀퉁,cantell
331,Ecke::N,구석,cantonada
332,Spitze::N,끝,punta
333,Spitze::N,참단,punta
334,Ende::N,말당,cap
335,Loch::N,빙옷,forāt
336,Winkel::N,각도,racó
337,Muster::N,본,dibuix
338,Muster::N,본,disseny
339,Muster::N,견복,dibuix
340,Muster::N,견복,disseny
341,Größe::N,신장,grandària
342,Länge::N,길이긺,longitud
343,Höhe::N,높이,altura
344,Höhe::N,높이,altitud
345,Gewicht::N,추,pes
346,Menge::N,수양,quantitat
347,Haufen::N,퇴적,pila
348,Reihe::N,열,fila
349,Boot::N,보트,bot
350,Boot::N,보트,barca
351,Ruder::N,노,rem
352,Schlitten::N,썰매,trineu
353,Ski::N,스키,esquí
354,Lagerfeuer::N,캠프의 모닥불,foc de campament
355,Last::N,무거운짐,càrrega
356,Gang::N,걸음,marxa
357,Schritt::N,보조,pas
358,Norden::N,북쪽 ,nord
359,Süden::N,남쪽,sud
360,Westen::N,서쪽,oest
361,Westen::N,서쪽,occident
362,Osten::N,동쪽,est
363,Osten::N,동쪽,orient
364,Holz::N,목재,fusta
365,Brett::N,마루널,taula
366,Platte::N,탤,placa
367,Platte::N,금속판,placa
368,Stütze::N,버팀목,suport
369,Stange::N,장대,vara
370,Stock::N,막대기,pal
371,Stab::N,작대기,bastó
372,Rohr::N,갈대,tub
373,Haus::N,집,casa
374,Heim::N,집,llar
375,Ofen::N,아궁이,estufa
376,Fußboden::N,마루,terra
377,Tisch::N,탁자,taula
378,Stuhl::N,의자,cadira
379,Wiege::N,발상지,bressol
380,Bett::N,침대,llit
381,Regal::N,서가,prestatgeria
382,Kiste::N,짐궤,caixa
383,Fenster::N,눔,finestra
384,Tür::N,문,porta
385,Tor::N,대문,portal
386,Zaun::N,담장,tanca
387,Dach::N,지붕,teulada
388,Leiter::N,사닥다리,escala
389,Leiter::N,사닥다리,escala de mà
390,Besen::N,비,escombra
391,Spaten::N,가래,pala
392,Schaufel::N,삽,pala
393,Gabel::N,갈래,forquilla
394,Löffel::N,숟가락,cullera
395,Messer::N,나이프,coltell
396,Nagel::N,발툽,clau
397,Netz::N,그물,filat
398,Haken::N,갈고리,ganxo
399,Griff::N,움켜쥠,puny
400,Griff::N,움켜쥠,mànec
401,Schloss::N,자물쇠,pany
402,Bild::N,그림,imatge
403,Figur::N,몸메,figura
404,Puppe::N,인형,nina
405,Beutel::N,클,bossa
406,Bündel::N,자근다발,feix
407,Bündel::N,자근다발,paquet
408,Tasche::N,가방,bossa
409,Eimer::N,동이,galleda
410,Deckel::N,뚜껑,tapa
411,Deckel::N,뚜껑,tapadora
412,Geschirr::N,식시,vaixella
413,Sack::N,조갑,sac
414,Sack::N,조갑,saca
415,Tasse::N,차잔,tassa
416,Topf::N,단지,pot
417,Topf::N,단지,olla
418,Kessel::N,주전자,caldera
419,Essen::N,먹기,àpat
420,Essen::N,먹기,menjada
421,Nahrung::N,식료,aliment
422,Speise::N,음식물,plat
423,Fleisch::N,고기,carn
424,Getreide::N,곡물,cereals
425,Brei::N,젤리,puré
426,Brot::N,빵,pa
427,Scheibe::N,원반,tall
428,Scheibe::N,원반,llesca
429,Fett::N,기름,greix
430,Butter::N,버터,mantega
431,Öl::N,올리브유,oli
432,Salz::N,소금,sal
433,Suppe::N,국,sopa
434,Suppe::N,수프,sopa
435,Honig::N,감미,mel
436,Milch::N,유즙,llet
437,Tee::N,차,te
438,Leder::N,가죽,cuir
439,Wolle::N,양털,llana
440,Stoff::N,패료,tela
441,Nadel::N,바늘,agulla
442,Faden::N,콘실,fil
443,Knopf::N,단추,botó
444,Knoten::N,곁절,nus
445,Farbe::N,색,pintura
446,Kleidung::N,옷입기,roba
447,Kleidung::N,옷입기,vestits
448,Hemd::N,속옷,camisa
449,Kragen::N,깃,coll
450,Ärmel::N,소매,màniga
451,Hose::N,바지,pantalōns
452,Gürtel::N,밴드,cinturó
453,Mütze::N,모자,gorra
454,Schuh::N,구두,sabata
455,Stiefel::N,장화,bota
456,Ring::N,고리,anell
457,Band::N,리본,veta
458,Band::N,리본,cinta
459,Kamm::N,빗,pinta
460,Spiegel::N,거울,mirāll
461,Riemen::N,가죽끈,corretja
462,Schnur::N,밧줄,corda
463,Leine::N,고삐줄,corretja
464,Decke::N,이부자리,manta
465,Decke::N,이부자리,flassada
466,Kissen::N,깔개,coixí
467,Tuch::N,천,mocador
468,Handtuch::N,수건,tovallola
469,Kraft::N,세력,força
470,Stärke::N,힘,vigor
471,Gesundheit::N,위생,salut
472,Krankheit::N,병,malaltia
473,Schmerz::N,아픔고통,dolor
474,Wunde::N,상처,ferida
475,Fieber::N,열별,febre
476,Arznei::N,약,medicament
477,Brücke::N,교량,pont
478,Brunnen::N,원천,pou
479,Weide::N,목장,pastura
480,Pfad::N,좁은길,senda
481,Pfad::N,좁은길,sender
482,Weg::N,길,camí
483,Straße::N,길,carretera
484,Dorf::N,촌,poble
485,Dorf::N,촌락,poble
486,Stadt::N,도시,ciutāt
487,Brief::N,서한,carta
488,Buch::N,책,llibre
489,Buchstabe::N,문자,lletra
490,Zeitung::N,신문,diāri
491,Leben::N,삶,vida
492,Tod::N,죽음,mort
493,Grab::N,무덤,tomba
494,Kirche::N,교회,església
495,Sünde::N,부정,pecat
496,Gott::N,하느님,déu
497,Arbeiter::N,일하는사람,obrer
498,Chef::N,사장,cap
499,Meister::N,명인,mestre
500,Meister::N,대가,mestre
501,Arzt::N,의사,metge
502,Lehrer::N,교사,mestre
503,Geld::N,돈,dinērs
504,Geschäft::N,일,negoci
505,Laden::N,가게,tenda
506,Laden::N,가게,botiga
507,Preis::N,가격,preu
508,Ware::N,상품,mercaderia
509,Nutzen::N,이익,profit
510,Reichtum::N,많음,riquesa
511,Welt::N,세상,món
512,Land::N,지방,país
513,Staat::N,국가,estat
514,König::N,국왕,rei
515,Macht::N,힘,poder
516,Macht::N,힘,potència
517,Grenze::N,국경,frontera
518,Krieg::N,전쟁,guerra
519,Feind::N,적,enemic
520,Gewalt::N,권력,violència
521,Kampf::N,전투,lluita
522,Bogen[Waffe]::N,활,arc
523,Pfeil::N,화살,fletxa
524,Gewehr::N,무기,fusell
525,Gewehr::N,무기,escopeta
526,Fehler::N,오류,falta
527,Lüge::N,거짓말,mentida
528,Schaden::N,손상,dany
529,Unglück::N,불행,desgràcia
530,Schuld::N,부채,culpa
531,Alter::N,연령,edat
532,Schluss::N,마감,fi
533,Schluss::N,마감,final
534,Zeit::N,때,temps
535,Zeit::N,시간,temps
536,Tag::N,하루,dia
537,Morgen::N,이침,matí
538,Mittag::N,대낮,migdia
539,Abend::N,저녁,vespre
540,Nacht::N,밤,nit
541,Woche::N,근무일,setmana
542,Monat::N,달,mes
543,Jahr::N,해,any
544,Frühling::N,봄,primavera
545,Sommer::N,여름,estīu
546,Herbst::N,가을,tardor
547,Winter::N,겨울,hivērn
548,Januar::N,일월,gener
549,Februar::N,이월,febrer
550,März::N,삼월,març
551,April::N,사월,abril
552,Mai::N,오월,maig
553,Juni::N,유월,juny
554,Juli::N,칠월,juliol
555,August::N,팔월,agost
556,September::N,구월,setembre
557,Oktober::N,시월,octubre
558,November::N,십일월,novembre
559,Dezember::N,십이월,desembre
560,Montag::N,월요일,dilluns
561,Dienstag::N,화요일,dimarts
562,Mittwoch::N,수요일,dimecres
563,Donnerstag::N,모교일,dijous
564,Freitag::N,그묘일,divendres
565,Samstag::N,토요일,dissabte
566,Sonntag::N,일요일,diumenge
567,groß::A,큰,gros
568,klein::A,자근,petīt
569,lang::A,긴,llarg
570,kurz::A,짧은,curt
571,breit::A,넓은,ample
572,schmal::A,좁은,estret
573,dicht::A,농밀한,dens
574,dick[Gegenstand]::A,두꺼운,gruixūt
575,dünn::A,얇은,prim
576,fein::A,미세한,fi
577,fest::A,굳은,ferm
578,fest::A,굳은,sòlid
579,flach::A,얕은,pla
580,glatt::A,반들반들한,llis
581,hart::A,굳은,dur
582,weich::A,연한,tou
583,rund::A,둥근,rodó
584,spitz::A,뾰족한,punxegut
585,scharf::A,날카로운,agut
586,stumpf::A,무딘,rom
587,stumpf::A,무딘,esmussat
588,schwer::A,무거운,pesāt
589,schön::A,멋진,bonīc
590,heiß::A,뜨거운,calēnt
591,warm::A,따뜻한,càlid
592,kalt::A,찬,fred
593,kühl::A,서늘한,fresc
594,frisch::A,신선한,fresc
595,feucht::A,축축한,humit
596,nass::A,젖은,mullat
597,trocken::A,마른,sec
598,voll::A,완전한,ple
599,leer::A,빈,buit
600,offen::A,열린,obert
601,geschlossen::A,닫힌,tancat
602,sauber::A,깨끗한,net
603,schmutzig::A,더러운,brut
604,roh::A,날게잇의,cru
605,reif::A,이근,madur
606,lecker::A,맛있는,deliciós
607,süß::A,단,dolç
608,bitter::A,찌르는듯한,amarg
609,sauer::A,산성의,agre
610,hell::A,밝은,clar
611,dunkel::A,어두운,fosc
612,schwarz::A,검은,negre
613,weiß::A,하얀,blanc
614,rot::A,붉은,vermēll
615,gelb::A,황색,groc
616,blau::A,푸른,blau
617,grün::A,녹색의,verd
618,grau::A,회색의,gris
619,bunt::A,알록달록한,multicolor
620,billig::A,싼,barat
621,teuer::A,값비산,car
622,wertvoll::A,가치가많은,preciós
623,blind::A,눈먼,cec
624,taub::A,무감간한,sord
625,kräftig::A,강장한,fort
626,kräftig::A,강장한,vigorós
627,stark::A,강한,fort
628,schwach::A,약한,feble
629,fett::A,실찐,gras
630,schlank::A,호리호리한,esvelt
631,hübsch::A,예쁜,maco
632,böse::A,나쁜,dolent
633,dumm::A,어리석은,ximple
634,dumm::A,어리석은,estúpid
635,faul::A,너덜너덜한,gandūl
636,faul::A,너덜너덜한,mandrós
637,fleißig::A,근면한,diligēnt
638,geizig::A,인색한,avar
639,geschickt::A,교묘한,hàbil
640,lieb::A,친애하는,amat
641,lieb::A,친애하는,estimat
642,lustig::A,유쾌한,alegre
643,sanft::A,온화한,suau
644,hungrig::A,배고픈,afamat
645,krank::A,병든,malālt
646,nackt::A,벌거벗은,nu
647,traurig::A,슬픈,trist
648,lebendig::A,살아있는,viu
649,gut::A,좋은,bo
650,schlecht::A,나쁜,dolēnt
651,richtig::A,바른,just
652,richtig::A,바른,correcte
653,schlimm::A,못된,greu
654,wahr::A,참된,vertader
655,wahr::A,참된,veritable
656,alt::A,늙은,vell
657,neu::A,새,nou
658,ehemalig::A,전의,antic
659,alt[Lebewesen]::A,낡은,vell
660,jung::A,젊은,jove
661,arm::A,가난한,pobre
662,reich::A,풍부한,ric
663,bekannt::A,저명한,conegut
664,berühmt::A,유명한,famós
665,fremd::A,타처이,estrany
666,verschieden::A,따른,diferent
667,nah::A,가까운,pròxim
668,fern::A,먼,llunyà
669,fern::A,먼,distant
670,linker::A,왼쭉의,esquerre
671,rechter::A,오른쪽의,dret
672,anderer::A,다른,altre
673,erster::A,첫째,primer
674,zweiter::A,둘째,segon
675,dritter::A,셋째,tercer
676,letzter::A,의후자의,últim
677,allein::ADV,훌로,sol
678,auf einmal::ADV,갑자기,d'una vegada
679,zusammen::ADV,모아서,junt
680,lange::ADV,오래,molt de temps
681,plötzlich::ADV,둘연한,de cop
682,plötzlich::ADV,둘연한,de sobte
683,sofort::ADV,즉시,de seguida
684,später::ADV,보다늦은,més tard
685,jetzt::ADV,목하,ara
686,heute::ADV,오늘,avūi
687,morgen::ADV,내일,demà
688,bald::ADV,곱,aviāt
689,dann::ADV,그경우에,després
690,gestern::ADV,어제,ahir
691,einst::ADV,옛날에,anteriorment
692,damals::ADV,그때에,llavōrs
693,damals::ADV,그때에,aleshores
694,danach::ADV,그 뒤에,després
695,vorher::ADV,미리,abāns
696,zuerst::ADV,최초로,primer
697,einmal::ADV,한번,una vegada
698,manchmal::ADV,땓대로,de vegades
699,oft::ADV,땓대로,sovint
700,immer::ADV,늘,sempre
701,niemals::ADV,결코...(하지)않다,no ... mai
702,hier::ADV,여기,aquí
703,hierhin::ADV,여기로,per aquí
704,dort::ADV,거기,allí
705,dorthin::ADV,저기예,hi
706,geradeaus::ADV,곧장,tot dret
707,vorwärts::ADV,앞으로,endavānt
708,rückwärts::ADV,뒤로,endarrera
709,zurück::ADV,제자리로,darrere
710,unten::ADV,아래에,a baix
711,hinab::ADV,아래쪽으로,cap avall
712,oben::ADV,위에,dalt
713,hinauf::ADV,위쪽으로,cap amunt
714,überall::ADV,도처에,pertot
715,überall::ADV,도처에,per tot arreu
716,nicht::ADV,안,no
717,ein wenig::ADV,적음,una mica
718,kaum::ADV,가의,a penes
719,sehr::ADV,자주,molt
720,so::ADV,그와같이,així
721,noch::ADV,아직,encara
722,nur::ADV,다만,només
723,schon::ADV,이미,ja
724,wieder::ADV,다시,de nou
725,vergebens::ADV,헛되이,en va
726,vor::PRP,앞에,davānt
727,vor::PRP,앞에,enfront de
728,hinter::PRP,뒤에,darrera
729,unter::PRP,잍에,sota
730,durch::PRP,통고하여,per
731,neben::PRP,와나란히,al costāt de
732,zwischen::PRP,의사이로,entre
733,wegen::PRP,때문에,a causa de
734,dies::PRN,이,aquest
735,das::PRN,저,això
736,alles::PRN,모든것,tot
737,ich::PRN,나,jo
738,du::PRN,너,tu
739,er::PRN,그,ell
740,wir::PRN,우리,nosaltres
741,ihr::PRN,너희들,vosaltres
742,sie::PRN,그들,ells
743,sie::PRN,그들,elles
744,was::FPRN,뭣,què
745,wer::FPRN,누구,qui
746,wo::FADV,어디,on
747,wohin::FADV,어디로,cap a on
748,wie::FADV,어떻게,com
749,warum::FADV,왜,per què
750,wieviel::FNUM,얼마만큰,quant
751,eins::NUM,하나,u
752,zwei::NUM,둘,dos
753,drei::NUM,셋,tres
754,vier::NUM,넷,quatre
755,fünf::NUM,다섯,cinc
756,sechs::NUM,여섯,sis
757,sieben::NUM,일곱,set
758,acht::NUM,여덟,vuit
759,neun::NUM,아홉,nou
760,zehn::NUM,열,deu
761,elf::NUM,열하나,onze
762,zwölf::NUM,열둘,dotze
763,zwanzig::NUM,스물,vint
764,dreißig::NUM,서름,trenta
765,vierzig::NUM,마흔,quaranta
766,fünfzig::NUM,숸,cinquanta
767,sechzig::NUM,에순,seixanta
768,siebzig::NUM,일흔,setanta
769,achtzig::NUM,여든,vuitanta
770,neunzig::NUM,아흔,noranta
771,hundert::NUM,백,cent
772,tausend::NUM,천,mil
773,und::CNJ,와,i
774,oder::CNJ,아니면,o
775,stehen::V,서다,estar de peu
776,sitzen::V,앉다,seure
777,liegen::V,눕다,jeure
778,hängen::V,달다,penjar
779,werden::V,되다,fer-se
780,werden::V,되다,posar-se
781,passieren::V,지장옶다,succeir
782,beginnen::V,시작되다,iniciar-se
783,enden::V,큳내다,acabar-se
784,enden::V,큳내다,terminar-se
785,wechseln::V,병경하다,canviar
786,aufgehen[Sonne]::V,뜨다,sortir
787,untergehen[Sonne]::V,지다,posar-se
788,scheinen[Sonne]::V,빛나다,brillar
789,donnern::V,천둥치다,tronar
790,wehen::V,풀다,bufar
791,strömen::V,흐르다,afluir
792,fließen::V,흐르다,fluir
793,sich drehen::V,돌다,girar
794,schwanken::V,동요하다,vacil·lar
795,schwingen::V,흔들다,oscil·lar
796,fallen::V,떨어지다,caure
797,fallen::V,떨어지다,tombar
798,brennen::V,타다,cremar
799,rauchen::V,김이나다,fumejar
800,regnen::V,비가오다,ploure
801,gefrieren::V,얼다,gelar-se
802,tauen::V,녹다,fondre's
803,schmelzen::V,녹다,fondre's
804,trocknen::V,홈치다,assecar-se
805,sieden::V,끓다,bullir
806,faulen::V,부패하다,podrir-se
807,verfaulen::V,썩다,podrir-se
808,reißen::V,지바찢다,trencar-se
809,versinken::V,가라앉다,enfonsar-se
810,vergehen::V,지나가다,passar
811,erscheinen::V,나타나다,aparèixer
812,verschwinden::V,사라지다,desaparèixer
813,sinken::V,가라앉다,baixar
814,sinken::V,가라앉다,descendir
815,abnehmen::V,떼어내다,decréixer
816,zunehmen::V,증가하다,augmentar
817,steigen::V,상승하다,pujar
818,wachsen::V,생기하다,créixer
819,glänzen::V,뛰오나다,brillar
820,glänzen::V,뛰오나다,resplendir
821,funkeln::V,불티가잍어나다,espurnejar
822,lärmen::V,떠들다,fer soroll
823,läuten::V,울시다,sonar
824,klingeln::V,초닌총을울리다,trucar
825,klirren::V,탁탁울리다,dringar
826,brausen::V,쏴쏴소리내다,rugir
827,rauschen::V,솨솨,murmurar
828,klingen::V,반향하다,sonar
829,bellen::V,짖다,lladrar
830,heulen::V,포효하다,udolar
831,blasen::V,불다,bufar
832,pfeifen::V,피리를불다,xiular
833,schreien::V,절규하다,cridar
834,stöhnen::V,신음하다,gemegar
835,zittern::V,저뉼하다,tremolar
836,leben::V,살다,vīure
837,geboren werden::V,태어난,néixer
838,atmen::V,숨쉬다,respirar
839,trinken::V,마시다,beure
840,essen::V,먹다,menjar
841,schlucken::V,들이켜다,empassar-se
842,einschlafen::V,잠들다,adormir-se
843,schlafen::V,자다,dormir
844,aufwachen::V,눈트다,despertar-se
845,aufstehen::V,서다,llevar-se
846,sich erholen::V,회복하다,descansar
847,schmerzen::V,아프다,doldre
848,husten::V,잔기침하다,tossir
849,genesen::V,낫다,recuperar-se
850,sterben::V,죽다,morir
851,umkommen::V,못쓰게되다,perir
852,sich bewegen::V,움직이다,moure's
