,Concept_ID,fr,mrj
286,Sprache::N,langue,йӹлмӹ
287,Sprache::N,langage,йӹлмӹ
288,Stimme::N,voix,юк
289,Wort::N,mot,шамак
290,Zeichen::N,signe,палӹ
291,Ruf::N,cri,сӹгӹрӹмӓш
292,Ruf::N,appel,сӹгӹрӹмӓш
293,Lärm::N,bruit,юкланымащ
294,Laut::N,son,юк
295,Ton::N,ton,юк
296,Lied::N,chant,мыры
297,Lied::N,chanson,мыры
298,Ruhe::N,calme,тыр
299,Ruhe::N,tranquillité,тыр
300,Leute::N,gens,эдемвлӓ
301,Volk::N,peuple,халык
302,Arbeit::N,travail,пӓшӓ
303,Gast::N,hôte,хына
304,Gast::N,invité,хына
305,Geschenk::N,cadeau,подарка
306,Geschenk::N,présent,подарка
307,Spiel::N,jeu,мадыш
308,Gesellschaft::N,compagnie,йӓл
309,Gesellschaft::N,compagnie,йӓлвлӓ
310,Hilfe::N,aide,палшык
311,Hilfe::N,secours,палшык
312,Freund::N,ami,тӓнг
313,Kamerad::N,copain,тос
314,Kamerad::N,camarade,тос
315,Angelegenheit::N,affaire,дела
316,Angelegenheit::N,affaire,йела
317,Angelegenheit::N,affaire,йыла
318,Angelegenheit::N,affaire,пӓшӓ
319,Anzahl::N,nombre,шот
320,Art::N,sorte,цӹре
321,Art::N,espèce,цӹре
322,Stück::N,morceau,лаштык
323,Teil::N,part,пай
324,Teil::N,part,часть
325,Teil::N,partie,пай
326,Teil::N,partie,часть
327,Hälfte::N,moitié,пел
328,Kreis::N,cercle,тӹртӹш
329,Kreuz::N,croix,крестӹ
330,Linie::N,ligne,
331,Strich::N,trait,
332,Abstand::N,écart,ло
333,Entfernung::N,distance,ло
334,Gegend::N,région,вӓр
335,Gegend::N,contrée,вӓр
336,Platz::N,place,вӓр
337,Ort::N,lieu,вӓр
338,Ort::N,endroit,вӓр
339,Seite::N,côté,öрдӹж
340,Mitte::N,milieu,ло
341,Gegenstand::N,objet,хӓдӹр
342,Sache::N,chose,хӓдӹр
343,Rand::N,bord,шöр
344,Kante::N,arête,шöр
345,Ecke::N,coin,лык
346,Ecke::N,tournant,лык
347,Spitze::N,cime,вуй
348,Spitze::N,pointe,вуй
349,Ende::N,bout,вуй
350,Ende::N,bout,мычаш
351,Loch::N,trou,ыраж
352,Winkel::N,coin,лык
353,Winkel::N,réduit,лык
354,Muster::N,dessin,тӹрлец
355,Größe::N,grandeur,кӱкшӹц
356,Länge::N,longueur,кыт
357,Höhe::N,hauteur,кӱкшӹц
358,Höhe::N,altitude,кӱкшӹц
359,Gewicht::N,poids,нелӹц
360,Menge::N,quantité,шот
361,Haufen::N,tas,ара
362,Reihe::N,file,ряд
363,Reihe::N,rangée,ряд
364,Boot::N,canot,пыш
365,Boot::N,bateau,пыш
366,Ruder::N,rame,вешлӓ
367,Ruder::N,aviron,вешлӓ
368,Schlitten::N,traîneau,тир
369,Ski::N,ski,ечӹ
370,Lagerfeuer::N,feu de camp,тыл
371,Last::N,charge,нелӹц
372,Last::N,fardeau,нелӹц
373,Gang::N,tour,ход
374,Gang::N,marche,ход
375,Schritt::N,pas,ашкыл
376,Norden::N,nord,йыдпелвел
377,Süden::N,sud,кечӹвӓлвел
378,Westen::N,ouest,кечӹ шӹцмӹ
379,Westen::N,occident,кечӹ шӹцмӹ
380,Osten::N,est,ирвел
381,Osten::N,est,кечӹ лӱлтмӹ
382,Osten::N,orient,ирвел
383,Osten::N,orient,кечӹ лӱлтмӹ
384,Holz::N,bois,пушӓнгӹ
385,Brett::N,planche,ханга
386,Platte::N,plaque,плитӓ
387,Stütze::N,appui,цӓрӓк
388,Stütze::N,soutien,цӓрӓк
389,Stange::N,barre,равы
390,Stange::N,barre,намаш
391,Stange::N,perche,равы
392,Stange::N,perche,намаш
393,Stock::N,canne,панды
394,Stab::N,bâton,равы
395,Rohr::N,tube,пыч
396,Rohr::N,tuyau,пыч
397,Haus::N,maison,пöрт
398,Heim::N,maison,пöрт
399,Ofen::N,poêle,камака
400,Fußboden::N,plancher,седӹрӓ
401,Tisch::N,table,стöл
402,Stuhl::N,chaise,пöкен
403,Wiege::N,berceau,шипкӓ
404,Bett::N,lit,койка
405,Bett::N,lit,кравать
406,Regal::N,étagère,полицӓ
407,Kiste::N,caisse,шӱ́ндӹк
408,Fenster::N,fenêtre,окня
409,Tür::N,porte,амаса
410,Tor::N,porte,хапка
411,Tor::N,portail,хапка
412,Zaun::N,clôture,забор
413,Dach::N,toit,левӓш
414,Leiter::N,échelle,ташкалтыш
415,Besen::N,balai,сало
416,Besen::N,balai,салко
417,Spaten::N,bêche,кольмы
418,Schaufel::N,pelle,лоток
419,Gabel::N,fourchette,ви́лка
420,Löffel::N,cuiller,савала
421,Messer::N,couteau,кӹзӹ
422,Nagel::N,clou,пыда
423,Netz::N,filet,вӓпш
424,Haken::N,croc,крӱк
425,Haken::N,croc,кагак
426,Haken::N,crochet,крӱк
427,Haken::N,crochet,кагак
428,Griff::N,prise,кычем
429,Griff::N,manche,кычем
430,Schloss::N,serrure,замок
431,Schloss::N,serrure,сыравач
432,Bild::N,image,картин
433,Bild::N,tableau,картин
434,Figur::N,figure,кӓн
435,Puppe::N,poupée,поханя
436,Beutel::N,sac,мешӓк
437,Beutel::N,petit sac,мешӓк
438,Bündel::N,paquet,топ
439,Bündel::N,paquet,пидӹш
440,Bündel::N,paquet,кӹлдӹш
441,Bündel::N,faisceau,топ
442,Bündel::N,faisceau,пидӹш
443,Bündel::N,faisceau,кӹлдӹш
444,Tasche::N,sac,сумкы
445,Eimer::N,seau,ведӹрӓ
446,Deckel::N,couvercle,комдыш
447,Geschirr::N,vaisselle,ӓтӹ
448,Sack::N,sac,мешӓк
449,Tasse::N,tasse,цӓшкӓ
450,Topf::N,pot,ми́ска
451,Topf::N,marmite,ми́ска
452,Kessel::N,chaudron,пад
453,Essen::N,repas,качкыш
454,Essen::N,repas,качкыш-йӱш
455,Essen::N,manger,качкыш
456,Essen::N,manger,качкыш-йӱш
457,Nahrung::N,nourriture,качкыш
458,Nahrung::N,nourriture,качкыш-йӱш
459,Speise::N,plat,няня
460,Fleisch::N,viande,пай
461,Getreide::N,blé,киндӹ
462,Getreide::N,céréales,киндӹ
463,Brei::N,purée,шӹрӓш
464,Brei::N,bouillie,шӹрӓш
465,Brot::N,pain,сыкыр
466,Scheibe::N,tranche,ламыт
467,Scheibe::N,tranche,лаштык
468,Fett::N,graisse,кая
469,Butter::N,beurre,ӱ
470,Öl::N,huile,ӱ
471,Salz::N,sel,санзал
472,Suppe::N,soupe,лем
473,Suppe::N,potage,лем
474,Honig::N,miel,мӱ
475,Milch::N,lait,шӹшер
476,Tee::N,thé,чӓй
477,Leder::N,cuir,шарга
478,Leder::N,cuir,кавашты
479,Wolle::N,laine,миж
480,Stoff::N,tissu,матер
481,Stoff::N,tissu,матери
482,Stoff::N,étoffe,матер
483,Stoff::N,étoffe,матери
484,Nadel::N,aiguille,им
485,Faden::N,fil,шӹртӹ
486,Knopf::N,bouton,полдыш
487,Knoten::N,nœud,пӱкшем
488,Farbe::N,peinture,чиӓ
489,Farbe::N,peinture,крӓскӓ
490,Kleidung::N,vêtements,выргем
491,Kleidung::N,habillement,выргем
492,Hemd::N,chemise,тыгыр
493,Kragen::N,col,шӱ
494,Ärmel::N,manche,шокш
495,Hose::N,pantalon,ялаш
496,Gürtel::N,ceinture,ӹштӹ
497,Mütze::N,bonnet,упш
498,Mütze::N,casquette,упш
499,Schuh::N,soulier,ту́фльы
500,Schuh::N,chaussure,ту́фльы
501,Stiefel::N,botte,кем
502,Ring::N,bague,шӓргӓш
503,Band::N,ruban,лемтӓ
504,Kamm::N,peigne,шерге
505,Spiegel::N,glace,тӹгӹр
506,Spiegel::N,miroir,тӹгӹр
507,Riemen::N,lanière,прӓжӓ
508,Riemen::N,courroie,прӓжӓ
509,Schnur::N,corde,кӓндӹра
510,Schnur::N,ficelle,кӓндӹра
511,Leine::N,laisse,керем
512,Decke::N,couverture,одеял
513,Kissen::N,oreiller,кӹпцӹк
514,Tuch::N,drap,савыц
515,Tuch::N,fichu,савыц
516,Handtuch::N,serviette,шӹргӹсавыц
517,Handtuch::N,serviette,шӹргӹмсавыц
518,Handtuch::N,essuie-mains,шӹргӹсавыц
519,Handtuch::N,essuie-mains,шӹргӹмсавыц
520,Kraft::N,force,ви
521,Stärke::N,vigueur,ви
522,Gesundheit::N,santé,шу
523,Gesundheit::N,santé,шулык
524,Krankheit::N,maladie,мыж
525,Schmerz::N,douleur,карштыш
526,Wunde::N,plaie,шушыр
527,Wunde::N,blessure,шушыр
528,Fieber::N,fièvre,ӱштӹмыж
529,Arznei::N,remède,лекӓрцӹ
530,Arznei::N,médecine,лекӓрцӹ
531,Brücke::N,pont,кӹвер
532,Brunnen::N,puits,вӹдсӹнзӓ
533,Weide::N,pâturage,ныр
534,Pfad::N,sentier,ялгорны
535,Weg::N,voie,корны
536,Weg::N,chemin,корны
537,Straße::N,route,корны
538,Dorf::N,village,сола
539,Stadt::N,cité,города
540,Stadt::N,ville,города
541,Brief::N,lettre,сирмӓш
542,Buch::N,livre,книгӓ
543,Buchstabe::N,lettre,буква́
544,Buchstabe::N,caractère,буква́
545,Zeitung::N,journal,газет
546,Zeitung::N,journal,кайзет
547,Leben::N,vie,житя
548,Tod::N,mort,смöрт
549,Grab::N,tombe,шӹгер
550,Grab::N,tombe,мыгилӓ
551,Grab::N,tombe,шӹгерлӓ
552,Kirche::N,église,церкӹ
553,Sünde::N,péché,сулык
554,Gott::N,dieu,йымы
555,Arbeiter::N,ouvrier,пӓшӓзӹ
556,Arbeiter::N,travailleur,пӓшӓзӹ
557,Chef::N,chef,вуй
558,Chef::N,patron,вуй
559,Meister::N,maître,мастар
560,Arzt::N,médecin,доктор
561,Lehrer::N,professeur,тымдышы
562,Lehrer::N,instituteur,тымдышы
563,Geld::N,argent,окса
564,Geschäft::N,affaire,торге́йӹмӓш
565,Geschäft::N,commerce,торге́йӹмӓш
566,Laden::N,magasin,лапка
567,Laden::N,magasin,магазин
568,Laden::N,boutique,лапка
569,Laden::N,boutique,магазин
570,Preis::N,prix,ӓк
571,Ware::N,marchandise,товар
572,Nutzen::N,profit,пайда
573,Reichtum::N,richesse,перке
574,Welt::N,monde,сӓндӓлӹк
575,Welt::N,monde,свет
576,Land::N,pays,сӓндӓлӹк
577,Staat::N,État,кугижӓншӹ
578,König::N,roi,король
579,Macht::N,pouvoir,власть
580,Macht::N,puissance,власть
581,Grenze::N,frontière,пӹсмӓн
582,Krieg::N,guerre,вырсы
583,Feind::N,ennemi,тышман
584,Gewalt::N,violence,ви
585,Kampf::N,lutte,кредӓлмӓш
586,Kampf::N,combat,кредӓлмӓш
587,Bogen[Waffe]::N,arc,янгеж
588,Pfeil::N,flèche,пикш
589,Gewehr::N,fusil,пичӓл
590,Fehler::N,faute,самынь
591,Fehler::N,erreur,самынь
592,Lüge::N,mensonge,шая
593,Schaden::N,dégât,вре́дӓ
594,Schaden::N,dommage,вре́дӓ
595,Unglück::N,malheur,пёда
596,Unglück::N,malheur,тымаша
597,Schuld::N,faute,вуйнамат
598,Schuld::N,culpabilité,вуйнамат
599,Alter::N,âge,иӓш
600,Alter::N,âge,игечӹ
601,Schluss::N,fin,пӹтӓртӹш
602,Zeit::N,temps,веремӓ
603,Tag::N,jour,кечӹ
604,Tag::N,journée,кечӹ
605,Morgen::N,matin,ир
606,Morgen::N,matin,ирок
607,Morgen::N,matinée,ир
608,Morgen::N,matinée,ирок
609,Mittag::N,midi,кечӹвӓл
610,Abend::N,soir,вады
611,Abend::N,soirée,вады
612,Nacht::N,nuit,йыд
613,Woche::N,semaine,ӓрня
614,Monat::N,mois,тӹ́лзӹ
615,Jahr::N,an,год
616,Jahr::N,année,год
617,Frühling::N,printemps,шошым
618,Sommer::N,été,кӓнгӹж
619,Herbst::N,automne,шӹжӹ
620,Winter::N,hiver,тел
621,Winter::N,hiver,телӹ
622,Januar::N,janvier,январ
623,Januar::N,janvier,январь
624,Februar::N,février,февраль
625,März::N,mars,март
626,April::N,avril,апрель
627,Mai::N,mai,май
628,Juni::N,juin,июнь
629,Juli::N,juillet,июль
630,August::N,août,август
631,September::N,septembre,сентябрь
632,Oktober::N,octobre,октябрь
633,November::N,novembre,ноябрь
634,Dezember::N,décembre,декавыр
635,Montag::N,lundi,шачмы
636,Dienstag::N,mardi,кышкыжмы
637,Mittwoch::N,mercredi,вӹрчегӹ
638,Donnerstag::N,jeudi,изӓрня
639,Freitag::N,vendredi,когарня
640,Samstag::N,samedi,кукшыгечӹ
641,Sonntag::N,dimanche,рушӓрня
642,groß::A,grand,кого
643,klein::A,petit,изи
644,lang::A,long,кужы
645,kurz::A,court,кӹтӹк
646,breit::A,large,кымда
647,schmal::A,étroit,ӓнгӹсӹр
648,dicht::A,dense,шӹре
649,dick[Gegenstand]::A,épais,кӹжгӹ
650,dünn::A,mince,вӹцкӹж
651,fein::A,fin,пыльга
652,fein::A,menu,пыльга
653,fest::A,ferme,цаткыды
654,fest::A,solide,цаткыды
655,flach::A,plat,тӓлякӓ
656,glatt::A,poli,ягылгы
657,glatt::A,lisse,ягылгы
658,hart::A,dur,пингӹдӹ
659,weich::A,mou,пышкыды
660,rund::A,rond,тӹртӹш
661,spitz::A,aigu,кашар
662,spitz::A,pointu,кашар
663,scharf::A,tranchant,кашар
664,stumpf::A,mousse,нӹшкӹ
665,stumpf::A,émoussé,нӹшкӹ
666,schwer::A,lourd,нелӹ
667,schwer::A,pesant,нелӹ
668,schön::A,beau,цевер
669,schön::A,beau,олмыдшы
670,heiß::A,chaud,шокшы
671,heiß::A,très chaud,шокшы
672,warm::A,chaud,шокшы
673,kalt::A,froid,ӱштӹ
674,kühl::A,frais,юалгы
675,kühl::A,frais,йонгата
676,frisch::A,frais,йонгата
677,feucht::A,humide,ӹлӹкшӹ
678,feucht::A,humide,вӹдӹжгӹ
679,nass::A,mouillé,начкы
680,trocken::A,sec,кукшы
681,voll::A,plein,темшӹ
682,voll::A,plein,темыман
683,voll::A,rempli,темшӹ
684,voll::A,rempli,темыман
685,leer::A,vide,йӓрӓ
686,offen::A,ouvert,виш
687,geschlossen::A,clos,чӱчмӹ
688,geschlossen::A,clos,тӹкӹлӓлтшӹ
689,geschlossen::A,fermé,чӱчмӹ
690,geschlossen::A,fermé,тӹкӹлӓлтшӹ
691,sauber::A,net,ире
692,sauber::A,propre,ире
693,schmutzig::A,sale,шоран
694,schmutzig::A,sale,лявӹрӓн
695,schmutzig::A,sale,шорангшы
696,schmutzig::A,crasseux,шоран
697,schmutzig::A,crasseux,лявӹрӓн
698,schmutzig::A,crasseux,шорангшы
699,roh::A,cru,пеле кӱшӹ
700,roh::A,brut,пеле кӱшӹ
701,reif::A,mûr,кӱшӹ
702,lecker::A,délicieux,тотан
703,lecker::A,appétissant,тотан
704,süß::A,doux,мӱӓн
705,bitter::A,amer,качы
706,sauer::A,aigre,шапы
707,hell::A,clair,соты
708,hell::A,clair,валгыды
709,dunkel::A,sombre,пӹц
710,dunkel::A,sombre,пӹцкемӹш
711,schwarz::A,noir,шим
712,weiß::A,blanc,ош
713,weiß::A,blanc,ошы
714,rot::A,rouge,якшаргы
715,gelb::A,jaune,сар
716,gelb::A,jaune,сары
717,blau::A,bleu,симсӹ
718,grün::A,vert,ыжар
719,grau::A,gris,луды
720,bunt::A,multicolore,ала
721,billig::A,bon marché,шулдаш
722,teuer::A,cher,шергӹ
723,teuer::A,cher,шергӓкӓн
724,wertvoll::A,précieux,ӓкӓн
725,blind::A,aveugle,слöпöй
726,blind::A,aveugle,сльöпöй
727,taub::A,sourd,тӱтӱк
728,kräftig::A,fort,виӓн
729,kräftig::A,vigoureux,виӓн
730,stark::A,fort,виӓн
731,stark::A,puissant,виӓн
732,schwach::A,faible,шава
733,schwach::A,faible,лӹпкӓ
734,schwach::A,faible,слабка
735,fett::A,gras,таза
736,schlank::A,svelte,яштака
737,hübsch::A,joli,сӹлнӹ
738,hübsch::A,joli,олмыдшы
739,böse::A,mauvais,шӹдӓн
740,dumm::A,sot,окмак
741,dumm::A,bête,окмак
742,faul::A,fainéant,ялахай
743,faul::A,paresseux,ялахай
744,fleißig::A,appliqué,пӓшам яратышы
745,geizig::A,avare,шык
746,klug::A,intelligent,ышан
747,geschickt::A,habile,мастар
748,lieb::A,cher,тыри
749,lieb::A,gentil,тыри
750,lustig::A,gai,мындыр
751,lustig::A,gai,сусу
752,lustig::A,joyeux,мындыр
753,lustig::A,joyeux,сусу
754,sanft::A,doux,йӹвӹжӓ
755,hungrig::A,affamé,шужышы
756,krank::A,malade,церлӹ
757,krank::A,malade,хворой
758,nackt::A,nu,цӓрӓ
759,traurig::A,triste,сы́лыкан
760,traurig::A,triste,кымы́лдымы
761,lebendig::A,vivant,живой
762,gut::A,bon,яжо
763,schlecht::A,mauvais,уда
764,schlecht::A,mauvais,худа
765,richtig::A,juste,вургамла
766,richtig::A,correct,вургамла
767,schlimm::A,grave,йӹрнык
768,schlimm::A,mauvais,йӹрнык
769,wahr::A,vrai,настоящий
770,wahr::A,vrai,настояшый
771,wahr::A,véritable,настоящий
772,wahr::A,véritable,настояшый
773,alt::A,vieux,шонгы
774,neu::A,neuf,у
775,neu::A,nouveau,у
776,ehemalig::A,ancien,тошты
777,alt[Lebewesen]::A,âgé,ӹлалшӹ
