,Concept_ID,pt,el
152,Stamm::N,tronco,κορμός
153,Rinde::N,casca,φλούδα
154,Ast::N,ramo,κλαδί
155,Zweig::N,galho,κλαδί
156,Zweig::N,galho,κλάδος
157,Blatt::N,folha,φύλλο
158,Birke::N,bétula,σημύδα
159,Kiefer[Baum]::N,pinheiro,πεύκο
160,Weide[Baum]::N,salgueiro,ιτιά
161,Tanne::N,abeto,έλατο
162,Horn::N,corno,κέρας
163,Horn::N,corno,κέρατο
164,Horn::N,chifre,κέρας
165,Horn::N,chifre,κέρατο
166,Feder::N,pena,φτερό
167,Fell::N,pele,δέρμα
168,Fell::N,pele,τομάρι
169,Flügel::N,asa,πτερύγιο
170,Klaue::N,pata,κουλό
171,Kralle::N,unha,νύχι
172,Kralle::N,garra,νύχι
173,Schwanz::N,rabo,ουρά
174,Schwanz::N,cauda,ουρά
175,Ei::N,ovo,αβγό
176,Nest::N,ninho,φωλιά
177,Bau::N,toca,φωλιά
178,Bau::N,covil,φωλιά
179,Tier::N,animal,ζώο
180,Herde::N,rebanho,κοπάδι
181,Kuh::N,vaca,αγελάδα
182,Bulle::N,touro,ταύρος
183,Pferd::N,cavalo,άλογο
184,Schaf::N,ovelha,πρόβατο
185,Schwein::N,porco,γουρούνι
186,Hund::N,cão,σκυλί
187,Hund::N,cão,σκύλος
188,Katze::N,gata,γάτα
189,Bär::N,urso,άρκτος
190,Bär::N,urso,αρκούδα
191,Eichhörnchen::N,esquilo,βερβερίτσα
192,Elch::N,alce,άλκη
193,Fuchs::N,raposa,αλεπού
194,Hase::N,lebre,λαγός
195,Maus::N,rato,ποντικός
196,Wolf::N,lobo,λύκος
197,Vogel::N,ave,πουλί
198,Vogel::N,pássaro,πουλί
199,Schwarm::N,bando,σμήνος
200,Schwarm::N,enxame,σμήνος
201,Huhn::N,galinha,κότα
202,Huhn::N,galinha,όρνιθα
203,Hahn::N,galo,πετεινός
204,Gans::N,ganso,χήνα
205,Adler::N,águia,αετός
206,Ente::N,pata,πάπια
207,Eule::N,mocho,κουκουβάγια
208,Eule::N,coruja,κουκουβάγια
209,Kranich::N,grou,γερανός
210,Krähe::N,gralha,καρακάξα
211,Kuckuck::N,cuco,κούκος
212,Schwan::N,cisne,κύκνος
213,Fisch::N,peixe,ψάρι
214,Barsch::N,perca,πέρκα
215,Hecht::N,lúcio,λούτσος
216,Schlange[Tier]::N,serpente,φίδι
217,Wurm::N,verme,σκουλήκι
218,Spinne::N,aranha,αράχνη
219,Ameise::N,formiga,μυρμήγκι
220,Laus::N,piolho,ψείρα
221,Mücke::N,mosquito,κουνούπι
222,Fliege::N,mosca,μύγα
223,Schmetterling::N,borboleta,πεταλούδα
224,Beere::N,bago,ρόγα
225,Apfel::N,maçã,μήλο
226,Pilz::N,fungo,μανιτάρι
227,Pilz::N,cogumelo,μανιτάρι
228,Zwiebel::N,cebola,κρεμμύδι
229,Saat::N,sementeira,σπόρος
230,Korn::N,grão,σπυρί
231,Heu::N,feno,σανός
232,Schale::N,casca,τσόφλι
233,Grube::N,cova,λάκκος
234,Grube::N,fossa,λάκκος
235,Falle::N,armadilha,παγίδα
236,Schlinge::N,laço,θηλειά
237,Spur::N,pista,ίχνος
238,Spur::N,vestígio,ίχνος
239,Asche::N,cinza,στάχτη
240,Dreck::N,sujidade,βρωμιά
241,Eisen::N,ferro,σίδερο
242,Gold::N,ouro,μάλαμα
243,Gold::N,ouro,χρυσάφι
244,Silber::N,prata,ασήμι
245,Silber::N,prata,άργυρος
246,Kohle::N,carvão,κάρβουνο
247,Glas::N,vidro,γυαλί
248,Lehm::N,barro,πηλός
249,Lehm::N,argila,πηλός
250,Sand::N,areia,άμμος
251,Mensch::N,homem,άνθρωπος
252,Mensch::N,pessoa,άνθρωπος
253,Mann::N,homem,άνδρας
254,Frau::N,mulher,γυναίκα
255,Kind::N,filho,παιδί
256,Kind::N,criança,παιδί
257,Junge::N,rapaz,αγόρι
258,Junge::N,menino,αγόρι
259,Mädchen::N,menina,κοπέλα
260,Mädchen::N,menina,κορίτσι
261,Mädchen::N,rapariga,κοπέλα
262,Mädchen::N,rapariga,κορίτσι
263,Familie::N,família,οικογένεια
264,Großvater::N,avô,παππούς
265,Großmutter::N,avó,γιαγιά
266,Eltern::N,pais,γονείς
267,Vater::N,pai,πατέρας
268,Mutter::N,mãe,μητέρα
269,Sohn::N,filho,γιος
270,Tochter::N,filha,κόρη
271,Bruder::N,irmão,αδελφός
272,Schwester::N,irmã,αδελφή
273,Onkel::N,tio,θείος
274,Tante::N,tia,θεία
275,Ehemann::N,esposo,σύζυγος
276,Ehefrau::N,esposa,σύζυγος
277,Freude::N,prazer,χαρά
278,Freude::N,alegria,χαρά
279,Gelächter::N,risada,γέλια
280,Gelächter::N,gargalhada,γέλια
281,Glück::N,felicidade,ευτυχία
282,Kummer::N,aflição,έγνοια
283,Kummer::N,desgosto,έγνοια
284,Wunsch::N,desejo,επιθυμία
285,Lust::N,vontade,όρεξη
286,Geist::N,mente,πνέυμα
287,Geist::N,espírito,πνέυμα
288,Gedanke::N,ideia,σκέψη
289,Gedanke::N,pensamento,σκέψη
290,Gedächtnis::N,memória,μνήμη
291,Verstand::N,razão,νους
292,Verstand::N,inteligência,νους
293,Sinn::N,sentido,νόημα
294,Sinn::N,significado,νόημα
295,Grund::N,causa,λόγος
296,Grund::N,motivo,λόγος
297,Wahrheit::N,verdade,αλήθεια
298,Gespräch::N,conversa,συνομιλία
299,Gespräch::N,conversação,συνομιλία
300,Märchen::N,conto,παραμύθι
301,Erzählung::N,conto,διήγημα
302,Erzählung::N,narrativa,διήγημα
303,Nachricht::N,mensagem,είδηση
304,Neuigkeit::N,notícia,νέο
305,Neuigkeit::N,novidade,νέο
306,Name::N,nome,όνομα
307,Rätsel::N,adivinha,αίνιγμα
308,Rede::N,oração,λόγος
309,Rede::N,oração,ομιλία
310,Rede::N,discurso,λόγος
311,Rede::N,discurso,ομιλία
312,Sprache::N,língua,γλώσσα
313,Stimme::N,voz,φωνή
314,Wort::N,palavra,λέξη
315,Zeichen::N,marca,σημείο
316,Ruf::N,grito,κραυγή
317,Ruf::N,chamada,κραυγή
318,Lärm::N,ruído,θόρυβος
319,Lärm::N,barulho,θόρυβος
320,Laut::N,som,ήχος
321,Ton::N,tom,ήχος
322,Ton::N,tom,τόνος
323,Lied::N,canção,τραγούδι
324,Ruhe::N,calma,ησυχία
325,Ruhe::N,silêncio,ησυχία
326,Leute::N,gente,κόσμος
327,Leute::N,gente,άνθρωποι
328,Leute::N,pessoas,κόσμος
329,Leute::N,pessoas,άνθρωποι
330,Volk::N,povo,λαός
331,Volk::N,nação,λαός
332,Arbeit::N,trabalho,εργασία
333,Gast::N,hóspede,επισκέπτης
334,Gast::N,convidado,επισκέπτης
335,Geschenk::N,prenda,δώρο
336,Geschenk::N,presente,δώρο
337,Spiel::N,jogo,παιχνίδι
338,Gesellschaft::N,companhia,κοινωνία
339,Hilfe::N,ajuda,βοήθεια
340,Hilfe::N,socorro,βοήθεια
341,Freund::N,amigo,φίλος
342,Kamerad::N,camarada,σύντροφος
343,Angelegenheit::N,assunto,υπόθεση
344,Anzahl::N,número,αριθμός
345,Anzahl::N,quantidade,αριθμός
346,Art::N,tipo,είδος
347,Art::N,espécie,είδος
348,Stück::N,pedaço,κομμάτι
349,Teil::N,peça,μέρος
350,Teil::N,parte,μέρος
351,Hälfte::N,metade,μισό
352,Kreis::N,círculo,κύκλος
353,Kreuz::N,cruz,σταυρός
354,Linie::N,linha,γραμμή
355,Strich::N,traço,γραμμή
356,Abstand::N,distância,απόσταση
357,Entfernung::N,distância,απόσταση
358,Gegend::N,área,περιοχή
359,Gegend::N,área,τοποθεσία
360,Gegend::N,região,περιοχή
361,Gegend::N,região,τοποθεσία
362,Platz::N,lugar,χώρος
363,Ort::N,sítio,τόπος
364,Seite::N,lado,πλευρά
365,Mitte::N,meio,μέση
366,Gegenstand::N,objecto,αντικείμενο
367,Sache::N,coisa,πράγμα
368,Rand::N,bordo,άκρη
369,Rand::N,bordo,χείλος
370,Rand::N,margem,άκρη
371,Rand::N,margem,χείλος
372,Kante::N,borda,άκρη
373,Kante::N,aresta,άκρη
374,Ecke::N,esquina,γωνιά
375,Spitze::N,ponta,μύτη
376,Ende::N,cabo,άκρη
377,Ende::N,extremo,άκρη
378,Loch::N,furo,τρύπα
379,Loch::N,buraco,τρύπα
380,Winkel::N,canto,γωνία
381,Winkel::N,ângulo,γωνία
382,Muster::N,padrão,σχέδιο
383,Muster::N,desenho,σχέδιο
384,Größe::N,tamanho,μέγεθος
385,Länge::N,comprimento,μήκος
386,Höhe::N,altura,ύψος
387,Höhe::N,altitude,ύψος
388,Gewicht::N,peso,βάρος
389,Menge::N,quantidade,ποσότητα
390,Haufen::N,pilha,σωρός
391,Reihe::N,fila,αράδα
392,Boot::N,barco,βάρκα
393,Ruder::N,remo,κουπί
394,Schlitten::N,trenó,έλκηθρο
395,Ski::N,esqui,σκι
396,Lagerfeuer::N,fogueira,φωτιά
397,Last::N,carga,φορτίο
398,Gang::N,curso,δρόμος
399,Gang::N,caminhada,δρόμος
400,Schritt::N,passo,βήμα
401,Norden::N,norte,βορράς
402,Süden::N,sul,νότος
403,Westen::N,oeste,δύση
404,Westen::N,ocidente,δύση
405,Osten::N,este,ανατολή
406,Osten::N,leste,ανατολή
407,Osten::N,oriente,ανατολή
408,Holz::N,madeira,ξύλο
409,Brett::N,tábua,σανίδι
410,Brett::N,prancha,σανίδι
411,Platte::N,laje,πλάκα
412,Platte::N,chapa,πλάκα
413,Stütze::N,apoio,στήριγμα
414,Stütze::N,suporte,στήριγμα
415,Stange::N,vara,ραβδί
416,Stange::N,vara,κοντός
417,Stange::N,barra,ραβδί
418,Stange::N,barra,κοντός
419,Stock::N,pau,ξύλο
420,Stock::N,pau,μπαστούνι
421,Stock::N,bengala,ξύλο
422,Stock::N,bengala,μπαστούνι
423,Stab::N,bastão,ραβδί
424,Rohr::N,cano,σωλήνας
425,Haus::N,casa,σπίτι
426,Heim::N,lar,σπίτι
427,Heim::N,casa,σπίτι
428,Ofen::N,estufa,σόμπα
429,Ofen::N,estufa,θερμάστρα
430,Ofen::N,aquecedor,σόμπα
431,Ofen::N,aquecedor,θερμάστρα
432,Fußboden::N,piso,πάτωμα
433,Tisch::N,mesa,τραπέζι
434,Stuhl::N,cadeira,καρέκλα
435,Wiege::N,berço,κούνια
436,Bett::N,cama,κρεβάτι
437,Regal::N,estante,ράφι
438,Regal::N,prateleira,ράφι
439,Kiste::N,caixa,κιβώτιο
440,Fenster::N,janela,παράθυρο
441,Tür::N,porta,πόρτα
442,Tor::N,portão,πύλη
443,Zaun::N,cerca,φράχτης
444,Zaun::N,vedação,φράχτης
445,Dach::N,telhado,στέγη
446,Leiter::N,escada,σκάλα
447,Leiter::N,escada,κλίμακα
448,Leiter::N,escada móvel,σκάλα
449,Leiter::N,escada móvel,κλίμακα
450,Besen::N,vassoura,σκούπα
451,Spaten::N,pá,φτυάρι
452,Schaufel::N,pá,φτυάρι
453,Gabel::N,garfo,πιρούνι
454,Löffel::N,colher,κουτάλι
455,Messer::N,faca,μαχαίρι
456,Nagel::N,cravo,καρφί
457,Netz::N,rede,δίχτυ
458,Haken::N,gancho,γάντζος
459,Haken::N,gancho,αγκίστρι
460,Griff::N,asa,λαβή
461,Griff::N,cabo,λαβή
462,Schloss::N,fechadura,κλειδαριά
463,Bild::N,imagem,εικόνα
464,Figur::N,figura,ανάστημα
465,Puppe::N,boneca,κούκλα
466,Beutel::N,saco,πουγγί
467,Beutel::N,bolsa,πουγγί
468,Bündel::N,fardo,δεμάτι
469,Tasche::N,saco,τσάντα
470,Tasche::N,bolso,τσάντα
471,Eimer::N,balde,κουβάς
472,Deckel::N,tampa,καπάκι
473,Geschirr::N,louça,σκεύη
474,Sack::N,saca,σάκος
475,Tasse::N,chávena,φλιτζάνι
476,Topf::N,tacho,χύτρα
477,Topf::N,panela,χύτρα
478,Kessel::N,caldeira,καζάνι
479,Essen::N,refeição,φαγητό
480,Nahrung::N,comida,τροφή
481,Nahrung::N,alimento,τροφή
482,Speise::N,prato,φαγητό
483,Fleisch::N,carne,κρέας
484,Getreide::N,cereais,σιτάρι
485,Brei::N,puré,χυλός
486,Brot::N,pão,ψωμί
487,Brot::N,pão,άρτος
488,Scheibe::N,fatia,φέτα
489,Fett::N,banha,πάχος
490,Fett::N,gordura,πάχος
491,Butter::N,manteiga,βούτυρο
492,Öl::N,azeite,λάδι
493,Salz::N,sal,αλάτι
494,Suppe::N,sopa,σούπα
495,Suppe::N,caldo,σούπα
496,Honig::N,mel,μέλι
497,Milch::N,leite,γάλα
498,Tee::N,chá,τσάι
499,Leder::N,couro,πετσί
500,Wolle::N,lã,μαλλί
501,Stoff::N,pano,ύφασμα
502,Stoff::N,tecido,ύφασμα
503,Nadel::N,agulha,βελόνα
504,Faden::N,fio,κλωστή
505,Knopf::N,botão,κουμπί
506,Knoten::N,nó,κόμπος
507,Farbe::N,corante,μπογιά
508,Kleidung::N,roupa,ρούχα
509,Kleidung::N,roupa,ενδυμασία
510,Kleidung::N,vestuário,ρούχα
511,Kleidung::N,vestuário,ενδυμασία
512,Hemd::N,camisa,πουκάμισο
513,Kragen::N,gola,κολάρο
514,Ärmel::N,manga,μανίκι
515,Hose::N,calça,πανταλόνι
516,Gürtel::N,cinto,ζώνη
517,Mütze::N,boné,σκούφος
518,Mütze::N,barrete,σκούφος
519,Schuh::N,sapato,παπούτσι
520,Stiefel::N,bota,μπότα
521,Ring::N,anel,δαχτυλίδι
522,Band::N,fita,κορδέλα
523,Band::N,faixa,κορδέλα
524,Kamm::N,pente,χτένα
525,Spiegel::N,espelho,καθρέφτης
526,Riemen::N,correia,λουρί
527,Schnur::N,corda,κορδόνι
528,Schnur::N,cordel,κορδόνι
529,Leine::N,trela,σχοινί
530,Decke::N,cobertor,κουβέρτα
531,Kissen::N,almofada,μαξιλάρι
532,Tuch::N,pano,πανί
533,Tuch::N,pano,μαντήλι
534,Handtuch::N,toalha,πετσέτα
535,Kraft::N,força,δύναμη
536,Stärke::N,força,ισχύς
537,Stärke::N,força,δύναμη
538,Gesundheit::N,saúde,υγεία
539,Krankheit::N,doença,αρρώστια
540,Krankheit::N,enfermidade,αρρώστια
541,Schmerz::N,dor,πόνος
542,Wunde::N,chaga,πληγή
543,Wunde::N,ferida,πληγή
544,Fieber::N,febre,πυρετός
545,Arznei::N,remédio,φάρμακο
546,Brücke::N,ponte,γέφυρα
547,Brunnen::N,poço,πηγάδι
548,Weide::N,pastagem,βοσκή
549,Pfad::N,senda,μονοπάτι
550,Pfad::N,trilho,μονοπάτι
551,Weg::N,caminho,δρόμος
552,Straße::N,via,οδός
553,Straße::N,via,δρόμος
554,Straße::N,estrada,οδός
555,Straße::N,estrada,δρόμος
556,Dorf::N,aldeia,χωριό
557,Stadt::N,cidade,πόλη
558,Brief::N,carta,γράμμα
559,Brief::N,carta,επιστολή
560,Buch::N,livro,βιβλίο
561,Buchstabe::N,letra,γράμμα
562,Zeitung::N,jornal,εφημερίδα
563,Leben::N,vida,ζωή
564,Leben::N,vida,βίος
565,Tod::N,morte,θάνατος
566,Grab::N,túmulo,τάφος
567,Grab::N,sepultura,τάφος
568,Kirche::N,igreja,εκκλησία
569,Sünde::N,pecado,αμαρτία
570,Gott::N,deus,θεός
571,Arbeiter::N,operário,εργάτης
572,Arbeiter::N,trabalhador,εργάτης
573,Chef::N,chefe,προϊστάμενος
574,Chef::N,patrão,προϊστάμενος
575,Meister::N,mestre,μάστορας
576,Meister::N,mestre,αρχιτεχνίτης
577,Arzt::N,médico,γιατρός
578,Lehrer::N,professor,δάσκαλος
579,Geld::N,dinheiro,λεφτά
580,Geld::N,dinheiro,χρήματα
581,Geschäft::N,negócio,συναλλαγή
582,Laden::N,loja,μαγαζί
583,Laden::N,loja,κατάστημα
584,Preis::N,preço,τιμή
585,Ware::N,mercadoria,εμπόρευμα
586,Nutzen::N,proveito,όφελος
587,Reichtum::N,riqueza,πλούτος
588,Welt::N,mundo,κόσμος
589,Land::N,país,χώρα
590,Staat::N,Estado,κράτος
591,Staat::N,Estado,πολιτεία
592,König::N,rei,βασιλιάς
593,Macht::N,poder,εξουσία
594,Macht::N,potência,εξουσία
595,Grenze::N,fronteira,σύνορα
596,Krieg::N,guerra,πόλεμος
597,Feind::N,inimigo,εχθρός
598,Gewalt::N,violência,βία
599,Kampf::N,luta,αγώνας
600,Kampf::N,combate,αγώνας
601,Bogen[Waffe]::N,arco,τόξο
602,Pfeil::N,seta,σαΐτα
603,Pfeil::N,flecha,σαΐτα
604,Gewehr::N,espingarda,τουφέκι
605,Fehler::N,erro,λάθος
606,Fehler::N,erro,σφάλμα
607,Fehler::N,falha,λάθος
608,Fehler::N,falha,σφάλμα
609,Lüge::N,mentira,ψέμα
610,Lüge::N,mentira,ψεύδος
611,Schaden::N,dano,ζημία
612,Schaden::N,estrago,ζημία
613,Unglück::N,desgraça,δυστυχία
614,Schuld::N,culpa,ενοχή
615,Schuld::N,culpa,φταίξιμο
616,Alter::N,idade,ηλικία
617,Schluss::N,fim,τέλος
618,Zeit::N,tempo,χρόνος
619,Tag::N,dia,μέρα
620,Tag::N,dia,ημέρα
621,Morgen::N,manhã,πρωί
622,Mittag::N,meio-dia,μεσημέρι
623,Abend::N,noite,βράδυ
624,Abend::N,tardinha,βράδυ
625,Nacht::N,noite,νύχτα
626,Woche::N,semana,εβδομάδα
627,Monat::N,mês,μήνας
628,Jahr::N,ano,έτος
629,Jahr::N,ano,χρόνος
630,Frühling::N,primavera,άνοιξη
631,Sommer::N,verão,καλοκαίρι
632,Herbst::N,outono,φθινόπωρο
633,Winter::N,inverno,χειμώνας
634,Januar::N,Janeiro,Ιανουάριος
635,Februar::N,Fevereiro,Φεβρουάριος
636,März::N,Março,Μάρτιος
637,April::N,Abril,Απρίλιος
638,Mai::N,Maio,Μάιος
639,Juni::N,Junho,Ιούνιος
640,Juli::N,Julho,Ιούλιος
641,August::N,Agosto,Αύγουστος
642,September::N,Setembro,Σεπτέμβριος
643,Oktober::N,Outubro,Οκτώβριος
644,November::N,Novembro,Νοέμβριος
645,Dezember::N,Dezembro,Δεκέμβριος
646,Montag::N,segunda-feira,Δευτέρα
647,Dienstag::N,terça-feira,Τρίτη
648,Mittwoch::N,quarta-feira,Τετάρτη
649,Donnerstag::N,quinta-feira,Πέμπτη
650,Freitag::N,sexta-feira,Παρασκευή
651,Samstag::N,sábado,Σάββατο
652,Sonntag::N,domingo,Κυριακή
653,groß::A,grande,μεγάλος
654,klein::A,pequeno,μικρός
655,lang::A,comprido,μακρύς
656,kurz::A,curto,κοντός
657,breit::A,largo,φαρδύς
658,schmal::A,estreito,στενός
659,dicht::A,denso,πυκνός
660,dick[Gegenstand]::A,grosso,παχύς
661,dick[Gegenstand]::A,grosso,χοντρός
662,dünn::A,delgado,ψιλός
663,dünn::A,delgado,λεπτός
664,fein::A,fino,ψιλός
665,fein::A,subtil,ψιλός
666,fest::A,firme,στερεός
667,fest::A,sólido,στερεός
668,flach::A,plano,επίπεδος
669,glatt::A,liso,λείος
670,glatt::A,liso,ομαλός
671,hart::A,duro,σκληρός
672,weich::A,mole,μαλακός
673,rund::A,redondo,στρογγυλός
674,spitz::A,agudo,μυτερός
675,scharf::A,afiado,κοφτερός
676,stumpf::A,rombo,αμβλύς
677,schwer::A,pesado,βαρύς
678,schön::A,belo,ωραίος
679,schön::A,belo,όμορφος
680,schön::A,bonito,ωραίος
681,schön::A,bonito,όμορφος
682,heiß::A,quente,ζεστός
683,warm::A,quente,θερμός
684,kalt::A,frio,κρύος
685,kalt::A,frio,ψυχρός
686,kühl::A,fresco,δροσερός
687,frisch::A,fresco,νωπός
688,frisch::A,fresco,φρέσκος
689,feucht::A,húmido,υγρός
690,nass::A,molhado,βρεγμένος
691,trocken::A,seco,ξηρός
692,trocken::A,seco,στεγνός
693,voll::A,cheio,γεμάτος
694,leer::A,vazio,άδειος
695,offen::A,aberto,ανοιχτός
696,geschlossen::A,fechado,κλειστός
697,sauber::A,limpo,καθαρός
698,schmutzig::A,sujo,βρώμικος
699,schmutzig::A,sujo,λερωμένος
700,roh::A,cru,ωμός
701,reif::A,maduro,ώριμος
702,lecker::A,delicioso,νόστιμος
703,süß::A,doce,γλυκός
704,bitter::A,amargo,πικρός
705,sauer::A,azedo,ξινός
706,hell::A,claro,φωτεινός
707,dunkel::A,escuro,σκοτεινός
708,dunkel::A,sombrio,σκοτεινός
709,schwarz::A,preto,μαύρος
710,schwarz::A,preto,μελανός
711,weiß::A,branco,άσπρος
712,rot::A,vermelho,κόκκινος
713,gelb::A,amarelo,κίτρινος
714,blau::A,azul,μπλε
715,blau::A,azul,γαλανός
716,grün::A,verde,πράσινος
717,grau::A,cinzento,γκρίζος
718,bunt::A,colorido,ποικιλόχρωπος
719,billig::A,barato,φτηνός
720,teuer::A,caro,ακριβός
721,wertvoll::A,valioso,πολύτιμος
722,wertvoll::A,precioso,πολύτιμος
723,blind::A,cego,τυφλός
724,taub::A,surdo,κουφός
725,kräftig::A,forte,δυνατός
726,kräftig::A,poderoso,δυνατός
727,stark::A,forte,γερός
728,stark::A,robusto,γερός
729,schwach::A,débil,αδύνατος
730,fett::A,gordo,παχύς
731,schlank::A,esbelto,λεπτός
732,schlank::A,esbelto,λυγερός
733,hübsch::A,giro,όμορφος
734,hübsch::A,giro,χαριτωμένος
735,hübsch::A,bonito,όμορφος
736,hübsch::A,bonito,χαριτωμένος
737,böse::A,mau,κακός
738,dumm::A,parvo,κουτός
739,dumm::A,parvo,ανόητος
740,dumm::A,estúpido,κουτός
741,dumm::A,estúpido,ανόητος
742,faul::A,preguiçoso,τεμπέλης
743,fleißig::A,aplicado,εργατικός
744,fleißig::A,diligente,εργατικός
745,geizig::A,avarento,τσιγγούνης
746,klug::A,prudente,έξυπνος
747,klug::A,inteligente,έξυπνος
748,geschickt::A,hábil,επιδέξιος
749,lieb::A,caro,φίλος
750,lieb::A,caro,αγαπητός
751,lieb::A,querido,φίλος
