,Concept_ID,br,ro
247,Freude::N,levenez,bucurie
248,Gelächter::N,c'hoarzherezh,râset
249,Glück::N,chañs,fericire
250,Kummer::N,doan,mâhnire
251,Wunsch::N,c'hoant,dorință
252,Wunsch::N,c'hoant,deziderat
253,Lust::N,c'hoant,poftă
254,Lust::N,c'hoant,înclinare
255,Geist::N,spered,duh
256,Geist::N,spered,minte
257,Geist::N,spered,suflet
258,Gedanke::N,soñj,gând
259,Gedanke::N,soñj,cuget
260,Gedächtnis::N,eñvor,memorie
261,Verstand::N,skiant,minte
262,Verstand::N,skiant,intelect
263,Sinn::N,ster,sens
264,Sinn::N,ster,înțeles
265,Grund::N,kaoz,cauză
266,Grund::N,kaoz,pricină
267,Wahrheit::N,gwirionez,adevăr
268,Gespräch::N,kaozeadenn,convorbire
269,Gespräch::N,kaozeadenn,conversație
270,Märchen::N,kaoz korriganez,basm
271,Märchen::N,kaoz korriganez,poveste
272,Erzählung::N,kontadenn,poveste
273,Nachricht::N,keloù,veste
274,Neuigkeit::N,kelaouenn,noutate
275,Neuigkeit::N,kelaouenn,actualitate
276,Name::N,anv,nume
277,Rätsel::N,divinatez,ghicitoare
278,Rede::N,diskour,discurs
279,Sprache::N,yezh,limbă
280,Sprache::N,yezh,limbaj
281,Stimme::N,mouezh,glas
282,Wort::N,ger,cuvânt
283,Zeichen::N,sin,semn
284,Zeichen::N,sin,semnal
285,Ruf::N,galv,chemare
286,Lärm::N,trouz,zgomot
287,Lärm::N,trouz,tărăboi
288,Ton::N,ton,ton
289,Lied::N,kanaouenn,cântec
290,Ruhe::N,sioulded,odihnă
291,Ruhe::N,sioulded,liniște
292,Leute::N,tud,lume
293,Leute::N,tud,oameni
294,Volk::N,pobl,popor
295,Volk::N,pobl,națiune
296,Arbeit::N,labour,lucru
297,Gast::N,kouviad,musafir
298,Geschenk::N,prof,dar
299,Geschenk::N,prof,cadou
300,Spiel::N,c'hoari,joc
301,Gesellschaft::N,kompagnunezh,societate
302,Gesellschaft::N,kavandad,societate
303,Hilfe::N,sikour,ajutor
304,Freund::N,mignon,amic
305,Freund::N,mignon,prieten
306,Kamerad::N,kamarad,tovarăș
307,Angelegenheit::N,afer,afacere
308,Anzahl::N,niver,număr
309,Anzahl::N,niver,cantitate
310,Art::N,sort,fel
311,Art::N,sort,specie
312,Stück::N,tamm,bucată
313,Teil::N,pezh,parte
314,Teil::N,pezh,porție
315,Hälfte::N,hanterenn,jumătate
316,Kreis::N,kelc'h,cerc
317,Kreuz::N,kroaz,cruce
318,Linie::N,linenn,linie
319,Strich::N,tenn,linie
320,Strich::N,tenn,trăsătură
321,Abstand::N,distok,distanță
322,Abstand::N,distok,depărtare
323,Entfernung::N,keid,distanță
324,Entfernung::N,keid,depărtare
325,Entfernung::N,kehid,distanță
326,Entfernung::N,kehid,depărtare
327,Gegend::N,korn-bro,regiune
328,Platz::N,plasenn,loc
329,Ort::N,lec'h,loc
330,Seite::N,tu,latură
331,Mitte::N,kreiz,centru
332,Gegenstand::N,tra,obiect
333,Sache::N,tra,lucru
334,Sache::N,tra,chestie
335,Rand::N,kantenn,bordură
336,Kante::N,kantenn,muchie
337,Kante::N,kantenn,bordură
338,Ecke::N,korn,colț
339,Spitze::N,begell,vârf
340,Spitze::N,begell,creștet
341,Ende::N,dibenn,capăt
342,Loch::N,toull,gaură
343,Muster::N,tresadenn,desen
344,Größe::N,ment,mărime
345,Länge::N,hirder,lungime
346,Höhe::N,uhelder,înălțime
347,Gewicht::N,pouez,greutate
348,Menge::N,bern,cantitate
349,Haufen::N,bern,grămadă
350,Reihe::N,steud,șir
351,Reihe::N,steud,rând
352,Boot::N,bag,barcă
353,Boot::N,bag,luntre
354,Ruder::N,roeñv,vâslă
355,Ruder::N,roeñv,lopată
356,Schlitten::N,trainell,sanie
357,Ski::N,ski,schi
358,Last::N,karg,povară
359,Last::N,karg,sarcină
360,Gang::N,kerzh,mers
361,Gang::N,kerzh,umblet
362,Schritt::N,paz,pas
363,Norden::N,norzh,nord
364,Norden::N,norzh,miazănoapte
365,Norden::N,hanternoz,nord
366,Norden::N,hanternoz,miazănoapte
367,Süden::N,su,sud
368,Süden::N,su,miazăzi
369,Süden::N,kreisteiz,sud
370,Süden::N,kreisteiz,miazăzi
371,Westen::N,kuzh-heol,apus
372,Osten::N,reter,est
373,Osten::N,reter,răsărit
374,Osten::N,sav-heol,est
375,Osten::N,sav-heol,răsărit
376,Holz::N,koad,lemn
377,Brett::N,plankenn,scândură
378,Platte::N,plakenn,placă
379,Stütze::N,harp,proptea
380,Stange::N,sparl,bară
381,Stange::N,sparl,prăjină
382,Stock::N,bazh,băț
383,Stock::N,bazh,baston
384,Stab::N,bazh,baston
385,Stab::N,bazh,prăjină
386,Rohr::N,tub,tub
387,Rohr::N,tub,țeavă
388,Rohr::N,korz,tub
389,Rohr::N,korz,țeavă
390,Haus::N,ti,casă
391,Heim::N,kêr,casă
392,Heim::N,kêr,cămin
393,Ofen::N,forn,sobă
394,Fußboden::N,plañchod,podea
395,Fußboden::N,plañchod,dușumea
396,Tisch::N,taol,masă
397,Stuhl::N,kador,scaun
398,Wiege::N,kavell,leagăn
399,Bett::N,gwele,pat
400,Regal::N,estajerenn,rafturi
401,Kiste::N,kased,ladă
402,Kiste::N,kased,cutie
403,Fenster::N,prenestr,fereastră
404,Tür::N,dor,ușă
405,Tor::N,portal,poartă
406,Zaun::N,sklotur,gard
407,Dach::N,toenn,acoperiș
408,Leiter::N,skeul,scară
409,Besen::N,skubell,mătură
410,Spaten::N,pal,cazma
411,Spaten::N,pal,hârleț
412,Schaufel::N,pal,lopată
413,Gabel::N,fourchetez,furculiță
414,Löffel::N,loa,lingură
415,Messer::N,kontell,cuțit
416,Nagel::N,tach,cui
417,Netz::N,roued,plasă
418,Haken::N,krog,cârlig
419,Griff::N,kemer,mâner
420,Schloss::N,potenn,lacăt
421,Bild::N,skeudenn,tablou
422,Bild::N,skeudenn,imagine
423,Figur::N,skeud,chip
424,Figur::N,skeud,figură
425,Figur::N,figur,chip
426,Figur::N,figur,figură
427,Puppe::N,merc'hodenn,păpușă
428,Beutel::N,sac'h,pungă
429,Beutel::N,sac'h,săculeț
430,Bündel::N,feskenn,mănunchi
431,Tasche::N,sac'h,geantă
432,Eimer::N,sailh,găleată
433,Deckel::N,pallenn,capac
434,Geschirr::N,listriaj,vase
435,Geschirr::N,listriaj,tacâmuri
436,Sack::N,sac'h,sac
437,Tasse::N,tas,ceașcă
438,Topf::N,pod,oală
439,Kessel::N,chaodouron,cazan
440,Kessel::N,chaodouron,căldare
441,Essen::N,pred,mâncare
442,Nahrung::N,boued,hrană
443,Nahrung::N,boued,aliment
444,Speise::N,meuz,bucate
445,Speise::N,meuz,fel de bucate
446,Fleisch::N,kig,carne
447,Getreide::N,ed,cereale
448,Brei::N,yod,pireu
449,Brot::N,bara,pâine
450,Scheibe::N,tailhenn,felie
451,Scheibe::N,tailhenn,bucată
452,Fett::N,lard,untură
453,Fett::N,lard,grăsime
454,Butter::N,amann,unt
455,Öl::N,eoul,ulei
456,Salz::N,holen,sare
457,Suppe::N,soubenn,supă
458,Suppe::N,soubenn,ciorbă
459,Honig::N,mel,miere
460,Milch::N,laezh,lapte
461,Tee::N,te,ceai
462,Leder::N,lêr,piele
463,Wolle::N,gloan,lână
464,Stoff::N,danvez,stofă
465,Nadel::N,nadoz,ac
466,Faden::N,neudenn,ață
467,Knopf::N,bouton,buton
468,Knoten::N,skoulm,nod
469,Farbe::N,liv,vopsea
470,Kleidung::N,dilhad,haine
471,Kleidung::N,dilhad,îmbrăcăminte
472,Hemd::N,roc'hed,cămașă
473,Kragen::N,gouzoug,guler
474,Ärmel::N,milgin,mânecă
475,Hose::N,bragoù,pantaloni
476,Gürtel::N,gouriz,cordon
477,Mütze::N,boned,șapcă
478,Schuh::N,botez,gheată
479,Stiefel::N,botez,cizmă
480,Ring::N,gwalenn,inel
481,Ring::N,gwalenn,verigă
482,Band::N,bagad,panglică
483,Band::N,bagad,șiret
484,Kamm::N,krib,pieptene
485,Spiegel::N,melezour,oglindă
486,Riemen::N,lerenn,curea
487,Schnur::N,kordenn,funie
488,Schnur::N,kordenn,sfoară
489,Leine::N,roll,lesă
490,Leine::N,roll,curea
491,Decke::N,golo,pătură
492,Kissen::N,goubenner,pernă
493,Tuch::N,mezher,batic
494,Handtuch::N,toailhon,prosop
495,Handtuch::N,toailhon,ștergar
496,Kraft::N,nerzh,forță
497,Kraft::N,nerzh,putere
498,Stärke::N,nerzhder,tărie
499,Stärke::N,nerzhder,vigoare
500,Gesundheit::N,yec'hed,sănătate
501,Krankheit::N,klañved,boală
502,Krankheit::N,klañved,maladie
503,Schmerz::N,poan,durere
504,Schmerz::N,droug,durere
505,Wunde::N,gloazadenn,rană
506,Fieber::N,terzhienn,febră
507,Arznei::N,louzoù,leac
508,Arznei::N,louzoù,medicament
509,Brücke::N,pont,pod
510,Brücke::N,pont,punte
511,Brunnen::N,puñs,puț
512,Weide::N,prad,izlaz
513,Weide::N,prad,pășune
514,Pfad::N,gwenodenn,cărare
515,Weg::N,hent,drum
516,Straße::N,ru,cale
517,Straße::N,ru,stradă
518,Straße::N,hent,cale
519,Straße::N,hent,stradă
520,Dorf::N,kêr,sat
521,Dorf::N,kêriadenn,sat
522,Stadt::N,kêr,oraș
523,Brief::N,lizher,scrisoare
524,Buch::N,levr,carte
525,Buchstabe::N,lizherenn,literă
526,Buchstabe::N,lizherenn,caracter
527,Zeitung::N,kazetenn,ziar
528,Zeitung::N,kazetenn,gazetă
529,Leben::N,buhez,viață
530,Tod::N,marv,moarte
531,Grab::N,bez,groapă
532,Grab::N,bez,mormânt
533,Kirche::N,iliz,biserică
534,Sünde::N,pec'hed,păcat
535,Gott::N,doue,zeu
536,Arbeiter::N,labourer,muncitor
537,Arbeiter::N,micherour,muncitor
538,Chef::N,penn,șef
539,Meister::N,mestr,meșter
540,Meister::N,mestr,maestru
541,Arzt::N,mezeg,medic
542,Arzt::N,mezeg,doctor
543,Arzt::N,medisin,medic
544,Arzt::N,medisin,doctor
545,Lehrer::N,skolaer,profesor
546,Lehrer::N,skolaer,învățător
547,Lehrer::N,kelenner,profesor
548,Lehrer::N,kelenner,învățător
549,Geld::N,arc'hant,bani
550,Geld::N,arc'hant,parale
551,Geschäft::N,stal,treabă
552,Geschäft::N,stal,afacere
553,Laden::N,stal,magazin
554,Laden::N,stal,prăvălie
555,Preis::N,priz,preț
556,Ware::N,marc'hadourezh,marfă
557,Nutzen::N,gounidegezh,folos
558,Nutzen::N,gounidegezh,profit
559,Nutzen::N,lañs,folos
560,Nutzen::N,lañs,profit
561,Nutzen::N,profit,folos
562,Nutzen::N,profit,profit
563,Nutzen::N,spleit,folos
564,Nutzen::N,spleit,profit
565,Reichtum::N,pinvidigezh,avuție
566,Reichtum::N,pinvidigezh,bogăție
567,Welt::N,douar,lume
568,Land::N,bro,țară
569,Staat::N,stad,stat
570,König::N,roue,rege
571,Macht::N,galloud,putere
572,Macht::N,galloud,putință
573,Grenze::N,harzoù,hotar
574,Grenze::N,harzoù,graniță
575,Grenze::N,harzoù,frontieră
576,Krieg::N,brezel,război
577,Feind::N,eneber,dușman
578,Gewalt::N,tâerder,violență
579,Kampf::N,kann,luptă
580,Bogen[Waffe]::N,gwareg,arc
581,Pfeil::N,saezh,săgeată
582,Gewehr::N,fuzuilh,armă
583,Gewehr::N,fuzuilh,pușcă
584,Fehler::N,fazi,eroare
585,Fehler::N,fazi,greșeală
586,Lüge::N,gaou,minciună
587,Schaden::N,gwall,daună
588,Schaden::N,gwall,pagubă
589,Unglück::N,gwalleur,nenorocire
590,Schuld::N,kablusted,vină
591,Schuld::N,pec'hedigezh,vină
592,Alter::N,oad,etate
593,Alter::N,oad,vârstă
594,Schluss::N,diwezh,sfârșit
595,Zeit::N,amzer,timp
596,Zeit::N,amzer,vreme
597,Tag::N,deizh,zi
598,Morgen::N,beure,dimineață
599,Morgen::N,mintin,dimineață
600,Mittag::N,kreisteiz,prânz
601,Mittag::N,kreisteiz,amiază
602,Abend::N,abardaez,seară
603,Nacht::N,noz,noapte
604,Woche::N,sizhun,săptămână
605,Monat::N,miz,lună
606,Jahr::N,bloaz,an
607,Frühling::N,nevezamzer,primăvară
608,Sommer::N,hañv,vară
609,Herbst::N,diskaramzer,toamnă
610,Winter::N,goañv,iarnă
611,Januar::N,Genver,ianuarie
612,Februar::N,C'hwevrer,februarie
613,März::N,Meurzh,martie
614,April::N,Ebrel,aprilie
615,Mai::N,Mae,mai
616,Juni::N,Mezheven,iunie
617,Juli::N,Gouhere,iulie
618,August::N,Eost,august
619,September::N,Gwengolo,septembrie
620,Oktober::N,Here,octombrie
621,November::N,Du,noiembrie
622,Dezember::N,Kerzu,decembrie
623,Montag::N,Lun,luni
624,Dienstag::N,Meurzh,marți
625,Mittwoch::N,Merc'her,miercuri
626,Donnerstag::N,Yaou,joi
627,Freitag::N,Gwener,vineri
628,Samstag::N,Sadorn,sâmbătă
629,Sonntag::N,Sul,duminică
630,groß::A,bras,mare
631,klein::A,bihan,mic
632,lang::A,hir,lung
633,kurz::A,berr,scurt
634,breit::A,ledan,lat
635,breit::A,ledan,larg
636,schmal::A,strizh,strâmt
637,dicht::A,stank,des
638,dick[Gegenstand]::A,tev,gros
639,dünn::A,moan,subțire
640,fein::A,munut,fin
641,fein::A,munut,subțire
642,fest::A,start,tare
643,fest::A,start,solid
644,flach::A,plaen,șes
645,flach::A,plaen,plan
646,glatt::A,lintr,lins
647,glatt::A,levn,lins
648,hart::A,kalet,dur
649,weich::A,blot,moale
650,rund::A,ront,rotund
651,rund::A,ront,circular
652,spitz::A,poentet,ascuțit
653,scharf::A,dremm,tăios
654,scharf::A,dremm,ascuțit
655,stumpf::A,talsoc'h,tocit
656,schwer::A,pounner,greu
657,schön::A,kaer,frumos
658,heiß::A,tomm,cald
659,heiß::A,tomm,fierbinte
660,warm::A,tomm,cald
661,warm::A,tomm,fierbinte
662,kalt::A,yen,rece
663,kühl::A,yen,rece
664,kühl::A,yen,răcoros
665,frisch::A,fresk,răcoros
666,frisch::A,fresk,proaspăt
667,feucht::A,gleb,umed
668,feucht::A,gleb,jilav
669,nass::A,gleb,ud
670,trocken::A,sec'h,sec
671,trocken::A,sec'h,uscat
672,voll::A,leun,plin
673,leer::A,goullo,gol
674,offen::A,digor,deschis
675,geschlossen::A,serr,închis
676,sauber::A,naet,curat
677,schmutzig::A,lous,murdar
678,roh::A,kriz,crud
679,reif::A,darev,copt
680,lecker::A,lipous,gustos
681,lecker::A,saourus,gustos
682,süß::A,dous,dulce
683,bitter::A,c'hwerv,amar
684,sauer::A,trenk,acru
685,hell::A,sklaer,clar
686,hell::A,sklaer,luminos
687,dunkel::A,teñval,obscur
688,dunkel::A,teñval,întunecos
689,schwarz::A,du,negru
690,weiß::A,gwenn,alb
691,rot::A,ruz,roșu
692,gelb::A,melen,galben
693,blau::A,glas,albastru
694,grün::A,gwer,verde
695,grau::A,louet,gri
696,grau::A,louet,cenușiu
697,bunt::A,liesliv,colorat
698,billig::A,marc'had-mat,ieftin
699,teuer::A,ker,scump
700,wertvoll::A,prizius,prețios
701,blind::A,dall,orb
702,taub::A,bouzar,surd
703,kräftig::A,start,tare
704,kräftig::A,start,forte
705,kräftig::A,start,robust
706,stark::A,kreñv,viguros
707,stark::A,kreñv,puternic
708,schwach::A,gwan,slab
709,schwach::A,gwan,debil
710,fett::A,lard,gras
711,schlank::A,sinkl,zvelt
712,hübsch::A,koant,drăguț
713,böse::A,gwall,rău
714,böse::A,gwall,răutăcios
715,dumm::A,glep,nerod
716,dumm::A,glep,tâmpit
717,faul::A,lezirek,leneș
718,fleißig::A,studius,harnic
719,fleißig::A,studius,sârguincios
720,geizig::A,tost,calic
721,geizig::A,tost,zgârcit
722,klug::A,speredek,isteț
723,klug::A,speredek,deștept
724,geschickt::A,dornet,dibaci
725,lieb::A,koant,drag
726,lieb::A,koant,iubit
727,lustig::A,laouen,vesel
728,sanft::A,flour,blând
729,sanft::A,flour,blajin
730,hungrig::A,marnaon,flămând
731,krank::A,klañv,bolnav
732,nackt::A,noazh,gol
733,traurig::A,trist,trist
734,traurig::A,trist,mâhnit
735,lebendig::A,bev,viu
736,gut::A,mad,bun
737,schlecht::A,fall,rău
738,schlecht::A,fall,prost
739,schlecht::A,gwall,rău
740,schlecht::A,gwall,prost
741,richtig::A,reizh,drept
742,richtig::A,reizh,corect
743,schlimm::A,gwall,rău
744,wahr::A,gwir,adevărat
745,alt::A,kozh,uzat
746,alt::A,kozh,vechi
747,neu::A,nevez,nou
748,ehemalig::A,kozh,fost
749,ehemalig::A,kozh,anterior
750,alt[Lebewesen]::A,kozh,bătrîn
751,jung::A,yaouank,tânăr
752,arm::A,paour,sărac
753,arm::A,paour,sărman
754,reich::A,pinvidik,avut
755,reich::A,pinvidik,bogat
756,bekannt::A,anavezet,cunoscut
757,berühmt::A,brudet,renumit
758,fremd::A,dizanav,străin
759,verschieden::A,disheñel,diferit
760,verschieden::A,disheñel,deosebit
761,nah::A,nes,apropiat
762,fern::A,diabell,departe
763,linker::A,kleiz,stâng
764,rechter::A,dehoù,drept
765,anderer::A,all,alt
766,erster::A,kentañ,prim
767,zweiter::A,eil,al doilea
768,dritter::A,trede,treilea
769,letzter::A,diwezhañ,final
770,allein::ADV,e-unan,singur
771,auf einmal::ADV,ar un dro,dintrodată
772,zusammen::ADV,asambles,împreună
773,lange::ADV,pell,îndelung
774,lange::ADV,pell,mult timp
775,plötzlich::ADV,en un taol,deodată
776,plötzlich::ADV,en un taol,pe neașteptate
777,sofort::ADV,diouzhtu,imediat
778,sofort::ADV,diouzhtu,numaidecît
779,später::ADV,diwezhatoc'h,mai apoi
780,später::ADV,diwezhatoc'h,mai târziu
781,jetzt::ADV,bremañ,acum
782,heute::ADV,hiziv,azi
783,heute::ADV,hiziv,astăzi
784,morgen::ADV,arc'hoazh,mâine
785,bald::ADV,hepdale,curând
786,dann::ADV,a-c'houde,apoi
787,gestern::ADV,dec'h,ieri
788,einst::ADV,gwechall,odată
789,einst::ADV,gwechall,odinioară
790,damals::ADV,neuze,atunci
791,damals::ADV,neuze,pe atunci
792,danach::ADV,goude,după aceasta
793,vorher::ADV,diagent,mai întâi
794,vorher::ADV,diagent,în prealabil
795,zuerst::ADV,da gentañ,întâi
796,zuerst::ADV,da gentañ,în primul rând
797,einmal::ADV,ur wech,odată
798,manchmal::ADV,a-wechoù,uneori
799,manchmal::ADV,a-wechoù,câteodată
800,oft::ADV,alies,des
801,oft::ADV,alies,deseori
802,immer::ADV,atav,mereu
803,immer::ADV,atav,întotdeauna
804,immer::ADV,bepred,mereu
805,immer::ADV,bepred,întotdeauna
806,niemals::ADV,gwech ebet,niciodată
807,hier::ADV,amañ,aci
808,hier::ADV,amañ,aici
809,hierhin::ADV,dre amañ,încoace
810,von hier::ADV,alemañ,de aici
811,dort::ADV,aze,acolo
812,dort::ADV,ahont,acolo
813,dorthin::ADV,di,dincolo
814,dorthin::ADV,aze,dincolo
815,dorthin::ADV,ahont,dincolo
816,geradeaus::ADV,war-eeun,drept înainte
817,vorwärts::ADV,war-raok,înainte
818,rückwärts::ADV,war-lerc'h,îndărăt
819,zurück::ADV,war-dreñv,înapoi
820,unten::ADV,en traoñ,jos
821,unten::ADV,en traoñ,dedesubt
822,hinab::ADV,a-izel,în jos
823,hinab::ADV,a-izel,de vale
