,Concept_ID,eu,es
156,Blatt::N,hosto,hoja
157,Birke::N,urki,abedul
158,Kiefer[Baum]::N,ler,pino
159,Weide[Baum]::N,zume,sauce
160,Weide[Baum]::N,sahats,sauce
161,Tanne::N,izei,abeto
162,Horn::N,adar,asta
163,Horn::N,adar,cuerno
164,Feder::N,luma,pluma
165,Feder::N,hegaki,pluma
166,Fell::N,ile,piel
167,Fell::N,larru,piel
168,Flügel::N,hego,ala
169,Klaue::N,atzapar,garra
170,Kralle::N,erpe,uña
171,Kralle::N,erpe,garra
172,Kralle::N,atzapar,uña
173,Kralle::N,atzapar,garra
174,Schwanz::N,isats,cola
175,Schwanz::N,buztan,cola
176,Ei::N,arrautza,huevo
177,Nest::N,habia,nido
178,Bau::N,ohantze,madriguera
179,Tier::N,abere,animal
180,Tier::N,piztia,animal
181,Herde::N,saldo,rebaño
182,Herde::N,abere talde,rebaño
183,Kuh::N,behi,vaca
184,Bulle::N,zezen,toro
185,Pferd::N,zaldi,caballo
186,Schaf::N,ardi,oveja
187,Schwein::N,urde,cerdo
188,Schwein::N,txerri,cerdo
189,Hund::N,txakur,perro
190,Katze::N,katu,gato
191,Bär::N,hartz,oso
192,Eichhörnchen::N,urtxintxa,ardilla
193,Elch::N,altze,alce
194,Fuchs::N,azeri,zorro
195,Hase::N,erbi,liebre
196,Maus::N,sagu,ratón
197,Wolf::N,otso,lobo
198,Vogel::N,txori,ave
199,Vogel::N,txori,pájaro
200,Vogel::N,hegazti,ave
201,Vogel::N,hegazti,pájaro
202,Schwarm::N,aldra,bandada
203,Huhn::N,oilo,gallina
204,Hahn::N,oilar,gallo
205,Gans::N,antzara,oca
206,Gans::N,antzara,ganso
207,Adler::N,arrano,águila
208,Ente::N,ahate,pato
209,Eule::N,hontza,lechuza
210,Kranich::N,kurrilo,grulla
211,Krähe::N,bele,corneja
212,Kuckuck::N,kuku,cuco
213,Schwan::N,beltxarga,cisne
214,Fisch::N,arrain,pez
215,Barsch::N,perka,perca
216,Hecht::N,lutxo,lucio
217,Schlange[Tier]::N,suge,serpiente
218,Wurm::N,har,gusano
219,Spinne::N,armiarma,araña
220,Ameise::N,inurri,hormiga
221,Laus::N,zorri,piojo
222,Mücke::N,eltxo,mosquito
223,Fliege::N,euli,mosca
224,Schmetterling::N,pinpirin,mariposa
225,Schmetterling::N,tximeleta,mariposa
226,Beere::N,baia,baya
227,Apfel::N,sagar,manzana
228,Pilz::N,onddo,seta
229,Pilz::N,onddo,hongo
230,Pilz::N,perretxiko,seta
231,Pilz::N,perretxiko,hongo
232,Zwiebel::N,tipula,cebolla
233,Saat::N,haziak,siembra
234,Korn::N,ale,grano
235,Korn::N,pikor,grano
236,Heu::N,belar ondu,heno
237,Schale::N,azal,cáscara
238,Grube::N,hobi,foso
239,Falle::N,harrapagailu,trampa
240,Schlinge::N,bilur,lazo
241,Schlinge::N,xedera,lazo
242,Spur::N,lorratz,huella
243,Asche::N,errauts,ceniza
244,Dreck::N,satsukeria,suciedad
245,Eisen::N,burdina,hierro
246,Gold::N,urre,oro
247,Gold::N,urregorri,oro
248,Silber::N,zilar,plata
249,Silber::N,urrezuri,plata
250,Kohle::N,ikatz,carbón
251,Glas::N,beira,vidrio
252,Glas::N,beira,cristal
253,Lehm::N,buztin,barro
254,Sand::N,harea,arena
255,Sand::N,hondar,arena
256,Mensch::N,gizaki,hombre
257,Mensch::N,gizaki,ser humano
258,Mann::N,gizon,hombre
259,Frau::N,andere,mujer
260,Frau::N,emakume,mujer
261,Kind::N,haur,niño
262,Junge::N,mutil,chico
263,Junge::N,mutil,muchacho
264,Mädchen::N,neska,chica
265,Mädchen::N,neska,muchacha
266,Familie::N,sendi,familia
267,Familie::N,familia,familia
268,Großvater::N,aitona,abuelo
269,Großvater::N,aitatxi,abuelo
270,Großmutter::N,amona,abuela
271,Großmutter::N,amatxi,abuela
272,Eltern::N,gurasoak,padres
273,Vater::N,aita,padre
274,Mutter::N,ama,madre
275,Sohn::N,seme,hijo
276,Tochter::N,alaba,hija
277,Bruder::N,neba,hermano
278,Bruder::N,anaia,hermano
279,Schwester::N,ahizpa,hermana
280,Onkel::N,osaba,tío
281,Tante::N,izeba,tía
282,Ehemann::N,senar,esposo
283,Ehefrau::N,emazte,esposa
284,Freude::N,poz,placer
285,Freude::N,poz,alegría
286,Freude::N,pozkari,placer
287,Freude::N,pozkari,alegría
288,Gelächter::N,barre,risa
289,Gelächter::N,barre,carcajada
290,Gelächter::N,karkara,risa
291,Gelächter::N,karkara,carcajada
292,Glück::N,zori,felicidad
293,Kummer::N,xangrin,pena
294,Kummer::N,atsekabe,pena
295,Wunsch::N,nahi,deseo
296,Wunsch::N,nahikunde,deseo
297,Lust::N,gogo,ganas
298,Geist::N,gogo,mente
299,Geist::N,gogo,espíritu
300,Gedanke::N,gogoeta,idea
301,Gedanke::N,gogoeta,pensamiento
302,Gedächtnis::N,oroimen,memoria
303,Gedächtnis::N,gogoramen,memoria
304,Verstand::N,adimen,razón
305,Verstand::N,adimen,entendimiento
306,Verstand::N,ulermen,razón
307,Verstand::N,ulermen,entendimiento
308,Sinn::N,zentzu,sentido
309,Sinn::N,zentzu,significado
310,Grund::N,zergati,causa
311,Wahrheit::N,egia,verdad
312,Gespräch::N,hizketa,conversación
313,Gespräch::N,elkarrizketa,conversación
314,Märchen::N,ipuin,cuento
315,Erzählung::N,edesti,cuento
316,Erzählung::N,edesti,narración
317,Erzählung::N,kontakizun,cuento
318,Erzählung::N,kontakizun,narración
319,Nachricht::N,albiste,mensaje
320,Neuigkeit::N,berri,noticia
321,Name::N,izen,nombre
322,Rätsel::N,asmakizun,acertijo
323,Rätsel::N,asmakizun,adivinanza
324,Rede::N,hitzaldi,discurso
325,Rede::N,mintzaldi,discurso
326,Sprache::N,hizkuntza,lengua
327,Stimme::N,ahots,voz
328,Wort::N,hitz,palabra
329,Zeichen::N,agerbide,señal
330,Zeichen::N,agergarri,señal
331,Ruf::N,dei,llamada
332,Lärm::N,zarata,ruido
333,Lärm::N,zarata,barullo
334,Lärm::N,harrabots,ruido
335,Lärm::N,harrabots,barullo
336,Laut::N,hots,sonido
337,Ton::N,tonu,tono
338,Ton::N,soinu,tono
339,Lied::N,abesti,canción
340,Ruhe::N,nasaitasun,calma
341,Ruhe::N,nasaitasun,silencio
342,Leute::N,jende,gente
343,Volk::N,herri,pueblo
344,Volk::N,populu,pueblo
345,Arbeit::N,lan,trabajo
346,Gast::N,arrotz,huésped
347,Gast::N,arrotz,invitado
348,Gast::N,apopilo,huésped
349,Gast::N,apopilo,invitado
350,Geschenk::N,opari,regalo
351,Spiel::N,jolas,juego
352,Gesellschaft::N,gizarte,compañía
353,Hilfe::N,helpide,ayuda
354,Hilfe::N,helpide,socorro
355,Hilfe::N,laguntza,ayuda
356,Hilfe::N,laguntza,socorro
357,Freund::N,lagun,amigo
358,Kamerad::N,adiskide,camarada
359,Kamerad::N,adiskide,compañero
360,Kamerad::N,lagunkide,camarada
361,Kamerad::N,lagunkide,compañero
362,Angelegenheit::N,afera,asunto
363,Anzahl::N,kopuru,cantidad
364,Art::N,mota,tipo
365,Art::N,mota,clase
366,Stück::N,puska,pieza
367,Teil::N,atal,parte
368,Hälfte::N,erdi,mitad
369,Kreis::N,biribilki,círculo
370,Kreuz::N,gurutze,cruz
371,Linie::N,linea,línea
372,Strich::N,marra,raya
373,Strich::N,marra,trazo
374,Abstand::N,tarte,distancia
375,Entfernung::N,urrunera,distancia
376,Gegend::N,alderdi,región
377,Gegend::N,alderdi,comarca
378,Gegend::N,eskualde,región
379,Gegend::N,eskualde,comarca
380,Platz::N,leku,espacio
381,Ort::N,toki,sitio
382,Seite::N,albo,lado
383,Seite::N,albo,costado
384,Mitte::N,erdi,medio
385,Mitte::N,erdi,centro
386,Gegenstand::N,gauzaki,objeto
387,Sache::N,gauza,cosa
388,Rand::N,ertz,borde
389,Kante::N,ertz,borde
390,Ecke::N,kantoi,esquina
391,Spitze::N,punta,punta
392,Ende::N,buru,cabo
393,Ende::N,buru,extremo
394,Ende::N,mutur,cabo
395,Ende::N,mutur,extremo
396,Loch::N,zulo,agujero
397,Loch::N,zulo,abertura
398,Winkel::N,zoko,ángulo
399,Winkel::N,bazter,ángulo
400,Muster::N,eredu,dibujo
401,Muster::N,marrazki,dibujo
402,Größe::N,kaizu,tamaño
403,Größe::N,tamaina,tamaño
404,Länge::N,luzera,longitud
405,Höhe::N,goiera,altura
406,Höhe::N,goiera,altitud
407,Höhe::N,garaiera,altura
408,Höhe::N,garaiera,altitud
409,Gewicht::N,hazta,peso
410,Menge::N,kopuru,cantidad
411,Haufen::N,pila,montón
412,Haufen::N,mendoi,montón
413,Reihe::N,ilara,fila
414,Reihe::N,errenkada,fila
415,Boot::N,potin,bote
416,Boot::N,potin,barca
417,Boot::N,txalupa,bote
418,Boot::N,txalupa,barca
419,Ruder::N,arraun,remo
420,Schlitten::N,lera,trineo
421,Schlitten::N,narra,trineo
422,Ski::N,eski,esquí
423,Lagerfeuer::N,su,hoguera
424,Last::N,zama,carga
425,Last::N,karga,carga
426,Gang::N,ibilera,marcha
427,Schritt::N,pauso,paso
428,Schritt::N,urrats,paso
429,Norden::N,ipar,norte
430,Norden::N,iparralde,norte
431,Süden::N,hego,sur
432,Süden::N,hegoalde,sur
433,Westen::N,sartalde,oeste
434,Westen::N,mendebalde,oeste
435,Osten::N,ekialde,este
436,Osten::N,sortalde,este
437,Holz::N,zur,madera
438,Brett::N,ohol,tabla
439,Platte::N,lauza,placa
440,Platte::N,lauza,plancha
441,Stütze::N,irozgarri,sostén
442,Stütze::N,irozgarri,soporte
443,Stütze::N,bermagailu,sostén
444,Stütze::N,bermagailu,soporte
445,Stange::N,haga,vara
446,Stange::N,haga,percha
447,Stock::N,makila,palo
448,Stock::N,makila,bastón
449,Stab::N,makila,vara
450,Stab::N,makila,bastón
451,Rohr::N,hodi,tubo
452,Haus::N,etxe,casa
453,Heim::N,etxe,hogar
454,Heim::N,etxaleku,hogar
455,Ofen::N,berogailu,estufa
456,Fußboden::N,zoru,suelo
457,Tisch::N,mahai,mesa
458,Stuhl::N,aulki,silla
459,Wiege::N,kuma,cuna
460,Wiege::N,sehaska,cuna
461,Bett::N,ohe,cama
462,Bett::N,ohatze,cama
463,Regal::N,apalategi,estantería
464,Kiste::N,kutxa,caja
465,Fenster::N,leiho,ventana
466,Tür::N,ate,puerta
467,Tor::N,atari,puerta
468,Zaun::N,hesi,valla
469,Zaun::N,hesi,cercado
470,Dach::N,teilatu,techo
471,Dach::N,teilatu,tejado
472,Leiter::N,zurubi,escalera
473,Besen::N,erratz,escoba
474,Spaten::N,burdinpala,pala
475,Schaufel::N,pala,pala
476,Schaufel::N,pala,paleta
477,Gabel::N,sardexka,tenedor
478,Löffel::N,koilara,cuchara
479,Messer::N,aizto,cuchillo
480,Nagel::N,iltze,clavo
481,Netz::N,sare,red
482,Haken::N,mako,gancho
483,Haken::N,mako,corchete
484,Griff::N,eskutoki,asa
485,Griff::N,eskutoki,mango
486,Schloss::N,sarraila,cerradura
487,Bild::N,irudi,imagen
488,Figur::N,figura,figura
489,Puppe::N,panpina,muñeca
490,Puppe::N,andrakila,muñeca
491,Beutel::N,zorro,bolsa
492,Bündel::N,azao,haz
493,Bündel::N,espal,haz
494,Tasche::N,poltsa,bolso
495,Eimer::N,treska,cubo
496,Deckel::N,tapa,tapa
497,Deckel::N,tapa,tapadera
498,Deckel::N,estalki,tapa
499,Deckel::N,estalki,tapadera
500,Geschirr::N,baxera,vajilla
501,Geschirr::N,ontziteria,vajilla
502,Sack::N,zaku,saco
503,Tasse::N,kikara,taza
504,Topf::N,ontzi,olla
505,Topf::N,ontzi,marmita
506,Topf::N,lapiko,olla
507,Topf::N,lapiko,marmita
508,Kessel::N,pazia,caldera
509,Essen::N,janaldi,comida
510,Nahrung::N,jan,alimento
511,Speise::N,jaki,plato
512,Fleisch::N,okela,carne
513,Fleisch::N,haragi,carne
514,Getreide::N,labore,cereales
515,Brei::N,ahi,puré
516,Brei::N,ahi,papilla
517,Brei::N,pure,puré
518,Brei::N,pure,papilla
519,Brot::N,ogi,pan
520,Scheibe::N,xerra,lonja
521,Scheibe::N,xerra,rebanada
522,Scheibe::N,pirripita,lonja
523,Scheibe::N,pirripita,rebanada
524,Fett::N,urin,grasa
525,Fett::N,koipe,grasa
526,Butter::N,gurin,mantequilla
527,Öl::N,olio,aceite
528,Salz::N,gatz,sal
529,Suppe::N,zopa,sopa
530,Suppe::N,salda,sopa
531,Honig::N,ezti,miel
532,Milch::N,esne,leche
533,Tee::N,te,té
534,Leder::N,larru,cuero
535,Wolle::N,artile,lana
536,Stoff::N,ehun,tela
537,Stoff::N,ehun,tejido
538,Nadel::N,orratz,aguja
539,Nadel::N,jostorratz,aguja
540,Faden::N,hari,hilo
541,Knopf::N,botoi,botón
542,Knoten::N,korapilo,nudo
543,Farbe::N,pintura,pintura
544,Kleidung::N,arropa,ropa
545,Kleidung::N,arropa,vestidos
546,Kleidung::N,jantziak,ropa
547,Kleidung::N,jantziak,vestidos
548,Hemd::N,atorra,camisa
549,Hemd::N,alkandora,camisa
550,Kragen::N,idun,cuello
551,Ärmel::N,mahuka,manga
552,Hose::N,prakak,pantalón
553,Hose::N,galtzak,pantalón
554,Gürtel::N,gerriko,cinturón
555,Mütze::N,txano,gorro
556,Mütze::N,txapel,gorro
557,Schuh::N,oski,zapato
558,Schuh::N,oinetako,zapato
559,Stiefel::N,bota,bota
560,Ring::N,uztai,anillo
561,Band::N,zinta,cinta
562,Band::N,xingola,cinta
563,Kamm::N,orrazi,peine
564,Spiegel::N,mirail,espejo
565,Riemen::N,uhal,correa
566,Schnur::N,lokailu,cuerda
567,Leine::N,lotura,correa
568,Decke::N,burusi,manta
569,Kissen::N,kuxin,almohada
570,Tuch::N,zapi,pañuelo
571,Tuch::N,oihal,pañuelo
572,Handtuch::N,eskuzapi,toalla
573,Handtuch::N,eskuoihal,toalla
574,Kraft::N,indar,fuerza
575,Stärke::N,indar,fuerza
576,Gesundheit::N,osasun,salud
577,Krankheit::N,eritasun,enfermedad
578,Krankheit::N,gaixotasun,enfermedad
579,Schmerz::N,min,dolor
580,Wunde::N,zauri,llaga
581,Wunde::N,zauri,herida
582,Fieber::N,sukar,fiebre
583,Arznei::N,osagai,medicina
584,Arznei::N,osagai,medicamento
585,Arznei::N,sendagai,medicina
586,Arznei::N,sendagai,medicamento
587,Brücke::N,zubi,puente
588,Brunnen::N,putzu,pozo
589,Weide::N,alha,pasto
590,Weide::N,bazkaleku,pasto
591,Pfad::N,zidor,sendero
592,Pfad::N,bidexka,sendero
593,Weg::N,bide,camino
594,Straße::N,errepide,vía
595,Straße::N,errepide,carretera
596,Dorf::N,herri,aldea
597,Dorf::N,herri,pueblo
598,Stadt::N,hiri,ciudad
599,Brief::N,gutun,carta
600,Brief::N,eskutitz,carta
601,Buch::N,liburu,libro
602,Buchstabe::N,hizki,letra
603,Buchstabe::N,hizki,carácter
604,Zeitung::N,egunkari,diario
605,Zeitung::N,egunkari,periódico
606,Leben::N,bizi,vida
607,Leben::N,bizitza,vida
608,Tod::N,herio,muerte
609,Tod::N,heriotza,muerte
610,Grab::N,hobi,tumba
611,Grab::N,hobi,sepulcro
612,Grab::N,hilobi,tumba
613,Grab::N,hilobi,sepulcro
614,Kirche::N,eliza,iglesia
615,Sünde::N,hoben,pecado
616,Sünde::N,bekatu,pecado
617,Gott::N,jainko,dios
618,Arbeiter::N,langile,obrero
619,Arbeiter::N,langile,trabajador
620,Arbeiter::N,behargin,obrero
621,Arbeiter::N,behargin,trabajador
622,Chef::N,nagusi,jefe
623,Meister::N,maisu,maestro
624,Arzt::N,osagile,médico
625,Arzt::N,sendagile,médico
626,Lehrer::N,irakasle,profesor
627,Geld::N,diru,dinero
628,Geschäft::N,negozio,negocio
629,Laden::N,denda,tienda
630,Laden::N,saltegi,tienda
631,Preis::N,prezio,precio
632,Preis::N,salneurri,precio
633,Ware::N,salgai,mercancía
634,Nutzen::N,onura,provecho
635,Nutzen::N,probetxu,provecho
636,Reichtum::N,aberastasun,riqueza
637,Welt::N,ludi,mundo
638,Welt::N,mundu,mundo
639,Land::N,herrialde,país
640,Staat::N,estatu,Estado
641,König::N,errege,rey
642,Macht::N,botere,poder
643,Macht::N,botere,potencia
644,Grenze::N,muga,frontera
645,Krieg::N,guda,guerra
646,Feind::N,etsai,enemigo
647,Feind::N,arerio,enemigo
648,Gewalt::N,bortxa,violencia
649,Gewalt::N,bortizkeria,violencia
650,Kampf::N,gudu,lucha
651,Kampf::N,gudu,combate
652,Kampf::N,auska,lucha
653,Kampf::N,auska,combate
654,Bogen[Waffe]::N,arku,arco
655,Pfeil::N,gezi,flecha
656,Gewehr::N,fusil,fusil
657,Gewehr::N,fusil,escopeta
658,Fehler::N,huts,error
659,Fehler::N,hutsegin,error
660,Lüge::N,gezur,mentira
661,Schaden::N,kalte,daño
662,Unglück::N,zoritxar,desgracia
663,Unglück::N,zorigaitz,desgracia
664,Schuld::N,erru,culpa
665,Alter::N,adin,edad
666,Schluss::N,bukaera,fin
667,Schluss::N,bukaera,final
668,Zeit::N,aldi,tiempo
669,Zeit::N,denbora,tiempo
670,Tag::N,egun,día
671,Morgen::N,goiz,mañana
672,Mittag::N,eguerdi,mediodía
673,Abend::N,arrats,noche
674,Nacht::N,gau,noche
675,Woche::N,aste,semana
676,Monat::N,hil,mes
677,Jahr::N,urte,año
678,Frühling::N,udalehen,primavera
679,Sommer::N,uda,verano
680,Herbst::N,udazken,otoño
681,Herbst::N,neguantz,otoño
682,Winter::N,negu,invierno
683,Januar::N,urtarril,enero
684,Februar::N,otsail,febrero
685,März::N,martxo,marzo
686,April::N,apiril,abril
687,Mai::N,maiatz,mayo
688,Juni::N,ekain,junio
689,Juli::N,uztail,julio
690,August::N,abuztu,agosto
691,September::N,irail,septiembre
692,Oktober::N,urri,octubre
693,November::N,azaro,noviembre
694,Dezember::N,abendu,diciembre
695,Montag::N,astelehen,lunes
696,Dienstag::N,astearte,martes
697,Mittwoch::N,asteazken,miércoles
698,Donnerstag::N,ostegun,jueves
699,Freitag::N,ostiral,viernes
700,Samstag::N,larunbat,sábado
701,Sonntag::N,igande,domingo
702,groß::A,handi,grande
703,klein::A,txiki,pequeño
704,lang::A,luze,largo
705,kurz::A,labur,corto
706,breit::A,zabal,ancho
707,schmal::A,mehar,estrecho
708,dicht::A,sarri,denso
709,dicht::A,trinko,denso
710,dick[Gegenstand]::A,lodi,grueso
711,dünn::A,mehe,fino
712,dünn::A,mehe,delgado
713,fein::A,fin,fino
714,fein::A,fin,delicado
715,fest::A,tinko,firme
716,fest::A,tinko,sólido
717,flach::A,lau,plano
718,flach::A,ordoki,plano
719,glatt::A,leun,liso
720,hart::A,gogor,duro
721,weich::A,bigun,muelle
722,weich::A,beratz,muelle
723,rund::A,biribil,redondo
724,spitz::A,puntadun,agudo
725,spitz::A,puntadun,apuntado
726,scharf::A,zorrotz,agudo
727,scharf::A,zorrotz,afilado
728,stumpf::A,kamuts,sin filo
729,schwer::A,astun,pesado
730,schwer::A,pisutsu,pesado
731,schön::A,eder,bello
732,schön::A,eder,hermoso
733,heiß::A,bero,caluroso
734,heiß::A,oso bero,caluroso
735,warm::A,bero,cálido
736,warm::A,bero,caliente
737,kalt::A,hotz,frío
738,kühl::A,hotzil,fresco
739,frisch::A,fresko,fresco
740,frisch::A,hozkirri,fresco
741,feucht::A,heze,húmedo
742,nass::A,busti,mojado
743,trocken::A,siku,seco
744,trocken::A,lehor,seco
745,voll::A,bete,lleno
746,leer::A,huts,vacío
747,offen::A,ireki,abierto
748,geschlossen::A,itxita,cerrado
749,sauber::A,xahu,limpio
750,sauber::A,garbi,limpio
751,schmutzig::A,lohi,sucio
752,schmutzig::A,zikin,sucio
753,roh::A,gordin,crudo
754,reif::A,umo,maduro
755,reif::A,heldu,maduro
756,lecker::A,goxo,rico
757,lecker::A,goxo,sabroso
758,süß::A,goxo,dulce
759,bitter::A,karmin,amargo
760,bitter::A,garratz,amargo
761,sauer::A,mingots,agrio
762,hell::A,argi,claro
763,dunkel::A,ilun,oscuro
764,schwarz::A,beltz,negro
765,weiß::A,zuri,blanco
766,rot::A,gorri,rojo
767,gelb::A,hori,amarillo
768,blau::A,urdin,azul
769,grün::A,berde,verde
770,grün::A,musker,verde
771,grau::A,urdin,gris
772,grau::A,urdinabar,gris
773,bunt::A,koloretsu,multicolor
774,billig::A,merke,barato
775,teuer::A,garesti,caro
776,wertvoll::A,baliotsu,valioso
777,wertvoll::A,baliotsu,precioso
778,blind::A,itsu,ciego
779,taub::A,gor,sordo
780,kräftig::A,kementsu,fuerte
781,stark::A,bizkor,fuerte
782,stark::A,bizkor,vigoroso
783,stark::A,indartsu,fuerte
784,stark::A,indartsu,vigoroso
785,schwach::A,ahul,débil
786,schwach::A,indargabe,débil
787,fett::A,gizen,obeso
788,schlank::A,lerden,esbelto
789,hübsch::A,polit,mono
790,hübsch::A,polit,guapo
791,böse::A,tzar,malo
792,böse::A,gaizto,malo
793,dumm::A,lelo,tonto
794,dumm::A,lelo,estúpido
795,dumm::A,pello,tonto
796,dumm::A,pello,estúpido
797,faul::A,nagi,vago
798,faul::A,nagi,perezoso
799,faul::A,alfer,vago
800,faul::A,alfer,perezoso
801,fleißig::A,maratz,aplicado
802,fleißig::A,maratz,diligente
803,fleißig::A,lanzale,aplicado
804,fleißig::A,lanzale,diligente
805,geizig::A,zeken,avaro
806,geizig::A,zikoitz,avaro
807,klug::A,zuhur,sensato
808,klug::A,zuhur,inteligente
809,geschickt::A,trebe,hábil
810,geschickt::A,antzetsu,hábil
811,lieb::A,maite,querido
812,lieb::A,laztan,querido
813,lustig::A,alaitsu,alegre
814,sanft::A,eme,suave
815,sanft::A,ezti,suave
816,hungrig::A,gose,hambriento
817,krank::A,eri,enfermo
818,krank::A,gaixo,enfermo
819,nackt::A,biluzi,desnudo
820,traurig::A,itun,triste
821,traurig::A,betilun,triste
822,lebendig::A,bizirik,vivo
823,lebendig::A,bizirik,viviente
824,gut::A,on,bueno
825,schlecht::A,txar,malo
826,richtig::A,zuzen,justo
827,richtig::A,zuzen,correcto
828,schlimm::A,larri,malo
829,schlimm::A,larri,grave
830,wahr::A,egiazko,verídico
831,wahr::A,egiazko,verdadero
832,alt::A,zahar,viejo
833,neu::A,berri,nuevo
834,ehemalig::A,lehengo,antiguo
835,alt[Lebewesen]::A,adindun,viejo
836,jung::A,gazte,joven
