,Concept_ID,sq,de
282,Lied::N,këngë,Lied
283,Ruhe::N,qetësi,Ruhe
284,Leute::N,botë,Leute
285,Leute::N,njerëz,Leute
286,Volk::N,popull,Volk
287,Arbeit::N,punë,Arbeit
288,Gast::N,mik,Gast
289,Gast::N,mysafir,Gast
290,Geschenk::N,dhuratë,Geschenk
291,Geschenk::N,peshqesh,Geschenk
292,Spiel::N,lojë,Spiel
293,Gesellschaft::N,shoqëri,Gesellschaft
294,Hilfe::N,ndihmë,Hilfe
295,Freund::N,mik,Freund
296,Kamerad::N,shok,Kamerad
297,Angelegenheit::N,punë,Angelegenheit
298,Anzahl::N,sasi,Anzahl
299,Art::N,lloj,Art
300,Stück::N,copë,Stück
301,Teil::N,pjesë,Teil
302,Hälfte::N,gjysmë,Hälfte
303,Kreis::N,qark,Kreis
304,Kreis::N,rreth,Kreis
305,Kreuz::N,kryq,Kreuz
306,Linie::N,vijë,Linie
307,Strich::N,vizë,Strich
308,Abstand::N,distancë,Abstand
309,Entfernung::N,largim,Entfernung
310,Gegend::N,vise,Gegend
311,Gegend::N,krahinë,Gegend
312,Platz::N,shesh,Platz
313,Ort::N,vend,Ort
314,Seite::N,anë,Seite
315,Mitte::N,mes,Mitte
316,Gegenstand::N,send,Gegenstand
317,Sache::N,gjë,Sache
318,Sache::N,send,Sache
319,Rand::N,qoshe,Rand
320,Kante::N,teh,Kante
321,Ecke::N,qoshe,Ecke
322,Spitze::N,majë,Spitze
323,Ende::N,skaj,Ende
324,Ende::N,bisht,Ende
325,Loch::N,vrimë,Loch
326,Winkel::N,kënd,Winkel
327,Muster::N,mostër,Muster
328,Größe::N,madhësi,Größe
329,Länge::N,gjatësi,Länge
330,Höhe::N,lartësi,Höhe
331,Gewicht::N,peshë,Gewicht
332,Menge::N,sasi,Menge
333,Haufen::N,grumbull,Haufen
334,Reihe::N,radhë,Reihe
335,Reihe::N,rresht,Reihe
336,Boot::N,barkë,Boot
337,Boot::N,lundër,Boot
338,Ruder::N,rrem,Ruder
339,Schlitten::N,sajë,Schlitten
340,Ski::N,ski,Ski
341,Lagerfeuer::N,flakadan,Lagerfeuer
342,Lagerfeuer::N,zjarr i madh,Lagerfeuer
343,Last::N,barrë,Last
344,Gang::N,ecje,Gang
345,Schritt::N,hap,Schritt
346,Norden::N,veri,Norden
347,Süden::N,jug,Süden
348,Westen::N,perëndim,Westen
349,Osten::N,lindje,Osten
350,Holz::N,dru,Holz
351,Brett::N,dërrasë,Brett
352,Platte::N,pllakë,Platte
353,Stütze::N,shtyllë,Stütze
354,Stütze::N,mbështetesë,Stütze
355,Stange::N,shufër,Stange
356,Stock::N,dajak,Stock
357,Stab::N,shkop,Stab
358,Rohr::N,tub,Rohr
359,Haus::N,shtëpi,Haus
360,Heim::N,konak,Heim
361,Heim::N,shtëpi,Heim
362,Ofen::N,sobë,Ofen
363,Ofen::N,stufë,Ofen
364,Fußboden::N,dysheme,Fußboden
365,Tisch::N,tryezë,Tisch
366,Stuhl::N,karrige,Stuhl
367,Wiege::N,djep,Wiege
368,Bett::N,shtrat,Bett
369,Regal::N,raft,Regal
370,Kiste::N,kuti,Kiste
371,Fenster::N,dritare,Fenster
372,Tür::N,derë,Tür
373,Tor::N,portë,Tor
374,Zaun::N,gardh,Zaun
375,Dach::N,çati,Dach
376,Leiter::N,shkallë,Leiter
377,Besen::N,fshesë,Besen
378,Spaten::N,lopatë,Spaten
379,Schaufel::N,qyrek,Schaufel
380,Gabel::N,pirun,Gabel
381,Löffel::N,lugë,Löffel
382,Messer::N,thikë,Messer
383,Nagel::N,gozhdë,Nagel
384,Netz::N,rrjetë,Netz
385,Haken::N,grep,Haken
386,Haken::N,grremç,Haken
387,Griff::N,dorak,Griff
388,Griff::N,dorezë,Griff
389,Schloss::N,bravë,Schloss
390,Bild::N,tablo,Bild
391,Bild::N,pikturë,Bild
392,Figur::N,figurë,Figur
393,Puppe::N,kukull,Puppe
394,Beutel::N,qese,Beutel
395,Beutel::N,trastë,Beutel
396,Bündel::N,deng,Bündel
397,Tasche::N,çantë,Tasche
398,Eimer::N,kovë,Eimer
399,Deckel::N,kapak,Deckel
400,Deckel::N,mbulesë,Deckel
401,Geschirr::N,enë,Geschirr
402,Sack::N,thes,Sack
403,Sack::N,torbë,Sack
404,Tasse::N,filxhan,Tasse
405,Topf::N,kusi,Topf
406,Topf::N,tenxhere,Topf
407,Kessel::N,kazan,Kessel
408,Essen::N,ngrënie,Essen
409,Nahrung::N,ushqim,Nahrung
410,Speise::N,gatesë,Speise
411,Fleisch::N,mish,Fleisch
412,Getreide::N,drithë,Getreide
413,Brei::N,qull,Brei
414,Brot::N,bukë,Brot
415,Scheibe::N,fetë,Scheibe
416,Fett::N,lyrë,Fett
417,Fett::N,yndyrë,Fett
418,Butter::N,gjalpë,Butter
419,Öl::N,vaj,Öl
420,Salz::N,kripë,Salz
421,Suppe::N,supë,Suppe
422,Suppe::N,çorbë,Suppe
423,Honig::N,mjaltë,Honig
424,Milch::N,qumësht,Milch
425,Tee::N,çaj,Tee
426,Leder::N,lëkurë,Leder
427,Wolle::N,lesh,Wolle
428,Stoff::N,pëlhurë,Stoff
429,Nadel::N,gjilpërë,Nadel
430,Faden::N,pe,Faden
431,Faden::N,fije,Faden
432,Knopf::N,kopsë,Knopf
433,Knoten::N,komb,Knoten
434,Farbe::N,bojë,Farbe
435,Kleidung::N,veshje,Kleidung
436,Hemd::N,këmishë,Hemd
437,Kragen::N,jakë,Kragen
438,Ärmel::N,mëngë,Ärmel
439,Hose::N,brekë,Hose
440,Gürtel::N,rrip,Gürtel
441,Mütze::N,kësulë,Mütze
442,Schuh::N,këpucë,Schuh
443,Stiefel::N,çizme,Stiefel
444,Ring::N,unazë,Ring
445,Band::N,shirit,Band
446,Kamm::N,krehër,Kamm
447,Spiegel::N,pasqyrë,Spiegel
448,Riemen::N,rrip,Riemen
449,Schnur::N,litar,Schnur
450,Schnur::N,cikomë,Schnur
451,Leine::N,rrip,Leine
452,Decke::N,batanije,Decke
453,Kissen::N,jastëk,Kissen
454,Tuch::N,shami,Tuch
455,Handtuch::N,peshqir,Handtuch
456,Kraft::N,forcë,Kraft
457,Stärke::N,koll,Stärke
458,Gesundheit::N,shëndet,Gesundheit
459,Krankheit::N,sëmundje,Krankheit
460,Schmerz::N,dhimbje,Schmerz
461,Wunde::N,plagë,Wunde
462,Fieber::N,ethe,Fieber
463,Arznei::N,ilaç,Arznei
464,Brücke::N,urë,Brücke
465,Brunnen::N,pus,Brunnen
466,Weide::N,kullotë,Weide
467,Pfad::N,ravë,Pfad
468,Pfad::N,shteg,Pfad
469,Weg::N,udhë,Weg
470,Weg::N,shteg,Weg
471,Straße::N,rrugë,Straße
472,Dorf::N,fshat,Dorf
473,Dorf::N,katund,Dorf
474,Stadt::N,qytet,Stadt
475,Brief::N,letër,Brief
476,Buch::N,libër,Buch
477,Buchstabe::N,shkronjë,Buchstabe
478,Zeitung::N,gazetë,Zeitung
479,Leben::N,jetë,Leben
480,Tod::N,mortje,Tod
481,Grab::N,varr,Grab
482,Kirche::N,kishë,Kirche
483,Sünde::N,mëkat,Sünde
484,Sünde::N,gjynah,Sünde
485,Gott::N,hy,Gott
486,Gott::N,zot,Gott
487,Arbeiter::N,punëtor,Arbeiter
488,Chef::N,shef,Chef
489,Chef::N,drejtues,Chef
490,Meister::N,mjeshtër,Meister
491,Arzt::N,mjek,Arzt
492,Arzt::N,doktor,Arzt
493,Lehrer::N,mësues,Lehrer
494,Lehrer::N,arsimtar,Lehrer
495,Geld::N,para,Geld
496,Geld::N,holla,Geld
497,Geschäft::N,ujdi,Geschäft
498,Geschäft::N,biznes,Geschäft
499,Laden::N,dyqan,Laden
500,Preis::N,çmim,Preis
501,Ware::N,mall,Ware
502,Nutzen::N,dobi,Nutzen
503,Nutzen::N,leverdi,Nutzen
504,Reichtum::N,kamje,Reichtum
505,Reichtum::N,pasuri,Reichtum
506,Welt::N,botë,Welt
507,Land::N,vend,Land
508,Staat::N,shtet,Staat
509,König::N,mbret,König
510,Macht::N,fuqi,Macht
511,Macht::N,pushtet,Macht
512,Grenze::N,kufi,Grenze
513,Krieg::N,luftë,Krieg
514,Feind::N,armik,Feind
515,Gewalt::N,dhunë,Gewalt
516,Kampf::N,luftim,Kampf
517,Bogen[Waffe]::N,hark,Bogen
518,Pfeil::N,shigjetë,Pfeil
519,Gewehr::N,pushkë,Gewehr
520,Fehler::N,gafë,Fehler
521,Fehler::N,gabim,Fehler
522,Lüge::N,gënjeshtër,Lüge
523,Schaden::N,dëm,Schaden
524,Schaden::N,zarar,Schaden
525,Unglück::N,fatkeqësi,Unglück
526,Schuld::N,faj,Schuld
527,Alter::N,moshë,Alter
528,Schluss::N,fund,Schluss
529,Zeit::N,kohë,Zeit
530,Tag::N,ditë,Tag
531,Morgen::N,mëngjes,Morgen
532,Mittag::N,mesditë,Mittag
533,Abend::N,mbrëmje,Abend
534,Nacht::N,natë,Nacht
535,Woche::N,javë,Woche
536,Monat::N,muaj,Monat
537,Jahr::N,vit,Jahr
538,Frühling::N,pranverë,Frühling
539,Sommer::N,verë,Sommer
540,Herbst::N,vjeshtë,Herbst
541,Winter::N,dimër,Winter
542,Januar::N,janar,Januar
543,Februar::N,shkurt,Februar
544,März::N,mars,März
545,April::N,prill,April
546,Mai::N,maj,Mai
547,Juni::N,qershor,Juni
548,Juli::N,korrik,Juli
549,August::N,gusht,August
550,September::N,shtator,September
551,Oktober::N,tetor,Oktober
552,November::N,nëntor,November
553,Dezember::N,dhjetor,Dezember
554,Montag::N,hënë,Montag
555,Dienstag::N,martë,Dienstag
556,Mittwoch::N,mërkurë,Mittwoch
557,Donnerstag::N,enjte,Donnerstag
558,Freitag::N,premte,Freitag
559,Samstag::N,shtunë,Samstag
560,Sonntag::N,diel,Sonntag
561,groß::A,madh,groß
562,klein::A,vogël,klein
563,lang::A,gjatë,lang
564,kurz::A,shkurtër,kurz
565,breit::A,gjerë,breit
566,schmal::A,ngushtë,schmal
567,dicht::A,dendur,dicht
568,dick[Gegenstand]::A,trashë,dick
569,dünn::A,hollë,dünn
570,fein::A,imët,fein
571,fest::A,fortë,fest
572,flach::A,sheshtë,flach
573,glatt::A,rrafshët,glatt
574,hart::A,fortë,hart
575,weich::A,butë,weich
576,rund::A,rrumbullakët,rund
577,spitz::A,majëmprehtë,spitz
578,scharf::A,mprehtë,scharf
579,stumpf::A,topitur,stumpf
580,schwer::A,rëndë,schwer
581,schön::A,bukur,schön
582,heiß::A,nxehtë,heiß
583,warm::A,ngrohtë,warm
584,kalt::A,ftohtë,kalt
585,kühl::A,freskët,kühl
586,frisch::A,pastër,frisch
587,feucht::A,lagësht,feucht
588,nass::A,lagur,nass
589,trocken::A,thatë,trocken
590,voll::A,plotë,voll
591,leer::A,bosh,leer
592,leer::A,zbrazët,leer
593,offen::A,hapur,offen
594,geschlossen::A,mbyllur,geschlossen
595,sauber::A,dëlirë,sauber
596,schmutzig::A,ndyrë,schmutzig
597,roh::A,gjallë,roh
598,reif::A,arrirë,reif
599,lecker::A,shijshëm,lecker
600,süß::A,ëmbël,süß
601,bitter::A,hidhur,bitter
602,sauer::A,thartë,sauer
603,hell::A,me dritë,hell
604,dunkel::A,errët,dunkel
605,schwarz::A,i zi,schwarz
606,weiß::A,bardhë,weiß
607,rot::A,kuq,rot
608,gelb::A,verdhë,gelb
609,blau::A,blu,blau
610,blau::A,kaltër,blau
611,grün::A,blertë,grün
612,grün::A,gjelbër,grün
613,grau::A,hirtë,grau
614,grau::A,bojë hiri,grau
615,bunt::A,shumëngjyrëshëm,bunt
616,billig::A,lirë,billig
617,teuer::A,shtrenjtë,teuer
618,wertvoll::A,çmuar,wertvoll
619,wertvoll::A,vlershëm,wertvoll
620,blind::A,qorr,blind
621,blind::A,verbër,blind
622,taub::A,shurdhër,taub
623,kräftig::A,fuqishëm,kräftig
624,stark::A,fortë,stark
625,schwach::A,dobët,schwach
626,fett::A,dhjamur,fett
627,schlank::A,hollë,schlank
628,hübsch::A,bukur,hübsch
629,hübsch::A,hijshëm,hübsch
630,böse::A,keq,böse
631,dumm::A,teveqel,dumm
632,faul::A,dembel,faul
633,fleißig::A,zellshëm,fleißig
634,geizig::A,kurnac,geizig
635,geizig::A,dorështrënguar,geizig
636,klug::A,mençur,klug
637,geschickt::A,aftë,geschickt
638,lieb::A,dashur,lieb
639,lustig::A,gëzuar,lustig
640,sanft::A,butë,sanft
641,hungrig::A,uritur,hungrig
642,krank::A,sëmurë,krank
643,nackt::A,lakuriq,nackt
644,nackt::A,zhveshur,nackt
645,traurig::A,trishtuar,traurig
646,lebendig::A,gjallë,lebendig
647,gut::A,mirë,gut
648,schlecht::A,keq,schlecht
649,richtig::A,drejtë,richtig
650,schlimm::A,keq,schlimm
651,wahr::A,vërtetë,wahr
652,alt::A,vjetër,alt
653,neu::A,i ri,neu
654,ehemalig::A,dikurshëm,ehemalig
655,alt[Lebewesen]::A,plak,alt
656,jung::A,i ri,jung
657,arm::A,varfër,arm
658,arm::A,vobektë,arm
659,reich::A,pasur,reich
660,bekannt::A,njohur,bekannt
661,berühmt::A,famshëm,berühmt
662,fremd::A,huaj,fremd
663,verschieden::A,ndryshëm,verschieden
664,nah::A,afërt,nah
665,fern::A,largët,fern
666,linker::A,majtë,linker
667,rechter::A,djathtë,rechter
668,anderer::A,tjetër,anderer
669,erster::A,parë,erster
670,zweiter::A,dytë,zweiter
671,dritter::A,i tretë,dritter
672,letzter::A,fundit,letzter
673,allein::ADV,vetëm,allein
674,auf einmal::ADV,njëkohësisht,auf einmal
675,zusammen::ADV,bashkë,zusammen
676,zusammen::ADV,së bashku,zusammen
677,lange::ADV,për një kohë të gjatë,lange
678,plötzlich::ADV,befas,plötzlich
679,sofort::ADV,menjëherë,sofort
680,sofort::ADV,aty për aty,sofort
681,später::ADV,më vonë,später
682,jetzt::ADV,tash,jetzt
683,heute::ADV,sot,heute
684,morgen::ADV,nesër,morgen
685,bald::ADV,shpejt,bald
686,bald::ADV,së shpejti,bald
687,dann::ADV,pastaj,dann
688,gestern::ADV,dje,gestern
689,einst::ADV,dikur,einst
690,damals::ADV,atëherë,damals
691,danach::ADV,mandej,danach
692,vorher::ADV,më parë,vorher
693,zuerst::ADV,së pari,zuerst
694,einmal::ADV,njëherë,einmal
695,manchmal::ADV,nganjëherë,manchmal
696,oft::ADV,shpesh,oft
697,immer::ADV,përherë,immer
698,immer::ADV,gjithnjë,immer
699,niemals::ADV,kurrë,niemals
700,niemals::ADV,asnjëherë,niemals
701,hier::ADV,këtu,hier
702,hierhin::ADV,knej,hierhin
703,von hier::ADV,që këtej,von hier
704,von hier::ADV,prej këtej,von hier
705,dort::ADV,aty,dort
706,dort::ADV,atje,dort
707,dorthin::ADV,anej,dorthin
708,geradeaus::ADV,drejt,geradeaus
709,vorwärts::ADV,mbroth,vorwärts
710,vorwärts::ADV,përpara,vorwärts
711,rückwärts::ADV,mbrapsht,rückwärts
712,zurück::ADV,prapa,zurück
713,zurück::ADV,mbrapsht,zurück
714,unten::ADV,poshtë,unten
715,hinab::ADV,përposh,hinab
716,oben::ADV,lart,oben
717,oben::ADV,sipër,oben
718,hinauf::ADV,lart,hinauf
719,hinauf::ADV,përpjetë,hinauf
720,überall::ADV,kudo,überall
721,nicht::ADV,s',nicht
722,nicht::ADV,nuk,nicht
723,ein wenig::ADV,një tis,ein wenig
724,kaum::ADV,mezi,kaum
725,sehr::ADV,fort,sehr
726,sehr::ADV,shumë,sehr
727,so::ADV,ashtu,so
728,so::ADV,kështu,so
729,noch::ADV,ende,noch
730,noch::ADV,akoma,noch
731,nur::ADV,vetëm,nur
732,schon::ADV,tashmë,schon
733,wieder::ADV,përsëri,wieder
734,vergebens::ADV,kot,vergebens
735,vor::PRP,para,vor
736,hinter::PRP,prapa,hinter
737,hinter::PRP,mbrapa,hinter
738,unter::PRP,nën,unter
739,durch::PRP,nëpër,durch
740,neben::PRP,pranë,neben
741,neben::PRP,përbri,neben
742,zwischen::PRP,midis,zwischen
743,zwischen::PRP,ndërmjet,zwischen
744,wegen::PRP,për,wegen
745,dies::PRN,ky,dies
746,das::PRN,ky,das
747,alles::PRN,gjithçka,alles
748,ich::PRN,unë,ich
749,du::PRN,ti,du
750,er::PRN,ai,er
751,wir::PRN,ne,wir
752,ihr::PRN,ju,ihr
753,sie::PRN,ata,sie
754,was::FPRN,ç',was
755,was::FPRN,çfarë,was
756,wer::FPRN,kush,wer
757,wo::FADV,ku,wo
758,wohin::FADV,për ku,wohin
759,wie::FADV,si,wie
760,warum::FADV,pse,warum
761,warum::FADV,përse,warum
762,wieviel::FNUM,sa,wieviel
763,eins::NUM,një,eins
764,zwei::NUM,dy,zwei
765,drei::NUM,tre,drei
766,vier::NUM,katër,vier
767,fünf::NUM,pesë,fünf
768,sechs::NUM,gjashtë,sechs
769,sieben::NUM,shtatë,sieben
770,acht::NUM,tetë,acht
771,neun::NUM,nëntë,neun
772,zehn::NUM,dhjetë,zehn
773,elf::NUM,njëmbëdhjetë,elf
774,zwölf::NUM,dymbëdhjetë,zwölf
775,zwanzig::NUM,njëzet,zwanzig
776,dreißig::NUM,tridhjetë,dreißig
777,vierzig::NUM,dyzet,vierzig
778,fünfzig::NUM,pesëdhjetë,fünfzig
779,sechzig::NUM,gjashtëdhjetë,sechzig
780,siebzig::NUM,shtatëdhjetë,siebzig
781,achtzig::NUM,tetëdhjetë,achtzig
782,neunzig::NUM,nëntëdhjetë,neunzig
783,hundert::NUM,qind,hundert
784,tausend::NUM,mijë,tausend
785,und::CNJ,e,und
786,und::CNJ,dhe,und
