,Concept_ID,ml,hi
152,Regenbogen::N,മഴവില്ല്,इंद्र-धनुष
153,Donner::N,ഇടി,गरज
154,Donner::N,ഇടി,मेघ-गर्जन
155,Strömung::N,പ്രവാഹം,बहाव
156,Strömung::N,പ്രവാഹം,प्रवाह
157,Tropfen::N,തുള്ളി,बूँद
158,Schaum::N,നുര,झाग
159,Schmutz::N,അഴുക്ക്,गंद
160,Schmutz::N,അഴുക്ക്,कीचड़
161,See::N,തടാകം,झील
162,See::N,തടാകം,सरोवर
163,Sumpf::N,ചതുപ്പുനിലം,दलदल
164,Sumpf::N,ചതുപ്പുനിലം,धँसान
165,Moor::N,പാഴ്നിലം,झाबर
166,Moor::N,പാഴ്നിലം,धँसान
167,Wiese::N,പുൽത്തകിടി,घास-स्थल
168,Wald::N,വനം,जंगल
169,Wald::N,കാട്,जंगल
170,Hügel::N,കുന്ന്,टीला
171,Hügel::N,കുന്ന്,पहाड़
172,Anhöhe::N,ഉയർന്ന ഭൂമി,टीला
173,Anhöhe::N,ഉയർന്ന ഭൂമി,पहाड़ी
174,Berg::N,പർവ്വതം,पहाड़
175,Gipfel::N,ഉച്ചകോടി,शिखर
176,Höhle::N,ഗുഹ,गुहा
177,Höhle::N,ഗുഹ,गुफ़ा
178,Abhang::N,ചരിവ്,ढाल
179,Abhang::N,ചരിവ്,ढलान
180,Quelle::N,ഉറവിടം,चश्मा
181,Bach::N,അരുവി,सोता
182,Bach::N,അരുവി,नदिका
183,Fluss::N,നദി,नदी
184,Fluss::N,നദി,सरिता
185,Ufer::N,തീരം,तट
186,Ufer::N,തീരം,किनारा
187,Küste::N,കടൽത്തീരം,समुद्र-तट
188,Festland::N,കര,महाद्वीप
189,Meer::N,കടൽ,सागर
190,Meer::N,കടൽ,समुद्र
191,Bucht::N,ഉൾക്കടല്,खाड़ी
192,Insel::N,ദ്വീപ്,टापू
193,Insel::N,ദ്വീപ്,द्वीप
194,Blume::N,പൂവ്,फूल
195,Blume::N,പൂവ്,पुष्प
196,Gras::N,പുല്ല്,घास
197,Wurzel::N,വേര്,मूल
198,Baum::N,മരം,पेड़
199,Baum::N,മരം,वृक्ष
200,Stamm::N,തായ്ത്തടി,धड़
201,Rinde::N,പട്ട,छाल
202,Rinde::N,പട്ട,वल्कल
203,Ast::N,ശാഖ,डाल
204,Ast::N,ശാഖ,शाखा
205,Zweig::N,ശാഖ,टहनी
206,Blatt::N,ഇല,पत्र
207,Blatt::N,ഇല,पत्ता
208,Birke::N,പൂവരശ്,भूर्ज
209,Kiefer[Baum]::N,പൈൻമരം,पाइन-वृक्ष
210,Weide[Baum]::N,വില്ലോ,बेंत
211,Tanne::N,ദേവദാരു,फ़र
212,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,सींग
213,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,विषाण
214,Feder::N,തൂവൽ,पर
215,Feder::N,തൂവൽ,पंख
216,Fell::N,മൃദുരോമം,खाल
217,Fell::N,മൃദുരോമം,पशु-चर्म
218,Flügel::N,ചിറക്,पंख
219,Flügel::N,ചിറക്,डैना
220,Klaue::N,നഖം,पंजा
221,Kralle::N,നഖം,पंजा
222,Kralle::N,നഖം,नाख़ून
223,Schwanz::N,വാൽ,पूँछ
224,Ei::N,മുട്ട,अंडा
225,Nest::N,കൂട്,नीड़
226,Nest::N,കൂട്,घोंसला
227,Bau::N,മാളം,बिल
228,Bau::N,മാളം,माँद
229,Tier::N,മൃഗം,पशु
230,Tier::N,മൃഗം,जानवर
231,Herde::N,കൂട്ടം,गल्ला
232,Kuh::N,പശു,गौ
233,Kuh::N,പശു,गाय
234,Bulle::N,കാള,साँड़
235,Pferd::N,കുതിര,अश्व
236,Pferd::N,കുതിര,घोड़ा
237,Schaf::N,ആട്,भेड़
238,Schwein::N,പന്നി,शूकर
239,Hund::N,നായ്,श्वान
240,Hund::N,നായ്,कुत्ता
241,Katze::N,പൂച്ച,बिल्ली
242,Bär::N,കരടി,रीछ
243,Bär::N,കരടി,भालू
244,Eichhörnchen::N,അണ്ണാൻ,गिलहरी
245,Elch::N,കടമാന്,एल्क
246,Fuchs::N,കുറുക്കൻ,लोमड़ी
247,Hase::N,മുയൽ,खरहा
248,Hase::N,മുയൽ,ख़रगोश
249,Maus::N,ചുണ്ടലി,मूष
250,Maus::N,ചുണ്ടലി,चूहा
251,Wolf::N,ചെന്നായ,वृक
252,Wolf::N,ചെന്നായ,भेड़िया
253,Vogel::N,പക്ഷി,पक्षी
254,Vogel::N,പക്ഷി,चिड़िया
255,Schwarm::N,കൂട്ടം,झुंड
256,Huhn::N,കോഴി,मुर्ग़ी
257,Hahn::N,പൂവൻകോഴി,मुर्ग़ा
258,Gans::N,അരയന്നം,हंस
259,Gans::N,അരയന്നം,हंसिनी
260,Adler::N,കഴുകൻ,उक़ाब
261,Ente::N,താറാവ്,बतख़
262,Ente::N,താറാവ്,बत्तक
263,Eule::N,മൂങ്ങ,उल्लू
264,Kranich::N,കൊക്ക്,सारस
265,Kranich::N,കൊക്ക്,क्रौंंच
266,Krähe::N,കാക്ക,काक
267,Kuckuck::N,കുയിൽ,कोयल
268,Kuckuck::N,കുയിൽ,कोकिल
269,Schwan::N,അരയന്നം,हंस
270,Schwan::N,അരയന്നം,मराल
271,Fisch::N,മത്സ്യം,मछली
272,Fisch::N,മത്സ്യം,मत्स्य
273,Barsch::N,ഒരിനം മത്സ്യം,पर्च
274,Hecht::N,ഒരു മത്സ്യം,पाइक
275,Schlange[Tier]::N,പാമ്പ്,सर्प
276,Wurm::N,വിര,कृमि
277,Wurm::N,വിര,कीड़ा
278,Spinne::N,ചിലന്തി,लूता
279,Spinne::N,ചിലന്തി,मकड़ी
280,Ameise::N,ഉറുമ്പ്,चींटी
281,Laus::N,പേന്,जूँ
282,Mücke::N,മശകം,डाँस
283,Fliege::N,ഈച്ച,मक्खी
284,Fliege::N,ഈച്ച,मक्षिका
285,Schmetterling::N,ചിത്രശലഭം,तितली
286,Beere::N,ബെറി,बेरी
287,Apfel::N,ആപ്പിൾ,सेब
288,Pilz::N,കൂൺ,खुंबी
289,Zwiebel::N,സവാള,प्याज़
290,Saat::N,വിത്ത്,बीज
291,Korn::N,ധാന്യം,दाना
292,Heu::N,വയ്ക്കോൽ,मूखी घास
293,Schale::N,തൊലി,बकला
294,Schale::N,തൊലി,छिलका
295,Grube::N,കുഴി,गड्ढा
296,Falle::N,കെണി,जाल
297,Falle::N,കെണി,फँदा
298,Schlinge::N,കുടുക്ക്,फँदा
299,Spur::N,ചുവട്,सुराग़
300,Spur::N,ചുവട്,पद-चिह्न
301,Asche::N,ചാരം,राख
302,Dreck::N,അഴുക്ക്,मैल
303,Dreck::N,അഴുക്ക്,गंदगी
304,Eisen::N,ഇരുമ്പ്,लोहा
305,Gold::N,സ്വർണ്ണം,सोना
306,Gold::N,സ്വർണ്ണം,स्वर्ण
307,Silber::N,വെള്ളി,रजत
308,Silber::N,വെള്ളി,चाँदी
309,Kohle::N,കൽക്കരി,कोयला
310,Glas::N,ഗ്ലാസ്,काँच
311,Lehm::N,കളിമണ്ണ്,चिकनी मिट्टी
312,Sand::N,മണൽ,रेत
313,Sand::N,മണൽ,बालू
314,Mensch::N,മനുഷ്യർ,मानव
315,Mensch::N,മനുഷ്യർ,इनसान
316,Mensch::N,മനുഷ്യർ,मनुष्य
317,Mann::N,പുരുഷൻ,आदमी
318,Mann::N,പുരുഷൻ,पुरुष
319,Frau::N,സ്ത്രീ,औरत
320,Frau::N,സ്ത്രീ,महिला
321,Frau::N,സ്ത്രീ,स्त्री
322,Kind::N,കുഞ്ഞ്,बाल
323,Kind::N,കുഞ്ഞ്,बच्चा
324,Junge::N,ആൺകുട്ടി,लड़का
325,Mädchen::N,പെൺകുട്ടി,लड़की
326,Mädchen::N,പെൺകുട്ടി,कुमारी
327,Familie::N,കുടുംബം,परिवार
328,Großvater::N,അപ്പൂപ്പൻ,दादा
329,Großmutter::N,അമ്മുമ്മ,नानी
330,Eltern::N,മാതാപിതാക്കള്,माँ-बाप
331,Eltern::N,മാതാപിതാക്കള്,माता-पिता
332,Vater::N,അച്ഛൻ,बाप
333,Vater::N,അച്ഛൻ,पिता
334,Mutter::N,അമ്മ,माँ
335,Mutter::N,അമ്മ,माता
336,Sohn::N,മകൻ,बेटा
337,Sohn::N,മകൻ,पुत्र
338,Tochter::N,മകൾ,बेटी
339,Tochter::N,മകൾ,पुत्री
340,Bruder::N,ചേട്ടൻ,भाई
341,Bruder::N,ചേട്ടൻ,भ्राता
342,Bruder::N,അനിയൻ,भाई
343,Bruder::N,അനിയൻ,भ्राता
344,Schwester::N,ചേച്ചി,बहन
345,Schwester::N,ചേച്ചി,भगिनी
346,Schwester::N,അനിയത്തി,बहन
347,Schwester::N,അനിയത്തി,भगिनी
348,Onkel::N,അമ്മാവൻ,ताऊ
349,Onkel::N,അമ്മാവൻ,काका
350,Tante::N,മാമി,बूआ
351,Tante::N,മാമി,फूफी
352,Tante::N,മാമി,ख़ाला
353,Ehemann::N,ഭർത്താവ്,पति
354,Ehemann::N,ഭർത്താവ്,शौहर
355,Ehefrau::N,ഭാര്യ,बीवी
356,Freude::N,ആഹ്ലാദം,आनंद
357,Freude::N,ആഹ്ലാദം,प्रसन्नता
358,Gelächter::N,ചിരിയുടെ ശബ്ദം,हँसी
359,Gelächter::N,ചിരിയുടെ ശബ്ദം,क़हक़हा
360,Glück::N,സന്തോഷം,आनंद
361,Glück::N,സന്തോഷം,ख़ुशी
362,Glück::N,സന്തുഷ്ടി,आनंद
363,Glück::N,സന്തുഷ്ടി,ख़ुशी
364,Kummer::N,ശോകം,शोक
365,Kummer::N,ശോകം,दुःख
366,Wunsch::N,ആഗ്രഹം,इच्छा
367,Wunsch::N,ആഗ്രഹം,अभिलाषा
368,Lust::N,ആഗ്രഹം,चाह
369,Lust::N,ആഗ്രഹം,कामना
370,Geist::N,ചുറുചുറുക്ക്,जान
371,Geist::N,ചുറുചുറുക്ക്,प्राण
372,Gedanke::N,ചിന്ത,विचार
373,Gedächtnis::N,ഓർമ്മശക്തി,याददाश्त
374,Gedächtnis::N,ഓർമ്മശക്തി,स्मरण-शक्ति
375,Verstand::N,മനസ്സ്,समझ
376,Verstand::N,മനസ്സ്,अक़्ल
377,Verstand::N,മനസ്സ്,बुद्धि
378,Sinn::N,അർത്ഥം,अर्थ
379,Grund::N,കാരണം,वजह
380,Grund::N,കാരണം,कारण
381,Wahrheit::N,സത്യം,सत्य
382,Wahrheit::N,സത്യം,सच्चाई
383,Gespräch::N,സല്ലാപം,चर्चा
384,Gespräch::N,സല്ലാപം,वार्ता
385,Gespräch::N,സല്ലാപം,बात-चीत
386,Märchen::N,യക്ഷിക്കഥ,क़िस्सा
387,Erzählung::N,കഥ,कथा
388,Erzählung::N,കഥ,कहानी
389,Nachricht::N,സന്ദേശം,सूचना
390,Nachricht::N,സന്ദേശം,समाचार
391,Neuigkeit::N,വാർത്ത,ख़बर
392,Neuigkeit::N,വാർത്ത,समाचार
393,Name::N,പേര്,नाम
394,Rätsel::N,പ്രഹേളിക,पहेली
395,Rede::N,സംസാരം,वचन
396,Rede::N,സംസാരം,भाषण
397,Sprache::N,ഭാഷ,भाषा
398,Sprache::N,ഭാഷ,ज़बान
399,Stimme::N,സ്വരം,स्वर
400,Stimme::N,സ്വരം,आवाज़
401,Wort::N,വാക്ക്,शब्द
402,Wort::N,വാക്ക്,लफ़्ज़
403,Zeichen::N,സംജ്ഞ,निशान
404,Ruf::N,വിളി,पुकार
405,Ruf::N,വിളി,आह्वान
406,Lärm::N,ആരവം,शोर
407,Lärm::N,ആരവം,हुल्लड़
408,Laut::N,ശബ്ദം,स्वर
409,Laut::N,ശബ്ദം,ध्वनि
410,Ton::N,സ്വരഭേദം,सुर
411,Ton::N,സ്വരഭേദം,स्वर
412,Lied::N,പാട്ട്,गीत
413,Ruhe::N,നിശ്ചലത,आराम
414,Ruhe::N,നിശ്ചലത,ख़ामोशी
415,Leute::N,ജനങ്ങൾ,लोग
416,Volk::N,രാഷ്ടം,क़ौम
417,Volk::N,രാഷ്ടം,प्रजा
418,Arbeit::N,ജോലി,काम
419,Gast::N,അതിലി,अतिथि
420,Gast::N,അതിലി,मेहमान
421,Geschenk::N,സമ്മാനം,उपहार
422,Geschenk::N,സമ്മാനം,तोहफ़ा
423,Spiel::N,കളി,खेल
424,Spiel::N,കളി,क्रीड़ा
425,Gesellschaft::N,കൂട്ടായ്മ,साथ
426,Hilfe::N,സഹായം,मदद
427,Hilfe::N,സഹായം,सहायता
428,Freund::N,സുഹൃത്ത്,मित्र
429,Kamerad::N,കൂട്ടാളി,साथी
430,Kamerad::N,കൂട്ടാളി,कामरेड
431,Angelegenheit::N,കാര്യം,बात
432,Angelegenheit::N,കാര്യം,मामला
433,Anzahl::N,എണ്ണം,तादाद
434,Anzahl::N,എണ്ണം,संख्या
435,Art::N,തരം,तरह
436,Art::N,തരം,क़िस्म
437,Stück::N,കഷണം,फाँक
438,Stück::N,കഷണം,टुकड़ा
439,Teil::N,ഭാഗം,भाग
440,Teil::N,ഭാഗം,हिस्सा
441,Hälfte::N,പകുതി,अर्धभाग
442,Kreis::N,വൃത്തം,चक्कर
443,Kreuz::N,കുരിശടയാളം,सलीब
444,Kreuz::N,കുരിശടയാളം,क्रूस
445,Linie::N,വര,लाइन
446,Linie::N,രേഖ,लाइन
447,Strich::N,പക്ഷാഘാതം,लकीर
448,Abstand::N,വിടവ്,अंतर
449,Abstand::N,വിടവ്,फ़ासला
450,Entfernung::N,അകലം,दूरी
451,Entfernung::N,അകലം,फ़ासला
452,Gegend::N,പ്രദേശം,इलाक़ा
453,Platz::N,ഇടം,जगह
454,Platz::N,ഇടം,स्थान
455,Ort::N,സ്ഥലം,स्थल
456,Ort::N,സ്ഥലം,स्थान
457,Seite::N,വശം,ओर
458,Seite::N,വശം,तरफ़
459,Mitte::N,മധ്യസ്ഥാനം,बीच
460,Mitte::N,മധ്യസ്ഥാനം,मध्य
461,Gegenstand::N,സാധനം,चीज़
462,Gegenstand::N,സാധനം,पदार्थ
463,Sache::N,വസ്തു,चीज़
464,Sache::N,വസ്തു,वस्तु
465,Rand::N,തൊങ്ങൽ,छोर
466,Rand::N,തൊങ്ങൽ,उपांत
467,Kante::N,അറ്റം,कोर
468,Kante::N,അറ്റം,किनारा
469,Ecke::N,മൂല,कोना
470,Ecke::N,മൂല,नुक्कड़
471,Spitze::N,അഗ്രം,नोक
472,Ende::N,അവസാനം,छोर
473,Ende::N,അവസാനം,सिरा
474,Loch::N,ദ്വാരം,छेद
475,Loch::N,ദ്വാരം,सूराख़
476,Winkel::N,കോൺ,कोण
477,Winkel::N,കോൺ,कोना
478,Muster::N,ക്രമം,नमूना
479,Muster::N,ക്രമം,डिज़ाइन
480,Größe::N,വലുപ്പം,परिमाण
481,Größe::N,വലുപ്പം,विस्तार
482,Länge::N,നീളം,लंबाई
483,Höhe::N,ഉയരം,ऊँचाई
484,Höhe::N,ഉയരം,उच्चता
485,Gewicht::N,കട്ടി,भार
486,Gewicht::N,കട്ടി,वज़न
487,Menge::N,അളവ്,मात्रा
488,Haufen::N,കൂമ്പാരം,ढेर
489,Haufen::N,കൂമ്പാരം,अंबार
490,Reihe::N,വരി,क़तार
491,Reihe::N,വരി,पंक्ति
492,Boot::N,ബോട്ട്,नाव
493,Boot::N,ബോട്ട്,नौका
494,Ruder::N,പങ്കായം,चप्पू
495,Schlitten::N,ഉരുളില്ലാവണ്ടി,बर्फ़-गाड़ी
496,Ski::N,ഹിമപാദുകം,स्की
497,Lagerfeuer::N,തീ,अलाव
498,Lagerfeuer::N,തീ,कैंप-फ़ायर
499,Last::N,ഭാരം,भार
500,Gang::N,നടത്തം,चाल
501,Schritt::N,ചുവട്,डग
502,Schritt::N,ചുവട്,क़दम
503,Norden::N,വടക്ക്,उत्तर
504,Süden::N,തെക്ക്,दक्खिन
505,Westen::N,പടിഞ്ഞാറ്,पश्चिम
506,Osten::N,കിഴക്ക്,पूरब
507,Holz::N,തടി,काठ
508,Holz::N,തടി,काष्ठ
509,Brett::N,ബോർഡ്,पटरा
510,Brett::N,ബോർഡ്,तख़्ता
511,Platte::N,തകിട്,फलक
512,Platte::N,തകിട്,तख़्ता
513,Stütze::N,താങ്ങ്,टेक
514,Stütze::N,താങ്ങ്,थूनी
515,Stange::N,കമ്പ്,छड़
516,Stange::N,കമ്പ്,बाँस
517,Stock::N,വടി,लाठी
518,Stab::N,കുറുവടി,लग्गा
519,Rohr::N,കുഴൽ,नल
520,Haus::N,വീട്,घर
521,Haus::N,വീട്,मकान
522,Heim::N,വീട്,घर
523,Heim::N,വീട്,गृह
524,Ofen::N,സ്റ്റൌ,चूल्हा
525,Fußboden::N,തറ,फ़र्श
526,Tisch::N,മേശ,मेज़
527,Stuhl::N,കസേര,कुरसी
528,Wiege::N,തൊട്ടിൽ,पालना
529,Wiege::N,തൊട്ടിൽ,हिंडोला
530,Bett::N,കിടക്ക,खाट
531,Bett::N,കിടക്ക,पलंग
532,Regal::N,ഷെൽഫ്,शेल्फ़
533,Kiste::N,പെട്ടി,पेटी
534,Kiste::N,പെട്ടി,डिब्बा
535,Fenster::N,ജനൽ,खिड़की
536,Tür::N,വാതിൽ,द्वार
537,Tür::N,വാതിൽ,दरवाज़ा
538,Tor::N,കവാടം,फाटक
539,Zaun::N,വേലി,बाड़ा
540,Dach::N,മേൽക്കുര,छत
541,Dach::N,മേൽക്കുര,छप्पर
542,Leiter::N,ഏണി,सीढ़ी
543,Besen::N,ചൂല്,झाड़ू
544,Besen::N,ചൂല്,बुहारी
545,Spaten::N,തൂമ്പ,कुदाल
546,Schaufel::N,തൂമ്പ,बेलचा
547,Schaufel::N,തൂമ്പ,फावड़ा
548,Gabel::N,മുൾക്കത്തി,काँटा
549,Löffel::N,സ്പൂൺ,चम्मच
550,Messer::N,കത്തി,छुरा
551,Messer::N,കത്തി,चाक़ू
552,Nagel::N,ആണി,कील
553,Nagel::N,ആണി,मेख़
554,Netz::N,വല,जाल
555,Haken::N,കൊളുത്ത്,अंकुश
556,Griff::N,കൈപ്പിടി,मूठ
557,Griff::N,കൈപ്പിടി,हत्था
558,Schloss::N,പൂട്ട്,ताला
559,Bild::N,ചിത്രം,चित्र
560,Figur::N,കണക്ക്,मूर्ति
561,Puppe::N,പാവ,पुतली
562,Puppe::N,പാവ,गुड़िया
563,Beutel::N,ബാഗ്,झोला
564,Bündel::N,കെട്ട്,पुलिंदा
565,Tasche::N,ബാഗ്,बेग
566,Tasche::N,ബാഗ്,बस्ता
567,Eimer::N,ബക്കറ്റ്,बाल्टी
568,Deckel::N,ഉറ,ढक्कन
569,Geschirr::N,പിഞ്ഞാണം,बरतन-भाँड़े
570,Sack::N,ചാക്ക്,बोरा
571,Tasse::N,കപ്പ്,प्याला
572,Topf::N,പാത്രം,देग़चा
573,Kessel::N,കെറ്റ്ല്,देग़
574,Kessel::N,കെറ്റ്ല്,बटलोई
575,Essen::N,ആഹാരസമയം,खाना
576,Nahrung::N,ഭക്ഷണം,भोजन
577,Speise::N,ഡിഷ്,खाना
578,Speise::N,ഡിഷ്,व्यंजन
579,Fleisch::N,മാംസം,मांस
580,Fleisch::N,മാംസം,गोश्त
581,Getreide::N,ചോളം,अनाज
582,Brei::N,കഞ്ഞി,भरता
583,Brei::N,കഞ്ഞി,दलिया
584,Brot::N,റോട്ടി,रोटी
585,Scheibe::N,തുണ്ട്,कतला
586,Fett::N,കൊഴുപ്പ്,वसा
587,Fett::N,കൊഴുപ്പ്,चरबी
588,Butter::N,വെണ്ണ,मक्खन
589,Öl::N,എണ്ണ,तेल
590,Salz::N,ഉപ്പ്,नमक
591,Suppe::N,സൂപ്പ്,सूप
592,Suppe::N,സൂപ്പ്,शोरबा
593,Honig::N,തേൻ,शहद
594,Milch::N,പാൽ,दूध
595,Tee::N,ചായ,चाय
596,Leder::N,തുകൽ,चमड़ा
597,Wolle::N,കമ്പിളി,ऊन
598,Stoff::N,തുണി,कपड़ा
599,Nadel::N,സൂചി,सूई
600,Faden::N,നൂല്,डोरा
601,Knopf::N,ബട്ടൺ,बटन
602,Knopf::N,ബട്ടൺ,घुंडी
603,Knoten::N,കുരുക്ക്,गाँठ
604,Knoten::N,കുരുക്ക്,गुत्थी
605,Farbe::N,പെയിൻറ്,रंग
606,Farbe::N,പെയിൻറ്,वर्ण
607,Kleidung::N,വസ്ത്രങ്ങൾ,पहनावा
608,Hemd::N,ഷർട്ട്,कुरता
609,Hemd::N,ഷർട്ട്,क़मीज़
610,Kragen::N,കുപ്പായക്കഴുത്ത്,गरदनी
611,Kragen::N,കുപ്പായക്കഴുത്ത്,गरेबान
612,Ärmel::N,കുപ്പായക്കൈ,आस्तीन
613,Hose::N,ട്രൌസർ,पैंट
614,Hose::N,ട്രൌസർ,पतलून
615,Gürtel::N,ബെൽറ്റ്,पेटी
616,Gürtel::N,ബെൽറ്റ്,मेखला
617,Mütze::N,തൊപ്പി,टोपी
