,Concept_ID,lv,mrj
51,Nabel::N,naba,кӹлӹмдӹ
52,Busen::N,морӧс,цӹзӹ
53,Busen::N,krūts,цӹзӹ
54,Brust::N,морӧс,мел
55,Brust::N,krūts,мел
56,Schulter::N,пельпом,ӹнгӹжӓ
57,Schulter::N,plecs,ӹнгӹжӓ
58,Arm::N,ки,кид
59,Arm::N,roka,кид
60,Arm::N,delms,кид
61,Ellenbogen::N,гырддза,кӹнервуй
62,Ellenbogen::N,elkonis,кӹнервуй
63,Hand::N,ки,лапа
64,Hand::N,roka,лапа
65,Hand::N,plauksta,лапа
66,Handfläche::N,ки пыдӧс,кид лапа
67,Handfläche::N,delna,кид лапа
68,Handfläche::N,plauksta,кид лапа
69,Finger::N,чунь,парня
70,Finger::N,pirksts,парня
71,Fingernagel::N,гыж,кӹч
72,Fingernagel::N,nags,кӹч
73,Nagel[Anatomie]::N,гыж,кӹч
74,Nagel[Anatomie]::N,nags,кӹч
75,Zeh::N,кок чунь,парня
76,Zeh::N,pirksts,парня
77,Fuß::N,кок,ял лапа
78,Fuß::N,kāja,ял лапа
79,Ferse::N,кокбӧр,ялгавал
80,Ferse::N,кокбӧр,ял кавал
81,Ferse::N,papēdis,ялгавал
82,Ferse::N,papēdis,ял кавал
83,Knie::N,пидзӧс,пылвуй
84,Knie::N,celis,пылвуй
85,Oberschenkel::N,лядьвей,ӓрдӹ
86,Oberschenkel::N,бек,ӓрдӹ
87,Oberschenkel::N,ciska,ӓрдӹ
88,Oberschenkel::N,augšstilbs,ӓрдӹ
89,Bein::N,кок,ял
90,Bein::N,kāja,ял
91,Körper::N,туша,монгыр
92,Körper::N,вывтыр,монгыр
93,Körper::N,miesa,монгыр
94,Körper::N,ķermenis,монгыр
95,Haut::N,ку,кавашты
96,Haut::N,āda,кавашты
97,Blut::N,вир,вӹр
98,Blut::N,asins,вӹр
99,Ader::N,сӧн,вӹршӓр
100,Ader::N,asinsvads,вӹршӓр
101,Sehne::N,вез,кукшышӱн
102,Sehne::N,dzīsla,кукшышӱн
103,Knochen::N,лы,лу
104,Knochen::N,kauls,лу
105,Gehirn::N,вем,вим
106,Gehirn::N,smadzenes,вим
107,Herz::N,сьӧлӧм,шӱм
108,Herz::N,sirds,шӱм
109,Magen::N,кынӧм,шӱм
110,Magen::N,kuņģis,шӱм
111,Leber::N,мус,мокш
112,Leber::N,aknas,мокш
113,Atem::N,лов,шӱлӹш
114,Atem::N,elpa,шӱлӹш
115,Hunger::N,тшыг,шужымаш
116,Hunger::N,bads,шужымаш
117,Hunger::N,izsalkums,шужымаш
118,Träne::N,синва,сӹнзӓвӹд
119,Träne::N,asara,сӹнзӓвӹд
120,Geschmack::N,кӧр,тот
121,Geschmack::N,чӧсмӧс,тот
122,Geschmack::N,garša,тот
123,Geruch::N,зын,пыш
124,Geruch::N,дук,пыш
125,Geruch::N,smaka,пыш
126,Schlaf::N,узьӧм,ом
127,Schlaf::N,miegs,ом
128,Traum::N,вӧт,ом
129,Traum::N,вӧтасьӧм,ом
130,Traum::N,sapnis,ом
131,Himmel::N,енэж,пӹлгом
132,Himmel::N,debess,пӹлгом
133,Sonne::N,шонді,кечӹ
134,Sonne::N,saule,кечӹ
135,Mond::N,тӧлысь,тӹлзӹ
136,Mond::N,mēness,тӹлзӹ
137,Stern::N,кодзув,шӹдӹр
138,Stern::N,zvaigzne,шӹдӹр
139,Luft::N,сынӧд,юж
140,Luft::N,сынӧд,воздух
141,Luft::N,gaiss,юж
142,Luft::N,gaiss,воздух
143,Wind::N,тӧв,мардеж
144,Wind::N,vējš,мардеж
145,Welle::N,гы,ко
146,Welle::N,гы,коэ
147,Welle::N,vilnis,ко
148,Welle::N,vilnis,коэ
149,Wasser::N,ва,вӹд
150,Wasser::N,ūdens,вӹд
151,Stein::N,из,кӱ
152,Stein::N,akmens,кӱ
153,Boden::N,му,рок
154,Boden::N,augsne,рок
155,Erde::N,му,свет
156,Erde::N,му-ва,свет
157,Erde::N,zeme,свет
158,Staub::N,бус,пырак
159,Staub::N,putekļi,пырак
160,Rauch::N,тшын,шӹкш
161,Rauch::N,dūmi,шӹкш
162,Funke::N,кинь,ип
163,Funke::N,кинь,тылип
164,Funke::N,би кинь,ип
165,Funke::N,би кинь,тылип
166,Funke::N,dzirkstele,ип
167,Funke::N,dzirkstele,тылип
168,Feuer::N,би,тыл
169,Feuer::N,uguns,тыл
170,Licht::N,югӧр,соты
171,Licht::N,югӧр,валгыды
172,Licht::N,gaisma,соты
173,Licht::N,gaisma,валгыды
174,Schatten::N,вуджӧр,ӹмӹл
175,Schatten::N,ēna,ӹмӹл
176,Wetter::N,поводдя,игечӹ
177,Wetter::N,laiks,игечӹ
178,Nebel::N,ру,тӹтӹрӓ
179,Nebel::N,онь,тӹтӹрӓ
180,Nebel::N,migla,тӹтӹрӓ
181,Wolke::N,кымӧр,пӹл
182,Wolke::N,mākonis,пӹл
183,Regen::N,зэр,юр
184,Regen::N,lietus,юр
185,Schnee::N,лым,лым
186,Schnee::N,sniegs,лым
187,Eis::N,йи,и
188,Eis::N,ledus,и
189,Frost::N,кӧдзыд,ӱштӹ
190,Frost::N,sals,ӱштӹ
191,Kälte::N,кӧдзыд,ӱштӹ
192,Kälte::N,saltums,ӱштӹ
193,Kälte::N,aukstums,ӱштӹ
194,Hitze::N,пӧсь,шокшы
195,Hitze::N,гожӧд,шокшы
196,Hitze::N,karstums,шокшы
197,Raureif::N,пуж,пöрш
198,Raureif::N,гыӧр,пöрш
199,Raureif::N,sarma,пöрш
200,Regenbogen::N,ӧшкамӧшка,шанавӹл
201,Regenbogen::N,varavīksne,шанавӹл
202,Donner::N,гым,хӹдӹртӹш
203,Donner::N,pērkons,хӹдӹртӹш
204,Strömung::N,ва ныр,йогы
205,Strömung::N,визувтӧм,йогы
206,Strömung::N,straume,йогы
207,Strömung::N,strāvojums,йогы
208,Tropfen::N,войт,капльы
209,Tropfen::N,войт,капльык
210,Tropfen::N,lāse,капльы
211,Tropfen::N,lāse,капльык
212,Schaum::N,быг,шонг
213,Schaum::N,быгзьӧм,шонг
214,Schaum::N,putas,шонг
215,Schmutz::N,няйт,лявӹрӓ
216,Schmutz::N,dubļi,лявӹрӓ
217,See::N,ты,йӓр
218,See::N,ezers,йӓр
219,Sumpf::N,гыбад,лӱкӹ
220,Sumpf::N,кад,лӱкӹ
221,Sumpf::N,dumbrājs,лӱкӹ
222,Sumpf::N,staignājs,лӱкӹ
223,Moor::N,нюр,куп
224,Moor::N,purvs,куп
225,Moor::N,muklājs,куп
226,Wiese::N,видз,алык
227,Wiese::N,pļava,алык
228,Wald::N,вӧр,шӹргӹ
229,Wald::N,mežs,шӹргӹ
230,Hügel::N,дзиб,пӱгӹрикӓ
231,Hügel::N,мыльк,пӱгӹрикӓ
232,Hügel::N,нӧрыс,пӱгӹрикӓ
233,Hügel::N,paugurs,пӱгӹрикӓ
234,Anhöhe::N,мыльк,кӱкшикӓ
235,Anhöhe::N,нӧрыс,кӱкшикӓ
236,Anhöhe::N,paugurs,кӱкшикӓ
237,Berg::N,чой,кырык
238,Berg::N,керӧс,кырык
239,Berg::N,kalns,кырык
240,Gipfel::N,чук,неркӓ
241,Gipfel::N,virsotne,неркӓ
242,Höhle::N,рудӧг,ы́раж
243,Höhle::N,ala,ы́раж
244,Abhang::N,ньывк,полом
245,Abhang::N,бокша,полом
246,Abhang::N,nogāze,полом
247,Quelle::N,ӧшмӧс,вӹдсӹнзӓ
248,Quelle::N,avots,вӹдсӹнзӓ
249,Bach::N,шор,ӓнгӹр
250,Bach::N,urga,ӓнгӹр
251,Bach::N,strauts,ӓнгӹр
252,Fluss::N,ю,вӹд
253,Fluss::N,upe,вӹд
254,Ufer::N,вадор,сир
255,Ufer::N,krasts,сир
256,Küste::N,вадор,сир
257,Küste::N,piekraste,сир
258,Festland::N,му,мӱлӓндӹ
259,Festland::N,sauszeme,мӱлӓндӹ
260,Meer::N,саридз,тангыж
261,Meer::N,jūra,тангыж
262,Bucht::N,куръя,вӹдъял
263,Bucht::N,līcis,вӹдъял
264,Insel::N,ді,острок
265,Insel::N,sala,острок
266,Blume::N,дзоридз,пеледӹш
267,Blume::N,puķe,пеледӹш
268,Blume::N,zieds,пеледӹш
269,Gras::N,турун,шуды
270,Gras::N,zāle,шуды
271,Wurzel::N,вуж,важ
272,Wurzel::N,sakne,важ
273,Baum::N,пу,пушӓнгӹ
274,Baum::N,koks,пушӓнгӹ
275,Stamm::N,пучер,пушӓнгӹ тӹнг
276,Stamm::N,stumbrs,пушӓнгӹ тӹнг
277,Rinde::N,кырсь,каргыж
278,Rinde::N,miza,каргыж
279,Ast::N,ув,укш
280,Ast::N,zars,укш
281,Zweig::N,вож,укш
282,Zweig::N,nozare,укш
283,Blatt::N,кор,листӹ
284,Blatt::N,lapa,листӹ
285,Birke::N,кыдз,куги
286,Birke::N,bērzs,куги
287,Kiefer[Baum]::N,пожӧм,йӓктӹ
288,Kiefer[Baum]::N,priede,йӓктӹ
289,Weide[Baum]::N,бадь,уа
290,Weide[Baum]::N,kārkls,уа
291,Tanne::N,коз,кож
292,Tanne::N,egle,кож
293,Horn::N,сюр,шур
294,Horn::N,rags,шур
295,Feder::N,гӧн,пын
296,Feder::N,тывборд,пын
297,Feder::N,spalva,пын
298,Fell::N,ку,кавашты
299,Fell::N,āda,кавашты
300,Flügel::N,борд,шылдыр
301,Flügel::N,spārns,шылдыр
302,Klaue::N,гыж,кӹч
303,Klaue::N,nags,кӹч
304,Kralle::N,гыж,лапа
305,Kralle::N,nags,лапа
306,Schwanz::N,бӧж,пач
307,Schwanz::N,ļipa,пач
308,Ei::N,кольк,мыны
309,Ei::N,ola,мыны
310,Nest::N,поз,пӹжӓш
311,Nest::N,ligzda,пӹжӓш
312,Bau::N,горс,ыраж
313,Bau::N,пырмӧс,ыраж
314,Bau::N,гу,ыраж
315,Bau::N,ala,ыраж
316,Tier::N,пемӧс,во́льык
317,Tier::N,dzīvnieks,во́льык
318,Herde::N,стада,кӹтö
319,Herde::N,кельӧб,кӹтö
320,Herde::N,ganāmpulks,кӹтö
321,Kuh::N,мӧс,ышкал
322,Kuh::N,govs,ышкал
323,Bulle::N,ӧш,ӱшкӱж
324,Bulle::N,bullis,ӱшкӱж
325,Pferd::N,вӧв,имни
326,Pferd::N,zirgs,имни
327,Schaf::N,ыж,шарык
328,Schaf::N,aita,шарык
329,Schwein::N,порсь,сасна
330,Schwein::N,cūka,сасна
331,Hund::N,пон,пи
332,Hund::N,suns,пи
333,Katze::N,кань,коти
334,Katze::N,kaķis,коти
335,Bär::N,ош,мöскӓ
336,Bär::N,lācis,мöскӓ
337,Eichhörnchen::N,ур,ур
338,Eichhörnchen::N,vāvere,ур
339,Elch::N,йӧра,шарды
340,Elch::N,alnis,шарды
341,Fuchs::N,руч,рӹвӹж
342,Fuchs::N,lapsa,рӹвӹж
343,Hase::N,кӧч,морен
344,Hase::N,zaķis,морен
345,Maus::N,шыр,каля
346,Maus::N,pele,каля
347,Wolf::N,кӧин,пирӹ
348,Wolf::N,vilks,пирӹ
349,Vogel::N,кай,кек
350,Vogel::N,лэбач,кек
351,Vogel::N,putns,кек
352,Schwarm::N,чукӧр,цуца
353,Schwarm::N,spiets,цуца
354,Huhn::N,курӧг,цӹвӹ
355,Huhn::N,vista,цӹвӹ
356,Hahn::N,петук,ӓптӓн
357,Hahn::N,gailis,ӓптӓн
358,Gans::N,дзодзӧг,комбы
359,Gans::N,zoss,комбы
360,Adler::N,кутш,кучкыж
361,Adler::N,ērglis,кучкыж
362,Ente::N,утка,лыды
363,Ente::N,pīle,лыды
364,Eule::N,сюзь,тымана
365,Eule::N,pūce,тымана
366,Kranich::N,тури,тырня
367,Kranich::N,тури,тыртня
368,Kranich::N,dzērve,тырня
369,Kranich::N,dzērve,тыртня
370,Krähe::N,рака,лудыгарак
371,Krähe::N,vārna,лудыгарак
372,Kuckuck::N,кӧк,куку
373,Kuckuck::N,dzeguze,куку
374,Schwan::N,юсь,йӱксӹ
375,Schwan::N,gulbis,йӱксӹ
376,Fisch::N,чери,кол
377,Fisch::N,zivs,кол
378,Barsch::N,ёкыш,алангы
379,Barsch::N,asaris,алангы
380,Hecht::N,сир,нуж
381,Hecht::N,сир,нужгол
382,Hecht::N,līdaka,нуж
383,Hecht::N,līdaka,нужгол
384,Schlange[Tier]::N,кый,кӹшкы
385,Schlange[Tier]::N,čūska,кӹшкы
386,Wurm::N,номыр,шукш
387,Wurm::N,tārps,шукш
388,Spinne::N,черань,ӓнгӹремшӹ
389,Spinne::N,zirneklis,ӓнгӹремшӹ
390,Ameise::N,кодзувкот,кыткы
391,Ameise::N,skudra,кыткы
392,Laus::N,той,ти
393,Laus::N,uts,ти
394,Mücke::N,ном,кужнер
395,Mücke::N,ном,кужынер
396,Mücke::N,ods,кужнер
397,Mücke::N,ods,кужынер
398,Fliege::N,гут,шӹнгӓ
399,Fliege::N,muša,шӹнгӓ
400,Schmetterling::N,бобув,лӹпӹ
401,Schmetterling::N,tauriņš,лӹпӹ
402,Beere::N,тусь,мöр
403,Beere::N,вотӧс,мöр
404,Beere::N,oga,мöр
405,Apfel::N,яблӧг,олма
406,Apfel::N,ābols,олма
407,Pilz::N,тшак,понгы
408,Pilz::N,sēne,понгы
409,Zwiebel::N,луккок,охыра
410,Zwiebel::N,йӧнгыль,охыра
411,Zwiebel::N,sīpols,охыра
412,Saat::N,тусь,нӱшмӹ
413,Saat::N,тусь,нӱшмӱ
414,Saat::N,кӧйдыс,нӱшмӹ
415,Saat::N,кӧйдыс,нӱшмӱ
416,Saat::N,sēkla,нӱшмӹ
417,Saat::N,sēkla,нӱшмӱ
418,Korn::N,тусь,пӹрцӹ
419,Korn::N,grauds,пӹрцӹ
420,Heu::N,турун,шуды
421,Heu::N,siens,шуды
422,Schale::N,кор,аваха
423,Schale::N,кор,карлангы
424,Schale::N,čaula,аваха
425,Schale::N,čaula,карлангы
426,Schale::N,čaumala,аваха
427,Schale::N,čaumala,карлангы
428,Grube::N,гу,йӓм
429,Grube::N,bedre,йӓм
430,Falle::N,лэч,лӱдӹ
431,Falle::N,лэч,лӱдӹш
432,Falle::N,slazds,лӱдӹ
433,Falle::N,slazds,лӱдӹш
434,Falle::N,lamatas,лӱдӹ
435,Falle::N,lamatas,лӱдӹш
436,Schlinge::N,лэч,онгы
437,Schlinge::N,cilpa,онгы
438,Spur::N,туй,кишӓ
439,Spur::N,pēda,кишӓ
440,Asche::N,пӧм,ломых
441,Asche::N,пӧм,ломпыж
442,Asche::N,pelni,ломых
443,Asche::N,pelni,ломпыж
444,Dreck::N,няйт,лявӹрӓ
445,Dreck::N,dubļi,лявӹрӓ
446,Eisen::N,кӧрт,кӹртни
447,Eisen::N,dzelzs,кӹртни
448,Gold::N,зарни,шöртни
449,Gold::N,зарни,шöртньӹ
450,Gold::N,zelts,шöртни
451,Gold::N,zelts,шöртньӹ
452,Silber::N,эзысь,ши
453,Silber::N,sudrabs,ши
454,Kohle::N,шом,шӱ
455,Kohle::N,ogle,шӱ
456,Glas::N,стеклӧ,охоница
457,Glas::N,stikls,охоница
458,Lehm::N,сёй,шун
459,Lehm::N,māls,шун
460,Sand::N,лыа,ошма
461,Sand::N,smiltis,ошма
462,Mensch::N,морт,эдем
463,Mensch::N,cilvēks,эдем
464,Mann::N,аймӧрт,пӱэргӹ
465,Mann::N,мужичӧй,пӱэргӹ
466,Mann::N,vīrietis,пӱэргӹ
467,Frau::N,ань,ӹдӹрӓмӓш
468,Frau::N,нывбаба,ӹдӹрӓмӓш
469,Frau::N,sieviete,ӹдӹрӓмӓш
470,Kind::N,кага,ӓзӓ
471,Kind::N,кага,шачшы
472,Kind::N,bērns,ӓзӓ
473,Kind::N,bērns,шачшы
474,Junge::N,пи,рвезӹ
475,Junge::N,пи,ӹрвезӹ
476,Junge::N,zēns,рвезӹ
477,Junge::N,zēns,ӹрвезӹ
478,Junge::N,puika,рвезӹ
479,Junge::N,puika,ӹрвезӹ
480,Junge::N,puisis,рвезӹ
481,Junge::N,puisis,ӹрвезӹ
482,Mädchen::N,ныв,ӹдӹрӓш
483,Mädchen::N,meiča,ӹдӹрӓш
484,Mädchen::N,skuķis,ӹдӹрӓш
485,Mädchen::N,meitene,ӹдӹрӓш
486,Familie::N,семья,йиш
487,Familie::N,семья,семня
488,Familie::N,ģimene,йиш
489,Familie::N,ģimene,семня
490,Großvater::N,пӧль,тьоти
491,Großvater::N,vecaistēvs,тьоти
492,Großmutter::N,баб,папа
493,Großmutter::N,vecāmāte,папа
494,Eltern::N,ай-мам,ӓтя-ӓвӓ
495,Eltern::N,бать-мам,ӓтя-ӓвӓ
496,Eltern::N,vecāki,ӓтя-ӓвӓ
497,Vater::N,бать,ӓтя
498,Vater::N,ай,ӓтя
499,Vater::N,tēvs,ӓтя
500,Mutter::N,мам,ӓвӓ
501,Mutter::N,māte,ӓвӓ
502,Sohn::N,пи,эргӹ
503,Sohn::N,dēls,эргӹ
504,Tochter::N,ныв,ӹдӹр
505,Tochter::N,meita,ӹдӹр
506,Bruder::N,вок,ӹза
507,Bruder::N,brālis,ӹза
508,Schwester::N,чой,ӓкӓ
509,Schwester::N,māsa,ӓкӓ
510,Onkel::N,дядь,кугуза
511,Onkel::N,tēvocis,кугуза
512,Tante::N,тьӧт,куака
513,Tante::N,tante,куака
514,Ehemann::N,верӧс,мары
515,Ehemann::N,vīrs,мары
516,Ehefrau::N,гӧтыр,вӓтӹ
517,Ehefrau::N,sieva,вӓтӹ
518,Freude::N,радлун,ӹвӹртӹмӓш
519,Freude::N,prieks,ӹвӹртӹмӓш
520,Gelächter::N,серам,ваштылмаш
521,Gelächter::N,smiekli,ваштылмаш
522,Glück::N,шуд,пиӓл
523,Glück::N,laime,пиӓл
524,Kummer::N,шог,ясы
525,Kummer::N,bēdas,ясы
526,Kummer::N,raizes,ясы
527,Wunsch::N,кӧсйӧм,охата
528,Wunsch::N,кӧсйӧм,шанымаш
529,Wunsch::N,vēlme,охата
530,Wunsch::N,vēlme,шанымаш
531,Wunsch::N,vēlējums,охата
532,Wunsch::N,vēlējums,шанымаш
533,Lust::N,кыскӧм,шӓр
534,Lust::N,кыскӧм,охата
535,Lust::N,кыскӧм,шанымаш
536,Lust::N,радейтӧм,шӓр
537,Lust::N,радейтӧм,охата
538,Lust::N,радейтӧм,шанымаш
539,Lust::N,kāre,шӓр
540,Lust::N,kāre,охата
541,Lust::N,kāre,шанымаш
542,Geist::N,лов,тух
543,Geist::N,gars,тух
544,Gedanke::N,мӧвп,шанымаш
545,Gedanke::N,doma,шанымаш
546,Gedächtnis::N,паметь,ӓш
547,Gedächtnis::N,atmiņa,ӓш
548,Verstand::N,вежӧр,ыш
549,Verstand::N,prāts,ыш
550,Sinn::N,мог,кын
551,Sinn::N,вежӧртас,кын
552,Sinn::N,nozīme,кын
553,Grund::N,помка,вир
554,Grund::N,pamats,вир
555,Grund::N,iemesls,вир
556,Wahrheit::N,збыль,тöр
557,Wahrheit::N,збыльтор,тöр
558,Wahrheit::N,taisnība,тöр
559,Wahrheit::N,patiesība,тöр
560,Gespräch::N,сёрни,хытырымаш
561,Gespräch::N,saruna,хытырымаш
562,Märchen::N,мойд,ямак
563,Märchen::N,pasaka,ямак
564,Erzählung::N,висьт,шайыштмаш
565,Erzählung::N,stāsts,шайыштмаш
566,Erzählung::N,nostāsts,шайыштмаш
567,Nachricht::N,юӧртӧм,увертӓрӹмӓш
568,Nachricht::N,ziņa,увертӓрӹмӓш
569,Neuigkeit::N,выльтор,увер
570,Neuigkeit::N,jaunums,увер
571,Name::N,ним,лӹм
572,Name::N,vārds,лӹм
573,Rätsel::N,нӧдкыв,тышты
574,Rätsel::N,mīkla,тышты
575,Rede::N,сёрни,шая
576,Rede::N,сёрни,шамак
577,Rede::N,runa,шая
578,Rede::N,runa,шамак
579,Sprache::N,кыв,йӹлмӹ
580,Sprache::N,valoda,йӹлмӹ
581,Stimme::N,гӧлӧс,юк
582,Stimme::N,вом шы,юк
583,Stimme::N,balss,юк
584,Wort::N,кыв,шамак
585,Wort::N,vārds,шамак
586,Zeichen::N,пас,палӹ
587,Zeichen::N,zīme,палӹ
588,Ruf::N,чукӧстчӧм,сӹгӹрӹмӓш
589,Ruf::N,корӧм,сӹгӹрӹмӓш
590,Ruf::N,sauciens,сӹгӹрӹмӓш
591,Lärm::N,шы,юкланымащ
592,Lärm::N,зык,юкланымащ
593,Lärm::N,зычитӧм,юкланымащ
594,Lärm::N,troksnis,юкланымащ
595,Laut::N,шы,юк
596,Laut::N,skaņa,юк
597,Ton::N,шы,юк
598,Ton::N,tonis,юк
599,Lied::N,сьылан,мыры
600,Lied::N,сьыланкыв,мыры
601,Lied::N,dziesma,мыры
602,Ruhe::N,чӧв,тыр
603,Ruhe::N,miers,тыр
604,Leute::N,йӧз,эдемвлӓ
605,Leute::N,войтыр,эдемвлӓ
606,Leute::N,ļaudis,эдемвлӓ
607,Leute::N,cilvēki,эдемвлӓ
608,Volk::N,йӧз,халык
609,Volk::N,войтыр,халык
610,Volk::N,tauta,халык
611,Arbeit::N,удж,пӓшӓ
612,Arbeit::N,darbs,пӓшӓ
613,Gast::N,гӧсть,хына
614,Gast::N,viešņa,хына
615,Gast::N,ciemiņš,хына
616,Geschenk::N,козин,подарка
617,Geschenk::N,dāvana,подарка
618,Spiel::N,ворсан,мадыш
619,Spiel::N,rotaļa,мадыш
620,Gesellschaft::N,котыр,йӓл
621,Gesellschaft::N,котыр,йӓлвлӓ
622,Gesellschaft::N,biedrība,йӓл
623,Gesellschaft::N,biedrība,йӓлвлӓ
624,Gesellschaft::N,kompānija,йӓл
625,Gesellschaft::N,kompānija,йӓлвлӓ
626,Hilfe::N,отсӧг,палшык
627,Hilfe::N,palīdzība,палшык
628,Freund::N,ёрт,тӓнг
629,Freund::N,draugs,тӓнг
630,Kamerad::N,ёрт,тос
631,Kamerad::N,biedrs,тос
632,Angelegenheit::N,мог,дела
633,Angelegenheit::N,мог,йела
634,Angelegenheit::N,мог,йыла
635,Angelegenheit::N,мог,пӓшӓ
636,Angelegenheit::N,делӧ,дела
637,Angelegenheit::N,делӧ,йела
638,Angelegenheit::N,делӧ,йыла
639,Angelegenheit::N,делӧ,пӓшӓ
640,Angelegenheit::N,darīšana,дела
641,Angelegenheit::N,darīšana,йела
642,Angelegenheit::N,darīšana,йыла
643,Angelegenheit::N,darīšana,пӓшӓ
644,Anzahl::N,лыд,шот
645,Anzahl::N,тшӧт,шот
646,Anzahl::N,skaits,шот
647,Anzahl::N,daudzums,шот
648,Art::N,сикас,цӹре
649,Art::N,suga,цӹре
650,Art::N,šķira,цӹре
651,Stück::N,тор,лаштык
652,Stück::N,gabals,лаштык
653,Teil::N,юкӧн,пай
654,Teil::N,юкӧн,часть
655,Teil::N,daļa,пай
656,Teil::N,daļa,часть
657,Hälfte::N,пӧв,пел
658,Hälfte::N,джын,пел
659,Hälfte::N,puse,пел
660,Kreis::N,кытш,тӹртӹш
661,Kreis::N,aplis,тӹртӹш
662,Kreis::N,riņķis,тӹртӹш
663,Kreuz::N,перна,крестӹ
664,Kreuz::N,крест,крестӹ
665,Kreuz::N,krusts,крестӹ
666,Linie::N,визь,
667,Linie::N,līnija,
668,Strich::N,визь,
669,Strich::N,svītra,
670,Abstand::N,кост,ло
671,Abstand::N,коласт,ло
672,Abstand::N,atstarpe,ло
673,Entfernung::N,ылна,ло
674,Entfernung::N,attālums,ло
675,Entfernung::N,atstatums,ло
676,Gegend::N,му-ва,вӓр
677,Gegend::N,apvidus,вӓр
678,Gegend::N,apgabals,вӓр
679,Platz::N,ылдӧс,вӓр
680,Platz::N,йир,вӓр
681,Platz::N,гӧгӧртас,вӓр
682,Platz::N,vieta,вӓр
683,Ort::N,ин,вӓр
684,Ort::N,места,вӓр
685,Ort::N,vieta,вӓр
686,Seite::N,бок,öрдӹж
687,Seite::N,ӧтарладор,öрдӹж
688,Seite::N,sāns,öрдӹж
689,Mitte::N,шӧр,ло
690,Mitte::N,vidus,ло
691,Gegenstand::N,кӧлуй,хӓдӹр
692,Gegenstand::N,priekšmets,хӓдӹр
693,Sache::N,добра,хӓдӹр
694,Sache::N,lieta,хӓдӹр
695,Rand::N,дор,шöр
696,Rand::N,mala,шöр
697,Rand::N,apmale,шöр
698,Kante::N,дор,шöр
699,Kante::N,šķautne,шöр
700,Ecke::N,пельӧс,лык
701,Ecke::N,kakts,лык
702,Ecke::N,stūris,лык
703,Spitze::N,йыв,вуй
704,Spitze::N,smaile,вуй
705,Spitze::N,galotne,вуй
706,Ende::N,пом,вуй
707,Ende::N,пом,мычаш
708,Ende::N,gals,вуй
709,Ende::N,gals,мычаш
710,Ende::N,uzgalis,вуй
711,Ende::N,uzgalis,мычаш
712,Loch::N,розь,ыраж
713,Loch::N,caurums,ыраж
714,Winkel::N,пельӧс,лык
715,Winkel::N,leņķis,лык
716,Muster::N,сер,тӹрлец
717,Muster::N,piemērs,тӹрлец
718,Größe::N,ыджда,кӱкшӹц
719,Größe::N,lielums,кӱкшӹц
720,Länge::N,кузьта,кыт
721,Länge::N,garums,кыт
722,Höhe::N,джуджда,кӱкшӹц
723,Höhe::N,augstums,кӱкшӹц
724,Gewicht::N,сьӧкта,нелӹц
725,Gewicht::N,сьӧкталун,нелӹц
726,Gewicht::N,svars,нелӹц
727,Gewicht::N,smagums,нелӹц
728,Menge::N,лун,шот
729,Menge::N,числӧ,шот
730,Menge::N,masa,шот
731,Menge::N,daudzums,шот
732,Haufen::N,чукӧр,ара
733,Haufen::N,čupa,ара
734,Haufen::N,grēda,ара
735,Haufen::N,kaudze,ара
736,Reihe::N,рад,ряд
737,Reihe::N,rinda,ряд
