,Concept_ID,es,os
1441,waschen::V,lavar,ӕхсын
1442,abwischen::V,fregar,сӕрфын
1443,abwischen::V,limpiar,сӕрфын
1444,spülen::V,aclarar,æнхъæвзын
1445,spülen::V,enjuagar,æнхъæвзын
1446,fegen::V,barrer,мӕрзын
1447,fegen::V,pasar la escoba,мӕрзын
1448,kehren::V,barrer,мӕрзын
1449,baden::V,bañarse,хи найын
1450,sich waschen::V,lavarse,хи æхсын
1451,ausziehen::V,quitar,ласын
1452,ausziehen::V,quitarse,ласын
1453,anziehen::V,ponerse,скæнын
1454,sich anziehen::V,vestirse,дзаума скæнын
1455,sich anziehen::V,vestirse,дарæс скæнын
1456,kämmen::V,peinar,ныффасын
1457,kämmen::V,peinar,æрфасын
1458,schmücken::V,adornar,фӕлындын
1459,sagen::V,decir,зæгъын
1460,sprechen::V,hablar,дзурын
1461,reden::V,hablar,ныхас кӕнын
1462,reden::V,conversar,ныхас кӕнын
1463,sich unterhalten::V,charlar,ныхас кæнын
1464,sich unterhalten::V,conversar,ныхас кæнын
1465,fragen::V,preguntar,фӕрсын
1466,bitten::V,rogar,курын
1467,erzählen::V,contar,радзурын
1468,erzählen::V,contar,ратаурæгъ кæнын
1469,mitteilen::V,comunicar,фехъусын кæнын
1470,mitteilen::V,participar,фехъусын кæнын
1471,nennen::V,llamar,хонын
1472,nennen::V,nombrar,хонын
1473,rufen::V,llamar,сидын
1474,prahlen::V,jactarse,ӕппӕлын
1475,übersetzen::V,traducir,ратæлмац кæнын
1476,denken::V,pensar,ӕнхъӕлын
1477,denken::V,pensar,хъуыды кӕнын
1478,glauben::V,creer,уырнын
1479,bemerken::V,notar,фенын
1480,erkennen::V,reconocer,базонын
1481,begreifen::V,concebir,ӕмбарын
1482,begreifen::V,concebir,бамбарын
1483,verstehen::V,entender,
1484,verstehen::V,comprender,
1485,lernen::V,aprender,ахуыр кӕнын
1486,wissen::V,saber,зонын
1487,sich erinnern an::V,recordar,зæрдыл æрлæууын
1488,sich erinnern an::V,recordar,æрымысын
1489,sich erinnern an::V,recordar,æрбаймысын
1490,sich erinnern an::V,recordar,æрхъуыды кæнын
1491,sich erinnern an::V,acordarse de,зæрдыл æрлæууын
1492,sich erinnern an::V,acordarse de,æрымысын
1493,sich erinnern an::V,acordarse de,æрбаймысын
1494,sich erinnern an::V,acordarse de,æрхъуыды кæнын
1495,vergessen::V,olvidar,ферох кæнын
1496,vergessen::V,olvidar,айрох кæнын
1497,messen::V,medir,барын
1498,zählen::V,contar,нымайын
1499,rechnen::V,contar,хынцын
1500,rechnen::V,calcular,хынцын
1501,lesen::V,leer,кӕсын
1502,lesen::V,leer,фӕрсын
1503,malen::V,pintar,ныв кӕнын
1504,zeichnen::V,dibujar,ныв кӕнын
1505,schreiben::V,escribir,фыссын
1506,besitzen::V,poseer,хицау уын
1507,kaufen::V,comprar,балхӕнын
1508,verkaufen::V,vender,уӕй кӕнын
1509,bezahlen::V,pagar,бафидын
1510,zahlen::V,pagar,фидын
1511,beherrschen::V,dominar,æлдариуæг кæнын
1512,ertragen::V,soportar,бавзарын
