,Concept_ID,hu,kl
84,Staub::N,por,pujoralanerit
85,Rauch::N,füst,iseq
86,Rauch::N,füst,pujoq
87,Funke::N,szikra,illoorneq
88,Feuer::N,tűz,inneq
89,Licht::N,fény,qaamaneq
90,Schatten::N,árnyék,tarraq
91,Wetter::N,idő,sila
92,Wetter::N,időjárás,sila
93,Nebel::N,köd,pujoq
94,Wolke::N,felhő,nuia
95,Regen::N,eső,sialuk
96,Schnee::N,hó,aput
97,Eis::N,jég,siku
98,Frost::N,fagy,issi
99,Frost::N,fagy,issik
100,Kälte::N,hideg,issi
101,Hitze::N,hő,kianneq
102,Hitze::N,hő,kiassuseq
103,Hitze::N,hőség,kianneq
104,Hitze::N,hőség,kiassuseq
105,Raureif::N,zúzmara,kaneq
106,Regenbogen::N,szivárvány,neriusaaq
107,Donner::N,dörgés,kalleq
108,Donner::N,mennydörgés,kalleq
109,Strömung::N,áramlat,
110,Tropfen::N,csepp,kuseriarneq
111,Schaum::N,hab,qapuk
112,Schaum::N,tajték,qapuk
113,Schmutz::N,piszok,minguk
114,See::N,tó,taseq
115,Sumpf::N,mocsár,maqulluk
116,Moor::N,láp,
117,Wiese::N,rét,masarsuk
118,Wiese::N,mező,masarsuk
119,Wald::N,erdő,
120,Hügel::N,domb,qattuneq
121,Hügel::N,domb,majuariaq
122,Hügel::N,domb,majorajaaq
123,Hügel::N,domb,qaqqannguaq
124,Anhöhe::N,magaslat,
125,Berg::N,hegy,qaqqaq
126,Gipfel::N,csúcs,
127,Höhle::N,barlang,qaarusuk
128,Abhang::N,lejtő,ippik
129,Abhang::N,lejtő,sivinganeq
130,Abhang::N,lejtő,sivingajaaq
131,Abhang::N,lejtő,kussangajaaq
132,Quelle::N,forrás,
133,Bach::N,patak,kuunnguaq
134,Fluss::N,folyó,kuuk
135,Ufer::N,part,sissap sinaa
136,Küste::N,tengerpart,sineriak
137,Festland::N,szárazföld,
138,Meer::N,tenger,imaq
139,Bucht::N,öböl,ikeq
140,Bucht::N,öböl,kangerluk
141,Bucht::N,öböl,kangerliumaneq
142,Insel::N,sziget,qeqertaq
143,Blume::N,virág,naasoq
144,Gras::N,fű,ivigaq
145,Wurzel::N,gyökér,niulutaq
146,Baum::N,fa,orpik
147,Stamm::N,tő,kanaartaq
148,Stamm::N,törzs,kanaartaq
149,Rinde::N,kéreg,ameraq
150,Ast::N,ág,avalequt
151,Zweig::N,gally,avalequt
152,Blatt::N,levél,pilutaq
153,Birke::N,nyír,patitsit
154,Kiefer[Baum]::N,fenyő,
155,Weide[Baum]::N,fűz,palleq
156,Tanne::N,fenyő,orsuerneq
157,Horn::N,szarv,nassuk
158,Feder::N,toll,suluk
159,Fell::N,szőr,ameq
160,Fell::N,bunda,ameq
161,Flügel::N,szárny,suluk
162,Flügel::N,szárny,isaroq
163,Klaue::N,köröm,kukik
164,Kralle::N,karom,kukik
165,Schwanz::N,farok,pamioq
166,Schwanz::N,farok,paperuusaq
167,Ei::N,tojás,mannik
168,Nest::N,fészek,ullut
169,Bau::N,odú,ini
170,Tier::N,állat,uumasoq
171,Herde::N,nyáj,unguukkat
172,Herde::N,csorda,unguukkat
173,Kuh::N,tehén,ussik
174,Bulle::N,bika,angukulak
175,Bulle::N,bika,anguteralak
176,Bulle::N,bika,angutikulooq
177,Pferd::N,ló,
178,Schaf::N,juh,sava
179,Schaf::N,birka,sava
180,Schwein::N,sertés,puuluki
181,Hund::N,eb,qimmeq
182,Hund::N,kutya,qimmeq
183,Katze::N,macska,puisaaq
184,Bär::N,medve,allaq
185,Eichhörnchen::N,mókus,sissinnguaq
186,Elch::N,jávorszarvas,
187,Fuchs::N,róka,terianniaq
188,Hase::N,nyúl,ukaleq
189,Maus::N,egér,teriannguaq
190,Wolf::N,farkas,amaroq
191,Vogel::N,madár,timmiaq
192,Schwarm::N,raj,
193,Huhn::N,tyúk,kukkukooq
194,Huhn::N,tyúk,marloraaqaaq
195,Hahn::N,kakas,kiasiusaq
196,Gans::N,lúd,nerleq
197,Gans::N,liba,nerleq
198,Adler::N,sas,nattoralik
199,Ente::N,kacsa,
200,Eule::N,bagoly,uppik
201,Kranich::N,daru,qorlorfik
202,Krähe::N,varjú,tuluatsiaq
203,Kuckuck::N,kakukk,kukkooq
204,Schwan::N,hattyú,qussuk
205,Fisch::N,hal,aalisagaq
206,Barsch::N,sügér,
207,Hecht::N,csuka,
208,Schlange[Tier]::N,kígyó,pulateriarsuk
209,Schlange[Tier]::N,kígyó,pulateriaarsuk
210,Wurm::N,kukac,
211,Spinne::N,pók,aasiaq
212,Spinne::N,pók,nissavaarsuk
213,Ameise::N,hangya,uniaaluk
214,Laus::N,tetű,kumak
215,Mücke::N,szúnyog,ippernaq
216,Fliege::N,légy,ippernaq
217,Schmetterling::N,lepke,paluaq
218,Schmetterling::N,lepke,pakkaluaq
219,Schmetterling::N,lepke,utsuppaluaq
220,Schmetterling::N,lepke,taqaleqisaaq
221,Schmetterling::N,pillangó,paluaq
222,Schmetterling::N,pillangó,pakkaluaq
223,Schmetterling::N,pillangó,utsuppaluaq
224,Schmetterling::N,pillangó,taqaleqisaaq
225,Beere::N,bogyó,paarmaq
226,Beere::N,bogyó,paarngaq
227,Apfel::N,alma,iipili
228,Pilz::N,gomba,anngiusaq
229,Zwiebel::N,hagyma,uanitsoq
230,Saat::N,vetőmag,naatsiiassaq
231,Korn::N,mag,maannineq
232,Korn::N,szem,maannineq
233,Heu::N,széna,
234,Schale::N,héj,niutsivik
235,Schale::N,héj,ilulissaq qaartussaq
236,Grube::N,verem,itersaq
237,Falle::N,csapda,pualavoq
238,Schlinge::N,tőr,orseq
239,Schlinge::N,tőr,norloq
240,Spur::N,nyom,tumaa
241,Asche::N,hamu,arsat
242,Dreck::N,sár,minguk
243,Dreck::N,piszok,minguk
244,Eisen::N,vas,savimineq
245,Eisen::N,vas,saffiugassaq
246,Gold::N,arany,kuulti
247,Silber::N,ezüst,siilviuvoq
248,Kohle::N,szén,aamarsuit aamaruutissat
249,Glas::N,üveg,igalaaq
250,Glas::N,üveg,imertarfik
251,Glas::N,üveg,igalaamineq
252,Lehm::N,agyag,marraq
253,Lehm::N,vályog,marraq
254,Sand::N,homok,sioqqat
255,Mensch::N,ember,inuk
256,Mensch::N,ember,silamiu
257,Mann::N,úr,angut
258,Mann::N,férfi,angut
259,Frau::N,nő,arnaq
260,Frau::N,asszony,arnaq
261,Kind::N,gyerek,meeraq
262,Kind::N,gyermek,meeraq
263,Junge::N,fiú,nukappiaraq
264,Mädchen::N,lány,arnannguaq
265,Familie::N,család,ilaqutakka
266,Familie::N,család,ilaqutariit
267,Großvater::N,nagyapa,aatak
268,Großmutter::N,nagyanya,aanaq
269,Eltern::N,szülők,angajoqqaat
270,Vater::N,apa,ataata
271,Vater::N,apa,ataataq
272,Vater::N,atya,ataata
273,Vater::N,atya,ataataq
274,Mutter::N,anya,anaana
275,Sohn::N,fiú,erneq
276,Tochter::N,lány,panik
277,Bruder::N,fivér,ani
278,Bruder::N,fivér,aqqaluk
279,Bruder::N,fivér,qatanngut
280,Bruder::N,testvér,ani
281,Bruder::N,testvér,aqqaluk
282,Bruder::N,testvér,qatanngut
283,Schwester::N,nővér,naja
284,Schwester::N,nővér,aleqa
285,Schwester::N,nővér,qatanngut
286,Schwester::N,lánytestvér,naja
287,Schwester::N,lánytestvér,aleqa
288,Schwester::N,lánytestvér,qatanngut
289,Onkel::N,nagybácsi,akkak
290,Tante::N,nagynéni,aja
291,Tante::N,nagynéni,ajak
292,Tante::N,nagynéni,atsak
293,Ehemann::N,férj,ui
294,Ehefrau::N,feleség,nuliaq
295,Freude::N,öröm,tipaatsussuseq
296,Gelächter::N,nevetés,illaq
297,Gelächter::N,hahotázás,illaq
298,Glück::N,boldogság,usornaat
299,Glück::N,boldogság,usornarsuseq
300,Kummer::N,bánat,
301,Wunsch::N,óhaj,kissaat
302,Lust::N,kedv,illigussuseq
303,Lust::N,kedv,piummaseq
304,Geist::N,elme,anerneq
305,Geist::N,elme,toornaq
306,Geist::N,szellem,anerneq
307,Geist::N,szellem,toornaq
308,Gedanke::N,gondolat,isumassaq
309,Gedächtnis::N,emlékezet,eqqaamannissuseq
310,Verstand::N,ész,isuma
311,Verstand::N,ész,sianissut
312,Verstand::N,ész,misigissut
313,Verstand::N,ész,sianissuseq
314,Verstand::N,ész,silaqassuseq
315,Verstand::N,értelem,isuma
316,Verstand::N,értelem,sianissut
317,Verstand::N,értelem,misigissut
318,Verstand::N,értelem,sianissuseq
319,Verstand::N,értelem,silaqassuseq
320,Sinn::N,értelem,isuma
321,Grund::N,ok,patsit
322,Grund::N,alap,patsit
323,Wahrheit::N,igaz,sallusuissut
324,Wahrheit::N,igazság,sallusuissut
325,Gespräch::N,beszélgetés,
326,Märchen::N,mese,oqalualaarut
327,Märchen::N,mese,oqaluasaaq
328,Erzählung::N,elbeszélés,oqaluttuaq
329,Nachricht::N,hír,oqaassut
330,Nachricht::N,hír,oqqersuut
331,Nachricht::N,híradás,oqaassut
332,Nachricht::N,híradás,oqqersuut
333,Neuigkeit::N,újság,tusarnartaq
334,Name::N,név,ateq
335,Rätsel::N,rejtvény,nalorsitsaarut
336,Rede::N,beszéd,oqaluuseq
337,Rede::N,szónoklat,oqaluuseq
338,Sprache::N,nyelv,oqaatsit
339,Stimme::N,hang,erinaq
340,Stimme::N,hang,qarluuseq
341,Wort::N,szó,oqaasii
342,Zeichen::N,jel,nalunaaqqut
343,Ruf::N,kiáltás,qaaqqussut
344,Lärm::N,zaj,perpaluk
345,Laut::N,hang,torsukattak
346,Ton::N,hang,erinaq
347,Lied::N,dal,taalliaq
348,Lied::N,dal,erinarsuut
349,Lied::N,ének,taalliaq
350,Lied::N,ének,erinarsuut
351,Ruhe::N,csend,qatsunganeq
352,Ruhe::N,nyugalom,qatsunganeq
353,Leute::N,emberek,inuiak
354,Leute::N,emberek,inuiaqatigiit
355,Volk::N,nép,inuiaat
356,Arbeit::N,dolog,suliaq
357,Gast::N,vendég,qaaqqusaq
358,Geschenk::N,ajándék,pajugut
359,Spiel::N,játék,
360,Gesellschaft::N,társaság,
361,Hilfe::N,segítség,annertoqqut
362,Freund::N,barát,tiliaq
363,Freund::N,barát,ikinngut
364,Kamerad::N,társ,tiliaq
365,Kamerad::N,társ,ikinngut
366,Angelegenheit::N,ügy,
367,Anzahl::N,szám,
368,Art::N,faj,ileqquuseq
369,Art::N,fajta,ileqquuseq
370,Stück::N,darab,nakkaalaniku
371,Teil::N,rész,tassiaasat
372,Hälfte::N,fél,affaq
373,Kreis::N,kör,kaajaluinneq or kaajaluitsoq
374,Kreuz::N,kereszt,sanningasulik
375,Linie::N,vonal,tittaq
376,Linie::N,vonal,titarneq
377,Strich::N,vonás,
378,Abstand::N,köz,aku
379,Abstand::N,köz,ikiaq
380,Entfernung::N,távolság,asi
381,Gegend::N,táj,nuna
382,Gegend::N,vidék,nuna
383,Platz::N,hely,ini
384,Platz::N,hely,inissaq
385,Ort::N,hely,sumiiffik
386,Seite::N,fél,saneraq
387,Seite::N,oldal,saneraq
388,Mitte::N,közép,qiteq
389,Gegenstand::N,tárgy,
390,Sache::N,dolog,pigisaq
391,Rand::N,szél,sini
392,Rand::N,szél,akerfineq
393,Rand::N,perem,sini
394,Rand::N,perem,akerfineq
395,Rand::N,szegély,sini
396,Rand::N,szegély,akerfineq
397,Kante::N,él,akerfineq
398,Ecke::N,sarok,teqeqqoq
399,Ecke::N,sarok,tikeqqoq
400,Ecke::N,szöglet,teqeqqoq
401,Ecke::N,szöglet,tikeqqoq
402,Spitze::N,csúcs,inngik
403,Ende::N,vég,isu
404,Loch::N,lyuk,putu
405,Winkel::N,szög,teqeqqorissaat
406,Muster::N,minta,ilisserut
407,Größe::N,nagyság,angissuseq
408,Länge::N,hossz,takissuseq
409,Länge::N,hosszúság,takissuseq
410,Höhe::N,magasság,
411,Gewicht::N,súly,oqimaalutaq
412,Menge::N,sokaság,amerlassuseq
413,Menge::N,mennyiség,amerlassuseq
414,Haufen::N,halom,eqimattat
415,Reihe::N,sor,allunaasaq
416,Boot::N,csónak,qajaq
417,Boot::N,csónak,angallat
418,Boot::N,csónak,umiatsiaq
419,Ruder::N,evező,iput
420,Schlitten::N,szánkó,qamutit
421,Schlitten::N,szánkó,qimusseq
422,Ski::N,sí,ataarut
423,Lagerfeuer::N,tábortűz,
424,Last::N,teher,nammagaq
425,Gang::N,járás,
426,Schritt::N,lépés,allorneq
427,Norden::N,észak,avannaq
428,Süden::N,dél,qava
429,Süden::N,dél,kujat
430,Süden::N,dél,kujataa
431,Westen::N,nyugat,kitaa
432,Osten::N,kelet,kangi
433,Holz::N,fa,qisuk
434,Brett::N,deszka,salliligaq
435,Platte::N,lap,qaateq
436,Platte::N,lemez,qaateq
437,Stütze::N,támasz,ajagutaq
438,Stütze::N,támasz,ajaagutaq
439,Stütze::N,támaszték,ajagutaq
440,Stütze::N,támaszték,ajaagutaq
441,Stange::N,rúd,kaaviffik
442,Stange::N,pózna,kaaviffik
443,Stock::N,pálca,ajaappissat
444,Stab::N,bot,ajaappissat
445,Rohr::N,cső,sullulik
446,Haus::N,ház,illu
447,Heim::N,otthon,
448,Ofen::N,kályha,kissarsuut
449,Fußboden::N,padló,nateq
450,Tisch::N,asztal,allattarfik
451,Stuhl::N,szék,issiavik
452,Stuhl::N,szék,issiaffik
453,Wiege::N,bölcső,uaasoq
454,Bett::N,ágy,nallavik
455,Regal::N,polc,ilisivik
456,Regal::N,állvány,ilisivik
457,Kiste::N,láda,sakissat
458,Kiste::N,láda,illerfiusaq
459,Fenster::N,ablak,aki
460,Fenster::N,ablak,igalaaq
461,Tür::N,ajtó,matu
462,Tor::N,kapu,isaaffik
463,Zaun::N,kerítés,saputit
464,Dach::N,tető,qaliaq
465,Leiter::N,létra,tummeqqat
466,Leiter::N,létra,majuartarfiit
467,Besen::N,seprű,saligutit
468,Spaten::N,ásó,nivaataq
469,Schaufel::N,lapát,nivaataq
470,Gabel::N,villa,qilluaq
471,Gabel::N,villa,ajassaatit
472,Löffel::N,kanál,alussaat
473,Messer::N,kés,savik
474,Nagel::N,szeg,kukik
475,Netz::N,háló,anguffaseq
476,Haken::N,kampó,nissik
477,Haken::N,kampó,qarsorsaq
478,Haken::N,kampó,qarsorsartoq
479,Griff::N,nyél,ipi
480,Griff::N,fogantyú,ipi
481,Schloss::N,zár,illussaarsuaq
482,Bild::N,kép,assiliaq
483,Figur::N,alak,kisitsit
484,Puppe::N,bábu,inuusaq
485,Beutel::N,zacskó,
486,Bündel::N,köteg,qilertaq
487,Tasche::N,táska,pooqattaq
488,Eimer::N,vödör,
489,Deckel::N,fedő,matu
490,Deckel::N,fedél,matu
491,Geschirr::N,edény,anut
492,Sack::N,zsák,
493,Tasse::N,csésze,tiitorfik
494,Tasse::N,csésze,tiitorfiup ilorlia
495,Topf::N,fazék,qoqqoq
496,Kessel::N,üst,uunnaavik
497,Kessel::N,bogrács,uunnaavik
498,Essen::N,evés,igaaq
499,Essen::N,étkezés,igaaq
500,Nahrung::N,ennivaló,neqissaq
501,Speise::N,étel,nerisassat
502,Fleisch::N,hús,neqi
503,Getreide::N,gabona,maannineq
504,Brei::N,pép,
505,Brei::N,kása,
506,Brot::N,kenyér,iffit
507,Brot::N,kenyér,iffiaq
508,Scheibe::N,szelet,igalaassiaq
509,Fett::N,háj,tarnutissaq
510,Fett::N,háj,tarnutissiaq
511,Fett::N,zsír,tarnutissaq
512,Fett::N,zsír,tarnutissiaq
513,Butter::N,vaj,punneq
514,Öl::N,olaj,uulia
515,Salz::N,só,taratsut
516,Suppe::N,leves,qajoq
517,Honig::N,méz,tungusunnitsuut
518,Milch::N,tej,immuk
519,Tee::N,tea,tii
520,Tee::N,tea,teeq
521,Leder::N,bőr,
522,Wolle::N,gyapjú,nuersagassiaq
523,Stoff::N,szövet,milliaq
524,Stoff::N,szövet,qarlissiaq
525,Nadel::N,tű,meqqut
526,Faden::N,fonál,ujalussiaq
527,Knopf::N,gomb,attat
528,Knoten::N,csomó,akeroq
529,Knoten::N,csomó,qilerneq
530,Farbe::N,szín,qalipaat
531,Farbe::N,festék,qalipaat
532,Kleidung::N,ruha,atisat
533,Kleidung::N,ruha,annoraaq
534,Kleidung::N,ruházat,atisat
535,Kleidung::N,ruházat,annoraaq
536,Hemd::N,ing,ilupaaq
537,Kragen::N,gallér,qungasiinnaq
538,Ärmel::N,ujj,aaq
539,Hose::N,gatya,qarliit
540,Hose::N,nadrág,qarliit
541,Gürtel::N,öv,qiterut
542,Gürtel::N,öv,unngersaq
543,Mütze::N,sapka,nasaq
544,Schuh::N,cipő,skuu
545,Schuh::N,cipő,ikernuk
546,Schuh::N,cipő,ateraasaq
547,Stiefel::N,csizma,kamik
548,Ring::N,gyűrű,assammiu
549,Band::N,szalag,qilerutissiaq
550,Kamm::N,fésű,illaagutit
551,Kamm::N,fésű,illaajaatit pl.
552,Spiegel::N,tükör,tarrarsuut
553,Riemen::N,szíj,allunaaq
554,Schnur::N,zsinór,kujaaq
555,Schnur::N,zsinór,allunaasaq
556,Leine::N,póráz,aleq
557,Decke::N,takaró,qipik
558,Kissen::N,párna,akit
559,Tuch::N,kendő,qarlissiaq
560,Handtuch::N,törülköző,allarut
561,Handtuch::N,törülköző,allarterut
562,Kraft::N,erő,pissak
563,Stärke::N,erő,qerattarsaat
564,Stärke::N,erősség,qerattarsaat
565,Gesundheit::N,egészség,peqqisusseq
566,Krankheit::N,kór,nappaat
567,Krankheit::N,betegség,nappaat
568,Schmerz::N,fájdalom,anniaat
569,Wunde::N,seb,iki
570,Fieber::N,láz,nappaat qanimanartoq
571,Arznei::N,orvosság,imigassaq
572,Arznei::N,gyógyszer,imigassaq
573,Brücke::N,híd,ikaartarfik
574,Brunnen::N,kút,tissaluttuliaq
575,Weide::N,legelő,masarsuk
576,Pfad::N,ösvény,aqqut
577,Weg::N,út,aggerfik
578,Straße::N,út,aqqusineq
579,Dorf::N,falu,nunaqarfik
580,Stadt::N,város,illorpaat
581,Stadt::N,város,illorpalik
582,Brief::N,levél,allagarsiaq
583,Buch::N,könyv,atuakkat
584,Buch::N,könyv,mappersagaq
585,Buchstabe::N,betű,naqinneq
586,Zeitung::N,újság,aviisi
587,Zeitung::N,hírlap,aviisi
588,Leben::N,élet,inuussuseq
589,Tod::N,halál,toqu
590,Tod::N,halál,toquneq
591,Grab::N,sír,iliveq
592,Grab::N,sír,illissat
593,Kirche::N,templom,oqaluffik
594,Sünde::N,bűn,ajorti
595,Sünde::N,vétek,ajorti
596,Gott::N,isten,
597,Arbeiter::N,munkás,sulisoq
598,Chef::N,főnök,ittoqut
599,Meister::N,mester,naalagaq
600,Arzt::N,orvos,katsorsaasoq
601,Lehrer::N,tanár,ilinniartitsisoq
602,Lehrer::N,tanító,ilinniartitsisoq
603,Geld::N,pénz,aningaasat
604,Geschäft::N,üzlet,niuertarfik
605,Laden::N,bolt,niuertarfik
606,Preis::N,ár,aki
607,Ware::N,áru,qaliata pii
608,Ware::N,áru,nioqqutissaq
609,Nutzen::N,haszon,iluaqut
610,Reichtum::N,gazdagság,
611,Welt::N,világ,nunarsuaq
612,Land::N,ország,nuna
613,Staat::N,állam,
614,König::N,király,kunngi
615,Macht::N,hatalom,pissaassuseq
616,Grenze::N,határ,killik
617,Krieg::N,háború,sorsunneq
618,Feind::N,ellenség,akeraq
619,Feind::N,ellenség,akerartorti
620,Feind::N,ellenség,qinngarsuisoq
621,Gewalt::N,erőszak,
622,Kampf::N,harc,sorsunneq
623,Bogen[Waffe]::N,íj,
624,Pfeil::N,nyíl,qalugiusaq
625,Gewehr::N,puska,aallaat
626,Gewehr::N,fegyver,aallaat
627,Fehler::N,hiba,kukkuneq
628,Fehler::N,hiba,paarlaappaa
629,Lüge::N,hazugság,
630,Schaden::N,kár,
631,Unglück::N,csapás,perluut
632,Unglück::N,balszerencse,perluut
633,Schuld::N,bűn,akiitsugaq
634,Schuld::N,bűn,akiligassaq
635,Alter::N,kor,utoqqaq
636,Schluss::N,vég,isu
637,Schluss::N,befejezés,isu
638,Zeit::N,idő,ulloq
639,Zeit::N,idő,akuttoqatigiinneq
640,Tag::N,nap,ulloq
641,Morgen::N,reggel,ullaaq
642,Mittag::N,dél,ulloqeqqa
643,Abend::N,este,unnuk
644,Nacht::N,éj,unnuaq
645,Nacht::N,éjszaka,unnuaq
646,Woche::N,hét,sapaatip akunnera
647,Monat::N,hó,qaammat
648,Monat::N,hónap,qaammat
649,Jahr::N,év,ukioq
650,Frühling::N,tavasz,upernaaq
651,Sommer::N,nyár,aasaq
652,Herbst::N,ősz,ukiaq
653,Winter::N,tél,ukioq
654,Januar::N,január,siulleeq
655,Januar::N,január,qaammaliaq
656,Februar::N,február,aarlaat
657,März::N,március,marsi
658,März::N,március,martsi
659,April::N,április,
660,Mai::N,május,maaji
661,Juni::N,június,juuni
662,Juli::N,július,juuli
663,August::N,augusztus,aggusti
664,September::N,szeptember,septembari
665,Oktober::N,október,oktobari
666,November::N,november,novembari
667,Dezember::N,december,detsembari
668,Montag::N,hétfő,ataasinngortoq
669,Dienstag::N,kedd,marlunngorneq
670,Mittwoch::N,szerda,pingasunngorneq
671,Donnerstag::N,csütörtök,sisamanngorneq
672,Freitag::N,péntek,tallimanngorneq
673,Samstag::N,szombat,arfininngorneq
674,Sonntag::N,vasárnap,sapaat
675,Sonntag::N,vasárnap,sapaati
676,groß::A,nagy,angivoq
677,klein::A,pici,mikivoq
678,klein::A,kicsi,mikivoq
679,lang::A,hosszú,takisooq
680,kurz::A,rövid,naatsoq
681,breit::A,széles,silippoq
682,schmal::A,keskeny,amitsoq
683,dicht::A,sűrű,torsusooq
684,dick[Gegenstand]::A,vastag,issuvoq
685,dick[Gegenstand]::A,vastag,issusooq
686,dünn::A,vékony,amitsoq
687,fein::A,vékony,mamarpoq
688,fest::A,szilárd,tangeqarpoq
689,flach::A,sík,nalimmappoq
690,flach::A,lapos,nalimmappoq
691,glatt::A,sima,quasak
692,hart::A,kemény,mattusooq
693,hart::A,kemény,manngerpoq
694,hart::A,kemény,titeqquluppoq
695,weich::A,puha,nerumaarpoq
696,rund::A,kerek,ammallorippoq
697,spitz::A,hegyes,qummukujooq
698,scharf::A,éles,ipippoq
699,stumpf::A,tompa,anngerpoq
700,stumpf::A,életlen,anngerpoq
701,schwer::A,nehéz,oqimaappoq
702,schwer::A,súlyos,oqimaappoq
703,schön::A,szép,kusanarpoq
704,heiß::A,forró,kiappoq
705,warm::A,meleg,oqorpoq
706,kalt::A,hideg,issippoq
707,kühl::A,hűs,pueqqortippoq
708,kühl::A,hűvös,pueqqortippoq
709,frisch::A,üde,
710,frisch::A,friss,
711,feucht::A,nedves,isugutavoq
712,feucht::A,nedves,qaasernarpoq
713,nass::A,vizes,imerorpoq
714,trocken::A,száraz,panerpoq
715,voll::A,telt,ulikkaarpoq
716,leer::A,üres,imaattuarpoq
717,offen::A,nyílt,ammavoq
718,offen::A,nyitott,ammavoq
719,geschlossen::A,zárt,matuvoq
720,geschlossen::A,csukott,matuvoq
721,sauber::A,tiszta,eqqippoq
722,sauber::A,tiszta,sukuluippoq
723,sauber::A,tiszta,ipeqanngilaq
724,schmutzig::A,piszkos,tapappoq
725,schmutzig::A,piszkos,minguppoq
726,schmutzig::A,szennyes,tapappoq
727,schmutzig::A,szennyes,minguppoq
728,roh::A,nyers,aapavoq
729,reif::A,érett,qaarulerpoq
730,lecker::A,finom,
731,süß::A,édes,tungusunnippoq
732,bitter::A,keserű,qasilippoq
733,sauer::A,savanyú,
734,hell::A,világos,qaamavoq
735,dunkel::A,sötét,qernerpoq
736,schwarz::A,fekete,qernerpoq
737,weiß::A,fehér,qaqorpoq
738,rot::A,vörös,aappaluppoq
739,gelb::A,sárga,sungaarpoq
740,blau::A,kék,tungujorpoq
741,grün::A,zöld,qorsooqqippoq
742,grau::A,ősz,qaserpoq
743,grau::A,szürke,qaserpoq
744,bunt::A,tarka,
745,bunt::A,színes,
746,billig::A,olcsó,akikippoq
747,teuer::A,drága,
748,wertvoll::A,értékes,erlinnarpoq
749,blind::A,vak,tappiippoq
750,blind::A,vak,isigisaqanngilaq
751,taub::A,süket,tusilarpoq
752,kräftig::A,erős,pissaq
753,kräftig::A,erős,pissarsuaq
754,stark::A,erős,sanngivoq
755,schwach::A,gyenge,nakuippoq
756,schwach::A,erőtlen,nakuippoq
757,fett::A,hájas,pualavoq
758,schlank::A,karcsú,tuappoq
759,hübsch::A,csinos,aatsialaq
760,böse::A,rossz,ajorpoq
761,böse::A,gonosz,ajorpoq
762,dumm::A,buta,taqajak
763,dumm::A,buta,sikkilluppoq
764,dumm::A,buta,qaatusimasaqanngilaq
765,dumm::A,ostoba,taqajak
766,dumm::A,ostoba,sikkilluppoq
767,dumm::A,ostoba,qaatusimasaqanngilaq
