,Concept_ID,hu,kl
1479,vergessen::V,elfelejt,puiorpaa
1480,messen::V,mér,ussersarpaa
1481,messen::V,megmér,ussersarpaa
1482,zählen::V,számol,kisitsivoq
1483,zählen::V,megszámol,kisitsivoq
1484,rechnen::V,számít,kisitsivoq
1485,lesen::V,olvas,atuarpoq
1486,malen::V,fest,qalipappaa
1487,zeichnen::V,rajzol,
1488,schreiben::V,ír,allappoq
1489,besitzen::V,birtokol,
1490,kaufen::V,vesz,pisiaraa
1491,kaufen::V,megvesz,pisiaraa
1492,verkaufen::V,elad,akigaa
1493,bezahlen::V,fizet,akilerpaa
1494,bezahlen::V,kifizet,akilerpaa
1495,zahlen::V,fizet,
1496,zahlen::V,megfizet,
1497,beherrschen::V,ural,inappaa
1498,ertragen::V,elbír,ernertaaraa
1499,ertragen::V,elvisel,ernertaaraa
