,Concept_ID,es,mn
70,Mond::N,luna,сар
71,Stern::N,estrella,од
72,Luft::N,aire,агаар
73,Wind::N,viento,салхи
74,Welle::N,ola,долгио
75,Welle::N,ola,давалгаа
76,Welle::N,onda,долгио
77,Welle::N,onda,давалгаа
78,Wasser::N,agua,ус
79,Stein::N,piedra,чулуу
80,Boden::N,suelo,хөрс
81,Erde::N,tierra,газар
82,Erde::N,tierra,шороо
83,Staub::N,polvo,тоос
84,Rauch::N,humo,утаа
85,Funke::N,chispa,оч
86,Feuer::N,fuego,гал
87,Licht::N,luz,гэрэл
88,Licht::N,luz,гэгээ
89,Schatten::N,sombra,сүүдэр
90,Wetter::N,tiempo,тэнгэр
91,Wetter::N,tiempo,цаг уур
92,Nebel::N,niebla,будан
93,Wolke::N,nube,үүл
94,Regen::N,lluvia,бороо
95,Schnee::N,nieve,цас
96,Eis::N,hielo,мөс
97,Frost::N,helada,хүйт
98,Kälte::N,frío,хүйт
99,Hitze::N,calor,халуун
100,Raureif::N,escarcha,цан
101,Raureif::N,escarcha,хяруу
102,Regenbogen::N,arco iris,солонго
103,Donner::N,trueno,тэнгэрийн дуу
104,Strömung::N,corriente,урсгал
105,Tropfen::N,gota,дусал
106,Schaum::N,espuma,хөөс
107,Schmutz::N,suciedad,хир
108,Schmutz::N,suciedad,шавхай
109,See::N,lago,нуур
110,Sumpf::N,pantano,намаг
111,Sumpf::N,pantano,балчиг
112,Moor::N,turbera,хүлрийн намаг
113,Wiese::N,prado,нуга
114,Wiese::N,pradera,нуга
115,Wald::N,bosque,ой
116,Hügel::N,colina,болдог
117,Anhöhe::N,cerro,гүвээ
118,Berg::N,monte,уул
119,Berg::N,montaña,уул
120,Gipfel::N,cima,орой
121,Gipfel::N,cima,оргил
122,Gipfel::N,cumbre,орой
123,Gipfel::N,cumbre,оргил
124,Höhle::N,cueva,агуй
125,Höhle::N,caverna,агуй
126,Abhang::N,cuesta,хүр
127,Abhang::N,declive,хүр
128,Quelle::N,fuente,булаг
129,Quelle::N,manantial,булаг
130,Bach::N,arroyo,горхи
131,Fluss::N,río,гол
132,Fluss::N,río,мөрөн
133,Ufer::N,orilla,эрэг
134,Küste::N,costa,эрэг
135,Festland::N,tierra firme,хуурай газар
136,Meer::N,mar,далай
137,Meer::N,mar,тэнгис
138,Bucht::N,cala,булан
139,Bucht::N,cala,далайн тохой
140,Bucht::N,bahía,булан
141,Bucht::N,bahía,далайн тохой
142,Insel::N,isla,арал
143,Blume::N,flor,цэцэг
144,Gras::N,hierba,өвс
145,Gras::N,hierba,ногоо
146,Wurzel::N,raíz,үндэс
147,Baum::N,árbol,мод
148,Stamm::N,tronco,иш
149,Stamm::N,tronco,гуалин
150,Rinde::N,corteza,холтос
151,Ast::N,rama,гишүү
152,Zweig::N,ramo,салаа
153,Blatt::N,hoja,навч
154,Birke::N,abedul,хус
155,Kiefer[Baum]::N,pino,нарс
156,Weide[Baum]::N,sauce,уд
157,Weide[Baum]::N,sauce,бургас
158,Tanne::N,abeto,гачуур
159,Horn::N,asta,эвэр
160,Horn::N,cuerno,эвэр
161,Feder::N,pluma,өд
162,Fell::N,piel,арьс
163,Flügel::N,ala,жигүүр
164,Flügel::N,ala,далавч
165,Klaue::N,garra,савар
166,Klaue::N,garra,хумс
167,Kralle::N,uña,савар
168,Kralle::N,garra,савар
169,Schwanz::N,cola,сүүл
170,Ei::N,huevo,өндөг
171,Nest::N,nido,үүр
172,Bau::N,madriguera,нүх
173,Bau::N,madriguera,элүү
174,Tier::N,animal,амьтан
175,Tier::N,animal,адгуус
176,Herde::N,rebaño,сүрэг
177,Kuh::N,vaca,үнээ
178,Bulle::N,toro,бух
179,Pferd::N,caballo,морь
180,Pferd::N,caballo,адуу
181,Schaf::N,oveja,хонь
182,Schwein::N,cerdo,гахай
183,Hund::N,perro,нохой
184,Katze::N,gato,муур
185,Katze::N,gato,мигуй
186,Bär::N,oso,баавгай
187,Eichhörnchen::N,ardilla,хэрэм
188,Elch::N,alce,хандгай
189,Fuchs::N,zorro,үнэг
190,Hase::N,liebre,туулай
191,Maus::N,ratón,хулгана
192,Wolf::N,lobo,чоно
193,Vogel::N,ave,шувуу
194,Vogel::N,pájaro,шувуу
195,Schwarm::N,bandada,сүрэг
196,Huhn::N,gallina,тахиа
197,Hahn::N,gallo,эр тахиа
198,Gans::N,oca,галуу
199,Gans::N,ganso,галуу
200,Adler::N,águila,бүргэд
201,Ente::N,pato,нугас
202,Eule::N,lechuza,ууль
203,Kranich::N,grulla,тогоруу
204,Krähe::N,corneja,хэрээ
205,Kuckuck::N,cuco,хөхөө
206,Schwan::N,cisne,хун
207,Fisch::N,pez,загас
208,Barsch::N,perca,алгана
209,Hecht::N,lucio,цурхай
210,Schlange[Tier]::N,serpiente,могой
211,Wurm::N,gusano,өт
212,Wurm::N,gusano,хорхой
213,Spinne::N,araña,аалз
214,Ameise::N,hormiga,шоргоолж
215,Laus::N,piojo,бөөс
216,Mücke::N,mosquito,шумуул
217,Fliege::N,mosca,ялаа
218,Schmetterling::N,mariposa,эрвээхэй
219,Beere::N,baya,жимсгэнэ
220,Apfel::N,manzana,алим
221,Pilz::N,seta,мөөг
222,Pilz::N,hongo,мөөг
223,Zwiebel::N,cebolla,сонгино
224,Saat::N,siembra,тариа
225,Korn::N,grano,үр
226,Korn::N,grano,мөхлөг
227,Heu::N,heno,өвс
228,Schale::N,cáscara,хальс
229,Grube::N,foso,алам
230,Grube::N,foso,нүх
231,Falle::N,trampa,хавх
232,Falle::N,trampa,занга
233,Schlinge::N,lazo,урхи
234,Spur::N,huella,мөр
235,Asche::N,ceniza,үнс
236,Dreck::N,suciedad,хир
237,Eisen::N,hierro,төмөр
238,Gold::N,oro,алт
239,Silber::N,plata,мөнгө
240,Kohle::N,carbón,нүүрс
241,Glas::N,vidrio,шил
242,Glas::N,cristal,шил
243,Lehm::N,barro,шавар
244,Sand::N,arena,элс
245,Mensch::N,hombre,хүн
246,Mensch::N,ser humano,хүн
247,Mann::N,hombre,эр
248,Mann::N,hombre,эрэгтэй
249,Frau::N,mujer,эмэгтэй
250,Frau::N,mujer,хатагтай
251,Kind::N,niño,хүүхэд
252,Junge::N,chico,хүү
253,Junge::N,muchacho,хүү
254,Mädchen::N,chica,охин
255,Mädchen::N,chica,бүсгүй
256,Mädchen::N,muchacha,охин
257,Mädchen::N,muchacha,бүсгүй
258,Familie::N,familia,айл
259,Großvater::N,abuelo,өвгөн аав
260,Großmutter::N,abuela,эмэг эх
261,Großmutter::N,abuela,эмгээ
262,Eltern::N,padres,эцэг эх
263,Vater::N,padre,аав
264,Vater::N,padre,эцэг
265,Mutter::N,madre,эх
266,Mutter::N,madre,ээж
267,Sohn::N,hijo,хүү
268,Tochter::N,hija,охин
269,Bruder::N,hermano,ах
270,Bruder::N,hermano,дүү
271,Schwester::N,hermana,эгч
272,Schwester::N,hermana,охин дүү
273,Onkel::N,tío,авга ах
274,Onkel::N,tío,нагац ах
275,Tante::N,tía,авга эгч
276,Tante::N,tía,нагац эгч
277,Ehemann::N,esposo,нөхөр
278,Ehefrau::N,esposa,эхнэр
279,Ehefrau::N,esposa,гэргий
280,Freude::N,placer,баяр
281,Freude::N,placer,баясгалан
282,Freude::N,alegría,баяр
283,Freude::N,alegría,баясгалан
284,Gelächter::N,risa,инээдэм
285,Gelächter::N,carcajada,инээдэм
286,Glück::N,felicidad,жаргалан
287,Kummer::N,pena,гаслан
288,Wunsch::N,deseo,ерөөл
289,Lust::N,ganas,дур
290,Lust::N,ganas,хүсэл
291,Geist::N,mente,оюун
292,Geist::N,espíritu,оюун
293,Gedanke::N,idea,сэтгэл
294,Gedanke::N,pensamiento,сэтгэл
295,Gedächtnis::N,memoria,ой
296,Gedächtnis::N,memoria,цээж
297,Verstand::N,razón,ухаан
298,Verstand::N,entendimiento,ухаан
299,Sinn::N,sentido,утга
300,Sinn::N,significado,утга
301,Grund::N,causa,учир
302,Wahrheit::N,verdad,үнэн
303,Gespräch::N,conversación,яриа
304,Märchen::N,cuento,явган үлгэр
305,Erzählung::N,cuento,тууж
306,Erzählung::N,narración,тууж
307,Nachricht::N,mensaje,мэдээ
308,Neuigkeit::N,noticia,сонин
309,Name::N,nombre,нэр
310,Rätsel::N,acertijo,оньсого
311,Rätsel::N,adivinanza,оньсого
312,Rede::N,discurso,хэлсэн үг
313,Sprache::N,lengua,хэл
314,Stimme::N,voz,дуу
315,Wort::N,palabra,үг
316,Zeichen::N,señal,тамга
317,Zeichen::N,señal,тэмдэг
318,Ruf::N,llamada,дуудлага
319,Lärm::N,ruido,шуугиан
320,Lärm::N,ruido,чимээ
321,Lärm::N,barullo,шуугиан
322,Lärm::N,barullo,чимээ
323,Laut::N,sonido,анир
324,Laut::N,sonido,дуу
325,Ton::N,tono,авиа
326,Ton::N,tono,аялгуу
327,Lied::N,canción,дуу
328,Ruhe::N,calma,энх
329,Ruhe::N,calma,тайван
330,Ruhe::N,silencio,энх
331,Ruhe::N,silencio,тайван
332,Leute::N,gente,хүмүүс
333,Volk::N,pueblo,улс
334,Arbeit::N,trabajo,ажил
335,Arbeit::N,trabajo,хөдөлмөр
336,Gast::N,huésped,зочин
337,Gast::N,huésped,айлчин
338,Gast::N,invitado,зочин
339,Gast::N,invitado,айлчин
340,Geschenk::N,regalo,бэлэг
341,Spiel::N,juego,наадам
342,Spiel::N,juego,тоглоом
343,Gesellschaft::N,compañía,хамт байх
344,Hilfe::N,ayuda,тусламж
345,Hilfe::N,socorro,тусламж
346,Freund::N,amigo,найз
347,Freund::N,amigo,нөхөр
348,Kamerad::N,camarada,хань
349,Kamerad::N,camarada,нөхөр
350,Kamerad::N,compañero,хань
351,Kamerad::N,compañero,нөхөр
352,Angelegenheit::N,asunto,хэрэг
353,Anzahl::N,cantidad,тоо
354,Art::N,tipo,төрөл
355,Art::N,tipo,янз
356,Art::N,clase,төрөл
357,Art::N,clase,янз
358,Stück::N,pieza,хэсэг
359,Teil::N,parte,хувь
360,Teil::N,parte,хэсэг
361,Hälfte::N,mitad,хагас
362,Kreis::N,círculo,тойрог
363,Kreis::N,círculo,хүрээ
364,Kreuz::N,cruz,загалмай
365,Linie::N,línea,шугам
366,Strich::N,raya,зураас
367,Strich::N,trazo,зураас
368,Abstand::N,distancia,зай
369,Entfernung::N,distancia,зай
370,Entfernung::N,distancia,хол ойр
371,Gegend::N,región,хавь
372,Gegend::N,región,газар
373,Gegend::N,comarca,хавь
374,Gegend::N,comarca,газар
375,Platz::N,espacio,зай
376,Platz::N,espacio,завсар
377,Ort::N,sitio,газар
378,Ort::N,sitio,байр
379,Seite::N,lado,тал
380,Seite::N,lado,этгээд
381,Seite::N,costado,тал
382,Seite::N,costado,этгээд
383,Mitte::N,medio,төв
384,Mitte::N,medio,дунд
385,Mitte::N,centro,төв
386,Mitte::N,centro,дунд
387,Gegenstand::N,objeto,юм
388,Sache::N,cosa,үйл
389,Sache::N,cosa,хэрэг
390,Rand::N,borde,зах
391,Rand::N,borde,хөвөө
392,Kante::N,borde,ирмэг
393,Ecke::N,esquina,өнцөг
394,Spitze::N,punta,үзүүр
395,Ende::N,cabo,зах
396,Ende::N,cabo,үзүүр
397,Ende::N,extremo,зах
398,Ende::N,extremo,үзүүр
399,Loch::N,agujero,цоорхой
400,Loch::N,agujero,онгорхой
401,Loch::N,abertura,цоорхой
402,Loch::N,abertura,онгорхой
403,Winkel::N,ángulo,өнцөг
404,Muster::N,dibujo,хээ
405,Muster::N,dibujo,угалз
406,Größe::N,tamaño,хэмжээ
407,Länge::N,longitud,урт
408,Höhe::N,altura,өндөр
409,Höhe::N,altitud,өндөр
410,Gewicht::N,peso,жин
411,Menge::N,cantidad,тоо
412,Haufen::N,montón,бөөн
413,Reihe::N,fila,эгнээ
414,Boot::N,bote,завь
415,Boot::N,barca,завь
416,Ruder::N,remo,сэлүүр
417,Schlitten::N,trineo,чарга
418,Ski::N,esquí,цана
419,Lagerfeuer::N,hoguera,түүдэг
420,Last::N,carga,ачаа
421,Gang::N,marcha,явдал
422,Schritt::N,paso,алхам
423,Norden::N,norte,умар
424,Süden::N,sur,урд
425,Süden::N,sur,өмнө
426,Westen::N,oeste,өрнө
427,Westen::N,oeste,баруун
428,Osten::N,este,зүүн
429,Osten::N,este,дорно
430,Holz::N,madera,мод
431,Brett::N,tabla,банз
432,Platte::N,placa,хавтан
433,Platte::N,plancha,хавтан
434,Stütze::N,sostén,тулгуур
435,Stütze::N,sostén,тулга
436,Stütze::N,soporte,тулгуур
437,Stütze::N,soporte,тулга
438,Stange::N,vara,сургааг
439,Stange::N,percha,сургааг
440,Stock::N,palo,саваа
441,Stock::N,bastón,саваа
442,Stab::N,vara,таяг
443,Stab::N,bastón,таяг
444,Rohr::N,tubo,хоолой
445,Haus::N,casa,гэр
446,Haus::N,casa,байшин
447,Heim::N,hogar,гэр
448,Ofen::N,estufa,зуух
449,Ofen::N,estufa,пийшин
450,Fußboden::N,suelo,шал
451,Tisch::N,mesa,ширээ
452,Stuhl::N,silla,сандал
453,Wiege::N,cuna,өлгий
454,Bett::N,cama,ор
455,Regal::N,estantería,тавиур
456,Kiste::N,caja,авдар
457,Kiste::N,caja,хайрцаг
458,Fenster::N,ventana,гэгээвч
459,Tür::N,puerta,үүд
460,Tür::N,puerta,хаалга
461,Tor::N,puerta,хаалга
462,Zaun::N,valla,хашаа
463,Zaun::N,cercado,хашаа
464,Dach::N,techo,дээвэр
465,Dach::N,tejado,дээвэр
466,Leiter::N,escalera,шат
467,Besen::N,escoba,хамуур
468,Besen::N,escoba,туужуу
469,Spaten::N,pala,хүрз
470,Schaufel::N,pala,хүрз
471,Schaufel::N,paleta,хүрз
472,Gabel::N,tenedor,сэрээ
473,Löffel::N,cuchara,халбага
474,Messer::N,cuchillo,хутга
475,Nagel::N,clavo,хадаас
476,Netz::N,red,өөш
477,Netz::N,red,тор
478,Haken::N,gancho,гох
479,Haken::N,corchete,гох
480,Griff::N,asa,иш
481,Griff::N,asa,сэнж
482,Griff::N,mango,иш
483,Griff::N,mango,сэнж
484,Schloss::N,cerradura,цуурга
485,Schloss::N,cerradura,цоож
486,Bild::N,imagen,зураг
487,Figur::N,figura,баримал
488,Puppe::N,muñeca,хүүхэлдэй
489,Beutel::N,bolsa,агсаа
490,Beutel::N,bolsa,уут
491,Bündel::N,haz,боодол
492,Tasche::N,bolso,цүнх
493,Eimer::N,cubo,хөнөг
494,Eimer::N,cubo,хувин
495,Deckel::N,tapa,таг
496,Deckel::N,tapa,хавхаг
497,Deckel::N,tapadera,таг
498,Deckel::N,tapadera,хавхаг
499,Geschirr::N,vajilla,сав суулга
500,Sack::N,saco,шуудай
501,Tasse::N,taza,аяга
502,Topf::N,olla,тогоо
503,Topf::N,marmita,тогоо
504,Kessel::N,caldera,тогоо
505,Essen::N,comida,идээ
506,Nahrung::N,alimento,хүнс
507,Speise::N,plato,идээ
508,Fleisch::N,carne,мах
509,Getreide::N,cereales,будаа
510,Brei::N,puré,богшмол
511,Brei::N,puré,будаа
512,Brei::N,papilla,богшмол
513,Brei::N,papilla,будаа
514,Brot::N,pan,талх
515,Scheibe::N,lonja,зүсэм
516,Scheibe::N,lonja,хэрчим
517,Scheibe::N,rebanada,зүсэм
518,Scheibe::N,rebanada,хэрчим
519,Fett::N,grasa,өөх
520,Butter::N,mantequilla,тос
521,Öl::N,aceite,тос
522,Salz::N,sal,давс
523,Suppe::N,sopa,шөл
524,Honig::N,miel,бал
525,Milch::N,leche,сүү
526,Tee::N,té,цай
527,Leder::N,cuero,арьс
528,Leder::N,cuero,савхи
529,Wolle::N,lana,ноос
530,Wolle::N,lana,унгас
531,Stoff::N,tela,бөс
532,Stoff::N,tejido,бөс
533,Nadel::N,aguja,зүү
534,Faden::N,hilo,боолт
535,Faden::N,hilo,утас
536,Knopf::N,botón,товч
537,Knoten::N,nudo,зангилаа
538,Farbe::N,pintura,будаг
539,Kleidung::N,ropa,хувцас
540,Kleidung::N,vestidos,хувцас
541,Hemd::N,camisa,цамц
542,Kragen::N,cuello,зах заам
543,Ärmel::N,manga,ханцуй
544,Hose::N,pantalón,өмд
545,Gürtel::N,cinturón,бүс
546,Mütze::N,gorro,малгай
547,Mütze::N,gorro,бүрх
548,Schuh::N,zapato,туфли
549,Stiefel::N,bota,гутал
550,Ring::N,anillo,бөгж
551,Band::N,cinta,тууз
552,Kamm::N,peine,сам
553,Spiegel::N,espejo,толь
554,Riemen::N,correa,тасам
555,Riemen::N,correa,сур
556,Schnur::N,cuerda,татлага
557,Leine::N,correa,оосор
558,Decke::N,manta,хөнжил
559,Decke::N,manta,хучлага
560,Kissen::N,almohada,дэр
561,Tuch::N,pañuelo,алчуур
562,Tuch::N,pañuelo,даавуу
563,Handtuch::N,toalla,алчуур
564,Kraft::N,fuerza,чадал
565,Kraft::N,fuerza,хүч
566,Stärke::N,fuerza,эрч
567,Stärke::N,fuerza,тэнхээ
568,Gesundheit::N,salud,бие
569,Gesundheit::N,salud,эрүүл мэнд
570,Krankheit::N,enfermedad,эмгэг
571,Schmerz::N,dolor,өвчин
572,Wunde::N,llaga,шарх
573,Wunde::N,herida,шарх
574,Fieber::N,fiebre,халуун
575,Arznei::N,medicina,эм
576,Arznei::N,medicamento,эм
577,Brücke::N,puente,гүүр
578,Brunnen::N,pozo,худаг
579,Weide::N,pasto,бэлчээр
580,Pfad::N,sendero,жим
581,Pfad::N,sendero,зөрөг
582,Weg::N,camino,зам
583,Weg::N,camino,харгуй
584,Straße::N,vía,зам
585,Straße::N,vía,харгуй
586,Straße::N,carretera,зам
587,Straße::N,carretera,харгуй
588,Dorf::N,aldea,тосгон
589,Dorf::N,aldea,гацаа
590,Dorf::N,pueblo,тосгон
591,Dorf::N,pueblo,гацаа
592,Stadt::N,ciudad,хот
593,Brief::N,carta,захидал
594,Brief::N,carta,захиа
595,Buch::N,libro,ном
596,Buch::N,libro,бичиг
597,Buchstabe::N,letra,үсэг
598,Buchstabe::N,carácter,үсэг
599,Zeitung::N,diario,сонин
600,Zeitung::N,periódico,сонин
601,Leben::N,vida,амь
602,Leben::N,vida,амьдрал
603,Tod::N,muerte,үхэл
604,Grab::N,tumba,булш
605,Grab::N,sepulcro,булш
606,Kirche::N,iglesia,сүм
607,Sünde::N,pecado,нүгэл
608,Sünde::N,pecado,хилэнц
609,Gott::N,dios,бурхан
610,Arbeiter::N,obrero,ажилчин
611,Arbeiter::N,obrero,хөдөлмөрчин
612,Arbeiter::N,trabajador,ажилчин
613,Arbeiter::N,trabajador,хөдөлмөрчин
614,Chef::N,jefe,дарга
615,Meister::N,maestro,дархан
616,Arzt::N,médico,эмч
617,Lehrer::N,profesor,багш
618,Geld::N,dinero,цаас
619,Geld::N,dinero,мөнгө
620,Geschäft::N,negocio,наймаа
621,Laden::N,tienda,дэлгүүр
622,Preis::N,precio,үнэ
623,Ware::N,mercancía,таваар
624,Ware::N,mercancía,бараа
625,Nutzen::N,provecho,ашиг
626,Reichtum::N,riqueza,баялаг
627,Welt::N,mundo,дэлхий
628,Welt::N,mundo,орчлон
629,Land::N,país,улс
630,Land::N,país,орон
631,Staat::N,Estado,төр
632,Staat::N,Estado,гүрэн
633,König::N,rey,ван
634,Macht::N,poder,засаг
635,Macht::N,potencia,засаг
636,Grenze::N,frontera,хил
637,Krieg::N,guerra,дайн
638,Feind::N,enemigo,дайсан
639,Gewalt::N,violencia,хүчирхэх
640,Kampf::N,lucha,тэмцэл
641,Kampf::N,lucha,байлдаан
642,Kampf::N,combate,тэмцэл
643,Kampf::N,combate,байлдаан
644,Bogen[Waffe]::N,arco,нум
645,Pfeil::N,flecha,годил
646,Pfeil::N,flecha,сум
647,Gewehr::N,fusil,буу
648,Gewehr::N,escopeta,буу
649,Fehler::N,error,эндэл
650,Fehler::N,error,алдаа
651,Lüge::N,mentira,худал
652,Schaden::N,daño,хор
653,Schaden::N,daño,хөнөөл
654,Unglück::N,desgracia,гай
655,Unglück::N,desgracia,гамшиг
656,Schuld::N,culpa,гэм
657,Schuld::N,culpa,буруу
658,Alter::N,edad,нас
659,Schluss::N,fin,эцэс
660,Schluss::N,fin,төгсгөл
661,Schluss::N,final,эцэс
662,Schluss::N,final,төгсгөл
663,Zeit::N,tiempo,цаг
664,Tag::N,día,өдөр
665,Morgen::N,mañana,өглөө
666,Mittag::N,mediodía,үд
667,Abend::N,noche,үдэш
668,Nacht::N,noche,шөнө
669,Woche::N,semana,долоо хоног
670,Monat::N,mes,сар
671,Jahr::N,año,жил
672,Frühling::N,primavera,хавар
673,Sommer::N,verano,зун
674,Herbst::N,otoño,намар
675,Winter::N,invierno,өвөл
676,Januar::N,enero,нэгдүгээр сар
677,Februar::N,febrero,хоёрдугаар сар
678,März::N,marzo,гуравдугаар сар
679,April::N,abril,дөрөвдүгээр сар
680,Mai::N,mayo,тавдугаар сар
681,Juni::N,junio,зургаадугаар сар
682,Juli::N,julio,долдугаар сар
683,August::N,agosto,наймдугаар сар
684,September::N,septiembre,есдүгээр сар
685,Oktober::N,octubre,аравдугаар сар
686,November::N,noviembre,арван нэгдүгээр сар
687,Dezember::N,diciembre,арван хоёрдугаар сар
688,Montag::N,lunes,даваа
689,Dienstag::N,martes,мягмар
690,Mittwoch::N,miércoles,лхагва
691,Donnerstag::N,jueves,пүрэв
692,Freitag::N,viernes,баасан
693,Samstag::N,sábado,бямба
694,Sonntag::N,domingo,ням
695,groß::A,grande,их
696,groß::A,grande,том
697,klein::A,pequeño,бага
698,klein::A,pequeño,жаахан
699,lang::A,largo,урт
700,kurz::A,corto,охор
701,kurz::A,corto,богино
702,breit::A,ancho,өргөн
703,schmal::A,estrecho,уйтан
704,schmal::A,estrecho,нарийн
705,dicht::A,denso,нягт
706,dicht::A,denso,чигжүү
707,dick[Gegenstand]::A,grueso,зузаан
708,dünn::A,fino,нимгэн
709,dünn::A,delgado,нимгэн
710,fein::A,fino,нарийн
711,fein::A,delicado,нарийн
712,fest::A,firme,бөх
713,fest::A,firme,хатуу
714,fest::A,sólido,бөх
715,fest::A,sólido,хатуу
716,flach::A,plano,хавтгай
717,glatt::A,liso,цагаан
718,hart::A,duro,хатуу
719,weich::A,muelle,зөөлөн
720,rund::A,redondo,дугуй
721,rund::A,redondo,дугариг
722,spitz::A,agudo,шовх
723,spitz::A,agudo,шовгор
724,spitz::A,apuntado,шовх
725,spitz::A,apuntado,шовгор
726,scharf::A,agudo,хурц
727,scharf::A,agudo,иртэй
728,scharf::A,afilado,хурц
729,scharf::A,afilado,иртэй
730,stumpf::A,sin filo,мохоо
731,schwer::A,pesado,хүнд
732,schön::A,bello,гуа
733,schön::A,bello,сайхан
734,schön::A,hermoso,гуа
735,schön::A,hermoso,сайхан
736,heiß::A,caluroso,халуун
737,warm::A,cálido,дулаан
738,warm::A,caliente,дулаан
739,kalt::A,frío,хүйтэн
740,kühl::A,fresco,сэрүүн
741,frisch::A,fresco,эрүүл
742,frisch::A,fresco,жихүүн
743,feucht::A,húmedo,чийгтэй
744,nass::A,mojado,нойтон
745,trocken::A,seco,хатсан
746,voll::A,lleno,дүүрэн
747,leer::A,vacío,хоосон
748,offen::A,abierto,онгорхой
749,geschlossen::A,cerrado,битүү
750,geschlossen::A,cerrado,хаалтай
751,sauber::A,limpio,цэвэр
752,sauber::A,limpio,хиргүй
753,schmutzig::A,sucio,бохир
754,schmutzig::A,sucio,хиртэй
755,roh::A,crudo,түүхий
756,reif::A,maduro,болсон
757,lecker::A,rico,амттай
758,lecker::A,sabroso,амттай
759,süß::A,dulce,амттай
760,süß::A,dulce,чихэрлэг
761,bitter::A,amargo,гашуун
762,sauer::A,agrio,эсгэлэн
763,hell::A,claro,гэгээн
764,hell::A,claro,гэрэлтэй
765,dunkel::A,oscuro,бараан
766,dunkel::A,oscuro,харанхуй
767,schwarz::A,negro,хар
768,weiß::A,blanco,цагаан
769,rot::A,rojo,улаан
770,gelb::A,amarillo,шар
771,blau::A,azul,хөх
772,blau::A,azul,цэнхэр
773,grün::A,verde,ногоон
774,grau::A,gris,орог
775,grau::A,gris,саарал
776,bunt::A,multicolor,эрээн
777,billig::A,barato,хямд
778,teuer::A,caro,үнэтэй
779,wertvoll::A,valioso,үнэт
780,wertvoll::A,precioso,үнэт
781,blind::A,ciego,сохор
782,taub::A,sordo,чих хатуу
783,kräftig::A,fuerte,чийрэг
784,stark::A,fuerte,хүчтэй
785,stark::A,fuerte,чадалтай
786,stark::A,vigoroso,хүчтэй
787,stark::A,vigoroso,чадалтай
788,schwach::A,débil,сул
789,fett::A,obeso,тарган
790,fett::A,obeso,голигор
791,schlank::A,esbelto,голшиг
792,hübsch::A,mono,сайхан
793,hübsch::A,mono,хөөрхөн
794,hübsch::A,guapo,сайхан
795,hübsch::A,guapo,хөөрхөн
796,böse::A,malo,муу
797,böse::A,malo,хортой
798,dumm::A,tonto,тэнэг
799,dumm::A,estúpido,тэнэг
800,faul::A,vago,залхуу
801,faul::A,perezoso,залхуу
802,fleißig::A,aplicado,чармайлтгай
803,fleißig::A,diligente,чармайлтгай
804,geizig::A,avaro,харамч
805,klug::A,sensato,цэцэн
806,klug::A,inteligente,цэцэн
807,geschickt::A,hábil,дүйтэй
808,lieb::A,querido,хайрт
809,lustig::A,alegre,цэнгэлтэй
